from date,PM2.5,PM10,WD,WS,RH,SO2,NO2,NO,NOx,NH3,CO,Ozone,to date,station
10-Oct-2020 - 00:00,271.46,607.75,,,,,8.55,30.46,37.48,11.25,0.03,,11-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Oct-2020 - 00:00,545.11,853.97,,,,,2.23,33.42,35.47,3.9,,,12-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Oct-2020 - 00:00,,,,,,,,,,,,,13-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Oct-2020 - 00:00,,426.49,,,,,6.33,62.58,68.64,17.06,1.77,,14-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Oct-2020 - 00:00,,,,,,,4.77,70.31,75.07,21.78,1.18,,15-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Oct-2020 - 00:00,,,,,,,,,,,,,16-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Oct-2020 - 00:00,375.59,118.58,,,,,5.15,60.51,65.18,14.57,0.91,,17-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Oct-2020 - 00:00,120.62,651.32,,,,,7.1,39.75,45.53,25.1,0.79,,18-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Oct-2020 - 00:00,14.52,16.6,,,,,8.83,29.11,37.94,12.72,0.9,,19-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Oct-2020 - 00:00,156.27,26.92,,,,,9.12,45.95,54.62,6.62,0.97,,20-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Oct-2020 - 00:00,106.88,166.55,,,,,8.53,32.35,40.05,8.07,1.11,,21-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Oct-2020 - 00:00,59.6,97.21,,,,,9.44,36.53,45.97,3.99,1.16,,22-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Oct-2020 - 00:00,82.13,144.8,,,,,13.83,41.41,55.25,2.9,1.54,,23-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Oct-2020 - 00:00,79.42,138.64,,,,,21.97,44.27,66.24,14.15,2.12,,24-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Oct-2020 - 00:00,75.18,351.09,,,,,13.24,36.84,50.08,4.03,1.72,,25-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Oct-2020 - 00:00,69.64,939.04,,,,,11.41,165.28,168.68,,1.42,,26-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Oct-2020 - 00:00,103.72,985.0,,,,,13.28,89.57,102.84,,1.23,,27-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Oct-2020 - 00:00,43.34,780.42,,,,,19.41,45.24,64.65,12.15,1.93,,28-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Oct-2020 - 00:00,,211.04,,,,,16.95,25.48,38.06,9.44,1.58,,29-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Oct-2020 - 00:00,,140.55,,,,,28.65,20.75,45.57,12.7,1.83,,30-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Oct-2020 - 00:00,69.06,129.44,,,,,23.03,23.64,46.67,11.93,1.71,,31-Oct-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
31-Oct-2020 - 00:00,86.79,125.82,,,,,16.18,25.23,39.15,9.62,1.44,,01-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Nov-2020 - 00:00,76.54,138.75,,,,,20.67,18.65,38.09,21.84,1.41,,02-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
02-Nov-2020 - 00:00,112.32,180.54,,,,,27.88,21.22,47.05,11.9,1.48,,03-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
03-Nov-2020 - 00:00,79.24,388.0,,,,,36.41,15.45,46.37,16.55,1.51,,04-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
04-Nov-2020 - 00:00,80.09,164.79,,,,,30.03,4.62,33.67,15.35,1.59,,05-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
05-Nov-2020 - 00:00,,127.83,,,,,24.0,18.85,42.36,15.57,1.28,,06-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
06-Nov-2020 - 00:00,,118.25,,,,4.0,47.43,14.42,61.08,16.33,1.45,35.7,07-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
07-Nov-2020 - 00:00,,199.09,,,,11.72,35.84,10.82,46.66,14.18,1.25,37.23,08-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
08-Nov-2020 - 00:00,,117.33,,,,1.47,31.63,6.39,38.02,7.5,1.04,42.46,09-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
09-Nov-2020 - 00:00,,117.02,,,,2.26,39.65,8.68,47.46,9.25,1.16,43.59,10-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
10-Nov-2020 - 00:00,,143.24,,,,3.54,43.01,10.33,51.61,12.15,1.29,47.28,11-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
11-Nov-2020 - 00:00,,160.12,,,,3.35,43.64,24.24,67.9,15.26,1.45,40.38,12-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
12-Nov-2020 - 00:00,,82.28,,,,2.28,33.69,18.55,52.23,14.9,1.16,25.12,13-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
13-Nov-2020 - 00:00,,104.29,,,,27.43,30.49,16.53,45.43,13.27,0.93,21.44,14-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
14-Nov-2020 - 00:00,,114.69,,,,1.72,38.91,5.92,44.57,5.29,1.08,28.69,15-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
15-Nov-2020 - 00:00,,67.27,,,,1.35,25.54,8.3,33.83,4.5,0.82,27.73,16-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
16-Nov-2020 - 00:00,,60.09,,,,1.35,23.13,10.1,33.23,5.28,0.76,25.75,17-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
17-Nov-2020 - 00:00,,69.66,,,,1.72,33.75,8.77,42.52,5.37,0.91,25.57,18-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
18-Nov-2020 - 00:00,,322.38,,,,2.03,23.68,7.97,31.62,3.86,0.73,26.47,19-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
19-Nov-2020 - 00:00,,284.96,,,,2.2,18.35,8.65,25.48,3.83,0.56,19.19,20-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
20-Nov-2020 - 00:00,,55.02,,,,2.21,24.6,11.33,34.84,8.72,0.66,19.43,21-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
21-Nov-2020 - 00:00,,76.98,,,,2.21,28.12,20.57,48.68,14.09,0.92,21.76,22-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
22-Nov-2020 - 00:00,,76.91,,,,1.96,28.35,15.65,44.01,14.15,0.83,30.7,23-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
23-Nov-2020 - 00:00,,101.62,,,,2.02,33.82,12.02,45.85,15.47,0.99,32.45,24-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
24-Nov-2020 - 00:00,,125.13,,,,2.94,53.39,7.31,60.69,16.1,1.4,32.21,25-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
25-Nov-2020 - 00:00,,102.55,,,,5.94,40.2,10.24,50.45,10.84,1.16,29.46,26-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
26-Nov-2020 - 00:00,,108.12,,,,4.8,36.53,11.6,48.12,13.76,1.07,26.42,27-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
27-Nov-2020 - 00:00,,105.02,,,,2.34,32.37,12.38,44.74,15.19,1.14,24.45,28-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
28-Nov-2020 - 00:00,,57.39,,,,6.23,30.5,13.49,43.99,15.06,1.05,22.14,29-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
29-Nov-2020 - 00:00,,98.15,,,,4.09,33.46,15.47,48.92,18.83,0.87,17.14,30-Nov-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
30-Nov-2020 - 00:00,,88.76,,,,2.27,46.76,19.7,66.46,16.59,1.14,19.19,01-Dec-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
01-Dec-2020 - 00:00,,85.94,,,,2.02,32.5,8.03,40.52,15.27,1.27,24.27,02-Dec-2020 - 00:00,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB"
