from date,PM2.5,PM10,NO2,NOx,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
19-Nov-2020 - 00:00,93.76,160.85,77.53,79.57,47.63,36.46,4.73,1.43,10.81,0.74,6.59,4.84,1.11,1.64,22.47,70.69,0.21,161.12,753.88,83.91,0.0,20-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
20-Nov-2020 - 00:00,83.23,145.54,64.12,65.65,38.99,34.46,4.66,1.27,7.66,0.96,6.96,6.99,1.75,1.98,23.07,69.49,0.33,206.37,753.88,123.18,0.0,21-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
21-Nov-2020 - 00:00,81.28,115.77,50.33,39.86,15.83,23.13,4.49,0.85,10.13,0.65,4.05,6.0,0.78,1.38,21.79,51.19,0.71,299.74,754.8,144.6,0.0,22-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
22-Nov-2020 - 00:00,82.48,134.59,75.63,68.04,34.48,24.97,4.67,1.05,8.52,0.72,5.08,6.63,0.67,1.36,19.25,47.46,0.67,258.57,756.24,152.27,0.0,23-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
23-Nov-2020 - 00:00,114.21,178.97,82.33,78.68,43.36,24.99,5.02,1.16,12.38,0.62,5.78,3.09,0.9,1.53,19.19,54.01,0.31,208.66,757.2,138.85,0.0,24-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
24-Nov-2020 - 00:00,107.73,204.54,93.99,113.66,79.97,28.98,5.35,1.69,7.88,1.64,8.56,1.01,3.53,6.0,19.08,62.97,0.23,155.64,756.74,134.67,0.0,25-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
25-Nov-2020 - 00:00,119.35,194.77,98.79,95.29,52.93,26.65,5.26,1.52,8.1,0.74,7.72,0.44,3.74,2.35,19.41,66.7,0.19,120.2,756.72,124.38,0.0,26-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
26-Nov-2020 - 00:00,130.09,206.54,89.65,91.32,54.38,31.44,6.37,1.5,8.05,0.88,8.19,2.59,3.14,2.17,20.5,70.33,0.18,125.42,756.98,109.78,0.0,27-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
27-Nov-2020 - 00:00,148.3,246.07,95.93,86.33,44.07,30.88,5.13,1.79,7.42,0.8,8.27,2.2,2.73,1.79,19.94,71.31,0.42,230.61,758.24,35.88,0.0,28-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
28-Nov-2020 - 00:00,157.11,231.27,83.42,81.34,46.44,29.6,4.9,1.97,8.43,0.65,6.88,1.16,2.09,1.66,20.49,63.39,0.64,251.45,757.8,132.12,0.0,29-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
29-Nov-2020 - 00:00,120.03,194.11,82.2,82.25,47.92,28.94,4.72,1.58,6.89,0.76,7.81,1.66,3.33,1.62,20.82,54.0,0.5,245.42,757.19,142.8,0.0,30-Nov-2020 - 00:00,"Muradpur, Patna - BSPCB"
30-Nov-2020 - 00:00,124.8,214.04,102.05,109.12,68.5,24.94,6.52,1.95,7.62,0.75,7.83,1.94,2.19,1.92,20.67,52.34,0.46,251.61,756.66,121.03,0.0,01-Dec-2020 - 00:00,"Muradpur, Patna - BSPCB"
01-Dec-2020 - 00:00,148.34,227.42,127.2,147.52,99.98,28.66,4.64,2.68,7.94,0.96,15.21,0.0,4.14,2.88,17.84,61.53,0.05,168.14,756.8,7.0,0.0,02-Dec-2020 - 00:00,"Muradpur, Patna - BSPCB"
