from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,Toluene,CO,NH3,NO,NOx,NO2,Ozone,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,SO2,to date,station
06-Aug-2020 - 00:00,1.52,3.18,1.47,0.88,2.38,0.77,18.29,4.81,15.83,11.13,10.74,31.12,16.4,0.0,80.59,260.64,31.23,109.83,0.39,3.93,07-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
07-Aug-2020 - 00:00,1.51,3.22,1.48,0.88,2.41,0.7,18.2,4.67,14.65,9.98,14.32,25.11,9.44,0.0,85.81,288.2,30.15,125.19,0.61,4.23,08-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
08-Aug-2020 - 00:00,1.51,3.22,1.45,0.94,2.43,0.6,18.17,4.79,15.09,10.3,22.05,40.2,19.14,0.0,90.15,229.64,30.61,220.59,0.36,4.09,09-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
09-Aug-2020 - 00:00,1.51,3.22,1.45,0.88,2.41,0.63,18.17,4.54,14.21,9.68,17.69,49.24,26.94,0.0,94.4,213.0,29.68,186.72,0.43,4.02,10-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
10-Aug-2020 - 00:00,1.51,3.22,1.43,0.87,2.4,0.63,18.34,4.64,14.48,9.83,18.75,49.08,25.95,0.0,95.3,182.62,28.65,109.52,0.48,4.07,11-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
11-Aug-2020 - 00:00,1.5,3.18,1.45,0.88,2.38,0.58,18.01,4.48,14.01,9.68,17.74,38.53,20.87,0.21,94.55,224.13,29.08,192.64,0.48,4.14,12-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
12-Aug-2020 - 00:00,1.5,3.19,1.44,0.87,2.38,0.59,18.21,4.71,14.13,9.51,22.61,32.82,11.07,0.02,94.27,254.14,29.19,190.38,0.42,4.11,13-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
13-Aug-2020 - 00:00,1.56,3.2,1.52,0.92,2.4,0.6,17.84,4.83,14.86,10.15,18.9,23.26,10.17,0.0,95.34,167.71,27.05,97.23,0.64,4.35,14-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
14-Aug-2020 - 00:00,1.53,3.22,1.46,0.88,2.41,0.58,17.33,4.83,14.51,9.69,16.68,29.18,15.7,0.0,90.92,232.73,28.35,88.88,0.61,4.7,15-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
15-Aug-2020 - 00:00,1.51,3.22,1.51,0.89,2.41,0.67,17.32,4.82,14.57,9.76,16.36,35.23,17.4,0.0,88.19,243.09,29.65,128.73,0.38,4.72,16-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
16-Aug-2020 - 00:00,1.52,3.23,1.44,0.89,2.41,0.68,17.29,4.69,14.14,9.49,13.74,37.86,18.73,0.0,94.12,214.3,29.26,103.47,0.54,4.77,17-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
17-Aug-2020 - 00:00,1.99,6.73,4.0,1.22,2.99,0.78,17.54,4.79,14.16,9.39,17.11,37.61,17.73,0.0,95.12,209.19,28.62,106.24,0.53,5.04,18-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
18-Aug-2020 - 00:00,2.22,7.33,5.64,1.42,3.28,0.82,17.49,4.75,14.53,9.96,16.48,38.05,17.35,0.0,95.07,193.04,28.69,135.04,0.49,5.14,19-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Aug-2020 - 00:00,2.37,7.56,5.86,1.49,3.41,0.82,21.62,5.24,15.91,10.79,10.62,22.24,10.15,0.25,95.4,140.96,25.65,132.5,0.43,3.88,20-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Aug-2020 - 00:00,2.3,7.56,5.82,1.46,3.38,0.69,37.76,7.84,16.18,10.62,20.8,16.39,8.29,0.0,94.12,236.11,26.14,103.09,0.63,4.14,21-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Aug-2020 - 00:00,2.31,7.57,5.81,1.46,3.41,0.8,19.3,5.92,20.01,14.09,14.09,17.9,6.13,0.04,95.33,128.87,25.37,95.61,0.48,4.41,22-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Aug-2020 - 00:00,2.31,7.62,5.85,1.46,3.4,0.99,11.28,5.98,17.97,11.99,15.84,29.69,12.3,0.0,91.92,227.27,28.0,199.97,0.29,3.65,23-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
23-Aug-2020 - 00:00,2.31,7.62,5.86,1.46,3.41,0.98,10.21,5.17,15.02,9.86,22.77,21.84,10.06,0.27,92.03,275.3,28.01,105.33,0.48,3.57,24-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
24-Aug-2020 - 00:00,2.31,7.62,5.86,1.46,3.41,0.99,9.88,5.03,15.41,10.38,24.39,22.6,11.63,0.0,91.96,233.25,28.25,97.12,0.67,3.57,25-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
25-Aug-2020 - 00:00,2.47,6.36,5.0,1.48,3.08,0.88,17.7,5.1,15.55,10.44,23.89,29.29,16.17,0.0,90.02,251.96,28.6,116.19,0.59,3.6,26-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
26-Aug-2020 - 00:00,3.0,1.77,1.78,1.5,2.0,0.78,20.59,11.0,24.92,14.12,9.84,33.31,16.0,0.0,91.84,229.38,28.22,170.14,0.52,3.51,27-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
27-Aug-2020 - 00:00,2.98,1.74,1.75,1.49,1.98,0.78,15.36,5.47,17.34,12.0,10.12,24.62,12.06,0.3,92.56,199.53,27.85,192.8,0.4,11.13,28-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
28-Aug-2020 - 00:00,3.01,1.77,1.76,1.49,1.99,0.81,19.11,5.99,19.53,13.53,10.08,17.38,9.54,0.02,95.36,161.27,26.37,219.18,0.35,3.48,29-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
29-Aug-2020 - 00:00,2.97,1.76,1.75,1.5,2.0,0.84,16.46,5.75,19.4,13.64,14.47,34.93,15.67,0.0,92.25,229.66,27.68,189.1,0.28,3.6,30-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
30-Aug-2020 - 00:00,3.0,1.77,1.77,1.5,2.0,0.86,16.38,5.56,18.24,12.67,15.13,35.95,16.68,0.0,92.08,211.38,27.94,122.04,0.59,3.53,31-Aug-2020 - 00:00,"Model Town, Patiala - PPCB"
31-Aug-2020 - 00:00,3.0,1.76,1.74,1.5,2.0,0.91,16.12,5.44,16.76,11.31,20.53,25.1,10.11,0.0,89.4,235.52,27.57,108.87,0.92,3.65,01-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
01-Sep-2020 - 00:00,2.98,1.76,1.76,1.49,1.99,0.96,16.15,5.52,17.94,12.47,22.43,36.38,17.06,0.0,90.36,216.54,27.7,122.23,0.53,3.73,02-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
02-Sep-2020 - 00:00,2.97,1.77,1.77,1.51,2.0,0.94,15.43,5.2,17.56,12.37,19.44,37.85,17.52,0.0,88.0,223.26,28.54,179.88,0.36,3.54,03-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
03-Sep-2020 - 00:00,3.04,1.81,1.83,1.54,2.02,0.97,15.35,5.37,17.92,12.55,16.55,41.38,21.73,0.0,92.83,192.74,28.15,139.75,0.48,3.55,04-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
04-Sep-2020 - 00:00,3.01,1.78,1.78,1.5,2.02,1.17,15.59,5.32,18.59,13.26,14.11,37.33,17.57,0.0,89.68,204.05,28.41,168.0,0.39,3.63,05-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
05-Sep-2020 - 00:00,3.0,1.76,1.76,1.5,2.0,1.41,15.8,5.54,19.7,14.15,10.13,42.25,21.53,0.06,94.97,144.26,26.32,218.86,0.35,3.51,06-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
06-Sep-2020 - 00:00,3.02,1.76,1.78,1.5,2.01,1.43,16.43,5.37,17.27,11.89,12.58,26.26,13.75,0.0,92.74,279.6,27.2,220.63,0.33,3.52,07-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
07-Sep-2020 - 00:00,3.0,1.76,1.76,1.49,1.99,1.11,16.12,5.19,17.78,12.58,13.93,31.31,18.3,0.0,91.34,231.41,27.96,252.86,0.41,3.53,08-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
08-Sep-2020 - 00:00,3.0,1.77,1.76,1.49,2.0,0.91,16.34,5.33,17.61,12.27,20.74,54.67,24.67,0.0,89.1,238.17,28.26,254.91,0.49,3.73,09-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
09-Sep-2020 - 00:00,2.98,1.77,1.78,1.53,2.05,1.18,18.01,18.26,42.99,24.82,12.98,66.94,26.76,0.0,87.36,232.5,28.82,257.56,0.55,3.64,10-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
10-Sep-2020 - 00:00,2.85,1.68,1.68,1.44,1.9,1.4,19.13,33.0,65.12,32.58,11.72,72.4,33.24,0.0,84.08,259.91,29.28,255.32,0.58,5.38,11-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
11-Sep-2020 - 00:00,2.7,1.58,1.58,1.35,1.79,0.71,17.82,4.78,14.89,11.43,27.87,79.35,30.05,0.0,79.36,296.5,30.77,242.71,0.46,3.81,12-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
12-Sep-2020 - 00:00,3.01,1.76,1.77,1.51,2.0,0.89,18.39,5.58,17.8,12.21,24.66,89.37,36.33,0.0,85.77,228.03,29.14,242.37,0.39,3.65,13-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
13-Sep-2020 - 00:00,3.02,1.77,1.75,1.5,1.99,1.0,18.7,5.52,17.0,11.46,22.56,86.11,39.57,0.0,89.44,199.13,28.92,246.77,0.41,4.03,14-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
14-Sep-2020 - 00:00,2.98,1.76,1.77,1.5,2.01,1.14,24.2,34.99,44.07,18.39,23.96,90.82,37.38,0.0,87.41,217.6,28.85,253.1,0.46,3.96,15-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
15-Sep-2020 - 00:00,3.02,1.77,1.76,1.51,2.02,1.25,,,,,16.96,101.4,43.73,0.0,89.07,210.34,29.17,245.41,0.47,3.64,16-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
16-Sep-2020 - 00:00,3.02,1.76,1.77,1.51,2.01,1.32,18.0,5.03,14.04,9.01,20.29,100.52,42.04,0.0,87.74,218.45,29.66,251.96,0.6,3.62,17-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
17-Sep-2020 - 00:00,3.0,1.76,1.77,1.5,2.0,1.23,18.0,5.0,14.0,9.95,16.74,84.29,34.07,0.0,86.33,220.14,29.22,252.38,0.59,3.72,18-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
18-Sep-2020 - 00:00,3.0,1.76,1.75,1.51,2.01,1.15,18.01,4.99,14.0,12.88,19.71,77.71,31.82,0.0,84.7,221.69,29.18,253.54,0.57,3.51,19-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Sep-2020 - 00:00,3.0,1.76,1.76,1.5,2.0,1.04,18.0,5.0,13.99,12.99,18.84,86.43,37.1,0.0,85.06,219.21,29.35,243.06,0.36,3.64,20-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Sep-2020 - 00:00,3.01,1.76,1.76,1.5,2.0,0.91,18.0,5.02,14.01,12.99,21.58,100.49,44.46,0.0,87.98,204.26,28.85,252.28,0.51,3.62,21-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Sep-2020 - 00:00,2.98,1.76,1.76,1.5,2.0,0.9,13.97,4.14,11.78,9.47,24.52,105.96,45.11,0.0,80.69,206.78,28.96,250.66,0.4,3.65,22-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Sep-2020 - 00:00,3.0,1.77,1.77,1.49,2.0,0.88,15.49,5.38,15.37,9.97,17.65,77.65,32.88,0.0,91.43,191.26,28.39,192.05,0.36,3.65,23-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
23-Sep-2020 - 00:00,2.98,1.77,1.77,1.52,2.05,0.88,15.18,5.29,15.84,10.57,20.43,71.64,26.78,0.0,90.36,176.78,28.42,141.87,0.4,3.71,24-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
24-Sep-2020 - 00:00,2.98,1.76,1.76,1.51,2.0,0.86,17.23,5.64,17.34,11.73,19.4,74.08,33.38,0.0,92.82,187.12,27.98,203.12,0.46,3.78,25-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
25-Sep-2020 - 00:00,3.01,1.77,1.77,1.53,1.99,0.84,21.03,5.89,18.36,12.47,18.21,137.16,52.73,0.0,89.13,180.44,28.04,238.21,0.46,3.61,26-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
26-Sep-2020 - 00:00,2.96,1.75,1.75,1.48,1.98,0.74,21.99,5.13,16.12,11.09,20.82,78.65,34.87,0.0,76.03,166.86,27.46,210.88,0.5,3.8,27-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
27-Sep-2020 - 00:00,3.01,1.76,1.76,1.51,2.01,0.73,19.48,4.92,13.97,9.05,18.46,79.63,30.61,0.0,82.78,185.76,26.72,254.5,0.53,3.82,28-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
28-Sep-2020 - 00:00,3.01,1.76,1.77,1.5,2.0,0.77,22.17,5.34,14.51,9.26,24.36,124.06,49.84,0.0,86.7,176.32,26.54,253.24,0.52,3.89,29-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
29-Sep-2020 - 00:00,3.01,1.79,1.77,1.52,2.03,0.96,36.85,20.05,31.1,15.52,25.38,135.66,58.92,0.0,81.41,180.11,26.47,252.61,0.55,4.31,30-Sep-2020 - 00:00,"Model Town, Patiala - PPCB"
30-Sep-2020 - 00:00,3.01,1.78,1.79,1.5,2.01,1.11,29.95,6.12,24.05,21.61,27.82,119.5,49.18,0.0,80.12,172.53,26.17,255.1,0.61,5.0,01-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
01-Oct-2020 - 00:00,2.93,1.74,1.7,1.46,1.96,1.09,29.89,5.89,23.32,25.05,27.98,118.41,47.82,0.0,80.72,163.0,26.37,255.38,0.53,4.49,02-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
02-Oct-2020 - 00:00,2.98,1.76,1.75,1.5,1.99,1.02,30.04,5.96,23.96,22.26,28.83,94.0,46.71,0.0,74.25,160.79,26.14,249.52,0.51,4.89,03-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
03-Oct-2020 - 00:00,3.0,1.77,1.74,1.49,2.0,0.99,29.89,6.0,23.99,20.17,31.18,52.68,45.75,0.0,72.17,155.23,25.74,244.92,0.51,5.19,04-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
04-Oct-2020 - 00:00,3.0,1.76,1.76,1.5,2.0,0.96,30.06,6.01,24.0,20.0,31.12,56.88,37.56,0.0,70.69,155.1,25.42,236.78,0.42,4.42,05-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
05-Oct-2020 - 00:00,3.01,1.76,1.77,1.5,1.99,1.02,30.0,6.01,23.94,19.93,31.8,136.4,46.95,0.0,73.79,148.9,25.15,242.76,0.54,5.12,06-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
06-Oct-2020 - 00:00,3.01,1.76,1.77,1.5,1.99,1.01,24.76,7.33,19.36,13.84,34.65,129.88,44.9,0.0,70.65,143.88,25.5,253.72,0.48,4.86,07-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
07-Oct-2020 - 00:00,3.01,1.77,1.78,1.5,2.02,1.03,16.32,4.43,12.74,8.31,32.78,124.91,45.48,0.0,74.41,145.83,25.23,244.57,0.44,4.81,08-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
08-Oct-2020 - 00:00,2.99,1.76,1.76,1.48,1.99,1.02,16.43,4.36,12.63,8.27,31.72,132.27,43.57,0.0,72.6,143.69,25.44,233.74,0.49,4.59,09-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
09-Oct-2020 - 00:00,3.0,1.77,1.78,1.51,2.02,1.02,27.43,5.71,20.88,11.17,33.17,119.93,40.5,0.0,70.31,142.35,25.42,220.25,0.41,5.08,10-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
10-Oct-2020 - 00:00,2.99,1.76,1.76,1.51,2.0,0.98,46.78,7.37,24.94,16.67,32.38,127.02,44.92,0.0,72.56,139.97,25.41,258.54,0.45,5.23,11-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
11-Oct-2020 - 00:00,3.0,1.76,1.76,1.5,2.0,0.96,44.86,6.05,15.12,12.01,29.99,128.91,45.52,0.0,71.59,135.29,25.35,232.72,0.4,4.7,12-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
12-Oct-2020 - 00:00,3.01,1.76,1.75,1.5,2.01,1.04,41.02,5.96,14.94,11.99,28.56,128.41,46.27,0.0,73.47,133.68,24.85,217.96,0.22,4.23,13-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
13-Oct-2020 - 00:00,2.98,1.76,1.76,1.5,2.0,1.12,36.38,5.9,14.83,16.38,28.34,147.5,55.58,0.0,72.92,143.57,25.86,196.26,0.28,4.62,14-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
14-Oct-2020 - 00:00,2.94,1.73,1.74,1.46,1.96,1.35,39.24,5.92,14.71,19.69,29.49,160.23,64.84,0.0,68.9,135.79,25.38,253.31,0.36,5.18,15-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
15-Oct-2020 - 00:00,2.99,1.76,1.76,1.51,2.0,1.62,47.37,5.91,14.84,20.94,24.06,134.2,49.96,0.0,55.08,127.3,24.27,229.62,0.4,4.48,16-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
16-Oct-2020 - 00:00,2.98,1.77,1.75,1.5,2.0,1.61,55.0,5.92,14.78,25.23,33.34,130.88,47.83,0.0,52.75,130.46,23.68,245.76,0.3,6.01,17-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
17-Oct-2020 - 00:00,2.96,1.75,1.75,1.49,1.97,1.6,55.34,5.86,14.63,25.05,41.98,130.85,45.01,0.0,53.72,130.85,23.81,241.01,0.45,9.01,18-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
18-Oct-2020 - 00:00,3.0,1.76,1.76,1.49,1.99,1.72,66.89,5.94,14.8,37.0,49.09,167.44,59.11,0.0,50.07,124.34,23.69,248.75,0.56,8.8,19-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Oct-2020 - 00:00,2.99,1.77,1.76,1.5,2.0,1.4,67.12,5.92,14.83,37.29,44.69,176.77,69.1,0.0,52.02,121.33,23.35,252.89,0.48,7.65,20-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Oct-2020 - 00:00,3.0,1.78,1.76,1.5,2.01,0.96,48.56,4.99,15.69,20.95,32.35,154.02,58.95,0.0,52.36,121.85,22.48,253.58,0.31,8.43,21-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Oct-2020 - 00:00,3.0,1.76,1.77,1.48,2.0,0.87,41.36,3.36,19.15,15.81,36.48,143.33,49.61,0.0,45.89,124.71,22.43,216.88,0.29,10.39,22-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Oct-2020 - 00:00,2.96,1.74,1.77,1.48,1.97,0.89,47.41,15.88,32.12,18.01,32.31,152.09,56.37,0.0,47.14,131.59,22.58,217.4,0.28,9.2,23-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
23-Oct-2020 - 00:00,3.0,1.77,1.75,1.51,2.02,1.1,38.43,4.9,25.49,16.89,26.68,198.13,76.6,0.0,54.97,124.89,21.5,220.0,0.19,8.79,24-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
24-Oct-2020 - 00:00,3.03,1.79,1.79,1.51,2.01,1.04,25.41,3.16,25.08,15.01,33.46,235.97,90.96,0.0,62.47,129.41,21.47,251.06,0.33,10.65,25-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
25-Oct-2020 - 00:00,2.97,1.76,1.77,1.5,2.01,1.06,37.2,4.18,25.09,21.15,34.56,225.73,90.72,0.0,62.02,122.65,21.76,227.12,0.26,6.58,26-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
26-Oct-2020 - 00:00,2.97,1.75,1.75,1.48,1.98,0.8,39.21,4.95,24.8,19.31,31.93,192.44,74.2,0.0,49.78,123.85,21.55,244.57,0.38,8.57,27-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
27-Oct-2020 - 00:00,3.03,1.77,1.78,1.5,2.0,1.04,38.54,5.05,24.99,17.38,34.72,207.85,80.53,0.0,49.64,116.99,20.79,255.12,0.44,14.27,28-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
28-Oct-2020 - 00:00,3.01,1.76,1.76,1.5,1.99,1.18,45.2,5.02,24.94,23.53,30.97,241.63,100.24,0.0,54.95,119.16,20.03,257.37,0.23,11.08,29-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
29-Oct-2020 - 00:00,3.0,1.77,1.76,1.5,2.0,1.12,50.79,5.04,25.35,29.61,28.53,251.32,102.38,0.0,59.01,120.71,20.14,194.9,0.22,11.13,30-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
30-Oct-2020 - 00:00,3.0,1.77,1.76,1.5,2.0,1.08,53.04,5.01,25.03,30.81,31.52,288.94,115.86,0.0,55.52,119.94,20.17,259.11,0.48,12.07,31-Oct-2020 - 00:00,"Model Town, Patiala - PPCB"
31-Oct-2020 - 00:00,2.99,1.76,1.79,1.5,2.0,1.12,51.26,4.99,25.04,31.12,38.41,269.1,113.91,0.0,48.25,112.83,20.32,256.53,0.56,15.39,01-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
01-Nov-2020 - 00:00,3.02,1.76,1.75,1.51,2.01,1.34,55.03,5.04,25.09,34.69,32.21,292.66,130.49,0.0,45.11,118.73,19.72,243.17,0.44,13.35,02-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
02-Nov-2020 - 00:00,3.01,1.76,1.78,1.51,2.0,1.39,77.45,5.01,24.98,47.14,23.57,278.98,120.92,0.0,44.56,120.05,19.23,247.08,0.3,14.38,03-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
03-Nov-2020 - 00:00,3.01,1.78,1.81,1.52,2.01,1.56,89.37,11.12,50.23,48.22,16.3,318.19,137.99,0.0,56.25,124.59,18.42,213.73,0.16,11.34,04-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
04-Nov-2020 - 00:00,2.99,1.76,1.77,1.5,2.0,1.52,100.45,15.0,67.06,50.61,24.81,320.68,141.02,0.0,54.25,121.43,19.2,247.25,0.33,13.7,05-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
05-Nov-2020 - 00:00,2.98,1.76,1.76,1.49,2.0,1.9,82.8,20.14,75.8,41.76,24.85,351.52,147.23,0.0,54.12,111.37,19.52,246.49,0.25,11.58,06-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
06-Nov-2020 - 00:00,3.0,1.78,1.77,1.52,2.01,1.16,89.08,21.52,73.86,58.76,17.11,258.05,112.7,0.0,50.34,114.55,19.31,260.08,0.34,10.95,07-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
07-Nov-2020 - 00:00,3.0,1.76,1.75,1.5,1.99,1.39,77.67,11.55,60.87,47.83,26.12,314.71,148.62,0.0,50.73,114.22,19.09,262.04,0.36,16.42,08-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
08-Nov-2020 - 00:00,2.99,1.76,1.76,1.51,2.0,1.57,68.53,8.97,60.96,31.07,19.72,288.34,148.11,0.0,63.39,122.13,18.05,184.52,0.18,14.01,09-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
09-Nov-2020 - 00:00,2.98,1.76,1.77,1.5,1.99,1.09,90.43,8.97,60.87,47.77,18.66,234.81,118.63,0.0,65.64,120.69,18.39,244.18,0.22,10.29,10-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
10-Nov-2020 - 00:00,3.01,1.77,1.76,1.52,2.01,1.31,91.71,9.69,62.24,48.37,19.07,245.84,108.54,0.0,67.02,119.79,18.41,161.38,0.19,14.39,11-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
11-Nov-2020 - 00:00,3.01,1.76,1.77,1.5,2.0,1.36,64.52,12.34,52.85,35.58,16.78,189.92,83.61,0.0,72.23,123.38,18.43,179.14,0.25,7.83,12-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
12-Nov-2020 - 00:00,3.0,1.76,1.75,1.5,2.0,2.34,106.44,31.16,70.95,43.19,17.59,241.93,110.09,0.0,71.72,124.14,18.07,230.81,0.19,7.83,13-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
13-Nov-2020 - 00:00,2.96,1.76,1.75,1.51,1.99,1.74,138.94,30.68,93.13,65.11,17.78,277.91,127.65,0.0,70.3,120.82,17.31,246.69,0.25,15.01,14-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
14-Nov-2020 - 00:00,2.99,1.76,1.77,1.49,1.99,1.85,141.22,30.39,92.41,63.92,20.13,288.61,176.39,0.0,74.0,126.97,17.12,176.6,0.21,19.53,15-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
15-Nov-2020 - 00:00,3.02,1.76,1.78,1.49,2.0,1.72,89.06,20.5,53.98,37.0,44.58,196.41,118.49,0.03,71.06,122.34,18.8,102.79,0.61,12.68,16-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
16-Nov-2020 - 00:00,2.98,1.76,1.75,1.5,2.0,1.53,74.17,16.46,44.1,30.17,25.41,46.92,22.97,0.07,86.46,125.88,16.86,160.02,0.51,4.54,17-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
17-Nov-2020 - 00:00,3.0,1.77,1.74,1.49,2.01,1.26,70.9,14.17,42.22,29.24,20.64,67.68,35.76,0.0,82.6,117.84,16.66,261.66,0.51,10.13,18-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
18-Nov-2020 - 00:00,3.0,1.77,1.76,1.53,1.99,1.4,81.76,14.88,49.11,35.21,27.4,82.33,37.24,0.0,80.47,115.32,15.8,250.47,0.36,7.96,19-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
19-Nov-2020 - 00:00,3.0,1.76,1.74,1.5,1.99,1.48,71.74,13.64,40.98,29.01,22.45,139.2,67.91,0.0,71.58,116.34,14.83,260.06,0.27,10.38,20-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
20-Nov-2020 - 00:00,3.0,1.76,1.77,1.5,2.0,1.23,47.88,12.06,25.64,14.36,39.55,121.77,52.9,0.0,64.62,107.64,15.42,258.11,0.61,8.77,21-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
21-Nov-2020 - 00:00,3.01,1.77,1.77,1.5,2.0,1.29,48.09,12.25,25.97,14.56,35.12,81.75,36.89,0.0,52.77,102.11,14.33,257.82,0.69,9.75,22-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
22-Nov-2020 - 00:00,3.01,1.76,1.76,1.51,1.99,1.37,49.16,12.93,26.92,14.68,31.2,98.16,49.16,0.0,52.44,115.94,14.28,248.05,0.46,11.07,23-Nov-2020 - 00:00,"Model Town, Patiala - PPCB"
