from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,WS,WD,RH,BP,SR,RF,to date,station
06-Nov-2020 - 00:00,148.41,308.23,40.26,2.77,24.09,29.2,10.42,,18.05,0.91,0.29,3.06,0.61,0.87,24.09,0.47,125.65,35.61,742.49,87.64,0.0,07-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
07-Nov-2020 - 00:00,179.79,348.14,47.6,3.77,28.46,38.49,11.06,0.54,21.47,0.87,0.24,3.04,0.55,0.83,23.22,0.45,125.5,37.97,742.49,85.45,0.0,08-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
08-Nov-2020 - 00:00,237.24,434.89,54.64,5.49,33.61,43.14,10.25,,21.48,1.22,0.47,4.15,0.92,1.25,22.37,0.42,152.06,44.51,742.53,73.95,0.0,09-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
09-Nov-2020 - 00:00,172.07,341.49,54.21,6.1,33.87,43.54,8.86,,25.3,1.32,0.69,4.84,1.35,1.5,22.27,0.44,152.61,55.26,742.55,73.16,0.0,10-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
10-Nov-2020 - 00:00,142.76,271.77,36.29,4.78,23.52,38.55,5.57,,44.51,1.13,0.46,4.46,1.21,1.22,22.47,0.38,218.08,56.28,742.52,76.89,0.0,11-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
11-Nov-2020 - 00:00,93.57,277.04,42.68,8.58,32.29,36.05,4.91,,69.54,0.93,0.42,3.6,0.97,1.09,22.37,0.4,207.7,54.33,742.55,81.39,0.0,12-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
12-Nov-2020 - 00:00,105.97,281.2,50.6,12.08,36.82,50.16,3.8,,91.21,1.11,0.77,4.34,1.29,1.27,22.58,0.42,150.47,52.49,742.52,79.15,0.0,13-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
13-Nov-2020 - 00:00,128.75,349.78,50.72,6.95,32.63,50.02,6.17,,20.53,1.03,0.55,4.44,1.13,1.31,22.71,0.38,139.99,50.38,742.56,72.66,0.0,14-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
14-Nov-2020 - 00:00,247.16,510.23,56.88,11.03,39.31,50.18,8.61,,19.42,1.12,0.17,3.99,1.02,1.12,21.7,0.4,164.28,48.1,742.6,70.15,0.0,15-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
15-Nov-2020 - 00:00,138.17,242.26,27.71,3.19,17.41,50.18,4.98,,21.32,0.84,0.07,2.6,0.27,0.63,21.01,0.51,251.47,63.12,742.68,65.08,0.45,16-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
16-Nov-2020 - 00:00,36.39,80.53,32.27,6.13,22.23,49.79,3.23,,19.72,0.41,0.27,2.21,0.6,0.32,20.93,0.49,211.55,68.58,742.58,81.8,0.0,17-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
17-Nov-2020 - 00:00,33.59,78.19,32.85,5.84,22.3,49.75,3.62,,18.68,0.42,0.07,2.04,0.22,0.5,20.98,0.5,136.44,61.45,742.61,88.11,0.0,18-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
18-Nov-2020 - 00:00,59.31,129.79,35.08,3.68,21.72,43.17,5.97,,19.44,0.4,0.09,1.62,0.26,0.34,19.87,0.47,144.41,56.97,742.67,87.94,0.0,19-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
19-Nov-2020 - 00:00,85.66,160.14,36.51,3.27,22.16,38.83,8.47,,19.99,0.55,0.11,1.73,0.33,0.51,19.23,0.47,148.27,53.04,742.68,83.72,0.0,20-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
20-Nov-2020 - 00:00,96.95,179.97,39.01,3.15,23.39,36.22,9.14,,20.51,0.53,0.07,1.49,0.25,0.35,18.71,0.56,129.34,51.02,742.7,85.29,0.0,21-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
21-Nov-2020 - 00:00,45.36,116.65,29.88,2.86,18.3,26.64,8.54,,20.23,0.31,0.06,0.97,0.17,0.21,18.31,0.68,133.57,36.74,742.74,96.36,0.0,22-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
22-Nov-2020 - 00:00,72.61,145.48,42.88,3.09,25.41,29.27,10.96,,19.18,0.47,0.14,1.37,0.32,0.28,17.68,0.55,132.35,39.25,742.75,89.83,0.0,23-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
23-Nov-2020 - 00:00,105.25,231.28,60.69,18.6,47.4,33.65,12.46,,17.72,0.85,0.73,3.48,1.34,0.91,18.45,0.36,176.28,38.77,742.71,81.14,0.0,24-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
24-Nov-2020 - 00:00,256.49,425.26,61.23,9.88,40.69,48.11,11.37,,18.74,1.28,0.39,3.82,0.77,1.5,17.92,0.38,208.84,49.41,742.71,67.57,0.0,25-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
25-Nov-2020 - 00:00,156.54,282.72,35.31,3.79,21.95,53.84,11.18,,17.5,0.98,0.06,2.05,0.28,0.56,17.44,0.45,214.54,74.08,742.86,44.64,0.0,26-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
26-Nov-2020 - 00:00,57.43,116.82,30.52,3.89,19.48,46.37,6.6,,18.23,0.41,0.09,1.37,0.16,0.4,19.81,0.54,166.0,63.88,742.7,76.83,0.0,27-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
27-Nov-2020 - 00:00,58.69,127.6,35.24,3.96,22.05,39.13,6.43,,18.65,0.38,0.06,1.45,0.2,0.39,19.88,0.6,132.74,55.54,742.66,87.23,0.0,28-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
28-Nov-2020 - 00:00,110.18,203.41,41.68,3.34,24.97,37.63,8.67,,20.99,0.5,0.11,1.59,0.23,0.44,19.22,0.49,134.75,50.29,742.69,86.04,0.0,29-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
29-Nov-2020 - 00:00,156.31,278.96,54.07,5.48,33.29,36.77,10.69,,27.12,0.7,0.15,2.65,0.35,0.65,18.82,0.42,131.17,46.7,742.66,80.73,0.0,30-Nov-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
30-Nov-2020 - 00:00,153.65,332.79,65.51,6.13,39.83,39.81,7.12,,32.04,0.98,0.16,2.86,0.54,0.88,18.8,0.37,155.57,52.14,742.65,76.1,0.0,01-Dec-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
01-Dec-2020 - 00:00,216.0,426.0,77.8,3.05,43.85,43.5,4.55,,17.25,1.1,0.0,2.7,0.75,0.85,17.4,0.4,134.5,59.0,743.0,17.0,0.0,02-Dec-2020 - 00:00,"Ganga Nagar, Meerut - UPPCB"
