from date,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,AT,Rack Temp,Benzene,Toluene,Xylene,RH,WS,WD,SR,BP,VWS,to date,station
14-Aug-2020 - 00:00,0.31,11.1,3.52,10.47,8.42,9.2,15.16,23.17,24.35,0.41,0.94,0.03,82.83,2.27,265.35,41.02,702.24,0.24,15-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Aug-2020 - 00:00,0.32,11.34,2.78,7.04,5.96,9.49,11.85,22.14,24.37,0.35,0.69,0.02,86.0,2.18,280.97,23.43,702.64,-0.05,16-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Aug-2020 - 00:00,0.45,13.66,2.71,6.59,5.69,9.04,8.22,22.59,27.28,0.29,0.67,25.56,85.98,2.29,271.32,29.79,703.57,-0.59,17-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Aug-2020 - 00:00,0.45,9.53,4.18,12.09,9.83,9.11,12.1,23.99,24.39,0.45,1.01,0.03,82.34,2.06,255.69,71.82,703.47,-0.25,18-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Aug-2020 - 00:00,0.31,11.15,4.26,10.9,9.26,4.78,7.79,25.39,24.66,0.33,0.57,60.49,76.58,2.22,218.8,138.74,705.53,0.57,19-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Aug-2020 - 00:00,0.46,5.6,7.8,17.97,15.89,0.69,1.17,23.31,24.35,,,195.03,85.65,1.5,217.59,27.9,703.6,-0.17,20-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Aug-2020 - 00:00,0.38,6.48,5.04,12.48,10.73,0.7,1.46,23.13,24.58,,,299.64,85.99,1.96,245.26,36.49,702.46,-0.28,21-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Aug-2020 - 00:00,0.48,10.54,3.67,8.55,7.53,8.29,1.89,24.68,24.85,,,203.67,80.27,2.29,275.42,100.28,705.99,0.02,22-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Aug-2020 - 00:00,0.4,13.04,2.53,7.98,6.27,0.92,1.9,26.17,24.98,,,211.63,74.71,2.15,278.1,147.35,708.23,0.72,23-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Aug-2020 - 00:00,0.35,14.09,3.07,8.31,6.89,1.45,1.65,26.52,25.49,232.87,0.0,178.74,72.59,1.96,262.22,154.89,708.15,0.6,24-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Aug-2020 - 00:00,0.38,12.76,4.22,11.69,9.64,1.75,1.46,26.82,25.91,0.0,0.0,96.77,70.96,1.83,268.3,160.74,708.56,0.75,25-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Aug-2020 - 00:00,0.46,13.06,11.9,18.58,19.49,7.2,1.18,27.08,25.8,338.1,,113.15,69.55,1.57,176.03,162.7,710.53,0.77,26-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Aug-2020 - 00:00,0.43,13.32,4.54,15.43,11.89,3.15,1.2,26.8,25.94,0.0,0.0,106.28,69.79,1.59,151.39,116.74,709.69,0.77,27-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Aug-2020 - 00:00,0.42,10.01,4.9,14.55,11.73,2.79,1.23,24.82,25.88,0.0,0.0,72.76,79.35,1.56,174.48,56.04,706.82,0.66,28-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Aug-2020 - 00:00,0.33,12.48,4.49,13.44,10.79,3.55,1.51,25.73,25.88,0.0,0.0,115.06,74.38,1.9,249.32,143.04,704.85,0.75,29-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Aug-2020 - 00:00,0.39,13.45,4.24,12.41,10.05,4.52,1.61,26.53,26.21,0.0,0.0,150.03,71.71,1.96,261.51,175.07,705.48,0.65,30-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Aug-2020 - 00:00,0.42,15.52,3.07,12.66,9.23,1.84,1.42,27.31,26.19,0.0,0.0,96.51,68.49,1.78,263.93,172.17,707.14,0.76,31-Aug-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Aug-2020 - 00:00,0.36,13.83,6.72,16.24,14.11,10.68,1.08,27.94,26.05,0.0,0.0,113.96,64.79,1.46,163.26,168.61,709.46,0.76,01-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Sep-2020 - 00:00,0.44,12.92,11.38,18.7,18.96,9.28,1.36,27.65,25.91,0.0,184.73,46.57,68.4,1.33,87.92,155.11,709.64,0.76,02-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Sep-2020 - 00:00,0.45,15.5,3.89,15.01,11.15,5.86,1.57,27.24,26.01,0.0,0.0,89.62,71.11,1.63,99.94,140.53,708.53,0.76,03-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Sep-2020 - 00:00,0.68,19.89,2.68,15.43,8.17,3.11,1.02,28.12,25.53,0.0,0.0,94.36,67.45,0.89,139.85,154.27,708.9,0.75,04-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Sep-2020 - 00:00,0.53,16.03,2.38,16.61,10.65,2.85,1.0,28.28,26.08,4.15,33.55,96.62,66.22,0.87,130.01,173.17,708.97,0.74,05-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Sep-2020 - 00:00,0.42,16.53,1.97,16.3,10.18,1.53,1.0,28.54,26.43,0.0,0.0,84.15,64.52,0.91,156.8,162.31,707.93,0.74,06-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Sep-2020 - 00:00,0.38,24.34,1.43,14.25,8.52,1.61,1.0,29.13,26.57,0.0,22.31,120.29,65.57,0.87,130.62,198.02,706.57,0.73,07-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Sep-2020 - 00:00,0.42,20.45,1.89,15.86,9.79,1.75,1.12,28.26,26.76,0.0,0.0,150.56,66.62,0.94,142.28,130.82,707.09,0.73,08-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Sep-2020 - 00:00,0.32,25.66,2.67,20.85,12.99,2.96,1.06,28.7,26.59,0.0,0.0,122.5,63.62,1.1,156.48,179.64,707.65,0.74,09-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Sep-2020 - 00:00,0.51,24.92,3.14,26.31,16.48,3.89,1.1,28.59,27.22,0.0,0.0,55.7,64.65,0.96,171.15,157.81,706.25,0.72,10-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Sep-2020 - 00:00,0.54,21.43,3.54,25.44,16.31,3.74,1.1,27.25,27.65,0.0,0.0,142.86,70.06,1.06,195.27,111.19,703.33,0.71,11-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Sep-2020 - 00:00,0.46,8.86,3.16,28.21,17.57,6.46,1.03,24.81,26.64,0.0,,123.52,80.58,0.78,102.61,20.56,701.56,0.72,12-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Sep-2020 - 00:00,0.39,20.1,1.45,17.83,10.49,0.35,1.14,28.22,26.94,0.0,0.0,165.28,67.54,1.44,225.74,161.0,705.24,0.72,13-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Sep-2020 - 00:00,0.25,15.8,1.74,14.3,8.83,4.64,1.33,24.22,27.04,0.0,0.0,199.37,81.97,1.91,172.33,70.85,705.1,0.74,14-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Sep-2020 - 00:00,0.33,13.74,2.26,18.76,11.73,1.93,1.52,23.97,27.04,0.0,0.0,144.05,83.55,2.1,146.22,44.26,703.07,0.58,15-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Sep-2020 - 00:00,0.32,15.66,2.13,16.24,10.2,2.46,1.13,25.13,27.08,0.0,0.0,145.75,79.9,1.46,153.71,94.51,703.21,0.54,16-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Sep-2020 - 00:00,0.37,18.09,1.79,18.52,11.11,1.89,1.07,25.29,26.99,0.0,0.0,121.13,78.91,1.33,145.11,122.38,704.21,0.64,17-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Sep-2020 - 00:00,0.38,15.34,2.24,21.03,12.82,1.7,1.19,24.78,27.13,0.0,0.0,123.32,82.29,1.28,203.67,84.5,704.94,-0.29,18-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Sep-2020 - 00:00,0.48,14.89,2.49,20.15,12.7,1.75,1.09,25.85,27.36,0.0,0.0,138.07,80.89,1.11,158.82,98.39,703.92,0.46,19-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Sep-2020 - 00:00,0.53,14.43,2.76,24.56,15.13,3.61,1.01,25.0,27.32,0.0,0.0,94.79,83.84,1.12,156.85,54.3,701.79,0.52,20-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Sep-2020 - 00:00,0.38,26.24,1.31,15.89,9.3,1.29,1.12,25.37,27.22,0.0,0.0,157.54,79.96,1.42,156.2,122.36,701.1,0.54,21-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Sep-2020 - 00:00,0.38,23.92,1.51,12.18,7.54,1.78,1.81,25.63,28.46,0.0,0.0,208.56,77.23,2.19,266.96,124.22,700.89,0.68,22-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Sep-2020 - 00:00,0.36,22.36,1.28,11.94,7.24,1.45,1.92,26.16,29.11,0.0,0.0,167.98,74.97,2.26,277.03,122.22,701.54,0.7,23-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Sep-2020 - 00:00,0.39,18.31,1.88,13.43,8.39,0.99,1.97,25.62,26.73,78.59,0.0,124.85,75.4,2.32,279.08,81.47,704.17,0.75,24-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Sep-2020 - 00:00,0.38,16.69,1.98,13.45,8.63,0.9,1.73,26.18,26.62,0.0,0.0,157.26,73.09,2.11,274.8,129.06,709.02,0.75,25-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Sep-2020 - 00:00,0.41,15.34,2.22,17.98,11.2,2.58,1.41,25.96,26.83,0.0,5.99,200.26,77.18,1.69,205.67,99.54,708.09,0.61,26-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Sep-2020 - 00:00,0.37,13.77,3.43,17.68,11.98,2.58,1.27,22.54,27.06,0.0,0.0,185.17,85.76,1.5,243.09,30.26,707.59,0.44,27-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Sep-2020 - 00:00,0.32,18.44,3.65,19.2,12.95,5.57,1.18,24.8,26.7,0.0,0.0,261.02,75.43,1.45,143.99,154.15,710.16,0.71,28-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Sep-2020 - 00:00,0.56,15.45,8.48,30.03,22.78,3.96,1.07,25.3,26.84,0.0,0.0,175.34,77.47,1.09,146.48,129.71,709.74,0.67,29-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Sep-2020 - 00:00,0.53,16.86,7.29,30.47,21.44,4.05,1.27,25.59,27.1,0.0,0.0,242.32,77.47,1.42,102.11,126.78,708.14,0.65,30-Sep-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Sep-2020 - 00:00,0.42,19.69,3.09,28.96,17.84,3.01,1.33,25.5,27.0,0.0,0.0,196.89,77.24,1.39,94.74,106.95,706.36,0.6,01-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Oct-2020 - 00:00,0.46,26.58,1.71,25.38,14.7,2.84,1.31,25.87,27.08,0.0,0.0,286.44,74.24,1.68,118.5,135.9,706.96,0.61,02-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Oct-2020 - 00:00,0.47,37.26,1.09,22.31,12.51,4.89,1.28,27.08,29.48,0.0,0.0,162.75,67.4,1.71,103.96,183.36,707.41,0.7,03-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Oct-2020 - 00:00,0.47,34.03,1.57,26.05,14.94,4.74,1.26,27.87,27.51,0.0,0.0,193.34,63.17,1.67,96.33,158.78,707.62,0.73,04-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Oct-2020 - 00:00,0.5,34.77,1.38,25.8,14.62,6.64,1.24,27.74,27.83,0.0,0.0,178.11,61.77,1.57,134.42,158.01,708.98,0.72,05-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Oct-2020 - 00:00,0.42,36.35,1.17,22.71,12.73,3.48,1.34,27.07,27.93,0.0,0.0,155.61,64.06,1.72,117.03,164.35,708.14,0.72,06-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Oct-2020 - 00:00,0.45,45.19,1.42,24.53,13.83,5.37,1.32,27.25,27.87,0.0,0.0,98.11,60.19,1.58,104.6,163.08,708.19,0.72,07-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Oct-2020 - 00:00,0.52,39.28,1.19,26.6,14.95,7.37,1.18,25.12,28.04,39.44,0.0,167.35,67.31,1.45,105.61,46.68,709.31,0.71,08-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Oct-2020 - 00:00,0.59,33.61,1.48,25.96,14.74,5.71,26.12,25.65,27.92,0.47,5.55,70.12,74.22,0.96,101.86,94.94,709.34,0.69,09-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Oct-2020 - 00:00,0.7,26.6,3.57,27.46,17.29,1.63,48.23,26.07,28.01,0.55,5.37,0.01,76.44,1.0,151.71,121.98,709.62,0.52,10-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Oct-2020 - 00:00,0.88,21.69,16.6,40.43,34.83,3.4,42.41,26.46,27.97,1.12,13.41,0.01,74.42,0.76,172.28,96.5,707.74,0.67,11-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Oct-2020 - 00:00,0.51,15.88,2.05,22.25,13.31,2.18,25.66,24.5,27.87,0.54,8.52,0.01,82.82,0.99,136.98,40.46,704.17,0.65,12-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Oct-2020 - 00:00,0.56,12.62,6.0,29.94,20.55,1.74,29.19,23.94,27.88,0.76,7.96,0.01,83.83,0.93,130.97,48.97,702.09,0.66,13-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Oct-2020 - 00:00,0.46,14.56,6.01,20.98,15.89,2.13,23.94,22.63,27.76,0.49,5.96,0.01,86.0,2.23,91.18,18.86,701.21,0.91,14-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Oct-2020 - 00:00,0.52,12.37,37.93,30.04,46.81,5.84,15.4,23.28,30.36,0.31,7.73,0.03,85.73,1.06,129.15,35.9,701.95,0.54,15-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Oct-2020 - 00:00,0.63,18.48,2.79,26.58,16.29,1.82,28.67,24.96,27.04,0.92,6.64,0.01,78.77,0.68,234.73,110.19,704.41,0.66,16-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Oct-2020 - 00:00,0.68,21.71,4.15,28.72,18.53,1.52,27.5,26.24,27.2,0.89,5.13,0.0,72.04,0.87,247.02,137.43,706.3,0.65,17-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Oct-2020 - 00:00,0.47,32.75,2.53,24.9,15.0,2.93,29.4,26.11,27.7,0.57,5.0,0.0,74.2,1.14,194.36,148.68,708.29,0.72,18-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Oct-2020 - 00:00,0.72,27.19,4.36,32.42,20.45,5.01,37.66,25.5,27.76,0.84,10.92,0.01,77.46,0.91,137.15,123.06,708.97,0.74,19-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Oct-2020 - 00:00,1.1,12.55,27.96,44.88,46.56,6.71,50.89,25.37,27.87,1.8,13.58,0.01,80.43,0.81,127.54,100.28,707.97,0.57,20-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Oct-2020 - 00:00,0.78,15.15,14.45,41.13,33.56,9.14,51.8,24.36,27.73,1.55,14.56,0.01,83.86,0.69,161.79,70.94,707.75,0.68,21-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Oct-2020 - 00:00,0.65,16.74,7.58,38.53,26.5,6.1,57.41,25.23,27.74,0.99,17.09,0.01,79.52,1.2,120.07,99.66,709.2,0.67,22-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Oct-2020 - 00:00,0.81,30.64,9.64,49.96,34.05,17.11,94.91,26.31,28.13,1.14,12.67,0.02,70.32,1.16,106.46,144.05,708.33,0.66,23-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Oct-2020 - 00:00,0.97,35.79,14.27,58.64,42.18,15.11,94.01,26.38,28.14,1.39,15.59,0.02,62.55,0.99,140.77,151.07,708.78,0.7,24-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Oct-2020 - 00:00,0.99,40.21,17.86,53.69,42.74,9.97,82.71,26.78,28.28,1.34,9.41,0.02,60.83,0.82,137.56,147.86,711.65,0.69,25-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Oct-2020 - 00:00,0.81,35.93,10.26,38.65,27.83,4.71,71.24,26.44,28.17,0.88,5.1,0.03,63.58,0.72,124.82,139.06,714.83,0.69,26-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Oct-2020 - 00:00,0.66,39.53,4.88,35.05,22.12,8.59,62.67,26.13,28.13,0.79,6.17,0.03,58.65,1.28,104.6,147.49,716.46,0.7,27-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Oct-2020 - 00:00,0.6,44.89,3.58,43.89,25.78,14.85,69.57,25.53,28.13,0.45,9.32,0.03,56.85,1.25,110.77,143.72,715.26,0.7,28-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Oct-2020 - 00:00,0.61,39.05,4.18,45.78,27.61,14.5,63.56,25.43,28.14,0.16,5.16,0.03,55.16,1.14,123.71,142.93,716.28,0.7,29-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Oct-2020 - 00:00,0.67,36.97,16.44,58.79,43.25,14.28,85.11,25.31,28.1,0.41,8.22,0.02,57.58,1.0,92.12,130.3,716.5,0.7,30-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Oct-2020 - 00:00,0.56,47.62,4.42,39.5,23.99,25.18,86.64,25.94,28.13,0.26,5.81,0.02,57.44,1.46,103.05,130.33,715.5,0.71,31-Oct-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
31-Oct-2020 - 00:00,0.64,46.97,3.27,46.17,26.91,18.73,92.03,25.46,28.32,0.15,2.64,0.03,58.18,1.48,93.44,145.77,715.74,0.7,01-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Nov-2020 - 00:00,0.68,56.11,2.03,45.21,25.35,23.9,91.25,25.21,28.25,0.61,2.89,0.03,53.25,1.44,91.53,154.64,716.42,0.71,02-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
02-Nov-2020 - 00:00,0.69,50.36,2.28,45.29,25.64,26.65,91.62,25.52,28.46,0.27,1.88,0.03,55.59,1.53,92.67,151.65,717.85,0.7,03-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
03-Nov-2020 - 00:00,0.69,50.02,4.5,52.07,31.05,27.6,97.21,25.33,28.42,0.38,4.35,0.02,57.3,1.74,92.16,135.54,718.22,0.71,04-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
04-Nov-2020 - 00:00,0.69,42.73,8.07,72.82,44.49,24.86,87.35,24.93,28.3,0.89,1.26,0.03,47.56,1.49,91.49,150.88,717.85,0.7,05-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
05-Nov-2020 - 00:00,0.69,42.83,26.78,68.58,55.98,38.62,97.58,24.74,28.24,0.56,0.0,0.02,46.23,1.28,108.26,157.17,718.53,0.7,06-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
06-Nov-2020 - 00:00,0.66,36.77,3.82,51.3,30.2,27.41,80.65,24.69,28.32,0.55,0.0,0.02,55.96,1.11,113.57,126.01,720.83,0.7,07-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
07-Nov-2020 - 00:00,0.6,50.26,0.89,25.21,13.91,14.28,78.92,25.54,28.23,0.41,0.0,0.02,60.14,1.53,110.93,135.32,722.0,0.71,08-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
08-Nov-2020 - 00:00,0.47,60.24,2.94,27.44,16.14,30.58,63.34,24.64,28.19,0.24,0.0,0.01,48.01,1.6,108.11,159.08,722.08,0.71,09-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
09-Nov-2020 - 00:00,0.65,53.82,7.73,57.63,36.48,42.76,94.9,22.87,28.06,0.2,0.95,0.01,46.09,1.58,100.18,161.7,720.05,0.71,10-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
10-Nov-2020 - 00:00,0.75,52.79,4.75,53.05,31.21,28.48,95.48,22.51,29.29,0.36,4.24,0.03,47.71,1.62,106.43,159.6,716.68,0.69,11-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
11-Nov-2020 - 00:00,0.67,35.06,5.47,53.74,32.67,31.4,84.13,23.57,30.59,0.11,2.49,0.03,54.17,1.11,101.01,161.72,717.18,0.66,12-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
12-Nov-2020 - 00:00,0.53,20.11,2.02,26.32,15.43,5.47,28.38,23.83,28.71,0.26,4.76,0.02,71.69,1.21,110.84,68.57,719.16,0.69,13-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
13-Nov-2020 - 00:00,0.59,20.22,2.59,31.58,18.59,4.92,34.51,24.88,31.28,0.3,4.79,0.03,69.46,0.9,111.7,97.82,718.99,0.58,14-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
14-Nov-2020 - 00:00,0.55,27.68,2.77,35.21,20.66,11.76,105.1,25.58,32.9,0.36,3.9,0.03,63.3,0.8,122.24,153.89,716.88,0.6,15-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
15-Nov-2020 - 00:00,0.51,35.51,1.13,22.41,12.49,7.99,62.64,25.34,32.84,0.45,3.2,0.02,62.07,0.89,112.96,150.83,717.29,0.62,16-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
16-Nov-2020 - 00:00,0.51,30.65,1.26,24.49,13.93,5.55,43.51,25.33,33.05,0.36,4.24,0.02,64.64,1.02,117.22,126.04,717.9,0.62,17-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
17-Nov-2020 - 00:00,0.67,31.19,2.17,34.3,19.78,5.33,46.33,25.52,33.12,0.55,6.39,0.02,58.77,0.9,129.33,156.02,716.48,0.61,18-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
18-Nov-2020 - 00:00,0.58,24.55,2.1,29.09,17.01,4.48,34.91,25.57,33.1,0.26,2.0,0.02,66.43,0.74,136.15,128.03,716.4,0.6,19-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
19-Nov-2020 - 00:00,0.51,21.25,2.28,25.57,15.35,3.95,25.35,25.95,33.37,0.28,2.4,0.02,67.85,0.83,131.98,151.06,716.48,0.58,20-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
20-Nov-2020 - 00:00,0.59,26.64,3.7,33.55,20.49,3.93,25.3,25.95,33.39,0.45,4.57,0.02,61.35,0.76,181.85,147.29,716.85,0.57,21-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
21-Nov-2020 - 00:00,0.79,26.32,16.17,46.36,37.66,9.33,41.31,26.04,33.37,0.58,4.65,0.05,54.86,0.94,183.4,136.45,717.4,0.61,22-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
22-Nov-2020 - 00:00,0.52,30.89,6.85,34.43,23.64,14.07,61.26,25.16,33.19,0.59,8.67,0.03,61.6,1.12,111.82,115.75,718.62,0.62,23-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
23-Nov-2020 - 00:00,0.53,39.41,2.15,34.84,20.01,15.98,62.11,24.22,33.17,0.4,8.19,0.03,56.64,1.23,107.38,120.83,718.93,0.62,24-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
24-Nov-2020 - 00:00,0.55,30.74,9.15,52.84,35.35,20.27,65.6,23.21,33.02,0.34,5.57,0.04,50.88,1.25,104.39,128.62,717.38,0.62,25-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
25-Nov-2020 - 00:00,0.6,29.08,2.98,35.41,21.1,13.88,51.84,23.56,31.14,0.44,7.54,0.02,56.51,1.21,109.31,134.28,715.56,0.66,26-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
26-Nov-2020 - 00:00,0.42,24.74,2.29,21.94,13.03,9.22,36.19,22.51,28.5,0.38,10.87,0.02,72.07,1.5,117.01,47.2,714.47,0.61,27-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
27-Nov-2020 - 00:00,0.64,20.89,2.09,21.71,12.95,5.63,44.94,19.84,24.14,0.64,10.1,0.02,83.79,2.55,109.86,31.07,716.32,0.07,28-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
28-Nov-2020 - 00:00,0.75,17.79,4.0,28.02,17.82,6.53,39.99,21.04,24.06,1.11,30.34,0.03,80.7,1.2,120.52,60.3,718.79,0.1,29-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
29-Nov-2020 - 00:00,0.98,18.32,5.96,33.3,22.39,5.82,47.27,23.6,24.05,1.86,14.48,0.01,74.97,0.81,137.18,93.59,719.75,0.73,30-Nov-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
30-Nov-2020 - 00:00,0.89,25.16,10.65,50.19,35.02,7.61,68.39,24.1,23.8,1.74,22.03,0.01,64.95,0.57,127.93,115.08,719.38,0.79,01-Dec-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
01-Dec-2020 - 00:00,1.36,5.5,12.65,69.55,47.3,8.3,121.0,21.55,23.7,2.05,40.85,0.07,75.5,0.3,14.0,2.0,719.0,0.8,02-Dec-2020 - 00:00,"Sanathnagar, Hyderabad - TSPCB"
