from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,AT,WS,RH,WD,BP,SR,RF,to date,station
16-Aug-2020 - 00:00,2.3,8.44,8.96,8.5,4.95,0.98,19.05,54.81,30.49,0.02,0.14,36.71,0.3,68.59,188.28,739.0,65.0,,17-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Aug-2020 - 00:00,9.45,12.39,9.05,12.52,11.79,1.26,18.55,57.84,28.73,0.06,0.36,34.62,0.3,73.51,166.09,739.03,29.24,11.39,18-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Aug-2020 - 00:00,7.57,11.38,9.08,13.39,10.31,1.13,18.66,63.34,33.97,0.08,0.34,35.95,0.3,72.02,201.31,739.1,46.77,2.75,19-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Aug-2020 - 00:00,9.13,12.22,9.06,13.52,10.14,1.06,18.65,30.07,15.93,0.05,0.34,31.07,0.3,76.55,195.05,739.09,15.64,2.94,20-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Aug-2020 - 00:00,8.75,12.01,9.05,11.02,13.01,1.01,18.19,34.04,16.22,0.03,0.23,31.99,0.3,73.88,161.27,739.88,48.31,2.0,21-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Aug-2020 - 00:00,11.3,13.27,8.92,12.68,11.92,1.34,19.69,59.71,15.61,0.08,0.51,37.33,0.3,62.18,104.28,740.0,99.92,,22-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Aug-2020 - 00:00,7.75,11.5,9.09,11.14,18.56,0.89,18.66,52.95,21.57,0.05,0.29,36.62,0.3,62.93,171.31,739.89,82.82,,23-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Aug-2020 - 00:00,3.5,9.19,9.0,11.42,16.25,0.82,18.72,34.35,14.34,0.01,0.19,36.65,0.3,63.94,170.66,739.74,93.03,,24-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Aug-2020 - 00:00,5.76,10.46,9.09,10.96,16.51,0.9,18.71,49.8,18.77,0.02,0.19,36.14,0.3,65.54,186.81,739.91,74.78,,25-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Aug-2020 - 00:00,5.4,10.26,9.09,10.15,7.02,0.88,18.81,49.1,23.41,0.03,0.2,37.21,0.3,63.57,205.42,740.0,93.22,,26-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Aug-2020 - 00:00,9.3,12.36,9.12,11.29,12.51,1.0,18.67,72.43,33.0,0.07,0.29,38.01,0.3,62.93,236.44,740.0,77.49,,27-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Aug-2020 - 00:00,10.0,12.67,9.04,12.6,16.57,1.0,18.69,63.48,22.79,0.07,0.42,37.08,0.3,62.42,127.17,740.0,89.28,,28-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Aug-2020 - 00:00,9.38,12.39,9.1,12.07,16.81,1.02,18.72,66.97,28.17,0.08,0.37,34.61,0.3,68.41,150.42,739.92,59.78,6.0,29-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Aug-2020 - 00:00,8.02,11.6,9.02,9.47,13.5,0.93,18.68,61.88,25.7,0.06,0.28,37.07,0.3,62.75,158.17,739.79,86.33,,30-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Aug-2020 - 00:00,3.22,9.04,9.04,10.05,8.46,0.89,18.67,34.77,18.57,0.02,0.17,35.8,0.3,64.31,169.48,739.89,91.51,5.0,31-Aug-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
31-Aug-2020 - 00:00,3.54,9.22,9.04,11.76,6.52,0.86,18.67,39.52,16.17,0.02,0.16,36.55,0.3,60.97,207.2,740.0,86.22,,01-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Sep-2020 - 00:00,7.22,11.22,9.07,13.97,6.04,0.92,18.69,65.94,28.88,0.04,0.2,37.2,0.3,60.38,210.27,740.0,84.84,,02-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Sep-2020 - 00:00,9.3,12.31,9.06,13.21,8.68,1.11,18.71,95.7,43.47,0.09,0.35,37.72,0.3,60.26,199.25,740.0,69.7,,03-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Sep-2020 - 00:00,6.39,10.81,9.1,15.22,9.66,1.02,18.63,70.09,32.67,0.06,0.21,37.94,0.3,61.41,177.11,740.0,86.0,,04-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Sep-2020 - 00:00,6.3,10.66,8.99,15.94,7.08,1.0,18.65,72.03,38.16,0.06,0.2,37.92,0.3,61.75,177.62,740.0,108.43,1.0,05-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Sep-2020 - 00:00,9.98,12.21,8.7,8.16,11.29,,19.42,68.09,38.03,0.11,1.04,33.84,0.3,70.32,211.39,740.0,28.39,20.5,06-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Sep-2020 - 00:00,0.95,7.51,8.97,4.04,16.08,,18.77,56.16,32.31,0.08,0.44,36.05,0.3,64.53,108.78,740.0,77.55,2.0,07-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Sep-2020 - 00:00,1.27,7.74,8.96,4.5,11.91,1.18,18.62,62.09,35.75,0.09,0.64,37.97,0.3,61.01,166.06,740.0,79.72,,08-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Sep-2020 - 00:00,0.5,7.2,9.06,3.69,10.15,1.13,18.66,75.31,39.34,0.08,0.45,38.82,0.3,60.95,191.59,740.0,91.94,,09-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Sep-2020 - 00:00,5.67,9.32,9.08,2.93,9.04,1.2,18.76,110.55,59.65,0.09,0.4,38.09,0.3,62.72,144.56,740.0,81.11,,10-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Sep-2020 - 00:00,6.98,11.05,9.02,0.97,12.18,1.18,18.76,110.41,53.72,0.1,0.46,37.74,0.3,63.01,186.19,739.77,73.09,,11-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Sep-2020 - 00:00,7.2,11.12,8.96,1.66,11.06,1.2,18.76,125.28,55.59,0.1,0.71,39.31,0.3,58.8,163.12,740.0,84.33,,12-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Sep-2020 - 00:00,7.56,11.35,9.02,1.55,12.84,1.26,18.63,137.64,63.3,0.1,0.6,39.57,0.3,58.19,154.48,740.0,76.49,,13-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Sep-2020 - 00:00,7.33,11.27,9.06,1.59,11.88,1.34,18.72,139.81,71.45,0.11,0.51,38.05,0.3,62.22,180.65,740.0,60.04,,14-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Sep-2020 - 00:00,7.82,11.52,9.05,2.0,15.78,1.32,18.65,147.99,80.77,0.11,0.56,37.68,0.3,62.7,198.4,740.0,56.28,2.0,15-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Sep-2020 - 00:00,6.56,10.88,9.09,1.41,16.93,1.29,18.69,155.69,74.95,0.1,0.42,38.92,0.3,62.27,200.04,740.0,67.71,,16-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Sep-2020 - 00:00,6.7,10.89,9.01,1.65,14.69,1.35,18.76,160.96,81.5,0.1,0.43,39.12,0.3,62.07,225.28,740.0,65.86,,17-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Sep-2020 - 00:00,6.0,10.52,9.02,1.35,8.22,1.17,18.62,119.15,45.38,0.09,0.38,39.24,0.3,60.1,179.92,740.0,80.43,,18-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Sep-2020 - 00:00,6.04,10.49,8.95,1.38,12.15,1.18,18.78,114.7,50.71,0.07,0.38,39.37,0.3,58.76,194.47,739.86,81.09,,19-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Sep-2020 - 00:00,7.26,11.19,9.03,2.03,8.47,1.33,18.61,172.93,86.54,0.09,0.41,37.32,0.33,63.31,196.18,740.0,52.84,24.5,20-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Sep-2020 - 00:00,7.38,11.29,9.06,1.7,15.15,1.45,19.18,202.93,98.1,0.12,0.49,39.07,0.3,60.85,220.64,739.86,62.0,,21-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Sep-2020 - 00:00,7.09,11.08,8.99,1.86,11.12,1.36,18.63,151.94,65.31,0.1,0.52,40.03,0.3,56.26,92.28,739.77,74.89,,22-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Sep-2020 - 00:00,6.69,10.87,8.99,9.61,5.34,1.11,18.68,104.57,47.46,0.07,0.27,38.95,0.3,56.47,144.94,739.84,77.14,,23-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Sep-2020 - 00:00,6.87,11.01,9.03,11.67,13.65,1.11,18.59,76.82,33.15,0.08,0.34,37.3,0.3,59.95,120.3,739.92,62.44,1.0,24-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Sep-2020 - 00:00,6.35,10.75,9.07,11.33,11.33,1.11,18.67,82.07,41.36,0.06,0.28,35.69,0.3,62.4,192.89,740.0,62.79,2.0,25-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Sep-2020 - 00:00,6.9,11.0,9.01,11.63,14.41,1.37,18.7,158.28,79.84,,,36.34,0.3,63.12,234.41,740.0,58.1,,26-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Sep-2020 - 00:00,6.58,10.84,9.03,11.09,21.24,1.36,18.65,169.45,84.73,,,35.67,0.3,62.07,224.0,740.0,63.56,,27-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Sep-2020 - 00:00,6.16,10.66,9.09,10.71,15.71,1.14,18.61,126.25,49.71,,,36.04,0.3,54.05,264.68,740.0,75.53,,28-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Sep-2020 - 00:00,6.68,10.89,9.03,11.11,11.59,1.28,18.74,181.0,74.08,,,35.75,0.3,56.75,237.0,740.0,73.72,,29-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Sep-2020 - 00:00,6.37,10.74,9.05,11.17,12.7,1.26,18.68,179.77,73.74,,,35.46,0.3,56.1,264.48,740.0,75.42,,30-Sep-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Sep-2020 - 00:00,6.85,10.99,9.04,11.35,12.83,1.24,18.67,161.61,68.91,,,34.98,0.3,55.25,268.67,740.0,73.4,,01-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Oct-2020 - 00:00,6.98,11.05,9.02,11.29,11.73,1.31,18.67,170.03,72.74,,,35.09,0.3,55.29,257.59,740.0,72.77,,02-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Oct-2020 - 00:00,6.92,11.04,9.04,11.39,14.3,1.38,18.64,189.96,84.71,,,35.37,0.3,55.54,248.38,740.0,70.6,,03-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Oct-2020 - 00:00,7.17,11.14,9.01,11.77,14.48,1.39,18.67,184.69,81.36,,,35.66,0.3,50.56,250.61,740.0,70.6,,04-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Oct-2020 - 00:00,8.02,11.58,9.0,11.66,18.59,1.42,18.71,190.03,85.21,,,34.69,0.3,50.0,186.97,740.0,72.67,,05-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Oct-2020 - 00:00,7.82,11.53,9.07,12.32,13.61,1.49,18.47,215.61,98.92,,,33.95,0.3,53.59,249.62,740.0,68.68,,06-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Oct-2020 - 00:00,7.95,11.61,9.07,12.04,12.42,1.49,18.64,201.46,89.24,,,34.15,0.3,52.62,228.62,740.0,68.23,,07-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Oct-2020 - 00:00,10.27,12.75,8.97,13.3,21.96,1.77,18.55,306.84,144.75,,,33.76,0.3,53.09,189.28,740.27,63.01,,08-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Oct-2020 - 00:00,8.84,12.07,9.07,13.29,15.32,1.68,18.56,207.76,113.35,,,34.02,0.3,54.09,155.62,740.29,65.01,,09-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Oct-2020 - 00:00,9.06,12.15,9.01,13.25,26.49,1.67,18.48,251.24,122.5,,,34.77,0.3,50.88,199.64,740.4,64.75,,10-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Oct-2020 - 00:00,8.86,12.09,9.07,13.3,21.28,1.71,18.48,240.61,118.34,,,34.59,0.3,50.72,216.41,740.23,62.08,,11-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Oct-2020 - 00:00,9.29,12.35,8.79,13.67,17.6,1.86,18.46,309.04,148.51,,,34.39,0.3,54.66,168.42,740.0,59.9,,12-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Oct-2020 - 00:00,8.66,12.37,8.99,14.04,52.26,1.7,18.28,239.42,111.28,,,34.67,0.3,53.85,153.52,740.0,61.3,,13-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Oct-2020 - 00:00,7.53,11.81,7.87,13.87,45.57,1.46,18.45,207.28,100.85,,,34.16,0.3,55.53,114.23,740.0,52.45,,14-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Oct-2020 - 00:00,7.75,12.15,9.93,14.0,29.75,1.72,18.06,250.1,123.55,,,34.65,0.3,55.86,149.44,740.14,48.18,,15-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Oct-2020 - 00:00,7.41,11.98,9.89,14.36,19.67,1.88,18.71,312.06,162.91,,,34.09,0.3,51.2,211.31,740.18,52.8,,16-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Oct-2020 - 00:00,8.07,12.39,9.95,13.64,25.31,2.03,19.31,320.47,162.3,,,32.89,0.3,42.27,182.32,740.12,58.25,,17-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Oct-2020 - 00:00,7.54,12.09,9.93,13.82,23.49,2.01,20.01,408.12,204.46,,,32.62,0.3,46.04,173.98,740.23,56.54,,18-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Oct-2020 - 00:00,7.04,11.86,9.98,14.03,24.55,1.89,,283.4,146.99,,,32.01,0.3,44.86,281.51,740.16,61.32,,19-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Oct-2020 - 00:00,6.87,11.76,9.98,14.24,23.81,1.97,,309.71,165.81,,,31.22,0.3,46.79,267.75,740.14,50.73,,20-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Oct-2020 - 00:00,6.64,11.64,9.96,13.64,22.24,1.71,,241.16,128.41,,,31.23,0.3,41.38,281.75,740.0,63.81,,21-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Oct-2020 - 00:00,7.9,12.41,10.09,14.8,33.33,2.17,,344.3,182.53,,,30.92,0.3,44.67,182.58,740.29,49.07,,22-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Oct-2020 - 00:00,7.07,12.21,10.38,15.24,26.66,1.95,,281.82,143.89,,,31.16,0.3,47.53,200.59,740.06,51.11,,23-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Oct-2020 - 00:00,7.21,12.34,10.46,14.84,16.72,1.94,,240.98,123.21,,,30.24,0.3,46.53,187.2,740.0,59.82,,24-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Oct-2020 - 00:00,8.36,12.79,10.27,14.77,26.51,2.15,,248.61,124.1,,,29.27,0.3,45.65,264.42,740.17,51.19,,25-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Oct-2020 - 00:00,7.19,12.48,10.64,14.99,24.44,2.02,,286.58,138.48,,,29.62,0.3,48.17,177.25,740.84,53.05,,26-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Oct-2020 - 00:00,6.96,12.2,10.45,15.2,28.7,2.0,,271.76,137.84,,,28.55,0.3,48.46,209.86,741.0,50.43,,27-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Oct-2020 - 00:00,6.75,11.84,10.15,13.71,25.53,1.53,,240.34,125.0,,,28.08,0.3,44.29,291.73,741.0,55.72,,28-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Oct-2020 - 00:00,7.6,12.64,10.57,15.48,30.31,2.26,,366.11,174.98,,,27.72,0.3,46.23,175.12,741.0,50.51,,29-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Oct-2020 - 00:00,61.1,88.41,22.94,14.62,23.88,2.06,18.49,271.15,127.94,,,27.85,0.3,50.42,147.43,741.0,49.99,,30-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Oct-2020 - 00:00,12.87,161.71,17.93,17.0,22.39,1.45,18.54,248.57,114.42,,,28.55,0.3,46.34,178.07,741.0,51.86,,31-Oct-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
31-Oct-2020 - 00:00,9.76,12.55,9.05,13.36,23.29,1.79,18.72,465.51,219.5,,,27.99,0.3,45.36,293.01,741.0,49.97,,01-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Nov-2020 - 00:00,10.79,13.06,8.99,13.32,26.17,1.74,18.55,411.6,187.97,,,27.09,0.3,42.84,297.98,741.0,49.17,,02-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Nov-2020 - 00:00,11.57,13.47,8.99,13.89,28.61,1.9,18.57,465.2,222.02,,,26.29,0.3,41.9,288.18,741.0,45.08,,03-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Nov-2020 - 00:00,14.13,14.9,9.08,14.76,29.91,2.37,18.55,482.91,231.24,,,25.19,0.3,45.21,246.42,741.0,41.71,,04-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Nov-2020 - 00:00,12.27,14.24,9.5,15.5,29.89,2.13,18.48,505.27,235.31,,,25.08,0.3,50.71,231.28,741.0,39.71,,05-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Nov-2020 - 00:00,11.48,14.29,10.06,15.79,26.13,2.38,18.62,594.51,305.01,,,26.31,0.3,47.59,266.38,741.0,42.49,,06-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Nov-2020 - 00:00,9.32,13.6,10.64,13.77,21.96,2.09,18.63,367.89,173.28,,,26.29,0.3,45.68,239.4,741.0,47.49,,07-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Nov-2020 - 00:00,12.2,14.48,9.83,14.31,26.99,2.09,18.63,409.21,181.53,,,25.25,0.3,47.47,294.81,741.06,43.97,,08-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Nov-2020 - 00:00,11.46,14.21,9.97,14.9,22.72,2.0,18.63,466.95,214.33,,,24.57,0.3,52.57,170.7,741.14,40.56,,09-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Nov-2020 - 00:00,5.54,12.37,11.61,13.12,17.76,2.1,18.72,389.16,178.36,,,24.88,0.3,57.01,211.25,741.0,38.12,,10-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Nov-2020 - 00:00,8.53,12.26,9.75,11.83,15.41,1.48,18.61,286.02,135.32,,,24.68,0.3,55.72,133.85,741.0,33.72,,11-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Nov-2020 - 00:00,11.85,13.57,8.94,13.07,21.53,1.76,18.11,283.1,125.02,,,24.67,0.3,55.02,107.04,741.14,37.21,,12-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Nov-2020 - 00:00,12.72,14.11,9.03,13.34,18.02,2.0,,247.19,105.88,,,25.37,0.3,53.9,184.99,741.25,33.23,,13-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Nov-2020 - 00:00,14.78,15.22,9.05,13.93,19.72,1.88,,296.26,146.22,,,24.58,0.3,51.59,190.18,741.07,32.5,,14-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Nov-2020 - 00:00,12.84,14.26,9.14,14.39,29.98,2.02,,314.02,277.46,,,24.08,0.3,49.8,271.6,741.0,32.82,,15-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Nov-2020 - 00:00,8.35,11.83,9.07,14.27,16.44,1.34,,275.63,154.14,,,23.85,0.3,56.9,133.77,741.0,29.06,,16-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Nov-2020 - 00:00,8.25,11.81,9.13,12.95,6.58,1.05,,64.62,25.56,,,23.3,0.3,58.47,103.28,741.0,40.5,10.0,17-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Nov-2020 - 00:00,8.69,11.98,9.05,11.76,17.09,1.13,,107.9,46.95,,,23.45,0.3,55.42,217.35,741.0,41.43,,18-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Nov-2020 - 00:00,8.72,12.11,9.18,12.64,16.48,1.02,,144.8,63.05,,,22.19,0.3,57.5,277.46,741.0,39.38,,19-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Nov-2020 - 00:00,9.31,12.6,9.4,12.21,14.57,1.26,,227.91,104.82,,,21.0,0.3,55.91,246.33,741.0,37.47,,20-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Nov-2020 - 00:00,9.37,12.28,8.98,12.06,18.63,1.16,,228.61,104.9,,,20.62,0.3,51.72,280.75,741.0,39.7,,21-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Nov-2020 - 00:00,9.68,12.47,9.01,10.95,12.28,1.13,,175.04,77.39,,,18.66,0.3,47.12,289.26,741.0,41.61,,22-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Nov-2020 - 00:00,10.34,12.86,9.05,11.17,21.12,1.15,,202.16,93.01,,,18.28,0.3,48.27,285.7,741.0,37.12,,23-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Nov-2020 - 00:00,13.16,14.45,9.17,12.64,21.6,1.68,,313.98,147.14,,,19.99,0.3,48.93,198.56,741.02,34.89,,24-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Nov-2020 - 00:00,13.92,15.12,9.49,13.51,15.06,1.86,,383.7,168.55,,,18.5,0.3,59.92,123.23,741.0,27.44,,25-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Nov-2020 - 00:00,10.1,13.11,9.54,12.7,15.19,1.39,,280.27,193.58,,,18.44,0.3,65.12,98.32,741.03,20.19,,26-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Nov-2020 - 00:00,8.57,11.97,9.11,11.67,14.74,1.31,,124.18,55.28,,,22.54,0.3,56.22,191.62,741.4,37.61,,27-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Nov-2020 - 00:00,10.0,12.66,9.03,11.28,18.37,1.28,,146.86,63.45,,,21.72,0.3,55.64,287.94,741.58,35.14,,28-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Nov-2020 - 00:00,11.04,13.23,9.05,12.2,15.41,1.24,,202.73,90.75,,,20.59,0.3,54.25,295.9,741.23,34.39,,29-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Nov-2020 - 00:00,13.01,14.41,9.21,13.06,22.7,1.45,,283.74,121.67,,,19.85,0.3,52.01,250.28,741.2,33.32,,30-Nov-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Nov-2020 - 00:00,12.17,14.64,10.05,13.5,25.02,1.86,,385.16,172.16,,,20.35,0.3,56.02,306.46,741.01,31.08,,01-Dec-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Dec-2020 - 00:00,5.95,13.75,13.0,12.85,11.5,2.18,,480.0,222.0,,,16.95,0.3,63.5,344.5,741.0,7.0,,02-Dec-2020 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
