from date,PM2.5,PM10,NOx,NH3,NO,NO2,CO,SO2,Ozone,Benzene,Eth-Benzene,MP-Xylene,Toluene,Xylene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
15-Nov-2020 - 00:00,99.5,172.54,54.57,21.12,8.5,46.03,0.62,14.05,38.92,1.39,0.42,0.4,2.17,0.16,,,0.53,199.47,0.0,,107.79,0.0,16-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
16-Nov-2020 - 00:00,88.96,165.22,131.78,20.39,61.09,70.64,0.92,16.61,31.38,1.39,0.81,0.69,2.19,0.32,,,0.34,210.95,0.0,,110.63,0.0,17-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
17-Nov-2020 - 00:00,117.14,207.46,156.43,18.23,76.73,79.65,1.07,18.31,38.92,1.67,0.9,1.05,2.81,0.38,,,0.35,193.16,-0.0,,97.56,0.0,18-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
18-Nov-2020 - 00:00,104.52,182.48,106.18,21.64,32.41,73.71,0.81,16.16,40.19,1.94,0.42,0.45,2.42,0.18,,,0.25,193.48,-0.0,,89.06,0.0,19-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
19-Nov-2020 - 00:00,61.36,103.48,56.82,23.75,7.87,48.92,0.58,15.16,30.81,0.85,0.32,0.32,1.72,0.13,,,0.38,217.39,0.0,,94.44,0.0,20-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
20-Nov-2020 - 00:00,71.39,123.63,66.65,23.47,22.04,44.56,0.66,15.28,28.87,0.89,0.35,0.35,2.12,0.14,,,0.3,226.12,0.0,,134.66,0.0,21-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
21-Nov-2020 - 00:00,104.0,166.96,51.5,22.91,9.39,42.09,1.03,16.58,19.51,1.52,0.45,0.42,2.84,0.18,,,0.35,224.15,0.0,,74.03,0.3,22-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
22-Nov-2020 - 00:00,76.72,133.22,66.4,17.62,13.53,52.82,0.6,18.1,45.07,1.07,0.21,0.27,1.47,0.11,,,0.63,192.07,0.0,,127.33,0.0,23-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
23-Nov-2020 - 00:00,80.94,155.09,115.93,13.28,47.28,68.59,0.8,22.42,49.62,2.0,0.35,0.53,2.73,0.2,,,0.57,160.8,0.0,,123.53,0.0,24-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
24-Nov-2020 - 00:00,95.64,167.08,105.74,15.03,27.08,78.59,0.68,25.58,33.82,3.17,0.34,0.58,3.11,0.18,,,0.43,231.27,0.0,,93.1,0.0,25-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
25-Nov-2020 - 00:00,88.61,149.57,86.16,17.4,15.82,70.27,0.77,37.14,29.65,1.77,0.26,0.36,2.38,0.14,,,0.42,232.39,0.0,,91.35,0.0,26-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
26-Nov-2020 - 00:00,100.36,172.37,93.76,21.56,25.75,67.96,0.95,35.5,25.19,3.34,0.44,0.66,4.01,0.31,,,0.37,218.27,0.0,,81.82,0.0,27-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
27-Nov-2020 - 00:00,71.4,131.53,58.03,23.21,6.92,51.04,0.56,29.63,31.1,1.37,0.17,0.22,1.57,0.08,,,0.81,231.77,-0.0,,112.2,0.0,28-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
28-Nov-2020 - 00:00,77.29,136.91,69.6,29.01,10.68,58.88,0.71,29.75,46.36,1.21,0.23,0.27,1.96,0.1,,,0.73,225.15,-0.0,,118.41,0.0,29-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
29-Nov-2020 - 00:00,103.88,173.63,96.39,38.14,25.76,70.57,0.8,23.53,46.22,1.85,0.28,0.37,1.73,0.14,,,0.5,196.06,-0.0,,115.59,0.0,30-Nov-2020 - 00:00,"Fort William, Kolkata - WBPCB"
30-Nov-2020 - 00:00,100.72,169.49,147.21,32.09,61.06,86.08,1.03,32.16,46.09,2.32,0.59,0.88,3.75,0.28,,,0.42,206.1,-0.0,,113.37,0.0,01-Dec-2020 - 00:00,"Fort William, Kolkata - WBPCB"
01-Dec-2020 - 00:00,158.43,263.81,420.43,16.98,290.62,129.55,2.4,11.24,8.82,6.96,1.61,2.09,8.96,1.01,,,0.08,134.1,0.0,,38.4,0.0,02-Dec-2020 - 00:00,"Fort William, Kolkata - WBPCB"
