from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
27-Aug-2020 - 00:00,12.63,30.19,7.2,5.22,12.42,3.6,7.12,0.47,30.25,1.16,1.76,0.56,0.77,1.66,29.1,82.59,1.06,109.58,746.39,176.76,0.08,28-Aug-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
28-Aug-2020 - 00:00,13.14,48.32,7.2,5.21,12.41,3.6,7.17,0.55,23.2,1.21,0.88,0.26,0.79,1.65,29.78,80.94,1.03,115.04,746.08,209.72,0.0,29-Aug-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
29-Aug-2020 - 00:00,16.41,50.6,7.2,5.21,12.41,3.6,12.78,0.57,17.89,1.68,1.11,0.25,1.08,2.3,30.32,76.33,0.53,136.01,747.17,225.33,0.0,30-Aug-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
30-Aug-2020 - 00:00,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,31-Aug-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
31-Aug-2020 - 00:00,17.69,51.01,7.2,5.21,7.5,3.45,7.06,0.33,26.02,0.93,0.48,0.15,0.45,0.95,32.07,70.99,0.24,169.62,748.16,194.23,0.01,01-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
01-Sep-2020 - 00:00,7.94,52.19,7.2,5.21,11.37,3.6,7.15,0.41,30.54,1.22,0.77,0.23,0.57,1.14,30.39,78.14,0.34,181.95,748.77,104.77,0.33,02-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
02-Sep-2020 - 00:00,10.18,235.03,6.18,4.14,8.38,6.35,7.21,0.5,48.68,1.1,1.23,0.25,1.1,2.23,29.25,81.64,0.94,134.3,750.25,205.65,0.29,03-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
03-Sep-2020 - 00:00,34.62,127.78,5.61,3.45,8.47,5.79,7.63,0.48,37.51,1.33,1.35,0.26,1.13,2.26,30.54,76.33,0.55,110.59,751.28,225.93,0.0,04-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
04-Sep-2020 - 00:00,37.23,103.06,6.6,3.73,10.32,6.96,7.63,0.68,39.59,1.32,1.45,0.58,1.09,2.09,31.83,73.39,0.34,157.33,749.89,247.53,0.0,05-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
05-Sep-2020 - 00:00,56.22,66.56,7.9,4.0,11.9,7.23,7.33,0.67,33.38,1.2,1.8,0.25,1.27,2.39,32.38,74.84,0.18,224.43,748.23,235.74,0.0,06-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
06-Sep-2020 - 00:00,22.5,48.43,7.91,4.01,11.91,,7.26,0.56,27.82,1.05,2.03,0.25,1.38,2.6,31.2,82.34,0.2,197.63,747.63,164.16,0.54,07-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
07-Sep-2020 - 00:00,14.53,38.84,7.9,3.99,11.64,5.37,6.82,0.56,25.02,1.3,1.64,0.25,1.2,2.4,29.25,86.97,0.29,156.59,748.25,116.24,0.06,08-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
08-Sep-2020 - 00:00,19.76,43.87,7.89,3.98,11.88,6.18,7.32,0.8,25.64,1.84,2.12,0.27,1.8,3.73,28.77,88.83,0.29,126.9,748.92,127.48,0.82,09-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
09-Sep-2020 - 00:00,18.61,46.27,7.9,4.02,11.92,4.46,7.24,0.71,26.06,1.5,1.9,0.26,1.36,2.77,30.36,85.36,0.31,139.29,748.53,195.66,0.0,10-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
10-Sep-2020 - 00:00,20.5,47.12,7.91,4.01,11.91,5.62,7.29,0.67,42.95,1.33,1.8,0.25,1.4,2.74,29.6,82.86,0.33,143.71,746.75,180.17,0.19,11-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
11-Sep-2020 - 00:00,23.91,58.2,7.9,3.98,11.26,5.47,7.57,0.52,23.6,1.21,1.11,0.15,0.73,1.34,29.73,82.95,0.41,133.48,747.54,210.87,0.0,12-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
12-Sep-2020 - 00:00,38.6,69.07,7.91,4.0,11.66,,7.29,0.74,5.04,1.57,0.76,0.1,0.59,1.3,30.02,83.36,0.57,109.03,749.14,169.4,0.0,13-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
13-Sep-2020 - 00:00,39.97,63.9,7.9,3.98,10.03,,7.09,0.72,2.9,1.55,1.58,0.26,1.36,2.84,29.8,84.6,0.52,99.77,749.31,142.99,0.02,14-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
14-Sep-2020 - 00:00,26.25,46.85,9.13,5.08,10.1,6.26,6.96,0.69,3.68,1.36,1.5,0.28,1.17,2.29,30.2,82.17,0.52,83.57,748.63,223.07,0.0,15-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
15-Sep-2020 - 00:00,15.83,33.61,124.69,53.6,26.48,6.77,6.99,0.75,15.31,2.83,1.66,0.34,1.48,3.24,28.18,88.6,0.31,111.27,747.95,98.61,0.71,16-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
16-Sep-2020 - 00:00,22.72,37.65,11.0,6.76,5.17,6.5,7.19,0.72,28.74,1.74,2.56,0.28,1.8,3.54,29.97,82.4,0.36,114.13,747.86,180.88,0.0,17-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
17-Sep-2020 - 00:00,21.59,44.36,12.32,7.0,4.98,6.5,7.0,0.59,29.65,1.3,1.82,0.24,1.37,2.67,29.94,80.63,0.44,136.34,747.3,173.22,0.0,18-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
18-Sep-2020 - 00:00,21.44,50.79,8.26,7.21,8.02,6.51,6.87,0.66,21.39,1.15,1.24,0.21,0.96,1.9,29.52,81.3,0.68,106.7,747.06,172.47,0.0,19-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
19-Sep-2020 - 00:00,19.26,42.72,5.13,7.35,12.31,6.41,6.91,0.68,11.08,1.36,1.46,0.24,1.15,2.31,29.85,80.29,0.51,99.39,746.4,171.18,0.0,20-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
20-Sep-2020 - 00:00,22.01,46.81,4.44,7.37,12.15,6.37,6.95,0.66,13.04,1.41,1.35,0.25,0.99,1.94,31.58,73.51,0.37,167.2,744.93,224.27,0.0,21-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
21-Sep-2020 - 00:00,18.86,36.6,3.77,6.95,9.87,5.38,7.22,0.65,11.65,1.59,1.47,0.24,1.13,2.32,28.88,87.41,0.64,105.1,744.98,127.53,0.73,22-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
22-Sep-2020 - 00:00,10.01,19.16,3.63,4.01,3.92,4.59,6.95,0.47,11.43,1.22,1.32,0.22,1.0,1.97,27.44,92.49,1.04,117.15,745.56,75.62,0.36,23-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
23-Sep-2020 - 00:00,12.68,28.89,3.28,3.98,5.23,5.48,6.87,0.56,18.63,1.18,1.45,0.22,1.11,2.21,27.23,94.34,0.91,114.35,746.76,136.63,1.07,24-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
24-Sep-2020 - 00:00,15.18,31.66,3.94,6.22,5.99,5.79,6.7,0.57,16.27,1.3,1.55,0.22,1.22,2.47,26.99,96.05,0.91,111.82,747.62,96.7,1.33,25-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
25-Sep-2020 - 00:00,15.75,33.22,2.63,5.87,5.02,5.38,7.01,0.49,8.76,1.16,1.46,0.21,1.16,2.48,26.58,97.18,0.36,189.71,745.9,87.56,0.22,26-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
26-Sep-2020 - 00:00,18.48,39.34,4.94,7.39,5.78,5.56,6.99,0.51,17.03,0.94,1.26,0.19,0.87,1.73,26.28,96.06,0.55,80.85,746.96,75.26,0.19,27-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
27-Sep-2020 - 00:00,19.43,47.55,8.03,7.45,12.84,7.65,7.02,0.61,23.58,1.2,1.46,0.24,1.13,2.22,28.15,86.08,0.3,91.71,748.83,211.46,0.0,28-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
28-Sep-2020 - 00:00,30.12,63.8,12.56,9.12,14.35,10.01,7.46,0.68,20.94,1.36,1.72,0.24,1.16,2.45,29.56,85.24,0.26,160.94,749.44,225.76,0.0,29-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
29-Sep-2020 - 00:00,54.42,93.37,14.95,9.15,11.15,12.66,7.28,1.01,24.69,3.35,1.99,0.27,1.61,3.44,29.68,85.9,0.19,233.63,748.91,158.22,0.0,30-Sep-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
30-Sep-2020 - 00:00,51.8,99.89,12.77,8.98,12.4,15.8,7.56,0.81,46.27,1.82,1.59,0.24,1.24,2.47,29.66,81.04,0.2,235.34,748.15,158.98,0.0,01-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
01-Oct-2020 - 00:00,49.43,90.34,14.97,8.8,12.66,18.17,7.73,0.82,27.39,1.81,1.55,0.25,1.19,2.46,29.57,79.55,0.2,196.61,747.87,148.57,0.0,02-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
02-Oct-2020 - 00:00,31.77,64.05,17.11,9.69,14.65,17.61,7.65,0.77,29.64,1.47,1.48,0.26,1.14,2.35,29.82,77.49,0.23,159.87,748.49,157.95,0.0,03-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
03-Oct-2020 - 00:00,26.23,47.33,14.68,8.48,16.62,17.62,8.15,0.69,15.5,1.76,1.61,0.24,1.24,2.63,28.31,88.16,0.39,137.28,749.29,137.07,0.95,04-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
04-Oct-2020 - 00:00,17.89,32.32,45.47,9.21,4.83,16.27,7.52,0.61,15.29,1.46,1.49,0.28,1.24,2.59,28.52,88.2,0.32,139.28,749.62,145.5,0.03,05-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
05-Oct-2020 - 00:00,28.2,41.3,3.33,19.96,4.94,23.01,7.4,0.71,10.41,1.48,1.42,0.25,1.27,2.75,28.37,88.55,0.2,171.06,749.3,110.73,0.14,06-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
06-Oct-2020 - 00:00,28.19,60.26,20.0,27.44,16.24,24.9,9.76,0.74,20.87,1.54,1.44,0.24,1.41,2.67,29.46,81.59,0.28,111.92,749.91,208.73,0.0,07-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
07-Oct-2020 - 00:00,35.13,70.19,23.43,27.03,27.0,32.33,8.08,0.7,22.41,1.38,1.28,0.24,1.14,2.37,30.2,77.22,0.33,123.55,750.98,234.02,0.0,08-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
08-Oct-2020 - 00:00,37.65,75.31,20.86,21.59,24.51,31.98,8.09,0.72,20.01,1.3,2.69,0.25,1.42,3.22,30.48,78.89,0.24,143.2,751.3,194.65,0.0,09-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
09-Oct-2020 - 00:00,39.23,80.45,24.71,25.06,10.21,28.46,8.5,0.72,28.96,1.64,1.32,0.26,1.02,2.11,30.26,73.67,0.27,167.46,751.57,215.47,0.0,10-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
10-Oct-2020 - 00:00,43.76,81.58,37.4,25.86,27.87,46.21,8.32,0.83,40.82,1.78,1.37,0.26,1.1,2.19,30.05,71.43,0.25,224.64,750.66,186.28,0.0,11-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
11-Oct-2020 - 00:00,42.84,89.99,42.95,37.26,33.04,35.45,8.86,0.87,38.03,1.64,1.41,0.27,1.18,2.32,29.78,69.51,0.23,244.37,749.37,177.07,0.0,12-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
12-Oct-2020 - 00:00,61.39,104.59,37.4,40.8,29.45,32.68,10.1,1.05,35.18,2.21,1.72,0.3,1.54,3.2,30.18,72.62,0.33,138.92,748.71,153.72,0.0,13-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
13-Oct-2020 - 00:00,56.94,94.63,36.07,27.32,28.78,19.27,9.41,0.95,37.17,1.88,1.44,0.26,1.28,2.68,30.92,72.33,0.45,111.31,749.18,202.27,0.0,14-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
14-Oct-2020 - 00:00,49.52,99.36,40.84,28.37,31.72,29.18,9.16,0.91,36.35,1.69,1.34,0.27,1.24,2.6,30.68,72.95,0.46,91.8,749.94,170.42,0.0,15-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
15-Oct-2020 - 00:00,55.32,87.84,42.15,40.44,37.38,45.97,12.57,0.79,47.25,1.39,1.15,0.25,0.98,1.99,30.62,69.15,0.45,159.35,750.04,196.12,0.0,16-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
16-Oct-2020 - 00:00,57.19,89.8,44.2,35.24,40.41,47.35,9.56,0.83,38.11,1.69,0.77,0.16,0.6,1.27,29.98,70.81,0.27,186.66,750.04,131.45,0.0,17-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
17-Oct-2020 - 00:00,56.24,112.61,44.8,34.32,37.79,44.23,8.57,1.03,35.93,3.97,1.76,0.33,1.51,3.14,30.43,68.37,0.27,238.86,750.3,198.92,0.0,18-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
18-Oct-2020 - 00:00,52.45,97.3,36.11,31.5,45.97,45.18,9.13,0.88,50.03,2.33,1.39,0.28,1.16,2.27,30.08,65.22,0.21,233.64,750.59,197.06,0.0,19-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
19-Oct-2020 - 00:00,71.19,151.67,36.14,31.45,43.58,45.16,10.58,0.96,49.15,2.12,1.33,0.27,1.07,2.12,29.02,63.82,0.22,258.5,750.25,179.69,0.0,20-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
20-Oct-2020 - 00:00,67.43,130.12,36.11,34.45,36.09,45.0,10.74,0.89,41.96,1.98,1.38,0.29,1.21,2.44,28.81,66.94,0.26,189.25,750.28,163.16,0.0,21-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
21-Oct-2020 - 00:00,85.46,146.08,33.69,38.2,31.25,45.42,9.56,1.11,49.67,2.41,1.64,0.3,1.35,2.7,29.28,69.82,0.31,102.44,750.76,153.11,0.0,22-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
22-Oct-2020 - 00:00,62.93,98.31,39.97,38.45,29.35,46.65,8.4,0.97,35.93,2.23,1.47,0.27,1.23,2.44,29.21,72.89,0.44,96.42,749.63,176.96,0.0,23-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
23-Oct-2020 - 00:00,32.49,57.82,46.45,38.12,38.22,50.31,8.68,0.74,30.99,1.57,1.31,0.26,1.07,2.03,28.93,74.64,0.34,162.36,749.07,184.39,0.0,24-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
24-Oct-2020 - 00:00,21.18,209.12,50.46,39.53,23.14,48.24,8.65,0.81,40.19,2.0,1.28,0.25,1.03,1.96,28.23,69.31,0.28,243.26,750.21,146.33,0.0,25-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
25-Oct-2020 - 00:00,62.47,122.53,34.04,42.46,26.59,42.74,9.26,0.95,52.75,1.88,1.32,0.36,1.16,2.24,26.88,57.15,0.23,269.27,752.5,190.29,0.0,26-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
26-Oct-2020 - 00:00,71.0,103.5,41.74,52.41,43.36,43.65,9.37,1.01,52.48,1.92,1.43,0.31,1.26,2.44,26.33,61.03,0.18,239.46,753.14,177.21,0.0,27-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
27-Oct-2020 - 00:00,72.41,193.48,49.56,58.14,50.29,43.21,9.19,1.07,47.96,2.31,1.49,0.35,1.31,2.61,25.63,63.3,0.24,291.81,752.97,179.33,0.0,28-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
28-Oct-2020 - 00:00,71.04,129.67,48.7,53.88,49.75,43.09,10.38,1.18,42.3,2.88,1.74,0.35,1.59,3.24,25.87,55.24,0.23,270.8,753.82,183.73,0.0,29-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
29-Oct-2020 - 00:00,67.89,138.52,46.97,52.61,47.76,42.29,10.43,1.03,50.08,2.29,1.79,0.35,1.62,3.33,25.44,57.68,0.25,245.13,754.19,185.66,0.0,30-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
30-Oct-2020 - 00:00,50.99,124.68,45.76,52.27,28.1,41.74,9.79,0.94,51.42,2.04,1.39,0.3,1.15,2.23,25.89,56.41,0.26,277.16,753.51,180.47,0.0,31-Oct-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
31-Oct-2020 - 00:00,37.56,122.73,43.29,49.33,45.43,39.56,9.91,1.05,39.99,4.4,1.52,0.32,1.37,2.62,27.08,56.15,0.27,304.24,753.38,173.97,0.0,01-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
01-Nov-2020 - 00:00,77.69,145.5,44.28,49.43,46.64,39.22,9.67,1.2,41.91,2.79,2.16,0.48,2.27,4.92,26.7,59.45,0.23,275.53,754.04,169.49,0.0,02-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
02-Nov-2020 - 00:00,106.89,165.45,44.09,48.8,48.51,38.94,10.41,1.39,55.66,2.67,1.53,0.3,1.37,2.6,25.72,58.66,0.2,223.72,754.79,145.28,0.0,03-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
03-Nov-2020 - 00:00,100.05,163.8,43.01,48.78,49.86,37.5,10.76,1.18,60.46,2.55,1.29,0.26,1.07,1.93,24.16,49.93,0.19,233.11,754.85,143.89,0.0,04-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
04-Nov-2020 - 00:00,97.85,159.91,43.11,48.36,37.13,37.72,11.17,1.17,39.79,2.71,1.37,0.28,1.18,2.36,23.32,47.4,0.2,243.25,754.17,172.01,0.0,05-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
05-Nov-2020 - 00:00,103.69,178.37,47.08,54.56,51.75,49.34,12.12,1.85,44.04,6.56,2.67,0.43,2.67,5.51,23.27,51.56,0.19,247.17,755.41,162.39,0.0,06-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
06-Nov-2020 - 00:00,102.61,160.27,42.21,52.53,27.68,47.77,11.89,1.69,25.79,6.6,2.73,0.41,2.45,5.12,22.69,60.37,0.13,269.3,757.36,130.64,0.0,07-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
07-Nov-2020 - 00:00,108.04,157.69,32.9,45.61,25.44,46.49,11.23,2.48,36.91,9.09,3.62,0.53,3.51,6.99,22.51,68.33,0.2,254.06,754.06,139.63,0.0,08-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
08-Nov-2020 - 00:00,172.79,199.06,44.64,47.51,21.26,50.76,10.22,2.12,53.06,6.13,3.38,0.46,3.05,6.15,23.42,65.37,0.24,252.13,751.82,148.01,0.0,09-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
09-Nov-2020 - 00:00,94.29,136.75,43.29,49.84,17.91,49.24,10.53,2.12,33.05,2.62,1.4,0.26,1.25,2.56,23.76,59.27,0.21,228.68,750.65,165.68,0.0,10-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
10-Nov-2020 - 00:00,97.85,105.08,41.96,47.68,17.95,35.05,10.03,1.81,32.17,1.35,2.1,0.26,1.26,2.66,23.78,62.73,0.3,196.9,750.36,167.22,0.0,11-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
11-Nov-2020 - 00:00,67.25,102.71,10.93,10.51,3.9,24.76,9.49,1.0,32.81,2.34,2.17,0.3,2.04,4.09,24.6,61.04,0.39,190.44,752.98,176.54,0.0,12-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
12-Nov-2020 - 00:00,72.44,113.63,14.41,8.96,11.23,,10.83,1.57,32.13,4.99,2.54,0.34,2.17,4.52,25.83,52.12,0.24,273.88,757.84,170.96,0.0,13-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
13-Nov-2020 - 00:00,124.67,166.24,26.33,15.78,16.79,24.19,10.57,1.62,32.32,7.15,2.33,0.43,1.96,4.24,25.48,55.36,0.25,277.93,756.72,147.54,0.0,14-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
14-Nov-2020 - 00:00,175.92,226.55,28.2,19.66,27.89,24.18,15.51,1.71,26.69,5.03,1.81,0.39,1.55,3.27,24.81,57.92,0.25,271.26,756.12,135.67,0.0,15-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
15-Nov-2020 - 00:00,146.0,215.11,28.16,20.09,21.27,24.21,14.39,1.33,53.63,3.62,1.25,0.32,0.91,2.09,25.15,55.0,0.3,268.78,756.28,203.51,0.0,16-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
16-Nov-2020 - 00:00,116.92,217.16,28.13,19.46,17.9,24.2,9.51,0.65,17.82,1.34,0.62,0.13,0.59,1.17,22.33,61.66,0.47,309.74,755.43,49.93,0.0,17-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
17-Nov-2020 - 00:00,70.54,193.3,28.17,19.61,27.88,24.19,9.98,0.95,30.21,2.78,1.15,0.25,1.11,2.29,23.23,61.82,0.27,254.56,754.51,165.4,0.0,18-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
18-Nov-2020 - 00:00,116.83,185.91,28.2,19.47,14.46,23.29,9.87,1.29,29.12,3.83,1.33,0.28,1.13,2.5,23.47,63.61,0.19,243.94,754.59,129.11,0.0,19-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
19-Nov-2020 - 00:00,134.2,185.1,3.72,6.11,4.39,7.87,11.14,1.59,20.81,2.84,2.65,0.33,1.93,4.51,22.47,69.23,0.2,214.49,754.55,87.29,0.0,20-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
20-Nov-2020 - 00:00,102.64,146.62,6.05,9.75,6.04,11.48,12.08,1.21,41.21,2.94,1.32,0.3,1.34,2.98,23.26,66.5,0.26,231.62,754.51,127.83,0.0,21-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
21-Nov-2020 - 00:00,78.31,143.33,8.3,5.62,4.02,11.74,11.03,0.82,64.78,3.5,0.9,0.24,0.78,1.76,22.37,49.02,0.34,259.99,755.42,144.29,0.0,22-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
22-Nov-2020 - 00:00,103.29,143.75,8.74,5.31,5.58,12.65,9.73,1.1,44.6,3.47,1.26,0.29,0.9,2.22,19.19,50.82,0.22,251.68,756.9,154.09,0.0,23-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
23-Nov-2020 - 00:00,113.38,184.8,7.75,6.7,6.1,10.76,11.69,1.4,45.3,4.18,1.58,0.3,1.51,3.63,18.96,53.61,0.23,257.7,757.88,130.17,0.0,24-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
24-Nov-2020 - 00:00,151.18,221.36,12.23,26.4,7.66,18.75,11.23,2.58,39.15,7.49,3.29,0.44,3.51,7.92,19.68,57.79,0.24,229.26,757.41,137.48,0.0,25-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
25-Nov-2020 - 00:00,156.48,222.95,12.71,27.47,10.71,18.94,11.63,2.76,36.79,8.14,3.54,0.45,3.63,8.07,19.79,63.25,0.21,251.91,757.41,131.23,0.0,26-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
26-Nov-2020 - 00:00,156.23,206.48,14.17,19.98,8.56,22.74,15.79,2.34,33.1,6.84,3.04,0.48,2.79,6.45,20.99,63.1,0.27,229.95,757.71,116.84,0.0,27-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
27-Nov-2020 - 00:00,139.81,192.39,14.18,17.08,12.6,23.26,11.35,1.95,17.9,5.43,2.1,0.39,2.07,4.6,20.65,68.7,0.19,194.55,758.85,52.39,0.0,28-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
28-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,29-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
29-Nov-2020 - 00:00,118.51,217.38,19.65,28.3,18.36,39.05,14.14,1.26,27.5,4.5,2.52,0.35,1.37,3.18,22.2,43.28,0.25,285.2,756.89,77.79,0.0,30-Nov-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
30-Nov-2020 - 00:00,129.8,197.99,21.16,22.87,19.61,28.98,12.11,1.77,26.1,3.71,1.77,0.3,1.5,3.49,20.0,57.07,0.22,238.54,757.37,117.54,0.0,01-Dec-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
01-Dec-2020 - 00:00,154.95,228.65,26.76,17.83,25.59,22.5,10.53,2.39,,6.42,2.21,0.49,1.66,4.09,17.07,69.08,0.16,5.77,757.45,7.75,0.0,02-Dec-2020 - 00:00,"Govt. High School Shikarpur, Patna - BSPCB"
