from date,CO,PM10,WD,AT,SR,WS,RH,NO,NO2,NOx,SO2,to date,station
01-Nov-2020 - 00:00,0.53,26.86,115.28,18.46,263.52,1.14,63.15,0.12,17.42,16.85,3.77,02-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
02-Nov-2020 - 00:00,0.55,37.91,96.73,19.68,262.43,1.12,75.78,0.17,17.11,16.69,3.47,03-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
03-Nov-2020 - 00:00,0.34,40.18,76.47,28.33,381.73,0.87,40.26,1.36,10.09,11.15,18.19,04-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
04-Nov-2020 - 00:00,0.23,45.59,108.13,29.45,476.64,1.12,40.34,1.16,10.68,11.79,11.9,05-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
05-Nov-2020 - 00:00,0.18,,69.42,29.45,433.26,1.26,25.26,80.2,10.61,11.96,9.81,06-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
06-Nov-2020 - 00:00,0.23,,35.42,29.25,400.94,2.67,29.75,159.94,63.9,221.91,3.03,07-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
07-Nov-2020 - 00:00,,,,,,,,,,,,08-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
08-Nov-2020 - 00:00,,,,,,,,,,,,09-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
09-Nov-2020 - 00:00,,,,,,,,,,,,10-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
10-Nov-2020 - 00:00,,,,,,,,,,,,11-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
11-Nov-2020 - 00:00,0.56,36.62,117.46,27.99,195.72,0.83,62.14,8.38,14.64,20.79,5.38,12-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
12-Nov-2020 - 00:00,0.45,26.72,99.79,25.21,118.32,1.08,86.24,1.79,10.76,12.36,6.21,13-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
13-Nov-2020 - 00:00,0.47,31.31,48.25,25.21,90.4,1.59,89.37,1.68,10.83,12.44,4.6,14-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
14-Nov-2020 - 00:00,0.43,35.07,39.71,25.19,77.9,1.86,71.91,2.05,12.21,14.26,7.41,15-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
15-Nov-2020 - 00:00,0.45,35.26,105.51,25.18,76.62,0.86,82.07,1.28,10.95,12.21,3.74,16-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
16-Nov-2020 - 00:00,0.43,37.12,41.2,25.18,103.3,1.81,89.62,0.79,13.72,14.31,4.69,17-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
17-Nov-2020 - 00:00,0.44,37.67,37.18,25.17,55.57,2.08,68.69,1.29,14.35,15.29,10.39,18-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
18-Nov-2020 - 00:00,0.48,25.24,39.86,25.16,132.58,2.31,61.64,2.03,14.62,16.08,4.49,19-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
19-Nov-2020 - 00:00,0.48,27.27,39.11,25.18,135.06,2.51,71.12,2.2,15.14,16.72,3.49,20-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
20-Nov-2020 - 00:00,0.47,24.02,42.36,25.07,197.63,2.13,75.29,1.34,14.07,15.23,3.61,21-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
21-Nov-2020 - 00:00,0.47,21.43,63.36,22.96,267.92,1.06,63.15,0.59,12.43,12.92,4.09,22-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
22-Nov-2020 - 00:00,0.45,20.77,110.85,20.74,276.3,0.98,75.12,0.45,12.63,13.08,2.91,23-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
23-Nov-2020 - 00:00,0.45,22.02,91.86,21.89,251.37,1.12,87.16,0.42,12.72,13.13,3.24,24-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
24-Nov-2020 - 00:00,0.51,14.21,126.55,21.54,221.71,0.82,89.75,0.34,13.11,13.44,3.99,25-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
25-Nov-2020 - 00:00,0.44,15.72,194.61,19.02,208.24,1.53,97.63,0.33,13.11,13.43,3.99,26-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
26-Nov-2020 - 00:00,0.44,15.31,236.38,18.17,145.76,2.63,,0.33,13.27,13.59,3.65,27-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
27-Nov-2020 - 00:00,0.45,33.26,239.3,24.77,197.29,2.42,81.52,0.3,13.31,13.6,2.65,28-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
28-Nov-2020 - 00:00,0.49,32.14,107.58,24.23,179.4,1.58,80.99,0.28,13.4,13.68,2.44,29-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
29-Nov-2020 - 00:00,0.48,31.13,54.45,23.82,149.18,1.26,84.5,0.3,13.31,13.61,1.3,30-Nov-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
30-Nov-2020 - 00:00,0.43,30.4,43.55,24.8,170.96,1.47,79.16,0.29,13.25,13.53,0.95,01-Dec-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
01-Dec-2020 - 00:00,,,,,,,,,,,,02-Dec-2020 - 00:00,"Sanegurava Halli, Bengaluru - KSPCB"
