from date,NO2,NH3,NOx,NO,CO,Ozone,SO2,Benzene,PM10,PM2.5,WD,WS,AT,to date,station
21-Oct-2020 - 00:00,12.14,5.86,18.96,6.82,0.93,36.87,10.18,0.0,141.55,83.52,248.97,0.88,26.08,22-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Oct-2020 - 00:00,11.76,5.66,17.68,5.92,0.86,30.84,9.48,0.0,129.49,76.99,220.08,1.0,26.34,23-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Oct-2020 - 00:00,12.08,5.32,16.78,4.7,0.88,34.68,10.31,0.0,130.24,81.87,225.03,0.96,26.22,24-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Oct-2020 - 00:00,12.24,5.79,18.61,6.37,0.89,37.16,11.93,0.0,134.99,78.12,226.54,0.65,25.32,25-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Oct-2020 - 00:00,12.25,5.77,18.23,5.98,0.83,46.99,10.49,0.0,109.44,61.0,248.78,0.7,24.56,26-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Oct-2020 - 00:00,12.16,6.12,15.75,3.92,0.88,56.82,12.76,0.0,151.49,112.28,217.72,1.35,29.57,27-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Oct-2020 - 00:00,13.24,7.38,19.86,6.66,0.95,35.65,14.07,0.0,163.1,101.1,211.34,0.65,26.29,28-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Oct-2020 - 00:00,12.37,7.41,20.02,7.65,0.84,27.21,10.85,0.0,118.5,60.46,233.59,0.47,23.08,29-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Oct-2020 - 00:00,12.82,7.73,21.38,8.56,0.93,29.96,10.63,0.0,134.76,72.97,257.77,1.0,22.24,30-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Oct-2020 - 00:00,14.46,8.2,21.49,7.03,0.93,37.6,12.99,0.0,130.64,71.9,256.8,0.75,22.97,31-Oct-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
31-Oct-2020 - 00:00,14.17,7.58,19.35,5.18,0.85,40.51,12.53,0.0,106.06,59.85,219.44,0.85,23.97,01-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Nov-2020 - 00:00,13.01,8.3,22.28,9.27,0.97,30.09,11.67,0.0,120.86,65.13,253.74,0.61,24.2,02-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
02-Nov-2020 - 00:00,13.19,7.53,21.36,8.17,0.95,33.73,11.93,0.0,118.0,66.18,254.2,1.45,24.7,03-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
03-Nov-2020 - 00:00,14.12,8.17,23.08,8.97,1.08,34.31,11.9,0.0,164.86,102.9,248.52,0.98,22.77,04-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
04-Nov-2020 - 00:00,14.96,8.08,22.17,7.21,1.0,40.16,13.51,0.0,144.98,82.38,254.0,0.84,22.32,05-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
05-Nov-2020 - 00:00,14.8,8.59,22.41,7.61,1.04,39.95,13.81,0.0,167.82,80.68,246.31,1.17,21.23,06-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
06-Nov-2020 - 00:00,14.55,11.33,22.34,8.39,1.01,31.67,15.64,0.0,134.53,72.42,243.83,0.54,20.58,07-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
07-Nov-2020 - 00:00,14.04,12.18,25.67,11.63,1.07,13.69,11.74,0.0,115.38,60.76,287.6,0.93,15.19,08-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
08-Nov-2020 - 00:00,15.94,11.31,24.17,8.37,1.17,39.91,13.59,0.0,180.89,121.3,245.6,0.95,19.85,09-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
09-Nov-2020 - 00:00,16.05,11.01,22.74,6.69,1.01,40.37,12.14,0.0,128.32,76.79,245.12,1.25,20.15,10-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
10-Nov-2020 - 00:00,16.12,12.41,25.48,9.35,1.0,33.36,20.48,0.0,120.9,65.78,242.51,0.75,21.36,11-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
11-Nov-2020 - 00:00,14.82,11.75,24.1,9.27,1.06,29.33,13.0,0.0,125.88,62.1,252.61,1.25,22.7,12-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
12-Nov-2020 - 00:00,14.08,10.44,22.46,8.38,0.97,32.25,14.38,0.0,90.79,42.77,249.16,0.6,23.87,13-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
13-Nov-2020 - 00:00,13.39,11.15,22.48,9.09,0.94,29.3,12.63,0.0,100.74,46.73,250.69,1.28,23.86,14-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
14-Nov-2020 - 00:00,14.08,12.42,25.03,10.95,1.06,32.82,11.36,0.0,124.64,64.04,245.96,0.39,23.57,15-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
15-Nov-2020 - 00:00,13.28,11.17,22.51,9.22,1.15,40.28,11.36,0.0,145.21,87.66,244.73,0.47,23.98,16-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
16-Nov-2020 - 00:00,13.57,10.92,24.08,10.51,1.14,33.76,11.59,0.0,162.4,85.3,234.81,0.71,23.81,17-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
17-Nov-2020 - 00:00,13.08,10.59,23.22,10.14,1.14,34.71,11.72,0.0,183.62,105.44,237.61,1.07,23.56,18-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
18-Nov-2020 - 00:00,13.74,20.78,84.25,71.52,1.09,18.32,9.82,0.0,138.33,81.56,218.48,0.47,24.23,19-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
19-Nov-2020 - 00:00,33.5,6.12,11.12,15.01,1.08,24.38,9.15,0.0,127.82,76.04,205.55,0.53,24.31,20-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
20-Nov-2020 - 00:00,,,0.0,,1.0,28.34,6.22,0.0,99.25,56.63,208.86,0.85,25.08,21-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
21-Nov-2020 - 00:00,,,0.0,,0.98,30.91,5.46,0.0,85.15,58.57,218.26,1.02,22.85,22-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
22-Nov-2020 - 00:00,,,0.0,,0.97,43.69,6.85,0.0,101.91,67.34,242.86,0.81,19.09,23-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
23-Nov-2020 - 00:00,,,0.0,,1.09,34.49,21.66,0.0,128.5,76.35,245.34,1.02,18.83,24-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
24-Nov-2020 - 00:00,8.11,10.86,10.19,11.48,1.18,42.72,5.3,0.0,139.04,83.67,233.09,1.03,18.71,25-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
25-Nov-2020 - 00:00,8.05,9.46,18.76,10.71,1.15,32.02,12.3,0.0,138.62,75.24,238.57,0.51,18.66,26-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
26-Nov-2020 - 00:00,8.07,8.36,16.21,8.14,1.12,21.44,10.13,0.0,126.96,76.61,250.6,0.56,19.38,27-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
27-Nov-2020 - 00:00,6.57,7.01,12.31,5.74,1.03,19.63,8.81,0.0,93.11,60.04,227.54,0.56,20.9,28-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
28-Nov-2020 - 00:00,5.92,7.15,16.33,10.42,1.0,14.28,8.27,0.0,74.03,39.23,225.48,0.53,21.03,29-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
29-Nov-2020 - 00:00,5.72,6.43,14.49,8.78,0.93,18.66,8.18,0.0,64.76,35.14,242.59,1.05,20.63,30-Nov-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
30-Nov-2020 - 00:00,8.6,8.56,19.03,10.43,1.17,34.69,18.61,0.0,157.57,94.19,225.19,1.34,23.31,01-Dec-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
01-Dec-2020 - 00:00,5.5,10.37,25.46,19.95,1.18,8.07,8.3,0.0,126.08,43.49,255.57,2.67,28.88,02-Dec-2020 - 00:00,"GM Office, Brajrajnagar - OSPCB"
