from date,PM2.5,PM10,SO2,NO,NO2,NOx,NH3,CO,Ozone,Benzene,Toluene,Xylene,Temp,SR,WD,WS,RH,to date,station
27-Aug-2020 - 00:00,13.75,36.4,8.49,16.94,9.48,25.26,11.99,0.29,43.38,1.33,1.92,8.7,28.17,365.0,144.39,0.44,85.88,28-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Aug-2020 - 00:00,11.5,19.82,8.51,16.73,7.94,24.05,12.0,0.31,63.9,1.31,2.2,8.72,26.13,365.06,146.42,0.42,91.22,29-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Aug-2020 - 00:00,24.66,46.12,8.74,15.84,8.05,23.91,12.04,0.32,75.29,1.41,2.68,8.58,30.61,365.0,172.37,0.25,83.95,30-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Aug-2020 - 00:00,31.68,52.14,8.65,18.55,9.51,25.91,12.05,0.29,71.91,1.4,2.18,8.63,29.81,365.0,127.55,0.52,85.04,31-Aug-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Aug-2020 - 00:00,13.72,30.87,8.22,18.66,15.9,26.2,13.03,0.29,42.67,1.25,1.63,8.15,29.47,366.65,94.13,1.02,80.45,01-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Sep-2020 - 00:00,14.04,29.48,8.53,18.68,11.62,26.06,12.93,0.33,44.78,1.32,1.77,8.81,29.17,365.0,105.58,0.67,82.33,02-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Sep-2020 - 00:00,22.3,40.04,8.71,17.88,10.96,23.9,12.9,0.3,38.95,1.33,1.58,8.63,30.25,418.4,102.35,0.51,77.84,03-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Sep-2020 - 00:00,16.64,32.93,9.07,,,,,0.26,38.12,1.32,2.14,8.81,28.8,450.56,95.91,0.71,83.45,04-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Sep-2020 - 00:00,14.04,25.6,11.67,219.33,146.6,154.66,123.65,0.27,35.74,1.31,2.27,7.99,25.69,373.92,222.86,0.45,98.75,05-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Sep-2020 - 00:00,19.28,38.73,12.58,,,,,0.31,42.55,1.45,2.42,8.81,28.76,489.37,231.33,0.29,83.37,06-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Sep-2020 - 00:00,38.49,63.17,10.25,,,0.0,,0.29,66.68,1.39,2.25,8.33,29.48,475.13,189.09,0.41,80.67,07-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Sep-2020 - 00:00,17.3,38.22,13.48,,,,,0.3,68.84,1.38,2.25,8.81,29.67,477.49,238.89,0.42,72.11,08-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Sep-2020 - 00:00,47.44,78.8,9.41,,,0.0,,0.27,42.08,1.31,1.86,7.68,31.14,500.75,249.25,0.38,77.68,09-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Sep-2020 - 00:00,39.95,71.81,9.43,,,0.0,,0.25,14.15,1.15,1.92,6.87,30.64,383.94,237.67,0.36,75.07,10-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Sep-2020 - 00:00,50.46,94.64,10.36,,,0.0,,0.28,17.64,1.42,2.31,8.43,31.57,473.05,236.36,0.38,68.22,11-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Sep-2020 - 00:00,35.53,72.38,9.1,,,,,0.28,21.55,1.42,2.26,8.81,31.55,432.89,183.35,0.34,68.26,12-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Sep-2020 - 00:00,35.22,73.47,8.99,,,0.0,,0.27,26.79,1.44,2.38,8.6,31.17,424.31,218.66,0.26,68.68,13-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Sep-2020 - 00:00,34.52,64.78,8.93,,,0.0,,0.29,31.83,1.39,2.32,8.63,31.93,437.92,212.97,0.31,66.28,14-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Sep-2020 - 00:00,42.82,80.17,8.83,,,,,0.29,29.88,1.42,2.41,8.72,31.86,461.77,212.53,0.47,66.39,15-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Sep-2020 - 00:00,54.89,105.54,9.54,,,,,0.32,16.95,1.45,2.24,8.5,31.84,457.41,269.3,0.39,70.57,16-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Sep-2020 - 00:00,63.55,113.32,10.19,,,,,0.3,22.09,1.54,2.34,8.81,32.49,464.96,264.39,0.4,64.4,17-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Sep-2020 - 00:00,53.44,96.71,10.14,16.62,8.8,24.77,12.14,0.27,24.94,1.47,2.41,8.72,32.48,443.44,255.04,0.33,57.38,18-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Sep-2020 - 00:00,59.27,101.19,12.62,13.82,11.05,20.8,12.11,0.3,28.1,1.53,2.26,8.81,32.28,450.75,173.14,0.37,67.62,19-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Sep-2020 - 00:00,48.94,94.78,9.52,13.91,18.17,23.76,12.29,0.27,29.56,1.39,1.85,8.15,33.12,461.54,254.17,0.42,59.01,20-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Sep-2020 - 00:00,52.86,89.29,10.13,12.7,19.26,30.41,11.97,0.3,24.77,1.47,2.2,8.81,31.92,441.1,275.13,0.47,61.73,21-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Sep-2020 - 00:00,51.22,94.02,10.23,11.9,19.14,30.16,12.08,0.29,29.18,1.5,2.52,8.54,32.04,425.28,244.43,0.31,49.65,22-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Sep-2020 - 00:00,58.41,103.32,11.21,12.48,19.46,31.28,11.98,0.31,35.85,1.54,2.4,8.81,31.78,472.41,188.8,0.32,54.74,23-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Sep-2020 - 00:00,70.84,113.16,12.53,12.08,19.47,30.35,12.21,0.32,33.47,1.48,2.0,8.72,31.59,471.03,188.41,0.39,60.23,24-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Sep-2020 - 00:00,73.01,125.27,9.77,12.78,19.41,30.22,12.25,0.29,28.11,1.54,1.74,8.62,31.41,496.08,245.6,0.42,63.11,25-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Sep-2020 - 00:00,52.96,104.22,10.77,11.96,19.35,30.93,12.0,0.28,24.42,1.57,2.01,8.72,30.99,470.59,177.68,0.36,61.92,26-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Sep-2020 - 00:00,46.98,87.71,11.73,17.4,19.8,36.06,13.06,0.31,23.98,1.45,1.82,8.81,30.54,430.34,142.96,0.4,58.36,27-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Sep-2020 - 00:00,46.51,106.88,13.47,12.01,19.35,27.06,11.89,0.35,28.73,1.29,1.53,7.98,31.68,509.01,151.58,0.29,50.69,28-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Sep-2020 - 00:00,47.86,104.15,12.92,13.52,19.46,30.68,12.56,0.32,26.51,1.48,2.14,8.81,29.79,469.83,224.18,0.33,58.48,29-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Sep-2020 - 00:00,52.77,116.24,10.82,16.44,21.78,36.15,14.95,0.3,33.1,1.6,2.16,8.63,29.59,453.19,266.12,0.41,57.09,30-Sep-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Sep-2020 - 00:00,45.88,103.91,11.5,12.46,19.32,31.6,12.09,0.28,28.86,1.51,1.87,8.81,29.68,435.42,271.68,0.33,53.99,01-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Oct-2020 - 00:00,62.93,114.84,16.09,17.12,20.63,31.85,12.23,0.3,28.92,1.52,1.98,8.24,29.88,451.87,235.26,0.31,52.82,02-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Oct-2020 - 00:00,48.66,317.88,11.85,12.71,19.52,31.45,12.15,0.29,33.32,1.46,1.78,8.63,28.97,450.44,299.72,0.42,47.93,03-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Oct-2020 - 00:00,66.92,,13.03,13.32,19.66,30.22,11.82,0.29,33.63,1.61,2.2,8.62,28.92,422.67,236.7,0.28,45.76,04-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Oct-2020 - 00:00,64.98,,11.74,12.79,19.98,31.28,11.94,0.31,37.09,1.67,2.18,8.81,28.85,417.89,245.67,0.32,44.59,05-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Oct-2020 - 00:00,68.74,87.31,15.89,12.38,19.03,22.95,12.14,0.23,31.85,1.16,1.6,6.19,28.27,351.22,243.76,0.33,47.17,06-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Oct-2020 - 00:00,78.14,105.34,12.78,12.13,19.43,31.39,12.12,0.32,28.84,1.66,2.03,8.81,28.41,453.16,162.27,0.22,47.21,07-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Oct-2020 - 00:00,68.05,139.42,15.2,12.42,19.34,31.59,12.2,0.3,17.75,1.76,1.98,8.72,28.9,435.4,185.43,0.29,47.1,08-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Oct-2020 - 00:00,70.9,177.03,14.88,27.26,34.94,97.19,24.26,0.28,19.76,1.59,1.81,8.26,29.2,448.71,234.81,0.38,45.24,09-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Oct-2020 - 00:00,77.24,169.01,20.84,28.42,23.89,45.76,23.16,0.29,17.86,1.66,2.09,8.72,28.58,456.2,220.65,0.24,48.74,10-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Oct-2020 - 00:00,76.9,161.45,17.71,18.9,21.18,35.19,41.63,0.3,19.72,1.6,1.94,8.81,28.59,439.52,242.71,0.29,47.78,11-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Oct-2020 - 00:00,79.0,174.12,13.99,43.84,28.14,44.81,46.77,0.32,17.93,1.6,1.87,8.44,28.75,436.92,211.41,0.25,43.63,12-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Oct-2020 - 00:00,76.53,160.92,19.19,14.77,19.56,31.56,41.04,0.28,18.75,1.63,1.97,8.72,28.56,449.83,180.64,0.19,44.48,13-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Oct-2020 - 00:00,73.8,145.09,15.26,12.84,19.55,29.31,34.62,0.34,18.85,1.76,2.4,8.81,28.4,436.71,177.13,0.3,49.34,14-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Oct-2020 - 00:00,61.91,123.82,13.52,15.35,15.69,29.85,19.69,0.23,18.36,2.08,2.59,8.68,27.24,423.46,272.45,0.36,49.14,15-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Oct-2020 - 00:00,76.71,153.72,30.3,20.58,17.48,37.14,11.7,0.39,14.24,1.91,2.58,8.54,27.16,398.64,239.64,0.25,39.8,16-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Oct-2020 - 00:00,71.06,130.74,13.46,15.36,17.24,32.27,7.28,0.35,16.75,1.94,2.41,8.72,27.06,452.0,234.51,0.25,40.92,17-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Oct-2020 - 00:00,72.22,143.88,9.46,15.94,16.6,32.54,10.3,0.35,18.21,1.88,2.39,8.72,27.24,445.09,245.16,0.25,38.99,18-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Oct-2020 - 00:00,72.07,149.45,7.54,12.61,15.0,27.33,13.05,0.4,20.76,1.8,2.15,8.73,26.63,443.59,294.61,0.32,38.83,19-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Oct-2020 - 00:00,73.29,153.22,10.15,12.36,15.1,27.46,13.11,0.4,19.39,1.75,2.13,8.73,26.71,428.56,268.84,0.26,38.24,20-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Oct-2020 - 00:00,75.17,161.85,12.37,23.68,21.33,44.75,11.86,0.47,16.49,1.73,1.66,8.72,25.65,440.77,196.47,0.2,44.19,21-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Oct-2020 - 00:00,93.84,174.65,13.48,43.19,41.77,83.44,2.31,0.42,17.63,1.84,1.09,8.72,25.78,421.95,184.7,0.24,44.18,22-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Oct-2020 - 00:00,63.89,125.84,19.88,26.99,48.72,75.58,2.56,0.48,13.81,1.39,1.1,8.72,25.16,428.92,218.84,0.24,41.17,23-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Oct-2020 - 00:00,113.76,202.24,12.79,28.98,54.05,82.54,2.54,0.32,14.81,1.63,1.1,8.72,24.75,416.51,206.02,0.14,44.87,24-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Oct-2020 - 00:00,81.86,155.56,11.34,25.37,52.63,77.15,2.67,0.47,16.13,1.57,1.09,8.72,25.07,425.35,215.68,0.23,46.46,25-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Oct-2020 - 00:00,66.5,120.54,15.21,23.71,48.74,72.38,2.77,0.39,18.19,1.75,1.1,8.81,25.15,418.72,186.83,0.26,46.67,26-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Oct-2020 - 00:00,51.49,116.26,6.69,20.57,38.23,58.14,3.21,0.36,17.35,1.52,1.79,8.72,23.89,427.09,278.96,0.36,44.65,27-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Oct-2020 - 00:00,71.6,135.55,7.71,16.32,16.53,32.85,6.52,0.51,17.57,1.63,2.95,8.71,23.75,378.74,239.89,0.3,39.02,28-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Oct-2020 - 00:00,88.98,184.94,9.4,17.48,15.51,32.98,11.1,0.5,16.45,2.01,3.21,8.81,23.18,323.35,195.69,0.16,44.72,29-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Oct-2020 - 00:00,97.71,186.52,20.28,19.23,15.41,34.64,13.5,0.51,14.72,2.08,2.54,8.72,22.84,271.62,181.66,0.21,44.84,30-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Oct-2020 - 00:00,83.13,160.43,12.24,19.27,13.22,32.48,6.72,0.39,21.83,1.76,1.62,8.71,23.48,293.19,269.19,0.35,45.4,31-Oct-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
31-Oct-2020 - 00:00,79.11,152.5,7.26,16.74,11.38,27.24,14.43,0.43,17.99,1.61,2.36,8.45,22.0,261.75,275.16,0.31,44.84,01-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Nov-2020 - 00:00,116.04,201.92,15.56,18.68,15.06,33.13,21.59,1.17,16.13,2.41,3.38,8.72,22.27,254.35,200.05,0.27,39.0,02-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
02-Nov-2020 - 00:00,100.21,195.81,17.75,18.65,14.89,33.53,16.99,3.03,13.22,2.31,2.92,8.81,22.35,260.36,182.0,0.25,41.32,03-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
03-Nov-2020 - 00:00,120.2,236.66,15.02,17.16,18.14,34.47,19.42,0.0,18.52,2.1,7.46,8.46,22.02,237.38,199.27,0.21,46.38,04-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
04-Nov-2020 - 00:00,117.66,220.45,15.59,19.4,19.09,38.43,17.37,,17.15,1.93,5.25,8.72,22.05,250.25,204.72,0.24,47.21,05-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
05-Nov-2020 - 00:00,108.38,186.23,13.56,20.21,23.61,41.78,12.92,0.0,19.43,1.86,1.05,8.3,22.34,280.79,190.22,0.23,44.79,06-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
06-Nov-2020 - 00:00,104.63,180.81,19.34,19.83,18.58,38.41,13.25,,18.06,1.97,1.91,8.81,21.92,275.47,229.94,0.22,46.13,07-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
07-Nov-2020 - 00:00,115.25,208.49,14.64,20.4,15.77,35.5,13.39,0.0,24.17,2.06,3.09,8.54,21.54,269.8,247.6,0.23,43.33,08-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
08-Nov-2020 - 00:00,177.89,299.47,12.52,20.0,17.24,37.21,13.3,,13.59,3.33,4.39,8.58,20.25,218.11,177.31,0.13,52.25,09-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
09-Nov-2020 - 00:00,137.32,252.25,11.54,22.11,17.98,39.73,13.1,0.0,17.24,2.49,3.68,8.72,21.09,237.12,186.07,0.13,54.56,10-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
10-Nov-2020 - 00:00,119.75,202.01,23.2,20.33,17.1,37.3,13.3,0.36,17.59,2.22,3.21,8.52,21.36,230.19,211.27,0.23,54.03,11-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
11-Nov-2020 - 00:00,137.06,224.02,20.78,28.57,20.27,40.63,19.36,0.76,15.91,2.74,2.5,8.63,21.12,208.75,222.4,0.14,52.82,12-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
12-Nov-2020 - 00:00,118.17,204.6,11.89,26.64,19.71,46.3,28.22,0.47,13.4,2.81,2.63,8.72,19.9,178.26,237.07,0.16,54.65,13-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
13-Nov-2020 - 00:00,144.31,241.52,10.66,21.68,16.44,38.11,27.87,0.44,17.18,2.43,3.62,8.81,19.94,232.05,219.83,0.15,53.89,14-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
14-Nov-2020 - 00:00,201.45,315.06,19.12,23.56,15.66,38.59,24.5,0.74,15.21,2.35,2.91,8.71,19.64,170.24,138.78,0.28,59.66,15-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
15-Nov-2020 - 00:00,207.7,338.01,19.14,21.61,22.85,43.98,34.72,0.71,20.64,1.57,2.15,8.54,16.9,153.94,117.46,0.95,74.89,16-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
16-Nov-2020 - 00:00,19.84,82.67,13.4,19.96,21.45,41.4,56.6,0.53,14.87,1.34,2.07,8.82,16.35,207.84,170.04,0.52,85.72,17-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
17-Nov-2020 - 00:00,29.03,70.89,7.62,19.32,23.54,42.36,64.93,0.33,13.09,1.46,2.1,8.43,17.22,238.43,270.39,0.44,70.0,18-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
18-Nov-2020 - 00:00,51.42,101.44,3.86,21.4,18.08,39.49,44.54,0.22,15.57,1.59,1.95,8.82,16.62,225.42,250.82,0.32,59.51,19-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
19-Nov-2020 - 00:00,50.5,122.8,6.18,27.3,11.78,20.08,34.8,0.24,8.93,1.13,1.09,4.16,15.06,63.05,155.65,0.06,65.25,20-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
20-Nov-2020 - 00:00,52.32,102.4,3.07,16.6,9.33,25.42,23.94,0.36,16.52,1.74,1.56,8.5,16.78,214.53,284.97,0.39,55.07,21-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
21-Nov-2020 - 00:00,38.59,82.21,4.45,13.83,8.56,21.53,21.15,0.38,19.14,1.67,2.71,8.53,15.73,215.05,260.19,0.4,47.33,22-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
22-Nov-2020 - 00:00,66.37,130.19,10.9,16.1,9.6,25.68,23.76,0.77,16.32,1.96,2.82,8.72,15.97,226.49,244.87,0.31,48.86,23-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
23-Nov-2020 - 00:00,94.17,164.53,15.07,17.16,9.91,23.3,24.85,0.94,11.35,1.73,1.95,7.5,16.19,185.78,237.97,0.33,57.99,24-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
24-Nov-2020 - 00:00,59.68,97.79,11.87,17.86,8.36,26.06,23.95,0.89,9.56,1.91,1.64,8.82,17.91,195.6,244.57,0.45,54.84,25-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
25-Nov-2020 - 00:00,73.32,134.24,14.82,20.83,5.32,23.06,22.33,0.99,4.43,1.78,2.27,8.2,15.95,123.03,151.18,0.33,73.07,26-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
26-Nov-2020 - 00:00,33.72,62.09,17.85,15.5,6.15,21.58,20.3,1.35,13.38,1.48,1.69,8.82,16.64,230.89,258.51,0.41,65.27,27-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
27-Nov-2020 - 00:00,38.01,62.5,5.93,14.1,7.95,21.64,20.79,0.51,18.73,1.43,1.7,8.45,16.97,213.02,280.33,0.53,61.59,28-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
28-Nov-2020 - 00:00,48.23,140.45,6.12,16.69,7.09,23.75,22.1,0.53,21.85,1.74,1.98,8.72,16.93,220.44,266.67,0.38,53.53,29-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
29-Nov-2020 - 00:00,91.21,999.99,8.52,26.85,8.07,34.89,30.91,0.7,16.15,2.41,2.9,8.81,16.95,200.85,248.55,0.2,57.81,30-Nov-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
30-Nov-2020 - 00:00,128.52,,7.84,35.41,4.2,36.57,32.05,0.65,19.0,2.62,3.39,8.63,17.23,200.48,236.28,0.2,68.18,01-Dec-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
01-Dec-2020 - 00:00,201.83,,7.73,56.27,0.17,54.24,45.44,0.67,5.96,4.22,6.41,8.81,14.71,81.35,194.14,0.04,79.72,02-Dec-2020 - 00:00,"Golden Temple, Amritsar - PPCB"
