from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
27-Jul-2020 - 00:00,26.4,43.49,7.49,4.46,11.98,12.38,5.24,0.34,31.17,3.68,8.4,1.13,1.88,1.05,32.39,98.41,1.12,212.26,,999.8,80.41,0.22,28-Jul-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Jul-2020 - 00:00,24.8,36.43,6.61,2.3,8.9,10.17,6.41,0.32,34.51,2.67,10.26,0.44,1.16,0.4,32.03,96.23,1.68,203.23,,,131.4,0.01,29-Jul-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Jul-2020 - 00:00,13.83,26.13,5.02,2.25,7.27,9.3,5.71,0.2,19.21,1.72,10.27,0.2,0.58,0.25,31.12,98.14,1.79,243.07,,,112.86,0.59,30-Jul-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Jul-2020 - 00:00,7.27,22.35,5.47,2.67,8.14,9.65,7.06,0.21,11.51,1.19,7.83,0.11,0.51,0.16,32.97,92.66,1.25,219.89,,,155.18,0.03,31-Jul-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
31-Jul-2020 - 00:00,6.47,31.5,5.09,2.59,7.81,9.62,5.32,0.2,6.73,1.7,6.79,0.24,0.72,0.25,32.87,89.5,1.24,227.31,,999.45,218.74,0.0,01-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
01-Aug-2020 - 00:00,5.97,14.64,5.1,2.46,7.57,9.13,5.41,0.2,29.46,1.13,7.08,0.13,0.51,0.16,33.49,89.31,1.69,222.79,,999.57,148.06,0.01,02-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
02-Aug-2020 - 00:00,9.76,34.26,5.71,2.42,8.17,9.35,4.01,0.27,46.21,1.25,6.81,0.16,0.7,0.28,33.28,95.56,3.45,210.92,,,100.87,0.03,03-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
03-Aug-2020 - 00:00,32.06,69.53,6.84,2.36,9.2,9.98,6.89,0.4,68.03,1.75,8.26,0.3,0.87,0.31,34.28,86.69,1.49,168.97,,,129.86,0.0,04-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
04-Aug-2020 - 00:00,19.34,37.32,7.87,2.82,10.68,10.73,4.73,0.44,18.12,2.41,20.22,0.58,1.48,0.63,28.92,98.93,0.8,120.26,,999.72,42.56,0.21,05-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
05-Aug-2020 - 00:00,4.41,11.43,4.26,2.16,6.42,8.86,5.52,0.25,39.46,0.37,9.87,0.03,0.18,0.07,28.97,98.92,2.2,119.74,,,67.42,0.21,06-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
06-Aug-2020 - 00:00,4.22,10.84,5.94,2.73,8.65,9.82,6.63,0.31,30.26,0.85,10.03,0.17,0.6,0.17,28.52,98.93,1.64,175.49,,,61.55,0.13,07-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
07-Aug-2020 - 00:00,13.26,36.84,5.88,2.39,8.26,9.85,17.02,0.29,35.32,3.65,9.3,1.86,2.32,1.86,31.88,97.8,1.2,246.1,,,124.28,0.0,08-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
08-Aug-2020 - 00:00,12.39,30.51,4.57,2.11,6.68,8.9,24.07,0.2,43.17,,,,,,32.49,96.84,0.98,176.14,,,132.7,0.0,09-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
09-Aug-2020 - 00:00,9.07,18.19,4.23,2.2,6.44,8.74,25.86,0.2,34.53,,,,,,31.46,96.96,0.96,150.85,,,144.18,0.05,10-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
10-Aug-2020 - 00:00,7.65,18.39,4.38,3.49,7.87,10.01,27.33,0.21,21.29,1.43,6.5,0.6,1.07,0.69,31.2,96.88,1.54,155.81,,,127.54,0.01,11-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
11-Aug-2020 - 00:00,10.12,26.64,4.98,2.35,7.32,9.21,16.77,0.25,36.32,1.72,11.16,0.42,1.24,0.4,31.68,96.16,1.57,243.72,,,109.28,0.01,12-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
12-Aug-2020 - 00:00,14.19,30.69,4.99,3.14,8.09,9.94,5.94,0.23,39.49,2.13,7.54,1.2,1.5,1.13,32.1,95.37,1.43,191.37,,,122.86,0.0,13-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
13-Aug-2020 - 00:00,6.04,13.3,4.3,2.32,6.61,8.76,7.56,0.19,32.45,0.51,10.15,0.08,0.27,0.12,31.86,93.29,3.17,121.91,,,162.03,0.06,14-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
14-Aug-2020 - 00:00,6.18,15.33,5.02,2.39,7.42,9.27,8.04,0.23,27.54,0.5,10.74,0.09,0.35,0.14,30.47,97.34,3.63,114.51,,,118.5,0.13,15-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
15-Aug-2020 - 00:00,4.67,12.24,4.31,2.2,6.49,9.51,9.04,0.26,36.07,0.67,8.95,0.08,0.27,0.12,29.84,98.81,4.22,168.34,,,90.25,0.02,16-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
16-Aug-2020 - 00:00,6.35,17.92,4.64,2.24,6.87,9.92,9.01,0.26,31.1,0.84,10.23,0.07,0.33,0.13,30.33,97.74,3.52,205.06,,,123.25,0.03,17-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
17-Aug-2020 - 00:00,8.33,19.84,5.44,2.46,7.92,10.42,9.16,0.26,21.84,1.05,9.17,0.1,0.43,0.15,28.94,98.9,2.02,245.51,,,62.78,0.11,18-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
18-Aug-2020 - 00:00,8.35,20.32,5.56,2.47,8.04,10.47,8.21,0.3,25.32,3.74,10.4,1.87,2.46,1.84,29.03,98.9,3.07,207.76,,,73.89,0.1,19-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
19-Aug-2020 - 00:00,5.28,13.86,4.8,2.33,7.11,10.06,8.64,0.23,29.47,0.59,10.33,0.05,0.31,0.13,28.87,98.89,5.19,120.64,,,80.28,0.04,20-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
20-Aug-2020 - 00:00,3.47,8.02,3.95,2.1,6.04,9.63,9.22,0.23,39.48,0.43,8.99,0.03,0.15,0.08,28.2,98.92,5.57,119.84,,,66.42,0.3,21-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
21-Aug-2020 - 00:00,5.0,10.88,4.09,2.17,6.26,9.82,8.78,0.21,28.28,0.51,11.6,0.04,0.18,0.09,27.6,98.93,2.46,159.54,,,58.73,0.52,22-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
22-Aug-2020 - 00:00,12.72,28.96,8.69,3.16,13.11,11.73,8.68,0.34,22.29,4.35,15.28,0.64,1.88,0.88,28.27,98.92,2.24,196.77,,,68.84,0.17,23-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
23-Aug-2020 - 00:00,19.92,34.02,8.76,2.75,9.53,11.15,8.56,0.35,24.45,3.11,12.13,0.51,1.38,0.43,29.15,98.79,2.34,233.52,,,78.78,0.06,24-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
24-Aug-2020 - 00:00,19.47,42.16,11.96,4.63,14.6,13.91,9.44,0.45,20.19,3.89,15.55,1.08,2.38,1.07,29.57,97.79,3.13,178.8,,,110.97,0.22,25-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
25-Aug-2020 - 00:00,20.98,44.1,9.2,2.45,9.53,10.9,8.41,0.31,36.75,1.92,14.0,0.34,0.96,0.38,32.17,91.21,2.61,72.69,,,123.96,0.04,26-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
26-Aug-2020 - 00:00,7.47,18.27,7.07,2.3,7.33,10.01,8.87,0.23,35.26,1.8,9.56,1.34,1.5,1.21,29.63,98.91,3.97,94.5,,,72.6,0.08,27-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
27-Aug-2020 - 00:00,4.47,13.73,6.19,2.12,6.31,9.53,8.87,0.19,29.85,0.48,10.34,0.06,0.18,0.08,28.28,98.94,1.49,193.05,,,58.8,0.42,28-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Aug-2020 - 00:00,13.18,35.44,7.59,4.41,10.0,11.77,9.11,0.22,31.48,4.41,8.33,0.0,3.21,2.49,30.51,97.35,1.99,255.72,,,122.64,0.05,29-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Aug-2020 - 00:00,17.11,41.03,7.4,2.27,7.69,9.74,9.11,0.13,47.99,1.6,10.16,0.0,0.61,0.22,32.71,92.59,2.34,257.81,,,151.51,0.0,30-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Aug-2020 - 00:00,21.55,51.41,7.94,2.28,9.87,11.55,8.57,0.26,50.65,2.28,6.31,0.0,1.23,0.34,33.24,88.13,2.36,261.66,,,61.21,0.0,31-Aug-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
31-Aug-2020 - 00:00,23.77,48.37,5.41,2.2,7.62,10.45,8.96,0.18,49.81,2.02,7.66,0.0,0.55,0.21,32.29,90.27,1.54,220.88,,,105.42,0.0,01-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
01-Sep-2020 - 00:00,20.58,39.72,8.55,4.4,12.96,12.86,8.98,0.33,8.67,5.11,15.19,0.0,3.21,1.85,27.72,98.92,1.58,197.19,,,49.29,0.17,02-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
02-Sep-2020 - 00:00,12.58,27.03,6.52,2.86,9.38,10.73,8.99,0.17,17.85,2.12,11.8,0.0,0.96,0.3,28.52,98.3,1.79,156.84,,,107.28,0.04,03-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
03-Sep-2020 - 00:00,9.5,25.63,5.72,3.91,9.63,10.59,9.38,0.18,12.51,2.31,9.13,0.0,1.23,0.54,32.69,92.3,1.78,192.34,,,173.35,0.0,04-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
04-Sep-2020 - 00:00,13.38,29.46,7.08,4.3,11.37,11.64,8.94,0.34,21.52,6.86,12.4,0.75,2.25,0.82,32.12,95.95,1.49,249.62,,,84.04,0.01,05-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
05-Sep-2020 - 00:00,11.6,29.29,3.2,2.0,5.19,5.33,8.65,0.19,28.04,2.87,10.94,0.29,0.91,0.35,32.91,88.97,3.17,262.77,,,149.08,0.0,06-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
06-Sep-2020 - 00:00,9.17,22.2,2.99,2.01,5.01,5.0,9.87,0.22,11.7,0.97,9.38,0.09,0.47,0.15,32.52,95.93,2.55,264.02,,,49.86,0.0,07-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
07-Sep-2020 - 00:00,5.36,17.44,3.0,2.02,5.01,7.01,10.44,0.19,19.89,1.52,9.97,0.07,0.36,0.15,32.99,95.25,2.07,261.11,,,105.52,0.0,08-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
08-Sep-2020 - 00:00,5.45,25.25,6.56,4.33,10.89,8.79,8.84,0.29,25.02,4.14,11.42,0.49,1.42,0.52,31.39,96.1,1.83,250.96,,,88.61,0.0,09-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
09-Sep-2020 - 00:00,9.07,51.73,8.98,5.89,14.87,7.99,9.58,0.3,45.39,4.47,11.38,0.5,1.53,0.59,32.2,94.57,1.5,230.81,,,99.51,0.0,10-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
10-Sep-2020 - 00:00,7.81,40.59,8.98,5.92,14.89,8.0,8.5,0.27,26.83,3.57,11.33,0.33,1.13,0.41,31.56,97.7,2.05,262.45,,,87.44,0.01,11-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
11-Sep-2020 - 00:00,7.63,27.4,8.99,5.89,14.87,7.98,8.55,0.18,24.74,1.23,8.4,0.05,0.34,0.15,32.74,93.95,1.37,239.11,,,127.69,0.0,12-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
12-Sep-2020 - 00:00,7.1,23.49,8.99,5.9,14.89,7.99,8.84,0.2,21.49,0.98,6.73,0.09,0.43,0.14,32.21,97.78,2.26,206.61,,,93.36,0.18,13-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
13-Sep-2020 - 00:00,6.33,15.57,8.99,5.89,14.87,7.99,8.45,0.22,15.32,1.29,7.36,0.15,0.52,0.21,32.48,95.87,1.43,229.97,,,110.75,0.17,14-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
14-Sep-2020 - 00:00,6.38,15.67,8.98,5.89,14.88,7.99,8.71,0.19,13.44,0.95,7.32,0.07,0.36,0.12,32.47,96.76,0.87,234.32,,,129.96,0.04,15-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
15-Sep-2020 - 00:00,10.06,25.08,8.85,6.27,15.06,8.11,8.76,0.27,15.06,2.11,8.34,0.3,0.81,0.27,30.51,98.44,1.07,266.19,,,116.08,0.25,16-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
16-Sep-2020 - 00:00,6.9,21.55,6.77,4.88,11.57,9.73,8.38,0.24,19.51,1.93,8.83,0.19,0.74,0.28,31.82,94.17,1.71,274.34,,,164.58,0.0,17-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
17-Sep-2020 - 00:00,9.94,24.8,3.99,3.89,7.87,11.99,8.45,0.25,40.92,1.57,7.97,0.09,0.55,0.21,32.35,93.17,1.52,269.85,,,128.23,0.0,18-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
18-Sep-2020 - 00:00,10.43,25.21,3.99,3.9,7.88,11.99,8.49,0.29,35.7,1.58,7.53,0.17,0.68,0.23,29.78,91.55,1.23,214.12,,994.51,154.22,0.4,19-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
19-Sep-2020 - 00:00,14.59,37.29,4.01,3.84,7.82,11.96,8.25,0.4,44.67,1.91,10.11,0.3,0.98,0.32,30.31,86.0,0.85,115.3,,993.33,360.53,0.0,20-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
20-Sep-2020 - 00:00,16.57,37.27,3.97,3.95,7.92,12.01,8.61,0.34,48.88,1.54,8.24,0.14,0.66,0.41,28.17,95.21,1.34,112.36,,993.46,382.5,0.04,21-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
21-Sep-2020 - 00:00,5.36,11.9,3.99,3.92,7.89,12.0,8.6,0.27,33.36,0.55,5.8,0.03,0.23,0.08,26.96,95.39,2.81,125.35,,998.51,403.39,0.2,22-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
22-Sep-2020 - 00:00,10.28,21.79,3.95,4.16,7.94,12.04,8.45,0.27,35.34,1.62,5.9,0.05,0.41,0.19,27.32,95.42,1.56,186.49,,995.8,281.92,0.08,23-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
23-Sep-2020 - 00:00,7.8,19.13,4.15,4.5,7.94,12.11,8.74,0.27,23.21,1.97,6.22,0.2,0.55,0.22,28.06,95.45,1.3,237.21,,994.32,181.39,0.16,24-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
24-Sep-2020 - 00:00,10.77,31.58,3.9,4.4,7.65,12.12,8.4,0.26,31.29,2.99,7.92,0.24,0.99,0.42,29.62,95.4,2.31,264.1,,996.71,235.65,0.0,25-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
25-Sep-2020 - 00:00,14.23,35.8,4.79,3.85,6.86,11.41,7.95,0.34,27.11,8.06,8.51,0.84,2.23,1.1,27.47,95.41,2.55,262.62,,996.1,246.37,0.07,26-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
26-Sep-2020 - 00:00,16.07,34.75,4.1,2.9,7.0,12.0,56.2,0.3,31.96,3.0,6.13,0.18,0.54,0.2,26.33,95.44,1.4,228.5,,991.12,79.58,0.01,27-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
27-Sep-2020 - 00:00,22.83,51.51,4.1,2.9,7.0,12.0,71.05,0.32,69.93,2.33,7.4,0.19,0.65,0.27,28.39,88.74,2.25,202.3,,995.93,78.45,0.0,28-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Sep-2020 - 00:00,39.46,85.67,4.1,2.9,7.0,12.0,8.84,0.51,41.12,5.63,21.02,0.42,2.49,1.29,29.24,93.5,1.7,211.76,,994.54,95.05,0.0,29-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Sep-2020 - 00:00,21.79,50.64,6.04,5.43,6.47,12.64,9.57,0.25,21.85,6.17,8.84,1.53,3.94,3.11,29.25,90.72,1.72,185.79,,993.93,109.67,0.0,30-Sep-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Sep-2020 - 00:00,13.77,36.15,,7.82,3.67,12.0,8.26,0.32,21.46,4.23,9.19,0.45,1.09,0.36,30.06,92.25,1.4,177.28,,994.34,110.03,0.0,01-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
01-Oct-2020 - 00:00,10.52,30.98,2.28,7.98,9.72,12.09,8.84,0.3,28.08,1.42,5.93,0.2,0.63,0.28,29.45,92.44,1.76,108.13,,994.99,118.42,0.0,02-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
02-Oct-2020 - 00:00,8.24,19.98,2.28,7.83,10.1,11.99,9.27,0.28,32.86,1.32,6.0,0.08,0.34,0.12,28.04,93.76,1.88,117.56,,996.13,124.63,0.02,03-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
03-Oct-2020 - 00:00,12.34,27.45,2.28,7.85,10.11,11.99,8.64,0.32,27.01,3.35,8.73,0.31,1.08,0.36,27.16,94.98,1.36,140.18,,993.68,114.39,0.01,04-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
04-Oct-2020 - 00:00,14.91,32.75,2.27,7.84,10.1,11.98,8.61,0.33,20.02,2.03,7.76,0.27,0.88,0.26,26.3,94.68,1.19,160.63,,992.36,100.21,0.04,05-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
05-Oct-2020 - 00:00,12.85,28.91,2.26,7.84,10.1,11.99,8.6,0.25,21.16,1.68,6.99,0.13,0.55,0.16,26.34,94.96,1.61,139.6,,996.51,99.13,0.01,06-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
06-Oct-2020 - 00:00,11.27,24.0,2.39,7.96,10.17,12.05,8.72,0.26,33.61,2.11,6.9,0.16,0.55,0.16,28.44,94.44,1.88,139.31,,996.14,115.3,0.22,07-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
07-Oct-2020 - 00:00,13.11,27.21,2.17,8.11,10.23,12.17,10.14,0.28,34.53,1.57,6.22,0.08,0.45,0.17,29.05,95.25,1.62,154.29,,995.95,125.9,0.0,08-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
08-Oct-2020 - 00:00,17.08,37.52,2.29,7.83,10.11,11.98,8.7,0.36,30.18,7.13,12.35,0.3,2.03,1.01,29.64,91.3,1.19,227.58,,994.51,111.0,0.0,09-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
09-Oct-2020 - 00:00,33.79,73.08,2.29,7.85,10.12,12.0,8.77,0.86,22.75,16.98,25.73,0.37,5.53,2.87,29.27,92.57,1.77,179.25,,994.91,103.72,0.19,10-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
10-Oct-2020 - 00:00,40.13,85.17,2.27,7.84,10.1,12.0,8.27,0.68,25.84,10.49,23.27,0.51,4.38,2.63,29.38,92.2,1.85,188.68,,997.26,110.34,0.16,11-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
11-Oct-2020 - 00:00,27.54,59.37,2.27,7.84,10.12,11.98,9.05,0.4,35.11,3.64,11.76,0.54,1.5,0.58,30.25,89.27,1.61,186.43,,995.77,119.97,0.0,12-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
12-Oct-2020 - 00:00,28.24,62.27,2.28,7.83,10.1,11.98,10.11,0.48,37.2,4.96,16.49,0.42,2.16,1.06,30.87,86.51,0.97,166.17,,992.5,130.26,0.0,13-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
13-Oct-2020 - 00:00,22.36,52.26,2.26,7.86,10.11,11.99,8.86,0.39,35.08,3.82,7.79,0.33,1.67,0.87,29.97,84.63,1.26,164.38,,992.54,122.55,0.0,14-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
14-Oct-2020 - 00:00,9.05,25.94,2.27,7.85,10.1,11.99,8.72,0.26,38.32,1.58,4.89,0.07,0.3,0.11,29.19,89.56,1.63,123.2,,994.63,120.59,0.0,15-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
15-Oct-2020 - 00:00,9.4,23.3,2.27,7.85,10.11,11.99,8.67,0.28,28.19,2.04,5.43,0.1,0.43,0.14,29.89,88.41,2.05,136.67,,994.9,126.56,0.0,16-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
16-Oct-2020 - 00:00,30.79,69.65,2.27,7.85,10.12,11.99,11.35,0.64,29.82,11.15,29.04,0.43,5.76,3.91,29.66,88.22,1.19,191.12,,992.98,103.48,0.0,17-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
17-Oct-2020 - 00:00,42.36,89.51,2.28,7.83,10.11,11.99,10.49,0.52,44.93,6.25,16.64,1.65,3.09,1.67,31.04,83.52,1.45,172.41,,994.52,113.9,0.0,18-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
18-Oct-2020 - 00:00,44.16,87.91,2.28,7.84,10.11,11.99,8.52,0.46,40.17,5.81,8.92,0.75,1.67,0.64,29.03,94.54,1.51,178.35,,994.3,102.75,0.0,19-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
19-Oct-2020 - 00:00,33.44,77.14,2.26,7.86,10.11,12.0,11.18,0.93,25.43,21.03,30.16,0.75,6.72,4.04,28.24,93.25,1.49,217.5,,994.61,100.47,0.0,20-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
20-Oct-2020 - 00:00,50.02,102.47,2.26,7.86,10.11,12.0,11.1,0.23,57.69,5.4,15.51,2.93,2.43,1.91,29.95,85.32,2.33,128.39,,995.11,118.25,0.0,21-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
21-Oct-2020 - 00:00,7.5,20.09,2.29,7.83,10.11,11.99,9.17,0.16,30.94,1.07,5.08,0.27,0.37,0.15,28.57,93.63,2.25,118.26,,995.06,106.25,0.0,22-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
22-Oct-2020 - 00:00,6.59,14.96,2.27,7.84,10.11,11.99,9.34,0.2,28.77,0.75,5.08,0.13,0.33,0.1,25.04,95.43,2.7,113.91,,996.92,81.64,0.04,23-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
23-Oct-2020 - 00:00,9.19,20.26,2.26,7.87,10.11,11.99,10.41,0.25,17.64,1.06,8.26,0.14,0.61,0.21,24.56,95.46,0.96,83.7,,994.03,76.63,0.02,24-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
24-Oct-2020 - 00:00,12.02,36.34,2.26,7.86,10.1,11.99,10.76,0.38,27.66,1.94,8.86,0.5,1.55,0.38,26.44,91.84,0.84,195.15,,992.58,111.0,0.0,25-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
25-Oct-2020 - 00:00,31.14,65.9,2.26,7.86,10.11,12.01,11.2,0.51,39.89,3.85,10.68,0.45,2.29,0.54,27.83,90.21,1.01,205.19,,993.28,109.79,0.0,26-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
26-Oct-2020 - 00:00,51.05,108.48,2.27,7.85,10.1,12.0,12.83,0.9,56.9,6.13,13.06,0.22,3.98,1.06,27.67,72.59,1.25,220.41,,994.32,109.74,0.0,27-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
27-Oct-2020 - 00:00,63.39,144.29,7.95,9.44,16.96,20.68,13.58,0.71,62.16,5.75,13.5,0.28,3.9,1.47,27.7,68.62,1.29,207.31,,993.3,108.83,0.01,28-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
28-Oct-2020 - 00:00,75.32,165.89,9.0,8.18,17.03,16.01,14.89,0.64,65.32,5.53,13.72,0.41,2.16,0.99,27.17,76.24,0.72,196.97,,990.93,105.49,0.0,29-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
29-Oct-2020 - 00:00,50.6,112.69,5.6,8.01,13.63,14.49,14.0,0.46,59.77,4.02,10.67,0.14,1.58,0.61,27.68,83.54,0.99,132.25,,993.22,107.84,0.0,30-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
30-Oct-2020 - 00:00,40.88,95.01,3.02,8.0,11.01,12.09,13.48,0.4,72.18,2.59,8.79,0.1,0.94,0.47,28.29,77.67,0.53,105.67,,991.61,108.43,0.0,31-Oct-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
31-Oct-2020 - 00:00,39.6,89.43,4.58,6.84,11.3,10.06,10.6,0.35,58.85,2.76,6.04,0.05,0.51,0.34,27.65,88.72,1.27,111.56,,994.71,102.11,0.0,01-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
01-Nov-2020 - 00:00,6.68,18.23,6.06,5.8,11.85,8.33,4.73,0.28,37.99,0.82,5.16,0.05,0.28,0.11,28.28,91.33,2.0,112.18,,995.8,100.05,0.0,02-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
02-Nov-2020 - 00:00,12.45,29.66,9.86,6.52,16.39,7.15,8.9,0.38,24.92,1.8,6.75,0.15,0.6,0.18,27.88,88.57,1.41,97.06,,996.61,96.59,0.0,03-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
03-Nov-2020 - 00:00,54.89,116.83,13.34,5.94,19.31,8.27,8.75,0.61,88.16,3.63,11.67,0.29,1.31,0.64,28.19,74.31,0.74,102.52,,992.61,112.54,0.0,04-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
04-Nov-2020 - 00:00,83.49,189.92,56.11,21.77,77.95,18.72,26.74,1.59,15.04,16.68,52.55,0.57,9.86,6.29,26.19,49.45,1.59,254.07,,993.9,54.68,0.0,05-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
05-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,06-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
06-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,07-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
07-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,08-Nov-2020 - 00:00,"Bidhannagar, Kolkata - WBPCB"
