from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,BP,SR,RF,to date,station
25-Jul-2020 - 00:00,,31.01,14.2,5.65,19.85,2.4,4.67,0.55,37.88,0.42,1.63,3.59,1.01,3.34,28.56,87.69,0.41,138.83,753.0,167.28,0.01,26-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Jul-2020 - 00:00,,31.86,15.55,5.93,21.48,1.06,3.78,0.58,25.98,0.45,1.63,4.16,1.01,3.49,30.25,84.15,0.12,224.7,753.09,190.59,0.0,27-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Jul-2020 - 00:00,,25.79,17.97,7.1,25.07,1.3,3.61,0.55,20.38,0.4,1.86,3.75,1.11,11.14,30.05,86.44,0.11,229.5,752.87,132.2,0.0,28-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Jul-2020 - 00:00,,11.79,14.32,6.31,20.63,5.66,3.35,0.49,18.95,0.39,1.63,3.54,1.01,3.99,26.95,94.56,0.33,194.02,752.64,70.04,0.62,29-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Jul-2020 - 00:00,,10.21,12.32,4.21,16.53,3.29,3.8,0.47,30.8,0.38,1.63,3.85,1.0,2.68,28.89,85.74,0.34,138.99,753.04,178.16,0.0,30-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Jul-2020 - 00:00,,14.05,19.14,7.31,26.44,1.9,4.54,0.6,16.38,0.45,1.63,3.69,1.01,5.04,27.8,93.62,0.23,192.17,752.59,58.06,0.02,31-Jul-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Jul-2020 - 00:00,,30.07,14.16,6.05,20.17,3.33,3.66,0.48,19.1,0.4,1.63,3.73,1.01,4.03,27.92,91.2,0.31,165.33,748.49,149.56,0.16,01-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Aug-2020 - 00:00,,37.91,21.26,6.81,28.07,4.22,4.32,0.66,24.75,0.47,1.63,4.21,1.01,4.81,29.18,86.38,0.18,203.93,743.84,150.18,0.01,02-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Aug-2020 - 00:00,,44.56,20.64,7.61,27.7,9.63,3.59,0.65,19.96,0.42,1.68,3.77,1.0,4.72,29.57,84.57,0.17,225.89,747.38,141.06,0.01,03-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Aug-2020 - 00:00,,46.35,28.07,9.46,24.72,10.15,3.32,0.8,17.5,0.44,1.88,4.16,1.02,4.91,29.7,88.03,0.16,212.57,752.95,152.6,0.22,04-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Aug-2020 - 00:00,,35.63,25.92,8.82,17.11,,2.87,0.73,22.6,0.4,1.63,3.96,1.01,4.35,30.14,84.67,0.25,207.87,753.13,200.07,0.58,05-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Aug-2020 - 00:00,,23.88,17.28,5.58,11.71,,2.67,0.56,31.04,0.37,1.66,3.52,1.01,3.15,28.98,86.98,0.99,72.02,752.98,161.22,0.36,06-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Aug-2020 - 00:00,,18.34,14.17,4.03,10.13,1.55,3.07,0.45,39.6,0.32,1.68,3.26,1.01,2.45,29.22,82.23,1.2,98.44,753.09,190.4,0.26,07-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Aug-2020 - 00:00,,18.01,19.5,6.06,13.35,1.49,3.0,0.56,27.28,0.36,1.62,3.31,1.0,3.04,29.13,84.72,0.42,111.66,752.97,157.94,0.0,08-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Aug-2020 - 00:00,18.02,21.18,26.03,7.82,18.22,3.39,2.88,0.72,21.77,0.38,1.71,3.24,1.09,2.76,30.4,82.54,0.33,201.88,751.81,221.98,0.0,09-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Aug-2020 - 00:00,28.47,,13.94,3.5,10.43,11.0,2.68,0.59,31.18,0.37,1.65,3.08,1.07,1.71,29.74,85.08,0.67,96.99,749.76,103.96,0.03,10-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Aug-2020 - 00:00,22.6,,13.5,4.04,9.46,8.53,2.58,0.49,31.86,0.35,1.63,3.26,1.01,2.12,30.02,81.03,0.85,89.24,749.97,158.06,0.01,11-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Aug-2020 - 00:00,23.29,,22.3,7.01,15.29,7.81,2.75,0.74,22.05,0.42,1.63,3.58,1.01,4.19,29.05,89.21,0.42,141.77,749.87,132.06,1.2,12-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Aug-2020 - 00:00,14.43,,13.85,3.91,9.94,8.87,2.5,0.51,26.59,0.34,1.63,3.3,1.0,2.19,27.3,93.6,0.49,147.84,750.58,89.57,0.4,13-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Aug-2020 - 00:00,20.48,,23.6,8.2,15.45,6.82,2.62,0.67,30.07,0.4,1.63,3.45,1.01,4.36,28.39,91.32,0.47,103.84,752.73,94.95,0.27,14-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Aug-2020 - 00:00,17.43,,19.91,6.22,13.69,7.8,2.74,0.6,26.46,0.4,1.63,3.33,1.01,3.09,30.12,82.21,0.66,86.28,752.02,177.88,0.01,15-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Aug-2020 - 00:00,21.56,,18.59,4.52,14.07,9.62,2.88,0.51,40.33,0.34,1.64,3.2,1.11,1.89,30.24,80.26,0.86,64.3,751.09,189.2,0.0,16-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Aug-2020 - 00:00,9.23,,12.41,4.26,8.15,10.0,2.86,0.44,36.96,0.32,1.63,3.19,1.0,1.86,29.15,82.17,1.06,52.83,750.9,139.38,0.0,17-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Aug-2020 - 00:00,15.96,,15.97,4.73,11.24,8.1,2.93,0.57,45.35,0.36,1.63,3.38,1.0,2.67,29.44,83.52,0.92,63.62,750.89,138.57,0.0,18-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Aug-2020 - 00:00,23.26,,19.6,4.66,15.06,6.9,3.05,0.61,33.97,0.39,1.63,3.58,1.0,2.95,29.88,83.68,0.64,75.03,750.8,113.96,0.01,19-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Aug-2020 - 00:00,19.39,,18.69,5.14,13.57,6.48,3.13,0.57,39.77,0.38,1.63,3.47,1.0,2.71,30.35,78.29,0.86,62.82,751.0,167.79,0.0,20-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Aug-2020 - 00:00,9.68,,13.99,4.49,9.52,9.13,2.86,0.44,39.02,0.33,1.63,3.29,1.0,2.02,28.84,78.16,1.52,67.46,750.78,109.15,0.02,21-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Aug-2020 - 00:00,11.76,,14.97,4.5,10.47,7.67,6.28,0.44,31.63,0.32,1.63,3.2,1.0,1.92,27.79,84.51,1.38,80.28,750.88,135.44,0.04,22-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Aug-2020 - 00:00,20.31,,16.84,4.28,12.57,6.74,8.11,0.44,43.34,0.35,1.63,3.41,1.0,2.02,28.09,84.98,0.86,85.75,750.79,111.19,0.0,23-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Aug-2020 - 00:00,23.07,,31.21,8.1,23.11,4.99,3.46,0.74,31.0,0.44,1.63,3.67,1.01,4.25,28.37,87.3,0.31,165.04,750.88,135.05,0.05,24-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Aug-2020 - 00:00,21.06,,37.8,13.91,23.94,4.8,3.05,0.71,26.44,0.41,1.63,3.56,1.01,4.53,29.02,83.01,0.17,241.04,751.07,182.89,0.0,25-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Aug-2020 - 00:00,19.79,,29.58,16.22,35.49,4.56,3.58,0.78,15.89,0.43,1.01,4.38,1.29,5.85,30.44,78.08,0.16,252.14,752.19,212.16,0.0,26-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Aug-2020 - 00:00,19.3,96.26,18.8,8.65,27.16,7.23,4.42,0.61,11.41,0.54,1.28,7.64,2.73,13.51,30.29,78.18,0.56,130.67,753.11,194.19,0.38,27-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Aug-2020 - 00:00,,25.57,10.97,4.8,15.74,8.75,5.09,0.48,40.03,0.34,0.24,3.33,0.59,2.84,28.23,82.4,1.31,61.25,752.9,139.07,0.17,28-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Aug-2020 - 00:00,,24.22,11.45,4.15,15.6,7.12,8.79,0.52,46.19,0.35,0.19,3.38,0.45,2.23,29.08,80.83,1.01,97.59,753.11,196.66,0.01,29-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Aug-2020 - 00:00,,43.17,17.98,7.06,24.8,6.54,7.83,0.57,44.09,0.38,0.17,3.26,0.52,2.62,29.82,74.66,0.65,151.15,753.12,197.95,0.0,30-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Aug-2020 - 00:00,,48.57,21.58,9.0,30.55,5.07,7.83,0.57,39.92,0.37,0.16,3.29,0.55,3.02,30.31,72.96,0.21,220.26,753.22,222.95,0.0,31-Aug-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Aug-2020 - 00:00,12.8,34.9,27.8,16.49,44.36,4.39,5.42,0.8,29.79,0.43,0.2,3.45,1.04,5.72,29.61,82.11,0.17,230.15,752.99,163.22,0.16,01-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Sep-2020 - 00:00,27.12,49.58,28.14,18.66,43.74,5.3,3.47,0.79,17.33,0.43,0.21,3.33,1.03,5.76,29.45,82.52,0.15,245.15,752.94,150.1,0.28,02-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Sep-2020 - 00:00,15.11,29.53,12.28,4.43,16.71,8.5,6.79,0.49,49.23,0.36,0.15,3.33,0.48,2.69,28.39,83.43,0.81,123.72,752.95,152.33,0.26,03-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Sep-2020 - 00:00,21.66,48.54,18.19,5.66,23.84,6.31,5.54,0.61,49.18,0.41,0.15,3.43,0.55,3.05,29.84,76.27,0.62,101.32,753.12,199.0,0.0,04-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Sep-2020 - 00:00,22.53,42.72,27.95,16.17,43.53,5.27,4.31,0.92,36.64,0.47,0.21,3.58,1.07,5.83,30.6,77.53,0.36,185.49,753.17,208.72,0.0,05-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Sep-2020 - 00:00,28.18,56.38,24.82,11.29,36.01,4.34,3.0,0.87,24.04,0.45,0.2,3.57,0.94,5.34,30.78,80.59,0.17,223.6,753.02,171.2,0.0,06-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Sep-2020 - 00:00,11.16,52.05,18.88,9.83,28.71,5.06,3.37,0.72,22.07,0.39,0.17,3.37,0.62,3.59,30.7,81.53,0.17,249.93,752.96,155.29,0.0,07-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Sep-2020 - 00:00,12.94,50.74,23.94,16.02,39.95,4.24,2.76,0.97,15.27,0.48,0.23,3.52,1.3,7.27,28.35,89.33,0.23,212.55,752.81,114.72,0.17,08-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Sep-2020 - 00:00,13.66,45.59,31.09,20.35,51.44,5.8,3.21,1.01,17.85,0.54,0.28,3.76,1.61,8.72,28.2,90.83,0.23,192.99,752.86,129.36,0.36,09-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Sep-2020 - 00:00,19.14,35.26,29.16,15.92,45.02,5.53,3.14,0.97,20.72,0.52,0.24,3.68,1.26,6.99,29.38,86.54,0.28,181.92,751.85,145.92,0.0,10-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Sep-2020 - 00:00,20.25,31.62,36.59,16.56,53.16,4.82,3.13,0.97,27.65,0.49,0.23,3.76,1.37,7.55,28.84,83.99,0.2,197.7,750.94,148.7,0.08,11-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Sep-2020 - 00:00,20.16,31.45,26.6,12.19,37.26,5.73,3.4,0.85,24.54,0.48,0.21,3.57,1.13,6.26,28.69,86.98,0.29,157.43,750.97,151.53,0.43,12-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Sep-2020 - 00:00,14.37,42.11,19.01,5.44,24.45,7.59,4.36,0.83,25.5,0.48,0.46,4.93,1.09,5.89,29.16,85.27,0.48,110.48,750.76,101.5,0.0,13-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Sep-2020 - 00:00,24.82,44.99,19.25,4.69,23.94,5.73,5.76,0.74,11.47,0.59,1.57,8.58,2.81,15.22,29.18,84.96,0.47,126.22,750.82,116.63,0.0,14-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Sep-2020 - 00:00,33.62,80.0,34.52,22.19,54.35,4.99,4.44,1.3,8.86,0.71,1.28,6.8,3.36,18.15,30.39,79.59,0.27,182.19,752.07,179.69,0.0,15-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Sep-2020 - 00:00,26.21,56.03,28.16,14.18,42.34,4.9,3.01,0.88,21.31,0.52,0.29,3.6,1.32,7.37,32.03,73.48,0.16,253.17,753.1,197.9,0.0,16-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Sep-2020 - 00:00,29.43,56.64,33.04,16.98,49.86,6.51,4.22,1.03,28.22,0.53,0.26,3.72,1.55,8.26,31.37,76.98,0.17,236.75,752.57,201.92,0.0,17-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Sep-2020 - 00:00,21.47,56.17,18.3,6.12,24.44,6.13,3.94,0.67,36.01,0.46,0.2,3.5,0.93,5.18,29.13,83.72,0.45,129.18,752.41,132.2,0.0,18-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Sep-2020 - 00:00,26.28,52.66,22.48,9.44,23.17,6.86,6.63,0.74,44.68,0.44,0.17,3.55,0.91,5.05,28.71,83.3,0.57,111.05,752.81,116.76,0.0,19-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Sep-2020 - 00:00,17.1,48.36,27.59,11.74,24.7,5.85,8.71,0.82,44.62,0.47,0.18,3.55,1.03,5.61,29.07,81.97,0.51,111.13,752.85,119.16,0.0,20-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Sep-2020 - 00:00,12.68,58.01,34.86,18.71,34.09,3.64,4.46,0.97,31.72,0.52,0.23,3.75,1.31,7.25,30.37,78.55,0.21,182.53,753.11,195.0,0.0,21-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Sep-2020 - 00:00,9.94,46.99,19.82,6.9,16.75,6.39,4.03,0.65,28.45,0.47,0.2,3.27,0.79,4.44,28.23,87.3,0.69,90.96,752.73,95.99,0.51,22-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Sep-2020 - 00:00,4.46,17.12,12.43,5.89,12.09,7.48,4.26,0.51,26.77,0.36,0.14,2.92,0.62,3.49,26.75,92.41,1.18,63.49,752.61,64.99,0.6,23-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Sep-2020 - 00:00,9.84,23.12,14.86,5.27,12.86,6.44,5.78,0.55,36.22,0.37,0.13,3.06,0.62,3.42,26.78,92.36,0.98,86.91,752.79,110.14,0.78,24-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Sep-2020 - 00:00,11.88,25.03,16.44,5.27,13.69,5.4,5.71,0.55,31.98,0.4,0.14,3.09,0.6,3.27,26.47,94.46,0.89,103.02,752.65,72.94,0.97,25-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Sep-2020 - 00:00,7.43,18.63,26.69,18.67,29.79,2.99,4.23,0.84,20.72,0.47,0.19,3.24,1.25,6.97,25.97,95.88,0.32,168.53,752.67,78.58,0.2,26-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Sep-2020 - 00:00,8.26,24.55,24.18,14.31,24.99,3.47,4.12,0.78,30.22,0.44,0.17,3.13,1.07,6.21,26.09,91.82,0.34,175.34,752.66,75.78,0.08,27-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Sep-2020 - 00:00,10.72,45.36,32.95,24.35,37.61,3.74,4.14,1.0,36.94,0.51,0.2,3.55,1.41,7.73,27.21,85.63,0.21,175.11,752.98,162.64,0.0,28-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Sep-2020 - 00:00,19.6,69.75,39.43,31.4,46.66,3.34,4.18,1.31,23.18,0.61,0.27,3.78,1.85,10.19,28.2,85.9,0.15,215.9,752.91,142.33,0.0,29-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Sep-2020 - 00:00,48.54,112.0,45.29,30.65,49.08,1.73,4.48,1.32,13.1,0.62,0.27,4.0,1.79,9.96,28.9,82.04,0.13,223.18,753.04,176.85,0.0,30-Sep-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Sep-2020 - 00:00,60.26,135.98,50.03,21.48,44.23,2.41,4.73,1.21,18.7,0.58,0.24,4.18,1.61,8.95,28.58,81.66,0.12,243.58,752.94,149.23,0.0,01-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Oct-2020 - 00:00,51.39,103.98,34.08,12.32,28.56,5.31,4.03,0.98,27.62,0.53,0.18,3.91,1.07,6.12,28.44,82.22,0.21,213.57,752.84,124.15,0.0,02-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Oct-2020 - 00:00,41.38,68.87,36.54,22.05,37.4,5.73,4.25,1.17,27.52,0.55,0.21,3.86,1.43,7.71,28.35,83.43,0.21,204.02,752.92,145.6,0.01,03-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Oct-2020 - 00:00,31.98,54.96,30.01,13.1,27.07,5.18,3.65,0.81,15.13,0.49,0.19,3.26,1.11,6.25,27.14,92.3,0.25,175.29,752.77,106.05,0.35,04-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
04-Oct-2020 - 00:00,20.75,41.37,30.15,19.28,30.48,4.54,4.0,0.85,14.23,0.47,0.19,3.17,1.2,6.56,27.51,90.14,0.23,207.07,752.88,135.21,0.08,05-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
05-Oct-2020 - 00:00,27.24,53.92,33.93,25.93,39.38,3.25,3.93,1.04,11.77,0.53,0.23,3.35,1.61,8.77,27.14,92.59,0.18,228.2,752.72,91.73,0.34,06-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
06-Oct-2020 - 00:00,27.24,62.09,34.85,24.5,38.73,3.84,4.67,1.03,22.13,0.57,0.26,3.75,1.7,9.15,28.43,84.29,0.24,183.55,753.0,165.15,0.01,07-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
07-Oct-2020 - 00:00,35.31,74.25,33.45,14.81,30.19,3.69,5.25,0.86,24.89,0.51,0.2,3.34,1.14,6.52,29.12,80.63,0.27,168.1,753.01,168.95,0.0,08-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
08-Oct-2020 - 00:00,43.98,82.04,38.29,20.42,37.25,3.36,4.04,1.14,18.23,0.56,0.22,3.52,1.37,7.61,29.08,83.67,0.18,199.68,752.86,130.4,0.0,09-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
09-Oct-2020 - 00:00,44.06,87.91,50.02,33.84,54.14,3.71,4.82,1.38,20.83,0.64,0.27,3.94,2.02,11.03,28.55,82.03,0.17,219.59,752.95,152.91,0.0,10-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
10-Oct-2020 - 00:00,54.94,104.28,46.99,24.27,44.89,3.4,4.77,1.22,27.69,0.6,0.24,3.91,1.61,8.96,28.47,78.12,0.14,209.7,753.0,164.11,0.0,11-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
11-Oct-2020 - 00:00,57.39,112.85,48.05,28.33,48.7,3.34,6.48,1.19,27.27,0.61,0.25,4.04,1.51,8.36,28.23,76.16,0.12,236.65,753.03,172.66,0.0,12-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
12-Oct-2020 - 00:00,66.93,122.71,49.53,27.06,48.45,3.35,7.69,1.44,30.12,0.7,0.33,4.33,2.24,12.34,28.74,78.26,0.23,184.54,752.84,123.99,0.0,13-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
13-Oct-2020 - 00:00,61.87,118.43,28.88,12.74,26.18,7.11,7.09,1.02,44.45,0.57,0.22,3.77,1.28,7.11,29.66,75.37,0.5,135.6,753.06,180.83,0.0,14-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
14-Oct-2020 - 00:00,66.08,121.35,47.34,24.47,45.23,4.86,7.0,1.39,32.4,0.68,0.27,4.06,2.12,11.67,29.34,76.8,0.28,169.37,752.86,128.19,0.0,15-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
15-Oct-2020 - 00:00,69.46,127.21,52.03,24.62,47.81,3.82,10.6,1.37,33.66,0.65,0.26,4.12,2.03,11.01,28.65,77.66,0.21,230.75,752.91,141.48,0.0,16-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
16-Oct-2020 - 00:00,75.08,139.05,58.28,34.7,59.15,2.25,7.69,1.68,24.08,0.79,0.39,4.47,2.71,14.74,28.64,78.8,0.15,242.57,752.85,125.46,0.0,17-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
17-Oct-2020 - 00:00,70.28,127.55,45.91,26.48,46.1,3.04,4.67,1.42,26.07,0.7,0.33,4.18,2.1,11.51,28.82,76.92,0.15,223.61,753.04,175.63,0.0,18-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
18-Oct-2020 - 00:00,65.09,130.12,47.99,16.47,39.15,2.57,6.44,1.12,34.74,0.58,0.22,4.11,1.32,7.36,28.09,74.14,0.1,255.75,753.06,183.28,0.0,19-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
19-Oct-2020 - 00:00,78.8,153.3,63.06,25.45,54.23,3.32,8.37,1.45,33.06,0.68,0.26,4.45,1.79,9.72,26.95,73.18,0.14,230.19,752.98,160.19,0.0,20-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
20-Oct-2020 - 00:00,88.13,165.74,58.77,25.54,51.79,3.98,7.56,1.58,34.64,0.76,0.33,4.83,2.09,11.31,27.29,76.62,0.16,229.71,752.91,141.43,0.0,21-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
21-Oct-2020 - 00:00,96.35,185.63,66.36,25.69,55.0,3.46,8.34,1.73,33.87,0.84,0.38,5.09,2.5,13.37,27.65,75.53,0.16,187.8,752.85,119.06,0.0,22-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
22-Oct-2020 - 00:00,75.48,129.73,42.62,20.1,39.26,6.91,5.44,1.28,31.09,0.73,0.29,4.16,1.92,10.53,27.8,76.71,0.28,160.76,752.86,128.72,0.0,23-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
23-Oct-2020 - 00:00,39.26,79.58,35.9,16.41,32.78,5.41,5.71,1.0,28.91,0.55,0.19,3.45,1.2,6.74,27.68,78.68,0.19,207.87,752.87,132.04,0.0,24-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
24-Oct-2020 - 00:00,49.37,96.68,41.28,14.02,33.68,4.75,5.48,1.01,30.09,0.53,0.17,3.87,1.09,6.1,26.37,77.52,0.13,225.98,752.92,143.58,0.01,25-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
25-Oct-2020 - 00:00,71.37,140.28,54.35,21.79,46.73,4.34,7.32,1.18,40.87,0.63,0.23,4.56,1.4,7.56,24.33,65.98,0.13,230.92,753.07,184.3,0.0,26-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
26-Oct-2020 - 00:00,80.1,148.85,52.43,17.37,42.2,4.68,8.17,1.29,41.43,0.67,0.24,4.92,1.41,7.64,23.97,70.97,0.12,225.74,753.01,168.83,0.0,27-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
27-Oct-2020 - 00:00,95.31,162.75,56.71,27.24,52.35,4.49,6.74,1.49,31.21,0.75,0.33,5.07,1.89,10.04,23.52,73.07,0.11,243.22,753.01,169.92,0.0,28-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
28-Oct-2020 - 00:00,89.47,166.35,61.32,31.35,58.05,3.6,8.49,1.3,29.28,0.73,0.33,4.68,1.8,9.6,23.59,64.49,0.11,229.11,753.04,175.68,0.0,29-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
29-Oct-2020 - 00:00,76.13,134.46,59.91,24.78,52.04,3.57,7.29,1.21,29.82,0.63,0.25,4.4,1.52,8.22,23.32,66.58,0.12,236.6,753.03,175.13,0.0,30-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
30-Oct-2020 - 00:00,75.92,142.86,67.98,22.28,51.78,4.62,7.96,1.17,35.19,0.62,0.22,4.65,1.34,7.25,23.96,63.02,0.11,243.3,753.03,172.34,0.0,31-Oct-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
31-Oct-2020 - 00:00,67.62,133.44,43.59,16.27,36.0,13.86,8.22,1.13,38.33,0.6,0.19,4.28,1.29,7.08,25.1,62.99,0.12,245.01,752.99,162.23,0.0,01-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
01-Nov-2020 - 00:00,86.34,164.23,45.95,12.07,34.68,13.0,8.06,1.2,44.46,0.66,0.21,4.71,1.25,6.66,24.78,66.03,0.13,225.84,753.0,165.65,0.0,02-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
02-Nov-2020 - 00:00,115.79,202.4,47.26,11.26,34.6,14.09,9.48,1.37,48.79,0.7,0.18,5.18,1.27,6.83,23.71,66.8,0.12,225.1,752.88,134.89,0.0,03-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
03-Nov-2020 - 00:00,107.63,179.81,33.44,7.04,23.98,15.78,12.33,0.97,69.26,0.56,0.12,4.4,0.62,3.35,22.43,54.45,0.18,217.84,752.89,137.44,0.0,04-Nov-2020 - 00:00,"Rajbansi Nagar, Patna - BSPCB"
