from date,NO2,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WS,WD,RH,to date,station
13-Oct-2020 - 00:00,11.41,4.06,9.38,0.8,10.9,17.46,35.76,0.12,23.25,1.23,,84.68,14-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Oct-2020 - 00:00,10.54,3.63,10.23,0.61,12.35,14.59,37.94,0.09,22.85,1.28,,80.74,15-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Oct-2020 - 00:00,11.07,4.41,9.52,0.64,19.32,15.85,41.02,0.11,23.02,1.04,,76.66,16-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Oct-2020 - 00:00,14.82,7.29,6.46,0.91,41.74,35.24,81.56,0.18,23.37,0.78,79.75,74.68,17-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Oct-2020 - 00:00,21.43,8.61,10.73,1.06,38.19,36.62,86.64,0.23,23.89,0.5,75.83,74.02,18-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Oct-2020 - 00:00,12.27,9.43,9.02,0.84,35.1,34.21,82.09,0.18,23.6,0.56,80.25,77.65,19-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Oct-2020 - 00:00,13.74,9.51,10.42,0.99,28.98,27.62,56.56,0.19,24.15,0.63,77.94,82.19,20-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Oct-2020 - 00:00,14.73,9.94,5.89,0.99,30.35,26.86,52.5,0.17,23.87,0.71,72.12,83.26,21-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Oct-2020 - 00:00,11.12,7.82,2.49,0.76,34.37,12.0,25.33,0.13,24.13,0.64,92.0,84.96,22-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Oct-2020 - 00:00,11.57,7.21,10.48,0.82,29.9,14.8,30.55,0.13,24.06,0.78,,85.26,23-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Oct-2020 - 00:00,9.66,7.37,10.51,0.81,32.21,19.15,34.21,0.13,24.14,0.89,,85.69,24-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Oct-2020 - 00:00,,,12.3,1.21,30.21,23.47,47.18,0.28,24.01,0.56,75.54,78.07,25-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Oct-2020 - 00:00,,,13.13,0.98,37.89,31.16,57.09,0.24,24.1,0.55,84.0,73.16,26-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Oct-2020 - 00:00,42.79,17.13,12.88,1.18,31.83,46.06,83.18,0.26,24.53,0.56,78.46,70.94,27-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Oct-2020 - 00:00,40.84,10.83,12.52,1.19,33.51,62.94,109.97,0.24,24.27,0.61,77.56,68.58,28-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Oct-2020 - 00:00,32.91,11.62,6.33,0.66,42.81,56.74,106.22,0.18,23.33,0.77,75.61,65.61,29-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Oct-2020 - 00:00,36.3,10.45,7.87,0.72,45.01,53.75,106.97,0.21,23.29,0.82,81.16,65.43,30-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Oct-2020 - 00:00,41.58,10.68,6.46,0.79,45.12,57.8,112.7,0.26,23.36,0.67,79.16,60.81,31-Oct-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
31-Oct-2020 - 00:00,38.37,14.12,12.37,0.98,44.71,75.99,135.76,0.32,23.52,0.63,82.82,64.03,01-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Nov-2020 - 00:00,21.64,12.96,8.78,0.75,62.31,73.96,125.17,0.27,23.48,0.68,90.22,61.76,02-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
02-Nov-2020 - 00:00,30.2,14.33,9.93,0.82,54.15,86.8,146.31,0.26,23.95,0.76,88.74,67.03,03-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
03-Nov-2020 - 00:00,39.51,11.61,7.52,0.91,39.7,68.64,126.47,0.28,23.53,0.94,87.38,66.31,04-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
04-Nov-2020 - 00:00,32.62,10.85,7.33,0.78,35.05,57.29,110.18,0.25,23.77,0.85,86.5,73.39,05-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
05-Nov-2020 - 00:00,31.03,9.2,8.74,0.81,31.39,41.29,78.01,0.23,23.78,0.97,87.74,75.78,06-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
06-Nov-2020 - 00:00,44.97,16.96,4.75,1.29,21.78,24.93,57.73,0.34,25.74,1.18,89.94,71.78,07-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
07-Nov-2020 - 00:00,26.73,8.93,2.59,0.87,22.05,21.34,54.25,0.21,24.83,1.22,90.85,71.88,08-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
08-Nov-2020 - 00:00,27.61,8.83,5.17,0.69,33.38,40.97,75.95,0.19,24.74,1.21,87.88,73.71,09-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
09-Nov-2020 - 00:00,24.22,10.37,6.75,0.65,48.62,67.43,113.43,0.19,24.69,0.91,82.4,70.66,10-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
10-Nov-2020 - 00:00,43.63,7.14,,0.8,42.18,57.64,111.31,0.25,24.31,0.83,78.74,58.23,11-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
11-Nov-2020 - 00:00,35.27,7.54,,0.75,38.18,48.91,94.51,0.25,24.81,0.86,81.97,67.35,12-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
12-Nov-2020 - 00:00,32.06,6.89,6.42,0.75,28.05,28.64,65.59,0.2,24.62,0.96,89.96,77.0,13-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
13-Nov-2020 - 00:00,32.97,6.19,6.08,0.98,21.52,19.86,41.03,0.27,24.6,1.01,89.87,82.42,14-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
14-Nov-2020 - 00:00,30.27,7.1,4.01,0.89,23.79,34.86,72.07,0.23,24.37,1.22,93.06,74.98,15-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
15-Nov-2020 - 00:00,21.14,6.69,10.31,0.82,28.89,28.6,48.68,0.14,24.46,0.95,88.38,84.74,16-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
16-Nov-2020 - 00:00,28.31,5.87,13.69,1.14,22.51,14.4,30.58,0.22,24.53,1.07,92.66,85.6,17-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
17-Nov-2020 - 00:00,31.19,6.04,11.56,1.21,22.38,17.05,45.26,0.24,24.47,1.29,92.73,78.47,18-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
18-Nov-2020 - 00:00,32.77,5.56,9.18,1.22,22.74,21.69,60.84,0.25,24.25,1.19,93.57,75.03,19-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
19-Nov-2020 - 00:00,37.44,6.17,9.33,1.18,24.28,27.19,67.91,0.25,24.12,1.3,97.36,72.59,20-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
20-Nov-2020 - 00:00,38.01,5.69,10.2,1.22,24.63,26.8,70.91,0.26,23.81,1.08,96.72,66.4,21-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
21-Nov-2020 - 00:00,49.05,5.23,21.03,1.19,26.22,29.8,72.8,0.26,23.57,0.92,82.86,55.2,22-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
22-Nov-2020 - 00:00,37.74,6.78,20.26,1.06,31.71,37.19,70.58,0.23,23.41,0.91,82.35,59.31,23-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
23-Nov-2020 - 00:00,35.58,7.84,22.26,0.94,29.58,36.04,69.49,0.19,23.45,1.06,84.69,68.4,24-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
24-Nov-2020 - 00:00,29.62,8.83,27.63,0.83,33.02,46.49,83.89,0.18,23.58,0.99,89.0,77.04,25-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
25-Nov-2020 - 00:00,16.85,8.21,31.55,0.46,38.27,44.31,76.8,0.14,23.69,1.07,89.61,80.09,26-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
26-Nov-2020 - 00:00,7.16,6.39,30.87,0.42,33.43,13.92,22.31,0.12,24.09,0.89,,90.25,27-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
27-Nov-2020 - 00:00,6.18,6.36,33.01,0.42,34.75,11.33,18.54,0.1,23.96,0.74,88.67,85.02,28-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
28-Nov-2020 - 00:00,34.15,7.59,22.31,0.6,26.71,22.5,58.77,0.27,23.71,0.74,90.69,79.14,29-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
29-Nov-2020 - 00:00,30.4,7.03,11.35,0.29,22.69,20.82,50.45,0.17,22.3,0.94,88.57,81.04,30-Nov-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
30-Nov-2020 - 00:00,31.71,6.74,14.25,0.27,26.32,23.18,51.61,0.17,22.25,1.11,89.93,74.15,01-Dec-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
01-Dec-2020 - 00:00,23.0,7.25,9.35,0.22,32.14,36.0,74.0,0.1,22.75,1.05,83.5,83.0,02-Dec-2020 - 00:00,"Hebbal, Bengaluru - KSPCB"
