from date,PM2.5,PM10,SO2,NO2,NO,NOx,NH3,CO,Ozone,Benzene,Eth-Benzene,Xylene,WS,WD,RH,SR,RF,Temp,to date,station
13-Aug-2020 - 00:00,11.51,34.92,1.53,0.49,7.2,6.14,6.63,,3.73,1.29,0.14,0.08,0.69,27.56,81.43,90.93,0.02,26.96,14-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Aug-2020 - 00:00,2.96,42.48,4.78,0.6,7.71,7.43,8.09,,3.05,1.38,0.01,0.0,0.76,73.45,84.58,74.8,0.08,25.79,15-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Aug-2020 - 00:00,5.69,40.73,7.6,,14.12,11.02,6.38,,2.39,1.15,0.0,0.0,0.51,41.0,82.46,63.65,0.0,26.91,16-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Aug-2020 - 00:00,11.12,48.91,3.36,0.15,11.07,9.2,5.29,,2.61,,,,0.64,63.0,81.3,100.1,0.01,27.25,17-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Aug-2020 - 00:00,11.75,27.73,5.09,0.22,11.68,9.5,6.39,,2.57,1.78,0.0,0.0,0.53,116.65,84.62,50.82,0.03,26.19,18-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Aug-2020 - 00:00,13.94,43.8,3.68,0.1,10.8,8.88,5.3,,2.57,1.51,0.52,0.41,0.53,134.82,81.12,145.67,0.0,26.93,19-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Aug-2020 - 00:00,3.51,23.92,3.55,,10.85,8.82,5.39,,3.13,1.27,0.41,0.21,0.41,170.01,84.04,58.73,0.01,26.08,20-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Aug-2020 - 00:00,3.82,24.85,4.04,0.3,14.79,12.04,4.07,,4.88,1.29,0.46,0.38,0.41,159.66,85.12,55.88,0.03,25.88,21-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Aug-2020 - 00:00,11.97,16.46,5.24,1.05,14.45,11.79,5.18,,4.33,1.08,0.24,0.12,0.48,194.05,86.31,49.13,0.04,25.58,22-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Aug-2020 - 00:00,7.92,21.28,5.71,1.43,17.11,14.32,3.98,,4.42,1.14,0.44,0.19,0.55,140.35,83.69,80.78,0.02,26.47,23-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Aug-2020 - 00:00,3.78,23.37,4.89,,16.63,13.92,3.47,,4.84,1.48,0.68,0.34,0.75,70.12,83.25,63.6,0.03,26.46,24-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Aug-2020 - 00:00,5.13,26.06,4.64,0.35,10.08,8.92,5.55,,4.68,1.07,0.21,0.06,0.96,66.83,78.59,127.21,0.01,27.11,25-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Aug-2020 - 00:00,5.34,27.62,4.09,0.2,9.89,8.67,5.51,,4.56,1.48,0.04,0.13,0.65,107.45,79.49,127.61,0.01,26.96,26-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Aug-2020 - 00:00,9.36,30.03,5.74,0.71,11.97,9.9,5.88,0.52,4.3,0.98,0.38,0.29,0.49,217.18,76.13,197.49,0.0,27.18,27-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Aug-2020 - 00:00,13.09,36.01,7.11,1.1,12.49,10.33,4.81,0.27,3.99,0.91,0.49,0.47,0.42,186.99,81.16,113.04,0.02,26.72,28-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Aug-2020 - 00:00,8.75,21.0,26.33,1.13,12.0,10.06,4.96,0.21,4.12,1.49,0.35,0.3,0.42,239.83,84.27,61.04,0.02,25.64,29-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Aug-2020 - 00:00,8.39,17.52,30.7,1.4,15.58,12.73,3.72,0.15,4.59,0.88,0.19,0.1,0.5,210.86,85.91,49.12,0.04,25.31,30-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Aug-2020 - 00:00,8.21,14.51,,8.5,17.32,14.71,3.82,0.12,4.81,0.72,0.04,0.19,0.45,244.22,86.13,46.07,0.04,25.06,31-Aug-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-Aug-2020 - 00:00,11.59,35.25,16.15,0.13,8.73,7.55,7.17,0.26,4.47,1.16,0.24,0.37,0.58,173.09,79.11,203.21,0.01,27.3,01-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Sep-2020 - 00:00,13.82,34.36,18.54,0.39,10.78,9.26,5.3,0.22,4.36,0.64,0.18,0.83,0.37,225.87,77.83,172.63,0.0,27.52,02-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Sep-2020 - 00:00,21.24,45.02,18.49,0.97,9.95,9.1,5.5,0.2,4.45,0.61,0.24,1.4,0.37,203.02,76.08,213.76,0.0,27.76,03-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Sep-2020 - 00:00,34.2,71.36,18.31,3.25,10.96,10.95,4.81,0.39,4.89,1.17,1.39,3.18,0.32,206.79,74.74,174.56,0.0,28.52,04-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Sep-2020 - 00:00,47.79,122.36,18.03,3.68,11.99,12.83,4.16,0.26,6.41,2.31,2.07,4.08,0.35,215.09,73.06,180.08,0.0,29.42,05-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Sep-2020 - 00:00,36.18,68.6,17.82,4.16,9.63,11.28,4.9,0.17,5.22,1.6,1.44,3.11,0.32,211.11,73.11,164.17,0.0,29.41,06-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Sep-2020 - 00:00,66.03,117.88,17.59,4.74,9.79,11.94,4.68,0.21,5.68,2.38,1.71,3.51,0.31,206.63,74.54,137.27,0.0,30.25,07-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Sep-2020 - 00:00,37.28,62.31,17.28,2.61,7.65,8.59,5.89,0.33,5.68,1.33,0.67,1.69,0.42,220.88,75.3,215.47,0.0,29.46,08-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Sep-2020 - 00:00,23.04,49.29,16.77,2.36,8.08,8.35,5.81,0.24,5.71,0.56,0.07,0.89,0.41,193.39,75.26,202.58,0.0,28.91,09-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Sep-2020 - 00:00,29.84,61.3,16.6,3.07,11.3,11.22,4.56,0.18,5.87,1.66,1.49,2.72,0.3,252.02,77.69,117.06,0.0,28.35,10-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Sep-2020 - 00:00,27.22,53.76,16.77,2.04,11.53,11.01,4.69,0.37,6.47,1.18,1.36,2.7,0.3,229.74,77.02,147.13,0.0,28.55,11-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Sep-2020 - 00:00,35.97,62.73,16.72,2.28,6.86,7.5,6.24,0.25,6.93,2.21,2.04,3.51,0.28,252.97,78.72,101.16,0.01,28.11,12-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Sep-2020 - 00:00,24.11,37.18,16.82,1.55,13.27,12.44,4.38,0.34,7.3,1.46,1.52,2.92,0.31,228.73,76.83,173.63,0.0,28.46,13-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Sep-2020 - 00:00,8.15,20.3,16.77,0.71,8.36,8.19,5.91,0.33,7.69,0.8,0.69,1.09,0.51,274.37,81.9,92.31,0.01,26.51,14-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Sep-2020 - 00:00,15.45,25.57,16.61,0.33,13.43,11.75,4.21,0.34,8.02,0.88,1.12,1.97,0.26,290.97,81.39,86.29,0.01,26.18,15-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Sep-2020 - 00:00,17.21,37.21,16.71,0.77,14.14,12.18,3.96,0.22,8.2,0.56,1.37,2.55,0.29,248.67,79.06,120.11,0.0,26.98,16-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Sep-2020 - 00:00,18.37,36.88,16.66,0.65,13.31,11.7,4.19,0.21,8.24,0.89,1.1,2.61,0.3,217.67,79.5,114.36,0.01,27.52,17-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Sep-2020 - 00:00,17.09,43.6,16.61,,12.04,10.47,4.61,0.16,8.69,0.84,0.22,0.77,0.33,206.22,79.13,108.39,0.0,27.65,18-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Sep-2020 - 00:00,18.04,35.06,16.76,0.31,11.32,9.82,5.02,0.25,8.78,1.56,0.56,1.59,0.24,237.98,82.67,67.91,0.04,26.39,19-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Sep-2020 - 00:00,18.64,37.75,16.74,1.06,10.42,9.44,5.13,0.26,9.43,0.83,0.45,1.54,0.34,224.01,78.07,162.42,0.0,27.91,20-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Sep-2020 - 00:00,24.27,42.07,16.7,1.72,6.42,7.64,6.11,0.11,9.49,1.54,1.19,2.2,0.36,174.56,76.91,141.1,0.02,27.14,21-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Sep-2020 - 00:00,32.4,59.83,16.59,2.33,6.07,7.17,6.29,0.11,9.88,4.44,1.26,2.99,0.37,172.27,78.44,117.2,0.02,27.92,22-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Sep-2020 - 00:00,27.56,46.59,16.51,1.1,6.31,6.93,6.34,0.13,9.61,3.98,1.51,2.9,0.27,187.93,80.26,104.01,0.0,26.91,23-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Sep-2020 - 00:00,19.25,36.65,16.39,1.66,4.92,6.31,6.64,0.14,9.4,3.27,2.58,4.35,0.36,225.24,80.95,107.21,0.04,26.03,24-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Sep-2020 - 00:00,20.74,39.44,16.28,1.08,4.54,5.0,7.13,0.11,10.09,1.99,1.27,2.29,0.33,222.48,77.8,139.89,0.0,27.66,25-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Sep-2020 - 00:00,17.7,29.61,16.2,0.63,6.18,6.07,6.59,0.12,10.17,1.59,0.45,0.86,0.21,239.37,84.17,58.1,0.02,26.11,26-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Sep-2020 - 00:00,18.98,43.63,16.12,0.82,8.43,7.53,5.84,0.06,10.72,2.39,0.92,1.65,0.33,216.51,76.24,179.86,0.0,26.9,27-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Sep-2020 - 00:00,20.54,43.62,16.06,0.77,8.91,8.09,5.58,0.08,10.05,0.67,0.2,0.53,0.33,227.93,74.43,196.24,0.0,27.04,28-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Sep-2020 - 00:00,28.43,56.7,15.99,1.34,7.92,7.56,5.9,0.19,9.96,0.74,0.38,0.96,0.28,225.01,74.01,189.47,0.0,26.99,29-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Sep-2020 - 00:00,37.62,72.12,16.04,1.99,6.76,7.23,6.13,0.15,10.37,1.05,1.37,2.63,0.28,210.7,73.34,174.89,0.0,27.38,30-Sep-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Sep-2020 - 00:00,35.24,62.65,16.0,2.26,4.96,5.94,6.72,0.09,10.99,1.04,1.04,2.22,0.3,201.04,74.36,193.67,0.0,27.46,01-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Oct-2020 - 00:00,29.21,55.28,15.97,1.82,6.18,6.76,6.28,0.28,11.59,1.0,0.87,2.28,0.31,205.35,71.92,202.94,0.0,27.71,02-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Oct-2020 - 00:00,43.9,70.13,15.98,1.74,5.06,5.98,6.72,0.18,12.38,1.16,1.46,3.54,0.3,207.94,74.68,151.5,0.0,28.25,03-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Oct-2020 - 00:00,53.58,89.96,16.03,2.62,4.98,6.76,6.45,0.16,14.45,2.51,3.01,5.25,0.34,219.67,74.82,141.11,0.01,28.84,04-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Oct-2020 - 00:00,35.25,54.67,15.97,0.96,6.97,7.51,5.92,0.14,18.18,1.4,1.99,3.91,0.28,214.67,77.13,130.13,0.02,27.62,05-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Oct-2020 - 00:00,38.55,66.14,15.94,2.47,6.88,8.05,5.74,0.17,23.35,1.19,1.66,3.79,0.37,201.01,74.81,183.95,0.0,28.18,06-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Oct-2020 - 00:00,49.18,80.46,15.87,2.27,4.9,6.56,6.46,0.2,31.61,1.77,1.56,4.06,0.33,202.42,74.73,165.07,0.0,28.2,07-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Oct-2020 - 00:00,53.69,100.62,15.74,3.1,4.38,6.79,6.42,0.29,42.64,2.62,2.68,4.88,0.35,213.27,72.59,173.01,0.0,28.69,08-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Oct-2020 - 00:00,56.41,105.28,15.73,3.23,4.95,7.52,6.21,0.26,57.74,2.97,2.31,4.44,0.27,195.64,71.94,162.33,0.0,29.14,09-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Oct-2020 - 00:00,87.79,145.07,15.74,3.63,3.13,6.81,6.51,0.2,67.79,13.16,5.71,10.43,0.28,222.14,69.69,77.61,0.0,28.3,10-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Oct-2020 - 00:00,85.46,145.51,15.8,4.09,4.38,8.47,5.8,0.4,84.67,7.51,8.52,13.32,0.29,211.07,68.07,155.96,0.0,29.01,11-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Oct-2020 - 00:00,87.0,130.35,15.81,3.29,1.45,4.79,7.4,0.33,88.09,3.31,5.87,8.19,0.27,226.16,74.61,115.17,0.0,27.95,12-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Oct-2020 - 00:00,83.52,143.34,15.82,3.44,2.02,5.52,7.09,0.44,97.07,3.77,4.63,7.22,0.29,201.83,72.52,140.47,0.0,29.11,13-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Oct-2020 - 00:00,99.8,146.9,15.73,3.59,2.73,6.38,6.73,0.54,113.69,3.2,4.18,7.04,0.3,227.56,71.04,149.96,0.0,28.85,14-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Oct-2020 - 00:00,101.99,154.87,15.81,4.63,2.05,6.72,6.75,0.66,122.11,3.9,3.46,5.13,0.29,218.54,73.06,126.67,0.0,28.94,15-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Oct-2020 - 00:00,75.8,119.09,15.73,4.67,5.49,10.2,5.63,0.6,129.85,5.59,3.39,6.46,0.64,218.26,69.05,143.16,0.0,30.09,16-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Oct-2020 - 00:00,31.34,67.12,15.71,1.46,3.54,5.05,7.09,0.63,134.6,2.39,1.7,3.12,0.61,201.99,63.66,146.33,0.0,30.47,17-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Oct-2020 - 00:00,33.57,62.9,15.54,1.43,2.48,3.96,7.57,0.31,137.45,2.03,2.3,4.16,0.33,231.44,70.22,135.28,0.03,29.1,18-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Oct-2020 - 00:00,35.42,69.53,15.5,1.54,2.85,4.44,7.35,0.19,141.47,1.91,1.71,3.59,0.32,225.94,72.77,125.74,0.0,28.1,19-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Oct-2020 - 00:00,34.48,63.85,15.46,1.21,3.02,4.28,7.35,0.21,66.52,1.81,1.99,3.87,0.32,204.97,76.02,133.51,0.0,27.92,20-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Oct-2020 - 00:00,43.86,85.3,15.54,1.02,1.66,2.66,8.16,0.07,2.18,3.38,1.56,3.19,0.32,212.59,74.68,153.32,0.0,28.8,21-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Oct-2020 - 00:00,53.2,86.41,15.54,1.37,1.23,2.6,8.26,0.23,3.28,4.0,2.62,4.94,0.36,206.36,75.32,144.98,0.01,28.86,22-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Oct-2020 - 00:00,51.41,88.43,15.62,1.19,1.77,2.94,8.08,1.04,3.96,4.7,2.11,4.28,0.39,228.28,74.89,153.24,0.0,29.0,23-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Oct-2020 - 00:00,54.36,86.37,15.65,1.15,2.23,3.22,7.9,0.88,5.18,2.96,2.08,4.79,0.31,227.09,70.6,161.33,0.0,28.81,24-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Oct-2020 - 00:00,78.26,115.91,15.65,0.81,3.46,3.99,7.48,0.82,6.96,5.03,4.17,7.98,0.31,234.03,66.64,172.97,0.0,27.79,25-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Oct-2020 - 00:00,77.48,107.66,15.59,1.52,2.26,3.36,7.81,0.86,6.98,6.05,2.79,5.5,0.31,241.02,68.13,165.53,0.0,27.84,26-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Oct-2020 - 00:00,82.21,139.43,15.54,1.46,2.76,3.73,7.65,0.47,7.8,9.43,4.0,7.23,0.45,213.07,56.13,167.31,0.0,28.43,27-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Oct-2020 - 00:00,81.89,133.14,15.71,1.67,3.39,4.07,7.43,0.54,10.12,8.45,8.2,13.5,0.34,227.96,58.75,161.13,0.01,27.31,28-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Oct-2020 - 00:00,82.41,125.21,15.74,1.06,2.46,3.19,7.85,0.83,17.77,6.95,6.13,9.42,0.27,235.92,65.64,161.87,0.0,27.13,29-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Oct-2020 - 00:00,75.67,109.67,15.63,1.5,2.77,3.85,7.62,0.74,33.36,4.41,2.99,6.03,0.26,246.69,64.5,164.59,0.0,27.33,30-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Oct-2020 - 00:00,85.21,167.87,15.51,1.39,3.81,4.91,7.13,0.54,65.17,6.33,6.0,10.28,0.31,239.61,61.58,162.93,0.0,27.46,31-Oct-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
31-Oct-2020 - 00:00,86.09,141.94,15.51,1.48,2.44,3.11,7.91,0.66,86.27,5.91,4.75,7.99,0.29,229.1,62.89,159.19,0.0,26.21,01-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Nov-2020 - 00:00,102.92,154.33,15.43,1.02,2.34,2.76,8.06,0.62,103.18,6.02,3.79,6.41,0.27,236.99,66.27,143.32,0.0,26.43,02-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
02-Nov-2020 - 00:00,115.48,188.83,15.34,1.39,2.51,3.32,7.79,0.65,121.59,8.01,4.3,10.33,0.26,240.87,57.34,119.75,0.0,28.11,03-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
03-Nov-2020 - 00:00,119.49,189.94,15.41,1.45,2.44,3.19,7.82,0.63,134.76,10.89,6.22,12.07,0.31,215.97,52.86,133.15,0.0,28.37,04-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
04-Nov-2020 - 00:00,113.87,176.83,15.41,1.67,4.24,5.06,7.07,0.59,147.81,16.2,7.32,12.69,0.31,219.76,56.08,135.99,0.0,27.78,05-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
05-Nov-2020 - 00:00,119.5,170.63,15.46,1.0,8.46,8.46,5.87,0.78,64.72,11.41,9.11,14.54,0.38,214.88,55.6,146.09,0.0,27.16,06-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
06-Nov-2020 - 00:00,94.64,144.87,15.57,2.03,6.46,7.53,5.7,0.69,6.86,6.16,8.14,12.69,0.27,238.94,57.89,145.41,0.0,26.82,07-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
07-Nov-2020 - 00:00,107.96,157.29,15.86,1.46,4.9,5.84,6.75,0.62,10.1,7.08,6.56,14.18,0.3,231.76,51.47,146.25,0.0,26.8,08-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
08-Nov-2020 - 00:00,134.56,188.41,15.72,1.05,5.92,6.24,6.31,0.79,32.73,9.86,9.34,19.0,0.31,241.93,46.02,141.45,0.0,27.63,09-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
09-Nov-2020 - 00:00,103.52,147.49,15.64,1.06,5.09,5.37,6.76,0.84,70.17,5.97,4.81,9.27,0.29,245.96,56.75,136.09,0.0,26.23,10-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
10-Nov-2020 - 00:00,107.98,216.5,15.57,0.75,12.81,11.76,5.4,0.86,78.11,11.02,8.61,16.43,0.37,241.13,48.76,134.8,0.0,25.81,11-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
11-Nov-2020 - 00:00,105.11,208.61,15.58,1.4,3.96,5.07,6.79,0.73,14.49,13.8,3.55,9.51,0.53,216.45,41.2,130.88,0.0,25.56,12-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
12-Nov-2020 - 00:00,92.37,188.8,15.7,0.92,3.13,3.69,7.42,0.71,9.17,11.43,5.09,12.54,0.35,215.52,45.51,130.36,0.0,25.21,13-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
13-Nov-2020 - 00:00,72.48,134.9,15.71,0.82,2.7,3.35,7.54,0.84,16.83,6.02,4.43,9.22,0.37,212.13,53.9,129.33,0.0,26.91,14-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
14-Nov-2020 - 00:00,72.2,145.73,15.76,0.47,1.31,1.43,8.5,0.57,28.01,6.85,2.8,5.41,0.32,235.09,62.88,128.14,0.0,27.64,15-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
15-Nov-2020 - 00:00,54.02,155.54,15.59,0.34,0.85,1.04,8.79,0.63,47.84,5.56,1.9,4.41,0.33,215.28,66.41,124.41,0.0,27.47,16-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
16-Nov-2020 - 00:00,57.63,118.02,15.44,0.33,0.6,0.81,8.89,0.6,63.4,5.36,1.98,4.09,0.63,174.64,59.46,123.24,0.0,28.3,17-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
17-Nov-2020 - 00:00,37.83,111.91,15.39,0.27,0.48,0.66,8.92,0.8,91.52,8.12,2.88,5.54,0.51,164.92,55.31,121.26,0.01,28.2,18-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
18-Nov-2020 - 00:00,53.4,137.55,15.46,0.21,0.84,0.78,8.87,0.66,44.84,7.85,2.68,4.83,0.58,165.57,49.99,99.49,0.0,26.83,19-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
19-Nov-2020 - 00:00,59.71,143.14,15.56,7.01,2.79,6.12,7.01,0.83,9.75,10.37,2.93,5.73,0.66,175.7,46.66,110.71,0.0,26.32,20-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
20-Nov-2020 - 00:00,63.55,141.15,15.6,4.79,9.28,14.13,3.7,1.43,8.72,10.47,1.93,4.93,0.61,166.84,48.1,133.85,0.0,26.35,21-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
21-Nov-2020 - 00:00,88.5,129.82,15.69,4.24,6.86,11.14,4.71,1.07,9.81,12.16,3.15,5.63,0.56,165.55,53.68,134.09,0.0,25.79,22-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
22-Nov-2020 - 00:00,79.07,140.62,15.62,2.81,5.44,8.3,5.75,1.23,11.87,7.89,2.9,5.91,0.35,202.66,63.64,138.36,0.0,24.87,23-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
23-Nov-2020 - 00:00,79.8,140.1,15.55,1.44,4.26,5.18,6.94,1.03,15.06,4.52,2.53,5.23,0.35,228.38,71.21,136.05,0.0,23.97,24-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
24-Nov-2020 - 00:00,89.5,157.19,15.53,1.7,3.41,4.0,7.43,1.17,17.9,7.56,4.57,8.83,0.31,199.0,70.58,122.26,0.0,24.79,25-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
25-Nov-2020 - 00:00,82.4,162.48,15.59,1.43,2.78,3.4,7.64,1.41,21.44,6.81,4.46,8.37,0.31,207.52,65.9,101.58,0.0,26.23,26-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
26-Nov-2020 - 00:00,129.58,205.59,15.5,2.68,5.36,7.48,5.97,1.26,29.43,7.06,4.07,7.87,0.56,177.83,60.05,120.81,0.0,26.17,27-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
27-Nov-2020 - 00:00,97.83,176.96,15.52,2.44,3.04,5.25,7.1,1.2,37.45,5.3,1.99,3.96,0.84,192.54,48.55,127.75,0.0,25.79,28-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
28-Nov-2020 - 00:00,101.7,164.35,15.25,1.89,3.86,5.8,6.73,1.32,48.92,4.52,1.41,3.49,0.83,189.09,45.42,124.94,0.01,25.64,29-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
29-Nov-2020 - 00:00,95.79,135.35,15.31,0.97,2.58,3.29,7.76,0.96,54.04,3.19,2.56,4.84,0.48,178.69,54.61,125.21,0.0,27.54,30-Nov-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
30-Nov-2020 - 00:00,,148.74,15.28,1.17,2.14,2.75,7.99,0.81,64.29,3.04,2.87,6.12,0.3,229.17,65.75,117.25,0.0,27.01,01-Dec-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
01-Dec-2020 - 00:00,130.0,174.0,15.4,,4.05,3.85,7.25,1.0,72.2,4.85,2.9,7.05,0.3,178.7,67.8,19.25,0.0,26.15,02-Dec-2020 - 00:00,"Phase-1 GIDC, Vapi - GPCB"
