from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
12-Aug-2020 - 00:00,10.86,7.13,1.82,22.18,2.22,0.36,18.01,23.07,49.04,0.52,6.18,0.28,0.6,97.23,1.07,189.17,161.31,0.05,13-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Aug-2020 - 00:00,11.42,8.02,2.69,15.93,3.3,0.41,16.74,17.03,28.85,0.65,5.13,0.27,0.52,99.13,1.47,115.08,66.67,0.3,14-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Aug-2020 - 00:00,14.64,9.49,2.31,10.4,2.26,0.34,17.03,13.99,30.9,0.49,6.43,0.31,0.72,86.83,1.63,115.71,437.62,0.0,15-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Aug-2020 - 00:00,11.86,7.7,2.0,10.68,1.96,0.42,17.3,23.05,46.92,0.69,6.63,0.37,0.67,87.99,1.11,125.31,402.79,0.0,16-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Aug-2020 - 00:00,9.64,5.85,1.68,8.67,2.01,0.38,16.69,29.85,54.0,0.65,6.42,0.27,0.53,94.39,1.32,120.94,279.78,0.0,17-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Aug-2020 - 00:00,11.12,7.31,2.14,9.69,2.28,0.37,25.1,22.47,36.47,0.51,5.78,0.22,0.45,99.13,1.32,110.37,117.6,0.16,18-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Aug-2020 - 00:00,12.56,8.25,2.61,13.68,2.12,0.43,38.68,21.48,44.57,0.79,5.98,0.39,0.65,97.06,1.38,151.84,236.84,0.0,19-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Aug-2020 - 00:00,15.12,9.57,2.18,10.02,1.95,0.37,29.37,20.23,34.86,1.15,11.2,1.47,2.05,99.13,1.26,135.85,59.5,0.06,20-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Aug-2020 - 00:00,10.38,6.76,1.67,11.56,3.22,0.3,18.0,10.91,22.41,1.15,15.48,1.07,1.65,98.52,1.6,109.96,191.69,0.16,21-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Aug-2020 - 00:00,11.62,7.69,2.16,9.78,3.64,0.29,15.15,8.49,20.5,1.33,18.62,0.94,1.66,98.32,1.62,77.1,133.14,0.11,22-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Aug-2020 - 00:00,15.12,9.97,2.87,10.66,2.99,0.37,19.81,17.88,35.79,1.85,19.51,1.23,2.26,88.26,1.13,102.42,333.04,0.0,23-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Aug-2020 - 00:00,11.08,6.99,1.71,11.78,2.57,0.31,18.74,18.97,33.69,1.44,20.52,0.8,1.49,90.85,1.57,100.14,323.1,0.0,24-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Aug-2020 - 00:00,11.24,7.43,1.94,10.84,2.75,0.31,18.07,15.88,33.62,1.4,19.02,0.69,1.4,91.95,1.69,114.68,360.97,0.0,25-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Aug-2020 - 00:00,13.38,8.58,1.98,9.13,2.47,0.33,18.58,18.78,42.45,1.63,19.53,1.05,2.02,91.12,1.31,128.34,320.66,0.0,26-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Aug-2020 - 00:00,13.17,8.7,2.26,8.78,2.61,0.32,16.89,16.27,43.07,1.86,18.91,1.16,1.94,88.29,1.26,198.99,320.4,0.0,27-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Aug-2020 - 00:00,21.22,15.57,5.6,5.6,2.16,0.38,15.32,17.06,46.26,1.95,20.14,1.44,2.43,90.7,0.72,170.61,240.12,0.0,28-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Aug-2020 - 00:00,20.23,12.76,2.73,12.31,2.93,0.39,15.76,23.97,43.49,2.25,19.34,1.28,2.21,95.83,0.89,151.85,198.67,0.1,29-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Aug-2020 - 00:00,15.2,9.84,2.38,14.58,2.87,0.38,21.03,21.26,36.83,2.15,14.82,1.44,2.04,84.44,0.85,129.42,586.47,0.0,30-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Aug-2020 - 00:00,12.62,8.01,1.76,13.23,3.07,0.33,20.24,20.96,35.0,0.79,5.66,0.2,0.38,90.85,1.84,101.11,258.66,0.01,31-Aug-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Aug-2020 - 00:00,12.82,8.32,2.02,14.41,4.25,0.29,22.18,12.52,32.05,0.79,1.76,0.03,0.06,90.38,1.78,128.24,196.26,0.0,01-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Sep-2020 - 00:00,17.17,10.66,2.11,14.26,3.09,0.34,22.09,24.72,48.46,1.84,1.48,1.87,1.86,88.41,1.15,137.03,290.71,0.0,02-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Sep-2020 - 00:00,18.84,11.37,1.9,14.17,2.86,0.37,22.83,28.37,60.9,3.76,3.85,4.83,4.72,89.11,0.94,184.01,355.01,0.0,03-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Sep-2020 - 00:00,16.84,10.19,1.73,14.81,2.61,0.4,18.77,31.42,64.32,3.74,3.8,4.78,4.7,89.33,1.42,105.2,252.23,0.0,04-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Sep-2020 - 00:00,13.26,8.39,1.82,14.75,2.78,0.38,19.36,26.33,51.75,3.75,3.84,4.83,4.74,87.53,1.09,150.95,372.57,0.0,05-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Sep-2020 - 00:00,16.88,10.72,2.13,14.38,2.64,0.43,16.11,30.69,57.07,3.74,3.78,4.78,4.69,94.23,1.23,196.2,272.3,0.02,06-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Sep-2020 - 00:00,11.69,7.35,1.55,14.57,3.43,0.31,20.38,18.47,35.2,3.75,3.83,4.84,4.79,91.01,1.28,231.37,339.39,0.0,07-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Sep-2020 - 00:00,13.47,8.65,2.01,14.88,3.23,0.37,19.1,25.76,49.34,3.75,3.8,4.78,4.7,88.22,1.51,266.24,313.55,0.0,08-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Sep-2020 - 00:00,11.23,7.18,1.64,15.2,3.05,0.42,27.24,33.53,66.56,3.76,3.83,4.82,4.74,87.08,2.07,290.68,365.27,0.0,09-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Sep-2020 - 00:00,11.8,7.35,1.68,16.54,2.6,0.45,31.7,36.15,74.5,3.75,3.63,4.58,4.49,87.32,2.25,304.96,391.39,0.0,10-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Sep-2020 - 00:00,13.52,8.46,1.74,14.54,2.88,0.42,50.25,40.09,90.34,4.09,11.19,3.56,4.46,87.02,2.33,289.57,351.82,0.0,11-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Sep-2020 - 00:00,13.92,8.7,1.78,11.86,3.07,0.42,52.6,37.08,98.93,4.85,22.46,3.62,5.59,71.16,1.58,281.63,392.84,0.0,12-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Sep-2020 - 00:00,15.65,9.47,1.62,11.14,3.66,0.47,55.12,41.22,103.2,3.61,20.05,2.36,3.48,81.1,1.55,276.81,350.02,0.0,13-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Sep-2020 - 00:00,13.41,8.31,1.63,12.66,3.19,0.44,55.15,43.17,104.71,3.31,29.51,2.6,3.5,83.4,1.61,303.63,315.87,0.0,14-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Sep-2020 - 00:00,39.96,22.55,2.16,39.73,6.41,0.72,33.42,41.14,103.2,3.69,18.75,1.52,2.64,83.91,1.71,282.46,351.71,0.0,15-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Sep-2020 - 00:00,16.92,10.22,1.72,8.5,2.38,0.6,34.36,49.96,117.66,4.1,19.19,2.47,3.61,88.39,2.04,291.08,321.0,0.0,16-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Sep-2020 - 00:00,14.0,8.53,1.56,5.94,1.94,0.56,31.72,45.9,115.12,3.63,11.84,1.42,2.13,84.47,2.22,294.02,374.14,0.0,17-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Sep-2020 - 00:00,15.56,9.65,1.94,7.62,2.89,0.53,35.72,41.13,95.81,5.13,10.55,1.41,2.42,79.8,2.62,288.84,346.18,0.0,18-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Sep-2020 - 00:00,14.03,8.49,1.65,7.61,2.28,0.46,52.46,39.8,90.16,3.27,13.39,2.01,3.1,81.72,2.57,290.71,358.08,0.0,19-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Sep-2020 - 00:00,17.58,10.77,1.97,6.52,2.16,0.56,54.49,49.82,112.24,4.42,16.93,2.46,3.35,82.21,1.38,230.22,316.38,0.0,20-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Sep-2020 - 00:00,16.42,9.99,1.77,5.53,2.34,0.53,54.97,50.04,117.65,4.18,19.84,2.47,3.53,84.26,1.93,312.56,312.41,0.0,21-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Sep-2020 - 00:00,16.19,9.94,1.85,6.97,3.24,0.54,56.94,51.47,111.37,2.83,10.86,1.31,2.19,78.29,1.45,267.3,317.62,0.0,22-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Sep-2020 - 00:00,25.86,15.37,2.31,11.29,3.63,0.54,45.16,40.35,96.07,1.38,5.18,1.2,1.57,86.32,1.13,157.55,279.27,0.0,23-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Sep-2020 - 00:00,20.5,12.41,2.12,12.48,2.54,0.36,44.17,34.25,74.89,1.08,4.65,0.53,0.81,91.09,1.38,147.83,265.66,0.0,24-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Sep-2020 - 00:00,19.42,12.15,2.51,12.31,3.17,0.43,48.97,36.83,83.21,1.08,4.61,0.37,0.63,88.27,1.4,196.72,258.91,0.0,25-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Sep-2020 - 00:00,29.52,21.22,7.12,11.9,2.5,0.55,47.49,64.15,132.37,1.47,4.36,0.52,0.88,87.99,1.6,230.54,268.88,0.0,26-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Sep-2020 - 00:00,17.11,10.34,1.74,15.1,5.31,0.47,48.94,52.9,113.77,1.23,4.31,0.46,0.74,78.52,1.51,243.96,274.05,0.0,27-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Sep-2020 - 00:00,14.44,8.93,1.73,14.79,6.99,0.33,47.27,32.37,98.16,0.83,3.25,0.26,0.48,70.73,2.14,295.83,336.31,0.0,28-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Sep-2020 - 00:00,17.57,10.65,1.84,14.58,6.6,0.45,50.58,47.8,148.44,1.24,3.43,0.36,0.65,78.66,2.36,291.08,332.78,0.0,29-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Sep-2020 - 00:00,16.73,10.13,1.78,16.58,8.52,0.44,54.3,46.41,151.42,1.18,3.22,0.5,0.74,73.18,2.44,297.67,335.69,0.0,30-Sep-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Sep-2020 - 00:00,17.18,10.36,1.73,16.6,10.51,0.45,58.6,51.33,146.6,2.56,7.27,1.3,1.99,70.13,2.82,294.29,332.07,0.0,01-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Oct-2020 - 00:00,18.49,11.09,1.78,12.94,9.75,0.49,56.13,62.28,145.68,4.19,12.86,2.2,3.2,71.61,2.28,298.54,338.64,0.0,02-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Oct-2020 - 00:00,20.73,12.22,1.74,14.77,11.8,0.57,63.57,80.66,158.99,4.69,15.05,2.61,3.44,67.89,1.86,298.92,346.97,0.0,03-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Oct-2020 - 00:00,23.09,13.26,1.66,15.12,15.25,0.53,61.89,78.28,156.13,4.64,13.39,2.06,3.18,60.08,1.94,302.38,294.73,0.0,04-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Oct-2020 - 00:00,23.53,14.01,2.14,14.83,14.74,0.57,61.1,77.16,155.14,4.9,14.96,2.22,3.24,63.64,1.84,258.92,332.64,0.0,05-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Oct-2020 - 00:00,21.1,12.32,1.61,15.1,12.23,0.55,61.69,74.56,165.3,4.97,12.43,1.92,3.05,65.39,2.62,301.16,338.17,0.0,06-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Oct-2020 - 00:00,31.42,18.35,2.41,13.9,18.19,0.62,61.48,82.87,167.18,5.81,14.61,2.67,3.8,60.53,2.0,273.0,334.21,0.0,07-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Oct-2020 - 00:00,37.47,22.74,3.95,13.6,16.91,0.7,60.35,99.52,187.23,6.28,16.6,2.72,4.13,62.26,1.5,234.53,321.44,0.0,08-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Oct-2020 - 00:00,28.03,16.54,2.35,17.32,16.41,0.67,59.18,94.15,183.83,5.98,15.73,2.73,3.97,62.72,1.82,278.05,232.33,0.0,09-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Oct-2020 - 00:00,28.87,16.98,2.37,18.26,11.54,0.75,58.41,102.7,187.94,5.11,9.02,1.44,2.3,63.96,1.7,253.5,291.58,0.0,10-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Oct-2020 - 00:00,30.39,17.81,2.4,22.37,14.02,0.72,58.53,99.91,176.1,6.15,16.07,2.52,3.82,63.73,1.6,264.47,303.11,0.0,11-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Oct-2020 - 00:00,29.85,17.24,2.06,24.72,14.02,0.82,57.26,113.38,200.58,7.03,17.79,2.84,4.2,63.56,1.63,262.1,298.72,0.0,12-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Oct-2020 - 00:00,38.08,22.99,3.86,26.12,11.28,0.93,52.27,146.49,242.6,8.31,18.71,2.32,3.87,69.39,0.8,149.46,254.35,0.0,13-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Oct-2020 - 00:00,55.55,33.48,6.21,31.74,9.69,1.22,47.86,131.12,214.27,7.6,24.83,4.24,6.03,62.66,0.96,112.8,306.99,0.0,14-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Oct-2020 - 00:00,44.61,25.23,2.44,38.59,16.05,1.23,61.64,182.03,296.78,10.04,19.98,3.55,6.1,49.38,1.53,273.22,270.14,0.0,15-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Oct-2020 - 00:00,45.43,26.64,3.7,34.21,17.56,1.09,44.46,168.82,269.79,9.3,20.61,3.93,6.03,42.08,1.62,259.32,278.97,0.0,16-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Oct-2020 - 00:00,57.57,38.33,10.64,37.45,17.32,1.14,46.86,150.02,264.78,9.54,19.15,4.1,7.02,42.77,1.44,282.28,221.76,0.0,17-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Oct-2020 - 00:00,51.23,30.38,4.5,41.37,15.72,1.39,46.13,194.35,334.0,11.18,19.51,3.82,6.64,46.36,1.35,251.21,237.2,0.0,18-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Oct-2020 - 00:00,38.91,21.85,1.9,33.19,20.25,1.1,57.27,138.29,224.8,4.05,0.5,0.62,0.64,42.16,2.14,294.26,295.49,0.0,19-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Oct-2020 - 00:00,40.2,22.67,2.08,32.94,18.1,1.11,56.78,137.02,222.82,6.31,10.32,4.08,5.24,44.3,1.97,303.22,292.01,0.0,20-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Oct-2020 - 00:00,46.66,26.7,2.8,34.46,22.24,1.17,53.7,117.99,233.6,9.22,18.23,3.74,6.4,38.97,1.66,303.54,293.9,0.0,21-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Oct-2020 - 00:00,58.71,33.71,3.79,39.81,20.85,1.21,51.02,152.03,234.74,10.2,19.34,3.73,6.02,41.13,1.38,236.91,273.38,0.0,22-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Oct-2020 - 00:00,54.02,31.72,4.36,41.36,20.23,1.25,49.02,156.96,241.31,10.9,20.55,4.28,7.76,41.77,1.08,233.65,224.04,0.0,23-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Oct-2020 - 00:00,66.47,47.19,15.54,45.19,12.74,1.34,38.85,139.71,241.66,11.16,26.38,6.52,11.69,43.3,0.95,232.9,296.31,0.0,24-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Oct-2020 - 00:00,63.64,38.15,4.69,48.55,17.17,1.47,40.37,188.34,301.52,12.75,27.5,7.18,12.48,48.1,1.14,287.65,262.86,0.0,25-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Oct-2020 - 00:00,53.72,30.92,3.56,45.79,17.66,1.5,49.35,192.41,296.51,13.67,23.02,5.59,9.19,50.26,1.17,257.43,272.94,0.0,26-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Oct-2020 - 00:00,52.44,31.07,4.56,47.74,18.11,1.18,43.0,144.67,241.26,10.14,20.77,4.96,8.24,44.36,1.54,250.71,143.63,0.0,27-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Oct-2020 - 00:00,49.34,28.96,3.96,50.9,17.7,1.09,53.28,130.57,240.24,9.48,20.27,5.79,9.19,44.42,1.87,294.09,280.19,0.0,28-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Oct-2020 - 00:00,81.25,67.51,30.88,58.62,20.08,1.44,45.01,142.64,254.32,12.43,27.63,8.93,14.76,41.81,1.19,294.08,272.38,0.0,29-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Oct-2020 - 00:00,70.07,57.35,25.86,40.08,11.87,1.45,37.92,140.77,255.52,13.71,27.66,7.87,14.17,55.14,0.95,192.48,257.56,0.0,30-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Oct-2020 - 00:00,45.41,26.62,3.61,14.84,22.71,1.3,43.26,174.87,268.13,11.27,22.41,5.55,8.84,45.19,1.52,287.81,222.19,0.0,31-Oct-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
31-Oct-2020 - 00:00,31.3,20.25,5.34,36.33,21.71,1.36,44.73,180.4,295.85,11.54,18.38,5.11,8.2,44.81,2.14,303.11,362.41,0.0,01-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Nov-2020 - 00:00,28.04,21.26,8.23,57.8,23.64,1.47,47.72,209.01,336.04,11.21,18.18,3.93,6.92,37.18,1.8,287.26,251.33,0.0,02-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
02-Nov-2020 - 00:00,49.01,35.52,12.59,51.23,26.17,1.58,39.05,229.14,351.2,12.65,21.32,4.59,8.67,35.22,1.53,287.06,227.56,0.0,03-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
03-Nov-2020 - 00:00,71.6,80.12,53.26,65.43,16.01,2.01,28.92,238.21,370.25,14.56,33.0,8.55,15.58,41.61,0.83,257.83,219.15,0.0,04-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
04-Nov-2020 - 00:00,68.68,44.63,10.91,58.84,28.78,2.01,38.1,253.66,456.49,15.51,28.07,7.9,13.58,47.33,1.48,289.57,217.43,0.0,05-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
05-Nov-2020 - 00:00,66.46,41.02,7.86,51.87,29.75,1.72,40.39,209.96,391.17,14.2,25.41,5.74,10.8,41.62,1.41,289.48,241.83,0.0,06-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
06-Nov-2020 - 00:00,47.68,28.06,3.9,39.45,23.68,1.13,45.42,172.24,266.3,9.58,19.51,3.69,7.07,37.7,1.66,303.86,248.06,0.0,07-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
07-Nov-2020 - 00:00,62.17,36.02,4.28,44.05,39.78,1.43,48.33,207.32,323.06,11.39,20.22,5.72,8.78,40.05,1.82,299.1,233.75,0.0,08-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
08-Nov-2020 - 00:00,82.25,57.21,17.73,54.28,28.95,2.0,46.63,171.06,376.83,16.51,24.69,6.38,9.95,48.5,0.88,227.28,228.3,0.0,09-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
09-Nov-2020 - 00:00,96.93,64.63,17.44,69.38,17.39,1.25,38.13,160.63,280.7,13.68,27.9,3.6,13.86,54.21,1.0,255.24,248.66,0.0,10-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
10-Nov-2020 - 00:00,81.15,61.31,23.59,52.91,14.43,1.1,35.24,134.91,212.54,11.09,22.98,5.33,11.77,54.85,0.8,143.67,224.32,0.0,11-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
11-Nov-2020 - 00:00,86.99,78.48,41.19,57.32,15.82,1.23,28.46,110.93,178.14,12.35,21.06,3.41,9.44,60.34,0.87,112.91,219.32,0.0,12-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
12-Nov-2020 - 00:00,99.26,95.73,55.84,67.35,18.2,1.56,28.34,125.75,235.37,15.1,32.1,8.04,16.61,60.73,0.75,199.29,259.94,0.01,13-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
13-Nov-2020 - 00:00,81.44,53.39,13.52,55.31,19.43,1.37,33.96,182.05,290.16,13.16,26.91,5.68,12.24,52.28,1.2,292.48,221.83,0.0,14-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
14-Nov-2020 - 00:00,67.09,45.68,13.26,51.08,37.57,1.36,44.64,264.77,308.71,12.24,20.71,3.23,8.52,51.7,0.81,205.97,203.17,0.0,15-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
15-Nov-2020 - 00:00,34.39,19.88,2.38,39.7,21.59,0.87,45.86,188.2,231.41,10.09,13.92,2.03,4.49,75.48,1.92,111.78,151.1,0.0,16-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
16-Nov-2020 - 00:00,29.46,17.7,3.0,27.91,5.01,0.65,31.61,27.74,64.13,3.69,10.3,0.65,2.46,78.61,2.25,151.41,161.82,0.0,17-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
17-Nov-2020 - 00:00,36.11,22.11,4.04,32.77,6.97,0.44,27.22,40.32,83.85,4.15,13.06,0.89,4.39,70.99,1.49,308.05,266.83,0.0,18-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
18-Nov-2020 - 00:00,53.1,35.05,9.01,45.34,15.44,0.76,40.74,64.69,122.73,6.56,16.6,1.13,6.81,75.98,1.41,292.29,242.11,0.0,19-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
19-Nov-2020 - 00:00,40.81,23.06,2.42,37.09,14.74,0.73,53.47,89.58,150.27,6.01,13.03,2.16,4.89,62.26,1.37,311.22,263.49,0.0,20-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
20-Nov-2020 - 00:00,39.53,22.69,2.54,38.88,21.36,0.64,52.02,105.64,168.37,6.26,12.47,2.11,4.83,60.51,2.19,303.57,242.01,0.0,21-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
21-Nov-2020 - 00:00,35.77,20.79,2.62,34.44,15.08,0.5,46.5,57.32,106.71,4.63,10.99,1.01,4.68,48.8,2.54,299.78,162.04,0.0,22-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
22-Nov-2020 - 00:00,41.88,23.95,2.58,36.83,22.58,0.58,46.11,77.67,131.43,5.68,12.7,0.89,5.05,47.01,1.74,298.58,4.28,0.0,23-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
23-Nov-2020 - 00:00,71.61,45.73,10.37,55.87,23.51,0.91,32.6,111.57,185.75,9.2,20.43,3.56,7.82,57.87,0.87,234.21,186.42,0.0,24-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
24-Nov-2020 - 00:00,84.65,72.98,35.86,75.06,20.39,1.22,28.46,139.87,232.17,12.43,21.5,3.53,9.28,73.87,0.72,114.29,164.77,0.0,25-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
25-Nov-2020 - 00:00,64.36,40.95,9.14,55.26,20.64,1.14,17.26,140.43,229.83,12.43,18.79,2.17,8.54,90.01,1.14,138.09,82.03,0.0,26-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
26-Nov-2020 - 00:00,28.89,17.92,3.48,40.02,10.15,0.37,23.55,39.21,64.41,4.34,12.23,0.63,4.1,83.62,1.88,306.19,133.02,0.01,27-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
27-Nov-2020 - 00:00,36.52,22.12,3.79,41.17,12.59,0.45,29.64,57.2,95.09,4.97,12.07,0.65,4.28,72.04,2.05,304.28,248.54,0.0,28-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
28-Nov-2020 - 00:00,67.18,49.74,18.26,44.04,17.96,0.8,40.27,71.86,136.2,7.32,16.83,0.86,7.2,63.55,1.79,280.33,242.81,0.0,29-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
29-Nov-2020 - 00:00,84.12,73.44,36.78,46.86,17.55,1.1,36.66,103.53,187.94,9.81,20.76,1.56,9.47,59.2,1.03,249.52,217.62,0.0,30-Nov-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
30-Nov-2020 - 00:00,101.31,92.36,49.06,56.02,16.66,1.47,37.69,141.46,258.39,12.74,29.81,2.19,15.48,68.65,0.92,274.61,213.38,0.0,01-Dec-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
01-Dec-2020 - 00:00,131.52,84.47,19.64,54.82,14.62,1.54,10.11,199.55,366.06,20.63,55.8,0.0,33.95,73.09,0.75,335.25,,0.0,02-Dec-2020 - 00:00,"Sector-7, Kurukshetra - HSPCB"
