from date,AT,Benzene,BP,CO,NH3,NO,NO2,NOx,Ozone,PM10,PM2.5,RH,SO2,SR,WD,WS,VWS,Toluene,to date,station
02-Sep-2020 - 00:00,29.09,,971.3,1.24,11.43,8.41,29.18,22.3,24.9,45.16,12.9,66.29,14.4,359.76,194.35,0.78,0.02,,03-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
03-Sep-2020 - 00:00,29.67,,971.29,1.35,11.96,6.99,21.14,16.89,20.97,66.21,17.54,66.29,13.89,385.77,120.59,1.67,0.21,,04-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
04-Sep-2020 - 00:00,28.9,,971.32,0.77,14.97,5.29,18.5,14.08,20.18,60.91,19.52,71.1,15.11,377.64,173.02,0.9,0.1,,05-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
05-Sep-2020 - 00:00,28.31,,971.93,0.46,14.68,1.92,30.03,16.85,20.0,41.97,18.03,71.12,16.01,353.72,201.41,0.77,0.0,,06-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
06-Sep-2020 - 00:00,27.95,,971.96,0.58,11.79,6.86,27.46,20.19,20.48,45.33,18.64,73.08,14.44,375.29,200.36,0.47,0.0,,07-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
07-Sep-2020 - 00:00,27.79,,971.77,0.64,12.57,14.5,31.77,28.71,14.31,73.68,29.91,75.25,15.06,365.54,206.62,0.53,0.0,,08-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
08-Sep-2020 - 00:00,29.31,,971.3,0.64,12.84,10.09,24.37,21.19,15.69,56.2,20.93,67.12,16.49,378.81,209.64,0.58,0.0,,09-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
09-Sep-2020 - 00:00,29.86,,971.3,0.59,13.28,14.44,24.11,24.6,14.36,93.6,37.34,67.53,14.4,377.45,214.95,0.58,0.0,,10-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
10-Sep-2020 - 00:00,29.96,,971.3,0.66,9.57,11.37,15.99,17.97,14.12,96.68,38.72,65.62,14.35,373.09,217.54,0.75,0.0,,11-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
11-Sep-2020 - 00:00,30.34,,971.3,0.95,24.21,39.27,68.61,73.19,25.64,120.32,53.02,61.8,14.78,223.1,210.47,0.55,0.0,,12-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
12-Sep-2020 - 00:00,30.53,,971.27,1.03,38.4,104.04,82.02,128.96,23.67,123.06,,61.18,15.56,121.5,197.34,0.48,0.0,,13-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
13-Sep-2020 - 00:00,30.45,,971.25,0.95,31.05,31.66,46.6,50.57,11.26,117.22,130.0,65.61,15.3,111.91,197.18,0.41,0.0,,14-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
14-Sep-2020 - 00:00,30.28,,971.28,1.36,36.8,34.78,54.86,56.88,19.16,134.3,82.71,66.71,15.68,97.17,208.09,0.41,0.0,,15-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
15-Sep-2020 - 00:00,30.46,,971.3,1.36,31.68,32.86,52.61,54.75,54.3,115.96,64.36,63.91,15.95,117.42,206.77,0.52,0.0,,16-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
16-Sep-2020 - 00:00,31.12,,971.3,0.62,31.64,21.69,52.03,45.24,48.06,136.17,67.54,62.05,15.53,115.06,212.74,0.65,0.0,,17-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
17-Sep-2020 - 00:00,31.55,,971.3,0.47,28.11,9.33,46.1,31.8,41.7,104.41,44.79,58.49,15.73,119.1,212.69,0.79,0.0,,18-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
18-Sep-2020 - 00:00,32.04,,971.29,0.34,26.48,2.95,42.54,25.01,36.97,83.29,36.72,57.49,15.34,121.19,218.53,0.9,0.0,,19-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
19-Sep-2020 - 00:00,31.24,,971.29,0.5,26.96,15.56,53.95,41.1,50.96,96.05,54.93,60.96,15.12,113.9,208.57,0.53,0.0,,20-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
20-Sep-2020 - 00:00,31.06,,971.29,0.4,29.66,11.93,49.38,35.53,55.02,109.17,66.5,59.79,14.82,114.34,198.74,0.51,0.0,,21-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
21-Sep-2020 - 00:00,31.28,,971.29,0.47,27.18,1.94,55.44,30.96,66.73,110.75,60.77,59.7,15.57,115.54,194.28,0.44,0.0,,22-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
22-Sep-2020 - 00:00,30.83,,971.28,0.48,25.89,8.99,49.75,33.78,32.15,69.12,35.32,61.58,15.81,109.63,170.99,0.91,0.09,,23-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
23-Sep-2020 - 00:00,30.22,,971.28,0.42,22.38,10.05,41.28,30.15,32.79,55.47,23.36,61.97,16.32,111.65,158.68,0.95,0.09,,24-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
24-Sep-2020 - 00:00,29.17,,971.29,0.57,21.22,28.37,44.06,45.57,53.06,74.42,45.35,63.15,15.87,106.7,178.36,0.79,0.06,,25-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
25-Sep-2020 - 00:00,29.75,,971.28,0.71,20.79,47.48,45.32,61.18,59.5,107.0,59.42,58.57,15.84,115.07,224.59,0.7,0.0,,26-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
26-Sep-2020 - 00:00,27.71,,971.28,0.47,23.97,47.2,57.07,68.84,22.95,126.19,68.06,60.3,15.34,87.47,217.74,0.77,0.0,,27-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
27-Sep-2020 - 00:00,28.08,,971.29,0.66,22.31,49.37,44.8,64.04,50.34,101.91,51.89,54.15,15.93,115.97,212.19,0.73,0.0,,28-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
28-Sep-2020 - 00:00,28.63,,971.29,0.34,25.33,32.07,61.65,57.82,46.59,143.69,69.88,53.85,14.79,117.15,206.02,0.64,0.0,,29-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
29-Sep-2020 - 00:00,28.45,,971.28,0.36,25.82,4.19,60.29,35.46,56.05,158.28,72.26,55.94,15.42,114.11,207.88,0.75,0.0,,30-Sep-2020 - 00:00,"R K Puram, Delhi - DPCC"
30-Sep-2020 - 00:00,28.03,,971.28,0.51,22.23,9.38,61.21,39.27,57.95,142.8,64.04,53.36,16.17,117.06,215.79,0.86,0.0,,01-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
01-Oct-2020 - 00:00,28.24,,971.28,0.74,22.18,45.57,66.12,71.53,53.41,158.4,71.01,52.22,16.12,115.34,211.38,0.76,0.0,,02-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
02-Oct-2020 - 00:00,27.69,,971.27,0.61,24.64,24.44,64.54,52.93,60.3,163.03,80.98,53.42,15.76,117.28,215.14,0.69,0.0,,03-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
03-Oct-2020 - 00:00,27.06,,971.29,0.78,25.55,42.27,66.02,68.86,61.0,156.72,83.86,54.24,15.68,114.28,208.74,0.55,0.0,,04-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
04-Oct-2020 - 00:00,26.44,,971.29,0.66,22.91,39.22,63.6,63.77,69.33,158.4,79.91,51.26,15.34,114.37,203.52,0.5,0.0,,05-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
05-Oct-2020 - 00:00,26.37,,971.3,0.68,21.87,57.62,61.66,77.82,64.48,173.74,82.84,50.05,16.39,113.75,214.04,0.71,0.0,,06-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
06-Oct-2020 - 00:00,26.09,,971.3,0.88,23.01,94.32,64.34,109.42,57.37,180.07,84.8,51.55,16.5,113.74,212.59,0.69,0.0,,07-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
07-Oct-2020 - 00:00,26.32,,971.3,0.7,25.13,68.43,74.45,95.39,45.37,191.98,95.3,51.65,15.53,112.57,202.28,0.59,0.0,,08-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
08-Oct-2020 - 00:00,26.35,,971.3,1.14,27.22,55.65,71.06,83.16,49.62,179.49,88.99,52.93,15.88,111.53,213.1,0.53,0.0,,09-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
09-Oct-2020 - 00:00,26.04,,971.3,0.94,28.11,65.79,79.62,92.59,49.88,188.56,91.88,52.42,15.07,106.32,206.29,0.43,0.0,,10-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
10-Oct-2020 - 00:00,26.45,,971.28,1.4,32.4,40.91,73.23,70.89,54.14,193.7,98.4,52.59,15.69,107.64,203.97,0.56,0.0,,11-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
11-Oct-2020 - 00:00,26.28,,971.3,0.85,32.5,43.84,74.88,73.28,59.82,198.01,107.79,52.69,15.63,106.39,210.33,0.48,0.0,,12-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
12-Oct-2020 - 00:00,26.0,,971.31,1.28,29.4,56.16,67.48,80.71,31.88,240.22,188.07,53.99,16.14,106.56,214.91,0.41,0.0,,13-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
13-Oct-2020 - 00:00,26.21,,971.29,1.31,16.3,46.55,25.12,51.3,50.18,231.57,129.59,62.37,15.53,96.69,188.34,0.44,0.03,,14-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
14-Oct-2020 - 00:00,27.15,,971.3,1.3,20.26,51.2,34.33,59.96,45.69,232.53,134.88,60.42,15.69,93.37,186.71,0.3,0.0,,15-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
15-Oct-2020 - 00:00,26.44,,971.3,1.07,18.34,57.61,34.22,65.18,49.95,234.39,129.57,47.66,15.18,101.37,202.67,0.3,0.0,,16-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
16-Oct-2020 - 00:00,24.47,,971.29,1.1,14.93,61.64,37.24,70.05,38.58,213.21,113.77,47.36,16.07,106.45,214.17,0.3,0.0,,17-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
17-Oct-2020 - 00:00,24.13,,971.29,1.08,18.25,70.41,43.59,80.6,40.26,244.99,136.06,50.37,16.1,100.64,218.23,0.33,0.0,,18-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
18-Oct-2020 - 00:00,24.26,,971.3,0.75,16.28,28.04,36.41,42.22,57.01,217.41,117.03,44.14,15.61,102.21,212.26,0.39,0.0,,19-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
19-Oct-2020 - 00:00,24.4,,971.3,0.75,14.07,16.89,37.89,33.9,52.35,219.91,114.99,38.47,15.08,104.35,207.07,0.5,0.0,,20-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
20-Oct-2020 - 00:00,23.27,,971.3,1.12,13.51,68.24,42.21,78.09,35.58,228.76,116.38,42.61,15.56,105.9,208.95,0.42,0.0,,21-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
21-Oct-2020 - 00:00,23.3,,971.29,1.48,12.05,47.93,27.25,52.33,36.61,217.61,114.59,48.09,16.59,103.44,195.88,0.41,0.0,,22-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
22-Oct-2020 - 00:00,22.88,,971.28,2.81,8.05,30.7,36.86,40.19,30.56,284.54,160.59,50.85,19.29,71.22,197.24,0.34,0.0,,23-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
23-Oct-2020 - 00:00,22.23,,971.3,1.98,19.96,142.06,57.82,134.87,51.22,382.21,216.69,55.33,16.17,95.43,207.07,0.33,0.0,,24-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
24-Oct-2020 - 00:00,21.81,,971.31,1.2,31.48,128.64,72.68,141.18,50.94,306.63,170.27,52.29,16.0,99.11,219.84,0.52,0.0,,25-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
25-Oct-2020 - 00:00,21.16,,971.29,2.1,28.58,115.69,78.46,136.89,32.68,340.28,191.86,61.3,15.66,81.18,205.86,0.39,0.01,,26-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
26-Oct-2020 - 00:00,22.01,,971.3,0.71,26.69,93.21,80.32,118.71,40.21,298.79,165.83,51.32,16.84,85.76,210.42,0.3,0.0,,27-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
27-Oct-2020 - 00:00,20.47,,971.29,1.08,24.02,18.82,49.56,41.72,28.5,313.21,177.67,50.06,11.02,95.25,216.17,0.46,0.0,,28-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
28-Oct-2020 - 00:00,19.77,,971.3,1.31,22.35,7.26,67.58,41.88,49.97,345.8,198.04,52.82,15.79,92.26,212.18,0.34,0.0,,29-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
29-Oct-2020 - 00:00,19.71,,971.31,1.68,18.77,198.82,97.0,213.68,36.77,382.23,236.78,58.87,20.88,89.31,192.66,0.33,0.0,,30-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
30-Oct-2020 - 00:00,20.7,,971.3,0.88,23.13,71.19,71.72,96.19,40.14,336.73,206.6,49.13,12.56,93.41,213.41,0.39,0.0,,31-Oct-2020 - 00:00,"R K Puram, Delhi - DPCC"
31-Oct-2020 - 00:00,20.5,,971.29,0.86,21.29,25.29,62.36,53.79,45.29,418.47,270.82,45.47,13.76,93.14,218.21,0.54,0.0,,01-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
01-Nov-2020 - 00:00,19.21,,971.29,1.12,18.07,53.22,56.95,73.68,45.14,387.75,241.88,42.07,17.73,94.02,213.86,0.6,0.0,,02-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
02-Nov-2020 - 00:00,18.57,,971.3,1.88,16.32,110.24,60.49,122.94,35.99,289.5,152.72,42.44,18.75,91.5,211.73,0.48,0.0,,03-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
03-Nov-2020 - 00:00,18.52,,971.3,2.45,19.47,163.66,61.31,166.05,32.8,266.94,142.89,49.09,16.65,93.19,208.04,0.48,0.01,,04-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
04-Nov-2020 - 00:00,17.73,,971.3,1.51,23.91,107.83,84.07,132.63,20.44,471.8,314.76,52.62,15.86,72.59,218.95,0.4,0.0,,05-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
05-Nov-2020 - 00:00,18.81,,971.29,1.88,24.4,68.89,90.54,104.32,37.31,435.92,295.95,52.86,20.94,88.36,204.68,0.44,0.0,,06-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
06-Nov-2020 - 00:00,18.51,,971.3,1.26,43.5,277.32,186.44,290.43,21.4,387.64,237.4,53.18,29.15,78.1,212.98,0.37,0.0,,07-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
07-Nov-2020 - 00:00,18.47,,971.28,0.79,42.43,133.01,127.58,169.52,48.39,487.48,335.73,54.1,29.15,82.49,204.56,0.4,0.0,,08-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
08-Nov-2020 - 00:00,17.47,,971.31,1.56,43.82,157.85,136.58,199.36,33.33,481.62,331.83,58.0,44.93,66.87,211.07,0.31,0.0,,09-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
09-Nov-2020 - 00:00,17.15,,971.31,2.39,48.92,142.63,163.23,203.09,32.48,698.85,528.92,62.65,28.63,62.64,205.61,0.31,0.0,,10-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
10-Nov-2020 - 00:00,17.63,,971.43,2.34,48.6,182.14,124.81,214.87,34.81,619.66,512.5,64.75,20.39,71.7,185.83,0.41,0.01,,11-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
11-Nov-2020 - 00:00,17.77,,971.47,2.64,16.26,100.77,32.09,111.31,32.09,283.84,182.67,65.38,19.96,79.24,175.86,0.49,0.02,,12-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
12-Nov-2020 - 00:00,18.11,,971.46,2.35,32.09,212.52,85.33,224.2,35.59,264.95,164.78,64.84,15.59,77.78,189.78,0.35,0.01,,13-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
13-Nov-2020 - 00:00,18.26,,971.4,2.1,30.56,165.92,82.53,179.17,44.26,317.59,200.42,62.75,13.85,80.16,217.9,0.35,0.0,,14-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
14-Nov-2020 - 00:00,16.92,,971.49,2.28,34.06,118.33,83.17,140.72,40.35,475.69,415.01,67.55,15.49,64.61,206.81,0.3,0.0,,15-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
15-Nov-2020 - 00:00,18.05,,971.45,1.17,33.7,28.18,43.7,46.21,70.0,358.99,297.34,63.02,6.84,67.07,155.46,0.98,0.11,,16-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
16-Nov-2020 - 00:00,18.55,4.89,971.54,1.51,29.45,18.06,36.2,34.63,47.87,123.76,92.36,69.99,11.11,59.41,146.57,0.94,0.1,28.48,17-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
17-Nov-2020 - 00:00,17.88,5.81,971.6,1.52,27.15,40.14,50.17,59.43,33.68,145.6,94.36,65.41,10.83,89.93,214.39,0.37,0.0,33.49,18-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
18-Nov-2020 - 00:00,16.32,,971.37,1.81,21.97,63.83,59.03,83.44,49.09,184.46,129.67,61.53,11.47,89.91,214.14,0.33,0.0,,19-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
19-Nov-2020 - 00:00,15.38,,971.33,1.84,21.14,106.72,69.63,124.04,48.27,215.32,141.68,59.05,12.78,86.35,213.11,0.36,0.0,,20-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
20-Nov-2020 - 00:00,14.96,,971.31,1.51,20.78,49.37,70.68,77.84,47.67,236.78,160.76,54.47,9.9,90.69,214.73,0.53,0.0,,21-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
21-Nov-2020 - 00:00,14.16,,971.3,1.45,18.12,34.14,53.79,56.45,50.01,204.31,134.14,50.6,10.71,92.46,215.0,0.65,0.0,,22-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
22-Nov-2020 - 00:00,13.61,,971.3,2.0,18.41,90.09,57.53,104.06,46.34,243.61,161.69,50.96,16.02,89.59,219.04,0.52,0.0,,23-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
23-Nov-2020 - 00:00,13.6,,971.3,2.49,22.91,102.5,89.65,137.03,39.44,317.18,217.46,55.93,18.75,79.79,205.4,0.35,0.0,,24-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
24-Nov-2020 - 00:00,13.7,,971.32,2.41,27.02,171.39,84.07,184.45,42.86,333.54,235.95,61.75,15.58,74.82,198.93,0.38,0.01,,25-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
25-Nov-2020 - 00:00,15.08,,971.3,1.71,32.08,108.82,87.62,135.32,28.56,376.36,273.56,62.04,10.92,48.35,154.05,0.55,0.02,,26-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
26-Nov-2020 - 00:00,17.01,,971.29,1.47,27.64,28.16,53.06,51.18,28.21,175.24,118.98,59.13,10.66,79.45,183.73,0.39,0.0,,27-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
27-Nov-2020 - 00:00,16.03,,971.3,1.61,22.76,38.22,50.97,58.28,33.05,136.08,79.76,57.4,12.19,86.27,212.61,0.58,0.0,,28-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
28-Nov-2020 - 00:00,14.99,,971.29,1.84,21.14,61.03,57.18,80.18,46.65,203.95,131.79,56.5,13.82,85.45,220.34,0.87,0.0,,29-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
29-Nov-2020 - 00:00,14.24,,971.29,1.95,20.84,86.7,65.64,105.59,47.66,217.28,143.31,54.94,16.78,84.2,220.14,0.44,0.0,,30-Nov-2020 - 00:00,"R K Puram, Delhi - DPCC"
30-Nov-2020 - 00:00,14.19,,971.3,2.27,24.73,139.37,65.91,148.69,47.1,290.19,208.24,60.87,14.72,79.24,212.69,0.44,0.0,,01-Dec-2020 - 00:00,"R K Puram, Delhi - DPCC"
01-Dec-2020 - 00:00,9.85,,971.35,2.65,28.95,313.25,54.95,284.65,7.9,387.0,310.0,79.0,30.5,5.35,181.0,0.3,0.0,,02-Dec-2020 - 00:00,"R K Puram, Delhi - DPCC"
