from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
02-Oct-2020 - 00:00,15.02,20.0,22.01,37.04,3.76,0.57,30.71,22.7,211.17,6.67,2.3,2.41,0.62,03-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
03-Oct-2020 - 00:00,14.95,20.0,21.99,36.98,16.15,0.56,30.8,18.01,215.83,7.38,1.99,2.34,0.52,04-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
04-Oct-2020 - 00:00,15.01,20.0,21.99,36.97,31.16,0.61,30.72,20.25,275.64,5.7,2.19,2.18,0.59,05-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
05-Oct-2020 - 00:00,14.99,19.98,22.0,37.01,33.49,0.52,30.63,16.6,213.14,4.6,1.67,2.21,0.48,06-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
06-Oct-2020 - 00:00,15.0,19.99,21.96,37.01,31.54,0.54,30.6,16.94,189.64,4.4,1.66,2.26,0.49,07-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
07-Oct-2020 - 00:00,15.0,19.99,22.02,37.03,33.06,0.69,30.64,44.96,223.86,5.34,2.09,2.42,0.54,08-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
08-Oct-2020 - 00:00,15.03,20.01,21.98,37.01,32.55,0.66,30.87,45.91,226.35,5.24,2.06,2.74,0.58,09-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
09-Oct-2020 - 00:00,15.03,19.94,21.98,37.07,31.77,0.67,30.57,48.34,195.42,5.74,2.61,2.82,0.78,10-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
10-Oct-2020 - 00:00,15.01,19.99,21.98,37.0,31.63,0.69,30.73,66.89,207.52,5.74,2.61,2.6,0.76,11-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
11-Oct-2020 - 00:00,15.01,20.02,21.98,36.98,31.23,0.72,30.71,55.6,212.28,5.67,2.47,2.62,0.74,12-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
12-Oct-2020 - 00:00,14.99,19.98,22.01,37.01,32.33,0.84,30.61,69.87,245.89,6.77,2.91,2.61,0.79,13-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
13-Oct-2020 - 00:00,15.08,20.03,21.98,36.96,29.54,0.93,30.5,99.03,330.72,8.24,2.93,2.31,0.64,14-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
14-Oct-2020 - 00:00,14.94,19.97,21.97,36.92,27.98,0.73,30.13,36.13,282.12,3.92,0.87,0.91,0.22,15-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
15-Oct-2020 - 00:00,15.04,20.02,22.03,37.05,28.38,0.85,31.19,38.77,250.21,1.92,0.64,0.56,0.16,16-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
16-Oct-2020 - 00:00,15.07,20.04,21.99,37.01,29.56,0.69,31.1,25.76,170.14,1.65,0.63,0.65,0.15,17-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
17-Oct-2020 - 00:00,14.98,20.05,21.95,37.05,28.8,0.73,31.05,24.62,199.24,1.84,0.67,0.72,0.16,18-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
18-Oct-2020 - 00:00,15.06,20.05,22.0,37.06,28.73,0.66,30.75,20.68,209.79,1.72,0.62,0.68,0.16,19-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
19-Oct-2020 - 00:00,15.02,20.05,21.97,36.99,28.53,0.66,30.5,20.66,204.89,1.88,0.57,0.63,0.15,20-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
20-Oct-2020 - 00:00,15.01,20.06,22.01,35.21,29.09,0.65,30.84,21.31,191.0,1.7,0.64,0.66,0.15,21-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
21-Oct-2020 - 00:00,15.01,20.02,21.97,37.02,28.49,0.86,30.89,42.32,243.67,2.24,0.63,0.69,0.14,22-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
22-Oct-2020 - 00:00,15.09,20.05,21.99,37.02,28.55,0.88,30.8,88.0,222.44,2.19,0.62,0.72,0.14,23-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
23-Oct-2020 - 00:00,15.02,19.96,22.01,36.95,29.12,1.15,31.23,137.47,270.28,2.75,0.71,0.73,0.15,24-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
24-Oct-2020 - 00:00,15.0,19.92,22.0,35.11,29.31,1.14,30.82,113.58,231.06,2.63,0.75,0.72,0.16,25-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
25-Oct-2020 - 00:00,15.02,19.96,21.99,37.03,28.85,1.2,30.93,90.22,248.43,3.0,0.81,0.78,0.17,26-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
26-Oct-2020 - 00:00,15.05,19.99,21.9,36.99,13.52,0.89,31.07,93.3,286.43,2.39,0.56,0.75,0.14,27-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
27-Oct-2020 - 00:00,14.98,19.97,22.0,37.04,3.99,0.82,30.7,79.03,183.27,2.05,0.59,0.71,0.15,28-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
28-Oct-2020 - 00:00,14.98,19.99,21.96,36.98,4.16,0.96,30.68,101.26,241.43,2.32,0.63,0.67,0.15,29-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
29-Oct-2020 - 00:00,15.05,20.03,22.02,37.01,8.68,1.25,30.63,123.81,410.65,4.51,3.66,3.76,1.77,30-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
30-Oct-2020 - 00:00,14.96,19.99,21.98,37.09,8.4,0.85,30.7,88.42,367.45,6.19,2.32,3.69,5.17,31-Oct-2020 - 00:00,"Murthal, Sonipat - HSPCB"
31-Oct-2020 - 00:00,15.05,20.01,22.0,36.97,7.97,1.05,30.76,126.05,372.75,2.73,0.89,1.38,2.04,01-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
01-Nov-2020 - 00:00,15.0,19.99,21.99,36.63,7.99,1.23,30.59,78.98,363.58,0.0,0.0,0.0,0.0,02-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
02-Nov-2020 - 00:00,14.96,20.01,22.0,37.03,7.86,0.9,30.56,61.76,324.26,1.82,0.83,0.92,1.33,03-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
03-Nov-2020 - 00:00,15.01,20.02,22.0,36.66,12.05,0.99,30.46,110.03,307.76,7.75,2.05,5.87,7.1,04-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
04-Nov-2020 - 00:00,16.92,23.74,21.87,37.02,11.35,1.52,30.25,213.17,465.04,10.24,2.25,6.77,8.22,05-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
05-Nov-2020 - 00:00,146.31,99.89,15.57,130.46,12.61,1.24,30.29,170.54,390.77,9.3,2.96,3.94,5.72,06-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
06-Nov-2020 - 00:00,317.31,184.32,5.24,174.58,5.71,1.29,29.98,130.74,384.43,8.95,5.83,4.09,6.03,07-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
07-Nov-2020 - 00:00,210.02,105.42,0.3,45.89,5.03,1.33,30.11,120.44,385.03,8.5,5.61,3.97,6.08,08-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
08-Nov-2020 - 00:00,208.48,106.23,0.18,45.6,5.66,1.89,30.53,208.81,526.39,11.29,6.07,4.78,7.06,09-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
09-Nov-2020 - 00:00,273.4,214.08,8.63,115.42,5.48,1.6,30.48,195.67,550.64,8.82,3.77,3.22,4.53,10-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
10-Nov-2020 - 00:00,348.97,414.54,66.92,196.87,4.84,2.13,30.25,308.34,468.96,14.52,4.0,5.24,7.58,11-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
11-Nov-2020 - 00:00,161.7,212.49,103.87,207.78,4.65,1.26,30.04,101.7,352.7,11.21,2.99,5.31,5.96,12-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
12-Nov-2020 - 00:00,104.04,198.79,127.31,253.93,4.15,0.86,30.11,104.23,349.74,10.64,3.19,6.91,2.15,13-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
13-Nov-2020 - 00:00,72.35,68.78,6.04,172.15,9.39,1.1,29.95,139.76,355.48,8.83,3.66,5.16,1.65,14-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
14-Nov-2020 - 00:00,79.93,76.89,6.24,192.62,23.64,1.56,29.96,250.43,532.94,11.16,3.37,4.94,1.57,15-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
15-Nov-2020 - 00:00,65.99,62.46,5.73,246.84,23.94,1.35,30.41,203.52,414.09,11.09,3.17,3.91,1.33,16-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
16-Nov-2020 - 00:00,50.77,47.2,5.58,145.24,23.32,0.47,29.95,33.19,97.83,4.39,2.84,2.88,0.88,17-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
17-Nov-2020 - 00:00,52.0,48.63,5.84,133.39,23.57,0.48,29.68,32.49,90.88,4.22,3.23,3.31,1.03,18-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
18-Nov-2020 - 00:00,55.17,53.09,7.6,226.71,24.31,0.55,29.88,55.41,139.05,4.23,3.46,3.39,1.03,19-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
19-Nov-2020 - 00:00,55.79,52.17,6.38,204.39,23.62,0.66,30.03,69.86,169.0,5.33,3.45,5.24,1.46,20-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
20-Nov-2020 - 00:00,43.92,40.08,6.16,89.33,23.67,0.55,29.93,69.74,166.91,4.6,2.94,3.25,0.98,21-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
21-Nov-2020 - 00:00,38.41,34.3,5.9,52.52,23.09,0.44,29.82,51.39,139.41,3.58,2.48,2.52,0.8,22-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
22-Nov-2020 - 00:00,41.05,37.21,6.16,48.49,23.3,0.58,29.8,68.47,174.1,4.54,2.59,2.74,0.9,23-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
23-Nov-2020 - 00:00,53.56,50.26,6.7,36.32,23.56,0.75,29.75,79.64,197.01,6.31,2.79,3.86,1.25,24-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
24-Nov-2020 - 00:00,99.71,148.22,58.51,110.67,23.99,1.15,29.73,131.85,319.04,10.92,2.51,6.7,2.02,25-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
25-Nov-2020 - 00:00,77.11,75.27,8.16,71.57,23.85,1.32,30.01,146.27,310.7,13.49,2.34,5.08,1.62,26-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
26-Nov-2020 - 00:00,51.99,48.42,6.44,45.67,23.91,0.61,30.1,47.38,120.35,6.57,2.52,3.96,1.25,27-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
27-Nov-2020 - 00:00,42.93,39.16,6.24,41.66,24.32,0.44,29.89,35.9,95.75,3.98,2.42,3.42,1.05,28-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
28-Nov-2020 - 00:00,39.04,34.77,4.74,28.85,26.59,0.55,29.92,44.98,138.37,5.07,2.86,3.36,1.45,29-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
29-Nov-2020 - 00:00,45.12,42.55,7.12,27.63,22.42,0.74,30.5,74.11,201.37,6.38,2.58,3.24,1.13,30-Nov-2020 - 00:00,"Murthal, Sonipat - HSPCB"
30-Nov-2020 - 00:00,52.93,49.63,5.93,30.38,23.27,0.97,29.87,93.51,214.8,8.61,2.76,4.41,1.48,01-Dec-2020 - 00:00,"Murthal, Sonipat - HSPCB"
01-Dec-2020 - 00:00,47.77,45.07,6.66,49.0,23.37,0.95,30.16,103.57,217.97,7.75,3.0,4.11,1.38,02-Dec-2020 - 00:00,"Murthal, Sonipat - HSPCB"
