from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Xylene,Toluene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,VWS,BP,SR,RF,to date,station
27-Jul-2020 - 00:00,30.69,73.45,30.02,7.8,37.75,9.86,6.35,0.37,30.65,2.81,0.11,22.41,0.64,0.44,30.25,85.1,0.61,166.25,0.08,998.52,87.36,0.0,28-Jul-2020 - 00:00,"Belur Math, Howrah - WBPCB"
28-Jul-2020 - 00:00,32.0,71.12,28.64,6.92,35.56,11.31,11.86,0.43,37.36,2.62,0.13,36.17,0.74,0.49,29.49,87.21,0.54,166.05,0.09,998.19,77.12,0.08,29-Jul-2020 - 00:00,"Belur Math, Howrah - WBPCB"
29-Jul-2020 - 00:00,19.42,39.66,14.37,5.35,19.71,8.83,7.85,0.22,41.95,1.19,0.08,33.78,0.42,0.27,28.12,91.94,0.41,209.04,0.16,998.9,88.23,0.15,30-Jul-2020 - 00:00,"Belur Math, Howrah - WBPCB"
30-Jul-2020 - 00:00,14.41,40.8,19.96,13.18,33.19,9.44,10.21,0.26,36.24,1.21,0.07,28.35,0.46,0.3,30.5,80.5,0.47,207.59,0.17,999.06,115.1,0.0,31-Jul-2020 - 00:00,"Belur Math, Howrah - WBPCB"
31-Jul-2020 - 00:00,11.59,37.41,18.38,10.52,30.15,9.37,8.69,0.28,37.01,1.09,0.08,32.06,0.51,0.34,30.3,81.43,0.38,182.01,0.12,998.53,140.26,0.01,01-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
01-Aug-2020 - 00:00,18.24,49.65,21.72,13.46,35.19,12.0,7.33,0.32,26.51,1.18,0.08,27.74,0.51,0.35,31.63,76.34,0.43,183.64,0.1,996.65,158.25,0.0,02-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
02-Aug-2020 - 00:00,18.09,52.2,18.4,8.88,27.29,8.95,7.06,0.3,37.89,1.0,0.07,31.37,0.41,0.27,31.38,80.01,0.5,172.01,0.05,994.02,121.41,0.0,03-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
03-Aug-2020 - 00:00,46.92,90.05,28.37,8.61,36.99,7.51,6.64,0.54,42.78,1.57,0.09,32.66,0.63,0.39,31.64,81.66,0.42,204.1,0.04,989.93,135.91,0.06,04-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
04-Aug-2020 - 00:00,29.23,50.78,24.09,10.35,34.45,7.52,6.19,0.34,26.84,1.61,0.09,39.61,0.6,0.4,26.62,98.38,0.62,198.82,0.01,986.81,31.22,0.04,05-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
05-Aug-2020 - 00:00,7.31,14.96,8.39,3.97,12.37,6.41,6.95,0.16,32.43,0.47,0.04,29.78,0.23,0.17,27.25,97.15,1.72,84.35,-0.2,988.14,61.35,0.0,06-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
06-Aug-2020 - 00:00,9.13,22.07,14.2,4.47,18.68,7.71,6.2,0.28,27.66,1.26,0.07,31.67,0.39,0.28,27.13,97.47,0.92,106.78,-0.03,995.05,64.97,0.02,07-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
07-Aug-2020 - 00:00,18.53,47.83,22.43,6.4,28.83,7.54,6.24,0.31,24.24,1.52,0.08,31.01,0.49,0.3,29.47,88.52,0.49,167.3,0.17,996.57,113.44,0.0,08-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
08-Aug-2020 - 00:00,20.44,52.74,14.34,4.97,19.31,10.32,6.53,0.22,37.68,1.12,0.06,32.21,0.37,0.25,29.49,90.36,0.32,152.91,0.1,994.72,83.79,0.01,09-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
09-Aug-2020 - 00:00,12.91,31.49,10.29,4.24,14.54,8.92,6.29,0.17,30.67,0.6,0.05,32.48,0.29,0.21,29.2,87.85,0.68,98.91,0.04,994.57,140.78,0.03,10-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
10-Aug-2020 - 00:00,8.3,31.08,11.8,5.0,16.78,10.41,6.03,0.2,16.05,0.66,0.04,29.13,0.26,0.19,29.73,86.7,0.73,104.92,0.03,995.31,104.65,0.02,11-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
11-Aug-2020 - 00:00,16.51,48.71,21.05,8.41,28.46,6.88,5.84,0.34,38.28,1.04,0.07,27.8,0.44,0.27,30.17,86.04,0.49,195.56,0.17,994.84,82.2,0.02,12-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
12-Aug-2020 - 00:00,27.99,61.23,20.76,7.59,28.37,7.3,6.62,0.53,41.49,1.37,0.1,29.29,0.65,0.5,29.84,87.44,0.47,159.52,0.1,994.71,74.3,0.05,13-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
13-Aug-2020 - 00:00,8.39,30.68,10.03,4.99,15.02,7.05,5.95,0.17,29.05,0.61,0.04,28.04,0.25,0.2,29.6,86.07,1.13,90.95,-0.03,993.48,125.99,0.01,14-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
14-Aug-2020 - 00:00,5.03,20.59,8.59,4.83,13.42,6.32,6.08,0.18,30.58,0.46,0.04,28.97,0.2,0.15,28.95,90.75,1.86,82.94,-0.26,991.2,122.95,0.11,15-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
15-Aug-2020 - 00:00,5.43,17.6,8.52,4.72,13.25,5.79,6.48,0.22,33.32,0.75,0.04,24.93,0.21,0.14,28.45,94.11,1.61,106.93,-0.19,989.46,86.65,0.02,16-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
16-Aug-2020 - 00:00,9.94,31.38,12.47,5.39,17.88,4.27,6.44,0.22,35.65,0.78,0.04,30.23,0.26,0.16,29.14,89.88,0.8,157.06,0.15,991.68,103.22,0.06,17-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
17-Aug-2020 - 00:00,14.68,37.4,17.74,5.64,23.38,4.81,6.57,0.29,29.52,2.11,0.08,30.23,0.47,0.27,28.15,93.73,0.35,152.13,0.12,993.38,59.0,0.03,18-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
18-Aug-2020 - 00:00,18.08,48.08,23.29,7.32,30.62,4.17,6.24,0.34,33.77,2.24,0.09,34.74,0.57,0.4,27.94,95.01,0.4,155.02,0.1,993.73,58.89,0.17,19-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
19-Aug-2020 - 00:00,7.91,19.65,9.2,4.88,14.08,5.08,6.36,0.16,27.72,0.79,0.05,26.59,0.27,0.18,27.36,95.33,2.12,82.77,-0.32,991.32,91.82,0.1,20-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
20-Aug-2020 - 00:00,6.0,20.28,7.66,4.76,12.41,5.59,6.4,0.2,25.11,0.48,0.03,21.83,0.16,0.15,26.86,97.72,1.79,88.05,-0.14,993.76,57.51,0.23,21-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
21-Aug-2020 - 00:00,10.29,29.26,8.56,4.91,13.46,4.99,6.79,0.22,24.73,1.35,0.04,30.74,0.26,0.2,26.63,98.49,0.55,128.87,0.08,998.28,49.96,0.13,22-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
22-Aug-2020 - 00:00,23.99,57.39,28.3,10.25,38.56,7.13,6.2,0.44,24.81,2.52,0.1,30.08,0.7,0.45,27.96,93.96,0.37,165.71,0.09,999.05,71.44,0.01,23-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
23-Aug-2020 - 00:00,25.09,64.49,26.86,15.82,42.69,5.92,6.46,0.39,31.47,2.53,0.1,32.18,0.73,0.42,28.25,93.26,0.28,193.17,0.1,998.17,82.81,0.03,24-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
24-Aug-2020 - 00:00,25.9,65.46,31.62,19.12,50.71,7.64,6.81,0.43,28.4,2.3,0.12,30.6,0.88,0.58,27.83,93.1,0.4,195.33,0.06,997.23,103.87,0.06,25-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
25-Aug-2020 - 00:00,24.97,59.1,18.44,9.74,28.19,8.69,6.27,0.25,33.12,1.29,0.07,28.75,0.46,0.33,29.16,87.08,1.35,137.33,-0.18,995.93,143.59,0.07,26-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
26-Aug-2020 - 00:00,10.5,22.84,11.97,5.1,17.08,9.77,7.11,0.2,25.37,0.55,0.04,21.33,0.21,0.17,27.25,96.22,1.88,86.28,-0.24,994.29,83.92,0.08,27-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
27-Aug-2020 - 00:00,9.82,23.16,8.95,4.73,13.69,7.1,6.49,0.11,20.32,0.51,0.03,26.9,0.19,0.14,26.0,98.38,0.7,150.31,0.11,996.88,46.63,0.04,28-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
28-Aug-2020 - 00:00,25.6,65.99,28.16,10.66,38.85,8.05,7.27,0.71,37.71,1.19,0.11,14.72,0.76,0.44,29.3,88.6,0.68,218.76,0.23,997.32,86.18,0.0,29-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
29-Aug-2020 - 00:00,31.8,81.76,26.25,10.39,36.68,6.76,7.59,0.3,40.96,0.91,0.07,24.91,0.42,0.25,30.43,83.84,0.66,220.12,0.23,998.44,143.35,0.0,30-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
30-Aug-2020 - 00:00,35.38,79.17,26.81,7.68,34.51,7.07,7.59,0.44,41.28,0.55,0.07,7.85,0.54,0.3,32.14,76.34,0.38,231.89,0.1,998.29,111.12,0.0,31-Aug-2020 - 00:00,"Belur Math, Howrah - WBPCB"
31-Aug-2020 - 00:00,28.13,83.91,21.61,9.25,30.84,6.09,6.86,0.2,48.48,,,,,,29.56,96.7,0.39,226.89,0.16,999.13,53.47,0.0,01-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
01-Sep-2020 - 00:00,26.13,56.15,35.71,18.56,54.3,11.11,6.9,0.75,30.14,2.55,0.15,24.61,1.1,0.68,25.78,98.66,0.53,171.42,0.06,999.63,45.89,0.03,02-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
02-Sep-2020 - 00:00,17.37,32.21,25.6,6.05,31.66,17.2,6.79,0.23,30.78,,,,,,27.64,93.83,0.53,113.73,0.04,,99.95,0.02,03-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
03-Sep-2020 - 00:00,14.35,51.92,21.41,10.97,32.39,12.58,9.75,0.3,29.9,2.56,0.65,64.17,0.9,0.45,29.43,84.38,0.49,150.95,0.04,,125.84,0.0,04-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
04-Sep-2020 - 00:00,33.29,92.95,36.43,30.08,66.61,14.82,11.51,0.52,32.64,3.52,9.69,107.29,2.52,1.11,29.08,89.88,0.24,215.84,0.1,999.58,74.66,0.06,05-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
05-Sep-2020 - 00:00,23.46,86.23,26.58,18.93,45.51,10.74,11.17,0.28,36.67,1.83,36.87,121.11,1.93,0.59,30.55,82.11,0.55,225.88,0.11,998.6,127.58,0.0,06-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
06-Sep-2020 - 00:00,15.31,63.97,18.31,13.3,31.61,9.46,9.92,0.2,42.01,1.01,13.73,13.23,0.8,0.29,30.76,83.0,0.79,220.11,0.12,998.79,136.6,0.0,07-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
07-Sep-2020 - 00:00,13.52,46.19,14.95,8.56,23.52,7.64,10.62,0.15,41.6,0.81,8.3,11.09,0.53,0.28,30.35,84.05,0.7,222.51,0.12,998.99,100.59,0.0,08-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
08-Sep-2020 - 00:00,23.26,71.87,29.51,17.98,47.49,9.74,10.05,0.44,38.98,1.61,5.01,9.76,0.82,0.58,30.19,83.53,0.49,217.79,0.11,999.17,89.48,0.0,09-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
09-Sep-2020 - 00:00,35.61,100.83,36.51,14.99,50.81,8.54,16.25,0.46,38.69,2.67,4.14,11.33,1.04,0.63,29.7,86.37,0.34,203.75,0.11,998.52,88.51,0.03,10-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
10-Sep-2020 - 00:00,32.7,99.4,33.67,20.7,54.38,8.64,10.9,0.43,41.97,1.66,2.78,9.53,0.83,0.55,29.53,90.24,0.49,223.37,0.17,997.68,82.19,0.0,11-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
11-Sep-2020 - 00:00,12.27,37.89,13.2,6.82,20.03,7.52,9.86,0.11,35.53,1.25,2.44,9.9,0.42,0.24,30.22,82.13,0.59,203.71,0.19,998.19,127.55,0.0,12-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
12-Sep-2020 - 00:00,11.66,42.94,18.2,8.3,26.49,9.2,9.25,0.23,31.23,5.08,11.62,15.37,0.81,0.35,29.3,88.1,0.59,170.87,0.1,999.46,76.58,0.02,13-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
13-Sep-2020 - 00:00,8.82,35.06,15.7,7.05,22.75,7.76,9.89,0.17,30.74,7.26,14.53,17.42,0.76,0.28,29.93,85.01,0.35,170.65,0.11,999.69,97.45,0.0,14-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
14-Sep-2020 - 00:00,11.47,33.47,15.98,6.25,22.19,8.26,7.65,0.16,32.04,4.91,8.48,13.07,0.69,0.31,29.93,86.26,0.37,150.99,0.12,999.02,112.62,0.05,15-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
15-Sep-2020 - 00:00,16.95,48.82,21.66,9.81,31.48,8.11,9.13,0.41,31.01,3.09,8.7,14.98,0.9,0.48,29.39,89.12,0.36,201.09,0.14,999.08,92.33,0.08,16-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
16-Sep-2020 - 00:00,13.2,48.96,19.89,8.02,27.86,8.58,9.57,0.23,32.11,1.88,4.88,9.11,1.14,0.64,30.7,82.09,0.68,197.58,0.22,998.98,134.63,0.0,17-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
17-Sep-2020 - 00:00,10.41,39.86,15.93,6.42,22.35,9.35,6.86,0.16,35.34,0.74,1.15,4.76,0.48,0.25,31.17,80.79,0.72,216.46,0.23,998.39,123.39,0.0,18-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
18-Sep-2020 - 00:00,13.95,45.07,20.72,7.98,28.71,9.41,7.43,0.23,35.55,0.9,0.83,5.23,0.48,0.29,30.3,84.25,0.6,178.57,0.07,997.64,112.49,0.0,19-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
19-Sep-2020 - 00:00,19.26,51.93,20.95,7.3,28.26,7.97,6.93,0.28,38.85,1.12,0.68,5.62,0.41,0.28,30.43,83.78,0.63,151.9,0.01,995.37,130.27,0.0,20-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
20-Sep-2020 - 00:00,20.5,52.83,18.47,6.17,24.65,8.99,7.33,0.23,38.38,1.12,0.52,5.38,0.37,0.24,29.0,89.36,0.81,134.95,-0.0,993.53,63.04,0.02,21-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
21-Sep-2020 - 00:00,7.53,20.15,10.4,4.85,15.25,10.27,6.22,0.16,30.12,0.51,0.28,3.62,0.21,0.16,27.91,94.82,1.53,89.47,-0.12,993.41,70.99,0.08,22-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
22-Sep-2020 - 00:00,15.52,43.37,18.67,5.77,24.45,10.91,7.56,0.23,31.7,1.65,0.33,4.64,0.67,0.31,28.59,93.29,0.61,148.89,0.17,996.18,76.57,0.0,23-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
23-Sep-2020 - 00:00,14.57,38.16,20.75,8.26,29.02,9.28,7.25,0.25,26.37,2.18,0.31,4.12,0.64,0.41,27.33,97.34,0.56,193.83,0.2,998.42,54.64,0.14,24-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
24-Sep-2020 - 00:00,16.56,58.53,24.3,9.28,33.59,8.56,7.85,0.27,29.03,1.27,0.26,4.01,0.81,0.33,29.0,93.08,0.81,216.05,0.26,999.28,79.05,0.0,25-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
25-Sep-2020 - 00:00,27.54,83.78,32.55,15.79,48.37,10.11,8.37,0.48,25.01,1.71,0.3,4.99,1.0,0.53,27.92,97.48,0.63,222.34,0.21,998.13,54.03,0.06,26-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
26-Sep-2020 - 00:00,28.42,71.33,25.08,7.09,32.17,7.85,8.21,0.29,28.87,2.76,0.23,4.92,0.76,0.44,28.43,95.51,0.61,180.29,0.19,997.56,69.61,0.0,27-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
27-Sep-2020 - 00:00,26.75,69.55,21.94,7.83,29.78,7.91,14.7,0.22,36.98,1.58,0.2,5.06,0.5,0.32,29.58,81.12,0.4,173.82,0.07,998.27,131.25,0.0,28-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
28-Sep-2020 - 00:00,47.82,102.55,34.49,13.66,48.18,6.5,7.57,0.53,36.1,2.18,0.23,5.9,0.84,0.53,29.02,92.49,0.31,171.55,0.07,998.85,81.53,0.21,29-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
29-Sep-2020 - 00:00,29.41,73.52,26.35,17.09,43.46,6.57,7.73,0.37,28.93,3.49,0.24,5.85,0.93,0.65,29.75,87.68,0.56,126.88,0.0,998.64,130.06,0.0,30-Sep-2020 - 00:00,"Belur Math, Howrah - WBPCB"
30-Sep-2020 - 00:00,21.44,70.53,24.57,17.03,41.61,6.29,9.69,0.19,26.55,2.07,0.2,5.16,0.76,0.56,29.6,86.54,0.55,139.68,0.03,997.9,99.3,0.0,01-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
01-Oct-2020 - 00:00,13.19,43.52,14.88,6.21,21.11,6.29,8.07,0.16,23.95,1.03,0.13,5.02,0.37,0.28,28.92,86.63,1.2,94.28,-0.08,997.72,114.82,0.0,02-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
02-Oct-2020 - 00:00,11.27,38.32,14.92,5.26,20.13,5.52,7.26,0.17,25.07,1.03,0.12,5.21,0.35,0.23,28.62,90.64,0.92,90.49,-0.02,998.63,115.36,0.01,03-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
03-Oct-2020 - 00:00,15.72,48.38,16.64,7.93,24.86,5.46,7.61,0.3,24.78,1.35,0.13,5.27,0.44,0.3,28.44,91.81,0.77,107.65,0.0,999.02,97.75,0.03,04-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
04-Oct-2020 - 00:00,14.03,45.86,17.82,6.2,24.04,5.7,7.13,0.22,21.21,1.63,0.13,5.29,0.47,0.29,28.1,93.34,0.84,92.8,-0.01,998.87,86.2,0.02,05-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
05-Oct-2020 - 00:00,11.45,45.84,18.37,5.77,24.21,5.34,7.56,0.18,22.46,1.66,0.12,5.51,0.48,0.31,27.98,93.9,0.63,92.78,0.04,999.24,72.67,0.03,06-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
06-Oct-2020 - 00:00,15.63,43.36,17.53,5.31,22.91,6.86,7.1,0.19,26.22,1.46,0.1,4.8,0.41,0.31,28.36,90.52,0.58,101.93,0.08,999.56,103.97,0.05,07-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
07-Oct-2020 - 00:00,14.46,49.28,20.31,5.7,26.03,7.9,7.5,0.2,17.55,1.93,0.12,4.58,0.59,0.51,28.69,90.4,0.49,140.4,0.11,,106.02,0.02,08-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
08-Oct-2020 - 00:00,30.73,77.8,29.26,10.67,39.96,7.65,10.7,0.4,6.61,3.4,0.15,5.17,0.71,0.5,29.2,87.27,0.36,148.64,0.07,,91.16,0.0,09-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
09-Oct-2020 - 00:00,58.16,142.41,39.15,21.92,61.1,8.28,8.32,1.06,4.83,4.76,0.23,5.84,1.32,1.21,29.44,90.92,0.33,184.29,0.06,,139.36,0.03,10-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
10-Oct-2020 - 00:00,38.46,94.66,34.97,18.73,53.72,8.01,7.41,0.44,4.68,4.26,0.22,6.32,1.25,0.98,29.13,90.07,0.6,145.58,0.02,999.52,,0.09,11-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
11-Oct-2020 - 00:00,31.97,87.16,30.97,13.94,44.57,6.78,7.89,0.3,6.1,2.62,0.15,5.18,0.8,0.53,29.18,86.19,0.42,152.18,0.04,998.75,,0.0,12-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
12-Oct-2020 - 00:00,37.96,103.88,35.6,26.29,59.95,7.47,9.13,0.6,5.43,4.58,0.21,5.47,1.27,0.81,29.62,84.62,0.41,140.15,0.04,998.71,,0.0,13-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
13-Oct-2020 - 00:00,32.2,87.89,24.26,12.67,36.64,7.71,8.51,0.32,3.51,3.79,0.16,5.3,0.9,0.68,30.28,80.49,0.68,128.77,0.02,998.77,,0.0,14-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
14-Oct-2020 - 00:00,12.1,43.13,13.72,4.66,18.39,7.49,7.04,0.17,3.22,1.42,0.09,4.58,0.36,0.25,29.95,82.56,0.94,87.93,-0.01,999.53,,0.0,15-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
15-Oct-2020 - 00:00,12.07,45.18,17.73,9.12,27.54,6.97,7.27,0.29,2.05,2.1,0.09,4.61,0.45,0.31,29.97,80.76,0.99,115.04,-0.04,999.14,,0.0,16-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
16-Oct-2020 - 00:00,33.86,97.77,37.29,23.84,60.53,7.21,10.31,0.66,10.11,3.54,0.19,5.24,1.09,0.91,28.97,87.82,0.41,167.13,0.04,998.89,,0.02,17-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
17-Oct-2020 - 00:00,47.49,126.05,41.31,19.69,59.61,7.56,8.45,0.61,20.38,4.15,0.23,6.0,1.37,0.95,29.97,83.65,0.43,136.78,0.02,998.97,,0.0,18-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
18-Oct-2020 - 00:00,50.34,122.64,29.69,11.83,40.95,7.21,7.46,0.35,23.96,4.21,0.18,5.75,1.09,0.79,29.48,86.23,0.61,157.51,0.02,999.84,,0.0,19-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
19-Oct-2020 - 00:00,41.51,111.21,40.53,24.17,64.72,7.55,9.25,0.93,10.65,6.0,0.3,5.34,1.81,1.64,28.35,91.8,0.26,216.74,0.06,999.2,,0.04,20-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
20-Oct-2020 - 00:00,53.88,118.93,23.58,10.32,33.29,7.47,9.38,0.23,27.22,4.63,0.25,5.3,1.48,1.21,29.34,82.08,0.89,142.89,-0.04,999.63,,0.0,21-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
21-Oct-2020 - 00:00,8.56,30.3,11.96,4.73,16.69,6.54,6.8,0.16,15.83,0.72,0.06,3.67,0.29,0.21,28.42,87.14,1.7,82.94,-0.2,999.76,,0.0,22-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
22-Oct-2020 - 00:00,6.28,20.38,10.98,4.58,15.57,6.11,6.7,0.2,15.12,0.5,0.04,2.94,0.18,0.12,25.8,95.92,2.05,80.02,-0.34,999.11,,0.0,23-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
23-Oct-2020 - 00:00,8.23,31.89,15.99,7.67,23.67,5.57,10.28,0.23,9.22,0.64,0.05,3.55,0.28,0.18,24.99,98.14,0.78,221.33,-0.02,997.43,,0.01,24-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
24-Oct-2020 - 00:00,16.24,47.03,18.22,9.85,28.08,5.15,12.33,0.24,12.88,0.9,0.12,4.62,0.59,0.25,26.89,87.14,0.35,203.06,0.04,999.32,,0.0,25-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
25-Oct-2020 - 00:00,30.81,74.62,21.17,9.62,30.81,3.95,9.77,0.56,14.32,1.79,0.14,4.68,0.83,0.38,27.71,87.05,0.21,173.2,0.06,,,0.0,26-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
26-Oct-2020 - 00:00,57.23,120.98,24.63,10.18,34.82,4.49,16.37,0.79,25.15,3.27,0.21,4.86,1.33,0.57,27.46,73.12,0.23,212.09,0.07,,,0.0,27-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
27-Oct-2020 - 00:00,65.88,148.47,27.11,7.14,34.26,5.55,15.1,0.53,27.8,2.17,0.15,4.33,0.92,0.56,26.81,67.46,0.37,159.31,0.04,,,0.0,28-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
28-Oct-2020 - 00:00,78.28,177.83,25.23,8.01,33.26,4.72,18.93,0.54,25.49,2.49,0.13,4.76,0.8,0.49,26.63,73.38,0.36,216.92,0.06,,,0.0,29-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
29-Oct-2020 - 00:00,62.0,137.09,19.17,7.72,26.9,5.07,18.08,0.45,20.72,2.93,0.11,4.24,0.6,0.39,27.73,76.51,0.41,271.72,0.06,,,0.0,30-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
30-Oct-2020 - 00:00,47.61,120.75,15.18,6.21,21.38,5.35,17.02,0.34,25.47,2.42,0.08,4.41,0.44,0.29,28.19,73.18,0.38,291.48,0.09,,,0.0,31-Oct-2020 - 00:00,"Belur Math, Howrah - WBPCB"
31-Oct-2020 - 00:00,58.41,120.57,13.29,5.49,18.78,4.62,12.73,0.35,25.88,2.07,0.08,4.95,0.46,0.31,26.98,83.35,0.44,179.14,0.07,,,0.02,01-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
01-Nov-2020 - 00:00,10.8,35.32,6.66,4.94,11.6,3.88,7.7,0.12,15.82,0.87,0.06,4.64,0.29,0.2,27.82,88.4,0.92,78.32,-0.06,,,0.0,02-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
02-Nov-2020 - 00:00,19.26,46.84,10.02,5.88,15.84,4.52,8.53,0.33,16.66,0.99,0.06,4.14,0.3,0.21,27.92,86.01,0.86,83.77,-0.06,,,0.0,03-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
03-Nov-2020 - 00:00,76.3,179.84,19.06,8.01,27.12,5.19,17.57,0.64,30.22,2.61,0.08,4.14,0.53,0.36,27.36,72.81,0.35,257.48,0.08,,,0.0,04-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
04-Nov-2020 - 00:00,95.48,220.91,25.8,10.03,35.84,5.43,22.18,0.63,33.92,3.32,0.11,4.84,0.73,0.53,25.78,53.11,0.38,204.13,0.06,,,0.0,05-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
05-Nov-2020 - 00:00,95.34,217.74,24.66,14.33,39.0,6.1,16.0,0.94,33.35,3.78,0.16,5.34,1.11,0.8,25.35,54.37,0.54,106.29,0.01,,,0.0,06-Nov-2020 - 00:00,"Belur Math, Howrah - WBPCB"
