from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WD,WS,RF,to date,station
18-Nov-2020 - 00:00,26.04,9.47,3.68,3.29,5.98,2.08,34.97,106.16,132.08,7.52,21.59,0.38,0.44,0.1,61.43,284.46,283.04,3.84,0.0,19-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Nov-2020 - 00:00,29.59,14.26,6.71,3.1,9.07,2.2,34.66,125.93,168.83,9.29,38.23,0.72,0.7,0.16,57.1,252.36,282.07,3.61,0.0,20-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Nov-2020 - 00:00,26.6,8.89,4.31,8.52,9.73,2.39,35.02,125.59,169.56,8.38,18.58,0.39,0.42,0.09,51.76,299.15,298.62,4.87,0.0,21-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Nov-2020 - 00:00,26.87,10.15,6.86,11.77,9.94,2.57,22.26,114.84,163.8,6.79,10.96,0.22,0.26,0.04,52.48,258.54,290.74,5.08,0.0,22-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Nov-2020 - 00:00,28.8,15.24,11.81,10.94,9.81,2.73,19.95,125.56,186.31,9.09,14.73,0.34,0.37,0.08,49.75,286.02,271.61,4.18,0.0,23-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Nov-2020 - 00:00,35.34,32.57,30.22,9.92,8.6,2.0,14.91,139.91,225.07,13.44,33.57,1.4,1.54,0.48,46.86,247.44,178.52,3.39,0.0,24-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Nov-2020 - 00:00,47.36,42.1,34.49,9.56,20.37,2.01,33.01,193.68,307.55,33.08,87.68,5.98,5.95,2.27,49.81,217.57,127.12,3.57,0.0,25-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Nov-2020 - 00:00,48.04,32.56,21.67,11.27,16.18,2.22,32.63,224.21,324.64,43.66,72.36,6.89,7.54,3.09,61.66,116.93,69.42,4.43,0.0,26-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Nov-2020 - 00:00,25.43,7.15,4.59,14.57,11.68,0.7,28.56,92.42,134.57,9.51,22.32,0.71,0.86,0.25,65.48,276.11,225.05,4.69,0.0,27-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Nov-2020 - 00:00,25.63,5.83,3.54,13.98,7.92,0.57,24.93,53.11,91.97,4.45,14.11,0.34,0.41,0.12,62.27,292.5,293.43,4.84,0.0,28-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Nov-2020 - 00:00,58.66,16.97,4.61,10.36,7.84,0.77,22.13,87.23,131.16,3.19,9.64,0.13,0.3,0.05,58.17,305.59,274.83,4.43,0.0,29-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Nov-2020 - 00:00,101.02,36.95,15.87,6.39,6.79,1.08,19.05,121.11,180.24,4.7,14.3,0.21,0.46,0.09,55.39,249.73,260.74,3.73,0.0,30-Nov-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Nov-2020 - 00:00,98.31,48.0,25.85,5.89,8.42,1.16,21.32,133.69,205.85,5.01,12.49,0.25,0.53,0.1,57.23,269.98,259.3,3.8,0.0,01-Dec-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Dec-2020 - 00:00,66.72,130.27,128.49,0.48,7.27,1.71,0.15,166.4,254.55,6.22,20.11,0.45,0.89,0.17,62.95,,256.08,3.25,0.0,02-Dec-2020 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
