from date,NO2,SO2,CO,Ozone,PM2.5,PM10,NH3,Benzene,RH,SR,WS,WD,RF,to date,station
07-Oct-2020 - 00:00,12.91,5.95,0.22,25.27,48.46,113.04,22.96,0.01,69.37,236.21,0.75,228.63,0.0,08-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Oct-2020 - 00:00,14.38,7.34,0.31,19.98,54.81,130.26,24.3,0.01,70.01,240.76,0.98,287.96,0.0,09-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Oct-2020 - 00:00,13.11,9.91,0.21,21.65,53.04,118.58,23.01,0.01,66.63,257.08,0.87,255.11,0.0,10-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Oct-2020 - 00:00,13.22,8.21,0.36,20.64,48.29,119.54,23.26,0.01,68.46,258.9,1.22,284.3,0.0,11-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Oct-2020 - 00:00,13.42,9.32,0.63,20.78,57.53,121.83,23.51,,65.55,243.12,1.11,262.65,0.0,12-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Oct-2020 - 00:00,14.25,10.41,0.85,23.21,63.63,140.1,24.39,1.5,66.33,225.07,0.72,217.23,0.0,13-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Oct-2020 - 00:00,14.33,14.16,0.77,21.14,60.26,114.7,24.21,2.13,68.31,219.5,0.61,192.72,0.0,14-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Oct-2020 - 00:00,13.57,13.39,0.67,25.12,47.73,135.6,23.64,1.6,57.77,233.56,1.03,283.74,0.0,15-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Oct-2020 - 00:00,12.94,9.42,0.65,25.59,39.52,123.15,22.92,1.43,51.34,255.73,0.93,250.0,0.0,16-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Oct-2020 - 00:00,12.51,12.94,0.65,28.03,46.08,139.96,23.44,2.27,54.03,235.91,0.59,229.66,0.0,17-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Oct-2020 - 00:00,6.49,11.66,0.58,24.61,45.72,142.86,17.8,2.72,55.11,257.93,1.12,262.13,0.0,18-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Oct-2020 - 00:00,6.73,27.0,0.64,25.89,70.79,188.94,17.77,4.17,46.6,236.6,1.69,312.39,0.0,19-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Oct-2020 - 00:00,13.04,18.12,0.53,24.31,62.15,170.98,23.99,3.35,48.09,244.44,1.41,304.33,0.0,20-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Oct-2020 - 00:00,15.22,21.78,0.37,28.53,64.14,168.1,25.7,3.82,44.69,255.78,0.85,284.73,0.0,21-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Oct-2020 - 00:00,15.93,10.88,0.25,32.34,47.18,130.02,26.61,10.51,46.27,224.83,0.83,241.28,0.0,22-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Oct-2020 - 00:00,17.02,13.1,0.33,27.03,44.52,131.32,27.85,17.77,46.81,224.03,0.65,229.63,0.0,23-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Oct-2020 - 00:00,17.72,14.05,0.6,29.17,60.12,158.83,28.38,3.48,51.73,223.17,0.76,231.18,0.0,24-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Oct-2020 - 00:00,20.28,13.8,0.54,26.41,72.81,178.75,30.2,4.18,56.99,218.79,0.86,272.67,0.0,25-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Oct-2020 - 00:00,19.52,9.86,0.42,25.36,88.09,198.0,29.68,6.05,59.97,218.25,0.68,236.62,0.0,26-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Oct-2020 - 00:00,15.1,12.74,0.31,29.37,57.5,174.59,25.58,2.35,50.82,226.71,1.66,304.58,0.0,27-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Oct-2020 - 00:00,19.6,39.4,0.69,27.94,75.96,170.56,29.86,3.24,46.7,217.84,1.41,308.65,0.0,28-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Oct-2020 - 00:00,21.7,24.39,0.72,24.62,113.86,204.19,32.97,4.8,50.85,212.45,0.86,252.06,0.0,29-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Oct-2020 - 00:00,20.78,37.58,0.44,22.31,101.81,176.76,32.01,3.62,55.42,211.42,0.78,224.77,0.0,30-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Oct-2020 - 00:00,17.93,24.16,0.52,24.65,90.81,175.73,29.19,3.97,56.04,212.56,1.27,287.33,0.0,31-Oct-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
31-Oct-2020 - 00:00,18.85,43.22,0.67,23.08,92.7,190.04,29.6,4.92,48.06,213.87,1.75,314.46,0.0,01-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Nov-2020 - 00:00,22.05,47.93,0.44,16.87,127.74,239.22,33.92,6.18,44.35,203.3,0.94,297.19,0.0,02-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
02-Nov-2020 - 00:00,19.91,36.19,0.29,15.28,126.94,241.06,32.7,5.61,43.59,204.33,0.72,276.5,0.0,03-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
03-Nov-2020 - 00:00,20.7,38.56,0.43,13.03,129.93,250.22,32.41,6.54,54.84,211.64,0.45,226.73,0.0,04-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
04-Nov-2020 - 00:00,21.7,49.8,0.46,15.55,153.17,296.94,35.21,9.66,53.84,211.43,1.09,280.56,0.0,05-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
05-Nov-2020 - 00:00,17.28,34.46,0.49,15.14,107.87,215.04,28.49,5.66,49.08,205.37,0.95,300.5,0.0,06-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
06-Nov-2020 - 00:00,15.69,41.29,0.59,14.18,86.64,181.58,26.68,4.55,44.89,205.91,1.3,304.72,0.0,07-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
07-Nov-2020 - 00:00,14.02,44.48,0.99,15.43,86.37,184.52,24.97,5.21,44.99,207.26,1.27,298.93,0.0,08-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
08-Nov-2020 - 00:00,15.2,28.97,0.96,13.09,121.22,239.9,27.91,7.44,59.48,212.04,0.41,189.8,0.0,09-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
09-Nov-2020 - 00:00,13.94,14.95,0.67,13.65,101.69,192.07,25.06,4.79,62.78,212.55,0.66,239.14,0.0,10-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
10-Nov-2020 - 00:00,14.04,43.35,0.67,10.34,106.62,198.52,26.03,4.88,59.5,212.67,0.38,208.44,0.0,11-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
11-Nov-2020 - 00:00,13.24,19.87,0.68,10.08,98.7,195.51,24.94,5.62,65.54,212.96,0.44,202.57,0.0,12-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
12-Nov-2020 - 00:00,14.02,8.99,0.63,11.89,103.53,205.94,27.42,4.96,66.63,216.49,0.8,253.62,0.0,13-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
13-Nov-2020 - 00:00,19.82,8.94,0.78,11.72,118.17,224.6,36.17,6.6,66.45,215.15,0.79,285.46,0.0,14-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
14-Nov-2020 - 00:00,16.29,6.45,0.77,10.31,132.36,248.33,36.97,7.37,69.31,221.11,0.36,190.63,0.0,15-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
15-Nov-2020 - 00:00,11.54,8.64,1.01,13.3,96.88,191.6,25.98,2.94,72.53,218.73,1.29,159.02,0.25,16-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
16-Nov-2020 - 00:00,10.81,5.27,0.48,11.48,11.25,31.41,25.09,0.53,89.35,215.33,1.18,254.21,0.04,17-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
17-Nov-2020 - 00:00,10.71,11.08,1.02,9.57,28.73,61.05,26.92,1.79,81.68,214.4,1.24,315.33,0.0,18-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
18-Nov-2020 - 00:00,11.03,14.64,1.15,10.53,59.53,116.19,29.32,3.2,74.28,212.43,1.02,290.87,0.0,19-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
19-Nov-2020 - 00:00,10.83,15.84,1.09,11.2,76.42,148.32,30.5,3.7,68.27,228.69,0.86,296.94,0.0,20-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
20-Nov-2020 - 00:00,10.49,10.89,0.49,13.66,43.4,106.12,24.83,1.83,62.86,228.64,2.09,317.96,0.0,21-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
21-Nov-2020 - 00:00,10.6,14.16,0.47,11.04,35.84,113.9,25.21,1.82,57.82,227.37,1.96,319.02,0.0,22-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
22-Nov-2020 - 00:00,10.42,16.71,0.7,9.26,59.04,132.73,29.82,3.0,58.05,214.81,1.2,298.05,0.0,23-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
23-Nov-2020 - 00:00,13.07,12.09,0.57,7.88,89.87,175.74,29.44,4.15,75.79,213.15,0.55,251.13,0.0,24-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
24-Nov-2020 - 00:00,15.45,9.92,0.49,6.95,84.12,168.54,36.84,3.45,80.12,213.0,0.51,218.5,0.0,25-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
25-Nov-2020 - 00:00,22.55,8.86,0.47,10.19,61.84,136.44,40.67,5.16,91.16,201.88,0.63,208.6,0.01,26-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
26-Nov-2020 - 00:00,22.79,6.14,0.62,13.27,16.27,43.48,35.65,0.78,83.42,207.96,1.16,266.54,0.0,27-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
27-Nov-2020 - 00:00,27.56,9.94,1.37,12.01,31.84,77.07,38.5,1.36,69.73,196.82,2.06,320.34,0.0,28-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
28-Nov-2020 - 00:00,47.67,21.58,1.69,11.96,69.29,136.46,56.09,3.16,63.83,196.83,1.39,313.29,0.0,29-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
29-Nov-2020 - 00:00,57.37,14.77,1.9,10.34,92.3,185.07,70.72,4.08,70.05,205.03,0.47,197.98,0.0,30-Nov-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
30-Nov-2020 - 00:00,72.28,16.96,2.18,11.93,114.66,206.93,97.16,6.22,70.64,203.38,0.69,260.96,0.0,01-Dec-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
01-Dec-2020 - 00:00,87.08,38.03,2.02,8.16,128.05,237.14,103.49,14.57,84.38,184.6,0.81,327.91,0.0,02-Dec-2020 - 00:00,"Kalal Majra, Khanna - PPCB"
