from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WS,WD,RF,to date,station
16-Aug-2020 - 00:00,6.93,28.49,17.89,30.22,29.44,37.62,1.55,0.22,12.17,1.89,0.16,0.39,0.39,0.8,85.12,328.8,1.88,159.3,0.0,17-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Aug-2020 - 00:00,9.54,44.55,20.89,28.24,28.38,38.07,2.09,0.3,11.78,2.53,0.24,0.65,0.53,1.23,81.64,364.15,1.93,172.02,0.0,18-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Aug-2020 - 00:00,10.76,32.88,20.82,30.56,31.25,37.26,,0.28,11.42,2.09,0.2,0.67,0.62,1.42,91.82,125.57,2.31,200.38,0.04,19-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Aug-2020 - 00:00,13.93,37.16,21.7,30.52,31.68,37.1,,0.26,12.33,2.14,43.12,0.57,0.56,1.32,92.3,87.49,2.82,195.87,0.27,20-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Aug-2020 - 00:00,6.29,17.48,24.43,29.9,32.58,36.88,8.93,0.22,15.87,2.41,108.36,0.39,0.35,0.67,90.41,241.64,2.67,112.93,0.0,21-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Aug-2020 - 00:00,10.26,33.04,22.42,30.03,31.67,37.09,3.5,0.23,13.15,2.98,121.5,0.46,0.73,1.03,81.39,406.02,3.19,78.65,0.0,22-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Aug-2020 - 00:00,13.01,29.01,22.36,30.38,31.92,37.01,3.7,0.21,14.48,2.4,111.04,0.54,0.82,1.19,80.77,424.26,4.27,71.96,0.0,23-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Aug-2020 - 00:00,16.82,27.77,22.44,30.16,31.78,37.11,3.86,0.19,14.56,1.65,103.35,0.49,0.52,0.89,83.42,285.96,4.65,70.7,0.0,24-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Aug-2020 - 00:00,9.42,17.32,22.28,30.41,31.9,37.05,4.02,0.16,14.46,1.52,83.74,0.39,0.37,0.74,86.37,270.46,3.82,129.88,0.0,25-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Aug-2020 - 00:00,11.94,22.2,22.4,30.56,32.07,37.03,4.37,0.18,13.06,1.79,105.06,0.53,0.49,1.1,86.23,322.75,2.71,149.08,0.0,26-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Aug-2020 - 00:00,7.25,31.3,22.55,31.82,32.45,38.03,4.78,0.14,12.82,2.61,124.01,2.48,2.69,6.91,75.53,344.73,3.1,228.56,0.0,27-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Aug-2020 - 00:00,9.98,42.65,22.95,33.17,33.04,38.95,4.94,0.16,14.7,2.18,125.84,1.68,1.54,4.52,74.21,452.7,4.26,259.06,0.0,28-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Aug-2020 - 00:00,9.81,38.82,23.85,33.29,33.45,38.99,4.2,0.27,13.95,3.2,138.15,1.32,0.92,2.55,67.46,291.12,5.2,223.59,0.0,29-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Aug-2020 - 00:00,15.64,55.04,21.78,32.98,32.28,39.18,3.91,0.18,13.62,2.53,5.4,1.08,1.11,2.67,60.32,217.26,3.94,112.87,0.0,30-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Aug-2020 - 00:00,21.14,39.67,21.53,33.25,32.38,39.23,4.02,0.2,13.85,2.22,0.21,0.94,1.34,2.27,60.32,217.26,6.07,88.45,0.01,31-Aug-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-Aug-2020 - 00:00,5.3,19.9,22.89,33.18,33.03,38.99,3.95,0.11,16.15,1.61,0.11,0.4,0.41,0.92,66.75,267.82,6.86,160.23,0.0,01-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Sep-2020 - 00:00,7.93,30.21,23.39,32.88,32.85,39.18,4.26,0.23,13.42,1.9,0.15,0.63,0.34,0.86,82.49,390.48,7.04,192.84,0.0,02-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Sep-2020 - 00:00,8.85,33.41,22.35,33.11,32.68,39.07,4.21,0.21,12.61,2.46,0.33,0.99,0.47,1.1,64.68,424.96,7.61,262.23,0.0,03-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Sep-2020 - 00:00,21.2,63.0,22.59,33.23,32.91,39.01,5.22,0.36,14.34,4.04,0.73,3.94,3.87,5.26,76.72,244.92,6.27,160.22,0.01,04-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Sep-2020 - 00:00,11.6,35.5,22.27,33.18,32.69,39.07,6.54,0.76,13.4,6.2,1.13,6.05,5.54,7.61,82.23,281.19,5.49,166.67,0.0,05-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Sep-2020 - 00:00,12.28,41.11,22.14,33.45,32.85,39.09,7.22,0.94,12.32,7.4,1.19,6.7,6.05,8.97,86.61,236.57,5.59,223.81,0.14,06-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Sep-2020 - 00:00,5.53,17.08,22.31,33.18,32.73,39.07,7.05,0.68,12.73,6.64,1.02,5.47,5.05,7.78,79.62,462.22,5.23,263.13,0.0,07-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Sep-2020 - 00:00,8.08,28.71,22.16,33.22,32.65,39.08,6.99,0.7,13.56,6.3,0.85,4.73,4.17,6.69,82.36,14.9,6.17,249.56,0.05,08-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Sep-2020 - 00:00,13.48,47.31,22.08,33.15,32.58,39.19,6.9,0.75,12.85,6.14,0.45,3.69,3.13,5.63,75.57,429.98,5.97,268.77,0.0,09-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Sep-2020 - 00:00,19.93,81.07,24.11,35.94,32.63,41.78,6.99,0.75,12.46,6.8,0.7,4.54,4.18,7.07,70.45,483.66,5.96,279.21,0.0,10-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Sep-2020 - 00:00,23.04,100.77,26.16,38.18,32.65,44.13,7.03,0.65,12.38,6.49,0.57,4.22,3.66,6.27,66.23,517.29,6.2,257.77,0.0,11-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Sep-2020 - 00:00,21.44,99.11,25.83,37.94,32.28,44.16,7.03,0.62,12.45,7.54,0.29,2.89,0.86,1.46,63.38,557.18,6.37,230.33,0.0,12-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Sep-2020 - 00:00,35.91,138.01,34.02,39.97,38.19,42.98,9.23,0.68,11.24,9.44,0.18,2.83,1.03,1.67,,466.33,5.4,157.33,0.0,13-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Sep-2020 - 00:00,41.48,151.72,41.74,36.68,39.24,41.06,11.89,0.65,12.42,7.24,0.09,0.51,0.08,0.18,56.05,498.61,3.88,191.83,0.0,14-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Sep-2020 - 00:00,36.04,135.67,27.1,38.35,33.21,36.99,4.78,0.47,15.4,5.63,0.12,0.76,0.72,1.55,54.66,517.54,3.36,213.75,0.0,15-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Sep-2020 - 00:00,39.67,143.06,24.91,38.19,32.0,37.28,5.03,0.49,14.87,4.25,0.17,1.09,0.93,2.47,57.69,506.87,3.07,239.07,0.0,16-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Sep-2020 - 00:00,38.88,140.06,24.98,38.3,32.13,37.18,5.28,0.46,14.57,4.04,0.09,0.81,0.93,2.01,54.98,488.37,3.93,264.66,0.0,17-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Sep-2020 - 00:00,15.85,78.14,25.4,37.91,32.04,35.48,5.49,0.26,13.96,2.7,0.06,0.48,0.5,1.11,55.46,517.1,5.93,267.75,0.0,18-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Sep-2020 - 00:00,17.28,68.22,25.29,38.25,32.25,34.18,5.57,0.27,14.04,2.58,0.04,0.37,0.41,0.85,55.31,503.26,5.08,279.03,0.0,19-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Sep-2020 - 00:00,21.54,76.79,25.53,36.7,30.83,35.21,5.87,0.26,12.91,2.81,0.03,0.36,0.42,0.85,62.36,422.47,4.91,220.8,0.0,20-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Sep-2020 - 00:00,25.4,95.32,25.56,35.29,29.42,36.14,6.1,0.33,16.48,3.43,0.03,0.34,0.41,0.75,59.82,513.96,6.3,222.96,0.0,21-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Sep-2020 - 00:00,35.29,131.83,26.2,33.9,28.37,35.35,6.32,0.48,17.17,4.07,0.04,0.4,0.46,0.91,57.65,525.71,6.04,181.23,0.0,22-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Sep-2020 - 00:00,37.05,115.38,27.52,32.09,27.24,34.19,6.58,0.45,16.16,4.35,0.07,0.56,0.73,1.36,51.56,418.53,7.3,173.27,0.0,23-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Sep-2020 - 00:00,21.59,63.62,27.46,32.42,27.47,34.11,6.71,0.37,15.02,3.44,0.07,0.58,0.71,1.4,40.17,363.43,6.89,129.07,0.0,24-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Sep-2020 - 00:00,23.1,72.21,27.61,32.12,27.31,34.16,6.93,0.34,16.05,3.01,0.08,0.59,0.66,1.41,34.88,487.66,7.69,109.63,0.0,25-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Sep-2020 - 00:00,45.0,239.14,35.02,29.6,25.3,37.18,7.41,0.69,12.82,4.09,0.13,1.54,0.84,2.05,18.23,355.15,7.23,240.71,0.0,26-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Sep-2020 - 00:00,19.93,74.57,27.94,32.04,27.42,34.14,5.01,0.17,13.42,1.86,0.08,1.11,0.54,1.47,58.52,311.09,6.59,255.9,0.0,27-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Sep-2020 - 00:00,14.96,67.51,27.33,32.39,27.38,34.15,5.11,0.2,13.88,1.64,0.07,0.48,0.41,0.99,53.25,517.73,6.0,247.36,0.0,28-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Sep-2020 - 00:00,25.3,113.73,26.8,32.18,26.93,34.29,5.31,0.33,14.27,2.54,0.07,0.59,0.57,1.45,49.01,517.01,5.7,241.09,0.0,29-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Sep-2020 - 00:00,28.83,138.3,28.43,35.12,28.66,36.57,5.53,0.4,15.9,3.09,0.12,0.64,0.62,1.62,46.02,488.08,7.43,255.06,0.0,30-Sep-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Sep-2020 - 00:00,27.08,128.75,30.13,37.27,30.18,38.19,5.82,0.33,14.4,3.31,0.17,0.76,0.76,1.93,43.37,508.64,7.97,243.1,0.0,01-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Oct-2020 - 00:00,26.6,134.36,30.73,37.07,30.33,38.21,6.07,0.45,20.98,3.4,0.18,0.89,0.84,2.72,34.65,511.56,8.0,271.85,0.0,02-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Oct-2020 - 00:00,21.56,105.41,31.06,37.41,30.78,38.07,6.05,0.26,15.35,3.42,0.18,0.67,0.59,1.69,31.61,523.91,7.94,268.63,0.0,03-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Oct-2020 - 00:00,31.04,148.7,35.47,32.95,28.6,38.4,6.12,0.39,18.47,3.53,0.19,0.66,0.65,1.73,34.82,511.68,4.83,220.87,0.0,04-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Oct-2020 - 00:00,41.91,164.47,40.66,28.09,26.31,39.14,6.3,0.46,22.29,4.4,0.23,0.82,0.85,2.37,34.98,499.14,4.11,231.17,0.0,05-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Oct-2020 - 00:00,38.9,149.36,36.34,25.06,23.63,35.01,5.31,0.42,26.52,3.48,0.19,0.61,0.44,1.18,33.57,496.98,4.66,272.05,0.0,06-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Oct-2020 - 00:00,36.84,155.76,19.95,32.19,46.96,36.47,4.18,0.41,20.56,2.62,0.13,0.54,0.27,0.73,30.64,736.61,3.94,270.04,0.0,07-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Oct-2020 - 00:00,37.16,158.96,18.35,33.13,47.14,37.43,4.27,0.43,18.8,3.78,0.16,0.82,0.83,2.24,30.33,849.07,4.14,228.74,0.0,08-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Oct-2020 - 00:00,38.4,170.89,17.86,33.35,47.06,33.28,4.35,0.44,19.84,4.03,0.18,0.71,0.7,1.94,33.65,736.9,4.41,248.22,0.0,09-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Oct-2020 - 00:00,37.59,179.86,18.88,32.95,45.6,30.1,4.18,0.48,20.08,3.55,0.16,0.63,0.62,1.58,32.99,472.54,3.49,188.93,0.0,10-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Oct-2020 - 00:00,43.03,176.73,17.36,34.23,46.69,28.95,2.93,0.48,36.81,4.15,0.13,0.55,0.59,1.51,35.53,464.47,5.3,258.31,0.0,11-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Oct-2020 - 00:00,40.24,163.67,17.41,38.41,46.87,26.53,3.19,0.45,16.55,5.31,0.14,0.6,0.63,1.63,33.16,459.14,5.44,276.35,0.0,12-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Oct-2020 - 00:00,39.83,194.88,17.33,38.3,46.74,33.4,3.12,0.45,18.24,4.66,0.12,0.56,0.61,1.56,28.31,479.82,3.58,165.25,0.0,13-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Oct-2020 - 00:00,67.81,228.76,19.14,35.85,44.92,34.9,3.24,0.6,18.19,5.0,0.12,0.63,0.78,1.79,32.56,443.84,2.69,177.57,0.0,14-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Oct-2020 - 00:00,96.27,214.32,20.14,34.25,43.6,32.52,3.62,0.78,28.96,5.4,0.11,0.53,0.78,1.37,48.9,340.41,2.44,166.0,0.0,15-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Oct-2020 - 00:00,87.36,178.28,20.01,34.28,43.55,32.53,3.75,0.71,18.87,5.03,0.11,0.5,0.65,1.26,44.2,381.8,4.16,130.16,0.0,16-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Oct-2020 - 00:00,69.86,191.14,24.68,36.0,44.73,36.55,3.55,0.59,18.21,4.3,0.1,0.48,0.6,1.31,25.02,474.92,3.5,196.6,0.0,17-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Oct-2020 - 00:00,82.2,207.34,28.16,37.22,45.58,39.5,3.64,0.62,18.14,4.99,0.09,0.46,0.58,1.25,33.71,363.85,3.1,188.16,0.0,18-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Oct-2020 - 00:00,83.03,207.91,28.14,37.22,45.57,39.51,3.73,0.66,18.34,5.09,0.08,0.4,0.55,1.1,31.94,328.04,3.39,181.62,0.0,19-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Oct-2020 - 00:00,62.37,172.59,28.15,37.17,45.54,39.51,3.63,0.56,17.99,4.32,0.07,0.34,0.46,0.96,24.76,411.92,2.41,237.78,0.0,20-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Oct-2020 - 00:00,62.17,205.38,28.06,37.17,45.49,39.51,3.65,0.52,18.14,4.08,0.06,0.29,0.43,0.86,26.54,444.16,1.87,151.26,0.0,21-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Oct-2020 - 00:00,78.83,229.29,28.1,37.2,45.54,39.52,3.86,0.66,20.94,4.9,0.06,0.35,0.59,1.1,29.63,316.58,1.7,159.68,0.0,22-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Oct-2020 - 00:00,60.27,144.23,29.2,32.65,43.82,35.52,4.22,0.5,24.03,3.47,0.05,0.25,0.41,0.69,41.16,362.28,1.51,130.89,0.0,23-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Oct-2020 - 00:00,126.16,271.49,30.07,29.17,42.49,32.49,4.33,0.82,19.53,5.69,0.07,0.37,0.63,1.06,33.87,350.89,1.56,198.4,0.0,24-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Oct-2020 - 00:00,91.53,212.94,30.05,29.26,42.56,32.5,4.18,0.72,18.28,5.21,37.99,0.37,0.6,1.09,28.4,434.63,2.22,239.39,0.0,25-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Oct-2020 - 00:00,71.78,213.24,30.04,29.26,42.56,32.5,4.18,0.72,18.91,5.11,61.4,0.28,0.53,0.93,28.01,396.79,1.56,184.89,0.0,26-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Oct-2020 - 00:00,80.7,193.18,20.84,20.58,29.72,22.51,4.26,0.73,19.34,4.69,48.57,0.23,0.45,0.82,29.11,418.54,2.44,262.86,0.0,27-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Oct-2020 - 00:00,103.29,192.06,0.74,1.25,1.39,0.53,4.4,0.68,20.82,4.03,46.32,0.13,0.29,0.43,30.68,378.09,2.42,289.29,0.0,28-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Oct-2020 - 00:00,70.97,174.08,9.36,11.4,13.9,17.08,4.47,0.63,18.25,4.09,49.11,0.17,0.34,0.55,26.7,433.78,1.75,171.99,0.0,29-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Oct-2020 - 00:00,121.88,242.89,22.54,26.31,32.33,42.59,4.46,0.85,19.62,5.89,54.72,0.21,0.41,0.67,29.51,374.4,1.57,199.92,0.0,30-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Oct-2020 - 00:00,117.07,224.42,25.44,27.99,34.07,44.79,5.08,0.77,31.27,4.49,38.08,0.13,0.31,0.43,31.15,318.34,2.33,263.85,0.0,31-Oct-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
31-Oct-2020 - 00:00,131.61,231.18,27.59,29.3,35.35,46.56,4.71,0.8,19.88,4.85,39.23,0.14,0.29,0.45,33.35,405.69,3.1,285.81,0.0,01-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Nov-2020 - 00:00,61.45,139.13,27.58,29.25,35.3,46.56,4.52,0.54,21.05,3.98,35.51,0.11,0.2,0.34,24.67,417.25,3.03,263.41,0.0,02-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
02-Nov-2020 - 00:00,51.96,145.85,26.48,28.09,34.16,45.47,4.6,0.53,21.82,3.58,29.34,0.17,0.3,0.68,19.75,414.24,2.68,256.05,0.0,03-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
03-Nov-2020 - 00:00,52.91,148.06,26.12,26.13,32.74,42.88,4.61,0.52,19.6,3.67,31.13,0.15,0.27,0.55,19.99,439.0,2.66,263.62,0.0,04-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
04-Nov-2020 - 00:00,117.54,210.97,26.95,25.23,32.72,41.96,4.93,0.85,18.81,5.28,33.61,0.14,0.29,0.53,27.96,352.77,2.61,263.2,0.0,05-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
05-Nov-2020 - 00:00,98.91,181.8,,,,,4.87,0.81,11.33,6.05,39.52,0.16,0.36,0.59,25.59,381.21,1.86,181.47,0.0,06-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
06-Nov-2020 - 00:00,132.62,267.82,14.06,3.05,8.83,0.71,5.09,0.96,13.16,6.42,37.71,0.14,0.32,0.54,29.58,330.93,1.73,170.11,0.0,07-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
07-Nov-2020 - 00:00,201.84,267.47,11.13,2.56,7.0,0.72,5.08,1.26,15.89,7.25,38.39,0.13,0.21,0.34,35.04,353.88,2.17,240.87,0.0,08-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
08-Nov-2020 - 00:00,225.25,203.53,8.47,1.86,5.36,0.66,2.69,1.08,20.58,6.77,35.09,0.09,0.18,0.26,29.01,436.43,1.93,190.59,0.0,09-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
09-Nov-2020 - 00:00,258.55,259.85,7.5,1.81,4.93,0.62,2.47,1.28,23.33,7.51,34.87,0.09,0.27,0.39,37.3,345.35,2.05,219.25,0.0,10-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
10-Nov-2020 - 00:00,140.68,191.71,13.43,2.0,7.92,0.76,2.56,1.52,27.07,9.32,32.0,0.12,0.32,0.5,41.42,242.57,1.71,159.59,0.0,11-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
11-Nov-2020 - 00:00,143.27,224.53,21.78,3.15,12.5,0.62,2.46,1.14,24.94,8.09,32.02,0.13,0.39,0.53,47.04,315.09,1.42,163.15,0.0,12-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
12-Nov-2020 - 00:00,141.6,190.53,21.47,2.87,11.87,0.71,2.53,0.93,26.14,6.37,33.95,0.1,0.32,0.44,58.39,340.61,1.5,172.85,0.0,13-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
13-Nov-2020 - 00:00,79.11,117.11,20.03,2.52,11.53,11.75,2.67,0.9,23.79,6.64,35.43,0.12,0.33,0.47,48.13,329.33,1.48,162.17,0.0,14-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
14-Nov-2020 - 00:00,158.6,225.23,19.95,3.63,11.06,22.36,3.15,1.1,30.42,8.26,30.43,0.14,0.35,0.54,46.86,316.46,1.58,172.35,0.0,15-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
15-Nov-2020 - 00:00,119.48,158.94,21.37,9.56,12.34,39.27,3.38,0.71,26.12,5.65,17.27,0.16,0.25,1.02,59.64,244.25,2.79,174.88,0.0,16-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
16-Nov-2020 - 00:00,70.92,77.08,24.55,10.45,14.68,38.91,2.23,0.66,21.82,3.53,26.21,0.08,0.13,0.21,86.37,149.23,2.57,134.77,0.0,17-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
17-Nov-2020 - 00:00,34.55,51.05,23.43,9.37,13.2,39.32,2.64,0.56,18.06,3.34,32.61,0.09,0.14,0.21,62.16,,3.36,296.04,0.0,18-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
18-Nov-2020 - 00:00,68.55,83.85,23.08,9.79,13.37,39.26,2.71,0.67,25.08,4.99,33.45,0.09,0.21,0.32,60.43,319.97,2.03,169.88,0.0,19-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
19-Nov-2020 - 00:00,60.86,98.17,22.96,9.26,12.85,31.14,2.76,0.67,23.81,4.94,29.31,0.11,0.21,0.41,44.67,361.1,2.2,251.19,0.0,20-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
20-Nov-2020 - 00:00,89.4,141.99,19.84,9.6,11.6,25.95,2.67,0.62,25.83,4.04,22.59,0.1,0.19,0.41,42.39,383.8,3.17,283.51,0.0,21-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
21-Nov-2020 - 00:00,75.56,109.68,20.07,10.16,12.14,27.32,2.34,0.5,24.86,3.45,20.02,0.03,0.1,0.17,42.18,359.67,3.98,294.84,0.0,22-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
22-Nov-2020 - 00:00,81.27,131.88,18.49,9.39,10.75,27.4,1.67,0.65,23.0,5.09,20.29,0.03,0.11,0.18,39.06,361.34,2.71,220.82,0.0,23-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
23-Nov-2020 - 00:00,93.04,138.81,18.35,9.37,10.66,27.26,1.91,0.75,30.29,5.19,21.46,0.04,0.15,0.23,40.86,375.3,1.9,149.17,0.0,24-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
24-Nov-2020 - 00:00,122.14,178.46,18.06,9.34,10.42,24.48,2.11,0.8,31.93,5.61,20.19,0.06,0.22,0.28,48.06,309.22,1.72,130.06,0.0,25-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
25-Nov-2020 - 00:00,140.29,172.91,17.81,9.19,10.22,24.47,2.45,0.7,40.48,4.32,17.17,0.03,0.14,0.17,49.92,215.87,2.08,114.65,0.0,26-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
26-Nov-2020 - 00:00,91.45,119.17,18.29,9.45,10.71,24.29,2.48,0.75,25.35,5.36,19.57,0.05,0.2,0.22,68.64,260.73,2.46,170.17,0.0,27-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
27-Nov-2020 - 00:00,45.75,76.03,18.22,8.98,10.27,24.37,2.41,0.43,24.6,2.49,13.24,0.02,0.08,0.1,58.72,410.75,3.45,327.51,0.0,28-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
28-Nov-2020 - 00:00,59.93,108.03,18.26,9.34,10.62,24.33,2.53,0.52,28.5,3.23,15.75,0.02,0.1,0.12,46.86,404.81,2.8,293.36,0.0,29-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
29-Nov-2020 - 00:00,75.81,113.14,17.98,9.41,10.52,24.41,2.55,0.79,28.7,5.62,18.21,0.04,0.13,0.2,41.05,401.95,2.12,203.22,0.0,30-Nov-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
30-Nov-2020 - 00:00,95.88,176.83,18.25,9.45,10.69,24.35,2.69,0.89,27.96,6.5,20.85,0.06,0.19,0.31,42.35,374.7,1.86,218.91,0.0,01-Dec-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
01-Dec-2020 - 00:00,136.15,236.15,18.18,6.07,7.81,24.5,2.71,1.31,22.25,8.48,24.86,0.11,0.32,0.56,53.17,,1.91,211.26,0.0,02-Dec-2020 - 00:00,"Shastri Nagar, Narnaul - HSPCB"
