from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,SR,RF,to date,station
15-Nov-2020 - 00:00,64.87,133.43,26.07,7.27,19.85,74.6,8.91,0.52,34.19,7.05,0.69,0.13,0.16,1.43,18.84,70.64,0.87,128.78,105.79,0.0,16-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Nov-2020 - 00:00,15.05,34.64,15.46,8.91,15.16,65.59,2.87,0.38,20.65,3.37,0.39,0.07,0.09,1.8,16.52,90.34,0.74,166.1,117.94,0.0,17-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Nov-2020 - 00:00,21.88,58.08,18.21,11.44,18.89,71.82,3.9,0.45,18.24,4.75,0.4,0.08,0.11,1.77,16.45,83.8,0.48,188.99,165.94,0.0,18-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Nov-2020 - 00:00,32.73,74.83,19.52,19.33,25.79,79.47,5.63,0.6,20.63,5.89,0.46,0.1,0.12,1.82,15.7,87.75,0.46,187.58,161.24,0.0,19-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Nov-2020 - 00:00,45.49,97.01,21.59,10.15,19.32,65.65,6.81,0.56,28.67,5.87,0.44,0.09,0.1,1.75,14.84,83.41,0.52,209.06,150.02,0.0,20-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Nov-2020 - 00:00,51.22,101.49,20.95,3.72,14.04,70.13,6.04,0.45,31.87,4.93,0.3,0.06,0.08,1.15,14.72,80.37,0.89,263.85,163.34,0.0,21-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Nov-2020 - 00:00,39.8,79.7,26.73,1.99,15.53,60.37,6.47,0.43,35.47,7.24,3.19,3.19,3.3,4.18,14.16,67.29,1.03,286.25,172.12,0.0,22-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Nov-2020 - 00:00,48.47,92.35,31.27,13.16,26.92,74.04,5.84,0.61,28.4,5.34,0.44,0.07,0.1,1.48,13.71,74.16,0.62,211.24,148.8,0.0,23-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Nov-2020 - 00:00,65.53,123.79,39.53,37.27,50.42,107.59,17.56,0.9,14.32,9.53,0.75,0.16,0.19,1.69,14.66,84.28,0.4,130.68,96.37,0.0,24-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Nov-2020 - 00:00,66.26,132.31,39.42,41.69,54.11,115.95,19.57,1.02,13.4,11.69,0.91,0.2,0.21,1.82,15.47,87.61,0.37,138.99,84.81,0.0,25-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Nov-2020 - 00:00,60.14,113.14,38.99,18.86,35.72,96.53,9.21,0.66,8.81,9.56,0.77,0.15,0.77,1.73,15.67,88.94,0.41,156.92,36.61,0.0,26-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Nov-2020 - 00:00,17.45,32.48,21.13,15.14,22.98,73.55,8.45,0.42,14.65,4.28,0.37,0.08,0.18,1.71,15.0,93.15,0.61,225.17,89.53,0.0,27-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Nov-2020 - 00:00,22.91,52.02,24.37,7.6,18.93,66.16,7.23,0.38,19.59,4.03,0.31,0.06,0.38,1.46,15.41,79.56,0.73,224.64,167.49,0.15,28-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Nov-2020 - 00:00,43.6,86.52,30.99,19.1,31.36,83.18,6.47,0.71,19.24,6.26,0.57,0.1,0.36,1.73,14.52,83.15,0.52,187.35,163.02,0.0,29-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Nov-2020 - 00:00,77.84,142.68,33.29,22.68,35.25,91.47,9.27,0.97,19.62,10.59,0.77,0.14,0.21,2.08,14.63,88.7,0.37,161.82,119.72,0.0,30-Nov-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Nov-2020 - 00:00,73.98,134.83,30.99,30.14,39.76,92.05,8.25,0.95,22.66,9.12,0.67,0.13,0.16,1.89,14.71,86.22,0.44,166.21,142.76,0.0,01-Dec-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Dec-2020 - 00:00,102.22,164.5,25.3,29.46,37.33,96.31,2.09,0.95,3.0,12.93,1.19,0.21,0.27,2.1,11.3,99.09,0.16,166.4,5.16,0.0,02-Dec-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
