from date,PM2.5,PM10,AT,Temp,SR,RH,WS,WD,BP,RF,SO2,NO,NO2,NOx,NH3,CO,Ozone,to date,station
09-Aug-2020 - 00:00,12.41,22.93,25.32,27.58,70.42,60.83,1.71,320.51,755.94,3.65,8.53,6.28,4.68,6.83,3.69,0.55,27.93,10-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Aug-2020 - 00:00,16.54,35.64,26.17,27.58,114.17,53.0,1.74,336.97,755.88,1.63,7.14,7.54,9.26,10.07,3.79,0.7,28.49,11-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Aug-2020 - 00:00,10.93,41.1,27.16,27.62,188.76,53.15,2.27,343.98,756.56,1.83,7.55,3.85,6.72,6.61,3.27,0.67,28.07,12-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Aug-2020 - 00:00,19.68,47.88,27.85,27.65,216.13,57.64,2.52,338.43,756.87,0.93,7.3,8.41,7.71,10.8,3.2,0.67,25.72,13-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Aug-2020 - 00:00,18.08,50.42,27.69,27.67,201.5,63.98,2.41,335.6,755.68,0.0,8.33,7.69,7.88,10.41,3.78,0.67,28.76,14-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Aug-2020 - 00:00,16.98,48.26,27.87,27.71,203.3,61.5,2.19,326.21,755.03,0.0,9.75,7.55,7.81,10.25,3.83,0.61,31.05,15-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Aug-2020 - 00:00,26.3,59.81,27.82,27.74,161.17,62.29,1.73,324.32,755.06,0.0,7.04,6.97,7.64,9.69,4.17,0.73,26.07,16-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Aug-2020 - 00:00,33.73,60.41,27.83,27.78,187.62,59.22,1.95,330.28,755.41,0.0,7.65,6.31,4.97,7.74,4.41,0.7,29.08,17-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Aug-2020 - 00:00,22.94,51.36,27.96,27.86,186.11,58.54,1.86,338.68,755.05,0.0,7.41,7.46,8.14,10.26,3.92,0.79,29.32,18-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Aug-2020 - 00:00,25.45,54.45,27.97,27.86,200.33,60.93,2.33,329.78,755.27,0.0,8.86,7.39,6.96,9.67,3.87,0.75,26.7,19-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Aug-2020 - 00:00,26.02,54.95,28.25,28.2,205.42,55.99,2.61,323.29,754.0,0.0,8.08,7.49,7.88,10.25,4.03,0.77,30.35,20-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Aug-2020 - 00:00,27.23,56.8,27.94,28.14,141.98,59.95,2.03,317.64,754.23,0.0,8.73,7.88,9.34,11.34,4.22,0.84,23.09,21-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Aug-2020 - 00:00,25.45,53.4,28.34,27.95,204.53,57.5,2.17,319.86,755.45,0.0,8.86,7.45,8.52,10.55,4.12,0.8,24.65,22-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Aug-2020 - 00:00,25.2,48.9,28.38,28.01,206.73,56.21,2.25,326.46,755.78,0.0,9.0,7.61,7.59,10.18,3.93,0.75,25.31,23-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Aug-2020 - 00:00,28.48,52.73,28.47,28.05,202.6,53.15,2.03,316.22,755.72,0.0,8.99,7.24,7.12,9.64,4.42,0.79,25.28,24-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Aug-2020 - 00:00,22.45,49.43,28.46,28.11,219.31,52.22,2.04,315.76,755.92,0.0,8.59,7.69,8.14,10.55,4.19,0.79,23.76,25-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Aug-2020 - 00:00,29.15,65.72,28.56,28.12,204.62,54.09,2.13,316.2,756.33,0.0,9.11,7.63,8.36,10.62,4.38,0.83,25.31,26-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Aug-2020 - 00:00,27.73,69.84,28.14,27.94,167.12,54.7,2.03,316.88,756.25,0.0,7.25,8.45,10.06,12.17,4.09,0.88,26.62,27-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Aug-2020 - 00:00,,55.67,28.14,27.94,211.81,53.0,2.47,314.42,755.76,0.0,7.73,8.38,10.22,12.22,3.86,0.89,22.91,28-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Aug-2020 - 00:00,22.43,51.59,28.06,27.97,220.29,52.2,2.41,316.77,755.29,0.0,7.83,7.91,7.96,10.64,4.36,0.78,22.05,29-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Aug-2020 - 00:00,23.68,50.2,28.34,28.02,210.01,52.51,2.07,315.2,755.4,0.0,7.77,7.26,7.33,9.68,4.55,0.84,21.02,30-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Aug-2020 - 00:00,27.67,48.37,28.57,27.99,215.44,51.94,2.17,312.34,755.58,0.0,7.49,6.89,6.21,8.87,4.82,0.82,20.95,31-Aug-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-Aug-2020 - 00:00,35.82,56.26,27.12,28.01,81.89,61.03,1.06,299.08,755.74,0.0,8.96,5.0,5.55,7.01,5.23,0.83,16.82,01-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,02-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Sep-2020 - 00:00,,,,,,,,,,,,,,,,,,03-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Sep-2020 - 00:00,14.39,28.3,29.13,28.25,297.6,51.24,2.08,344.84,751.67,0.12,7.69,11.18,15.49,17.26,4.33,0.96,25.12,04-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Sep-2020 - 00:00,18.5,33.25,26.76,28.01,11.0,70.33,0.38,345.0,751.92,0.06,6.05,2.41,6.7,5.52,4.31,0.81,13.56,05-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Sep-2020 - 00:00,10.0,28.08,28.35,28.0,238.76,58.84,2.15,345.94,752.02,0.11,8.44,4.14,10.69,7.97,3.9,0.52,15.0,06-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Sep-2020 - 00:00,15.96,,25.57,27.98,41.97,70.47,1.44,331.72,752.48,2.36,7.94,6.41,8.26,9.39,3.85,0.83,23.89,07-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Sep-2020 - 00:00,52.76,31.32,25.76,28.11,182.3,76.96,1.61,328.99,753.15,6.1,7.82,7.35,9.72,11.11,4.31,0.79,21.74,08-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Sep-2020 - 00:00,17.5,31.21,,28.41,200.27,43.3,1.49,344.15,752.7,9.3,7.66,12.36,12.71,16.74,3.98,0.89,18.97,09-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Sep-2020 - 00:00,16.27,28.6,,28.11,69.74,47.64,1.22,340.72,752.67,5.43,7.74,8.75,14.91,15.0,3.74,0.96,18.8,10-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Sep-2020 - 00:00,10.86,38.42,,28.16,180.32,75.01,1.4,283.84,752.18,0.15,8.19,7.88,12.93,13.25,3.93,1.0,20.22,11-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Sep-2020 - 00:00,18.38,46.47,,28.21,176.02,74.97,1.49,341.55,752.7,0.49,8.44,8.5,11.1,12.77,4.04,0.95,16.46,12-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Sep-2020 - 00:00,16.36,31.01,,28.17,163.34,74.67,1.62,331.15,754.03,0.43,7.64,7.09,6.54,9.21,4.29,0.82,18.21,13-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Sep-2020 - 00:00,17.46,32.59,,28.11,120.52,73.75,1.04,299.2,755.46,0.2,8.4,7.34,7.73,10.02,4.41,0.87,18.86,14-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Sep-2020 - 00:00,17.55,34.82,,27.95,135.69,73.01,1.5,339.04,756.43,0.01,9.21,8.74,12.21,13.57,4.19,0.99,19.17,15-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Sep-2020 - 00:00,13.32,36.39,,28.02,188.91,73.05,2.13,335.78,755.93,0.19,9.21,13.05,13.15,17.54,4.58,1.0,18.16,16-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Sep-2020 - 00:00,9.26,36.92,,28.0,159.51,74.69,1.67,317.66,756.08,0.23,9.75,8.66,10.42,12.55,4.32,0.98,20.6,17-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Sep-2020 - 00:00,13.77,35.29,,28.26,206.99,71.71,1.8,319.61,756.4,0.13,8.61,8.3,9.16,11.59,4.88,1.0,22.62,18-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Sep-2020 - 00:00,15.32,35.94,,28.48,182.97,75.87,2.04,329.86,755.64,0.93,8.62,8.71,8.87,11.76,5.07,1.0,19.32,19-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Sep-2020 - 00:00,18.63,37.28,,28.52,118.21,77.68,1.76,328.86,754.76,0.32,8.43,8.3,8.2,11.05,5.19,0.93,19.01,20-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Sep-2020 - 00:00,10.32,30.91,,28.44,136.12,78.58,1.68,325.41,754.79,1.51,8.29,7.28,6.28,9.17,4.95,0.93,19.98,21-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Sep-2020 - 00:00,13.88,37.9,,28.47,105.34,78.66,2.08,346.17,755.09,1.24,6.93,8.37,8.98,11.55,4.99,0.97,18.09,22-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Sep-2020 - 00:00,15.17,33.01,,28.4,71.97,82.64,1.86,346.04,755.73,2.07,8.93,5.69,10.6,10.24,4.86,1.06,18.43,23-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Sep-2020 - 00:00,19.24,40.14,24.02,28.38,165.79,73.73,1.71,344.36,756.27,0.55,7.76,8.58,10.8,12.68,4.57,1.12,19.84,24-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Sep-2020 - 00:00,18.53,38.73,24.81,28.38,208.54,79.92,1.88,203.02,756.78,0.04,8.87,8.66,11.31,13.02,4.54,1.11,21.68,25-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Sep-2020 - 00:00,26.39,55.11,24.38,28.19,108.86,91.53,1.3,7.0,756.61,0.0,8.25,12.89,15.56,18.69,4.18,1.18,20.68,26-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Sep-2020 - 00:00,23.79,55.04,24.83,27.92,173.0,85.56,1.59,7.11,756.48,0.0,9.12,7.64,12.02,12.57,4.19,1.16,22.4,27-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Sep-2020 - 00:00,22.67,49.73,25.03,28.25,205.67,80.83,1.76,7.11,756.26,0.0,9.25,7.62,11.75,12.41,4.3,1.03,21.98,28-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Sep-2020 - 00:00,23.48,53.35,24.91,28.31,174.57,85.79,1.8,7.03,755.91,0.0,8.71,8.85,13.49,14.33,4.06,1.26,22.22,29-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Sep-2020 - 00:00,28.88,63.14,24.76,28.32,167.5,81.09,1.52,7.08,755.71,0.14,8.2,12.05,14.94,17.68,4.28,1.19,22.11,30-Sep-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Sep-2020 - 00:00,17.92,41.13,23.62,28.28,113.14,84.19,1.2,174.8,755.71,0.36,8.78,4.51,11.24,9.64,4.24,1.19,17.84,01-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Oct-2020 - 00:00,,43.87,24.67,28.29,194.15,75.91,1.86,331.23,755.31,0.0,9.08,7.84,8.81,11.01,3.81,1.21,22.2,02-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Oct-2020 - 00:00,,50.3,24.84,27.88,205.85,74.0,1.67,307.38,755.82,0.0,8.99,6.75,7.78,9.59,3.8,1.2,24.09,03-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Oct-2020 - 00:00,20.17,44.39,24.99,27.92,219.88,73.72,1.84,333.99,756.47,0.0,9.06,7.43,8.43,10.48,3.76,1.25,23.57,04-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Oct-2020 - 00:00,38.68,43.8,24.97,27.92,224.45,72.35,2.23,324.79,757.04,0.0,8.68,6.82,6.42,8.93,4.05,1.18,23.71,05-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Oct-2020 - 00:00,24.43,51.65,24.8,27.96,225.19,71.51,2.3,321.57,755.86,0.0,9.37,7.99,10.2,11.88,4.32,1.18,25.46,06-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Oct-2020 - 00:00,24.67,45.33,24.76,28.75,211.77,73.7,2.24,331.08,755.26,0.0,7.6,9.35,11.92,13.89,4.76,1.11,23.21,07-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Oct-2020 - 00:00,23.86,44.57,24.83,28.61,173.68,74.96,1.96,332.22,755.53,0.0,7.77,8.79,10.91,12.91,4.48,1.22,20.44,08-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Oct-2020 - 00:00,17.38,40.09,24.64,28.0,140.25,78.65,1.52,325.67,755.55,0.34,8.33,7.91,10.61,12.04,4.19,1.37,21.33,09-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Oct-2020 - 00:00,16.9,27.55,24.4,27.98,215.09,74.96,1.6,331.83,755.91,3.66,9.03,7.2,9.34,10.75,3.62,1.2,26.59,10-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Oct-2020 - 00:00,,28.36,23.42,27.9,9.71,82.73,0.53,324.63,754.75,0.5,9.16,2.33,6.26,4.8,4.21,0.76,23.58,11-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Oct-2020 - 00:00,,32.08,24.01,28.01,118.25,80.31,1.29,330.39,751.86,0.73,8.31,6.59,7.8,9.38,4.15,1.07,24.52,12-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Oct-2020 - 00:00,,,23.38,28.28,64.5,84.22,0.71,338.57,751.08,0.0,8.38,8.82,11.77,12.77,3.02,1.1,12.29,13-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Oct-2020 - 00:00,,,,,,,,,,,,,,,,,,14-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Oct-2020 - 00:00,,37.53,24.01,28.02,88.0,79.89,1.57,338.77,752.3,0.32,7.78,6.29,15.45,11.51,3.58,0.41,21.19,15-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Oct-2020 - 00:00,23.79,32.78,24.19,28.25,148.3,77.89,1.59,341.42,750.67,0.2,7.55,8.61,10.89,12.69,4.03,0.96,17.69,16-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Oct-2020 - 00:00,38.23,57.18,24.43,28.2,205.61,70.31,1.81,329.8,750.19,0.03,7.58,7.55,10.24,11.52,4.41,1.06,23.17,17-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Oct-2020 - 00:00,36.77,54.57,24.73,28.32,205.82,65.46,1.7,331.84,752.47,0.0,7.3,7.84,10.38,11.68,4.52,1.08,24.71,18-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Oct-2020 - 00:00,40.43,60.91,25.19,28.37,194.97,64.07,1.69,338.33,754.59,0.0,7.78,6.79,7.74,9.6,4.5,1.14,24.24,19-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Oct-2020 - 00:00,30.7,52.6,25.23,28.77,211.23,66.16,1.66,312.15,754.49,0.0,7.7,7.93,10.3,11.88,4.58,1.2,20.83,20-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Oct-2020 - 00:00,14.74,50.46,24.39,28.23,110.54,79.19,1.15,270.68,754.74,0.0,8.77,8.18,12.28,13.15,4.87,1.34,23.26,21-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Oct-2020 - 00:00,12.52,42.48,24.9,28.04,210.82,76.08,1.64,273.32,755.5,0.0,7.7,7.91,11.19,12.32,4.88,1.31,24.07,22-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Oct-2020 - 00:00,11.69,37.43,24.52,28.07,139.57,77.89,1.32,251.67,755.43,0.0,7.86,8.13,11.49,12.66,4.98,1.32,22.35,23-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Oct-2020 - 00:00,12.42,34.32,24.15,28.26,112.42,77.94,0.95,271.16,754.58,0.0,8.57,4.84,12.1,10.42,4.81,1.1,18.43,24-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Oct-2020 - 00:00,9.72,30.9,25.55,28.53,215.78,69.74,1.71,264.96,752.97,0.0,8.28,8.17,15.0,14.58,5.24,1.05,21.22,25-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Oct-2020 - 00:00,11.23,33.0,25.66,28.54,215.81,73.36,1.52,280.75,753.65,0.0,6.91,7.09,12.52,12.38,5.37,1.13,23.05,26-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Oct-2020 - 00:00,14.38,35.4,26.07,28.55,220.76,73.69,1.81,314.67,753.49,0.0,8.04,7.34,13.67,13.2,5.32,1.18,26.64,27-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Oct-2020 - 00:00,16.63,37.61,25.6,28.56,137.53,80.77,1.09,308.78,753.33,0.0,7.87,9.09,18.26,17.07,4.9,1.37,22.04,28-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Oct-2020 - 00:00,24.85,49.47,24.6,28.59,160.98,75.97,1.02,305.92,754.98,0.0,8.52,7.27,17.81,15.36,5.12,1.41,25.78,29-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Oct-2020 - 00:00,19.43,41.58,23.53,27.98,86.1,80.8,0.5,331.47,757.4,0.0,8.75,4.76,13.56,11.09,4.96,1.26,22.93,30-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Oct-2020 - 00:00,43.35,80.37,26.53,28.22,224.19,69.93,1.71,280.1,756.5,0.0,8.23,3.89,19.36,13.46,6.03,1.54,42.76,31-Oct-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-Oct-2020 - 00:00,49.34,86.4,25.88,28.16,186.97,74.4,1.16,296.06,757.02,0.0,8.34,7.14,17.76,15.23,6.24,1.45,33.8,01-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Nov-2020 - 00:00,53.05,88.03,25.31,28.09,190.22,73.15,1.11,287.2,757.72,0.0,9.53,6.65,13.56,12.59,6.11,1.43,31.44,02-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Nov-2020 - 00:00,44.71,76.86,25.59,28.19,187.36,72.19,1.26,310.37,757.97,0.0,8.69,7.28,17.03,14.94,5.69,1.38,30.89,03-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Nov-2020 - 00:00,47.26,81.36,25.69,28.24,161.19,72.97,1.22,307.75,757.6,0.0,8.69,7.18,17.52,15.12,5.75,1.4,32.63,04-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Nov-2020 - 00:00,43.76,77.38,25.76,28.26,183.17,74.65,1.34,299.5,757.24,0.0,9.14,7.4,16.35,14.68,5.9,1.42,27.42,05-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Nov-2020 - 00:00,28.08,50.74,25.13,28.2,150.96,76.12,1.07,307.8,757.22,0.01,8.06,6.79,13.66,12.76,5.92,1.29,28.52,06-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Nov-2020 - 00:00,18.54,41.34,25.09,28.1,128.65,73.55,0.97,303.4,757.71,0.0,8.11,9.33,21.0,18.72,5.81,1.48,22.33,07-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Nov-2020 - 00:00,20.91,44.42,25.82,28.55,202.31,72.01,1.13,309.34,756.86,0.06,7.84,13.81,19.7,20.65,5.89,1.19,20.28,08-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Nov-2020 - 00:00,21.6,43.46,25.01,27.88,149.66,77.64,1.03,333.39,755.34,0.17,7.82,6.87,13.92,12.96,5.69,1.05,23.76,09-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Nov-2020 - 00:00,27.08,55.76,25.62,27.89,185.92,73.36,1.17,338.52,754.47,0.0,9.11,7.18,18.04,15.41,5.47,1.17,27.97,10-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Nov-2020 - 00:00,48.94,83.32,25.81,28.06,193.67,71.98,1.25,327.77,752.93,0.0,8.78,6.65,15.94,13.85,6.09,1.27,31.97,11-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Nov-2020 - 00:00,48.67,84.76,25.63,27.92,177.06,71.79,1.26,314.58,753.47,0.0,7.63,6.81,18.89,15.55,5.78,1.3,36.47,12-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Nov-2020 - 00:00,51.68,85.27,25.24,28.06,126.89,75.72,0.88,343.84,753.74,0.04,7.37,6.73,17.7,14.86,5.93,1.46,33.15,13-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Nov-2020 - 00:00,90.16,105.45,24.13,27.94,57.61,83.32,0.47,341.16,753.7,0.68,8.65,9.82,24.41,20.94,5.86,1.52,25.48,14-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Nov-2020 - 00:00,60.53,91.33,25.57,27.9,177.08,76.07,1.21,315.39,752.43,0.05,8.06,8.43,18.95,16.9,6.31,1.35,20.15,15-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Nov-2020 - 00:00,16.59,39.67,25.57,28.17,155.69,74.36,0.95,331.84,753.39,0.01,8.19,7.15,12.87,12.62,6.83,1.04,22.7,16-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Nov-2020 - 00:00,9.02,22.26,23.48,27.93,26.64,85.7,0.67,357.64,756.04,0.58,6.92,10.86,11.99,15.14,6.71,1.09,15.13,17-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Nov-2020 - 00:00,2.89,17.72,23.76,28.25,82.17,82.56,1.15,334.69,756.13,1.72,9.28,11.84,20.3,19.98,5.79,1.19,19.28,18-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Nov-2020 - 00:00,10.05,22.48,24.6,28.25,140.5,76.38,0.95,349.75,756.02,1.16,7.71,7.44,14.84,13.9,5.93,1.05,19.83,19-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Nov-2020 - 00:00,13.79,28.73,25.35,28.63,160.23,73.09,1.14,342.53,756.02,0.28,9.37,8.47,18.55,16.72,5.94,1.03,21.68,20-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Nov-2020 - 00:00,10.82,29.56,25.0,28.24,177.41,74.82,1.34,329.93,756.77,0.09,7.85,7.62,14.2,13.68,5.92,1.08,21.87,21-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Nov-2020 - 00:00,20.29,42.64,24.97,28.25,206.71,73.24,1.18,319.01,757.1,0.0,8.14,7.98,19.02,16.57,5.86,1.28,22.43,22-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Nov-2020 - 00:00,32.42,59.16,25.17,28.23,175.01,71.62,1.02,339.35,757.42,0.0,7.77,6.36,14.72,12.96,6.46,1.17,28.3,23-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Nov-2020 - 00:00,37.52,71.3,25.24,28.51,151.71,71.84,1.09,315.9,757.23,0.0,8.39,3.83,19.07,12.96,6.33,1.17,27.54,24-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Nov-2020 - 00:00,42.57,72.34,25.25,28.26,152.44,73.9,1.3,315.95,756.31,0.0,8.8,6.78,19.01,15.61,7.59,1.23,30.81,25-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Nov-2020 - 00:00,34.17,61.45,25.59,28.36,149.51,72.58,1.61,321.87,755.03,0.0,7.87,7.04,19.35,15.98,10.66,1.19,36.88,26-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Nov-2020 - 00:00,26.53,52.59,25.72,28.33,156.04,72.43,1.86,319.58,755.35,0.0,8.17,6.49,12.8,12.06,12.47,1.04,36.13,27-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Nov-2020 - 00:00,34.78,62.01,25.23,28.35,181.98,73.26,1.34,294.44,756.15,0.0,8.72,3.35,15.19,10.8,11.64,1.18,36.93,28-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Nov-2020 - 00:00,24.18,46.36,25.13,28.37,184.62,72.73,1.27,297.58,756.66,0.0,8.51,6.72,12.52,12.08,10.29,1.11,37.03,29-Nov-2020 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
