from date,NO2,NO,NOx,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,RH,WS,WD,to date,station
27-Aug-2020 - 00:00,7.66,1.36,13.1,33.64,3.7,0.32,52.8,14.97,35.49,2.52,111.5,1.26,3.05,66.95,1.02,226.97,28-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Aug-2020 - 00:00,7.84,0.92,13.59,33.84,4.24,0.36,64.49,12.66,37.34,2.66,110.43,1.61,3.14,72.91,1.26,212.16,29-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Aug-2020 - 00:00,12.52,1.97,20.94,38.5,2.72,0.71,51.06,35.13,69.03,3.55,129.16,2.33,3.88,84.53,0.64,113.55,30-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Aug-2020 - 00:00,11.0,1.88,18.17,36.98,2.86,0.38,28.12,12.76,35.63,3.5,147.52,2.08,4.21,79.55,1.52,55.22,31-Aug-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
31-Aug-2020 - 00:00,7.82,1.14,13.21,33.76,10.16,0.4,37.38,11.51,30.93,2.13,83.39,1.05,2.45,71.53,2.49,123.72,01-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Sep-2020 - 00:00,7.08,0.84,12.37,33.03,6.76,0.29,69.34,10.28,32.2,2.97,97.51,2.87,4.54,71.28,1.73,163.26,02-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Sep-2020 - 00:00,8.14,1.02,14.07,34.15,6.59,0.33,74.68,12.1,28.06,2.54,111.9,1.38,2.89,72.62,0.93,194.09,03-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Sep-2020 - 00:00,8.11,0.83,14.25,34.11,3.88,0.45,89.95,13.23,56.37,3.58,133.3,2.22,3.65,72.2,1.23,96.37,04-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Sep-2020 - 00:00,9.84,0.88,17.48,35.83,3.0,0.5,75.48,14.67,54.42,3.85,121.26,2.13,3.66,83.51,0.94,119.21,05-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Sep-2020 - 00:00,8.62,0.89,15.29,34.47,9.32,0.55,70.61,19.99,49.63,3.9,123.75,1.91,4.96,86.03,0.67,168.34,06-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Sep-2020 - 00:00,14.21,1.62,24.77,40.18,9.53,0.71,40.07,18.25,39.74,2.17,79.65,0.55,1.35,69.94,0.67,154.19,07-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Sep-2020 - 00:00,9.32,1.03,15.97,35.17,4.62,0.37,61.82,17.0,37.89,3.18,122.9,1.43,3.5,83.14,0.83,243.58,08-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Sep-2020 - 00:00,8.26,0.9,14.42,34.26,3.76,0.44,73.11,13.98,41.33,3.71,153.99,1.9,4.2,67.97,0.95,283.11,09-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Sep-2020 - 00:00,8.12,0.71,14.46,34.12,2.95,0.61,81.24,29.43,83.13,4.96,158.96,2.06,4.16,56.05,0.64,280.8,10-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Sep-2020 - 00:00,8.02,0.53,14.12,31.49,3.06,0.5,82.62,24.91,86.76,4.71,132.12,1.32,2.83,62.37,0.9,262.95,11-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Sep-2020 - 00:00,7.66,0.39,13.75,26.89,3.39,0.48,95.04,18.23,82.3,3.87,174.84,1.18,2.48,59.3,0.94,237.69,12-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Sep-2020 - 00:00,7.44,0.35,13.81,27.21,3.16,0.54,94.23,19.91,95.58,4.04,148.42,1.94,3.92,72.91,0.57,125.25,13-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Sep-2020 - 00:00,7.4,0.46,11.83,22.56,2.72,0.48,94.2,26.02,93.03,3.43,108.67,1.28,2.54,67.65,0.63,190.82,14-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Sep-2020 - 00:00,7.15,0.43,12.91,24.55,2.98,0.57,103.74,21.61,94.48,4.33,164.26,1.88,3.83,64.26,0.78,245.77,15-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Sep-2020 - 00:00,6.82,0.63,11.35,21.64,2.98,0.54,94.63,32.61,100.37,3.48,124.28,1.47,2.87,64.41,0.72,154.93,16-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Sep-2020 - 00:00,6.78,1.13,12.23,22.86,3.31,0.59,114.19,18.89,104.45,3.85,160.91,1.8,3.62,60.66,1.11,263.88,17-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Sep-2020 - 00:00,6.36,1.12,11.17,20.41,3.2,0.54,113.1,17.7,82.38,3.69,170.87,1.91,3.92,51.29,0.97,275.52,18-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Sep-2020 - 00:00,6.11,1.73,9.83,26.77,4.81,0.38,84.36,19.81,74.1,2.1,88.3,0.97,2.49,53.34,1.36,267.68,19-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Sep-2020 - 00:00,6.27,2.17,9.39,25.2,10.13,0.38,83.92,25.29,66.23,2.03,80.79,0.77,1.89,58.15,0.91,226.03,20-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Sep-2020 - 00:00,6.01,2.17,10.03,21.36,,0.55,106.42,14.12,66.11,3.1,146.55,1.57,3.52,64.28,1.06,244.85,21-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Sep-2020 - 00:00,6.4,2.07,9.87,21.25,5.76,0.49,90.84,26.51,93.25,2.96,101.91,1.27,2.71,64.51,1.09,245.03,22-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Sep-2020 - 00:00,20.35,3.31,35.17,50.18,9.33,0.72,75.84,27.09,98.35,4.34,125.63,2.4,4.54,61.29,0.98,168.39,23-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Sep-2020 - 00:00,12.86,2.79,21.86,35.16,3.92,0.61,95.42,17.02,78.65,4.54,146.86,2.72,5.62,76.0,0.77,127.28,24-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Sep-2020 - 00:00,12.63,2.74,20.89,33.17,16.42,0.86,78.28,20.49,63.26,2.41,28.68,1.17,2.29,57.13,0.9,150.94,25-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Sep-2020 - 00:00,9.33,2.38,15.75,28.44,12.63,0.62,110.72,17.67,105.58,2.55,3.24,1.21,2.19,59.04,0.99,187.59,26-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Sep-2020 - 00:00,11.17,3.74,15.41,34.83,15.63,0.4,54.7,28.76,101.03,2.45,32.91,1.01,2.34,59.65,1.21,189.57,27-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Sep-2020 - 00:00,8.01,2.04,13.25,28.29,7.99,0.38,44.85,23.91,70.75,2.34,91.92,3.53,6.22,60.98,0.97,171.15,28-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Sep-2020 - 00:00,7.43,2.0,12.54,30.97,10.58,0.49,51.11,23.53,109.68,4.26,120.23,3.01,6.8,58.27,1.18,276.06,29-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Sep-2020 - 00:00,8.03,2.2,12.72,31.93,8.09,0.42,50.87,30.87,115.48,3.2,90.58,1.23,3.07,58.12,1.24,263.98,30-Sep-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Sep-2020 - 00:00,10.1,2.37,17.54,38.26,6.25,0.46,67.66,26.45,98.38,3.32,92.35,1.14,2.93,56.39,1.09,272.67,01-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Oct-2020 - 00:00,11.87,2.49,20.44,43.04,9.32,0.51,100.8,21.37,111.85,4.2,121.57,1.72,4.25,50.11,0.96,260.87,02-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Oct-2020 - 00:00,11.47,2.31,19.95,43.0,6.62,0.58,122.43,19.65,117.0,5.19,153.31,2.27,5.21,53.34,1.03,209.66,03-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Oct-2020 - 00:00,8.31,1.86,16.94,38.21,6.09,0.75,74.32,52.35,147.23,4.56,124.26,1.52,3.4,55.28,0.94,217.24,04-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Oct-2020 - 00:00,0.08,0.9,0.09,0.44,5.16,0.53,9.75,17.31,106.08,4.82,142.1,1.45,3.18,56.31,0.61,267.2,05-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Oct-2020 - 00:00,33.72,4.4,52.09,87.45,7.9,0.62,31.88,21.63,127.93,4.83,135.01,2.05,4.42,45.01,1.1,284.38,06-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Oct-2020 - 00:00,19.3,4.23,30.72,66.89,9.73,0.53,86.25,24.86,121.02,4.19,104.43,1.88,4.03,50.41,0.8,250.57,07-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Oct-2020 - 00:00,9.81,3.81,11.56,43.39,6.3,0.69,123.08,17.8,125.77,5.55,132.96,2.55,5.14,44.83,0.92,275.25,08-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Oct-2020 - 00:00,12.69,3.44,8.58,43.81,5.1,0.73,123.96,19.43,113.47,5.42,141.8,1.92,3.69,58.13,0.79,256.47,09-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Oct-2020 - 00:00,22.85,5.55,15.15,57.17,6.14,0.73,93.21,56.62,141.04,5.27,149.59,2.76,6.15,40.65,0.9,291.09,10-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Oct-2020 - 00:00,9.92,4.19,7.56,44.13,6.61,0.74,128.45,21.92,140.97,5.9,148.07,3.23,6.47,50.15,0.74,270.25,11-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Oct-2020 - 00:00,2.28,3.42,3.34,33.91,6.46,0.67,133.4,16.74,140.0,5.48,147.09,2.84,5.42,42.93,0.94,285.02,12-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Oct-2020 - 00:00,1.48,2.46,1.94,22.37,5.99,0.74,145.62,21.0,140.46,6.24,159.18,3.4,6.4,40.74,0.65,244.81,13-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Oct-2020 - 00:00,1.45,1.82,1.52,15.1,6.89,0.89,148.46,29.09,140.8,7.82,87.23,3.84,6.87,51.23,0.55,209.69,14-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Oct-2020 - 00:00,18.0,2.52,10.62,32.74,5.71,0.73,103.52,34.92,140.45,5.31,0.57,2.02,3.57,50.33,0.89,233.93,15-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Oct-2020 - 00:00,20.67,2.15,11.54,32.49,12.38,0.62,103.79,31.1,139.89,5.38,0.63,2.25,4.07,41.33,0.55,194.73,16-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Oct-2020 - 00:00,21.57,2.02,12.09,31.07,5.24,0.82,128.76,25.86,154.16,6.71,1.0,3.44,5.9,38.42,0.5,220.02,17-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Oct-2020 - 00:00,20.11,1.99,11.3,29.7,6.57,0.87,141.19,26.72,157.56,7.65,1.05,3.65,6.4,43.09,0.48,227.79,18-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Oct-2020 - 00:00,20.05,2.05,11.31,29.79,7.66,1.0,152.57,35.87,211.19,8.53,1.09,4.32,7.35,41.08,0.57,286.98,19-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Oct-2020 - 00:00,18.06,2.13,10.16,27.31,21.89,0.67,90.0,53.6,123.31,2.41,0.11,0.22,0.63,22.81,1.37,326.98,20-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Oct-2020 - 00:00,17.77,1.69,9.69,25.49,7.72,0.68,135.39,25.64,137.47,6.31,0.85,0.84,1.69,27.93,0.64,206.81,21-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Oct-2020 - 00:00,3.97,1.26,2.29,9.22,10.93,0.74,171.93,25.13,152.65,7.12,0.88,2.06,4.04,32.13,0.66,111.32,22-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Oct-2020 - 00:00,2.3,1.22,1.37,7.2,7.56,0.74,182.99,22.64,143.33,7.23,0.9,2.97,5.46,33.89,0.63,157.88,23-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Oct-2020 - 00:00,3.34,0.98,1.37,7.47,6.19,1.02,180.38,36.69,177.14,7.48,0.92,2.1,3.81,45.77,0.41,227.02,24-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Oct-2020 - 00:00,30.31,2.86,17.31,41.89,10.22,0.6,141.13,76.58,191.62,5.51,0.3,1.33,2.61,35.41,0.37,217.7,25-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Oct-2020 - 00:00,28.86,2.01,15.92,38.1,7.19,1.06,186.18,44.8,266.76,8.69,0.96,3.45,6.4,38.55,0.77,146.1,26-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Oct-2020 - 00:00,71.88,4.11,39.99,91.33,5.12,2.0,119.85,86.19,302.44,6.97,0.51,2.63,5.96,47.0,0.9,280.96,27-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Oct-2020 - 00:00,32.89,2.4,18.31,43.63,10.12,0.85,111.14,63.62,238.63,6.56,0.57,6.12,14.13,41.09,0.71,250.11,28-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Oct-2020 - 00:00,30.2,2.11,16.67,40.3,14.69,0.98,78.34,77.38,232.29,6.85,0.54,5.09,11.76,39.41,0.52,172.6,29-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Oct-2020 - 00:00,35.48,1.87,19.23,48.5,7.82,1.27,115.21,70.63,357.7,10.37,0.96,5.14,9.53,35.53,0.66,215.62,30-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Oct-2020 - 00:00,28.46,1.37,15.15,38.92,6.55,1.09,144.7,57.79,327.51,9.5,0.89,4.11,7.63,44.02,0.9,290.63,31-Oct-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
31-Oct-2020 - 00:00,22.86,1.3,11.95,31.22,7.31,0.84,139.28,57.42,317.14,6.55,0.51,2.08,4.0,43.33,1.15,283.84,01-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Nov-2020 - 00:00,25.45,1.37,13.6,34.34,6.28,0.69,156.09,38.48,229.99,6.75,0.64,2.62,4.95,33.92,0.87,271.23,02-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
02-Nov-2020 - 00:00,25.17,1.55,13.59,33.79,16.17,0.68,144.61,43.42,201.36,6.94,0.61,2.99,5.82,28.09,0.73,217.6,03-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
03-Nov-2020 - 00:00,24.1,1.46,12.95,32.08,15.45,0.64,155.41,31.74,169.23,7.36,0.77,3.63,6.85,23.39,0.73,217.37,04-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
04-Nov-2020 - 00:00,22.14,1.51,11.8,29.67,5.76,1.07,183.88,51.9,331.59,9.74,0.87,3.03,5.91,23.67,0.72,266.69,05-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
05-Nov-2020 - 00:00,11.82,2.19,7.11,30.48,10.45,0.73,93.79,52.85,213.41,5.56,53.09,4.89,7.13,25.98,0.41,188.29,06-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
06-Nov-2020 - 00:00,15.37,3.84,10.05,50.59,5.48,1.11,80.43,68.52,322.45,10.24,86.36,6.53,13.0,37.02,0.42,251.06,07-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
07-Nov-2020 - 00:00,44.45,3.46,25.17,73.57,5.94,1.22,134.98,74.61,355.81,10.04,98.55,5.26,10.42,42.19,0.63,258.33,08-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
08-Nov-2020 - 00:00,53.75,3.12,29.78,80.56,6.35,1.45,162.6,78.68,445.89,12.4,105.23,5.1,9.48,47.71,0.41,159.41,09-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
09-Nov-2020 - 00:00,89.0,4.19,49.05,118.82,15.32,2.32,105.36,183.98,636.69,18.32,87.23,6.3,11.18,59.27,0.43,207.54,10-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
10-Nov-2020 - 00:00,64.22,3.58,35.62,91.22,8.32,1.98,144.89,119.91,488.4,17.78,96.56,6.24,11.36,52.33,0.5,151.35,11-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
11-Nov-2020 - 00:00,65.84,3.81,36.65,92.47,8.84,1.29,112.06,75.45,304.41,13.37,96.92,5.39,9.16,54.26,0.48,64.75,12-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
12-Nov-2020 - 00:00,70.96,3.76,39.28,93.63,7.19,0.96,104.26,63.03,282.81,10.65,84.35,4.41,7.97,45.75,0.45,175.79,13-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
13-Nov-2020 - 00:00,56.17,3.38,31.26,76.57,6.88,1.19,119.34,75.82,390.59,11.8,81.44,5.06,9.28,53.39,0.49,220.65,14-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
14-Nov-2020 - 00:00,77.04,9.06,47.0,84.95,11.23,2.01,110.03,99.56,406.89,12.84,98.89,7.31,9.36,42.58,0.63,138.27,15-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
15-Nov-2020 - 00:00,97.53,4.45,53.72,119.68,50.84,1.68,67.42,64.95,288.92,0.69,94.68,8.08,10.3,60.72,1.79,116.12,16-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
16-Nov-2020 - 00:00,77.66,3.77,42.83,96.94,18.88,0.63,70.31,31.8,117.94,0.55,79.34,3.48,6.12,76.31,1.48,166.11,17-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
17-Nov-2020 - 00:00,70.43,5.12,40.05,119.99,11.51,0.54,76.29,25.52,80.45,5.67,78.05,2.12,4.04,59.65,0.93,284.89,18-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
18-Nov-2020 - 00:00,58.32,6.27,34.69,140.37,6.65,0.66,98.77,31.99,138.63,7.19,95.12,2.72,5.61,61.6,0.74,278.3,19-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
19-Nov-2020 - 00:00,55.49,4.94,32.24,121.0,11.12,0.8,91.15,69.73,211.54,9.7,69.15,3.11,6.09,53.25,0.67,275.19,20-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
20-Nov-2020 - 00:00,31.2,3.25,18.11,84.75,6.89,0.75,105.1,39.69,175.48,7.23,85.3,2.53,5.47,54.16,1.02,284.85,21-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
21-Nov-2020 - 00:00,28.19,2.85,16.21,69.83,7.15,0.59,93.98,45.56,193.56,5.53,65.01,1.69,3.77,47.24,1.42,268.85,22-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
22-Nov-2020 - 00:00,29.16,2.46,16.18,64.23,9.8,0.7,102.04,44.79,190.27,6.98,74.09,1.74,3.91,49.82,0.93,263.16,23-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
23-Nov-2020 - 00:00,53.53,2.97,29.86,103.47,18.84,1.09,90.46,45.97,199.25,11.18,82.96,3.35,7.11,33.07,0.81,69.43,24-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
24-Nov-2020 - 00:00,26.04,1.61,14.79,53.78,6.8,0.86,166.37,44.53,223.01,9.03,75.96,2.78,5.94,60.44,0.45,81.35,25-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
25-Nov-2020 - 00:00,23.08,1.07,12.9,45.55,8.58,1.19,182.61,41.69,279.26,13.48,93.04,5.6,8.85,59.31,0.97,83.7,26-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
26-Nov-2020 - 00:00,14.14,0.7,7.93,32.58,7.42,0.69,181.99,24.13,98.31,7.2,73.95,2.9,5.49,68.17,1.29,189.87,27-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
27-Nov-2020 - 00:00,13.84,0.68,7.74,29.56,10.6,0.5,183.63,21.33,93.99,4.6,65.88,1.95,4.31,64.72,1.39,276.82,28-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
28-Nov-2020 - 00:00,20.25,1.11,11.66,48.64,19.97,0.55,104.25,26.24,137.14,5.45,49.54,1.45,3.33,59.36,1.06,267.52,29-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
29-Nov-2020 - 00:00,30.8,1.43,17.23,75.53,6.92,0.77,116.55,27.45,146.69,7.74,71.27,2.43,5.47,47.14,0.79,256.53,30-Nov-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
30-Nov-2020 - 00:00,34.21,1.39,18.99,79.68,5.48,0.97,118.01,31.7,177.83,10.14,82.74,3.61,7.59,50.75,0.63,272.35,01-Dec-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
01-Dec-2020 - 00:00,35.44,1.23,19.5,80.82,,1.08,114.16,30.6,222.8,8.75,86.88,3.56,6.94,62.34,0.5,282.45,02-Dec-2020 - 00:00,"H.B. Colony, Bhiwani - HSPCB"
