from date,PM10,PM2.5,AT,BP,SR,RH,WD,RF,NO,NOx,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,to date,station
27-Aug-2020 - 00:00,61.19,20.93,30.4,981.08,189.28,62.63,178.74,,6.78,13.9,15.72,15.91,6.16,0.38,,0.18,5.47,0.3,28-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
28-Aug-2020 - 00:00,53.68,26.85,28.47,979.3,115.06,68.94,189.36,5.67,7.44,14.57,16.0,18.06,8.78,0.42,,0.24,7.94,0.44,29-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Aug-2020 - 00:00,45.82,26.45,27.92,979.54,153.2,69.36,80.76,,4.77,12.62,16.38,15.97,7.39,0.44,,0.29,5.19,0.45,30-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Aug-2020 - 00:00,29.66,14.17,28.45,978.84,134.52,64.47,91.52,0.5,3.88,9.27,11.46,13.9,7.8,0.33,5.85,0.16,1.51,0.14,31-Aug-2020 - 00:00,"Alipur, Delhi - DPCC"
31-Aug-2020 - 00:00,30.29,12.24,29.14,980.84,163.46,61.83,137.65,,4.29,11.24,14.54,11.76,6.34,0.35,7.21,0.15,2.73,0.44,01-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Sep-2020 - 00:00,59.21,17.5,29.46,982.27,149.17,61.42,144.13,,6.29,16.36,21.12,11.95,7.01,0.4,7.46,0.22,4.07,0.77,02-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
02-Sep-2020 - 00:00,57.86,23.4,30.06,984.29,168.55,62.09,151.55,,5.28,12.08,14.61,13.79,8.1,1.02,9.99,0.19,3.65,0.39,03-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
03-Sep-2020 - 00:00,67.08,39.05,30.44,984.93,176.35,62.26,94.99,,4.21,11.02,14.26,16.78,8.36,0.75,8.69,0.21,5.4,0.35,04-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
04-Sep-2020 - 00:00,102.74,45.54,30.44,983.66,159.57,62.46,117.18,,4.46,11.91,15.56,18.13,9.34,0.77,9.31,0.22,5.62,0.52,05-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
05-Sep-2020 - 00:00,102.93,57.58,29.36,981.87,122.94,66.34,209.02,0.5,6.02,14.77,18.55,21.69,7.75,0.89,12.64,0.34,12.83,0.95,06-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
06-Sep-2020 - 00:00,54.95,32.13,29.45,981.06,174.63,64.34,186.18,,4.31,9.57,11.39,18.44,7.53,0.67,9.36,0.15,7.03,0.32,07-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
07-Sep-2020 - 00:00,77.17,39.4,29.62,981.52,156.86,64.34,152.83,3.75,5.49,12.32,14.71,18.25,8.6,0.76,8.06,0.21,8.54,0.46,08-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
08-Sep-2020 - 00:00,71.5,32.35,30.32,982.18,203.36,61.54,225.72,,5.69,12.1,14.0,17.67,7.83,0.71,7.8,0.15,5.0,0.35,09-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
09-Sep-2020 - 00:00,102.85,44.73,30.5,982.02,194.47,62.46,284.02,,8.1,14.57,15.0,19.83,8.41,0.76,7.51,0.18,4.97,0.35,10-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
10-Sep-2020 - 00:00,112.6,47.35,30.56,979.6,196.14,60.97,271.14,,5.94,12.73,14.81,19.17,8.22,0.79,7.72,0.19,5.84,0.42,11-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
11-Sep-2020 - 00:00,167.08,61.58,30.79,980.16,202.2,60.03,165.16,,12.74,17.97,14.25,21.16,13.7,0.89,7.04,0.32,8.51,0.93,12-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
12-Sep-2020 - 00:00,149.69,67.46,31.38,982.27,240.52,57.94,64.87,,16.78,20.31,12.42,18.58,10.83,1.04,3.86,0.28,4.19,0.6,13-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
13-Sep-2020 - 00:00,119.07,60.75,32.24,982.24,223.75,57.08,74.91,,4.52,9.7,11.29,21.11,8.25,0.98,,0.18,2.44,0.28,14-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
14-Sep-2020 - 00:00,165.48,72.38,30.47,981.58,155.41,62.43,76.36,,10.48,16.33,14.64,21.8,10.24,1.0,,0.32,8.49,0.81,15-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
15-Sep-2020 - 00:00,169.28,69.27,30.63,981.05,160.28,61.45,175.48,,13.56,21.82,20.27,21.35,11.21,0.71,3.13,0.24,11.16,1.04,16-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
16-Sep-2020 - 00:00,181.28,64.19,31.39,980.72,183.92,60.01,257.44,,18.18,30.89,30.67,23.19,10.33,0.2,2.74,0.25,9.18,0.85,17-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
17-Sep-2020 - 00:00,116.78,43.85,31.62,980.21,188.31,58.23,249.72,,6.06,16.68,22.07,22.27,8.21,0.2,3.47,0.2,5.47,0.41,18-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
18-Sep-2020 - 00:00,120.61,44.43,32.03,979.34,192.07,57.54,243.99,,5.94,14.89,18.88,18.67,9.98,0.2,3.56,0.17,5.89,0.46,19-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
19-Sep-2020 - 00:00,147.33,62.91,30.9,979.72,176.0,60.57,174.47,,7.63,19.5,24.97,22.95,9.65,0.2,3.73,0.41,8.11,0.73,20-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
20-Sep-2020 - 00:00,141.01,66.07,30.74,979.13,178.84,60.5,209.76,,7.2,14.2,15.66,18.41,8.94,0.2,4.03,0.24,6.03,0.59,21-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
21-Sep-2020 - 00:00,139.58,58.78,29.36,978.1,86.41,64.73,268.51,,6.55,16.5,20.98,17.46,10.57,0.2,4.21,0.2,3.49,0.53,22-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
22-Sep-2020 - 00:00,97.91,42.46,30.95,978.41,160.03,59.57,102.95,,6.3,16.92,22.14,23.25,10.76,0.2,,0.2,2.68,0.41,23-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
23-Sep-2020 - 00:00,64.82,29.06,30.63,978.67,172.22,58.91,92.29,,5.71,14.7,18.84,18.86,10.74,0.2,,0.17,2.64,0.31,24-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
24-Sep-2020 - 00:00,94.07,42.89,29.9,980.85,156.73,60.36,102.47,,7.22,17.53,21.88,20.83,10.85,0.2,,0.19,3.82,0.43,25-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
25-Sep-2020 - 00:00,163.46,62.21,30.02,980.09,175.24,58.3,249.19,,16.09,26.48,25.13,21.27,11.47,0.2,,0.32,5.39,1.12,26-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
26-Sep-2020 - 00:00,199.32,71.07,27.71,980.29,100.74,61.06,206.79,,19.66,29.83,25.79,37.15,11.73,0.4,3.82,0.42,12.5,1.3,27-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
27-Sep-2020 - 00:00,125.74,38.78,28.29,983.0,184.74,55.67,263.74,,19.82,37.58,40.85,55.07,12.06,1.45,4.67,0.33,6.27,0.72,28-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
28-Sep-2020 - 00:00,202.96,66.19,28.12,984.05,179.71,56.8,201.63,,14.79,38.36,49.48,65.42,13.48,0.91,4.89,0.5,10.39,1.23,29-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Sep-2020 - 00:00,208.02,71.62,28.26,983.85,170.04,57.85,253.06,,8.05,27.96,40.23,63.58,13.3,0.96,5.26,0.45,8.56,0.78,30-Sep-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Sep-2020 - 00:00,158.12,49.98,28.29,982.91,177.75,54.36,263.54,,6.63,22.51,32.36,54.04,11.08,0.72,5.52,0.44,4.68,0.45,01-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Oct-2020 - 00:00,187.5,62.33,28.06,982.43,175.73,55.61,262.48,,9.36,26.57,35.58,61.84,13.05,0.87,5.11,0.72,7.65,0.73,02-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
02-Oct-2020 - 00:00,199.46,77.77,27.57,983.21,172.74,57.63,257.24,,10.74,22.0,24.86,66.15,11.4,0.91,5.88,0.82,7.42,0.7,03-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
03-Oct-2020 - 00:00,198.25,78.19,27.01,984.32,174.48,55.92,295.57,,11.41,24.26,28.12,69.46,10.71,0.91,5.62,2.28,6.32,2.68,04-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
04-Oct-2020 - 00:00,198.25,80.65,26.28,985.03,171.53,54.48,217.69,,12.11,21.65,22.23,72.68,13.03,0.86,7.34,2.49,13.7,1.59,05-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
05-Oct-2020 - 00:00,188.27,64.77,27.09,984.45,172.35,51.19,275.73,,5.46,14.04,18.03,57.51,10.06,0.77,8.17,2.05,6.59,0.74,06-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
06-Oct-2020 - 00:00,212.6,75.98,26.41,984.82,173.36,53.48,249.32,,8.73,18.57,21.52,71.23,13.43,0.89,6.57,2.49,10.54,1.06,07-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
07-Oct-2020 - 00:00,261.04,104.4,26.42,986.75,161.07,54.18,222.2,,19.42,24.84,16.91,87.85,14.55,1.04,9.27,2.96,17.82,2.0,08-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
08-Oct-2020 - 00:00,264.96,98.69,26.76,987.09,155.03,53.76,262.9,,14.86,20.77,16.29,82.11,15.02,0.97,11.14,2.84,17.76,1.47,09-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
09-Oct-2020 - 00:00,235.6,90.64,26.86,987.27,142.83,52.95,244.35,,12.63,17.73,13.97,79.92,14.43,0.95,12.5,2.39,9.86,1.11,10-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
10-Oct-2020 - 00:00,253.25,102.59,27.05,986.03,143.07,53.82,275.41,,12.16,16.99,13.34,83.83,17.74,0.99,14.61,2.35,17.36,1.2,11-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
11-Oct-2020 - 00:00,234.67,98.26,26.99,984.07,144.68,53.6,286.92,,5.96,16.75,22.47,75.95,17.66,1.83,13.98,2.03,17.58,1.23,12-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
12-Oct-2020 - 00:00,338.93,136.71,26.44,982.74,132.4,52.9,263.66,,26.87,36.58,27.57,115.46,18.27,1.46,14.81,3.21,25.35,2.27,13-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
13-Oct-2020 - 00:00,296.01,142.52,27.74,983.67,117.08,56.41,93.16,,11.49,29.92,38.63,73.65,14.35,1.32,17.66,4.83,24.72,2.57,14-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
14-Oct-2020 - 00:00,254.64,132.0,27.7,985.27,113.13,56.22,96.27,,20.47,50.78,64.14,42.94,13.94,1.08,14.1,3.92,12.71,1.63,15-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
15-Oct-2020 - 00:00,377.24,165.07,26.44,985.74,143.61,49.29,214.14,,60.59,90.58,77.35,26.87,17.0,1.47,11.85,2.92,22.19,2.8,16-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
16-Oct-2020 - 00:00,370.29,163.23,24.63,985.45,182.53,46.07,190.12,,57.44,88.34,77.97,25.15,23.2,1.05,19.91,3.9,24.25,2.4,17-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
17-Oct-2020 - 00:00,400.67,157.9,24.73,986.11,167.17,49.04,175.69,,54.86,88.8,82.84,29.85,19.26,1.22,21.48,4.22,31.62,3.1,18-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
18-Oct-2020 - 00:00,247.88,104.52,25.47,985.99,189.11,44.1,256.96,,6.57,34.46,54.63,24.03,13.2,0.82,20.99,2.4,11.16,0.93,19-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
19-Oct-2020 - 00:00,267.0,125.06,24.97,985.63,189.53,43.36,260.15,,7.83,35.51,54.73,22.81,13.77,0.89,23.0,2.48,9.15,0.84,20-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
20-Oct-2020 - 00:00,311.27,123.56,25.09,985.46,209.25,41.36,214.95,,21.49,55.45,71.36,22.85,29.06,0.96,12.27,3.37,27.21,2.67,21-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
21-Oct-2020 - 00:00,365.41,144.94,24.57,986.36,180.37,43.63,165.07,,65.88,83.86,56.74,23.27,23.02,2.1,34.97,3.08,31.21,5.13,22-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
22-Oct-2020 - 00:00,521.1,217.54,23.91,985.17,129.89,48.42,88.0,,104.34,124.52,74.64,34.57,25.89,2.4,62.25,2.67,50.07,7.21,23-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
23-Oct-2020 - 00:00,591.32,296.56,19.89,985.05,79.76,58.59,87.03,,126.02,150.01,88.87,41.85,20.91,2.58,26.71,2.28,36.97,7.12,24-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
24-Oct-2020 - 00:00,518.18,245.82,22.49,985.87,151.88,52.48,205.22,,107.89,130.9,80.78,38.51,19.16,3.19,53.72,2.27,41.88,5.15,25-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
25-Oct-2020 - 00:00,451.46,228.49,22.99,988.27,150.95,52.12,164.79,,61.75,83.18,58.65,36.09,16.14,1.81,56.29,2.59,28.23,4.99,26-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
26-Oct-2020 - 00:00,431.9,209.89,23.33,989.65,136.73,48.51,201.26,,47.47,67.1,52.08,34.01,20.09,1.93,64.58,2.25,21.95,3.59,27-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
27-Oct-2020 - 00:00,335.57,179.05,21.74,989.54,161.87,46.79,276.18,,19.04,38.69,43.55,26.79,14.95,1.26,44.04,2.43,20.98,1.89,28-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
28-Oct-2020 - 00:00,468.48,219.22,20.88,990.14,137.84,49.16,214.56,,55.56,78.53,62.46,27.53,20.72,1.61,44.75,2.72,30.91,3.43,29-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Oct-2020 - 00:00,567.53,301.69,20.83,991.08,137.43,54.34,107.47,,82.83,104.14,68.82,38.83,20.39,1.72,51.33,3.33,41.23,6.15,30-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Oct-2020 - 00:00,446.21,249.69,22.22,990.76,146.33,48.34,272.57,,35.7,61.28,60.03,36.5,19.45,1.31,49.52,4.43,19.36,2.58,31-Oct-2020 - 00:00,"Alipur, Delhi - DPCC"
31-Oct-2020 - 00:00,451.21,291.9,20.92,990.93,142.23,48.41,274.83,,7.23,35.71,56.04,48.19,13.5,1.4,46.22,4.78,17.43,1.75,01-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Nov-2020 - 00:00,504.2,325.65,21.39,991.37,167.77,43.35,267.17,,10.86,35.97,50.99,22.85,18.12,1.26,43.45,5.18,27.82,2.19,02-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
02-Nov-2020 - 00:00,409.13,222.98,19.54,991.92,132.57,46.18,186.71,,54.9,68.25,44.17,25.71,18.55,1.29,42.67,3.72,29.17,3.01,03-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
03-Nov-2020 - 00:00,390.96,189.17,19.62,991.32,142.26,46.67,183.83,,63.34,80.57,54.4,26.87,17.17,1.47,42.05,5.1,34.52,6.57,04-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
04-Nov-2020 - 00:00,653.21,385.0,18.84,990.01,94.99,53.28,184.08,,77.79,100.98,71.51,46.65,20.33,1.98,31.66,5.62,46.46,5.99,05-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
05-Nov-2020 - 00:00,547.41,323.36,20.44,991.27,134.36,49.9,226.95,,50.24,76.03,66.07,43.3,19.51,1.61,44.18,4.59,35.57,4.03,06-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
06-Nov-2020 - 00:00,564.71,306.08,21.2,994.1,129.39,47.09,245.03,,55.6,87.11,78.61,42.11,25.92,1.83,45.2,4.48,40.05,4.15,07-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
07-Nov-2020 - 00:00,612.97,390.95,20.31,994.97,125.91,48.5,281.75,,49.43,79.53,73.37,46.02,22.82,2.26,47.81,4.53,23.12,2.52,08-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
08-Nov-2020 - 00:00,657.2,439.84,18.73,995.58,101.21,54.26,208.15,,55.54,89.04,82.27,50.97,22.49,2.42,45.19,5.11,39.06,3.63,09-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
09-Nov-2020 - 00:00,762.58,590.56,18.66,994.06,95.24,58.8,230.77,,65.81,100.15,87.4,69.54,21.93,2.76,47.18,6.11,33.09,4.22,10-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
10-Nov-2020 - 00:00,346.42,427.64,18.68,993.01,118.28,62.53,135.81,,50.58,85.89,83.71,65.62,14.62,2.47,55.05,5.27,23.15,3.43,11-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
11-Nov-2020 - 00:00,236.88,164.34,18.98,994.81,139.95,60.21,72.87,,15.55,40.59,52.41,33.53,13.42,1.13,45.47,3.2,7.11,1.43,12-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
12-Nov-2020 - 00:00,297.36,163.77,19.45,996.02,141.76,57.02,88.8,,46.31,73.83,67.98,27.63,14.61,1.37,46.59,3.57,15.99,2.37,13-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
13-Nov-2020 - 00:00,449.25,257.55,15.83,994.38,12.45,66.2,161.15,,70.71,90.67,72.96,34.51,14.17,1.64,52.4,4.36,36.36,3.8,14-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
14-Nov-2020 - 00:00,602.48,468.85,17.86,992.39,96.61,61.5,177.74,,21.61,46.76,54.82,51.36,17.18,1.9,44.42,4.37,11.71,1.92,15-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
15-Nov-2020 - 00:00,400.98,310.19,20.09,991.72,105.67,56.93,102.32,,2.8,17.62,28.82,42.25,16.77,1.32,70.59,3.15,5.91,1.07,16-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
16-Nov-2020 - 00:00,117.97,74.02,20.17,993.43,100.49,61.14,83.88,,3.83,14.61,21.6,28.45,13.98,0.61,46.35,1.24,10.13,0.57,17-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
17-Nov-2020 - 00:00,125.9,70.02,18.97,991.8,145.46,60.02,238.87,,13.2,27.99,32.34,24.86,14.11,0.7,34.5,1.41,12.89,0.64,18-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
18-Nov-2020 - 00:00,199.56,115.3,17.02,990.82,143.76,58.48,216.13,,10.49,32.52,45.02,23.47,11.83,0.84,41.87,1.64,20.37,1.01,19-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
19-Nov-2020 - 00:00,327.62,197.59,13.68,991.51,81.61,65.18,133.34,,65.96,83.91,56.11,27.95,15.84,1.37,23.72,2.95,25.42,2.41,20-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
20-Nov-2020 - 00:00,240.75,150.35,16.74,992.73,151.23,53.36,265.19,,16.15,34.51,40.13,25.26,13.51,0.99,,1.98,14.12,1.0,21-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
21-Nov-2020 - 00:00,169.11,106.41,17.58,993.12,193.31,46.06,268.18,,2.94,13.13,20.15,19.32,13.21,1.02,,1.25,5.94,0.24,22-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
22-Nov-2020 - 00:00,,,,,,,,,,,,,,,,,,,23-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
23-Nov-2020 - 00:00,254.31,126.81,18.25,993.51,179.76,40.97,174.81,,22.95,44.86,49.23,23.13,16.4,1.23,,,,,24-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
24-Nov-2020 - 00:00,373.02,258.9,14.6,993.34,91.45,58.24,72.94,,17.92,49.61,65.74,38.29,17.06,1.91,,,,,25-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
25-Nov-2020 - 00:00,398.83,305.0,15.65,993.91,48.61,64.3,68.22,,5.04,28.02,44.98,40.36,17.35,2.01,,,,,26-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
26-Nov-2020 - 00:00,195.34,126.31,17.05,996.14,106.95,62.37,163.21,,14.94,29.08,31.76,29.94,15.94,1.13,,,,,27-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
27-Nov-2020 - 00:00,120.66,69.06,18.12,997.56,148.97,54.3,277.93,,3.34,16.87,26.59,21.81,13.65,0.77,38.34,1.64,47.03,1.44,28-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
28-Nov-2020 - 00:00,207.39,119.59,17.31,996.49,145.97,51.74,271.53,,5.61,23.67,35.94,20.58,15.73,1.22,48.24,1.86,17.43,0.52,29-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
29-Nov-2020 - 00:00,323.25,172.77,15.5,995.32,133.59,54.36,217.91,,28.91,51.54,52.59,21.65,17.64,1.34,50.32,3.19,16.11,1.24,30-Nov-2020 - 00:00,"Alipur, Delhi - DPCC"
30-Nov-2020 - 00:00,390.44,226.57,15.92,994.38,121.13,56.69,242.45,,43.51,69.75,61.86,25.6,17.04,1.69,50.71,4.26,17.74,1.84,01-Dec-2020 - 00:00,"Alipur, Delhi - DPCC"
01-Dec-2020 - 00:00,525.0,298.0,10.95,993.95,4.35,73.2,339.4,,120.9,152.25,100.85,28.15,13.2,2.6,1.6,5.85,27.95,3.5,02-Dec-2020 - 00:00,"Alipur, Delhi - DPCC"
