from date,Temp,RH,SR,BP,WS,WD,NO,NO2,NOx,SO2,CO,Ozone,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,VWS,to date,station
17-Aug-2020 - 00:00,33.46,62.71,104.42,965.95,0.73,158.16,13.59,25.44,27.88,6.16,0.84,14.11,26.3,4.97,5.99,7.01,4.99,4.0,0.08,18-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
18-Aug-2020 - 00:00,33.4,61.35,126.62,966.55,1.01,102.19,17.27,25.93,31.19,7.78,0.96,18.3,25.25,5.02,5.99,7.01,5.01,4.01,0.08,19-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
19-Aug-2020 - 00:00,30.83,63.03,34.55,966.54,0.98,107.22,19.01,23.8,31.01,6.35,0.95,16.3,19.01,5.0,6.02,7.03,5.03,4.0,0.07,20-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
20-Aug-2020 - 00:00,31.24,62.89,136.21,969.01,0.84,150.23,14.51,21.18,21.69,9.09,1.29,23.39,16.88,3.78,4.8,5.8,2.6,3.4,0.08,21-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
21-Aug-2020 - 00:00,32.97,59.98,158.07,970.63,1.26,196.28,10.82,20.26,17.06,5.88,0.85,16.46,21.07,2.97,3.96,4.94,0.99,3.0,0.08,22-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
22-Aug-2020 - 00:00,31.23,60.27,60.43,970.85,1.36,202.13,12.37,18.53,13.87,12.64,0.25,14.26,17.81,2.46,3.28,4.11,0.82,2.57,-0.3,23-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
23-Aug-2020 - 00:00,,,,,,,11.18,18.19,16.55,7.68,,14.33,16.25,3.01,4.0,5.02,1.0,3.01,-0.75,24-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
24-Aug-2020 - 00:00,29.83,62.08,385.25,964.55,1.1,186.82,14.05,23.3,17.54,6.37,0.57,13.75,15.33,2.59,3.46,4.34,0.86,2.6,-0.45,25-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
25-Aug-2020 - 00:00,30.37,57.81,483.29,970.9,0.81,110.59,15.31,25.05,22.44,6.54,1.0,12.74,17.84,2.95,3.92,4.89,0.98,2.95,0.08,26-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
26-Aug-2020 - 00:00,31.0,48.74,124.98,972.39,1.72,86.44,16.31,22.06,22.59,8.21,0.7,11.2,14.68,2.97,3.96,4.95,0.99,2.98,0.08,27-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
27-Aug-2020 - 00:00,32.24,48.72,170.69,971.04,1.6,107.14,18.03,21.98,23.57,8.1,0.64,23.38,19.37,3.0,4.0,4.98,1.0,3.02,0.05,28-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
28-Aug-2020 - 00:00,31.33,53.8,189.97,969.74,1.09,136.77,19.67,23.12,25.85,6.97,0.44,16.77,26.57,2.97,3.96,4.94,0.99,2.99,0.08,29-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
29-Aug-2020 - 00:00,31.78,51.71,159.16,969.34,0.88,162.27,15.41,32.37,27.44,6.21,0.39,32.07,33.09,3.0,4.0,5.02,1.0,2.99,0.08,30-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
30-Aug-2020 - 00:00,30.61,50.75,124.61,969.16,0.83,203.32,10.96,24.91,20.06,5.71,0.33,19.92,27.83,3.01,4.0,4.99,1.0,3.0,0.08,31-Aug-2020 - 00:00,"MD University, Rohtak - HSPCB"
31-Aug-2020 - 00:00,30.16,54.87,127.86,970.99,0.57,100.65,11.11,23.86,19.5,5.97,0.68,20.74,23.87,3.0,2.64,4.55,3.26,3.89,0.08,01-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
01-Sep-2020 - 00:00,31.06,53.95,185.72,972.64,1.64,74.73,13.93,24.96,22.49,7.86,0.85,21.45,25.03,3.28,1.28,4.11,5.53,4.82,0.08,02-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
02-Sep-2020 - 00:00,31.74,53.79,160.65,974.7,1.91,127.84,14.37,25.25,22.76,7.38,0.72,23.81,26.3,3.25,1.27,4.06,5.47,4.76,0.08,03-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
03-Sep-2020 - 00:00,32.18,50.86,144.59,975.11,1.02,162.97,13.85,34.75,27.35,7.33,0.55,27.42,37.11,3.27,1.28,4.08,5.53,4.82,0.08,04-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
04-Sep-2020 - 00:00,32.08,48.99,121.49,974.11,1.5,129.88,11.81,31.38,24.05,5.74,0.38,22.96,27.2,3.28,1.28,4.09,5.53,4.82,0.08,05-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
05-Sep-2020 - 00:00,32.15,52.47,217.28,972.35,1.71,101.73,14.82,27.24,23.96,10.46,0.22,21.59,25.07,4.96,2.98,2.92,2.62,4.75,0.02,06-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
06-Sep-2020 - 00:00,,,,,,,15.74,25.78,23.84,7.61,0.0,14.04,20.43,5.95,3.96,1.98,0.99,4.96,-0.74,07-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
07-Sep-2020 - 00:00,31.98,48.01,127.63,971.57,2.41,104.82,16.96,24.97,23.16,9.6,0.64,11.96,27.73,5.76,3.83,1.92,0.96,4.79,-0.33,08-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
08-Sep-2020 - 00:00,32.74,48.0,195.92,972.72,2.44,110.91,16.26,30.7,27.36,7.22,1.01,17.45,23.66,6.01,4.01,2.0,1.0,4.98,0.08,09-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
09-Sep-2020 - 00:00,33.1,47.98,175.87,972.59,2.4,108.13,16.73,30.06,27.34,7.37,0.98,23.96,29.83,6.03,4.0,2.0,1.0,5.02,0.08,10-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
10-Sep-2020 - 00:00,33.27,48.27,196.56,970.14,2.27,103.63,14.54,31.83,26.45,7.7,0.51,25.59,29.11,5.95,3.99,2.0,1.0,5.0,0.08,11-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
11-Sep-2020 - 00:00,33.64,48.15,201.33,970.46,2.19,116.0,16.21,33.71,28.75,9.31,0.57,26.16,38.52,6.01,4.01,2.0,1.0,5.0,0.08,12-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
12-Sep-2020 - 00:00,33.99,48.12,203.42,973.02,2.13,132.79,18.42,32.7,30.13,7.07,1.06,26.35,22.18,5.99,4.01,2.0,1.0,4.99,0.08,13-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
13-Sep-2020 - 00:00,33.57,47.96,172.47,973.01,2.35,120.94,13.24,32.4,24.96,7.85,1.03,32.75,18.82,5.8,3.88,1.94,0.97,4.86,0.08,14-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
14-Sep-2020 - 00:00,34.06,47.96,180.98,971.92,2.09,123.1,11.74,33.44,22.81,6.69,0.77,28.34,19.07,5.23,3.5,1.81,0.9,4.54,0.07,15-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
15-Sep-2020 - 00:00,33.45,48.11,160.32,971.47,2.3,109.95,13.57,31.69,25.62,8.73,0.77,28.83,18.29,5.97,4.0,2.0,1.0,5.01,0.08,16-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
16-Sep-2020 - 00:00,34.34,48.02,185.95,971.17,2.28,109.49,14.56,30.97,26.06,9.87,0.71,31.52,31.52,3.91,2.89,2.47,0.99,3.07,0.08,17-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
17-Sep-2020 - 00:00,34.33,54.76,191.42,970.73,2.25,101.98,15.58,30.53,26.64,6.72,0.62,31.13,29.38,1.6,1.7,2.99,1.0,1.02,0.08,18-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
18-Sep-2020 - 00:00,34.57,57.72,188.38,969.82,2.11,103.7,15.3,28.81,25.57,7.8,0.45,27.95,27.96,1.6,1.7,2.99,1.0,1.02,0.08,19-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
19-Sep-2020 - 00:00,33.53,58.32,165.75,970.11,2.19,110.16,11.43,28.72,22.39,10.26,0.51,26.07,33.14,1.6,1.7,2.99,1.0,1.02,0.08,20-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
20-Sep-2020 - 00:00,33.28,58.28,184.87,969.72,1.73,119.14,11.04,27.54,21.32,6.15,0.46,32.59,18.89,1.6,1.7,2.99,1.0,1.02,0.08,21-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
21-Sep-2020 - 00:00,33.63,58.28,180.88,968.55,1.56,118.1,9.65,32.2,22.29,12.14,0.34,35.5,27.59,1.59,1.69,2.96,0.99,1.01,0.08,22-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
22-Sep-2020 - 00:00,32.7,59.06,150.95,968.85,1.61,131.25,9.93,34.2,23.91,7.55,0.61,29.95,22.95,1.85,1.28,2.29,0.94,1.32,0.08,23-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
23-Sep-2020 - 00:00,32.28,59.77,143.1,968.92,1.4,151.07,9.88,32.44,23.02,7.76,0.62,25.64,19.34,1.99,1.0,1.84,0.9,1.5,0.08,24-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
24-Sep-2020 - 00:00,32.29,59.46,172.8,971.05,1.56,116.51,13.4,34.72,26.84,7.82,1.02,29.58,23.27,1.98,0.99,1.82,0.89,1.48,0.08,25-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
25-Sep-2020 - 00:00,32.33,57.61,179.18,970.61,2.3,102.86,11.29,36.0,26.02,6.79,0.95,35.34,42.92,2.0,1.0,1.84,0.9,1.5,0.08,26-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
26-Sep-2020 - 00:00,29.66,57.84,79.99,970.96,2.35,110.96,12.7,29.28,23.76,6.57,0.7,16.2,76.27,1.99,1.0,1.83,0.9,1.5,0.08,27-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
27-Sep-2020 - 00:00,30.04,57.68,187.79,973.52,2.61,111.3,11.09,30.15,22.91,8.25,0.31,26.47,16.34,2.0,1.0,1.84,0.9,1.5,0.08,28-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
28-Sep-2020 - 00:00,30.43,57.61,178.4,974.62,2.64,110.08,11.51,34.37,25.06,9.42,0.33,36.02,24.08,1.98,0.99,1.82,0.89,1.49,0.08,29-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
29-Sep-2020 - 00:00,30.06,58.04,176.54,974.37,2.55,107.34,8.66,34.04,22.86,8.06,0.41,39.22,78.66,2.0,1.0,1.84,0.9,1.5,0.08,30-Sep-2020 - 00:00,"MD University, Rohtak - HSPCB"
30-Sep-2020 - 00:00,29.32,57.14,130.72,973.35,2.34,103.96,7.73,31.92,20.94,7.8,0.35,37.6,66.87,2.0,1.0,1.84,0.9,1.5,0.08,01-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
01-Oct-2020 - 00:00,28.69,57.42,178.58,972.75,2.53,103.63,8.26,34.67,22.89,12.25,0.36,33.73,69.04,2.01,1.0,1.84,0.9,1.5,0.08,02-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
02-Oct-2020 - 00:00,26.96,58.04,178.79,973.28,2.46,107.45,11.01,34.19,24.86,18.83,0.3,35.87,78.64,1.99,1.0,1.84,0.9,1.5,0.08,03-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
03-Oct-2020 - 00:00,25.75,58.07,247.58,974.34,2.43,115.09,8.46,35.21,23.42,12.53,0.36,35.71,76.24,2.0,1.0,1.84,0.9,1.5,0.08,04-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
04-Oct-2020 - 00:00,24.98,57.4,,975.26,2.66,110.47,8.2,32.28,21.44,7.01,0.37,45.97,75.07,2.0,1.0,1.84,0.9,1.5,0.08,05-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
05-Oct-2020 - 00:00,24.23,57.09,293.32,974.93,2.79,108.98,8.22,33.97,22.5,7.4,0.41,45.62,72.57,2.0,1.0,1.84,0.9,1.5,0.08,06-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
06-Oct-2020 - 00:00,23.24,56.82,415.84,975.3,2.77,113.6,9.66,37.31,25.37,9.67,0.33,45.15,71.3,2.0,1.0,1.84,0.9,1.5,0.08,07-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
07-Oct-2020 - 00:00,21.41,54.3,,976.95,2.65,112.1,11.87,39.52,28.3,8.49,0.3,49.22,109.93,1.99,1.0,1.84,0.9,1.5,0.08,08-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
08-Oct-2020 - 00:00,15.65,55.03,,977.37,2.96,117.5,10.68,38.04,26.39,8.91,0.35,44.95,77.56,2.0,1.0,1.84,0.9,1.5,0.08,09-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
09-Oct-2020 - 00:00,24.51,57.03,311.52,977.51,2.79,107.37,11.04,47.1,31.25,11.42,0.46,57.06,78.96,1.98,0.99,1.82,0.89,1.47,0.07,10-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
10-Oct-2020 - 00:00,22.06,59.11,416.14,977.75,3.47,100.9,7.85,61.31,36.41,12.34,1.05,50.57,108.79,2.01,1.0,1.84,0.9,1.5,0.07,11-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
11-Oct-2020 - 00:00,28.39,55.22,,971.94,2.21,115.07,7.8,50.48,27.26,12.67,1.52,85.35,51.63,1.82,0.97,1.78,0.87,1.45,-0.05,12-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
12-Oct-2020 - 00:00,24.55,57.06,284.61,973.06,2.66,114.61,18.35,51.28,39.71,10.32,0.5,54.6,65.29,1.99,1.0,1.84,0.9,1.5,0.08,13-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
13-Oct-2020 - 00:00,24.83,57.76,226.35,973.61,2.29,140.14,22.53,58.48,46.54,10.2,0.35,67.27,109.79,2.01,1.0,1.84,0.9,1.5,0.08,14-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
14-Oct-2020 - 00:00,25.95,58.41,428.02,975.15,2.07,142.17,8.55,56.71,34.38,9.63,0.42,61.0,113.92,2.0,1.0,1.84,0.9,1.5,0.08,15-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
15-Oct-2020 - 00:00,24.64,56.16,293.93,976.0,2.44,125.05,9.98,60.96,37.71,14.54,0.37,56.84,82.1,2.0,1.0,1.84,0.9,1.5,0.08,16-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
16-Oct-2020 - 00:00,24.83,48.98,,975.79,0.59,120.53,14.29,70.17,46.77,14.52,0.87,60.31,79.81,2.0,1.0,1.84,0.9,1.5,0.07,17-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
17-Oct-2020 - 00:00,30.05,27.84,398.57,960.13,0.63,121.4,19.2,63.83,47.61,15.31,1.24,57.25,101.06,1.95,0.98,1.8,0.88,1.47,0.08,18-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
18-Oct-2020 - 00:00,15.49,17.45,,803.9,,,3.56,40.66,23.53,8.7,0.67,65.13,82.28,2.0,1.0,1.84,0.9,1.5,,19-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
19-Oct-2020 - 00:00,30.92,50.05,214.27,969.72,0.28,121.82,3.9,46.97,26.6,8.98,1.02,75.63,85.75,2.0,1.0,1.84,0.9,1.5,-0.0,20-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
20-Oct-2020 - 00:00,25.46,51.95,188.66,921.96,0.28,116.97,11.54,62.11,40.02,27.18,1.54,55.02,86.15,2.0,1.0,1.84,0.9,1.5,0.03,21-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
21-Oct-2020 - 00:00,30.84,55.75,144.93,977.08,0.27,134.32,14.43,66.11,44.45,11.79,0.87,41.36,69.49,7.52,5.12,2.38,2.04,3.14,0.04,22-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
22-Oct-2020 - 00:00,30.73,56.06,128.38,975.78,0.22,138.65,11.59,65.56,41.7,17.13,0.57,44.12,80.21,13.71,8.9,3.46,3.86,5.45,0.03,23-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
23-Oct-2020 - 00:00,30.42,57.07,135.35,975.69,0.38,124.2,15.64,79.69,49.86,11.98,0.62,47.67,148.71,13.99,9.03,3.5,3.9,5.5,0.03,24-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
24-Oct-2020 - 00:00,29.97,58.47,111.58,976.7,0.56,119.45,59.26,101.17,96.08,15.45,1.15,46.74,159.54,9.74,7.26,2.17,4.13,3.47,0.03,25-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
25-Oct-2020 - 00:00,30.01,57.5,136.63,978.9,0.56,125.78,26.34,100.82,72.05,18.02,0.58,51.25,135.98,7.99,7.0,1.5,4.91,2.5,0.03,26-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
26-Oct-2020 - 00:00,30.12,56.45,115.95,980.38,0.47,121.77,12.08,83.93,51.45,17.95,0.53,44.59,143.28,7.88,6.94,1.49,4.84,2.47,0.04,27-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
27-Oct-2020 - 00:00,25.86,56.65,138.43,980.41,0.6,111.6,13.32,81.5,51.23,19.65,0.62,55.71,146.22,6.7,5.74,2.07,4.26,3.66,0.04,28-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
28-Oct-2020 - 00:00,20.07,57.52,119.97,981.21,0.6,113.08,19.9,104.75,68.98,13.02,0.6,39.22,157.44,6.0,5.0,2.51,3.91,4.51,0.03,29-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
29-Oct-2020 - 00:00,21.06,59.84,108.19,982.07,0.5,121.52,50.25,122.41,102.5,16.41,0.58,43.34,232.98,6.01,4.99,2.5,3.9,4.5,0.03,30-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
30-Oct-2020 - 00:00,23.2,57.05,131.22,981.7,0.53,115.99,7.94,78.13,44.96,19.14,0.85,42.73,202.27,6.54,5.56,1.9,6.15,3.87,0.34,31-Oct-2020 - 00:00,"MD University, Rohtak - HSPCB"
31-Oct-2020 - 00:00,22.87,55.78,124.52,981.65,0.58,103.56,5.92,68.49,34.68,42.65,1.45,39.48,192.79,6.66,5.73,1.42,7.51,3.29,0.59,01-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
01-Nov-2020 - 00:00,21.13,55.95,136.81,982.55,0.57,111.61,8.37,62.17,34.37,15.35,1.63,37.63,215.81,6.63,5.68,1.42,7.47,3.29,0.59,02-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
02-Nov-2020 - 00:00,20.18,56.07,119.31,983.0,0.53,125.76,27.7,74.33,59.29,12.39,0.61,30.81,96.49,6.97,5.98,1.5,7.87,3.49,0.64,03-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
03-Nov-2020 - 00:00,18.69,56.07,129.64,982.44,0.54,127.57,39.23,81.07,72.06,11.73,0.66,30.2,83.78,6.98,5.97,1.5,7.94,3.49,0.64,04-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
04-Nov-2020 - 00:00,17.32,58.96,90.28,981.43,0.62,119.97,32.25,87.01,68.38,22.77,0.63,33.57,216.67,7.02,6.01,1.5,7.89,3.51,0.64,05-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
05-Nov-2020 - 00:00,17.89,58.11,112.33,982.42,0.6,120.01,68.94,94.74,100.66,18.43,0.59,34.66,203.18,8.03,4.37,3.17,7.35,4.07,0.64,06-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
06-Nov-2020 - 00:00,17.69,58.05,98.22,985.25,0.59,124.47,36.37,80.69,65.82,27.7,0.56,33.95,242.41,8.89,2.95,4.45,6.71,4.39,0.63,07-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
07-Nov-2020 - 00:00,17.53,57.83,110.22,986.05,0.58,121.9,14.85,68.6,43.67,27.97,0.6,42.7,305.5,8.99,2.99,4.51,6.92,4.47,0.64,08-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
08-Nov-2020 - 00:00,16.45,59.69,94.72,986.7,0.51,124.63,7.41,6.73,4.18,27.48,0.59,39.89,305.45,8.88,2.96,4.47,6.8,4.5,0.63,09-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
09-Nov-2020 - 00:00,14.82,62.31,67.57,985.51,0.57,124.8,5.05,10.97,5.59,19.19,1.35,34.52,530.02,8.95,3.0,4.48,6.97,4.53,0.64,10-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
10-Nov-2020 - 00:00,15.41,61.61,101.25,984.05,0.42,127.33,50.59,53.98,61.16,18.63,1.37,40.47,376.62,7.93,7.59,5.59,5.87,5.54,0.64,11-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
11-Nov-2020 - 00:00,16.22,60.96,105.15,985.76,0.42,168.6,23.4,54.59,43.26,17.96,0.61,28.45,201.45,7.04,11.57,6.5,4.89,6.55,0.64,12-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
12-Nov-2020 - 00:00,17.67,61.14,106.13,987.04,0.45,146.71,16.08,36.25,27.81,18.12,0.5,33.92,141.33,6.98,11.61,6.48,4.89,6.47,0.64,13-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
13-Nov-2020 - 00:00,17.4,61.3,94.37,985.79,0.54,127.1,11.72,35.8,24.09,19.76,0.56,39.53,224.51,6.98,11.49,6.5,4.92,6.48,0.64,14-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
14-Nov-2020 - 00:00,16.61,59.8,86.7,983.44,0.45,149.92,7.3,30.74,17.9,18.24,0.52,44.76,330.67,7.0,11.49,6.51,4.88,6.5,0.64,15-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
15-Nov-2020 - 00:00,17.91,59.07,92.88,982.29,0.42,150.8,6.38,49.61,27.32,15.62,0.82,58.38,262.1,4.16,8.06,3.68,7.75,9.27,0.64,16-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
16-Nov-2020 - 00:00,17.5,62.03,65.35,984.44,0.36,158.17,5.82,30.08,16.69,15.61,0.56,33.26,68.37,2.97,6.55,2.47,8.81,10.39,0.63,17-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
17-Nov-2020 - 00:00,17.57,61.95,115.29,983.35,0.53,108.22,5.23,29.76,16.59,19.81,0.55,27.89,50.01,3.0,6.61,2.5,8.92,10.5,0.64,18-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
18-Nov-2020 - 00:00,16.59,60.1,115.36,982.22,0.52,121.62,5.71,34.04,19.31,17.94,0.66,36.99,77.8,3.0,6.61,2.5,8.95,10.45,0.64,19-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
19-Nov-2020 - 00:00,15.66,59.72,111.82,982.81,0.52,137.6,6.02,34.07,19.61,25.58,0.59,40.68,120.42,4.74,6.99,2.5,8.9,9.71,0.64,20-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
20-Nov-2020 - 00:00,15.62,58.73,115.87,984.41,0.55,120.28,7.29,46.41,27.06,28.5,0.49,45.53,126.27,10.31,6.19,2.5,8.91,8.51,0.64,21-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
21-Nov-2020 - 00:00,14.98,57.64,115.99,984.75,0.68,109.29,9.74,54.28,32.54,18.74,0.58,46.85,94.34,12.95,4.59,2.5,8.9,8.55,0.64,22-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
22-Nov-2020 - 00:00,13.32,57.7,106.95,985.42,0.63,117.1,9.51,56.49,32.63,19.4,0.65,41.26,138.89,12.58,4.46,2.43,8.65,8.28,0.62,23-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
23-Nov-2020 - 00:00,13.4,58.11,106.21,985.55,0.54,127.21,11.06,48.29,28.09,26.05,0.62,35.85,138.44,12.92,4.6,2.5,8.85,8.54,0.63,24-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
24-Nov-2020 - 00:00,13.26,59.7,77.5,985.14,0.51,142.39,6.18,38.51,21.43,24.25,0.66,37.83,132.6,13.03,4.6,2.5,8.87,8.55,0.64,25-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
25-Nov-2020 - 00:00,14.24,59.43,43.34,985.25,0.4,186.91,5.78,39.82,21.76,14.77,0.53,43.02,207.93,13.03,4.61,2.5,8.91,8.49,0.64,26-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
26-Nov-2020 - 00:00,16.17,59.78,101.9,987.36,0.45,142.56,5.65,39.69,21.38,18.05,0.3,26.88,57.11,13.04,4.6,2.5,8.9,8.56,0.64,27-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
27-Nov-2020 - 00:00,15.79,58.87,112.72,989.08,0.59,106.38,6.01,39.5,21.81,25.88,0.54,31.55,26.69,13.01,4.6,2.5,8.93,8.47,0.64,28-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
28-Nov-2020 - 00:00,14.33,59.27,73.38,988.09,0.68,105.6,9.23,49.95,28.26,38.26,0.99,34.79,120.13,12.91,4.49,2.44,8.7,8.31,0.59,29-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
29-Nov-2020 - 00:00,13.75,59.15,110.38,986.84,0.6,121.11,7.26,34.12,16.85,27.42,0.58,40.64,100.95,13.03,4.59,2.5,8.95,8.53,0.63,30-Nov-2020 - 00:00,"MD University, Rohtak - HSPCB"
30-Nov-2020 - 00:00,14.32,59.87,106.03,985.85,0.6,131.8,6.05,37.22,20.71,26.64,0.5,42.65,130.38,12.96,4.6,2.5,8.91,8.61,0.64,01-Dec-2020 - 00:00,"MD University, Rohtak - HSPCB"
01-Dec-2020 - 00:00,11.08,63.72,9.11,986.3,0.56,140.78,4.33,38.48,19.66,39.55,0.6,25.03,219.55,12.88,4.62,2.5,8.78,8.71,0.64,02-Dec-2020 - 00:00,"MD University, Rohtak - HSPCB"
