from date,NO,NO2,NOx,NH3,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,MP-Xylene,Xylene,RH,WD,WS,SR,RF,SO2,CO,Ozone,to date,station
20-Nov-2020 - 00:00,10.34,52.7,32.35,26.02,211.86,156.86,4.5,6.27,0.96,2.78,1.18,50.41,308.74,1.43,310.46,0.0,17.39,1.22,54.39,21-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Nov-2020 - 00:00,10.98,43.22,28.3,21.8,192.16,137.05,3.6,5.79,1.61,3.08,1.2,48.22,295.35,2.05,367.5,0.0,19.49,1.03,57.79,22-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Nov-2020 - 00:00,21.82,49.57,40.21,21.85,230.2,156.68,5.51,6.74,1.5,3.83,1.57,42.68,259.32,1.03,335.89,0.0,17.86,1.43,55.71,23-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Nov-2020 - 00:00,35.97,68.09,61.36,27.03,288.37,192.37,9.37,16.26,5.48,13.67,6.0,48.43,119.4,0.62,318.21,0.0,19.88,2.06,49.9,24-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Nov-2020 - 00:00,10.92,55.81,34.74,33.3,244.11,187.54,6.8,5.85,1.61,3.77,1.5,51.62,99.44,0.63,189.96,0.0,26.46,1.48,53.66,25-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Nov-2020 - 00:00,9.19,49.12,29.85,35.3,298.12,224.26,8.02,7.0,0.79,1.78,0.6,69.94,85.76,1.35,76.1,0.01,19.6,1.58,52.88,26-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Nov-2020 - 00:00,8.6,27.86,18.26,29.55,94.17,73.58,2.21,2.56,0.47,1.04,0.4,69.74,222.92,1.76,357.61,0.0,13.21,0.78,43.71,27-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Nov-2020 - 00:00,8.87,33.94,21.65,23.43,100.8,70.13,2.23,3.26,0.53,1.36,0.43,62.69,304.8,2.11,394.1,0.0,15.17,0.98,45.88,28-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Nov-2020 - 00:00,14.55,48.57,33.64,21.4,150.89,99.64,4.27,7.7,1.9,4.02,2.04,34.64,293.54,1.86,431.45,0.0,13.93,1.44,13.02,29-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Nov-2020 - 00:00,30.62,56.11,50.3,21.9,213.56,127.76,7.5,11.81,4.85,8.89,4.17,28.7,241.88,0.8,373.38,0.0,18.29,1.84,9.0,30-Nov-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Nov-2020 - 00:00,15.84,75.96,49.88,24.41,220.29,153.56,7.27,11.57,2.81,6.47,3.06,35.73,266.76,0.83,452.64,0.0,17.21,1.8,30.3,01-Dec-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Dec-2020 - 00:00,9.5,76.78,44.57,27.98,249.1,165.57,5.71,10.28,1.71,5.79,1.99,,291.85,0.9,,0.0,13.65,1.87,53.6,02-Dec-2020 - 00:00,"Urban Estate-II, Hisar - HSPCB"
