from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,MP-Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
20-Nov-2020 - 00:00,25.9,0.38,60.31,6.78,16.25,14.16,60.42,18.2,9.27,59.4,1.71,1.83,2.9,0.93,26.52,54.46,0.3,174.4,115.57,735.18,0.0,21-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
21-Nov-2020 - 00:00,25.52,0.39,59.78,6.85,12.75,12.34,40.0,17.75,13.31,76.52,0.76,0.72,1.42,0.48,25.41,55.98,0.3,149.69,94.24,735.9,0.0,22-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
22-Nov-2020 - 00:00,25.34,0.42,29.45,6.82,12.21,12.04,38.89,17.57,13.46,82.82,0.06,0.25,0.14,0.08,23.46,46.89,0.3,56.45,123.96,736.81,0.0,23-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
23-Nov-2020 - 00:00,25.4,0.57,14.17,6.78,12.36,12.08,38.42,17.58,15.21,87.59,0.08,0.32,0.2,0.09,22.86,46.35,0.3,49.22,131.07,737.21,0.0,24-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
24-Nov-2020 - 00:00,25.41,0.6,20.79,6.83,11.99,11.94,35.92,18.04,19.21,111.24,0.08,0.34,0.25,0.1,22.73,47.35,0.3,56.25,127.03,737.33,0.0,25-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
25-Nov-2020 - 00:00,25.41,0.54,32.77,6.81,11.36,11.57,33.97,17.65,18.46,117.59,0.1,0.3,0.27,0.11,22.76,46.75,0.3,75.96,125.66,737.12,0.0,26-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
26-Nov-2020 - 00:00,25.52,0.58,27.29,6.82,10.76,11.26,33.45,17.75,18.14,114.08,0.09,0.25,0.25,0.1,23.12,48.14,0.3,57.18,71.92,736.99,0.0,27-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
27-Nov-2020 - 00:00,25.44,0.41,20.28,6.8,10.58,11.15,33.02,17.4,9.95,66.54,0.07,0.19,0.2,0.1,21.85,49.96,0.3,60.91,57.65,737.71,0.0,28-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
28-Nov-2020 - 00:00,25.3,0.49,19.51,6.79,10.33,11.01,33.27,17.47,8.01,61.44,0.05,0.21,0.19,0.1,23.49,50.92,0.3,80.85,99.67,736.6,0.0,29-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
29-Nov-2020 - 00:00,25.38,0.46,20.2,6.9,10.36,11.11,33.53,17.83,8.73,55.28,0.04,0.21,0.18,0.1,25.63,47.25,0.3,83.96,117.3,735.64,0.0,30-Nov-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
30-Nov-2020 - 00:00,25.71,0.52,12.08,6.79,10.76,11.17,32.91,18.23,13.38,78.86,1.66,0.19,0.18,0.09,25.2,45.62,0.3,105.16,115.83,736.13,0.0,01-Dec-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
01-Dec-2020 - 00:00,25.65,0.59,3.05,7.15,11.2,11.75,33.8,17.25,12.0,67.0,5.15,,,,21.4,53.0,0.3,152.0,1.5,739.0,0.0,02-Dec-2020 - 00:00,"Chandrapur, Chandrapur - MPCB"
