from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,AT,WS,WD,RH,BP,SR,RF,to date,station
21-Nov-2019 - 00:00,197.7,291.34,93.03,55.52,93.73,57.49,19.69,1.7,27.24,1.96,6.85,0.06,4.07,0.03,21.96,1.78,160.68,60.17,722.76,61.45,0.0,22-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
22-Nov-2019 - 00:00,173.18,270.74,80.37,18.21,57.56,56.27,19.12,1.5,32.66,1.46,4.97,0.04,2.4,0.03,21.91,2.94,100.24,56.14,722.65,67.9,0.0,23-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
23-Nov-2019 - 00:00,143.21,211.4,62.81,19.52,49.37,48.64,17.86,1.23,17.89,1.26,4.66,0.03,2.41,0.03,21.22,3.57,82.96,68.6,722.69,52.41,0.0,24-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
24-Nov-2019 - 00:00,77.84,155.88,53.9,12.82,39.18,38.71,12.45,1.15,22.32,0.85,3.53,0.01,1.82,0.02,22.42,4.09,90.86,63.34,722.56,64.85,0.0,25-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
25-Nov-2019 - 00:00,90.48,171.71,72.94,32.69,65.47,40.29,17.98,1.06,17.82,1.05,5.29,0.03,3.13,0.03,22.8,2.05,130.54,54.24,722.58,65.35,0.0,26-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
26-Nov-2019 - 00:00,98.0,153.67,54.25,7.71,34.94,37.36,23.03,0.94,23.51,0.98,3.64,0.01,1.72,0.02,23.36,2.36,164.19,54.62,722.61,58.36,0.0,27-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
27-Nov-2019 - 00:00,93.21,143.73,44.14,5.12,27.59,40.13,10.48,0.91,22.39,0.84,2.94,0.01,1.38,0.02,22.07,2.98,188.54,71.75,722.57,61.05,0.32,28-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
28-Nov-2019 - 00:00,17.65,25.61,28.74,8.18,18.56,21.5,1.92,0.48,23.11,0.34,1.8,0.02,1.17,0.02,18.49,5.59,218.06,86.93,723.22,36.03,0.43,29-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
29-Nov-2019 - 00:00,58.27,96.27,45.53,22.32,42.45,25.82,12.91,1.29,18.42,0.63,2.89,0.01,1.4,0.01,19.51,2.65,141.59,78.59,722.55,71.52,0.01,30-Nov-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
30-Nov-2019 - 00:00,101.03,139.64,46.71,14.02,36.34,40.11,9.43,1.27,20.66,0.8,3.71,0.0,1.72,0.01,18.91,3.55,89.46,74.29,722.03,69.05,0.01,01-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
01-Dec-2019 - 00:00,85.22,175.3,57.74,14.47,42.56,53.46,14.19,1.45,26.65,0.76,3.23,0.01,1.51,0.01,18.23,3.96,82.02,73.77,722.08,71.05,0.0,02-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
02-Dec-2019 - 00:00,157.73,212.0,62.38,10.39,41.73,65.5,17.52,1.4,29.18,0.98,3.6,0.01,1.68,0.02,17.62,3.44,80.5,69.08,722.07,69.52,0.0,03-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
03-Dec-2019 - 00:00,162.17,236.94,72.02,22.48,56.68,68.01,18.08,1.34,31.07,1.14,4.32,0.04,2.17,0.03,17.82,3.67,81.21,64.48,722.18,70.62,0.0,04-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
04-Dec-2019 - 00:00,221.05,340.95,109.67,50.99,99.89,81.06,25.51,1.91,22.78,2.02,10.21,0.14,5.46,0.05,18.08,1.86,122.95,63.21,722.18,66.28,0.0,05-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
05-Dec-2019 - 00:00,213.91,317.83,90.53,55.59,93.41,65.83,22.09,1.89,22.91,1.78,6.54,0.37,3.72,0.15,18.28,1.59,173.46,73.77,722.31,59.77,0.0,06-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
06-Dec-2019 - 00:00,101.51,234.42,71.59,34.64,66.34,55.32,14.56,1.72,18.48,1.46,5.47,0.1,2.93,0.06,19.16,2.09,114.38,72.06,722.01,66.08,0.0,07-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
07-Dec-2019 - 00:00,131.28,221.08,104.06,49.62,110.12,33.15,13.39,1.94,20.13,1.59,8.4,0.18,6.03,0.07,19.71,1.45,157.67,69.07,722.3,65.11,0.0,08-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
08-Dec-2019 - 00:00,157.58,263.94,104.41,51.93,97.83,60.04,15.3,1.87,19.67,1.8,6.75,0.06,3.78,0.19,18.98,2.09,112.46,68.3,723.03,63.14,0.0,09-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
09-Dec-2019 - 00:00,151.92,267.73,101.34,29.82,78.23,62.6,22.91,1.58,15.28,1.57,5.45,0.07,2.79,0.11,18.46,2.56,103.7,63.02,723.03,66.71,0.0,10-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
10-Dec-2019 - 00:00,137.97,322.0,101.72,26.23,75.51,67.69,19.29,1.63,16.18,1.57,5.56,0.09,2.8,0.07,17.72,2.3,97.93,66.84,722.94,63.25,0.0,11-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
11-Dec-2019 - 00:00,225.29,392.94,124.72,60.98,121.71,54.83,20.59,2.03,15.64,1.85,10.06,0.26,6.09,0.04,17.96,1.44,174.69,66.64,722.77,58.69,0.0,12-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
12-Dec-2019 - 00:00,247.47,336.03,70.24,6.77,43.73,58.18,18.74,1.57,18.52,1.54,4.65,0.06,2.21,0.12,18.23,3.86,235.31,76.32,723.04,40.67,0.57,13-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
13-Dec-2019 - 00:00,51.03,54.81,36.79,14.58,28.19,26.06,7.7,0.98,18.41,0.46,1.78,0.05,0.87,0.04,16.59,6.86,247.65,93.14,723.18,44.82,1.82,14-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
14-Dec-2019 - 00:00,57.94,87.9,65.64,29.8,54.76,17.87,9.62,1.02,13.92,0.81,5.44,0.41,3.94,0.07,18.24,2.11,203.85,78.94,722.78,68.98,0.0,15-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
15-Dec-2019 - 00:00,85.33,102.99,53.53,10.68,37.25,24.97,9.71,0.95,14.01,0.59,2.7,0.08,1.16,0.0,16.26,3.47,90.3,84.26,722.98,67.08,0.0,16-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
16-Dec-2019 - 00:00,80.0,144.78,58.2,8.38,36.07,33.19,6.38,0.87,11.62,0.81,3.24,0.06,1.1,0.0,13.41,4.4,90.84,90.3,723.16,33.02,0.01,17-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
17-Dec-2019 - 00:00,102.01,170.34,64.65,9.83,42.48,37.55,5.79,1.17,12.35,0.71,2.83,0.06,1.22,0.01,13.26,3.9,98.18,88.43,723.0,35.93,0.0,18-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
18-Dec-2019 - 00:00,126.77,205.71,63.36,5.18,36.01,48.68,6.63,0.82,14.78,0.95,3.44,0.1,1.64,0.03,12.85,2.88,166.65,85.34,723.12,52.26,0.0,19-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
19-Dec-2019 - 00:00,130.58,305.21,75.83,11.32,46.79,51.64,6.98,0.86,15.17,1.4,6.08,0.13,2.97,0.04,13.25,1.68,213.7,85.26,723.11,52.18,0.0,20-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
20-Dec-2019 - 00:00,165.02,376.41,95.97,14.8,59.26,54.64,14.77,1.31,13.38,2.07,9.4,0.12,3.71,0.09,14.0,2.46,76.58,85.89,722.62,61.18,0.0,21-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
21-Dec-2019 - 00:00,157.73,363.18,99.91,12.9,58.61,61.34,10.58,1.25,10.64,1.02,4.6,0.06,0.58,0.03,14.33,3.42,97.58,86.43,722.64,49.17,0.0,22-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
22-Dec-2019 - 00:00,75.06,179.78,68.57,5.37,38.08,48.26,7.64,0.6,14.91,,,,,,13.63,4.56,103.73,86.96,723.22,60.02,0.02,23-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
23-Dec-2019 - 00:00,111.17,262.27,85.97,9.96,53.59,57.88,7.95,1.11,13.55,,,,,,12.96,2.43,156.5,87.26,722.92,56.52,0.0,24-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
24-Dec-2019 - 00:00,99.52,242.76,72.91,16.39,50.31,42.0,7.61,0.87,16.11,,,,,,13.43,2.34,164.98,82.61,723.0,56.12,0.0,25-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
25-Dec-2019 - 00:00,133.44,227.3,62.36,10.76,40.82,44.86,3.86,0.71,10.94,,,,,,10.18,4.03,101.93,89.26,723.05,44.02,0.0,26-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
26-Dec-2019 - 00:00,164.13,241.49,67.79,7.55,42.19,51.69,2.15,0.78,15.76,,,,,,9.87,2.95,105.82,84.91,728.21,58.55,0.0,27-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
27-Dec-2019 - 00:00,147.8,277.64,64.28,14.02,42.81,42.53,8.75,1.07,17.0,,,,,,8.17,1.65,128.15,82.83,740.11,49.99,0.0,28-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
28-Dec-2019 - 00:00,141.21,271.09,56.17,12.95,38.12,40.63,6.17,0.97,14.84,,,,,,6.6,1.58,153.52,91.88,740.16,43.38,0.01,29-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
29-Dec-2019 - 00:00,273.57,328.12,72.3,32.06,59.49,38.62,6.36,1.39,17.57,,,,,,8.01,1.25,147.99,84.02,740.23,56.55,0.0,30-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
30-Dec-2019 - 00:00,178.6,304.88,58.87,30.4,55.46,40.44,4.12,2.21,9.98,,,,,,5.62,1.63,222.44,97.25,740.0,32.84,0.01,31-Dec-2019 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
31-Dec-2019 - 00:00,123.0,193.0,35.0,,18.4,38.0,,0.93,13.2,,,,,,6.3,2.6,304.0,93.0,740.0,22.0,0.0,01-Jan-2020 - 00:00,"Pallavpuram Phase 2, Meerut - UPPCB"
