from date,AT,BP,PM2.5,PM10,RH,SR,WD,WS,Benzene,Toluene,NH3,NO2,NO,NOx,CO,Ozone,SO2,to date,station
21-Aug-2019 - 00:00,31.57,978.95,41.38,132.56,73.83,96.06,232.28,0.8,3.99,23.75,25.87,32.07,19.89,33.31,1.28,24.11,6.54,22-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Aug-2019 - 00:00,28.96,979.43,41.46,131.69,81.21,42.14,233.02,0.58,5.0,31.42,25.42,32.62,29.16,41.09,1.54,17.81,7.29,23-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Aug-2019 - 00:00,30.03,979.06,51.18,160.43,80.52,69.42,232.83,0.46,5.99,35.13,28.85,30.07,45.96,53.46,1.67,19.27,9.39,24-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Aug-2019 - 00:00,29.74,979.33,210.0,157.83,82.84,43.49,232.93,0.51,5.32,34.07,30.15,30.56,36.5,46.01,1.43,18.34,8.36,25-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Aug-2019 - 00:00,28.05,979.93,,56.02,89.38,71.87,232.81,0.58,2.54,18.84,26.11,16.73,5.17,13.12,0.88,12.99,8.29,26-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Aug-2019 - 00:00,30.41,979.58,22.68,62.96,77.96,95.11,232.96,0.81,2.81,25.75,19.59,17.48,5.29,13.62,0.94,13.68,9.37,27-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Aug-2019 - 00:00,32.01,978.61,34.62,99.44,72.64,90.02,232.99,0.53,3.11,29.19,21.53,21.94,16.99,25.57,1.06,17.45,9.61,28-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Aug-2019 - 00:00,32.87,979.6,33.33,95.77,70.33,104.11,232.97,0.78,3.72,28.4,21.75,21.76,11.27,21.38,1.0,20.71,8.19,29-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Aug-2019 - 00:00,32.12,980.63,32.0,90.9,73.75,76.24,232.87,1.09,2.64,27.22,22.71,20.88,8.56,18.08,0.99,19.45,7.57,30-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Aug-2019 - 00:00,31.97,978.15,33.47,89.82,73.22,78.21,232.92,0.83,2.53,30.86,20.08,22.43,9.12,19.34,1.09,17.99,8.46,31-Aug-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Aug-2019 - 00:00,32.15,976.1,50.55,119.55,74.87,60.92,239.79,0.6,3.74,21.48,22.11,38.21,13.96,31.7,1.48,26.64,8.06,01-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Sep-2019 - 00:00,29.62,978.3,25.46,67.81,83.03,60.99,251.08,0.3,2.18,20.79,24.03,18.95,7.34,16.04,0.97,16.23,7.52,02-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Sep-2019 - 00:00,31.24,978.4,49.49,104.6,77.23,56.59,231.07,0.49,2.64,24.36,21.44,27.36,7.04,20.28,1.21,32.37,8.71,03-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Sep-2019 - 00:00,32.14,977.3,81.59,157.67,75.01,76.67,232.81,0.89,5.19,29.77,30.64,34.55,26.61,40.04,1.77,35.42,9.11,04-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Sep-2019 - 00:00,31.13,976.92,57.43,141.92,81.21,71.97,140.94,0.97,3.65,38.46,38.65,24.41,14.51,24.81,1.48,17.64,7.23,05-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Sep-2019 - 00:00,31.05,977.08,26.19,77.15,79.71,60.6,112.25,0.98,2.29,24.79,30.5,15.71,4.45,11.99,0.99,15.77,8.98,06-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Sep-2019 - 00:00,31.35,976.14,28.23,80.54,79.43,61.69,134.36,1.24,2.78,24.01,28.0,17.15,8.18,15.79,1.06,10.55,8.88,07-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Sep-2019 - 00:00,30.27,976.81,29.27,78.69,84.65,49.93,144.94,1.14,2.72,22.15,26.82,17.24,8.08,15.76,0.99,11.28,6.43,08-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Sep-2019 - 00:00,31.19,978.28,31.69,75.21,78.48,68.24,76.06,0.72,2.69,32.04,25.47,16.24,5.95,13.5,0.95,28.82,8.65,09-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Sep-2019 - 00:00,32.45,976.88,53.73,115.29,71.57,73.54,177.9,1.28,3.75,47.39,24.94,22.78,8.65,19.17,1.09,43.68,8.43,10-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Sep-2019 - 00:00,32.3,976.43,75.21,175.92,69.39,75.76,137.07,0.78,5.4,31.73,29.28,31.45,26.31,38.26,1.48,72.25,9.74,11-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Sep-2019 - 00:00,33.16,977.72,76.88,185.4,68.21,64.6,159.85,0.79,4.16,37.74,38.56,30.66,23.83,35.7,1.53,44.31,8.82,12-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Sep-2019 - 00:00,32.07,979.22,52.54,133.92,76.15,56.04,145.54,1.49,3.1,25.51,35.73,20.57,12.52,21.17,1.17,22.04,9.71,13-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Sep-2019 - 00:00,31.75,980.19,27.56,72.75,74.37,57.29,125.03,1.16,2.35,28.8,28.42,15.1,5.16,12.24,1.0,19.91,8.58,14-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Sep-2019 - 00:00,30.91,980.87,25.42,65.79,75.6,64.28,106.71,1.18,3.24,24.13,23.14,10.9,2.87,8.15,0.88,24.96,9.3,15-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Sep-2019 - 00:00,29.95,980.98,33.33,76.88,82.07,57.69,145.99,0.95,3.14,18.78,21.61,15.53,10.24,16.61,1.12,22.68,8.49,16-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Sep-2019 - 00:00,31.53,979.44,61.33,135.48,73.29,70.06,179.28,0.99,4.64,29.84,28.26,24.32,20.25,29.45,1.33,42.55,9.73,17-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Sep-2019 - 00:00,31.7,980.32,59.79,141.65,69.36,77.42,195.29,1.15,4.46,29.41,27.57,27.12,11.73,24.05,1.31,47.01,10.51,18-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Sep-2019 - 00:00,30.15,984.43,32.6,94.79,69.66,75.21,135.2,1.37,2.34,23.05,25.5,15.21,5.25,12.37,1.01,36.74,10.13,19-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Sep-2019 - 00:00,28.33,986.54,18.25,60.8,77.07,62.03,120.3,1.3,2.67,44.07,20.53,11.65,3.1,8.73,0.85,23.53,10.59,20-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Sep-2019 - 00:00,29.55,984.76,36.91,100.55,73.18,68.05,136.33,1.15,3.17,43.89,24.22,18.29,16.63,23.28,1.13,14.0,10.53,21-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Sep-2019 - 00:00,28.69,983.58,39.24,103.04,80.86,54.06,172.82,1.02,3.21,39.53,23.86,17.21,25.56,30.04,1.19,15.69,11.08,22-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Sep-2019 - 00:00,26.22,985.62,23.4,66.31,87.24,39.66,131.78,1.1,2.22,19.41,26.35,14.88,18.7,23.3,0.97,11.89,10.09,23-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Sep-2019 - 00:00,27.52,986.84,24.92,68.11,79.67,52.23,163.4,1.22,2.55,20.86,22.16,18.07,8.47,16.15,1.05,25.42,10.97,24-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Sep-2019 - 00:00,27.92,986.95,39.51,103.69,78.44,61.04,157.71,1.09,3.13,28.47,22.67,22.3,20.33,28.43,1.14,26.67,11.13,25-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Sep-2019 - 00:00,28.38,988.11,27.74,76.91,77.67,67.69,106.48,1.02,2.39,31.32,22.38,17.68,8.5,16.33,0.97,20.63,11.37,26-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Sep-2019 - 00:00,28.78,988.38,19.17,63.42,76.25,56.34,91.47,1.1,2.25,30.01,,13.85,6.66,12.8,0.9,12.87,11.58,27-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Sep-2019 - 00:00,27.42,987.19,12.14,47.83,80.65,59.11,85.81,1.1,1.84,29.34,16.78,13.18,5.84,11.78,0.92,11.81,10.77,28-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Sep-2019 - 00:00,27.17,985.46,15.25,51.67,80.1,61.62,88.2,1.13,2.24,36.76,23.06,11.98,4.99,10.45,0.86,13.04,10.53,29-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Sep-2019 - 00:00,26.59,986.19,12.12,37.31,83.9,66.34,103.94,1.05,1.9,17.84,23.93,10.53,3.91,8.81,0.82,14.9,9.01,30-Sep-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Sep-2019 - 00:00,27.01,985.11,26.94,76.78,81.52,65.33,139.57,1.19,2.63,20.93,22.19,15.72,7.25,14.27,1.01,17.92,11.01,01-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Oct-2019 - 00:00,27.24,984.51,30.65,84.19,82.12,56.51,146.57,1.19,3.29,24.47,24.8,15.58,12.65,18.61,1.09,17.16,11.09,02-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Oct-2019 - 00:00,28.08,985.62,41.18,103.52,73.98,73.7,123.41,0.85,3.44,18.53,24.54,18.29,19.03,25.25,1.15,34.47,10.61,03-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Oct-2019 - 00:00,28.34,985.65,55.04,168.3,71.72,74.96,138.28,0.91,5.21,27.55,26.46,25.2,46.51,51.33,1.4,39.52,9.75,04-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Oct-2019 - 00:00,26.63,986.52,43.53,102.19,77.1,73.74,284.29,1.79,4.79,25.8,26.45,28.94,18.12,30.17,1.2,28.08,11.44,05-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Oct-2019 - 00:00,27.02,986.49,35.97,101.41,62.82,80.92,325.02,1.92,4.99,28.25,20.52,30.9,24.36,36.3,1.29,28.0,10.51,06-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Oct-2019 - 00:00,27.5,987.08,56.89,136.03,63.84,76.65,330.13,1.64,5.21,25.83,23.45,32.88,16.85,31.24,1.21,36.13,11.3,07-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Oct-2019 - 00:00,27.43,988.08,54.53,139.1,65.33,72.91,322.1,1.94,4.2,22.96,23.38,33.18,9.26,25.2,1.15,25.62,10.73,08-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Oct-2019 - 00:00,26.85,987.56,40.43,110.97,59.12,87.18,264.57,1.46,3.72,18.3,20.48,29.82,11.55,25.29,1.12,30.89,10.79,09-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Oct-2019 - 00:00,27.08,987.5,75.86,198.18,57.69,64.49,63.94,0.77,6.52,40.25,25.6,34.24,40.42,51.2,1.58,48.21,12.34,10-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Oct-2019 - 00:00,27.65,986.93,93.57,218.89,55.79,68.24,163.78,1.04,6.58,41.64,30.49,43.78,58.03,70.62,1.58,60.0,15.82,11-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Oct-2019 - 00:00,27.54,986.52,96.54,205.47,57.74,82.2,254.97,0.93,6.89,43.06,31.72,47.63,50.02,66.11,1.73,39.68,12.73,12-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Oct-2019 - 00:00,27.8,987.39,98.85,208.68,61.32,76.94,227.75,0.97,8.28,48.62,32.52,42.99,60.71,72.44,1.91,40.76,12.97,13-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Oct-2019 - 00:00,27.72,987.83,121.1,255.02,59.18,69.55,189.2,0.94,7.84,45.34,34.78,44.87,73.87,82.95,2.18,35.47,13.06,14-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Oct-2019 - 00:00,27.7,988.64,110.1,236.73,60.9,69.35,225.23,0.83,7.47,42.09,35.01,44.36,61.7,73.95,2.17,38.66,13.28,15-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Oct-2019 - 00:00,27.97,989.26,149.81,332.98,60.93,65.3,121.68,0.66,9.49,57.71,39.21,44.56,77.2,86.59,2.35,50.26,14.47,16-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Oct-2019 - 00:00,28.17,989.6,143.08,277.31,61.84,66.67,121.9,0.85,6.63,52.49,43.01,36.69,24.53,39.51,1.72,38.3,13.72,17-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Oct-2019 - 00:00,27.85,989.28,116.46,247.77,59.15,67.48,110.59,0.7,6.31,50.72,39.12,33.12,13.07,28.29,1.45,29.58,13.19,18-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Oct-2019 - 00:00,27.98,989.44,86.01,198.96,53.96,69.77,187.98,1.33,4.74,30.65,35.8,30.93,8.49,23.38,1.29,32.49,11.47,19-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Oct-2019 - 00:00,27.13,990.78,84.75,192.12,53.17,62.36,270.51,1.05,7.08,45.85,34.81,53.47,49.05,68.38,1.76,48.39,15.76,20-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Oct-2019 - 00:00,26.82,990.38,96.94,199.5,51.24,79.91,317.02,1.29,6.96,36.81,35.76,45.4,49.46,64.45,1.71,26.6,13.35,21-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Oct-2019 - 00:00,25.87,988.68,113.54,233.92,50.21,77.2,292.94,0.94,6.79,33.42,36.54,57.09,55.42,75.21,1.73,28.4,13.04,22-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Oct-2019 - 00:00,25.17,985.92,89.02,210.27,49.97,63.27,264.85,0.88,2.8,12.01,34.48,51.42,30.35,52.1,2.21,28.19,11.31,23-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Oct-2019 - 00:00,25.53,985.27,116.92,288.79,51.32,69.82,309.11,0.9,0.44,1.65,39.66,63.65,95.49,111.63,3.89,34.41,17.54,24-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Oct-2019 - 00:00,25.38,986.34,179.87,399.7,58.05,57.93,172.91,0.56,4.44,36.55,58.68,62.27,166.76,169.02,3.69,44.28,17.15,25-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Oct-2019 - 00:00,24.92,987.75,121.94,282.46,55.39,61.09,120.57,0.72,7.17,57.59,54.84,45.7,51.9,66.58,3.25,45.07,14.57,26-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Oct-2019 - 00:00,24.79,989.02,164.54,333.27,60.96,49.91,148.25,0.7,8.3,40.7,50.7,53.71,87.34,99.76,2.06,42.82,14.21,27-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Oct-2019 - 00:00,25.09,988.39,205.6,348.96,56.46,60.2,255.89,0.91,7.54,33.69,38.28,48.38,47.69,64.63,1.42,57.35,17.77,28-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Oct-2019 - 00:00,24.83,989.1,277.62,407.73,58.49,45.74,254.23,0.57,6.82,24.19,33.92,50.1,31.25,52.07,1.5,51.66,20.64,29-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Oct-2019 - 00:00,24.31,989.71,286.23,455.65,65.94,31.24,247.43,0.58,8.77,36.01,38.63,61.99,70.41,90.4,2.22,18.21,15.53,30-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Oct-2019 - 00:00,25.2,988.4,276.17,466.0,61.43,43.61,269.51,0.55,10.0,44.18,42.84,60.11,101.33,114.53,2.6,29.36,13.45,31-Oct-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
31-Oct-2019 - 00:00,24.68,987.69,296.99,493.79,61.32,45.37,283.89,0.75,10.49,54.23,42.53,71.08,133.88,146.9,2.92,26.21,15.19,01-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Nov-2019 - 00:00,25.51,987.77,403.62,611.4,60.8,39.99,217.87,0.73,10.79,50.86,48.39,71.4,78.7,102.28,2.53,28.78,17.17,02-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Nov-2019 - 00:00,24.62,989.4,320.09,464.41,67.25,32.53,286.08,0.99,7.82,34.06,43.16,54.84,46.33,66.92,1.84,25.12,15.83,03-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Nov-2019 - 00:00,23.62,990.25,551.19,652.03,73.7,29.21,269.11,0.75,8.52,26.48,49.43,44.7,18.8,39.12,2.17,29.75,13.06,04-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Nov-2019 - 00:00,24.31,989.92,249.22,350.0,63.1,47.51,296.46,1.06,6.23,24.59,34.86,45.19,23.9,43.5,1.46,35.31,14.5,05-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Nov-2019 - 00:00,23.93,987.19,171.65,276.75,55.26,56.17,265.24,0.86,5.11,22.55,26.29,42.92,32.04,48.97,1.29,40.47,16.29,06-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Nov-2019 - 00:00,24.06,985.14,99.95,237.35,50.4,55.7,160.06,0.96,5.7,33.35,24.61,46.66,59.81,73.57,1.33,32.67,15.04,07-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Nov-2019 - 00:00,21.66,986.51,205.29,346.25,68.99,21.83,143.49,0.85,7.3,52.54,35.35,49.6,35.43,55.26,1.5,17.16,15.39,08-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Nov-2019 - 00:00,23.37,989.06,161.67,286.65,63.3,46.1,269.45,1.0,8.17,44.81,35.86,57.88,75.03,91.97,1.97,25.58,15.3,09-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Nov-2019 - 00:00,23.36,989.57,135.59,238.46,55.37,55.65,321.63,1.46,7.52,38.26,29.85,48.55,45.09,62.56,1.57,20.88,14.98,10-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Nov-2019 - 00:00,22.52,989.47,192.76,294.09,46.25,50.11,310.45,1.08,6.28,32.81,26.68,53.9,36.44,58.35,1.7,31.42,18.74,11-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Nov-2019 - 00:00,22.09,988.52,288.43,423.36,44.53,48.24,321.88,1.08,7.68,39.89,32.32,74.27,57.78,86.6,2.33,34.47,20.41,12-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Nov-2019 - 00:00,21.1,989.47,403.7,561.76,51.58,51.84,312.13,0.87,9.27,47.89,37.72,79.74,78.88,106.66,2.93,31.72,17.94,13-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Nov-2019 - 00:00,21.72,991.41,388.68,558.58,58.04,42.91,306.64,0.79,10.76,58.38,40.71,98.37,121.75,151.58,1.64,24.65,18.2,14-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Nov-2019 - 00:00,21.24,991.88,395.48,611.02,69.33,21.03,227.14,0.42,12.92,70.98,50.37,101.67,133.46,162.98,2.55,23.8,18.05,15-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
15-Nov-2019 - 00:00,22.06,991.13,418.62,554.85,66.91,43.84,295.1,1.0,9.93,49.08,48.09,73.34,46.62,77.27,2.29,36.99,16.18,16-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
16-Nov-2019 - 00:00,22.87,990.88,165.81,293.79,58.28,50.44,326.53,1.76,6.34,37.65,34.71,53.66,28.69,51.94,1.22,25.88,15.16,17-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
17-Nov-2019 - 00:00,22.04,990.81,96.85,166.38,57.55,56.04,310.46,1.72,3.56,20.66,29.92,41.7,15.91,35.15,1.04,20.16,11.8,18-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
18-Nov-2019 - 00:00,20.56,990.42,95.73,173.1,64.4,56.43,267.41,0.83,4.73,26.86,27.83,46.54,43.51,60.24,1.43,20.51,12.88,19-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
19-Nov-2019 - 00:00,20.42,989.76,128.48,222.98,60.54,51.89,253.91,0.64,5.66,33.66,28.33,54.78,53.09,72.4,1.54,22.37,12.53,20-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
20-Nov-2019 - 00:00,20.21,990.24,161.29,299.9,60.26,45.55,158.02,0.54,7.29,45.6,32.33,78.75,123.72,142.74,2.55,28.44,15.32,21-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
21-Nov-2019 - 00:00,20.55,992.16,243.33,446.29,62.43,40.84,162.6,0.53,11.65,73.24,39.69,100.16,184.62,218.37,4.35,38.25,19.49,22-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
22-Nov-2019 - 00:00,21.22,992.21,212.77,352.2,58.9,44.16,294.78,0.79,10.19,56.09,39.17,88.51,167.59,183.72,2.82,28.47,16.84,23-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
23-Nov-2019 - 00:00,21.31,991.65,128.69,225.12,57.86,39.19,284.01,0.76,6.24,39.57,32.96,62.68,45.78,70.68,1.28,10.76,13.26,24-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
24-Nov-2019 - 00:00,21.59,991.03,107.27,179.35,60.99,37.33,299.1,1.06,4.23,24.59,30.74,55.24,17.44,43.55,1.01,16.98,14.41,25-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
25-Nov-2019 - 00:00,21.39,991.58,126.58,244.17,58.96,43.02,154.7,0.62,7.09,45.96,31.24,61.94,59.29,81.0,1.72,27.1,17.44,26-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
26-Nov-2019 - 00:00,22.63,991.08,112.71,243.56,53.86,33.0,103.1,0.92,8.21,59.46,35.34,41.74,75.02,83.35,1.37,27.85,19.76,27-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
27-Nov-2019 - 00:00,21.19,991.01,68.17,150.1,63.3,34.57,125.98,1.07,4.08,56.82,29.4,34.15,17.42,32.37,0.93,26.35,15.51,28-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
28-Nov-2019 - 00:00,19.08,991.96,31.6,71.29,71.34,34.38,82.29,1.42,2.11,66.89,24.96,24.1,6.98,18.5,0.49,18.51,12.54,29-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
29-Nov-2019 - 00:00,18.78,992.35,57.56,113.52,75.44,42.21,215.06,1.24,4.54,33.07,24.89,35.84,26.82,40.94,1.05,34.11,16.38,30-Nov-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
30-Nov-2019 - 00:00,18.3,992.48,97.25,161.12,78.91,43.12,306.9,1.12,5.48,31.2,29.03,40.9,36.57,51.64,1.34,7.68,11.69,01-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
01-Dec-2019 - 00:00,17.32,992.23,122.98,188.12,67.88,43.98,280.51,0.89,4.0,23.45,25.92,41.04,38.16,52.91,1.16,14.84,12.03,02-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
02-Dec-2019 - 00:00,17.11,992.8,126.1,226.29,59.5,42.71,271.38,0.87,4.71,25.42,24.58,52.06,48.83,67.5,1.83,19.65,13.39,03-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
03-Dec-2019 - 00:00,17.09,992.24,122.04,223.71,52.92,43.89,257.99,0.78,4.49,24.42,12.98,53.39,53.43,71.92,1.26,24.35,12.81,04-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
04-Dec-2019 - 00:00,16.76,994.29,171.83,311.77,57.11,39.98,248.18,0.67,6.91,38.3,15.0,68.12,118.18,141.69,2.38,25.97,15.91,05-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
05-Dec-2019 - 00:00,16.52,996.25,286.62,447.27,68.19,36.05,252.72,0.63,11.04,60.19,18.03,92.12,242.14,248.16,3.92,31.98,16.05,06-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
06-Dec-2019 - 00:00,17.56,995.49,254.4,381.11,74.17,36.73,290.23,0.85,9.34,59.03,18.28,68.56,135.97,147.26,2.26,23.18,15.43,07-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
07-Dec-2019 - 00:00,17.56,994.42,261.35,397.31,74.17,38.19,195.44,0.57,9.14,60.64,25.71,59.28,181.46,179.45,3.2,27.74,16.81,08-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
08-Dec-2019 - 00:00,17.31,994.17,243.65,360.33,71.71,36.93,274.88,0.65,10.31,57.88,43.13,59.13,208.11,201.23,2.89,21.79,14.54,09-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
09-Dec-2019 - 00:00,14.78,992.99,211.86,322.93,76.95,4.42,271.62,0.49,8.79,52.46,38.77,66.06,186.9,187.39,3.21,11.22,14.46,10-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
10-Dec-2019 - 00:00,16.43,990.8,241.25,372.46,67.27,37.32,280.57,0.59,7.59,43.28,42.34,64.96,138.6,154.1,2.86,23.1,14.3,11-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
11-Dec-2019 - 00:00,16.54,989.48,323.5,508.23,70.14,33.09,187.83,0.51,11.45,65.63,45.37,66.16,180.72,183.01,3.52,18.54,13.26,12-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
12-Dec-2019 - 00:00,17.07,988.3,273.31,397.04,71.95,21.84,135.64,0.99,8.23,62.7,46.06,45.8,45.29,61.3,1.71,31.84,10.41,13-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
13-Dec-2019 - 00:00,16.17,989.83,99.76,149.36,90.49,27.74,222.36,1.31,4.63,21.64,35.89,36.06,12.53,29.39,0.67,15.31,7.88,14-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
14-Dec-2019 - 00:00,15.21,995.41,82.66,139.55,83.09,47.5,205.85,0.74,5.09,31.13,33.61,38.92,35.15,49.36,3.54,16.01,11.26,15-Dec-2019 - 00:00,"Okhla Phase-2, Delhi - DPCC"
