from date,NO,NO2,NOx,NH3,PM10,PM2.5,SO2,CO,Ozone,Benzene,Toluene,MP-Xylene,Eth-Benzene,Xylene,RH,WD,WS,SR,RF,to date,station
17-Aug-2019 - 00:00,3.4,8.89,5.67,31.1,23.49,17.08,5.39,0.33,19.32,1.02,0.96,0.07,0.09,0.22,26.77,111.5,1.17,117.82,0.1,18-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Aug-2019 - 00:00,2.97,9.03,5.49,22.56,25.36,11.8,4.49,0.65,20.36,1.0,1.0,0.14,0.2,0.23,27.11,261.44,1.02,283.09,0.0,19-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Aug-2019 - 00:00,3.42,14.41,8.67,34.67,50.13,29.72,4.98,1.03,27.31,1.07,0.96,0.09,0.12,0.23,28.98,186.72,0.64,309.63,0.0,20-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Aug-2019 - 00:00,3.1,12.76,7.55,25.97,63.42,31.63,4.56,0.72,43.7,,,0.0,0.0,,30.1,298.91,1.18,426.09,0.0,21-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Aug-2019 - 00:00,3.09,14.11,8.26,28.43,107.68,46.56,5.76,0.81,48.48,,,0.0,0.0,0.01,30.95,267.31,1.06,382.14,0.0,22-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Aug-2019 - 00:00,3.17,14.2,8.35,32.12,93.85,34.51,5.16,0.62,39.26,0.83,0.44,0.24,0.13,0.4,30.62,188.99,0.66,292.21,0.0,23-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Aug-2019 - 00:00,3.05,16.09,9.27,29.44,99.84,48.93,6.17,0.8,37.91,0.82,0.62,0.55,0.49,0.41,31.36,203.74,0.55,310.61,0.01,24-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Aug-2019 - 00:00,3.0,12.53,7.36,31.17,86.71,49.07,5.86,0.8,37.64,0.81,0.78,0.54,0.59,0.54,29.95,180.26,0.63,286.19,0.0,25-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Aug-2019 - 00:00,3.24,15.79,9.25,44.93,65.92,42.84,4.72,1.01,35.54,0.79,0.75,0.21,0.16,0.46,27.78,122.76,0.92,267.58,0.02,26-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Aug-2019 - 00:00,3.05,11.79,7.0,31.55,44.75,29.26,4.48,0.94,39.01,,,0.0,0.0,,29.53,80.34,0.98,350.68,0.0,27-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Aug-2019 - 00:00,2.99,12.2,7.17,29.71,49.76,32.93,4.63,0.79,44.21,,,0.0,0.0,,31.49,99.16,0.61,370.9,0.0,28-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Aug-2019 - 00:00,2.97,11.77,6.92,28.41,60.36,33.14,2.83,1.05,31.47,,,0.0,0.0,,32.43,92.18,0.75,379.29,0.01,29-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Aug-2019 - 00:00,2.99,10.2,6.13,27.98,67.31,40.82,4.17,1.03,35.22,,,0.0,0.0,,31.25,111.38,0.95,364.27,0.0,30-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Aug-2019 - 00:00,2.84,12.08,6.99,28.96,64.49,34.58,4.3,1.09,42.39,,,0.0,0.0,,31.5,132.7,0.57,302.34,0.0,31-Aug-2019 - 00:00,"Police Lines, Jind - HSPCB"
31-Aug-2019 - 00:00,2.84,12.95,7.45,30.89,101.15,63.57,3.17,1.17,46.14,,,0.0,0.0,,32.26,134.63,0.52,329.28,0.0,01-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Sep-2019 - 00:00,2.78,9.95,5.82,30.92,62.46,37.99,1.88,0.97,48.19,,,0.0,0.0,,29.32,114.31,0.9,290.85,0.0,02-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Sep-2019 - 00:00,2.96,11.89,6.99,30.68,62.83,36.94,3.86,1.16,41.85,,,0.0,0.0,,30.78,130.29,0.72,355.07,0.0,03-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Sep-2019 - 00:00,3.21,14.53,8.57,25.34,99.93,53.48,5.03,1.31,36.55,,,0.0,0.0,,31.07,175.83,0.42,220.6,0.0,04-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Sep-2019 - 00:00,3.18,12.83,7.66,30.6,104.88,65.33,5.37,1.33,34.58,,,0.0,0.0,,30.76,145.67,0.58,238.05,0.0,05-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Sep-2019 - 00:00,3.01,11.41,6.78,24.26,67.71,36.43,3.96,1.01,38.86,,,0.0,0.0,,29.81,121.44,0.82,369.98,0.01,06-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Sep-2019 - 00:00,2.96,11.38,6.69,40.47,59.67,32.32,3.84,0.8,32.54,,,0.0,0.0,,30.94,116.6,0.64,288.59,0.0,07-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Sep-2019 - 00:00,3.19,11.79,7.12,44.83,66.73,41.58,4.42,0.6,39.95,,,0.0,0.0,,30.57,121.57,0.84,310.8,0.0,08-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Sep-2019 - 00:00,3.02,13.02,7.62,45.59,57.54,37.16,6.74,0.51,31.35,,,0.0,0.0,,30.63,104.24,0.64,341.22,0.0,09-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Sep-2019 - 00:00,3.33,17.18,10.26,63.99,96.33,53.98,6.31,0.78,40.34,,,0.0,0.0,,31.39,210.03,0.52,294.63,0.0,10-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Sep-2019 - 00:00,3.32,16.17,9.51,67.22,90.84,63.36,2.07,2.11,56.02,,,0.0,0.0,,31.7,180.56,0.49,315.46,0.0,11-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Sep-2019 - 00:00,2.96,14.03,8.11,48.11,109.42,65.04,2.24,1.89,56.58,,,0.0,0.0,,32.29,142.77,0.51,357.27,0.0,12-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Sep-2019 - 00:00,3.0,11.9,7.02,44.66,105.14,67.92,2.54,1.52,52.52,,,0.0,0.0,,31.65,128.69,0.87,345.87,0.0,13-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Sep-2019 - 00:00,3.1,11.6,6.95,40.68,72.71,44.25,2.97,1.51,39.4,,,0.0,0.0,,31.46,98.85,0.84,371.37,0.0,14-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-Sep-2019 - 00:00,4.03,12.04,7.26,40.85,76.31,48.1,7.09,1.0,34.53,,,0.0,0.0,,30.19,96.98,0.88,344.07,0.0,15-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Sep-2019 - 00:00,2.83,8.93,5.33,28.61,59.09,37.3,2.79,0.37,36.23,,,0.0,0.0,,29.49,94.0,0.72,339.48,0.0,16-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Sep-2019 - 00:00,2.89,10.44,6.15,28.62,89.43,52.29,3.21,0.48,44.25,,,0.0,0.0,,30.7,125.38,0.56,292.86,0.0,17-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-Sep-2019 - 00:00,2.85,10.78,6.32,29.54,96.01,56.99,2.59,0.44,48.33,,,0.0,0.0,,30.56,126.96,0.79,324.43,0.01,18-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Sep-2019 - 00:00,3.11,12.43,7.39,34.89,85.33,47.55,3.96,0.41,55.63,,,0.0,0.0,,29.17,125.23,1.18,386.18,0.0,19-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Sep-2019 - 00:00,3.14,10.33,6.32,30.15,52.21,34.48,3.64,0.28,37.25,,,0.0,0.0,,27.46,108.12,0.98,304.78,0.0,20-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Sep-2019 - 00:00,3.23,14.5,8.57,26.79,59.15,35.12,3.88,0.42,39.22,,,0.0,0.0,,27.66,96.5,0.75,279.28,0.0,21-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Sep-2019 - 00:00,3.44,14.19,8.57,33.89,70.76,41.92,3.24,0.39,43.84,,,0.0,0.0,,30.32,104.21,0.67,368.71,0.0,22-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Sep-2019 - 00:00,3.08,12.06,7.17,27.97,53.34,29.13,3.39,0.28,41.95,,,0.0,0.0,,33.31,114.33,1.17,394.53,0.0,23-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Sep-2019 - 00:00,2.96,10.23,6.12,25.45,42.22,27.25,3.62,0.35,42.6,,,0.0,0.0,,30.86,92.04,0.75,400.54,0.0,24-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Sep-2019 - 00:00,2.95,10.7,6.36,23.74,56.4,32.6,4.04,0.37,50.36,,,0.0,0.0,,28.35,108.92,0.74,300.95,0.0,25-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Sep-2019 - 00:00,3.2,14.38,8.47,25.05,63.32,35.82,4.65,0.44,49.11,,,0.0,0.0,,29.57,97.81,0.84,337.47,0.0,26-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Sep-2019 - 00:00,2.96,12.61,7.35,27.11,57.13,25.93,3.93,0.35,31.06,,,0.0,0.0,,30.55,96.49,0.78,302.65,0.0,27-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Sep-2019 - 00:00,2.76,9.13,5.38,24.03,41.47,17.84,3.12,0.28,26.76,,,0.0,0.0,,27.8,107.67,0.74,330.25,0.0,28-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Sep-2019 - 00:00,2.91,12.33,6.18,28.73,39.23,20.07,3.86,0.22,26.03,,,0.0,0.0,,26.81,116.85,0.84,309.23,0.0,29-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Sep-2019 - 00:00,2.92,8.22,5.04,24.42,31.53,18.78,2.95,0.31,23.64,,,,,,25.29,108.16,0.85,230.7,0.01,30-Sep-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Sep-2019 - 00:00,3.5,13.84,8.44,31.68,45.28,26.3,3.51,0.39,31.05,,,0.0,0.0,,25.93,124.42,0.63,254.04,0.0,01-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Oct-2019 - 00:00,3.39,16.83,9.91,34.96,68.35,40.74,4.9,0.36,39.82,,,0.0,0.0,,26.7,106.77,0.79,282.67,0.0,02-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Oct-2019 - 00:00,3.27,19.06,10.96,29.19,79.72,47.12,3.7,0.53,43.18,,,0.0,0.0,,27.25,103.46,0.62,282.5,0.0,03-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Oct-2019 - 00:00,2.85,13.4,7.68,14.89,104.45,60.77,2.03,0.39,43.31,,,0.0,0.0,,26.91,151.77,0.67,272.42,0.01,04-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Oct-2019 - 00:00,2.98,12.28,7.21,18.59,71.36,34.52,2.65,0.3,32.79,,,0.0,0.0,,24.23,242.43,1.12,288.61,0.0,05-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Oct-2019 - 00:00,2.98,16.86,9.6,43.65,71.05,37.15,3.52,0.37,39.02,,,0.0,0.0,,25.6,298.98,1.14,384.1,0.0,06-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Oct-2019 - 00:00,2.93,16.83,9.54,46.91,104.02,57.12,5.98,0.48,48.84,,,0.0,0.0,,26.12,303.55,1.02,334.52,0.0,07-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Oct-2019 - 00:00,3.22,17.34,10.04,29.28,116.79,50.32,5.7,0.52,35.57,,,0.0,0.0,,25.5,290.96,1.39,325.55,0.0,08-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Oct-2019 - 00:00,2.93,18.76,10.54,20.01,85.78,41.33,4.67,0.34,44.25,,,0.0,0.0,,25.36,268.86,0.87,385.78,0.0,09-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Oct-2019 - 00:00,2.96,21.99,12.27,22.29,114.32,61.87,5.39,0.6,49.57,,,0.0,0.0,,25.78,186.75,0.52,347.05,0.0,10-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Oct-2019 - 00:00,3.06,23.16,12.96,21.83,122.06,70.11,5.87,0.47,52.33,,,0.0,0.0,,25.57,210.16,0.47,298.09,0.0,11-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Oct-2019 - 00:00,3.4,22.88,12.97,33.46,133.69,73.16,7.54,0.71,49.77,,,0.0,0.0,,25.97,237.46,0.61,347.16,0.0,12-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Oct-2019 - 00:00,3.35,22.88,12.99,43.55,167.35,97.11,6.02,0.67,49.84,,,0.0,0.0,,25.85,155.05,0.5,431.96,0.0,13-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Oct-2019 - 00:00,2.86,22.05,12.21,42.88,176.96,109.64,6.16,0.71,50.83,,,0.0,0.0,,28.41,211.13,0.49,517.06,0.0,14-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-Oct-2019 - 00:00,3.15,24.46,13.71,38.45,180.81,101.14,6.71,0.77,45.88,,,0.0,0.0,,28.37,188.25,0.5,455.78,0.0,15-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Oct-2019 - 00:00,3.79,28.08,16.12,45.62,197.72,113.82,5.78,0.73,43.42,,,0.0,0.0,,26.37,139.6,0.56,336.06,0.0,16-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Oct-2019 - 00:00,3.02,25.52,14.16,47.19,215.57,148.57,6.02,0.85,52.58,,,0.0,0.0,,25.92,123.93,0.48,304.14,0.0,17-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-Oct-2019 - 00:00,3.05,18.26,10.47,42.68,183.92,117.76,4.93,0.59,50.18,,,0.0,0.0,,46.84,110.12,0.76,314.85,0.0,18-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Oct-2019 - 00:00,2.98,18.5,10.46,45.55,151.29,90.17,3.45,0.48,48.53,,,0.0,0.0,,82.86,132.39,1.01,214.31,0.05,19-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Oct-2019 - 00:00,3.25,24.17,13.63,48.21,137.14,92.4,4.33,0.58,36.47,,,0.0,0.0,,76.36,230.97,0.71,324.8,0.01,20-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Oct-2019 - 00:00,3.04,24.22,13.49,48.85,133.38,89.72,6.2,0.52,47.76,,,0.0,0.0,,67.66,304.95,0.91,381.23,0.0,21-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Oct-2019 - 00:00,3.13,24.46,13.69,43.34,147.55,96.85,7.95,0.59,50.51,,,0.0,0.0,,66.35,293.13,0.99,380.13,0.0,22-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Oct-2019 - 00:00,3.16,29.59,16.36,44.82,174.39,94.75,10.75,0.63,50.91,,,0.0,0.0,,59.48,280.35,1.05,384.74,0.0,23-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Oct-2019 - 00:00,4.18,35.04,20.07,53.77,240.79,130.1,16.74,0.92,46.09,,,0.0,0.0,,63.42,229.33,0.66,383.97,0.0,24-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Oct-2019 - 00:00,3.75,34.47,19.42,60.33,219.81,150.8,13.0,0.85,43.93,,,0.0,0.0,,73.0,136.12,0.36,306.41,0.0,25-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Oct-2019 - 00:00,3.07,23.38,13.08,57.95,192.82,132.79,8.34,0.75,48.92,,,0.0,0.0,,79.89,136.44,0.44,308.34,0.0,26-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Oct-2019 - 00:00,3.43,28.88,16.24,63.34,219.74,149.15,13.82,0.85,47.04,,,0.0,0.0,,71.17,170.05,0.38,297.11,0.0,27-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Oct-2019 - 00:00,3.23,27.87,15.56,58.72,292.02,205.8,21.83,1.03,49.23,,,0.0,0.0,,65.87,272.71,0.75,341.81,0.0,28-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Oct-2019 - 00:00,3.36,24.12,13.7,43.92,269.09,198.32,16.25,1.0,44.58,,,0.0,0.0,,69.72,239.99,0.51,318.98,0.0,29-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Oct-2019 - 00:00,4.12,29.66,17.21,35.69,352.57,266.51,7.82,1.35,24.74,,,0.0,0.0,,81.6,253.71,0.32,181.12,0.0,30-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Oct-2019 - 00:00,5.29,33.61,20.21,36.09,346.54,237.49,9.11,0.89,27.87,,,0.0,0.0,,70.24,240.83,0.44,242.55,0.0,31-Oct-2019 - 00:00,"Police Lines, Jind - HSPCB"
31-Oct-2019 - 00:00,5.79,35.22,21.46,39.9,440.97,352.81,10.44,0.57,28.98,,,0.0,0.0,,75.43,223.78,0.38,223.75,0.0,01-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Nov-2019 - 00:00,3.64,27.36,15.63,36.79,487.06,392.87,13.43,0.58,36.51,,,0.0,0.0,,71.35,208.06,0.45,244.34,0.0,02-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Nov-2019 - 00:00,4.07,28.68,16.65,38.41,596.64,526.07,11.6,0.76,21.6,,,0.0,0.0,,97.05,258.57,0.6,102.68,0.0,03-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Nov-2019 - 00:00,3.83,29.71,17.0,38.53,750.38,653.78,7.07,0.97,27.19,,,0.0,0.0,,89.08,264.03,0.7,134.5,0.0,04-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Nov-2019 - 00:00,3.59,30.19,17.03,31.29,478.34,408.98,5.99,0.54,39.29,,,0.0,0.0,,67.7,282.13,1.1,320.09,0.0,05-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Nov-2019 - 00:00,3.41,28.82,16.35,35.78,263.7,199.51,6.27,0.43,40.89,,,0.0,0.0,,56.43,280.06,1.15,355.12,0.0,06-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Nov-2019 - 00:00,4.61,26.53,15.97,42.12,160.34,97.25,4.26,0.47,39.58,,,0.0,0.0,,59.09,170.76,0.78,345.52,0.0,07-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Nov-2019 - 00:00,3.45,22.15,12.74,39.78,126.61,100.19,2.57,0.41,25.54,0.22,0.1,0.02,0.03,0.23,89.95,113.42,0.89,119.14,0.04,08-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Nov-2019 - 00:00,4.14,33.18,19.07,40.49,135.58,98.74,4.23,0.57,25.2,0.48,0.28,0.16,0.16,0.43,75.86,188.85,0.83,270.18,0.0,09-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Nov-2019 - 00:00,3.15,26.29,14.66,39.54,154.09,112.39,4.18,0.38,41.05,,,0.0,0.0,,63.63,308.39,1.29,343.07,0.01,10-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Nov-2019 - 00:00,2.92,30.72,16.79,35.66,207.67,152.73,7.71,0.57,50.0,,,0.0,0.0,,44.9,307.0,0.87,303.22,0.0,11-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Nov-2019 - 00:00,4.12,48.56,27.09,42.57,346.82,280.03,9.52,1.05,43.51,,,0.0,0.0,,49.53,297.71,0.64,282.59,0.0,12-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Nov-2019 - 00:00,6.36,58.68,34.18,43.65,440.52,356.25,10.2,1.22,39.08,,,0.0,0.0,,55.72,285.7,0.54,280.54,0.0,13-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Nov-2019 - 00:00,5.07,58.36,32.97,45.27,397.93,317.23,7.19,1.23,33.48,,,0.0,0.0,,72.77,238.28,0.43,196.4,0.0,14-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
14-Nov-2019 - 00:00,4.83,48.49,27.56,46.32,323.71,255.81,6.81,0.97,24.67,,,0.0,0.0,,66.65,235.2,0.66,239.64,0.0,15-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
15-Nov-2019 - 00:00,3.71,43.08,23.89,43.6,409.01,347.46,5.92,1.07,29.43,382.41,29.34,13.49,17.51,57.54,67.87,286.65,0.96,249.7,0.0,16-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
16-Nov-2019 - 00:00,3.21,26.51,14.84,37.59,234.05,172.76,4.56,0.5,31.87,247.02,34.03,25.86,32.3,65.23,77.24,313.68,1.69,309.07,0.0,17-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
17-Nov-2019 - 00:00,3.21,23.81,13.41,32.18,132.36,100.78,5.66,0.51,35.44,4.89,,0.0,0.0,,71.48,290.05,1.86,354.75,0.0,18-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
18-Nov-2019 - 00:00,3.27,25.34,14.31,34.76,172.64,126.8,4.4,0.45,38.45,4.24,,0.33,2.54,1.6,70.88,267.26,1.28,340.25,0.0,19-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
19-Nov-2019 - 00:00,4.59,37.23,21.54,40.93,209.2,135.01,7.3,0.69,35.85,,,0.0,0.0,,64.33,266.45,0.77,318.96,0.0,20-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
20-Nov-2019 - 00:00,10.69,44.38,30.21,49.29,249.22,172.42,7.15,0.91,38.44,,,0.0,0.0,,53.94,177.64,0.4,261.51,0.0,21-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
21-Nov-2019 - 00:00,6.65,50.98,30.39,53.29,264.11,194.74,8.42,0.93,38.54,0.97,0.2,0.21,0.07,0.73,53.42,112.41,0.44,212.08,0.0,22-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
22-Nov-2019 - 00:00,4.95,39.88,23.22,58.51,223.65,169.16,8.23,0.92,44.28,0.98,0.2,0.3,0.1,0.74,62.28,242.5,0.63,247.28,0.0,23-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
23-Nov-2019 - 00:00,3.31,25.81,14.54,67.23,147.29,100.95,6.54,0.71,31.35,,,0.0,0.0,,62.46,290.03,1.16,340.95,0.0,24-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
24-Nov-2019 - 00:00,3.28,27.47,15.39,61.62,150.97,95.04,9.36,0.79,35.03,,,0.0,0.0,,40.81,282.37,0.89,370.53,0.0,25-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
25-Nov-2019 - 00:00,3.27,28.26,15.79,58.76,148.17,94.86,8.57,0.71,42.16,,,0.0,0.0,,43.92,180.31,0.69,360.54,0.0,26-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
26-Nov-2019 - 00:00,3.58,25.05,14.37,56.9,117.12,68.32,8.5,0.55,35.58,,,0.0,0.0,,62.2,79.09,1.02,156.38,0.01,27-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
27-Nov-2019 - 00:00,4.2,20.45,12.46,55.04,59.51,47.63,4.48,0.6,18.84,,,0.0,0.0,,99.44,130.99,0.66,83.68,0.12,28-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
28-Nov-2019 - 00:00,3.2,16.3,9.48,56.21,40.71,32.44,3.28,0.41,31.99,,,0.0,0.0,,98.26,100.24,0.89,98.28,0.22,29-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
29-Nov-2019 - 00:00,3.36,20.21,11.66,57.77,60.24,41.57,6.46,0.46,28.19,,,0.0,0.0,,86.08,158.56,0.66,292.97,0.01,30-Nov-2019 - 00:00,"Police Lines, Jind - HSPCB"
30-Nov-2019 - 00:00,3.81,23.5,13.73,58.2,111.11,73.6,3.3,0.68,30.12,,,0.0,0.0,,81.58,265.52,0.62,307.61,0.0,01-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
01-Dec-2019 - 00:00,3.66,25.76,14.8,54.79,153.92,106.62,4.91,0.83,40.41,,,0.0,0.0,,80.32,265.28,0.66,303.42,0.0,02-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
02-Dec-2019 - 00:00,5.89,31.86,19.79,57.81,178.55,116.48,4.19,1.01,36.35,,,0.0,0.0,,77.72,266.4,0.62,300.92,0.0,03-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
03-Dec-2019 - 00:00,4.81,33.18,19.61,58.6,206.44,127.13,6.19,0.96,33.87,,,0.0,0.0,,66.56,251.56,0.76,336.0,0.0,04-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
04-Dec-2019 - 00:00,7.02,37.98,23.89,50.08,201.53,131.33,4.58,1.19,28.3,0.36,0.44,0.06,0.23,0.24,72.17,233.09,0.41,294.44,0.0,05-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
05-Dec-2019 - 00:00,7.01,34.17,21.83,52.69,231.92,171.11,7.26,1.17,37.29,0.41,0.38,0.31,0.48,0.3,85.14,159.84,0.38,253.23,0.0,06-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
06-Dec-2019 - 00:00,5.4,29.38,18.09,54.03,233.63,178.63,5.78,1.39,30.98,0.36,0.22,0.39,0.31,0.39,89.93,272.22,0.45,231.96,0.0,07-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
07-Dec-2019 - 00:00,3.76,26.28,15.15,54.4,209.77,166.26,6.96,0.98,34.02,0.32,0.45,0.31,0.23,0.29,86.11,223.95,0.52,288.77,0.0,08-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
08-Dec-2019 - 00:00,3.5,24.32,13.92,53.32,177.28,139.69,5.9,0.92,31.13,0.35,0.64,0.24,0.16,0.34,76.72,236.1,0.46,299.18,0.0,09-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
09-Dec-2019 - 00:00,5.71,25.9,16.53,49.43,204.91,147.87,5.39,1.2,34.69,0.37,0.52,0.36,0.35,0.32,74.66,230.04,0.38,267.66,0.0,10-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
10-Dec-2019 - 00:00,5.08,26.88,16.53,53.29,229.5,167.08,6.03,1.32,30.63,0.33,0.31,0.53,0.59,0.38,78.13,225.32,0.48,264.81,0.0,11-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
11-Dec-2019 - 00:00,4.18,29.09,16.94,51.8,279.3,210.62,6.34,1.36,30.55,0.35,0.41,0.32,0.36,0.45,85.78,126.56,0.41,191.08,0.0,12-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
12-Dec-2019 - 00:00,3.32,21.44,12.27,41.39,267.54,217.15,6.63,1.03,38.59,0.67,0.49,0.34,0.51,0.28,91.83,104.24,1.1,78.67,0.11,13-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
13-Dec-2019 - 00:00,3.05,11.4,6.8,36.17,83.15,71.43,2.61,0.49,38.22,0.62,0.47,0.42,0.42,0.27,99.16,185.94,1.24,47.04,0.12,14-Dec-2019 - 00:00,"Police Lines, Jind - HSPCB"
