from date,SO2,CO,Ozone,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,RH,VWS,BP,SR,Eth-Benzene,RF,WS,WD,NO,NO2,NOx,to date,station
02-Dec-2019 - 00:00,7.33,0.95,32.41,93.04,2.0,6.0,,4.0,64.58,-0.23,784.58,88.2,3.0,,0.73,217.5,19.31,70.53,50.35,03-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
03-Dec-2019 - 00:00,4.78,1.02,39.24,110.64,2.0,5.97,,4.0,56.6,-0.23,783.89,85.96,3.0,,0.72,216.3,29.44,82.42,65.02,04-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
04-Dec-2019 - 00:00,7.1,1.75,38.5,124.67,2.0,5.98,,4.0,60.45,-0.25,786.91,94.69,3.0,,0.7,210.54,114.86,92.73,139.2,05-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
05-Dec-2019 - 00:00,8.2,2.77,44.08,194.24,2.0,5.99,,3.99,67.93,-0.25,789.66,90.07,3.0,,0.72,167.95,143.38,107.42,178.56,06-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
06-Dec-2019 - 00:00,2.35,1.77,40.9,207.25,2.0,6.0,,3.99,77.6,-0.25,788.44,92.97,3.0,,0.7,218.19,58.77,81.41,87.98,07-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
07-Dec-2019 - 00:00,1.79,2.16,33.52,191.51,2.0,5.99,,3.98,77.17,-0.25,786.69,89.66,2.99,,0.65,223.22,72.25,88.51,102.56,08-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
08-Dec-2019 - 00:00,0.91,1.82,36.25,187.17,1.99,6.01,,3.98,75.76,-0.25,786.47,87.61,2.99,,0.69,220.79,90.61,75.22,109.35,09-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
09-Dec-2019 - 00:00,34.5,2.25,32.4,165.29,1.99,6.02,,4.02,72.73,-0.25,785.62,88.92,3.0,,0.68,198.35,136.44,84.67,151.16,10-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
10-Dec-2019 - 00:00,67.5,2.99,34.03,185.19,2.0,6.0,,3.98,73.17,-0.26,781.75,86.25,3.01,,0.69,196.3,138.55,96.66,175.66,11-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
11-Dec-2019 - 00:00,69.49,2.64,35.97,210.16,2.0,6.01,,3.98,74.83,-0.24,779.09,87.49,3.0,,0.65,189.05,154.53,96.46,173.43,12-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
12-Dec-2019 - 00:00,52.08,1.41,38.46,179.01,2.0,6.02,,4.0,75.0,-0.11,776.52,77.08,2.99,,1.27,125.64,16.78,93.83,62.81,13-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
13-Dec-2019 - 00:00,24.98,0.72,22.14,63.66,2.0,6.0,,4.0,91.03,-0.12,775.92,86.33,3.01,,1.23,166.01,4.65,59.83,33.24,14-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
14-Dec-2019 - 00:00,27.22,0.9,16.05,56.48,1.94,5.81,,3.9,85.1,-0.23,788.46,109.64,2.93,,0.52,215.4,6.45,67.24,37.63,15-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
15-Dec-2019 - 00:00,28.0,0.56,21.09,60.22,2.0,6.01,,3.99,88.0,-0.23,788.4,82.02,3.01,,0.63,257.91,5.62,43.33,25.27,16-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
16-Dec-2019 - 00:00,19.25,0.58,21.59,51.97,1.99,6.02,,4.0,90.61,-0.19,789.54,52.35,3.0,,0.8,278.95,2.63,35.77,19.03,17-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
17-Dec-2019 - 00:00,22.62,0.66,23.49,51.34,2.02,5.99,,3.98,89.58,-0.21,791.17,56.83,3.0,,0.7,256.75,13.49,33.67,26.72,18-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
18-Dec-2019 - 00:00,32.93,1.05,24.08,71.64,1.96,5.88,,3.91,87.68,-0.23,789.6,79.94,2.93,,0.68,250.35,13.97,44.25,32.21,19-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
19-Dec-2019 - 00:00,65.26,1.92,5.43,133.94,2.01,6.0,,3.97,89.83,-0.24,787.78,79.57,3.0,,0.66,225.1,83.8,55.56,94.65,20-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
20-Dec-2019 - 00:00,41.95,1.76,25.0,139.55,2.0,5.99,,4.0,90.83,-0.24,783.62,72.45,3.0,,0.61,255.83,23.76,80.06,59.21,21-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
21-Dec-2019 - 00:00,21.49,1.19,12.97,121.63,2.01,6.0,,4.0,90.09,-0.24,784.76,72.76,3.0,,0.57,261.34,8.75,62.59,38.05,22-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
22-Dec-2019 - 00:00,14.89,1.05,17.0,75.2,2.0,5.99,,3.99,90.4,-0.2,787.24,75.99,2.99,,0.74,277.46,3.41,46.92,25.43,23-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
23-Dec-2019 - 00:00,15.62,1.14,17.93,84.38,2.0,6.0,,4.01,90.15,-0.21,786.6,76.63,3.0,,0.67,264.33,16.7,42.36,34.18,24-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
24-Dec-2019 - 00:00,22.47,1.54,19.93,141.68,2.01,6.0,,3.99,89.05,-0.22,788.86,76.61,3.0,,0.68,219.06,25.34,72.77,56.76,25-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
25-Dec-2019 - 00:00,11.46,0.88,8.94,84.11,1.99,6.0,,3.95,89.99,-0.2,788.42,71.37,3.0,,0.73,274.22,6.2,42.58,25.55,26-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
26-Dec-2019 - 00:00,17.96,1.39,11.54,119.19,2.0,5.98,,4.01,89.71,-0.22,787.58,84.03,3.0,,0.68,245.79,24.44,46.85,42.37,27-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
27-Dec-2019 - 00:00,16.16,1.49,19.38,126.9,1.99,6.02,,3.99,89.6,-0.23,789.0,78.92,3.0,,0.63,234.2,27.9,54.13,48.98,28-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
28-Dec-2019 - 00:00,20.28,1.92,9.21,141.18,2.0,5.98,,3.98,91.53,-0.25,790.68,67.69,3.0,,0.7,237.73,75.78,47.07,83.78,29-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
29-Dec-2019 - 00:00,23.63,2.25,18.57,210.37,1.99,6.0,,4.0,89.61,-0.24,790.51,78.35,3.0,,0.68,201.23,46.0,77.83,75.97,30-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
30-Dec-2019 - 00:00,13.81,1.98,4.73,155.93,2.01,5.99,,3.99,89.85,-0.18,789.98,52.68,3.0,,0.95,184.15,51.63,60.39,71.38,31-Dec-2019 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
31-Dec-2019 - 00:00,6.38,1.09,,144.6,2.06,5.92,,4.14,91.73,-0.06,790.6,35.07,2.95,,1.84,101.37,5.19,44.22,25.69,01-Jan-2020 - 00:00,"Vikas Sadan, Gurugram - HSPCB"
