from date,CO,Ozone,SO2,NO2,NO,NOx,NH3,PM10,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,Temp,WS,VWS,WD,RH,SR,RF,to date,BP,station
06-Nov-2019 - 00:00,0.63,64.7,30.02,22.58,6.87,29.46,8.82,230.99,101.81,5.07,10.63,1.19,2.86,26.24,0.24,-0.01,223.84,50.55,66.29,,07-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
07-Nov-2019 - 00:00,0.64,64.18,13.89,18.6,5.72,24.32,7.26,229.69,95.47,5.36,9.9,1.29,2.83,24.64,0.25,0.0,183.74,60.01,111.85,,08-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
08-Nov-2019 - 00:00,0.36,42.55,13.36,10.64,4.71,14.95,4.66,113.94,47.74,2.96,5.42,0.43,1.01,23.03,1.02,-0.01,62.83,82.71,36.12,,09-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
09-Nov-2019 - 00:00,0.22,42.85,13.5,7.87,4.45,11.96,4.18,32.35,10.73,1.09,3.81,0.11,0.24,22.54,2.64,-0.06,64.67,94.09,41.31,,10-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
10-Nov-2019 - 00:00,0.31,46.04,12.41,8.7,4.62,13.23,4.45,47.73,21.38,1.31,3.71,0.31,0.9,24.07,0.62,-0.03,201.68,84.03,79.77,,11-Nov-2019 - 00:00,998.5,"Rabindra Bharati University, Kolkata - WBPCB"
11-Nov-2019 - 00:00,0.83,26.85,17.7,7.96,8.48,16.0,5.94,107.09,34.79,5.46,18.84,2.01,4.14,24.55,0.21,0.0,231.88,80.84,137.55,,12-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
12-Nov-2019 - 00:00,1.02,52.44,20.36,106.01,98.32,202.26,164.05,250.41,48.3,10.7,22.11,3.32,6.93,24.82,0.16,-0.01,242.9,69.56,134.49,,13-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
13-Nov-2019 - 00:00,0.68,56.28,18.78,59.43,36.13,95.53,79.34,258.56,26.29,7.94,16.8,1.89,4.65,24.12,0.18,0.0,251.47,66.07,125.14,,14-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
14-Nov-2019 - 00:00,0.82,53.11,19.47,47.05,23.46,70.53,28.68,255.91,55.95,9.21,16.33,2.29,4.67,25.03,0.17,-0.0,201.04,67.18,131.25,,15-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
15-Nov-2019 - 00:00,0.5,46.52,16.23,42.63,23.45,66.08,31.58,235.42,53.0,6.06,8.98,1.34,3.12,24.83,0.2,0.0,207.53,71.49,182.27,,16-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
16-Nov-2019 - 00:00,0.94,68.63,22.59,55.48,23.58,79.06,22.74,253.27,99.77,7.04,16.09,2.39,5.39,26.11,0.14,0.0,243.72,61.06,132.49,,17-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
17-Nov-2019 - 00:00,1.03,60.13,27.24,53.39,40.54,94.25,27.88,268.67,104.23,10.32,12.71,2.82,5.68,24.22,0.19,0.01,232.44,70.13,120.16,,18-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
18-Nov-2019 - 00:00,1.05,61.23,28.53,63.79,29.08,92.86,25.29,299.63,135.11,10.29,13.3,2.87,6.34,24.41,0.13,0.01,225.27,64.82,120.15,,19-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
19-Nov-2019 - 00:00,1.1,54.97,21.15,57.39,52.34,109.73,23.95,286.82,116.49,10.26,23.58,3.13,6.31,23.95,0.18,0.0,240.25,59.78,121.58,,20-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
20-Nov-2019 - 00:00,0.79,61.15,18.63,47.68,29.07,76.75,28.22,268.01,110.05,10.42,22.26,3.3,6.95,23.29,0.16,0.0,174.35,57.12,116.98,,21-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
21-Nov-2019 - 00:00,0.72,65.0,24.44,54.12,18.91,73.03,23.12,264.63,109.04,7.11,11.47,1.77,4.26,23.19,0.2,0.0,216.16,56.71,111.11,,22-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
22-Nov-2019 - 00:00,0.74,62.19,20.97,78.79,33.7,112.41,31.22,266.37,108.17,6.61,13.32,1.81,4.08,23.1,0.16,0.01,199.77,60.34,114.75,,23-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
23-Nov-2019 - 00:00,1.17,56.54,33.55,111.73,57.85,169.59,31.63,346.06,145.51,9.19,18.96,2.35,5.3,22.97,0.15,0.0,228.4,67.08,110.14,,24-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
24-Nov-2019 - 00:00,0.96,69.02,20.79,82.83,55.66,138.49,39.62,339.17,154.98,9.67,14.18,2.53,5.47,23.27,0.13,0.0,218.39,66.72,117.92,,25-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
25-Nov-2019 - 00:00,1.25,73.34,19.1,85.41,55.53,140.94,35.63,337.31,151.33,12.12,14.94,3.2,6.06,24.39,0.13,0.0,172.48,65.88,119.04,,26-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
26-Nov-2019 - 00:00,1.56,51.97,12.71,75.9,89.74,165.7,40.43,375.45,162.51,15.4,22.6,4.64,8.93,23.72,0.17,0.01,166.79,73.48,104.88,,27-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
27-Nov-2019 - 00:00,0.85,56.34,11.43,59.79,21.65,81.45,46.07,321.94,146.31,10.26,16.97,3.14,6.44,23.75,0.28,0.01,138.42,73.29,99.8,,28-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
28-Nov-2019 - 00:00,0.66,53.97,13.48,49.87,9.56,59.43,36.72,210.59,92.08,7.92,8.79,1.44,3.43,24.01,0.2,0.01,133.63,69.68,115.03,,29-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
29-Nov-2019 - 00:00,0.74,48.79,13.48,55.83,15.49,71.32,34.0,246.01,105.99,7.8,13.47,2.06,4.57,24.16,0.15,0.01,155.45,69.96,117.39,,30-Nov-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
30-Nov-2019 - 00:00,1.24,53.61,18.67,68.12,81.43,149.54,40.27,311.58,132.58,12.94,19.59,3.82,8.06,24.08,0.16,0.01,192.05,69.43,114.18,,01-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
01-Dec-2019 - 00:00,1.16,25.49,13.3,92.47,179.08,258.22,47.24,413.16,157.1,16.73,23.63,4.38,8.98,21.47,0.1,-0.02,215.99,77.67,21.59,,02-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
02-Dec-2019 - 00:00,0.73,63.67,18.37,75.14,30.3,103.7,27.45,190.34,75.71,5.97,17.68,1.68,3.86,24.1,0.23,-0.01,252.83,46.09,149.81,,03-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
03-Dec-2019 - 00:00,0.6,66.44,19.4,65.7,13.98,79.68,35.6,294.17,123.63,6.68,10.53,1.31,3.28,21.87,0.18,0.01,204.33,56.17,123.17,,04-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
04-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,05-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
05-Dec-2019 - 00:00,0.42,103.12,28.42,43.88,6.33,50.94,31.47,245.51,109.0,4.2,9.21,0.32,0.99,26.11,0.25,-0.0,274.09,46.2,487.56,,06-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
06-Dec-2019 - 00:00,0.79,53.86,12.2,66.08,38.44,101.67,30.98,168.2,59.86,8.33,15.12,1.8,3.76,24.74,0.19,0.0,166.6,57.44,128.21,,07-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
07-Dec-2019 - 00:00,1.09,44.18,22.44,76.69,82.59,159.2,47.03,226.47,93.26,13.03,21.42,3.73,7.36,23.41,0.21,0.01,150.29,61.44,104.33,,08-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
08-Dec-2019 - 00:00,0.73,35.75,30.69,76.15,57.3,133.45,53.1,246.44,101.56,10.52,14.04,2.98,6.27,23.92,0.23,0.0,226.01,60.25,103.84,,09-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
09-Dec-2019 - 00:00,0.7,50.58,17.88,64.89,13.11,78.0,44.68,219.0,90.19,7.39,8.64,1.37,3.3,22.86,0.21,0.01,184.88,58.44,104.22,,10-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
10-Dec-2019 - 00:00,0.59,49.93,16.42,94.31,26.57,118.39,40.09,207.09,82.2,7.68,9.68,1.66,3.51,22.13,0.21,0.01,119.68,51.55,96.55,,11-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
11-Dec-2019 - 00:00,0.69,50.63,13.97,79.36,16.45,95.81,40.86,229.59,95.74,8.63,12.85,1.59,3.68,21.99,0.25,0.0,107.77,63.7,80.08,,12-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
12-Dec-2019 - 00:00,0.71,46.73,14.36,64.28,17.13,81.41,46.63,213.02,91.59,7.22,12.1,1.21,2.86,22.08,0.4,0.0,64.3,71.98,86.34,,13-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
13-Dec-2019 - 00:00,0.79,52.27,15.42,55.77,18.81,74.57,49.07,305.86,134.26,8.56,8.12,0.92,2.21,21.5,0.33,0.0,71.62,74.06,125.41,,14-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
14-Dec-2019 - 00:00,0.99,72.3,16.77,68.92,10.15,79.07,37.52,354.84,155.36,9.6,12.78,1.58,3.62,24.13,0.16,0.01,175.78,65.16,92.98,,15-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
15-Dec-2019 - 00:00,0.62,53.22,11.48,43.38,8.73,52.1,41.49,251.36,114.65,6.3,6.58,0.94,2.32,21.38,0.55,0.0,120.45,73.23,99.06,,16-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
16-Dec-2019 - 00:00,0.43,33.35,19.98,43.57,10.11,53.77,42.12,199.99,87.44,4.12,4.4,0.54,1.58,19.44,0.61,-0.0,98.17,76.21,70.12,,17-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
17-Dec-2019 - 00:00,0.52,51.25,17.04,63.42,11.64,75.05,34.4,176.86,75.72,4.47,11.82,0.63,1.85,21.86,0.28,0.0,249.82,60.55,90.31,,18-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
18-Dec-2019 - 00:00,0.46,60.07,14.78,49.99,8.82,58.82,36.45,199.5,80.92,3.79,6.35,0.49,1.47,18.21,0.29,-0.0,208.91,63.05,116.55,,19-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
19-Dec-2019 - 00:00,0.48,52.69,23.18,63.65,11.92,75.56,35.49,196.76,80.39,3.81,7.3,0.53,1.54,16.25,0.3,0.0,256.85,59.65,121.56,,20-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
20-Dec-2019 - 00:00,0.97,41.22,17.21,85.88,47.17,133.06,40.1,264.83,109.96,6.65,11.1,1.76,3.78,15.14,0.24,0.0,234.2,65.36,63.52,,21-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
21-Dec-2019 - 00:00,0.93,42.74,14.73,68.63,18.14,86.76,46.73,404.4,183.34,9.31,13.05,1.28,3.08,15.98,0.58,0.0,119.9,73.94,99.08,,22-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
22-Dec-2019 - 00:00,1.06,39.18,8.23,77.36,11.32,88.67,43.91,407.82,176.19,8.73,8.97,1.36,3.05,16.35,0.37,0.0,144.11,75.95,91.42,,23-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
23-Dec-2019 - 00:00,0.92,43.64,9.91,60.39,9.54,69.93,45.41,338.57,157.64,8.47,9.96,0.9,2.33,17.46,0.45,-0.0,173.12,75.57,85.88,,24-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
24-Dec-2019 - 00:00,1.27,46.77,19.55,67.93,26.53,94.45,41.76,412.81,182.13,9.88,12.44,1.71,3.74,17.33,0.38,0.0,152.61,71.77,112.29,,25-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
25-Dec-2019 - 00:00,1.54,56.1,21.53,77.34,44.4,121.74,41.35,359.13,144.72,11.54,13.79,3.08,6.09,20.26,0.16,0.0,149.32,59.24,102.8,,26-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
26-Dec-2019 - 00:00,0.69,39.77,19.98,57.04,9.39,66.43,44.43,276.77,126.24,7.14,7.63,0.93,2.28,15.9,0.59,-0.0,112.99,75.09,54.7,,27-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
27-Dec-2019 - 00:00,0.65,46.97,19.71,54.2,10.0,64.2,45.4,197.84,88.13,4.39,7.94,0.46,1.3,15.37,0.54,-0.01,173.04,77.93,102.37,,28-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
28-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,29-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
29-Dec-2019 - 00:00,0.85,50.54,24.21,82.33,29.12,111.45,42.13,236.35,101.45,5.06,8.07,1.15,3.0,19.4,0.24,-0.0,229.61,53.81,156.24,,30-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
30-Dec-2019 - 00:00,0.9,46.8,30.0,76.5,38.77,117.43,41.28,309.7,132.58,6.53,10.53,1.36,3.19,18.7,0.3,-0.0,242.5,56.97,201.83,,31-Dec-2019 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
31-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,,,,01-Jan-2020 - 00:00,,"Rabindra Bharati University, Kolkata - WBPCB"
