from date,Temp,CO,Ozone,NO,NO2,NOx,SO2,PM2.5,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,VWS,to date,station
01-Dec-2019 - 00:00,34.24,,39.93,5.96,43.89,28.19,9.58,104.99,0.62,5.46,0.38,19.56,82.04,1.46,78.64,14.16,753.34,0.0,-0.01,02-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
02-Dec-2019 - 00:00,34.54,,40.46,11.57,55.83,39.1,10.79,125.55,0.66,5.63,0.4,18.47,77.09,1.57,97.59,8.9,753.98,0.0,-0.01,03-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
03-Dec-2019 - 00:00,34.7,,37.89,24.85,67.19,55.94,19.12,166.02,0.75,5.74,0.47,17.71,74.36,1.56,159.21,100.01,753.88,0.0,-0.01,04-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
04-Dec-2019 - 00:00,35.46,,32.13,39.93,84.5,77.41,57.9,187.01,0.89,6.27,0.63,17.84,71.14,0.96,150.75,118.49,755.67,0.0,0.0,05-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
05-Dec-2019 - 00:00,35.64,,39.84,11.49,71.95,47.61,14.86,203.63,0.73,5.47,0.55,17.53,75.52,0.9,90.24,90.61,757.0,0.0,-0.02,06-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
06-Dec-2019 - 00:00,35.61,,38.35,52.49,72.34,81.15,14.84,206.07,0.8,5.7,0.54,17.99,77.48,0.78,99.32,99.37,756.28,0.0,-0.01,07-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
07-Dec-2019 - 00:00,36.21,,30.86,95.04,71.87,115.5,29.49,230.01,0.9,6.12,0.75,18.82,79.07,0.98,131.2,85.83,755.12,0.0,-0.02,08-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
08-Dec-2019 - 00:00,36.2,,29.75,17.83,63.31,48.18,10.55,173.95,0.79,6.01,0.74,19.05,78.37,0.93,92.89,91.39,754.89,0.0,-0.01,09-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
09-Dec-2019 - 00:00,36.81,,35.6,24.09,67.03,55.24,9.39,140.41,0.68,5.46,0.38,18.5,74.51,0.87,87.19,90.74,754.54,0.0,-0.01,10-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
10-Dec-2019 - 00:00,35.9,,32.03,39.21,77.24,72.96,12.21,177.65,1.0,7.92,0.5,17.86,74.24,0.86,104.64,94.08,752.23,0.0,-0.01,11-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
11-Dec-2019 - 00:00,35.64,,34.09,43.96,82.87,79.82,16.36,257.87,1.02,8.44,0.58,17.57,76.28,0.71,127.58,84.16,750.99,0.0,-0.01,12-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
12-Dec-2019 - 00:00,35.89,,39.8,5.09,52.95,32.3,9.35,196.89,0.6,5.97,0.35,17.44,78.99,2.56,158.81,43.46,750.46,0.01,-0.05,13-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
13-Dec-2019 - 00:00,36.04,,28.49,10.07,27.93,23.03,6.93,90.6,0.56,5.9,0.19,17.15,92.66,3.34,178.27,14.95,750.93,0.06,-0.09,14-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
14-Dec-2019 - 00:00,35.88,,18.78,40.43,45.3,57.0,7.84,93.52,0.64,6.59,0.22,17.52,90.41,1.53,114.61,79.04,755.29,0.0,-0.04,15-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
15-Dec-2019 - 00:00,35.77,,20.65,9.82,46.59,32.77,5.57,73.28,0.52,6.1,0.25,17.09,85.38,1.5,71.1,98.7,755.04,0.0,-0.02,16-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
16-Dec-2019 - 00:00,35.76,,28.05,8.04,38.44,26.99,6.24,86.63,0.9,7.42,0.21,15.2,84.57,2.55,72.76,106.26,755.34,0.0,-0.02,17-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
17-Dec-2019 - 00:00,35.56,,30.64,9.98,38.93,28.82,3.91,94.75,0.32,6.02,0.15,13.18,81.7,2.79,84.87,94.3,757.09,0.0,-0.03,18-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
18-Dec-2019 - 00:00,34.58,,21.34,10.24,33.2,25.94,3.33,106.21,0.29,4.1,0.16,11.44,83.41,1.52,115.27,32.0,757.0,0.0,-0.03,19-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
19-Dec-2019 - 00:00,33.61,,26.08,16.41,43.33,36.39,5.6,134.79,0.28,3.38,0.13,12.28,78.8,1.43,101.53,103.79,755.53,0.0,-0.03,20-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
20-Dec-2019 - 00:00,33.46,,17.76,18.61,67.08,50.81,17.15,224.89,0.38,3.42,0.24,12.98,83.75,1.0,161.8,81.79,752.87,0.0,-0.0,21-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
21-Dec-2019 - 00:00,33.75,,21.38,14.6,62.24,44.97,10.27,242.63,0.39,3.4,0.21,14.57,84.6,0.97,114.32,104.0,753.0,0.0,-0.01,22-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
22-Dec-2019 - 00:00,34.56,,25.87,8.68,52.34,34.9,7.54,205.43,0.39,3.11,0.21,15.47,82.73,1.9,101.43,105.65,753.58,0.0,-0.01,23-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
23-Dec-2019 - 00:00,34.56,,19.2,12.95,43.7,33.77,5.91,171.54,0.3,2.89,0.12,11.92,87.1,1.89,95.62,105.65,753.98,0.0,-0.04,24-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
24-Dec-2019 - 00:00,33.45,,15.22,33.7,59.97,59.29,11.2,234.09,0.35,2.67,0.13,10.85,89.62,1.57,115.52,61.86,755.17,0.0,-0.02,25-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
25-Dec-2019 - 00:00,33.01,,11.94,26.4,54.69,50.55,8.37,246.36,0.38,2.61,0.18,11.47,90.21,1.24,100.42,90.8,754.16,0.0,-0.02,26-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
26-Dec-2019 - 00:00,32.47,,18.15,13.57,41.59,33.16,5.94,189.3,0.28,2.28,0.11,9.3,88.51,1.92,86.13,59.67,754.3,0.0,-0.04,27-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
27-Dec-2019 - 00:00,31.61,,22.96,50.25,53.94,69.54,16.29,263.18,0.31,2.0,0.11,9.12,83.29,1.44,105.44,69.22,755.18,0.0,-0.02,28-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
28-Dec-2019 - 00:00,30.91,,13.28,32.97,67.12,62.5,40.35,339.43,0.4,2.5,0.17,8.68,86.31,1.24,132.1,78.19,756.03,0.0,-0.01,29-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
29-Dec-2019 - 00:00,30.34,,18.86,38.1,56.28,60.91,12.72,327.12,0.3,1.57,0.09,7.74,87.4,1.14,110.79,41.66,756.33,0.0,-0.01,30-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
30-Dec-2019 - 00:00,29.62,,11.13,34.44,58.96,59.36,10.72,306.51,0.29,1.5,0.12,6.96,87.1,1.22,135.72,39.33,755.92,0.0,-0.03,31-Dec-2019 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
31-Dec-2019 - 00:00,29.4,,2.25,26.7,56.7,51.85,8.7,376.0,0.4,1.8,0.35,5.05,90.0,0.75,98.5,9.5,755.0,0.0,0.0,01-Jan-2020 - 00:00,"Nehru Nagar, Kanpur - UPPCB"
