from date,Benzene,Eth-Benzene,MP-Xylene,O Xylene,BP,PM10,PM2.5,RF,RH,SR,Temp,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
31-Jul-2019 - 00:00,1.93,,,2.52,,32.34,19.1,,,,,195.02,1.45,0.68,11.95,6.74,10.99,17.73,54.95,7.85,01-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Aug-2019 - 00:00,2.83,,,3.01,,57.01,22.26,,,,,254.82,1.65,0.78,15.16,8.83,9.03,17.84,48.24,4.1,02-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Aug-2019 - 00:00,2.84,,,2.96,751.78,84.12,27.17,,77.76,215.9,,228.3,1.84,0.92,14.48,8.88,10.92,19.37,50.5,4.46,03-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Aug-2019 - 00:00,2.73,,,2.14,747.65,72.79,31.29,,87.32,133.65,,225.38,1.84,1.07,18.15,8.59,12.73,21.28,47.92,6.15,04-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Aug-2019 - 00:00,2.14,,,1.77,747.8,95.94,30.49,,81.79,167.26,,290.26,2.21,0.61,18.5,8.62,13.21,21.83,51.25,4.32,05-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Aug-2019 - 00:00,1.88,,,1.3,747.91,97.37,33.22,,77.66,189.58,,283.44,2.49,0.79,18.02,8.01,14.33,22.32,38.85,6.27,06-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Aug-2019 - 00:00,3.07,,,1.91,747.77,77.95,28.24,,75.02,166.22,,278.49,2.5,0.75,20.55,8.44,14.34,22.78,19.12,6.57,07-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Aug-2019 - 00:00,5.51,,,2.8,747.57,75.6,32.31,,77.28,115.54,,264.15,2.43,0.53,19.24,8.58,12.45,21.02,15.42,7.23,08-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Aug-2019 - 00:00,3.15,,,1.13,747.69,45.33,26.48,,87.44,149.84,,280.29,2.32,0.64,19.96,9.02,13.81,22.83,18.35,5.08,09-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Aug-2019 - 00:00,0.06,,,0.12,747.67,26.65,20.02,,94.35,140.42,,181.35,1.84,0.59,19.78,8.93,12.78,21.66,47.78,4.55,10-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Aug-2019 - 00:00,0.35,,,0.73,747.68,19.73,12.42,,96.98,146.4,,177.15,3.56,0.87,19.43,8.72,13.04,21.75,48.78,3.62,11-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Aug-2019 - 00:00,0.36,,,0.75,747.92,43.86,15.63,,90.9,191.02,,183.17,3.01,0.65,19.87,8.89,12.86,21.72,46.28,5.51,12-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Aug-2019 - 00:00,0.41,,,0.88,748.22,90.27,33.66,,77.94,250.92,,234.88,2.27,0.77,19.02,8.49,12.19,20.64,44.34,5.1,13-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Aug-2019 - 00:00,0.45,,,0.99,747.94,94.72,35.77,,76.53,199.72,,261.19,2.24,0.87,18.47,8.95,12.43,21.35,47.18,4.24,14-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Aug-2019 - 00:00,0.4,,,0.8,747.53,88.39,32.48,,81.45,118.32,,289.18,2.4,0.8,19.96,9.58,10.5,20.07,31.41,5.75,15-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Aug-2019 - 00:00,0.36,,,0.66,747.45,35.95,15.63,,94.43,102.13,,293.56,2.39,0.41,15.28,8.71,7.57,14.83,16.49,5.38,16-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Aug-2019 - 00:00,0.36,,,0.66,747.54,22.5,14.42,,93.63,113.2,,287.23,2.6,0.38,12.59,7.42,6.41,13.83,14.41,5.12,17-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Aug-2019 - 00:00,0.33,,,0.69,747.6,89.62,33.87,,87.99,121.75,,220.56,2.07,0.89,18.79,8.57,8.88,17.41,9.08,6.14,18-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Aug-2019 - 00:00,0.23,,,0.78,748.01,119.39,39.65,,80.56,204.21,,250.12,2.45,0.65,15.65,8.8,7.88,16.6,13.05,5.33,19-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Aug-2019 - 00:00,0.26,,,0.66,748.2,90.73,28.2,,77.21,243.01,,254.8,2.11,0.64,15.16,8.41,9.11,17.51,12.86,3.7,20-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Aug-2019 - 00:00,0.28,,,0.6,748.27,49.02,25.91,,76.96,259.53,,277.88,2.07,0.91,12.84,11.54,18.7,29.33,13.86,5.03,21-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Aug-2019 - 00:00,0.25,,,0.6,748.31,53.43,27.21,,74.3,266.41,,291.69,2.51,0.81,10.94,8.42,17.74,26.15,16.8,5.66,22-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Aug-2019 - 00:00,0.2,,,0.59,748.42,56.83,23.26,,71.27,243.13,,300.43,2.9,0.79,8.91,8.26,15.76,24.01,19.2,5.93,23-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Aug-2019 - 00:00,0.2,,,0.61,748.21,59.33,28.43,,72.75,244.39,,248.44,2.45,0.97,9.01,8.39,16.37,24.76,19.22,4.91,24-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Aug-2019 - 00:00,0.2,,,0.6,748.13,55.98,29.42,,78.36,228.65,,299.82,2.39,0.91,9.95,9.59,20.71,30.2,18.47,4.56,25-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Aug-2019 - 00:00,0.2,,,0.6,747.78,54.6,30.74,,84.83,157.17,,268.39,2.38,1.06,13.32,19.13,27.73,46.73,15.21,5.43,26-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Aug-2019 - 00:00,0.26,,,0.49,747.83,48.66,25.16,,84.6,167.87,,283.85,2.42,1.16,21.15,14.81,16.03,30.58,24.15,4.76,27-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Aug-2019 - 00:00,0.31,,,0.4,747.97,47.97,26.89,,85.62,198.51,,261.96,2.15,1.13,23.26,8.14,13.08,21.19,27.12,6.12,28-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Aug-2019 - 00:00,0.35,,,0.61,747.91,38.6,22.57,,93.02,174.84,,203.65,2.43,1.51,14.7,7.23,9.57,16.8,26.56,4.73,29-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Aug-2019 - 00:00,0.4,,,0.88,748.11,59.34,26.97,,85.34,225.42,,191.57,2.85,1.41,9.7,7.86,9.28,17.14,30.72,5.59,30-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Aug-2019 - 00:00,0.4,,,0.89,747.89,56.58,30.29,,88.02,179.42,,251.4,1.99,1.06,6.88,7.92,8.81,16.73,27.19,7.13,31-Aug-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Aug-2019 - 00:00,0.4,,,0.88,748.07,35.68,24.0,,90.38,202.4,,205.27,1.75,1.41,7.59,8.88,8.01,16.89,23.43,10.02,01-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Sep-2019 - 00:00,0.4,,,0.89,748.02,58.19,35.49,,84.49,199.74,,209.49,1.81,1.18,5.8,7.61,6.31,13.93,31.99,13.28,02-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Sep-2019 - 00:00,0.4,,,0.89,748.13,53.45,25.6,,84.0,227.5,,195.74,2.52,1.34,6.79,8.3,8.28,16.58,32.32,14.24,03-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Sep-2019 - 00:00,0.4,,,0.89,748.03,56.48,29.95,,84.79,203.77,,207.51,2.22,1.2,6.09,8.22,7.1,15.37,31.36,13.88,04-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Sep-2019 - 00:00,0.37,,,0.89,747.67,45.48,26.91,,90.26,143.79,,261.83,1.99,1.39,6.16,8.04,7.13,15.16,25.1,13.89,05-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Sep-2019 - 00:00,0.3,,,0.89,748.07,49.9,21.32,,88.92,204.77,,248.66,2.07,1.33,5.5,7.4,6.78,14.18,13.8,13.94,06-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Sep-2019 - 00:00,0.36,,,1.02,747.77,75.49,30.83,,86.86,164.52,,244.81,2.13,1.22,12.08,10.24,13.15,23.24,12.98,12.4,07-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Sep-2019 - 00:00,0.39,,,1.0,747.81,74.55,30.82,,89.85,166.37,,215.94,2.02,1.09,16.31,12.96,19.44,32.42,14.59,10.67,08-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Sep-2019 - 00:00,0.4,,,1.0,747.89,70.73,28.15,,88.9,176.98,,232.6,1.87,0.99,9.03,11.27,14.04,25.31,15.3,11.89,09-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Sep-2019 - 00:00,0.4,,,1.0,747.61,81.78,33.21,,89.26,130.97,,242.28,1.9,1.14,5.31,10.24,11.14,21.32,14.68,10.76,10-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Sep-2019 - 00:00,0.4,,,1.0,747.94,76.26,32.92,,88.12,188.68,,231.96,2.0,0.99,2.12,7.61,2.17,9.46,18.63,11.61,11-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Sep-2019 - 00:00,0.46,,,0.83,747.92,71.22,31.98,,89.11,186.66,,258.79,2.11,1.01,6.05,13.35,6.1,18.61,15.2,10.27,12-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Sep-2019 - 00:00,0.5,,,0.7,747.9,100.86,35.34,,80.75,184.81,,275.67,2.42,0.72,7.59,9.33,8.86,17.95,19.72,9.07,13-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Sep-2019 - 00:00,0.5,,,0.7,747.56,89.3,37.67,,85.17,115.98,,285.4,2.25,0.89,18.84,11.17,12.9,24.07,16.7,10.32,14-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Sep-2019 - 00:00,0.51,,,0.7,747.15,90.48,39.0,,92.96,60.94,,282.96,2.23,0.12,25.38,10.55,76.76,83.51,13.5,42.36,15-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Sep-2019 - 00:00,0.5,,,0.7,748.0,104.22,39.9,,78.84,205.43,,281.79,2.3,0.63,12.55,7.76,5.11,12.87,18.09,9.75,16-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Sep-2019 - 00:00,0.46,,,0.89,748.13,110.0,40.33,,75.17,229.57,,299.0,2.39,0.49,16.88,8.12,8.83,16.95,19.25,9.77,17-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Sep-2019 - 00:00,0.4,,,1.2,748.06,103.18,45.14,,74.2,208.8,,282.71,2.21,0.6,17.11,9.78,13.52,23.3,14.18,9.73,18-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Sep-2019 - 00:00,0.4,,,1.21,748.13,97.21,48.79,,70.8,224.4,,225.67,2.1,0.43,15.58,9.68,18.01,27.13,17.74,10.17,19-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Sep-2019 - 00:00,0.34,,,1.01,748.19,70.01,40.54,,69.15,237.79,,171.94,1.75,0.55,22.62,12.47,30.98,41.52,34.33,9.74,20-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Sep-2019 - 00:00,0.29,,,0.89,747.83,54.59,25.28,,82.84,166.79,,208.72,1.82,0.71,19.6,11.52,30.13,41.04,29.01,11.5,21-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Sep-2019 - 00:00,0.36,,,0.95,748.06,69.38,26.78,,83.29,210.54,,182.0,1.97,0.81,21.45,12.49,43.01,55.51,28.36,9.6,22-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Sep-2019 - 00:00,0.41,,,0.99,748.03,73.64,28.52,,84.16,203.45,,217.92,1.85,0.53,14.88,10.44,21.34,31.7,31.26,9.92,23-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Sep-2019 - 00:00,0.4,,,0.98,748.16,66.44,27.68,,81.08,228.3,,214.58,1.79,1.0,9.83,8.74,13.0,21.74,34.86,9.33,24-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Sep-2019 - 00:00,0.4,,,1.0,748.14,68.11,30.09,,76.96,226.66,,190.22,1.73,1.12,9.84,8.19,13.95,22.13,41.74,9.49,25-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Sep-2019 - 00:00,0.29,,,1.59,747.85,82.92,42.51,,81.1,163.84,,134.66,1.56,1.34,10.02,8.85,14.16,23.02,41.35,9.47,26-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Sep-2019 - 00:00,0.2,,,1.82,747.81,71.18,31.62,,81.83,158.46,,151.61,1.79,1.26,10.38,8.52,11.28,19.79,27.34,9.77,27-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Sep-2019 - 00:00,0.2,,,1.26,747.89,44.27,19.56,,84.93,185.44,,202.45,2.48,0.95,11.62,7.34,9.43,16.77,15.29,6.96,28-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Sep-2019 - 00:00,0.25,,,1.11,747.66,70.43,31.49,,90.53,146.55,,182.91,2.27,0.96,12.78,8.76,13.92,22.68,19.43,19.29,29-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Sep-2019 - 00:00,0.3,,,1.0,747.68,84.66,35.4,,87.52,146.0,,212.07,2.45,1.02,14.44,9.72,6.12,15.81,17.5,7.49,30-Sep-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Sep-2019 - 00:00,0.3,,,1.0,747.65,73.83,41.2,,91.85,137.3,,135.33,2.23,1.21,13.58,15.02,20.61,35.63,21.17,6.25,01-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Oct-2019 - 00:00,0.36,,,0.58,748.2,95.55,40.4,,81.31,245.04,,250.42,2.11,1.35,17.49,10.84,22.36,33.2,39.74,6.43,02-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Oct-2019 - 00:00,0.4,,,0.3,747.98,116.39,53.76,,72.93,239.79,,266.0,2.16,1.16,26.06,9.63,40.34,49.86,22.06,10.23,03-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Oct-2019 - 00:00,0.34,,,0.33,748.02,100.73,52.14,,76.61,220.83,,242.72,2.08,1.05,19.65,9.07,29.1,38.16,29.01,7.07,04-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Oct-2019 - 00:00,0.27,,,0.7,748.21,94.01,51.05,,77.4,265.35,,232.79,2.12,1.03,23.72,9.6,23.53,33.03,36.83,6.85,05-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Oct-2019 - 00:00,0.2,,,1.08,747.92,81.14,46.52,,74.6,208.93,,220.88,1.97,0.9,23.33,7.98,19.23,27.21,43.68,7.8,06-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Oct-2019 - 00:00,0.16,,,1.19,748.07,77.86,41.43,,71.98,240.6,,229.0,2.3,0.89,16.99,6.87,15.54,22.41,23.01,9.2,07-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Oct-2019 - 00:00,0.18,,,1.06,748.18,63.33,41.76,,79.69,265.55,,217.75,2.03,1.09,19.92,10.36,17.75,28.11,24.65,8.88,08-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Oct-2019 - 00:00,0.19,,,0.96,748.12,76.42,45.25,,69.32,249.77,,291.33,2.19,0.87,18.37,7.12,17.61,24.73,28.52,8.04,09-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Oct-2019 - 00:00,0.18,,,0.97,748.02,83.68,47.99,,63.01,230.01,,265.37,2.15,0.93,22.35,9.13,20.69,29.8,18.9,7.52,10-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Oct-2019 - 00:00,0.23,,,1.41,748.1,65.09,35.17,,54.84,245.27,,273.51,2.17,0.51,21.41,8.01,15.02,23.02,27.66,7.66,11-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Oct-2019 - 00:00,0.36,,,2.21,748.1,66.1,40.14,,55.64,244.21,,263.65,2.17,0.65,17.47,11.21,15.22,26.42,23.76,9.27,12-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Oct-2019 - 00:00,0.36,,,2.2,748.03,71.2,45.74,,56.7,230.05,,243.16,2.11,0.65,16.17,11.15,15.08,26.23,23.79,9.19,13-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Oct-2019 - 00:00,0.36,,,2.22,748.09,70.67,44.56,,58.76,239.99,,296.27,2.26,0.55,13.97,8.54,13.52,22.05,23.9,9.43,14-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Oct-2019 - 00:00,0.36,,,2.19,748.04,79.6,48.66,,56.64,231.1,,281.14,2.3,0.86,13.89,10.9,14.92,25.82,22.18,9.51,15-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Oct-2019 - 00:00,0.3,,,1.28,748.0,94.18,51.9,,55.78,223.19,,259.02,2.19,0.92,17.81,13.75,11.56,24.36,22.54,8.81,16-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Oct-2019 - 00:00,0.26,,,0.53,747.98,107.39,42.82,,53.47,217.82,,235.47,2.08,0.98,16.02,22.78,12.12,20.62,23.52,9.13,17-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Oct-2019 - 00:00,0.29,,,0.59,748.02,105.82,44.64,,55.17,226.55,,260.27,2.24,0.88,14.65,8.27,17.11,25.36,34.99,8.59,18-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Oct-2019 - 00:00,0.36,,,0.77,747.44,133.51,56.56,,64.1,124.72,,271.07,2.26,0.9,12.23,7.75,11.9,19.58,29.5,12.24,19-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Oct-2019 - 00:00,0.36,,,0.78,748.02,123.11,62.0,,61.84,221.54,,221.27,2.04,0.89,15.65,6.94,11.82,18.76,32.32,9.28,20-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Oct-2019 - 00:00,0.74,,,1.38,747.99,165.14,66.28,,59.28,218.44,,246.88,2.13,1.0,37.47,17.21,33.19,50.4,37.04,9.06,21-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Oct-2019 - 00:00,0.98,,,1.4,747.81,157.36,54.52,,59.58,184.25,,245.77,2.11,1.15,49.82,9.51,22.12,31.23,26.5,9.19,22-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Oct-2019 - 00:00,1.0,,,1.0,747.87,142.51,47.05,,56.16,197.87,,259.08,2.15,1.09,50.09,6.12,18.18,24.06,23.39,9.51,23-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
23-Oct-2019 - 00:00,1.0,,,0.99,747.98,159.23,50.82,,50.79,216.9,,232.41,2.08,1.75,41.58,15.2,41.07,55.81,25.37,8.41,24-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
24-Oct-2019 - 00:00,2.01,,,1.9,747.93,170.42,65.5,,53.85,207.91,,251.83,2.17,1.93,25.27,21.68,41.69,63.36,20.46,8.33,25-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
25-Oct-2019 - 00:00,1.94,,,1.59,747.92,172.4,63.19,,48.14,210.8,,236.91,1.99,1.86,18.22,31.58,60.66,92.24,19.62,9.21,26-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
26-Oct-2019 - 00:00,1.52,,,1.09,747.6,157.94,59.73,,54.74,167.58,,238.68,2.08,1.18,16.04,21.88,50.14,72.02,22.02,10.77,27-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
27-Oct-2019 - 00:00,1.57,,,1.11,747.64,199.13,94.43,,65.83,167.4,,219.61,2.01,1.42,24.32,30.99,44.14,75.13,21.82,8.82,28-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
28-Oct-2019 - 00:00,1.07,,,0.57,747.76,166.15,117.38,,71.96,163.06,,202.91,1.9,1.11,22.5,21.72,20.62,42.34,37.16,11.22,29-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
29-Oct-2019 - 00:00,1.3,,,0.76,747.59,154.01,76.04,,76.34,127.45,,216.45,1.86,1.34,18.97,20.16,20.86,41.02,43.44,12.73,30-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
30-Oct-2019 - 00:00,1.49,,,1.13,748.05,102.04,45.29,,63.66,222.26,,192.04,1.84,1.6,20.71,22.33,23.24,45.57,38.68,13.96,31-Oct-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
31-Oct-2019 - 00:00,1.5,,,1.04,748.02,114.79,53.98,,64.0,218.34,,237.53,2.15,1.41,21.11,17.67,29.31,46.98,41.53,12.88,01-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
01-Nov-2019 - 00:00,1.76,,,1.31,747.93,135.57,57.94,,63.25,203.4,,257.67,2.14,1.77,22.14,24.57,26.7,51.28,43.8,12.92,02-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
02-Nov-2019 - 00:00,0.93,,,0.71,747.93,116.46,47.69,,62.6,204.11,,242.73,2.61,1.34,18.0,15.02,25.2,40.22,50.08,12.49,03-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
03-Nov-2019 - 00:00,0.66,,,0.46,747.9,60.9,23.67,,80.55,194.47,,212.21,1.98,1.19,18.04,15.1,18.66,33.77,42.09,12.65,04-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
04-Nov-2019 - 00:00,1.2,,,0.93,747.84,107.98,45.62,,73.56,184.11,,269.02,2.0,1.52,20.91,16.12,23.9,40.02,47.57,12.42,05-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
05-Nov-2019 - 00:00,1.56,,,1.16,747.95,126.74,52.9,,62.37,203.91,,273.8,2.26,1.63,22.98,17.8,28.97,46.77,45.27,10.27,06-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
06-Nov-2019 - 00:00,1.27,,,0.9,747.96,96.2,45.26,,63.34,201.55,,266.58,2.27,1.07,15.34,14.46,34.41,48.88,26.88,6.5,07-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
07-Nov-2019 - 00:00,2.12,,,2.05,747.82,83.59,47.43,,66.54,177.22,,252.49,2.23,0.83,15.64,13.1,31.82,44.92,18.51,4.54,08-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
08-Nov-2019 - 00:00,1.57,,,1.19,747.87,93.33,49.86,,71.79,187.43,,209.35,2.07,0.92,17.36,11.23,28.04,39.27,35.9,3.59,09-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
09-Nov-2019 - 00:00,1.65,,,0.86,747.88,146.48,89.65,,60.84,187.83,,252.28,2.08,1.12,15.89,7.52,31.36,38.88,69.23,7.43,10-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
10-Nov-2019 - 00:00,1.94,,,1.04,747.78,149.95,85.46,,64.04,169.88,,257.46,2.22,1.07,17.49,12.51,35.37,47.88,59.06,8.88,11-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
11-Nov-2019 - 00:00,2.54,,,1.73,747.76,146.57,78.96,,66.87,164.29,,233.26,2.52,1.45,18.41,18.15,41.84,60.0,39.06,8.96,12-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
12-Nov-2019 - 00:00,2.18,,,1.48,747.84,116.22,61.05,,63.08,182.11,,260.43,2.49,1.24,15.21,14.38,25.29,39.68,35.52,8.87,13-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
13-Nov-2019 - 00:00,2.41,,,1.86,747.84,105.78,50.05,,63.44,183.39,,228.67,2.6,1.3,15.64,17.03,29.74,46.77,32.94,9.4,14-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
14-Nov-2019 - 00:00,1.68,,,1.26,747.83,113.53,58.94,,60.47,184.99,,229.23,2.15,1.01,12.26,10.31,23.4,32.88,43.11,9.0,15-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
15-Nov-2019 - 00:00,2.05,,,1.51,747.79,114.14,63.24,,57.44,180.77,,252.11,2.18,1.17,23.65,9.82,21.61,31.43,52.09,10.53,16-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
16-Nov-2019 - 00:00,2.73,,,1.73,747.71,179.46,99.64,,60.79,166.38,,249.77,2.05,1.55,32.2,12.93,24.61,37.54,35.96,9.66,17-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
17-Nov-2019 - 00:00,1.92,,,1.02,747.75,144.08,72.2,,60.75,174.47,,252.0,2.03,1.19,18.49,7.96,15.01,22.97,37.96,8.56,18-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
18-Nov-2019 - 00:00,2.86,,,2.16,747.7,113.02,55.58,,60.23,164.38,,274.4,2.17,1.38,40.26,23.85,28.24,52.03,19.56,7.66,19-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
19-Nov-2019 - 00:00,2.78,,,2.11,747.39,108.03,59.46,,65.95,98.3,,255.11,2.15,1.46,38.34,19.62,20.89,40.52,14.04,9.22,20-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
20-Nov-2019 - 00:00,2.52,,,1.94,747.8,105.15,63.5,,64.13,182.83,,253.17,2.22,1.39,41.66,22.49,17.36,39.62,20.1,9.16,21-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
21-Nov-2019 - 00:00,2.84,,,2.19,747.82,116.47,56.6,,63.19,181.59,,250.62,2.24,1.59,44.96,23.79,20.6,43.27,23.12,9.2,22-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
22-Nov-2019 - 00:00,3.38,,,2.29,747.79,105.18,44.04,,61.46,172.18,,276.53,2.14,1.52,38.37,21.05,16.11,36.76,24.55,7.89,23-Nov-2019 - 00:00,"Ashok Nagar, Udaipur - RSPCB"
