from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Eth-Benzene,MP-Xylene,to date,station
04-Oct-2019 - 00:00,8.93,14.26,11.21,13.63,19.24,0.73,25.54,12.7,105.29,1.99,1.71,1.03,2.02,05-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Oct-2019 - 00:00,8.01,13.61,9.63,13.8,14.72,0.67,26.15,12.83,61.53,2.03,1.79,0.89,1.85,06-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Oct-2019 - 00:00,8.48,11.96,11.46,13.86,17.07,0.79,30.55,21.62,90.65,2.68,1.98,0.93,1.9,07-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Oct-2019 - 00:00,8.47,12.14,11.26,13.67,18.75,0.77,29.71,12.76,98.21,2.59,1.93,0.9,1.84,08-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Oct-2019 - 00:00,8.01,12.84,9.9,13.84,19.44,0.6,21.68,14.53,78.88,1.95,2.05,0.84,1.76,09-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Oct-2019 - 00:00,17.51,30.01,19.45,15.32,25.9,0.75,39.74,32.32,166.43,3.57,2.33,2.7,4.01,10-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Oct-2019 - 00:00,17.82,12.11,23.52,14.27,30.29,1.05,30.04,77.45,209.31,5.81,3.38,3.63,5.49,11-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Oct-2019 - 00:00,15.83,9.31,13.98,9.94,18.34,0.52,60.88,60.95,203.89,2.19,0.97,0.66,1.29,12-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Oct-2019 - 00:00,12.79,11.92,18.26,10.71,22.44,0.75,51.18,91.39,249.12,3.87,1.54,1.29,2.26,13-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Oct-2019 - 00:00,13.63,11.57,16.9,10.36,22.79,0.79,51.45,58.36,239.97,4.63,1.94,1.81,3.01,14-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Oct-2019 - 00:00,13.56,10.31,14.82,14.88,23.19,0.76,55.89,28.85,215.44,3.81,1.54,0.98,2.11,15-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Oct-2019 - 00:00,15.87,24.2,40.0,30.18,28.18,1.1,51.55,31.75,309.61,9.51,2.6,8.56,8.37,16-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Oct-2019 - 00:00,15.23,15.19,19.24,24.78,17.35,0.82,43.17,110.08,270.48,5.61,1.23,1.66,3.48,17-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Oct-2019 - 00:00,15.22,13.68,17.45,26.73,17.53,0.97,31.54,85.38,144.24,6.23,1.69,1.46,3.5,18-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Oct-2019 - 00:00,14.91,12.36,15.78,26.79,17.37,0.84,29.97,69.0,118.1,5.26,1.44,1.22,2.87,19-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Oct-2019 - 00:00,17.86,8.26,16.12,24.05,8.19,0.77,29.94,62.81,130.21,2.26,1.15,1.68,2.16,20-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Oct-2019 - 00:00,11.29,7.32,16.92,25.77,10.57,0.73,27.94,48.77,110.18,2.93,1.06,0.92,1.8,21-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Oct-2019 - 00:00,14.01,7.4,14.91,23.18,16.75,0.99,23.91,99.92,148.12,3.54,1.41,0.81,1.88,22-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Oct-2019 - 00:00,5.73,3.57,16.51,25.37,12.44,0.71,29.44,58.57,72.01,3.2,1.25,0.77,1.71,23-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Oct-2019 - 00:00,6.97,3.31,20.16,25.41,14.11,0.92,30.53,75.08,108.32,4.97,1.36,1.09,2.4,24-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Oct-2019 - 00:00,7.12,3.88,46.73,25.89,15.18,1.21,24.82,72.6,106.73,9.06,1.52,3.66,4.63,25-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Oct-2019 - 00:00,4.0,3.42,22.53,25.44,12.03,1.03,26.05,42.29,239.29,6.98,1.14,1.57,2.8,26-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Oct-2019 - 00:00,17.61,3.49,30.26,24.98,14.36,1.3,22.93,52.95,327.21,8.88,1.59,2.12,4.26,27-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Oct-2019 - 00:00,15.83,3.22,19.07,24.69,15.63,1.11,14.44,43.88,197.61,6.38,1.41,1.86,4.1,28-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Oct-2019 - 00:00,7.0,3.29,17.16,25.32,16.74,1.16,15.72,38.58,207.29,5.83,1.42,1.13,2.71,29-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Oct-2019 - 00:00,4.74,4.14,33.67,25.71,18.38,1.73,8.0,47.81,299.01,8.9,1.47,2.0,4.27,30-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Oct-2019 - 00:00,3.92,4.5,34.65,25.78,18.67,1.83,8.24,49.87,266.99,10.25,1.86,3.21,6.03,31-Oct-2019 - 00:00,"Murthal, Sonipat - HSPCB"
31-Oct-2019 - 00:00,3.47,4.88,27.64,25.25,19.42,1.52,10.56,31.92,172.68,8.15,1.49,1.95,4.16,01-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Nov-2019 - 00:00,7.07,5.96,28.52,25.61,20.63,1.95,15.34,43.53,293.47,10.56,1.61,2.83,4.65,02-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Nov-2019 - 00:00,6.32,5.8,25.22,25.21,21.76,1.71,7.81,31.94,201.63,8.5,1.4,1.53,3.34,03-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Nov-2019 - 00:00,5.97,6.08,25.43,25.13,23.12,2.96,6.11,147.95,309.05,15.61,1.8,2.33,5.45,04-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
04-Nov-2019 - 00:00,8.01,5.82,23.74,25.18,24.29,1.66,6.02,108.37,165.74,8.94,1.41,1.44,3.49,05-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Nov-2019 - 00:00,27.41,11.49,20.62,25.33,24.2,1.15,10.3,104.83,213.72,5.45,1.03,0.9,2.4,06-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Nov-2019 - 00:00,27.92,21.42,31.98,27.52,27.89,1.02,12.1,116.87,189.82,5.99,2.12,2.42,4.46,07-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Nov-2019 - 00:00,33.32,19.26,28.55,26.97,17.66,1.07,9.6,139.49,185.47,6.94,1.59,2.66,4.82,08-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Nov-2019 - 00:00,21.41,18.73,32.02,27.71,19.87,0.86,13.95,86.82,129.05,5.4,1.32,1.68,3.02,09-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Nov-2019 - 00:00,25.29,14.31,21.22,25.28,19.16,0.82,13.07,95.78,124.18,2.61,0.83,0.69,1.48,10-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Nov-2019 - 00:00,29.49,13.66,19.0,25.95,16.44,0.98,13.07,106.29,136.48,4.39,1.18,0.88,2.11,11-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Nov-2019 - 00:00,27.17,14.51,19.96,26.61,19.24,1.25,9.42,122.84,149.64,1.49,0.33,0.27,0.69,12-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Nov-2019 - 00:00,18.32,11.21,22.1,24.36,19.5,1.71,8.84,152.47,223.21,0.0,0.0,0.0,0.0,13-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Nov-2019 - 00:00,6.81,5.38,23.36,25.19,16.54,1.59,6.56,98.88,175.38,3.86,0.75,0.67,1.46,14-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Nov-2019 - 00:00,5.13,5.32,30.75,25.26,17.12,1.68,6.0,90.13,175.22,8.07,1.48,3.19,4.4,15-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Nov-2019 - 00:00,4.5,5.23,27.1,25.37,17.95,1.89,6.0,124.64,177.07,9.47,1.46,2.01,3.89,16-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Nov-2019 - 00:00,7.97,5.3,22.03,25.08,19.11,1.2,5.99,95.44,305.57,4.97,1.16,1.16,2.41,17-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Nov-2019 - 00:00,54.27,26.01,22.64,24.41,20.53,0.99,19.91,71.11,162.17,2.65,0.79,0.62,1.43,19-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Nov-2019 - 00:00,22.8,16.52,25.39,26.72,21.82,0.92,20.56,92.61,139.65,5.94,1.54,1.33,2.96,20-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Nov-2019 - 00:00,25.68,24.09,38.65,30.27,26.44,1.18,19.4,71.97,120.97,7.24,1.35,3.0,4.26,21-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Nov-2019 - 00:00,15.07,41.84,86.57,35.82,23.32,1.57,19.1,71.08,135.91,10.63,1.69,6.25,6.61,22-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Nov-2019 - 00:00,22.31,20.4,31.22,27.53,25.81,1.63,20.47,57.34,198.54,7.9,1.13,2.18,3.94,23-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Nov-2019 - 00:00,25.47,13.62,20.06,25.65,24.23,1.2,17.78,21.19,105.95,4.21,0.93,1.0,1.95,24-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Nov-2019 - 00:00,23.06,13.09,21.24,25.62,26.81,1.06,17.27,15.19,104.14,3.84,0.9,0.81,1.74,25-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Nov-2019 - 00:00,13.9,5.91,20.75,23.72,26.16,0.79,19.32,60.56,180.9,2.87,0.49,3.33,2.63,26-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Nov-2019 - 00:00,9.8,5.16,23.34,25.26,28.33,0.97,17.54,59.64,103.73,5.65,0.89,2.07,2.63,27-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Nov-2019 - 00:00,16.39,5.07,20.82,24.87,28.81,0.89,17.15,28.09,51.65,3.13,0.77,1.3,1.89,28-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Nov-2019 - 00:00,15.05,4.92,17.45,25.15,20.43,0.87,17.57,15.3,53.44,1.71,0.47,0.49,0.79,29-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Nov-2019 - 00:00,47.06,15.81,20.88,24.88,24.62,0.71,12.23,35.9,86.08,2.77,0.45,0.52,1.16,30-Nov-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Nov-2019 - 00:00,26.67,13.04,19.79,25.07,21.21,0.93,6.51,47.44,89.32,0.62,0.12,0.12,0.27,01-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
01-Dec-2019 - 00:00,24.2,14.6,22.81,25.28,18.9,0.99,6.44,48.34,84.68,0.0,0.0,0.0,0.0,02-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
02-Dec-2019 - 00:00,14.83,10.31,25.96,23.89,6.15,1.21,8.9,56.8,82.21,0.0,0.0,0.0,0.0,03-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
03-Dec-2019 - 00:00,3.24,5.13,29.85,25.11,,1.23,10.25,43.42,81.6,0.0,0.0,0.0,0.0,04-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
04-Dec-2019 - 00:00,3.85,5.21,54.27,25.02,26.4,1.67,8.78,36.89,78.2,3.22,0.45,1.12,1.92,05-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
05-Dec-2019 - 00:00,23.16,12.44,109.51,27.4,25.19,2.17,18.78,43.86,102.52,10.27,1.18,9.17,8.83,06-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
06-Dec-2019 - 00:00,19.64,27.72,42.38,25.84,19.57,1.85,11.42,21.54,82.02,5.93,0.88,1.45,2.59,07-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
07-Dec-2019 - 00:00,23.82,21.93,31.9,24.63,22.45,2.0,10.42,20.86,59.39,3.76,0.6,1.14,1.81,08-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
08-Dec-2019 - 00:00,21.89,22.59,34.81,25.63,25.51,2.25,9.15,18.63,73.41,3.43,0.66,0.89,1.71,09-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
09-Dec-2019 - 00:00,24.38,21.09,30.98,25.87,26.88,2.42,9.37,19.97,59.67,2.66,0.42,0.53,1.2,10-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
10-Dec-2019 - 00:00,27.31,25.02,36.74,28.11,28.64,2.89,8.33,27.04,76.8,3.7,0.5,0.92,1.9,11-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
11-Dec-2019 - 00:00,23.0,37.64,66.22,32.81,25.75,3.18,7.98,31.74,80.18,4.17,0.5,2.01,2.32,12-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
12-Dec-2019 - 00:00,32.78,18.82,22.2,26.89,27.34,3.16,7.43,27.41,62.07,5.22,0.43,1.18,1.74,13-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
13-Dec-2019 - 00:00,45.45,9.13,12.19,23.32,9.29,1.71,7.7,15.62,141.87,0.29,0.06,0.06,0.11,14-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
14-Dec-2019 - 00:00,21.31,2.73,14.4,23.35,11.63,0.55,7.2,6.65,27.22,1.72,0.39,0.58,1.05,15-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
15-Dec-2019 - 00:00,16.09,2.55,14.39,24.83,12.43,0.55,7.22,7.95,67.24,2.3,0.53,0.65,1.26,16-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
16-Dec-2019 - 00:00,12.74,2.41,16.13,24.31,9.68,0.75,7.38,21.45,93.77,2.05,0.5,0.44,0.92,17-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
17-Dec-2019 - 00:00,9.09,2.71,19.47,25.0,15.05,0.7,7.07,13.06,62.48,3.01,0.5,0.63,1.26,18-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
18-Dec-2019 - 00:00,6.4,3.06,27.41,25.25,20.23,0.78,6.9,17.18,62.39,4.02,0.61,1.61,1.9,19-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
19-Dec-2019 - 00:00,16.38,3.23,51.8,24.11,15.18,1.3,6.78,26.07,132.94,5.83,0.59,5.74,4.19,20-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
20-Dec-2019 - 00:00,29.21,3.19,34.87,25.14,9.83,2.91,6.8,30.41,333.26,9.51,0.9,2.15,3.68,21-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
21-Dec-2019 - 00:00,32.61,2.95,30.72,25.31,14.88,4.12,7.0,25.26,441.6,6.52,0.73,1.9,2.73,22-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
22-Dec-2019 - 00:00,41.88,2.92,24.66,25.01,19.25,3.6,7.01,19.13,490.68,4.99,0.66,1.1,1.97,23-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
23-Dec-2019 - 00:00,45.68,3.6,22.85,25.12,21.94,3.47,7.05,16.85,310.75,4.43,0.56,0.7,1.47,24-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
24-Dec-2019 - 00:00,45.9,3.03,31.09,25.24,21.78,3.44,9.19,23.41,405.23,5.45,0.7,2.26,2.59,25-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
25-Dec-2019 - 00:00,52.58,3.23,18.53,25.03,23.85,3.15,7.05,19.95,397.78,3.66,0.54,0.83,1.44,26-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
26-Dec-2019 - 00:00,47.82,3.31,21.45,25.42,25.79,2.55,8.62,31.62,270.5,3.42,0.46,0.6,1.17,27-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
27-Dec-2019 - 00:00,39.91,3.4,28.89,25.42,26.41,2.04,6.74,85.17,334.12,5.34,0.54,1.22,2.08,28-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
28-Dec-2019 - 00:00,41.43,3.41,26.33,25.44,23.87,3.24,9.64,62.37,146.95,6.47,0.61,1.64,2.62,29-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
29-Dec-2019 - 00:00,47.19,3.51,24.75,25.39,27.67,4.36,11.88,60.62,144.28,6.72,0.61,1.22,2.03,30-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
30-Dec-2019 - 00:00,40.95,3.21,26.29,25.09,24.5,5.33,9.33,34.79,156.99,9.88,0.63,1.82,3.14,31-Dec-2019 - 00:00,"Murthal, Sonipat - HSPCB"
31-Dec-2019 - 00:00,58.63,2.67,14.56,23.83,26.13,4.83,7.0,29.18,141.58,9.0,0.51,0.98,1.9,01-Jan-2020 - 00:00,"Murthal, Sonipat - HSPCB"
