from date,NO2,NH3,NO,NOx,SO2,CO,Ozone,PM2.5,PM10,Benzene,Temp,WD,RH,BP,Toluene,to date,station
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Sep-2019 - 00:00,20.67,2.45,3.0,13.43,14.39,0.74,6.07,6.83,19.35,0.1,24.95,117.48,63.69,705.87,0.55,03-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Sep-2019 - 00:00,20.93,2.91,3.16,13.7,9.73,0.75,6.67,5.39,19.0,0.1,26.31,123.23,69.27,705.3,0.7,04-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Sep-2019 - 00:00,20.73,2.23,3.5,13.87,6.85,0.79,7.4,7.69,21.5,0.1,24.73,114.99,75.45,704.96,0.64,05-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Sep-2019 - 00:00,19.75,2.74,3.67,13.5,8.82,0.8,6.92,7.64,24.2,0.11,25.52,121.77,70.71,704.86,0.67,06-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Sep-2019 - 00:00,19.97,2.76,3.69,13.62,8.81,0.82,6.95,8.5,29.05,0.1,26.37,121.2,67.03,704.78,0.65,07-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Sep-2019 - 00:00,20.07,3.76,3.78,13.74,9.43,0.84,6.38,9.67,38.38,0.11,25.96,115.41,67.41,705.46,0.69,08-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Sep-2019 - 00:00,16.81,3.56,3.15,11.51,13.62,0.7,6.78,9.59,32.38,0.11,22.07,120.68,68.09,706.75,0.54,09-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Sep-2019 - 00:00,19.74,3.36,3.64,13.45,7.69,0.8,7.06,9.88,42.99,0.12,25.83,116.42,66.46,706.49,0.79,10-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Sep-2019 - 00:00,19.22,2.79,3.41,13.0,10.26,0.77,7.51,11.29,38.94,0.1,24.88,116.81,65.92,706.45,0.71,11-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Sep-2019 - 00:00,20.72,3.13,4.29,14.5,12.58,0.86,6.95,13.78,59.16,0.13,26.09,119.8,63.5,707.27,0.79,12-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Sep-2019 - 00:00,19.2,2.91,3.8,13.3,12.94,0.81,7.34,11.76,52.96,0.11,25.59,123.41,63.49,708.7,0.7,13-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Sep-2019 - 00:00,18.63,2.49,3.84,13.05,14.03,0.81,6.63,11.53,38.86,0.13,24.89,128.51,61.02,709.12,0.91,14-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Sep-2019 - 00:00,19.47,3.04,3.83,13.46,13.72,0.82,6.93,13.25,46.28,0.12,25.04,128.71,60.85,708.39,0.77,15-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Sep-2019 - 00:00,20.67,3.56,3.54,13.86,13.32,0.79,7.17,16.49,50.95,0.12,24.81,134.6,59.78,708.05,0.63,16-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Sep-2019 - 00:00,20.71,2.79,3.91,14.19,13.79,0.82,6.9,11.17,27.33,0.15,24.9,138.82,70.23,706.93,0.91,17-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Sep-2019 - 00:00,23.24,2.36,5.19,16.58,11.68,0.95,5.61,14.51,33.48,0.17,26.01,149.28,76.6,706.18,1.26,18-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Sep-2019 - 00:00,22.06,3.23,4.12,15.08,13.01,0.84,6.83,12.0,40.23,0.14,25.7,134.19,71.53,706.0,0.88,19-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Sep-2019 - 00:00,19.59,6.37,7.33,16.05,11.08,0.98,6.58,16.55,60.43,0.22,27.46,132.07,70.76,706.27,1.29,20-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Sep-2019 - 00:00,12.02,12.2,0.5,7.6,,0.37,1.91,5.91,12.72,0.1,,128.0,87.5,708.0,0.35,21-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Sep-2019 - 00:00,10.71,1.79,2.53,7.74,17.7,0.46,9.6,7.83,15.82,0.11,27.65,214.36,78.21,707.04,0.78,24-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Sep-2019 - 00:00,10.01,3.92,3.09,7.49,16.09,0.47,11.5,8.02,18.82,0.14,23.86,150.92,74.27,707.32,0.64,25-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Sep-2019 - 00:00,11.21,3.83,2.32,7.64,12.3,0.42,11.02,11.22,23.09,0.1,19.14,197.4,73.3,707.15,0.55,26-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Sep-2019 - 00:00,15.17,3.33,3.4,10.63,13.16,0.53,8.02,18.52,35.79,0.1,21.93,191.15,71.8,710.18,0.92,27-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Sep-2019 - 00:00,16.25,4.81,3.57,11.33,15.31,0.54,9.54,20.87,44.74,0.11,24.55,233.14,68.22,712.17,0.6,28-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Sep-2019 - 00:00,12.38,4.57,2.73,8.61,15.85,0.61,10.65,22.18,35.61,0.11,20.98,210.45,66.95,711.15,0.4,29-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Sep-2019 - 00:00,13.07,5.53,3.01,9.2,15.87,0.71,8.63,35.61,47.93,0.12,22.77,232.18,65.72,711.31,0.39,30-Sep-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Sep-2019 - 00:00,11.4,5.25,3.04,8.27,14.41,0.76,8.48,14.76,38.71,0.11,21.06,257.82,61.27,710.65,0.39,01-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Oct-2019 - 00:00,15.11,4.13,3.19,10.43,15.22,0.85,9.87,21.52,47.01,0.14,22.39,178.53,71.09,710.52,0.79,02-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Oct-2019 - 00:00,13.92,4.17,2.45,8.99,11.47,0.61,12.51,20.75,38.39,0.2,24.76,222.88,74.35,710.02,0.88,03-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Oct-2019 - 00:00,14.2,4.19,2.75,9.6,14.59,0.58,12.19,23.21,38.32,0.16,23.04,210.9,70.77,709.69,0.8,04-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Oct-2019 - 00:00,13.32,2.73,2.45,8.87,10.68,0.55,16.57,23.29,44.4,0.15,24.85,180.07,65.07,709.19,1.08,05-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Oct-2019 - 00:00,14.51,4.88,3.12,10.06,13.71,0.61,13.91,15.36,33.32,0.17,24.93,204.78,73.38,708.79,0.85,06-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Oct-2019 - 00:00,15.81,4.31,3.02,10.67,15.21,0.6,12.58,23.22,41.01,0.18,23.5,189.06,70.3,709.23,0.78,07-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Oct-2019 - 00:00,15.41,3.59,2.64,10.14,15.85,0.57,12.75,19.15,35.86,0.19,22.16,191.55,68.58,709.49,1.28,08-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Oct-2019 - 00:00,14.88,5.0,2.87,10.05,15.31,0.59,13.31,17.07,35.19,0.14,24.29,200.66,68.26,709.1,0.83,09-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Oct-2019 - 00:00,13.63,5.51,3.15,9.56,11.7,0.61,15.63,20.29,27.12,0.24,26.0,198.76,63.59,708.68,0.82,10-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Oct-2019 - 00:00,13.28,5.94,2.62,8.99,13.39,0.56,15.53,22.01,34.34,0.19,25.04,217.75,68.73,708.77,0.77,11-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Oct-2019 - 00:00,12.55,5.65,2.56,8.55,15.52,0.56,12.98,30.97,46.22,0.15,23.44,230.29,66.37,708.55,0.71,12-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Oct-2019 - 00:00,10.87,6.68,2.54,7.65,15.82,0.56,10.23,22.74,38.55,0.16,21.9,250.09,67.02,709.22,0.39,13-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Oct-2019 - 00:00,9.0,7.59,2.7,6.78,12.77,0.57,6.25,11.11,18.8,0.14,24.02,265.17,67.22,709.6,0.3,14-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Oct-2019 - 00:00,10.09,6.85,2.76,7.42,12.61,0.58,7.59,10.5,29.4,0.1,22.65,260.93,66.69,709.91,0.29,15-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Oct-2019 - 00:00,11.37,6.1,4.79,9.74,15.93,0.77,10.39,13.95,31.26,0.1,25.75,263.66,69.6,709.47,0.24,16-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Oct-2019 - 00:00,6.24,3.99,1.93,4.68,13.95,0.5,11.37,7.5,15.68,0.12,26.05,272.78,72.6,709.21,0.29,17-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Oct-2019 - 00:00,6.53,3.85,1.96,4.87,10.23,0.5,8.96,7.32,9.25,0.13,24.79,276.12,75.03,709.32,0.24,18-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Oct-2019 - 00:00,5.88,3.75,1.91,4.48,10.83,0.5,9.52,14.23,35.42,0.15,22.57,272.14,72.23,709.31,0.27,19-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Oct-2019 - 00:00,5.5,3.59,1.96,4.33,12.87,0.51,15.0,37.17,42.89,0.16,23.67,278.43,70.75,709.83,0.22,20-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Oct-2019 - 00:00,5.78,3.86,1.87,4.4,14.49,0.5,28.73,12.66,21.5,0.11,24.01,272.29,73.86,709.36,0.17,21-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Oct-2019 - 00:00,5.69,3.61,1.96,4.42,10.2,0.5,30.99,11.63,23.28,0.1,24.36,268.1,64.88,708.12,0.24,22-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Oct-2019 - 00:00,10.38,2.86,2.52,7.37,11.14,0.56,28.61,13.57,32.62,0.19,25.21,164.1,72.8,707.61,0.93,23-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Oct-2019 - 00:00,8.45,3.42,3.33,7.0,15.16,0.63,20.81,12.22,38.0,0.12,26.94,133.11,68.39,706.89,0.82,24-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Oct-2019 - 00:00,7.0,3.51,2.56,5.6,16.49,0.56,25.25,11.33,38.54,0.11,26.5,113.05,63.58,707.6,0.54,25-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Oct-2019 - 00:00,9.08,2.75,2.63,6.77,15.11,0.57,22.64,14.36,41.02,0.18,24.09,125.22,67.18,707.72,0.67,26-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Oct-2019 - 00:00,7.79,3.21,1.96,5.53,17.2,0.5,16.63,13.07,20.57,0.15,20.9,188.21,72.21,707.57,0.59,27-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Oct-2019 - 00:00,9.1,2.87,2.04,6.31,11.82,0.51,24.55,59.25,58.06,0.22,27.61,183.62,79.19,710.88,0.57,28-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Oct-2019 - 00:00,7.37,3.05,2.06,5.4,11.94,0.51,22.62,24.51,32.92,0.12,25.97,258.58,70.95,709.83,0.36,29-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Oct-2019 - 00:00,7.02,3.21,1.95,5.12,15.31,0.5,23.26,16.05,26.85,0.13,25.31,273.4,74.52,709.72,0.28,30-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Oct-2019 - 00:00,5.09,3.83,1.97,4.11,16.79,0.51,28.73,6.59,13.97,0.1,22.61,279.82,78.18,709.0,0.14,31-Oct-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
31-Oct-2019 - 00:00,4.64,3.51,1.74,3.69,14.14,0.48,29.79,9.83,18.01,0.1,22.1,269.16,73.86,708.53,0.28,01-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Nov-2019 - 00:00,7.81,2.84,2.13,5.69,13.28,0.52,34.99,15.27,30.38,0.12,22.21,247.66,64.27,709.2,0.39,02-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Nov-2019 - 00:00,6.18,3.07,1.47,4.27,14.85,0.46,27.99,15.5,27.5,,23.53,271.0,80.67,709.67,0.22,03-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Nov-2019 - 00:00,,,,,,,,,,,,,,,,04-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Nov-2019 - 00:00,16.31,2.55,2.48,10.5,10.58,0.55,32.19,46.26,114.96,0.3,25.45,232.67,43.87,711.11,1.15,05-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Nov-2019 - 00:00,15.71,1.9,3.53,11.02,15.6,0.65,32.96,49.83,104.42,0.2,26.53,215.55,57.8,710.01,0.99,06-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Nov-2019 - 00:00,13.61,1.8,2.46,9.04,15.76,0.55,44.32,54.86,107.53,0.17,26.16,215.09,57.64,708.36,1.19,07-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Nov-2019 - 00:00,19.15,1.98,2.52,12.03,11.53,0.56,48.59,69.6,149.73,0.32,26.49,188.72,50.58,707.92,1.86,08-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Nov-2019 - 00:00,17.33,1.51,2.46,11.02,12.41,0.55,43.77,69.08,133.82,0.23,23.29,192.09,65.09,708.8,1.68,09-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Nov-2019 - 00:00,15.89,2.21,1.94,9.83,14.9,0.5,41.71,40.68,82.86,0.17,26.31,226.73,54.53,709.06,1.11,10-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Nov-2019 - 00:00,11.89,4.72,1.86,7.64,14.87,0.49,50.38,58.05,88.56,0.13,26.06,223.32,63.02,709.38,0.65,11-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Nov-2019 - 00:00,12.75,5.8,2.12,8.31,11.41,0.52,46.2,55.67,90.91,0.17,25.8,226.2,61.27,709.28,0.67,12-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Nov-2019 - 00:00,7.31,7.29,1.7,5.08,12.72,0.48,49.61,31.43,50.24,0.13,25.58,267.95,61.58,710.17,0.31,13-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Nov-2019 - 00:00,8.91,6.89,2.37,6.46,13.5,0.54,45.14,35.45,64.67,0.15,25.59,245.76,62.47,710.79,0.35,14-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Nov-2019 - 00:00,7.43,6.92,2.04,5.41,12.05,0.51,41.76,26.38,49.34,0.13,25.9,260.11,74.72,710.78,0.29,15-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Nov-2019 - 00:00,7.33,6.52,2.13,5.43,5.86,0.52,25.76,21.9,47.6,0.13,27.68,265.58,72.5,710.55,0.32,16-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Nov-2019 - 00:00,7.92,6.12,2.0,5.64,6.11,0.51,27.36,21.54,38.69,0.13,26.53,268.93,67.26,710.53,0.33,17-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Nov-2019 - 00:00,7.94,6.56,1.96,5.61,7.41,0.5,38.51,31.84,50.62,0.13,26.67,254.81,61.71,710.93,0.24,18-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Nov-2019 - 00:00,8.27,6.29,2.07,5.89,8.6,0.51,35.15,31.55,55.88,0.14,26.44,266.25,67.52,710.76,0.3,19-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Nov-2019 - 00:00,6.0,6.46,1.98,4.61,8.32,0.51,26.81,16.89,38.26,0.13,26.41,252.09,64.85,710.52,0.22,20-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Nov-2019 - 00:00,6.84,6.39,2.03,5.08,8.96,0.51,32.09,29.46,46.75,0.19,26.49,252.0,71.9,709.98,0.32,21-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Nov-2019 - 00:00,8.41,6.39,2.07,5.95,7.27,0.66,40.99,52.99,74.18,0.17,26.4,262.67,69.05,710.95,0.27,22-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Nov-2019 - 00:00,8.14,6.54,1.99,5.75,6.16,0.73,41.96,42.84,64.56,0.42,26.52,251.65,68.61,711.91,1.94,23-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Nov-2019 - 00:00,9.71,5.9,1.92,6.53,7.26,0.73,40.31,40.11,69.77,0.4,25.33,243.85,61.31,711.78,1.98,24-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Nov-2019 - 00:00,9.78,5.46,2.3,6.87,24.71,0.76,37.45,74.16,107.92,0.32,21.49,253.85,64.41,710.81,2.05,25-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Nov-2019 - 00:00,8.92,5.08,2.04,6.21,9.94,0.74,42.73,45.99,76.21,0.85,25.63,260.9,65.59,710.61,1.91,26-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Nov-2019 - 00:00,7.66,6.65,1.96,5.47,13.11,0.73,48.52,46.77,80.68,0.99,25.18,261.27,61.26,709.71,1.9,27-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Nov-2019 - 00:00,8.01,5.98,2.02,5.7,9.71,0.74,44.31,49.75,76.94,1.11,26.67,264.59,67.72,709.72,1.87,28-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
28-Nov-2019 - 00:00,8.79,5.39,2.31,6.35,13.83,0.77,29.02,46.33,74.69,1.02,25.14,253.4,72.79,710.4,1.95,29-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
29-Nov-2019 - 00:00,7.39,5.35,2.18,5.49,17.5,0.75,23.25,32.55,45.25,1.0,25.0,243.48,76.64,710.98,1.97,30-Nov-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
30-Nov-2019 - 00:00,7.35,7.74,7.05,6.66,15.27,1.2,18.76,14.43,19.75,0.2,26.88,277.35,79.96,710.85,14.4,01-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
01-Dec-2019 - 00:00,1.11,8.57,6.73,4.71,13.02,1.16,22.91,16.93,22.75,0.2,25.86,277.02,77.67,710.12,1.16,02-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
02-Dec-2019 - 00:00,7.34,7.94,7.13,7.32,11.96,1.22,25.98,13.0,28.41,0.22,25.79,282.75,74.89,710.69,19.54,03-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
03-Dec-2019 - 00:00,5.92,9.22,6.97,8.5,8.46,1.2,29.09,30.18,44.49,0.19,25.95,280.78,64.28,710.84,15.2,04-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
04-Dec-2019 - 00:00,9.92,6.3,7.03,10.67,9.51,1.21,39.4,33.54,59.72,0.17,25.69,278.06,67.75,711.61,50.56,05-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
05-Dec-2019 - 00:00,13.03,4.04,6.97,12.28,12.78,1.2,42.15,54.96,84.88,0.21,25.21,251.44,68.15,713.03,90.15,06-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
06-Dec-2019 - 00:00,12.31,4.91,7.08,11.99,14.48,1.21,48.86,65.12,97.17,0.18,24.42,256.01,66.36,712.21,93.22,07-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
07-Dec-2019 - 00:00,14.58,4.86,7.4,13.44,8.36,1.24,36.91,33.35,63.28,0.24,26.9,251.65,73.62,711.69,119.08,08-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
08-Dec-2019 - 00:00,12.08,5.95,7.02,11.81,10.17,1.21,36.23,15.76,34.49,0.18,27.46,260.96,71.79,712.09,116.46,09-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
09-Dec-2019 - 00:00,11.43,5.99,7.29,11.69,10.13,1.23,36.22,11.91,38.62,0.14,25.83,256.66,62.66,711.76,125.52,10-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
10-Dec-2019 - 00:00,11.5,5.94,7.13,11.6,13.67,1.22,32.46,13.79,43.79,0.18,25.18,249.86,62.76,710.71,115.39,11-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
11-Dec-2019 - 00:00,13.38,5.44,7.17,12.63,8.53,1.22,34.33,17.25,51.67,0.16,23.72,202.88,58.32,709.73,104.65,12-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
12-Dec-2019 - 00:00,12.07,5.87,7.24,12.0,13.07,1.23,37.58,21.09,47.96,0.19,25.83,221.36,62.11,709.88,111.94,13-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
13-Dec-2019 - 00:00,11.76,6.02,7.01,11.63,6.77,1.21,42.11,23.17,52.47,0.17,26.78,247.99,60.38,710.74,123.88,14-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
14-Dec-2019 - 00:00,9.77,6.45,7.1,10.66,9.92,1.15,31.17,22.59,45.45,0.21,27.68,259.72,67.55,712.27,124.12,15-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
15-Dec-2019 - 00:00,12.07,5.46,7.22,11.96,8.11,1.08,36.02,22.81,39.21,0.24,29.82,258.47,62.98,711.68,149.17,16-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
16-Dec-2019 - 00:00,12.0,5.58,7.31,12.01,8.52,0.93,30.09,17.08,53.15,0.21,27.93,239.07,67.96,711.36,138.84,17-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
17-Dec-2019 - 00:00,11.78,5.82,7.15,11.76,14.42,0.88,36.41,29.84,58.47,0.19,24.74,230.12,62.95,711.79,118.57,18-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
18-Dec-2019 - 00:00,12.9,5.71,7.22,12.41,8.58,0.88,38.09,31.52,70.79,0.24,23.79,227.45,67.03,712.39,108.55,19-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
19-Dec-2019 - 00:00,12.43,5.93,7.2,12.15,12.49,0.88,33.34,34.3,79.17,0.32,24.99,259.46,64.17,711.52,114.37,20-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
20-Dec-2019 - 00:00,15.5,4.38,7.83,14.3,6.96,0.94,26.8,31.04,67.84,0.26,28.83,227.99,61.69,710.75,128.24,21-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
21-Dec-2019 - 00:00,11.16,6.11,7.64,11.83,18.6,0.92,42.34,38.06,74.22,0.21,25.61,258.88,66.73,711.11,105.59,22-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
22-Dec-2019 - 00:00,10.21,6.44,6.76,10.61,13.81,0.84,50.9,38.5,67.41,0.17,24.53,268.79,58.03,710.71,96.61,23-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
23-Dec-2019 - 00:00,11.44,6.25,7.09,11.53,11.41,0.87,48.08,45.54,105.68,0.18,24.47,253.25,61.35,710.79,86.84,24-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
24-Dec-2019 - 00:00,10.22,6.45,6.92,10.74,15.75,0.85,37.88,18.67,56.79,0.14,26.13,265.95,62.12,711.53,95.79,25-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
25-Dec-2019 - 00:00,10.17,6.49,6.84,10.65,10.07,0.85,40.23,20.96,46.33,0.18,26.17,270.86,64.28,711.49,92.83,26-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
26-Dec-2019 - 00:00,10.99,6.23,7.0,11.21,14.09,0.87,43.26,29.54,63.75,0.23,26.02,248.76,60.18,710.83,87.49,27-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
27-Dec-2019 - 00:00,12.8,5.78,6.95,12.14,11.82,0.86,40.02,29.17,67.62,0.19,22.38,148.96,60.44,710.09,68.42,28-Dec-2019 - 00:00,"Chikkaballapur Rural, Chikkaballapur - KSPCB"
