from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
11-Aug-2019 - 00:00,24.04,0.8,11.99,1.31,,0.09,0.12,5.07,27.73,67.99,,,,31.43,74.79,0.95,133.43,121.06,733.05,0.0,12-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Aug-2019 - 00:00,24.91,0.93,11.22,5.49,67.49,19.83,11.48,5.88,28.05,75.77,,,,30.15,80.39,1.04,72.0,74.32,733.08,0.0,13-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Aug-2019 - 00:00,26.64,0.87,10.71,3.81,50.12,14.38,13.11,4.48,19.36,60.05,,,,29.23,83.11,1.19,73.65,83.84,733.44,0.04,14-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Aug-2019 - 00:00,27.85,1.17,31.29,1.97,51.41,13.9,18.01,5.9,34.45,65.88,,,,29.52,84.06,0.85,77.2,107.1,734.64,0.45,15-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Aug-2019 - 00:00,25.39,0.96,19.48,1.28,,0.08,0.1,6.41,34.19,63.35,,,,30.08,81.21,1.54,95.15,99.88,734.32,0.27,16-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Aug-2019 - 00:00,26.19,0.71,12.63,6.44,37.62,14.41,10.44,5.07,12.46,29.92,,,,28.27,83.6,2.03,102.7,77.5,732.51,0.04,17-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Aug-2019 - 00:00,27.04,0.73,9.86,1.87,15.21,4.8,12.41,5.25,4.26,11.05,,,,26.3,92.51,1.56,122.65,48.85,732.19,0.04,18-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Aug-2019 - 00:00,26.83,0.97,12.92,1.21,,0.05,0.1,5.56,17.05,38.03,,,,26.63,90.3,0.87,93.56,55.59,735.66,0.09,19-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Aug-2019 - 00:00,29.75,1.03,24.76,7.39,62.78,24.28,20.81,6.38,46.35,97.01,,,,29.52,80.55,0.92,78.34,113.74,737.51,0.0,20-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Aug-2019 - 00:00,29.24,0.78,20.52,2.4,48.31,15.47,21.77,5.51,40.21,100.58,,,,30.28,77.62,1.21,62.78,112.91,736.91,0.0,21-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Aug-2019 - 00:00,26.4,1.14,19.01,2.24,52.94,13.86,19.17,6.75,51.8,163.7,,,,31.06,74.46,1.14,60.59,123.21,735.5,0.0,22-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Aug-2019 - 00:00,27.21,0.85,12.87,3.89,64.68,17.92,18.85,6.6,48.89,139.69,,,,28.52,79.85,0.95,72.56,71.51,736.06,0.03,23-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Aug-2019 - 00:00,26.66,1.15,16.41,7.37,64.08,21.24,30.64,7.79,62.78,165.53,,,,29.9,77.41,0.86,82.98,108.85,735.6,0.0,24-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Aug-2019 - 00:00,27.06,0.86,11.51,2.12,57.48,15.37,34.21,6.16,74.4,162.24,,,,29.36,81.88,0.61,96.95,70.59,735.78,0.02,25-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Aug-2019 - 00:00,26.28,0.69,3.7,1.32,,0.09,0.1,5.34,30.64,52.66,,,,27.46,87.45,0.71,93.94,71.73,736.46,0.05,26-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Aug-2019 - 00:00,25.85,0.91,5.94,2.47,35.79,10.36,14.24,4.97,20.62,57.21,,,,29.91,78.4,1.0,88.82,114.85,736.05,0.0,27-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Aug-2019 - 00:00,25.59,1.12,18.88,2.45,45.12,12.27,12.9,9.84,33.49,92.16,,,,31.54,74.36,0.86,71.38,108.57,735.17,0.0,28-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Aug-2019 - 00:00,25.44,0.93,17.46,17.94,43.55,26.06,15.95,7.21,48.85,116.38,,,,32.21,73.46,0.86,46.78,105.7,736.18,0.0,29-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Aug-2019 - 00:00,25.69,0.67,17.85,2.22,32.17,9.25,14.2,6.07,35.08,83.24,,,,31.39,76.27,0.82,89.35,113.77,737.32,0.0,30-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Aug-2019 - 00:00,25.69,0.93,17.3,2.13,36.06,10.43,11.75,6.26,36.89,90.57,,,,31.38,76.07,0.59,45.02,110.59,734.83,0.0,31-Aug-2019 - 00:00,"Sector - 125, Noida - UPPCB"
31-Aug-2019 - 00:00,25.85,0.84,25.89,1.78,47.32,12.39,12.73,7.74,62.91,139.23,,,,32.23,74.12,0.74,24.29,115.05,732.77,0.0,01-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Sep-2019 - 00:00,26.24,0.79,14.27,2.75,38.68,8.4,9.44,9.48,23.8,58.61,,,,28.96,82.57,1.17,29.64,58.85,734.98,0.0,02-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Sep-2019 - 00:00,25.91,0.99,21.87,1.99,52.57,13.92,11.42,12.26,60.26,134.02,,,,30.64,78.34,0.66,35.84,99.4,734.98,0.0,03-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Sep-2019 - 00:00,25.85,1.06,24.1,2.06,50.09,14.0,15.21,7.57,84.15,195.69,,,,31.53,76.66,0.73,28.32,85.06,733.83,0.0,04-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Sep-2019 - 00:00,25.94,1.02,18.88,2.57,45.0,12.55,19.3,6.16,83.35,161.75,,,,30.54,82.1,1.05,44.4,74.77,733.48,0.0,05-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-Sep-2019 - 00:00,25.84,0.85,13.57,2.59,38.26,11.08,18.07,6.43,33.26,89.4,,,,30.26,80.98,1.11,40.53,88.01,733.66,0.0,06-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Sep-2019 - 00:00,25.78,0.82,13.18,2.19,30.31,8.67,15.06,6.44,31.47,84.14,,,,30.78,79.96,1.03,57.45,100.54,732.73,0.0,07-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Sep-2019 - 00:00,25.79,0.83,12.44,1.75,25.57,7.5,16.23,5.99,29.56,71.38,,,,29.81,83.33,0.91,56.59,89.95,733.39,0.02,08-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Sep-2019 - 00:00,26.32,0.7,5.83,1.27,,0.08,0.14,5.84,22.75,52.31,,,,27.03,90.91,0.81,55.97,26.16,735.56,0.0,09-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Sep-2019 - 00:00,27.36,1.23,36.33,6.84,49.61,27.66,38.6,12.26,53.02,191.62,,,,33.9,63.6,1.16,61.67,154.81,732.86,0.0,10-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Sep-2019 - 00:00,26.06,0.71,41.82,1.56,40.77,6.07,30.23,15.29,84.0,195.31,,,,32.13,72.05,0.75,131.75,104.46,732.97,0.0,11-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-Sep-2019 - 00:00,28.25,0.94,27.79,1.74,38.25,10.68,36.89,11.21,75.26,167.41,,,,32.58,72.4,0.63,143.81,105.1,734.34,0.0,12-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Sep-2019 - 00:00,29.32,1.15,17.58,2.66,38.05,17.2,37.41,8.09,43.09,114.2,,,,31.87,76.06,1.44,125.22,107.81,735.75,0.0,13-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Sep-2019 - 00:00,30.38,0.97,20.27,2.22,34.62,11.07,22.87,9.26,26.87,81.5,,,,31.21,75.9,0.95,140.47,95.05,736.58,0.0,14-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Sep-2019 - 00:00,27.09,0.93,17.93,1.66,27.27,5.22,10.82,11.03,24.58,76.62,,,,29.97,78.73,1.6,113.19,90.64,737.39,0.0,15-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Sep-2019 - 00:00,26.94,0.91,13.86,1.26,,0.05,0.11,10.82,39.25,85.9,,,,29.48,81.25,1.05,100.26,76.67,737.58,0.0,16-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Sep-2019 - 00:00,26.92,0.89,29.33,1.9,53.03,9.83,6.89,10.09,72.25,207.09,,,,31.36,73.93,0.86,60.19,97.15,735.94,0.0,17-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Sep-2019 - 00:00,31.38,0.85,34.92,1.87,45.4,11.77,38.2,13.5,70.73,197.2,,,,31.51,71.68,0.89,14.26,103.82,736.54,0.0,18-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Sep-2019 - 00:00,28.35,0.84,19.44,3.32,38.37,17.31,26.76,9.39,28.68,114.6,,,,30.42,67.59,1.61,,128.14,741.71,0.0,19-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Sep-2019 - 00:00,31.25,0.79,5.82,1.13,,0.02,,3.43,2.5,22.0,,,,26.67,85.0,1.57,21.0,18.0,743.0,0.0,20-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Sep-2019 - 00:00,27.1,1.25,12.68,2.76,30.4,11.41,26.19,8.5,35.77,100.15,,,,30.89,69.0,0.86,1.0,121.72,740.32,0.0,21-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Sep-2019 - 00:00,25.26,1.35,14.05,3.11,28.1,8.96,12.97,6.67,41.47,110.48,,,,28.61,78.59,0.74,1.0,87.15,740.03,0.0,22-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Sep-2019 - 00:00,24.87,0.81,10.16,1.23,,0.05,0.11,7.42,28.31,67.75,,,,25.47,86.19,1.02,46.31,56.31,742.09,0.0,23-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Sep-2019 - 00:00,27.83,0.68,12.13,3.14,44.77,13.05,15.26,6.95,24.82,79.01,,,,27.14,79.77,0.97,41.67,87.31,743.31,0.0,24-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Sep-2019 - 00:00,31.51,0.76,19.09,2.63,37.7,11.09,29.95,10.35,32.14,92.46,,,,27.4,79.86,0.91,23.81,80.74,743.31,0.0,25-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Sep-2019 - 00:00,36.71,1.34,16.14,4.58,29.32,16.9,55.88,9.46,18.41,75.62,,,,30.98,65.76,1.81,90.18,199.97,744.62,0.0,26-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Sep-2019 - 00:00,26.79,1.43,7.15,6.55,33.78,20.56,28.68,7.7,10.84,66.53,,,,29.11,72.74,1.53,122.15,41.68,743.44,0.0,27-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Sep-2019 - 00:00,26.93,1.08,7.54,4.22,29.4,9.92,14.28,7.28,8.09,42.21,,,,26.66,82.04,1.66,93.29,63.48,743.62,0.0,28-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Sep-2019 - 00:00,27.29,0.72,8.84,53.66,21.35,46.6,12.83,8.48,14.97,53.17,,,,26.53,81.58,1.59,65.89,79.25,741.88,0.0,29-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Sep-2019 - 00:00,27.37,0.59,10.05,1.24,,0.04,0.1,8.92,11.09,40.81,,,,25.68,84.59,1.25,72.68,61.92,742.68,0.01,30-Sep-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Sep-2019 - 00:00,28.3,0.58,11.41,2.48,35.54,10.67,11.26,7.76,25.0,79.21,,,,26.22,82.73,0.82,106.54,74.12,741.6,0.0,01-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Oct-2019 - 00:00,28.82,0.87,10.17,2.32,26.96,8.07,14.53,6.93,28.56,75.04,,,,26.47,83.57,0.68,110.82,76.44,740.94,0.0,02-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Oct-2019 - 00:00,28.88,0.67,18.84,2.51,34.72,10.38,17.18,9.21,43.32,114.36,,,,27.59,76.65,0.65,84.75,90.46,742.04,0.0,03-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Oct-2019 - 00:00,27.19,0.82,26.06,1.72,43.21,11.59,16.07,8.09,61.4,210.45,,,,28.1,74.34,0.88,48.04,90.58,742.0,0.01,04-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Oct-2019 - 00:00,27.09,0.95,20.59,2.05,50.26,13.74,17.49,7.97,48.25,115.11,,,,26.23,77.23,1.13,20.68,96.39,742.88,0.01,05-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-Oct-2019 - 00:00,27.2,1.05,20.64,7.19,56.5,19.19,11.06,9.22,36.78,108.59,,,,26.58,67.35,1.15,7.62,105.85,742.86,0.0,06-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Oct-2019 - 00:00,27.42,0.98,28.24,1.21,,0.05,0.1,8.94,57.06,149.88,,,,27.08,67.64,1.05,,99.92,743.39,0.0,07-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Oct-2019 - 00:00,27.21,0.83,23.14,2.34,50.91,14.03,14.98,9.17,56.91,152.57,,,,26.8,69.99,1.25,,87.04,744.45,0.0,08-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Oct-2019 - 00:00,29.21,0.79,26.29,1.61,28.29,4.95,15.96,9.18,41.09,121.42,0.46,2.45,0.35,26.46,64.97,1.09,1.0,105.44,743.83,0.0,09-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Oct-2019 - 00:00,30.64,0.83,24.34,10.32,71.07,24.08,21.61,14.68,68.05,179.14,0.58,4.39,0.48,27.05,62.45,0.64,1.0,98.3,743.83,0.0,10-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Oct-2019 - 00:00,29.94,1.47,48.26,1.25,,0.07,0.13,19.07,95.42,227.73,0.82,11.17,0.8,25.31,72.92,0.46,,92.54,743.98,0.0,11-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-Oct-2019 - 00:00,27.64,1.32,44.83,18.65,138.82,89.0,14.02,17.66,74.44,186.31,,,,29.36,53.0,0.85,1.0,107.14,742.12,0.0,12-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Oct-2019 - 00:00,27.89,1.43,28.53,50.39,150.71,121.13,15.46,13.41,109.84,245.06,1.21,7.93,1.56,27.59,65.92,0.84,1.0,87.93,743.58,0.0,13-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Oct-2019 - 00:00,27.75,1.68,28.1,82.78,152.69,148.5,15.62,16.28,129.81,289.03,1.26,11.94,2.08,27.18,66.74,0.72,,81.93,744.08,0.0,14-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Oct-2019 - 00:00,27.76,1.8,24.3,70.9,140.24,132.24,15.83,12.44,120.19,287.58,,,,27.1,67.83,0.85,1.0,87.14,744.79,0.0,15-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Oct-2019 - 00:00,27.64,1.61,28.84,32.9,115.76,88.32,21.0,16.84,148.76,339.49,,,,27.74,65.66,0.68,,84.23,745.44,0.0,16-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Oct-2019 - 00:00,28.24,1.35,21.91,19.15,104.84,71.33,29.46,15.33,156.53,306.83,0.1,1.2,0.0,27.69,67.56,0.71,,78.01,745.82,0.0,17-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Oct-2019 - 00:00,28.92,0.94,15.57,12.14,105.56,66.01,26.71,20.04,118.32,245.2,0.38,1.48,0.08,27.5,65.46,0.81,,81.88,745.54,0.0,18-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Oct-2019 - 00:00,28.8,1.13,20.77,11.38,92.16,58.28,26.31,12.96,85.89,203.2,,,,26.98,63.89,0.83,,81.28,745.6,0.0,19-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Oct-2019 - 00:00,30.12,1.37,30.73,79.28,121.6,129.13,21.22,15.86,84.29,206.66,,,,26.68,60.93,0.65,1.0,71.88,746.86,0.0,20-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Oct-2019 - 00:00,30.01,1.3,18.82,38.34,129.94,100.29,27.69,16.03,100.85,220.11,,,,26.51,58.02,0.91,1.0,89.25,746.47,0.0,21-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Oct-2019 - 00:00,29.43,1.44,20.6,36.57,132.01,99.95,30.19,16.25,120.8,258.01,,,,25.49,57.7,0.94,1.0,84.68,744.71,0.0,22-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Oct-2019 - 00:00,28.31,1.55,16.82,46.68,125.24,104.56,26.12,14.21,94.91,246.49,,,,24.8,58.15,1.07,1.0,83.44,741.95,0.0,23-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Oct-2019 - 00:00,28.99,1.68,22.4,82.11,136.72,139.48,30.91,17.39,121.64,303.57,,,,25.26,59.47,0.84,,86.8,741.14,0.0,24-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Oct-2019 - 00:00,29.01,1.98,22.95,80.11,136.25,137.6,42.36,21.13,168.26,353.42,,,,25.11,63.68,0.7,,80.2,742.29,0.0,25-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Oct-2019 - 00:00,29.64,1.41,15.23,26.56,95.81,72.56,28.34,12.13,111.65,249.57,,,,24.61,60.83,0.62,,98.51,743.69,0.0,26-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Oct-2019 - 00:00,29.51,1.74,10.81,8.87,107.36,64.22,32.26,10.91,160.78,337.24,,,,24.15,67.84,0.43,,86.17,744.9,0.0,27-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Oct-2019 - 00:00,28.96,1.74,5.75,16.07,113.75,73.56,36.82,10.86,211.31,381.56,,,,24.49,64.95,0.85,,94.07,744.23,0.0,28-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Oct-2019 - 00:00,28.26,2.05,2.27,11.66,116.29,71.26,41.31,11.02,346.96,507.6,,,,24.28,67.04,0.58,,76.5,744.95,0.0,29-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Oct-2019 - 00:00,29.46,1.89,2.25,3.25,151.77,81.82,52.58,9.62,303.41,507.53,,,,23.82,72.88,0.51,,53.79,745.63,0.0,30-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Oct-2019 - 00:00,29.75,2.76,2.21,4.03,146.05,79.52,50.16,11.64,332.21,594.3,,,,24.52,69.67,0.65,1.0,65.08,744.16,0.0,31-Oct-2019 - 00:00,"Sector - 125, Noida - UPPCB"
31-Oct-2019 - 00:00,29.81,3.36,3.53,3.78,128.66,70.39,58.12,7.75,350.73,581.07,,,,24.1,69.67,0.57,,70.22,743.58,0.0,01-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Nov-2019 - 00:00,29.67,3.45,4.12,3.19,148.76,80.54,62.79,15.86,437.54,684.07,,,,25.08,67.42,0.47,,66.83,743.54,0.0,02-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Nov-2019 - 00:00,29.96,1.78,4.08,3.06,108.48,59.24,51.72,7.08,329.29,504.33,,,,24.22,72.07,0.83,,56.52,745.15,0.0,03-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Nov-2019 - 00:00,30.0,2.79,3.92,2.3,56.43,31.46,48.39,5.35,583.17,639.4,,,,23.05,76.84,0.94,,50.5,745.96,0.0,04-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Nov-2019 - 00:00,29.93,2.17,3.94,2.05,59.13,32.5,37.58,6.63,278.98,399.44,,,,23.96,68.57,0.97,,80.3,745.67,0.0,05-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
05-Nov-2019 - 00:00,30.02,1.97,4.33,2.98,86.46,47.59,31.56,9.11,202.39,330.84,,,,23.73,61.77,1.16,,96.38,742.96,0.0,06-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
06-Nov-2019 - 00:00,30.0,1.4,4.56,2.94,70.23,38.99,32.78,7.88,129.2,284.2,,,,23.25,61.85,0.49,,81.65,741.04,0.0,07-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
07-Nov-2019 - 00:00,29.97,1.56,3.25,2.69,81.64,44.77,38.78,11.56,203.06,335.2,,,,21.44,70.94,0.86,,44.9,742.22,0.0,08-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
08-Nov-2019 - 00:00,30.11,1.84,2.92,3.25,100.55,54.76,34.26,11.9,184.3,322.52,,,,22.77,68.95,0.61,,78.9,744.79,0.0,09-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
09-Nov-2019 - 00:00,30.02,1.16,2.62,2.66,79.26,43.4,33.1,11.24,133.26,232.86,,,,23.13,61.01,1.12,,97.53,745.4,0.0,10-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
10-Nov-2019 - 00:00,30.2,1.6,2.11,2.7,90.14,49.5,28.4,12.28,210.78,320.52,,,,22.37,53.7,0.94,1.0,84.99,745.47,0.0,11-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
11-Nov-2019 - 00:00,29.97,2.02,2.0,4.15,106.88,58.87,33.08,11.88,282.86,427.09,,,,21.63,53.36,0.66,1.0,77.64,744.36,0.0,12-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
12-Nov-2019 - 00:00,30.16,2.63,4.86,3.65,117.32,63.66,43.48,11.83,402.3,569.14,,,,20.62,61.1,0.62,1.0,78.22,745.3,0.0,13-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
13-Nov-2019 - 00:00,30.71,4.36,4.01,3.51,119.18,64.83,51.28,12.0,414.97,610.16,,,,21.21,65.48,0.52,,68.03,747.19,0.0,14-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
14-Nov-2019 - 00:00,31.16,4.25,2.49,3.73,118.26,64.87,62.41,12.82,404.88,640.0,,,,20.83,74.07,0.37,,46.8,747.95,0.0,15-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
15-Nov-2019 - 00:00,31.35,2.6,6.25,3.25,107.09,58.53,56.19,11.63,409.42,579.04,,,,21.78,70.47,0.87,2.25,67.52,746.86,0.0,16-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
16-Nov-2019 - 00:00,31.24,1.11,5.4,2.43,65.89,36.3,36.41,10.23,162.0,299.43,,,,22.49,64.68,1.41,,81.75,746.6,0.0,17-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
17-Nov-2019 - 00:00,29.81,0.67,7.01,2.86,36.93,21.15,25.2,6.72,99.47,162.57,,,,20.87,67.78,2.04,,121.98,747.07,0.0,18-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
18-Nov-2019 - 00:00,30.16,2.04,4.04,3.01,73.19,39.71,22.42,8.54,77.2,192.44,,,,21.97,59.91,1.19,1.0,104.41,747.2,0.0,19-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
19-Nov-2019 - 00:00,30.11,1.96,4.76,2.59,84.28,46.14,28.03,7.4,148.19,276.37,,,,20.19,66.02,0.71,1.0,72.81,746.6,0.0,20-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
20-Nov-2019 - 00:00,30.08,2.97,3.5,4.43,111.6,60.98,33.0,7.53,187.37,355.79,,,,19.71,67.6,0.44,1.5,68.64,747.33,0.0,21-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
21-Nov-2019 - 00:00,29.65,4.46,4.63,4.8,113.28,62.12,43.97,9.26,262.07,467.92,,,,20.0,68.11,0.45,3.33,68.56,749.22,0.0,22-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
22-Nov-2019 - 00:00,29.62,3.61,4.73,4.6,116.03,63.16,48.46,7.58,244.18,433.24,,,,20.12,69.58,0.53,,69.62,749.32,0.0,23-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
23-Nov-2019 - 00:00,29.41,1.66,3.16,2.41,75.85,41.65,31.11,8.24,137.83,261.72,,,,21.03,64.79,1.04,,62.96,748.73,0.0,24-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
24-Nov-2019 - 00:00,29.46,1.11,3.72,2.48,61.32,34.01,27.7,7.82,116.29,210.84,,,,20.96,67.97,1.03,,73.13,748.24,0.0,25-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
25-Nov-2019 - 00:00,29.64,2.01,2.29,3.41,77.09,42.82,24.36,10.47,110.2,254.43,,,,22.74,57.8,0.64,,81.7,748.64,0.0,26-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
26-Nov-2019 - 00:00,29.67,1.35,6.81,3.08,51.21,28.77,32.27,12.85,113.42,247.76,,,,21.99,62.41,0.92,,54.64,748.08,0.0,27-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
27-Nov-2019 - 00:00,29.65,0.79,3.41,1.51,39.88,22.1,22.43,8.84,67.79,144.53,,,,20.83,67.68,1.14,1.0,56.69,748.03,0.0,28-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
28-Nov-2019 - 00:00,29.81,1.01,2.32,4.78,31.73,32.11,16.63,6.19,28.15,65.59,,,,18.34,75.8,1.86,1.0,54.55,749.06,0.0,29-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
29-Nov-2019 - 00:00,30.09,1.48,2.32,2.39,48.4,27.19,19.65,7.15,50.26,99.17,,,,18.2,78.61,0.86,,73.11,749.52,0.01,30-Nov-2019 - 00:00,"Sector - 125, Noida - UPPCB"
30-Nov-2019 - 00:00,30.05,1.19,2.51,2.4,54.29,30.35,27.88,8.21,98.64,169.68,,,,17.87,80.74,0.84,1.0,72.48,749.47,0.0,01-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
01-Dec-2019 - 00:00,29.77,1.37,2.25,1.71,54.21,30.05,25.4,8.78,114.74,190.24,,,,18.33,66.14,1.02,,99.1,749.46,0.0,02-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
02-Dec-2019 - 00:00,30.01,1.41,1.88,2.95,68.16,37.96,26.68,5.99,135.17,234.62,,,,16.7,66.96,0.85,1.0,76.3,749.86,0.0,03-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
03-Dec-2019 - 00:00,30.13,2.0,2.71,3.74,68.34,38.13,27.79,7.82,133.16,251.41,,,,16.75,62.03,0.82,2.0,81.41,749.26,0.0,04-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
04-Dec-2019 - 00:00,30.19,2.24,2.86,3.38,88.37,48.86,29.17,15.15,163.72,308.39,,,,16.49,62.63,0.58,,70.98,751.29,0.0,05-Dec-2019 - 00:00,"Sector - 125, Noida - UPPCB"
