from date,NO,NOx,NO2,SO2,CO,Ozone,PM2.5,WS,WD,AT,Benzene,Toluene,MP-Xylene,O Xylene,Eth-Benzene,RH,VWS,SR,to date,BP,station
24-Nov-2019 - 00:00,3.98,33.49,30.44,6.39,0.94,,64.7,0.79,77.81,26.05,0.11,0.1,0.0,0.0,0.0,72.75,-0.02,135.46,25-Nov-2019 - 00:00,998.76,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Nov-2019 - 00:00,10.24,52.23,42.25,4.96,2.14,,60.51,0.79,80.54,25.46,0.16,0.23,0.01,0.0,0.0,79.76,-0.02,126.71,26-Nov-2019 - 00:00,998.79,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Nov-2019 - 00:00,8.23,44.69,40.26,5.15,1.2,,62.37,0.86,71.13,25.85,0.11,0.12,0.01,0.0,0.0,73.97,0.03,133.77,27-Nov-2019 - 00:00,999.18,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Nov-2019 - 00:00,11.9,52.75,42.67,5.61,2.34,,42.31,0.84,61.24,26.02,0.12,0.17,0.01,0.0,0.0,81.15,0.01,76.86,28-Nov-2019 - 00:00,999.02,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Nov-2019 - 00:00,10.31,44.04,33.68,5.08,0.9,,31.53,0.86,64.45,26.22,0.09,0.12,0.01,0.0,0.0,78.54,0.02,79.03,29-Nov-2019 - 00:00,999.15,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Nov-2019 - 00:00,11.62,46.95,35.33,5.39,0.35,16.54,31.35,0.85,56.58,26.39,0.08,0.14,0.01,0.0,0.0,75.32,0.02,121.07,30-Nov-2019 - 00:00,999.1,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Nov-2019 - 00:00,8.81,36.42,27.6,6.25,0.57,18.52,27.07,0.85,64.81,25.83,0.07,0.07,0.01,0.0,0.0,85.37,0.01,77.27,01-Dec-2019 - 00:00,999.06,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
01-Dec-2019 - 00:00,6.17,27.91,21.76,5.52,0.57,17.52,13.82,0.86,63.93,25.79,0.06,0.05,0.0,0.0,0.0,91.05,0.02,58.3,02-Dec-2019 - 00:00,999.1,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
02-Dec-2019 - 00:00,11.14,36.28,25.17,7.31,0.62,18.22,17.26,0.88,68.47,25.74,0.05,0.04,0.0,0.0,0.0,87.34,0.05,79.57,03-Dec-2019 - 00:00,999.33,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
03-Dec-2019 - 00:00,12.41,45.51,33.1,8.02,0.65,18.76,33.93,0.87,64.77,25.74,0.08,0.1,0.0,0.0,0.0,81.16,0.03,81.12,04-Dec-2019 - 00:00,999.16,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
04-Dec-2019 - 00:00,6.95,40.18,33.24,7.81,0.57,,49.32,0.87,63.03,25.73,0.07,0.08,0.0,0.0,0.0,77.84,0.04,111.27,05-Dec-2019 - 00:00,999.26,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
05-Dec-2019 - 00:00,8.3,48.91,40.64,7.15,0.69,17.27,76.42,0.85,60.66,25.48,0.07,0.1,0.01,0.0,0.0,73.55,0.02,111.16,06-Dec-2019 - 00:00,999.08,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
06-Dec-2019 - 00:00,6.91,45.77,38.79,6.94,0.54,28.74,66.55,0.86,66.3,25.4,0.08,0.09,0.0,0.0,0.0,75.94,0.02,123.01,07-Dec-2019 - 00:00,999.1,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
07-Dec-2019 - 00:00,8.94,47.56,38.64,9.11,0.52,19.82,36.34,0.8,75.71,25.17,0.09,0.13,0.01,0.0,0.0,85.68,-0.03,102.98,08-Dec-2019 - 00:00,998.75,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
08-Dec-2019 - 00:00,5.32,32.83,27.53,21.3,0.49,15.77,22.68,0.85,70.89,25.36,0.07,0.06,0.0,0.0,0.0,84.34,-0.0,85.42,09-Dec-2019 - 00:00,998.93,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
09-Dec-2019 - 00:00,11.95,46.72,34.81,5.98,0.53,14.16,17.22,0.87,67.41,25.64,0.08,0.07,0.0,0.0,0.0,72.93,0.02,218.27,10-Dec-2019 - 00:00,999.16,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
10-Dec-2019 - 00:00,10.57,49.14,39.31,6.68,1.1,27.72,29.35,0.85,69.55,26.5,0.1,0.1,0.01,0.0,0.0,60.48,0.03,161.75,11-Dec-2019 - 00:00,999.17,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
11-Dec-2019 - 00:00,11.18,50.22,39.07,8.17,0.48,18.9,39.2,0.78,71.76,25.75,0.09,0.11,0.01,0.0,0.0,67.41,-0.04,155.72,12-Dec-2019 - 00:00,998.67,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
12-Dec-2019 - 00:00,8.08,43.33,35.26,6.95,0.55,25.84,39.57,0.8,75.96,25.66,0.06,0.07,0.0,0.0,0.0,71.44,-0.02,152.63,13-Dec-2019 - 00:00,998.78,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
13-Dec-2019 - 00:00,6.98,39.63,32.73,7.55,0.43,29.95,37.18,0.82,77.14,25.84,0.05,0.06,0.0,0.0,0.0,73.66,-0.0,143.43,14-Dec-2019 - 00:00,998.94,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
14-Dec-2019 - 00:00,5.49,31.41,25.92,6.62,0.52,31.36,28.73,0.86,67.81,25.69,0.04,0.04,0.0,0.0,0.0,82.05,0.02,65.51,15-Dec-2019 - 00:00,999.14,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
15-Dec-2019 - 00:00,5.49,31.82,26.35,5.86,0.35,34.04,31.89,0.87,68.83,25.71,0.04,0.03,0.0,0.0,0.0,72.38,0.02,161.87,16-Dec-2019 - 00:00,999.12,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
16-Dec-2019 - 00:00,6.77,35.84,29.1,7.0,0.6,32.33,31.35,0.84,61.62,25.88,0.04,0.05,0.0,0.0,0.0,73.24,0.02,146.72,17-Dec-2019 - 00:00,999.08,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
17-Dec-2019 - 00:00,9.68,43.66,34.0,6.36,0.65,24.36,38.51,0.86,64.13,25.73,0.05,0.06,0.01,0.0,0.0,75.27,0.02,88.44,18-Dec-2019 - 00:00,999.14,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
18-Dec-2019 - 00:00,12.86,53.3,40.46,7.19,0.46,28.19,52.92,0.85,62.02,25.76,0.07,0.1,0.0,0.0,0.0,73.17,0.02,106.86,19-Dec-2019 - 00:00,999.08,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
19-Dec-2019 - 00:00,17.86,57.85,39.99,6.64,1.1,20.22,49.87,0.86,68.14,25.65,0.06,0.1,0.01,0.0,0.0,73.68,0.02,115.32,20-Dec-2019 - 00:00,999.11,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
20-Dec-2019 - 00:00,20.88,64.53,43.99,5.66,1.29,17.96,43.61,0.82,78.29,25.51,0.08,0.12,0.01,0.0,0.0,72.9,-0.03,116.96,21-Dec-2019 - 00:00,998.75,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
21-Dec-2019 - 00:00,5.58,34.99,29.43,6.69,0.39,30.26,57.33,0.84,72.82,25.87,0.06,0.04,0.0,0.0,0.0,72.98,0.01,123.08,22-Dec-2019 - 00:00,999.07,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
22-Dec-2019 - 00:00,3.58,29.65,26.17,7.17,0.31,37.47,55.57,0.83,76.54,25.88,0.04,0.03,0.0,0.0,0.0,70.35,0.0,134.38,23-Dec-2019 - 00:00,998.99,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
23-Dec-2019 - 00:00,7.19,42.16,35.06,6.6,0.57,34.26,53.28,0.81,71.99,25.63,0.04,0.06,0.0,0.0,0.0,72.3,-0.01,73.24,24-Dec-2019 - 00:00,998.88,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
24-Dec-2019 - 00:00,8.55,46.28,38.24,4.81,1.61,23.82,36.26,0.81,84.03,25.57,0.06,0.07,0.0,0.0,0.0,81.36,-0.03,11.64,25-Dec-2019 - 00:00,998.69,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
25-Dec-2019 - 00:00,5.9,35.81,29.93,4.54,0.52,24.4,45.83,0.82,75.49,25.83,0.07,0.06,0.01,0.0,0.0,81.8,-0.02,65.87,26-Dec-2019 - 00:00,998.83,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
26-Dec-2019 - 00:00,5.29,34.25,29.76,6.44,0.43,34.13,47.58,0.7,100.92,26.17,0.06,0.07,0.03,0.0,0.01,74.07,-0.06,81.39,27-Dec-2019 - 00:00,998.5,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
27-Dec-2019 - 00:00,6.4,40.76,34.38,6.59,0.64,25.78,49.76,0.72,80.18,26.26,0.06,0.08,0.0,0.0,0.0,70.61,-0.05,130.59,28-Dec-2019 - 00:00,998.58,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
28-Dec-2019 - 00:00,5.66,33.06,27.42,9.58,0.63,23.7,47.2,0.86,67.63,25.82,0.04,0.04,0.0,0.0,0.0,70.07,0.02,156.8,29-Dec-2019 - 00:00,999.11,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
29-Dec-2019 - 00:00,4.56,31.05,26.54,8.29,0.49,24.14,51.7,0.8,72.4,25.75,0.06,0.03,0.0,0.0,0.0,67.51,-0.01,155.48,30-Dec-2019 - 00:00,998.88,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
30-Dec-2019 - 00:00,5.87,38.09,32.26,5.82,0.55,26.28,48.97,0.82,80.77,25.77,0.04,0.03,0.01,0.0,0.0,70.64,0.0,114.5,31-Dec-2019 - 00:00,998.97,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
31-Dec-2019 - 00:00,5.39,30.94,26.13,6.96,0.19,29.27,51.56,0.92,65.84,25.23,0.05,0.0,0.0,0.0,0.0,87.84,0.05,8.1,01-Jan-2020 - 00:00,999.35,"BWSSB Kadabesanahalli, Bengaluru - CPCB"
