from date,NO,NO2,NOx,NH3,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,MP-Xylene,Xylene,RH,WD,WS,SR,RF,SO2,CO,Ozone,to date,station
14-Aug-2019 - 00:00,6.25,15.93,10.17,23.95,57.63,31.92,1.57,3.4,0.54,1.57,1.26,74.75,176.23,1.09,265.74,0.0,26.66,0.34,30.08,15-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Aug-2019 - 00:00,6.06,16.77,10.43,27.28,55.52,29.34,2.08,3.08,0.36,1.07,0.49,80.45,117.31,1.26,208.39,0.03,29.81,0.34,31.78,16-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Aug-2019 - 00:00,5.85,16.04,9.9,39.46,44.37,26.88,0.89,2.18,0.11,0.29,0.16,81.22,74.74,1.99,359.5,0.04,33.93,0.32,31.97,17-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Aug-2019 - 00:00,7.34,17.11,11.59,32.57,27.02,22.25,0.79,3.26,0.72,0.98,2.31,93.48,136.54,1.72,75.04,0.18,34.85,0.29,23.51,18-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Aug-2019 - 00:00,7.22,21.17,13.7,32.47,21.35,6.26,1.45,8.91,1.38,2.45,9.43,79.04,288.58,1.87,332.12,0.0,9.79,0.4,22.16,19-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Aug-2019 - 00:00,5.8,19.1,11.46,29.19,65.51,27.06,1.63,6.2,3.78,3.38,7.42,74.65,272.29,1.31,471.98,0.0,17.29,0.32,34.17,20-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Aug-2019 - 00:00,4.38,17.02,9.5,27.58,71.25,27.7,1.22,4.77,1.1,1.98,2.02,74.88,300.69,1.76,476.19,0.0,17.69,0.34,47.42,21-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Aug-2019 - 00:00,3.14,18.27,9.42,21.67,106.73,33.55,0.98,3.1,0.58,1.36,1.07,64.1,255.54,1.65,517.43,0.0,12.35,0.25,44.94,22-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Aug-2019 - 00:00,5.79,19.38,10.69,22.36,96.71,24.55,0.79,2.94,0.21,0.58,0.25,65.96,227.16,1.56,646.42,0.0,11.57,0.41,33.92,23-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Aug-2019 - 00:00,6.59,10.17,6.36,19.84,99.41,34.47,1.32,4.68,2.13,2.38,4.41,59.63,235.7,1.35,537.85,0.0,7.35,0.23,43.24,24-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Aug-2019 - 00:00,6.67,13.46,8.96,23.23,118.56,53.04,2.2,2.96,0.48,1.16,0.65,61.41,169.83,1.25,512.29,0.0,9.69,0.39,45.48,25-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Aug-2019 - 00:00,5.52,17.57,10.96,35.83,95.14,52.8,2.56,4.6,0.61,1.04,0.62,77.41,116.5,1.81,320.66,0.0,13.02,0.39,44.65,26-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Aug-2019 - 00:00,6.0,11.34,8.07,32.28,53.34,31.25,1.14,5.61,2.49,2.88,2.49,78.09,77.52,1.73,338.52,0.0,16.1,0.37,38.7,27-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Aug-2019 - 00:00,6.58,14.61,10.26,34.59,68.4,35.93,1.57,2.86,0.45,0.95,0.37,70.71,75.74,1.12,388.86,0.0,19.29,0.45,47.03,28-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Aug-2019 - 00:00,6.22,13.67,9.48,37.55,80.19,45.22,1.62,2.69,0.41,0.85,0.35,69.8,77.98,1.47,453.72,0.0,22.24,0.42,53.47,29-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Aug-2019 - 00:00,5.88,16.99,10.95,31.5,82.66,46.64,2.53,3.28,0.49,0.96,0.38,68.86,110.31,1.85,456.49,0.0,25.49,0.45,54.08,30-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Aug-2019 - 00:00,5.41,11.8,7.86,30.12,73.41,41.73,2.98,2.45,0.44,0.85,0.33,68.77,112.94,1.43,428.19,0.0,28.59,0.47,53.37,31-Aug-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-Aug-2019 - 00:00,6.42,16.56,11.65,28.06,91.22,48.26,2.07,4.05,0.98,2.01,1.63,67.9,155.17,0.94,405.68,0.0,20.43,0.53,65.47,01-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Sep-2019 - 00:00,4.36,12.68,8.28,29.89,78.77,42.53,1.22,3.24,0.43,0.92,0.47,74.42,160.63,1.85,342.42,0.0,12.94,0.42,78.75,02-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Sep-2019 - 00:00,4.53,12.22,8.17,31.45,73.62,41.7,1.57,3.83,0.47,0.87,0.43,73.44,99.81,1.25,464.45,0.0,17.28,0.55,73.93,03-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Sep-2019 - 00:00,4.33,16.85,10.43,29.08,99.62,48.74,2.88,7.57,1.38,2.92,1.45,70.81,197.33,0.81,291.81,0.01,19.73,0.59,68.78,04-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Sep-2019 - 00:00,5.03,15.83,10.45,30.35,97.99,60.85,2.35,3.34,0.45,1.14,0.46,72.47,131.12,1.06,316.09,0.0,22.07,0.52,56.05,05-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Sep-2019 - 00:00,4.38,12.24,8.07,30.55,91.03,57.5,2.29,3.96,0.86,1.28,0.47,75.57,101.4,1.84,364.24,0.0,24.65,0.49,37.0,06-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Sep-2019 - 00:00,4.85,14.52,9.63,28.2,79.97,47.02,1.94,5.4,0.8,1.39,0.54,75.26,96.2,1.28,358.39,0.0,26.63,0.44,33.97,07-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Sep-2019 - 00:00,5.04,13.18,9.08,25.33,84.75,47.36,1.51,3.44,0.63,1.1,0.42,73.82,107.36,1.49,412.26,0.0,29.99,0.4,34.86,08-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Sep-2019 - 00:00,4.53,12.35,8.24,25.59,80.2,45.02,1.54,3.36,0.69,1.0,0.38,75.13,104.3,1.41,394.81,0.0,32.14,0.41,32.37,09-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Sep-2019 - 00:00,3.39,14.26,8.92,27.02,127.12,60.48,4.7,8.96,4.67,5.08,7.35,69.73,151.39,1.07,379.23,0.0,35.91,0.5,37.1,10-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Sep-2019 - 00:00,1.74,15.05,8.46,25.15,164.53,73.48,2.46,3.53,0.66,1.39,0.82,67.1,126.05,1.03,429.13,0.0,40.34,0.58,44.13,11-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Sep-2019 - 00:00,2.61,18.67,10.83,22.5,161.2,85.86,3.2,5.33,0.91,1.81,1.61,61.51,128.18,1.23,431.28,0.0,38.4,0.59,48.86,12-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Sep-2019 - 00:00,3.75,20.68,12.46,35.25,165.84,88.6,2.83,5.03,0.78,1.34,0.58,64.7,117.67,1.53,402.0,0.0,36.4,0.59,57.53,13-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Sep-2019 - 00:00,3.75,18.11,11.68,23.87,108.89,68.21,1.73,4.86,0.89,1.25,0.61,78.09,92.84,1.93,283.9,0.0,39.38,0.54,41.79,14-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Sep-2019 - 00:00,3.58,11.47,8.06,22.88,88.15,53.85,2.0,3.17,0.56,0.97,0.41,69.98,100.89,1.74,394.47,0.0,42.66,0.52,45.85,15-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Sep-2019 - 00:00,3.57,11.77,8.22,20.57,82.01,44.87,1.51,2.17,0.03,0.06,0.2,77.0,89.43,1.39,407.99,0.0,45.2,0.54,42.36,16-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Sep-2019 - 00:00,3.73,12.21,8.57,24.95,120.67,70.77,1.87,6.41,0.32,0.7,0.53,70.86,100.86,1.14,402.86,0.0,49.05,0.58,50.19,17-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Sep-2019 - 00:00,2.98,12.61,8.18,29.47,125.02,66.22,1.73,3.86,0.76,1.09,1.01,66.68,178.47,1.66,417.21,0.0,51.29,0.44,46.01,18-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Sep-2019 - 00:00,3.3,16.05,10.23,33.72,125.49,62.23,1.53,5.36,0.49,0.8,0.47,70.36,114.9,1.79,523.14,0.0,45.59,0.49,53.52,19-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Sep-2019 - 00:00,3.31,15.59,10.01,27.17,78.73,40.51,1.73,3.01,0.51,0.77,0.32,75.64,101.12,2.46,319.05,0.0,15.87,0.39,46.26,20-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Sep-2019 - 00:00,4.63,17.86,12.3,18.1,80.72,40.72,1.45,5.82,0.61,1.24,0.54,74.45,88.02,1.52,401.84,0.0,5.69,0.51,41.66,21-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Sep-2019 - 00:00,3.79,11.54,8.27,14.92,94.59,48.46,1.81,3.15,0.45,0.91,0.35,70.67,86.44,1.41,345.97,0.0,5.86,0.4,44.69,22-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Sep-2019 - 00:00,3.61,14.94,9.9,14.22,83.21,40.94,1.69,5.21,0.79,1.14,0.44,77.7,98.17,1.98,311.01,0.0,11.11,0.44,43.2,23-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Sep-2019 - 00:00,3.95,14.76,10.08,15.05,72.79,38.57,1.62,5.98,0.63,1.27,0.5,75.0,88.49,1.6,351.24,0.0,13.56,0.39,35.98,24-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Sep-2019 - 00:00,3.62,13.94,9.39,15.4,72.84,38.67,1.5,2.95,0.52,0.9,0.34,70.06,107.25,1.89,372.67,0.0,18.14,0.36,44.71,25-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Sep-2019 - 00:00,3.6,16.02,10.58,15.09,77.58,35.76,1.21,2.68,0.46,0.76,0.32,69.35,105.56,2.02,236.7,0.0,15.58,0.45,48.53,26-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Sep-2019 - 00:00,4.07,16.51,11.1,17.18,70.91,35.09,1.57,4.39,0.68,1.16,0.44,74.69,83.51,1.57,236.22,0.0,3.5,0.43,37.27,27-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Sep-2019 - 00:00,4.36,19.85,13.08,20.85,73.69,40.86,1.47,5.6,0.49,0.92,0.4,73.2,89.83,1.59,381.28,0.0,5.02,0.43,28.67,28-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Sep-2019 - 00:00,4.29,18.94,12.55,16.38,68.26,34.88,2.12,4.9,0.89,1.22,0.6,72.7,119.09,1.69,384.94,0.0,9.93,0.44,35.98,29-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Sep-2019 - 00:00,3.95,16.71,10.81,17.98,53.94,23.06,1.12,3.72,0.34,0.55,0.31,84.19,84.17,1.43,233.0,0.03,8.66,0.5,24.33,30-Sep-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Sep-2019 - 00:00,4.21,17.86,11.91,26.33,61.96,38.48,1.77,6.31,0.92,1.56,1.37,80.75,130.45,0.86,202.6,0.0,6.35,0.46,35.92,01-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Oct-2019 - 00:00,3.15,7.65,4.8,8.5,83.57,47.63,1.71,4.02,0.8,1.19,0.48,76.12,106.2,1.27,322.98,0.0,12.25,0.51,38.71,02-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Oct-2019 - 00:00,2.9,9.04,4.69,11.38,94.79,54.52,1.71,3.48,0.76,1.07,0.42,74.03,95.49,1.22,327.68,0.0,13.54,0.5,41.23,03-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Oct-2019 - 00:00,3.35,10.08,5.78,12.2,96.78,61.82,2.52,4.11,0.69,1.5,0.83,72.08,145.04,1.21,289.68,0.01,21.75,0.56,42.65,04-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Oct-2019 - 00:00,2.83,6.66,3.89,9.59,59.59,31.86,1.46,2.51,0.41,0.91,0.4,73.26,218.87,1.87,321.06,0.0,15.94,0.31,40.87,05-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Oct-2019 - 00:00,2.69,7.47,4.21,9.09,74.69,38.09,1.89,3.56,0.62,1.5,0.68,64.66,306.72,1.33,394.75,0.0,21.1,0.42,50.96,06-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Oct-2019 - 00:00,2.77,8.08,4.6,9.24,115.71,62.78,2.51,3.95,0.67,1.51,0.7,66.08,301.08,1.38,358.17,0.0,26.28,0.49,53.54,07-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Oct-2019 - 00:00,2.64,6.41,3.62,8.59,142.48,50.37,1.75,3.43,0.45,1.1,0.52,59.89,312.32,2.17,351.48,0.0,26.86,0.41,50.25,08-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Oct-2019 - 00:00,2.61,6.67,3.73,7.89,85.22,41.83,1.62,3.15,0.44,1.03,0.56,54.35,293.31,1.86,345.62,0.0,25.26,0.43,58.12,09-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Oct-2019 - 00:00,2.76,6.79,3.91,8.17,124.24,64.16,3.95,3.22,0.48,1.21,0.54,54.25,154.97,1.06,378.55,0.0,32.34,0.5,60.3,10-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Oct-2019 - 00:00,2.68,7.4,4.17,11.88,135.91,71.95,,,0.0,0.0,,57.57,262.78,0.92,95.68,0.0,38.02,0.53,60.12,11-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Oct-2019 - 00:00,2.68,8.64,4.82,16.25,153.43,87.94,,,0.0,0.0,,54.86,169.33,0.79,397.17,0.0,11.12,0.65,63.1,12-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Oct-2019 - 00:00,2.72,8.08,4.56,16.49,177.67,109.04,5.86,13.01,1.01,2.58,1.19,60.04,145.27,0.88,378.31,0.0,13.38,0.62,69.95,13-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Oct-2019 - 00:00,2.73,9.25,5.18,16.67,198.23,120.72,5.16,6.48,0.85,2.2,1.2,56.04,119.31,0.66,350.43,0.0,14.98,0.7,54.99,14-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Oct-2019 - 00:00,2.65,9.32,5.15,16.72,200.87,116.2,5.66,5.05,0.79,2.06,1.08,57.31,146.9,0.73,342.4,0.0,15.47,0.72,60.75,15-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Oct-2019 - 00:00,2.63,18.79,10.51,19.04,220.81,110.91,5.58,5.39,0.88,2.04,1.22,55.4,115.9,1.11,390.3,0.0,22.13,0.84,80.26,16-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Oct-2019 - 00:00,4.93,36.12,21.13,19.24,268.09,129.81,1.99,2.18,0.23,0.52,0.32,59.63,104.79,1.22,211.67,0.0,17.86,1.28,82.36,17-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Oct-2019 - 00:00,5.31,34.06,20.17,20.78,244.45,149.55,1.91,4.57,0.6,0.97,0.45,58.29,121.38,1.66,306.64,0.0,12.18,1.24,86.93,18-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Oct-2019 - 00:00,3.86,17.56,10.43,18.06,204.01,104.05,1.16,2.21,0.24,0.47,0.2,58.25,,,319.87,0.0,7.8,0.86,80.6,19-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Oct-2019 - 00:00,4.73,28.65,17.43,18.64,145.93,96.32,1.03,1.01,0.16,0.36,0.15,60.73,161.79,1.11,315.03,0.0,11.55,0.72,61.31,20-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Oct-2019 - 00:00,2.36,25.17,13.2,19.33,129.06,82.34,0.63,0.81,0.06,0.14,0.1,50.6,308.55,1.44,347.3,0.0,13.97,0.55,59.24,21-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Oct-2019 - 00:00,2.43,29.62,15.57,19.41,166.35,98.86,1.18,1.48,0.17,0.54,0.25,49.01,309.06,1.45,326.12,0.0,14.48,0.66,56.78,22-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Oct-2019 - 00:00,3.02,37.47,20.17,19.43,183.35,93.05,1.28,1.91,0.39,1.05,0.66,45.27,304.16,1.46,334.83,0.0,14.37,0.7,53.93,23-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Oct-2019 - 00:00,3.47,39.3,21.48,21.59,200.48,108.3,3.07,3.79,0.67,1.83,0.91,48.49,195.26,0.89,334.0,0.0,14.76,0.75,49.13,24-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Oct-2019 - 00:00,3.57,43.04,23.87,25.61,238.44,147.41,7.2,7.46,1.18,3.02,1.64,50.86,119.88,0.92,310.24,0.0,33.4,0.88,58.46,25-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Oct-2019 - 00:00,3.51,46.7,26.16,28.05,272.66,177.37,8.94,15.27,2.9,5.64,2.47,58.33,84.44,1.03,264.51,0.0,37.47,1.16,47.44,26-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Oct-2019 - 00:00,7.55,53.48,33.0,24.92,285.1,178.8,10.71,19.9,4.88,9.19,5.24,53.4,167.05,0.8,258.44,0.0,33.86,1.24,52.25,27-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Oct-2019 - 00:00,25.57,59.98,50.98,24.45,350.58,234.49,11.51,15.86,3.21,9.61,4.4,49.64,285.94,1.09,258.03,0.0,34.48,1.54,46.42,28-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Oct-2019 - 00:00,9.59,53.43,35.62,25.76,307.75,239.55,8.78,12.3,2.3,7.72,3.46,50.31,265.99,0.64,273.55,0.0,41.04,1.26,48.23,29-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Oct-2019 - 00:00,7.37,55.27,34.81,23.86,309.59,194.95,9.96,13.2,2.68,7.56,3.46,48.23,232.04,0.55,182.76,0.0,30.5,1.41,44.75,30-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
30-Oct-2019 - 00:00,14.4,62.39,44.17,27.16,314.81,174.28,10.06,17.31,4.09,11.31,5.53,44.16,255.17,0.76,215.71,0.0,29.88,1.53,35.93,31-Oct-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
31-Oct-2019 - 00:00,9.24,55.16,36.06,29.46,353.73,201.93,11.63,15.38,2.92,9.06,4.79,48.39,165.85,0.73,126.01,0.0,19.8,1.71,34.01,01-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
01-Nov-2019 - 00:00,4.57,41.34,25.27,37.53,559.94,432.22,13.65,13.11,2.21,6.64,3.0,52.59,173.88,0.87,193.89,0.0,13.45,2.28,40.4,02-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
02-Nov-2019 - 00:00,9.13,47.62,32.23,66.6,885.61,802.83,21.76,20.56,4.28,12.08,7.08,71.25,236.85,0.87,65.97,0.0,6.59,3.47,7.63,03-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
03-Nov-2019 - 00:00,11.69,48.73,34.01,64.11,382.88,291.37,11.56,15.25,3.24,9.32,4.34,65.79,274.2,1.0,154.48,0.0,7.56,1.78,17.65,04-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
04-Nov-2019 - 00:00,7.28,38.31,25.87,10.65,375.39,305.09,10.97,11.8,1.87,5.9,2.4,56.78,298.47,1.54,190.2,0.0,11.43,1.67,27.8,05-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
05-Nov-2019 - 00:00,11.82,44.35,32.35,53.96,213.74,133.98,10.08,21.87,6.72,14.95,7.61,50.02,275.03,1.46,251.02,0.0,10.0,1.46,32.21,06-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
06-Nov-2019 - 00:00,2.78,8.54,5.8,17.71,180.4,95.69,6.64,6.53,0.98,3.19,1.48,44.96,135.37,1.33,254.21,0.0,13.43,0.8,31.11,07-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
07-Nov-2019 - 00:00,4.32,6.81,5.17,12.84,109.88,70.25,2.95,4.09,0.61,1.34,0.56,67.64,122.13,2.2,136.3,0.0,29.18,0.82,30.99,08-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
08-Nov-2019 - 00:00,4.2,5.73,4.52,15.24,124.75,85.58,3.44,4.46,0.65,1.63,0.65,64.59,209.73,1.77,223.78,0.0,20.54,0.84,38.42,09-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
09-Nov-2019 - 00:00,4.08,8.21,5.71,20.27,125.96,84.46,3.3,5.77,0.75,2.17,1.41,55.07,309.46,2.02,228.22,0.04,16.21,0.82,44.22,10-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
10-Nov-2019 - 00:00,4.17,9.85,6.65,17.92,156.46,103.21,5.02,8.62,1.5,4.24,2.0,41.34,308.63,1.27,212.62,0.0,14.88,1.03,44.48,11-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
11-Nov-2019 - 00:00,4.07,9.28,6.27,18.51,292.31,224.12,7.88,8.47,1.14,3.85,1.77,42.48,285.52,0.86,203.68,0.0,21.54,1.57,46.8,12-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
12-Nov-2019 - 00:00,3.99,8.88,5.99,19.15,638.64,560.58,13.83,15.48,2.37,7.12,2.75,49.55,287.2,0.74,164.4,0.0,22.29,2.71,33.24,13-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
13-Nov-2019 - 00:00,2.73,13.71,7.94,27.76,521.91,430.57,13.74,14.32,2.55,7.47,3.17,57.48,167.58,0.72,150.96,0.0,18.56,2.43,31.16,14-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
14-Nov-2019 - 00:00,1.19,16.22,8.37,31.91,362.44,295.45,10.01,10.88,1.72,4.62,1.88,53.46,262.53,1.35,129.98,0.0,15.25,1.66,29.2,15-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
15-Nov-2019 - 00:00,1.73,12.08,6.66,29.63,235.91,186.41,7.13,7.74,1.03,3.12,1.52,62.96,290.13,1.8,169.87,0.0,10.78,1.5,27.58,16-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
16-Nov-2019 - 00:00,5.87,14.17,11.95,29.98,176.6,126.98,3.84,3.29,0.44,1.26,0.55,66.59,288.13,2.4,213.96,0.0,7.71,1.11,26.72,17-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
17-Nov-2019 - 00:00,3.21,14.87,9.3,27.42,103.38,74.1,0.89,0.97,0.13,0.32,0.14,66.24,299.15,2.93,228.12,0.0,8.68,0.98,34.12,18-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
18-Nov-2019 - 00:00,3.26,15.89,9.88,25.82,107.71,76.69,1.23,1.53,0.15,0.51,0.23,63.07,283.19,2.12,252.51,0.0,6.04,1.2,38.03,19-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
19-Nov-2019 - 00:00,8.03,26.53,19.27,25.26,128.51,81.8,5.68,14.53,3.58,9.77,7.02,53.46,276.95,0.99,137.13,0.0,9.66,1.77,33.58,20-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
20-Nov-2019 - 00:00,4.98,30.11,18.69,29.29,287.69,208.6,10.64,10.81,1.68,5.01,2.77,47.79,163.86,0.66,189.67,0.0,36.53,2.13,39.55,21-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
21-Nov-2019 - 00:00,4.08,27.03,16.34,29.54,283.32,203.89,8.7,9.2,1.48,3.9,1.83,50.05,72.77,0.86,184.8,0.0,38.37,4.46,45.53,22-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
22-Nov-2019 - 00:00,5.04,23.31,15.19,31.02,228.76,168.55,8.79,7.63,1.1,2.69,1.37,51.85,156.6,1.05,193.5,0.0,23.95,5.95,44.81,23-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
23-Nov-2019 - 00:00,3.47,19.05,11.7,30.17,157.97,113.13,4.65,5.86,1.15,3.95,4.49,57.49,295.83,1.69,159.71,0.0,15.13,3.43,26.1,24-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
24-Nov-2019 - 00:00,5.68,23.95,16.03,29.7,179.09,137.48,6.15,9.96,1.87,5.52,3.69,61.26,300.95,1.4,168.55,0.0,16.19,0.97,25.8,25-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
25-Nov-2019 - 00:00,5.15,36.51,21.95,30.15,189.24,128.8,6.44,8.15,0.96,2.91,1.22,55.14,171.18,0.8,209.21,0.0,16.35,0.94,31.33,26-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
26-Nov-2019 - 00:00,7.8,42.72,27.03,33.6,154.91,106.82,5.39,10.11,2.33,3.1,2.34,60.95,87.39,1.61,103.49,0.03,17.19,0.64,27.14,27-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
27-Nov-2019 - 00:00,8.07,51.22,32.42,31.48,70.69,54.67,4.08,5.02,0.62,1.68,0.77,81.85,121.35,1.24,99.59,0.04,9.87,0.52,17.3,28-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
28-Nov-2019 - 00:00,5.05,31.03,19.71,26.84,66.82,40.8,2.0,2.07,0.25,0.6,0.3,86.26,95.33,1.49,212.22,0.03,8.26,0.42,25.5,29-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
29-Nov-2019 - 00:00,6.62,42.75,27.53,26.64,80.25,53.26,3.38,5.73,0.86,2.3,1.06,86.59,186.16,1.1,156.98,0.0,11.31,0.62,19.67,30-Nov-2019 - 00:00,"Urban Estate-II, Hisar - HSPCB"
