from date,PM2.5,PM10,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,WS,WD,AT,RH,BP,SR,RF,to date,station
23-Sep-2019 - 00:00,30.38,69.65,3.38,17.51,19.67,13.96,0.63,28.16,2.46,38.07,1.62,149.57,27.65,75.66,742.14,64.18,,24-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Sep-2019 - 00:00,31.85,76.39,5.88,21.23,17.7,24.81,0.67,34.86,2.87,39.56,1.56,165.84,28.61,71.68,742.26,72.33,,25-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Sep-2019 - 00:00,33.8,85.51,4.55,18.4,17.67,16.18,0.77,24.77,2.79,41.61,1.78,110.82,28.53,73.61,742.3,88.9,1.5,26-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Sep-2019 - 00:00,26.2,63.22,5.13,25.0,15.28,20.7,0.65,11.26,2.28,36.39,2.36,91.75,28.78,73.69,742.26,73.1,,27-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Sep-2019 - 00:00,13.71,47.94,4.32,26.27,12.04,10.42,0.58,14.18,2.02,35.41,2.45,85.94,27.46,77.0,742.03,56.7,,28-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Sep-2019 - 00:00,22.18,53.42,5.01,24.43,13.06,10.6,0.58,13.35,3.05,40.6,2.31,93.67,26.96,78.38,741.86,80.03,,29-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Sep-2019 - 00:00,29.1,88.6,1.91,25.08,12.81,8.06,0.75,29.77,2.94,49.76,1.73,100.88,28.23,71.84,742.0,67.82,,01-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Oct-2019 - 00:00,30.7,73.02,3.14,26.38,12.11,5.59,0.75,24.84,3.08,40.26,1.54,130.39,27.43,77.02,741.68,71.62,,02-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Oct-2019 - 00:00,37.21,85.72,10.49,37.16,12.92,16.08,0.92,29.6,3.49,38.18,1.17,176.09,28.26,70.22,741.95,80.92,,03-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Oct-2019 - 00:00,68.52,153.49,20.24,56.82,16.88,12.82,1.22,42.66,6.1,46.78,1.12,177.21,28.7,67.05,741.96,69.43,3.0,04-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Oct-2019 - 00:00,50.0,102.46,7.89,41.1,19.01,10.65,0.84,60.74,4.2,45.88,1.99,246.25,27.05,70.21,742.04,89.52,,05-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Oct-2019 - 00:00,45.44,115.2,8.49,38.51,14.38,11.85,0.85,64.18,4.38,54.68,1.93,260.56,27.1,60.51,741.88,98.91,,06-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Oct-2019 - 00:00,67.43,156.83,4.32,34.51,17.65,20.4,0.84,95.85,4.79,54.1,1.7,259.25,27.61,61.12,742.08,89.39,,07-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Oct-2019 - 00:00,61.54,145.55,3.1,30.54,18.06,14.31,0.73,66.99,4.33,51.02,2.1,264.45,27.43,62.96,742.21,72.97,,08-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Oct-2019 - 00:00,47.71,122.78,1.6,34.36,14.44,17.16,0.82,72.62,3.93,44.72,1.64,252.98,27.19,56.41,742.07,97.35,,09-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Oct-2019 - 00:00,78.46,177.81,5.52,49.16,18.22,35.59,1.1,68.26,6.25,45.7,1.07,200.32,27.68,55.33,742.05,84.72,,10-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Oct-2019 - 00:00,108.54,212.4,9.24,46.68,22.16,25.0,1.1,68.1,6.2,59.29,1.11,221.64,28.03,53.85,742.06,84.57,,11-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Oct-2019 - 00:00,115.36,213.82,12.63,52.36,25.14,20.2,1.25,77.53,7.1,59.97,0.93,188.3,27.73,55.08,741.99,82.74,,12-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Oct-2019 - 00:00,128.57,236.84,17.76,56.35,29.58,30.59,1.38,100.56,7.58,68.4,1.16,211.36,28.0,58.27,742.07,82.1,,13-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Oct-2019 - 00:00,156.03,278.4,16.74,55.64,32.01,25.17,1.67,71.42,10.01,68.21,1.07,216.82,27.84,57.26,742.08,75.53,,14-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Oct-2019 - 00:00,133.88,245.65,22.29,59.94,33.25,26.01,1.74,74.5,7.89,51.88,0.92,220.11,28.03,59.21,742.24,76.97,,15-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Oct-2019 - 00:00,154.9,299.27,34.21,74.94,34.88,23.27,1.92,60.85,9.7,65.13,0.83,182.28,28.49,59.09,742.36,71.23,,16-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Oct-2019 - 00:00,140.33,254.64,4.79,38.17,33.72,20.79,1.31,57.21,6.48,50.1,1.07,149.92,28.52,59.79,742.34,69.5,,17-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Oct-2019 - 00:00,122.5,236.81,2.94,31.27,28.36,16.31,1.03,57.58,5.42,43.69,1.35,93.25,28.29,56.81,742.31,72.21,,18-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Oct-2019 - 00:00,84.31,201.82,5.05,34.13,28.81,16.9,0.87,67.24,4.2,54.49,1.74,138.75,28.14,53.61,742.32,72.01,,19-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Oct-2019 - 00:00,94.05,195.08,20.49,68.22,30.85,32.52,1.31,67.55,6.6,62.81,1.19,218.72,26.99,54.86,742.33,66.33,,20-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Oct-2019 - 00:00,107.7,209.71,14.61,60.14,31.77,39.1,1.08,82.36,6.36,65.4,1.45,256.16,27.19,47.09,742.29,77.9,,21-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Oct-2019 - 00:00,133.11,240.32,9.38,56.68,35.09,31.31,1.09,78.92,6.59,56.17,1.46,258.11,26.3,47.61,742.07,75.92,,22-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Oct-2019 - 00:00,106.02,223.07,44.03,86.02,31.79,10.58,1.58,44.75,7.68,56.49,1.33,238.02,25.72,49.44,741.46,74.27,,23-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Oct-2019 - 00:00,143.39,289.94,80.2,128.21,42.15,21.6,2.26,57.42,11.25,78.58,1.02,196.09,26.0,51.78,741.53,77.22,,24-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Oct-2019 - 00:00,188.71,328.26,46.32,98.94,46.88,23.97,1.85,49.13,10.8,69.53,0.97,148.15,26.0,55.6,741.76,67.1,,25-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Oct-2019 - 00:00,123.27,246.1,44.1,82.45,35.2,19.87,1.39,47.25,6.95,53.11,1.21,128.92,25.88,50.77,741.95,69.94,,26-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Oct-2019 - 00:00,156.57,278.78,56.81,99.84,43.49,14.74,3.66,48.9,8.49,60.36,0.79,220.11,25.38,59.04,741.94,63.46,,27-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Oct-2019 - 00:00,226.95,359.36,95.12,132.4,52.94,29.3,2.52,60.57,12.18,68.99,1.11,221.02,25.37,58.57,741.7,65.91,,28-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Oct-2019 - 00:00,333.84,452.49,88.3,124.07,54.99,28.74,2.62,49.1,11.23,55.18,0.69,229.29,25.07,59.51,741.89,59.11,,29-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Oct-2019 - 00:00,402.64,569.14,74.18,123.09,69.81,22.22,2.35,59.42,15.38,70.94,0.49,218.64,24.66,67.64,741.78,38.28,,30-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Oct-2019 - 00:00,380.0,595.64,165.72,195.11,77.96,14.93,3.2,35.08,17.44,86.43,0.64,216.71,25.32,66.47,741.86,45.79,,31-Oct-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
31-Oct-2019 - 00:00,406.4,620.05,161.46,194.89,76.14,14.73,3.62,42.29,19.33,105.77,0.68,210.84,24.96,62.88,741.54,49.95,,01-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Nov-2019 - 00:00,414.79,595.45,62.52,119.88,64.63,18.72,2.84,48.28,14.02,79.93,0.76,207.86,25.99,58.67,741.86,50.76,,02-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Nov-2019 - 00:00,357.43,509.34,24.3,69.45,56.19,15.59,1.57,31.48,10.27,57.93,1.09,225.91,25.21,62.39,741.85,41.77,,03-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Nov-2019 - 00:00,576.13,620.64,30.04,77.06,64.99,6.11,,20.44,12.52,53.52,0.9,230.33,23.9,70.05,741.94,31.59,,04-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Nov-2019 - 00:00,354.34,440.19,10.79,50.0,43.88,9.19,1.27,32.51,8.09,41.97,1.53,253.11,25.02,56.88,742.03,59.06,,05-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Nov-2019 - 00:00,224.87,323.2,31.93,65.09,32.71,10.77,1.84,44.21,7.97,45.01,1.4,235.64,24.7,52.6,741.52,65.9,,06-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Nov-2019 - 00:00,118.3,247.45,48.83,84.56,36.43,8.53,1.36,3.56,7.77,46.8,0.93,178.99,24.54,50.33,741.41,58.08,,07-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Nov-2019 - 00:00,205.91,308.39,23.46,59.29,42.27,10.95,1.78,38.48,7.92,48.54,1.39,147.24,21.98,66.23,741.18,27.19,3.67,08-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Nov-2019 - 00:00,177.19,289.98,33.91,75.05,37.59,47.9,1.7,35.13,9.04,60.51,0.92,210.81,23.23,61.3,741.78,60.38,,09-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Nov-2019 - 00:00,144.96,240.2,9.32,45.47,33.77,18.39,1.0,24.9,6.4,54.03,1.7,259.74,23.81,52.03,741.79,73.22,,10-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Nov-2019 - 00:00,229.97,329.02,9.61,50.08,31.88,19.55,1.42,36.95,7.2,54.72,1.39,244.36,23.01,43.15,741.57,62.7,,11-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Nov-2019 - 00:00,328.4,475.37,23.58,69.42,39.37,43.47,1.84,82.87,8.68,58.69,1.04,248.32,22.21,42.44,741.38,57.68,,12-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Nov-2019 - 00:00,423.25,566.62,31.96,87.64,41.68,27.11,2.36,68.98,10.5,66.06,0.79,190.07,21.6,48.46,741.38,59.84,,13-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Nov-2019 - 00:00,408.71,576.5,71.03,114.95,44.4,32.15,1.85,69.36,13.24,92.42,0.68,188.57,21.77,58.01,741.82,54.25,,14-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Nov-2019 - 00:00,413.8,591.43,137.73,190.8,55.35,33.28,5.14,51.42,15.94,88.81,0.53,188.34,21.65,66.12,741.72,36.66,,15-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Nov-2019 - 00:00,361.32,506.06,62.11,96.56,48.46,29.25,2.4,58.88,13.54,79.62,1.07,229.36,22.34,64.3,741.67,52.39,,16-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Nov-2019 - 00:00,130.2,318.82,11.2,41.97,33.14,26.09,1.15,39.51,7.4,61.05,2.34,262.96,24.16,51.52,741.89,26.39,,17-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Nov-2019 - 00:00,86.0,149.31,4.46,26.22,28.49,9.46,0.78,32.55,3.99,31.75,2.56,257.34,22.87,51.15,741.8,69.67,,18-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Nov-2019 - 00:00,118.14,192.05,38.54,66.82,30.61,7.64,1.43,36.26,6.07,40.36,1.39,235.17,21.4,59.01,741.42,61.68,,19-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Nov-2019 - 00:00,182.28,292.83,76.31,112.43,41.03,8.42,2.01,41.37,9.23,50.41,0.84,225.84,20.98,58.69,741.36,56.2,,20-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Nov-2019 - 00:00,265.62,423.31,119.07,159.37,56.31,20.88,2.51,73.15,15.18,82.94,0.5,229.5,20.7,59.49,741.45,54.86,,21-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Nov-2019 - 00:00,262.43,405.58,134.19,173.84,53.23,25.06,3.06,36.97,13.85,83.04,0.58,206.38,20.86,57.53,741.73,49.1,,22-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Nov-2019 - 00:00,237.65,355.66,55.32,106.18,49.92,44.3,2.17,44.04,10.16,58.62,0.72,185.66,21.31,56.05,741.78,54.05,,23-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Nov-2019 - 00:00,132.91,227.28,15.98,52.95,36.99,20.54,1.16,22.0,7.9,46.97,1.31,245.27,21.98,54.88,741.73,45.05,,24-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Nov-2019 - 00:00,96.31,175.14,7.53,38.14,28.91,13.32,0.97,31.7,5.57,37.13,1.58,257.48,22.5,54.23,741.78,55.14,,25-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Nov-2019 - 00:00,122.51,222.42,55.05,82.42,29.74,26.03,1.92,47.97,7.3,45.35,0.81,196.47,21.79,54.04,741.8,51.22,,26-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Nov-2019 - 00:00,114.88,224.73,25.8,54.8,32.97,31.5,1.12,39.12,7.02,38.04,1.43,193.2,22.61,52.74,741.91,43.59,,27-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Nov-2019 - 00:00,69.95,134.45,9.05,31.67,28.09,22.62,0.86,31.57,4.15,28.48,1.76,156.01,20.96,64.05,741.61,48.95,1.5,28-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Nov-2019 - 00:00,28.67,48.44,2.92,18.91,24.35,5.87,0.62,30.61,2.34,21.1,2.89,108.4,18.36,74.27,741.33,45.5,1.0,29-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Nov-2019 - 00:00,63.5,113.12,17.58,41.04,23.37,25.46,1.03,26.35,4.73,36.94,1.52,219.56,18.51,74.24,741.47,65.17,,30-Nov-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Nov-2019 - 00:00,109.02,171.39,21.34,56.28,43.91,13.64,1.17,31.63,6.74,46.86,1.48,264.33,18.85,72.79,741.37,61.87,,01-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
01-Dec-2019 - 00:00,126.08,184.94,21.62,63.76,52.89,8.22,1.15,37.8,5.8,37.05,1.16,235.29,17.79,63.54,741.36,65.16,,02-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
02-Dec-2019 - 00:00,149.06,227.57,38.36,87.6,57.9,10.08,1.33,31.61,7.05,55.27,1.2,239.62,17.48,58.53,741.39,64.67,,03-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
03-Dec-2019 - 00:00,158.32,250.4,84.09,124.78,62.23,9.3,2.04,32.12,9.05,55.2,1.18,219.57,17.51,54.5,741.35,66.82,,04-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
04-Dec-2019 - 00:00,211.69,330.61,145.35,182.29,71.76,16.52,2.69,42.23,11.6,74.41,0.79,215.93,16.87,57.86,741.45,58.86,,05-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
05-Dec-2019 - 00:00,305.89,406.98,85.5,136.54,85.67,38.61,2.16,45.56,10.91,77.85,0.72,210.79,16.91,63.6,741.7,54.67,,06-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
06-Dec-2019 - 00:00,255.38,349.56,50.38,92.67,83.98,23.81,1.69,52.42,10.18,72.61,0.85,208.4,17.8,72.36,741.71,53.4,,07-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
07-Dec-2019 - 00:00,257.06,364.82,105.19,137.45,82.06,26.78,1.32,51.33,11.83,72.12,0.71,157.64,17.86,71.88,741.47,53.18,,08-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
08-Dec-2019 - 00:00,286.93,392.98,159.81,187.48,78.83,19.64,,76.84,14.31,87.64,0.67,197.83,17.35,70.71,741.46,47.27,,09-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
09-Dec-2019 - 00:00,257.01,371.58,140.45,181.2,72.04,25.96,1.54,66.43,12.1,75.51,0.75,192.25,17.05,65.59,741.43,55.38,,10-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
10-Dec-2019 - 00:00,315.02,442.32,125.74,167.09,84.35,14.97,1.48,81.22,14.73,104.39,0.61,210.36,16.73,66.47,741.25,51.03,,11-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
11-Dec-2019 - 00:00,365.92,512.77,116.56,158.52,85.01,14.22,0.91,57.54,13.84,87.25,0.66,162.74,17.02,67.83,740.93,43.99,,12-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
12-Dec-2019 - 00:00,318.55,429.98,24.91,62.28,79.53,15.5,0.17,34.7,9.23,45.95,1.99,110.72,17.66,66.45,741.06,33.43,8.6,13-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
13-Dec-2019 - 00:00,,,,,,,,,,,1.4,82.0,18.3,82.0,741.0,93.0,,14-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
14-Dec-2019 - 00:00,96.89,153.76,39.14,69.06,58.37,16.44,0.34,29.81,5.06,78.15,1.21,184.4,16.56,73.6,741.5,70.91,,15-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
15-Dec-2019 - 00:00,119.8,170.62,17.57,48.66,45.16,19.59,0.19,40.04,6.06,81.87,1.32,247.02,15.22,78.35,741.3,58.14,,16-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
16-Dec-2019 - 00:00,117.07,150.96,8.48,31.14,52.41,2.92,0.11,9.54,4.69,65.71,2.04,263.08,12.34,85.29,741.0,20.79,,17-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
17-Dec-2019 - 00:00,132.11,176.78,21.19,42.09,78.95,4.09,0.19,14.76,5.1,67.31,1.8,257.27,11.86,80.51,741.0,24.71,,18-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
18-Dec-2019 - 00:00,186.68,252.3,21.66,52.78,104.8,4.75,0.21,22.02,8.91,76.28,1.46,225.66,12.61,74.84,741.23,54.25,,19-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
19-Dec-2019 - 00:00,304.21,383.04,40.54,69.54,96.39,3.57,0.27,9.11,9.39,77.53,1.03,154.09,10.9,87.25,740.93,44.27,,20-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
20-Dec-2019 - 00:00,457.91,618.7,79.71,116.28,99.97,7.55,0.35,34.26,,,0.89,216.38,12.6,85.32,740.72,40.56,,21-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
21-Dec-2019 - 00:00,313.95,438.45,35.93,67.94,103.78,5.28,0.17,29.18,,,1.44,256.14,13.93,83.01,741.07,43.81,,22-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
22-Dec-2019 - 00:00,170.35,232.26,8.26,30.24,79.36,5.07,0.13,18.57,,,2.27,270.66,11.66,87.64,741.09,38.36,,23-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
23-Dec-2019 - 00:00,214.84,293.8,24.1,43.5,56.3,5.64,1.04,12.51,,,1.57,241.23,10.61,83.69,740.79,39.23,,24-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
24-Dec-2019 - 00:00,293.7,432.91,36.92,76.75,66.1,8.58,1.92,14.05,,,1.26,187.35,11.19,81.25,741.09,41.66,,25-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
25-Dec-2019 - 00:00,181.76,268.92,17.25,42.49,67.21,7.61,1.15,15.32,,,2.06,270.08,9.38,84.72,740.73,41.95,,26-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
26-Dec-2019 - 00:00,216.12,310.59,13.04,42.57,74.01,8.99,1.22,17.26,,,1.84,247.59,9.11,79.86,740.48,37.88,,27-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
27-Dec-2019 - 00:00,268.99,391.47,16.6,47.73,65.34,21.79,1.37,17.37,,,1.46,219.59,9.14,76.99,740.56,42.19,,28-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
28-Dec-2019 - 00:00,290.83,438.55,53.79,81.57,67.81,9.24,2.04,11.68,,,1.2,217.8,8.15,85.53,740.62,35.4,,29-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
29-Dec-2019 - 00:00,339.05,488.84,33.43,70.55,68.57,18.1,2.18,24.95,,,1.13,192.07,9.4,79.89,740.92,44.44,,30-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
30-Dec-2019 - 00:00,332.2,471.38,39.19,68.13,66.82,4.28,2.19,7.2,,,1.36,143.1,6.99,94.52,740.46,20.53,,31-Dec-2019 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
31-Dec-2019 - 00:00,180.0,234.0,2.55,23.05,57.35,2.4,1.19,5.98,,,1.95,120.5,6.4,88.0,740.0,12.0,,01-Jan-2020 - 00:00,"Indirapuram, Ghaziabad - UPPCB"
