from date,Temp,RH,SR,BP,WS,WD,NO,NO2,NOx,SO2,CO,Ozone,PM2.5,Benzene,Toluene,O Xylene,MP-Xylene,Eth-Benzene,VWS,to date,station
07-Dec-2019 - 00:00,7.45,59.91,73.39,985.99,0.68,82.72,13.03,21.88,27.91,13.38,1.29,31.46,149.49,1.92,3.83,2.87,2.87,2.87,-0.61,08-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
08-Dec-2019 - 00:00,8.65,58.6,102.83,985.78,0.62,86.45,16.69,24.78,27.49,10.83,1.86,30.89,157.43,2.0,4.0,3.0,3.0,3.01,-0.64,09-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
09-Dec-2019 - 00:00,7.49,58.66,98.63,985.77,0.64,82.1,22.02,29.7,28.73,11.28,1.93,32.45,136.86,1.99,4.0,3.0,3.0,3.0,-0.64,10-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
10-Dec-2019 - 00:00,8.18,58.48,98.74,985.07,0.66,68.93,24.44,31.93,29.3,11.68,2.41,33.9,177.91,2.01,4.01,3.0,3.0,2.99,-0.64,11-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
11-Dec-2019 - 00:00,4.78,58.39,71.95,983.52,0.66,119.09,17.52,29.91,36.0,10.14,2.28,42.41,241.81,2.01,4.0,3.01,3.0,3.0,-0.64,12-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
12-Dec-2019 - 00:00,13.44,58.32,36.86,982.07,1.09,164.47,5.04,17.26,30.91,11.4,1.52,34.72,229.46,2.01,3.99,3.0,3.01,3.0,-0.64,13-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
13-Dec-2019 - 00:00,19.12,61.73,28.91,982.98,1.12,128.46,4.44,12.03,21.83,10.56,0.76,28.9,75.27,1.98,3.99,3.0,3.0,2.99,-0.63,14-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
14-Dec-2019 - 00:00,23.43,61.53,80.78,989.68,0.59,105.43,7.55,14.97,22.69,10.64,0.82,25.79,53.75,2.01,3.99,2.99,2.98,2.99,-0.64,15-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
15-Dec-2019 - 00:00,23.17,61.46,96.15,989.31,0.75,70.68,4.92,12.59,22.18,10.4,0.69,28.36,67.89,2.0,4.0,3.01,3.0,3.0,-0.64,16-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
16-Dec-2019 - 00:00,14.13,62.26,29.85,990.29,0.89,75.64,4.58,12.15,21.88,10.62,0.65,31.12,59.62,2.01,4.0,3.0,3.0,3.0,-0.64,17-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
17-Dec-2019 - 00:00,14.17,61.78,59.54,991.41,0.74,76.92,5.91,12.94,21.35,10.85,0.63,31.75,59.83,2.01,4.02,3.01,3.01,3.0,-0.64,18-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
18-Dec-2019 - 00:00,14.0,61.68,98.27,989.91,0.73,83.83,7.26,15.5,24.18,11.22,0.97,33.73,93.59,2.0,4.0,3.0,3.0,3.0,-0.64,19-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
19-Dec-2019 - 00:00,12.55,62.61,53.63,988.96,0.6,116.48,9.68,12.69,12.37,9.9,1.46,32.24,143.81,2.01,4.0,3.0,3.01,3.0,-0.64,20-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
20-Dec-2019 - 00:00,13.42,62.7,65.48,986.53,0.56,83.01,12.01,12.17,17.06,9.05,1.36,29.21,150.63,2.0,4.01,2.99,3.01,3.01,-0.64,21-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
21-Dec-2019 - 00:00,15.63,62.02,76.54,987.18,0.65,78.57,10.57,10.51,16.17,9.62,1.28,28.52,139.27,1.99,3.99,3.01,3.01,3.0,-0.64,22-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
22-Dec-2019 - 00:00,14.34,62.63,51.03,988.75,0.66,79.82,12.52,12.3,17.58,8.35,1.08,28.92,95.05,2.01,4.0,3.0,3.0,3.0,-0.64,23-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
23-Dec-2019 - 00:00,13.66,62.65,56.61,987.91,0.7,100.56,11.74,12.53,17.94,7.78,1.2,30.27,111.14,2.0,4.0,3.0,2.99,2.99,-0.64,24-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
24-Dec-2019 - 00:00,13.72,62.52,62.07,989.37,0.75,132.81,10.73,10.81,16.48,10.55,1.38,32.43,156.97,1.99,4.0,3.0,3.01,3.01,-0.64,25-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
25-Dec-2019 - 00:00,11.76,62.93,55.76,989.25,0.7,73.71,10.15,10.61,16.33,7.92,1.07,27.69,120.69,2.01,4.0,3.0,3.0,3.0,-0.64,26-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
26-Dec-2019 - 00:00,12.13,62.45,73.06,988.46,0.68,92.55,19.16,21.89,8.78,7.93,1.06,28.51,158.16,1.99,4.0,3.0,3.0,3.0,-0.64,27-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
27-Dec-2019 - 00:00,11.09,61.3,112.39,989.24,0.55,95.01,287.46,10.52,36.28,8.55,1.18,31.9,137.53,2.0,4.0,3.01,3.0,3.0,-0.64,28-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
28-Dec-2019 - 00:00,4.93,62.17,,990.36,0.6,89.61,307.07,8.56,66.81,11.96,1.42,29.91,126.66,2.01,4.0,3.0,2.99,2.99,-0.64,29-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
29-Dec-2019 - 00:00,7.89,62.14,,990.4,0.66,112.26,,,0.0,9.98,1.65,33.74,152.29,1.99,4.0,3.01,3.0,3.01,-0.64,30-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
30-Dec-2019 - 00:00,7.3,63.1,,989.91,0.83,152.78,,,0.0,17.54,2.01,32.02,194.15,2.0,3.99,3.0,3.0,3.01,-0.64,31-Dec-2019 - 00:00,"MD University, Rohtak - HSPCB"
31-Dec-2019 - 00:00,8.88,63.09,,989.95,1.27,185.37,,,0.0,10.69,2.36,34.33,336.46,1.96,4.07,3.01,2.95,3.03,-0.64,01-Jan-2020 - 00:00,"MD University, Rohtak - HSPCB"
