from date,PM2.5,PM10,NOx,NO2,NO,NH3,SO2,CO,Ozone,Benzene,Toluene,RH,BP,AT,WS,WD,to date,station
03-Dec-2019 - 00:00,127.54,284.46,40.6,65.68,6.89,60.71,14.92,1.51,65.25,0.64,15.54,58.11,742.93,19.14,0.77,158.11,04-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
04-Dec-2019 - 00:00,234.7,407.97,65.36,91.95,18.44,80.54,26.83,2.1,51.04,1.23,20.22,66.8,743.0,18.15,0.45,187.66,05-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
05-Dec-2019 - 00:00,181.89,307.7,44.38,69.36,16.85,75.24,5.67,2.07,47.64,1.32,18.36,72.53,743.0,18.75,0.45,209.51,06-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
06-Dec-2019 - 00:00,115.0,235.92,39.81,63.12,,57.59,,1.82,47.25,0.95,16.25,71.41,743.0,20.24,0.52,188.76,07-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
07-Dec-2019 - 00:00,110.41,219.4,46.12,64.48,,60.49,,1.86,40.06,0.95,16.24,69.6,743.0,20.44,0.45,208.92,08-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
08-Dec-2019 - 00:00,114.65,232.4,71.01,89.26,92.25,65.19,13.7,1.7,43.12,1.01,16.11,65.08,743.0,19.99,0.51,178.85,09-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
09-Dec-2019 - 00:00,116.91,247.46,49.59,75.72,0.82,61.81,25.0,1.71,51.0,0.8,13.91,60.11,743.0,19.41,0.52,170.9,10-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
10-Dec-2019 - 00:00,174.43,367.27,45.47,75.39,2.26,71.01,27.92,2.02,51.58,0.94,13.43,64.44,742.52,18.62,0.53,166.54,11-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
11-Dec-2019 - 00:00,261.71,471.67,61.75,92.05,15.67,85.46,33.37,2.43,38.48,1.22,17.86,70.44,742.2,17.95,0.43,181.25,12-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
12-Dec-2019 - 00:00,183.0,237.95,34.15,53.17,7.16,71.08,15.04,1.55,42.0,1.09,22.76,75.44,742.07,18.25,0.76,267.73,13-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
13-Dec-2019 - 00:00,38.12,45.09,15.86,24.32,3.53,40.49,8.01,0.92,42.02,0.34,19.12,91.28,742.15,16.49,0.86,283.22,14-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
14-Dec-2019 - 00:00,39.55,59.28,24.56,34.99,7.25,36.6,8.58,1.1,30.09,0.41,21.78,81.56,743.0,17.23,0.51,239.1,15-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
15-Dec-2019 - 00:00,81.72,134.75,26.9,43.14,4.81,42.41,12.89,1.09,30.76,0.57,20.42,78.09,743.0,17.39,0.8,170.35,16-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
16-Dec-2019 - 00:00,73.16,163.12,19.81,32.34,3.14,51.84,9.39,1.11,21.14,0.51,16.47,89.28,743.0,14.06,0.98,167.34,17-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
17-Dec-2019 - 00:00,89.81,183.92,20.13,32.44,3.47,51.5,7.77,1.17,23.2,0.46,15.11,83.05,743.0,13.75,0.86,171.43,18-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
18-Dec-2019 - 00:00,107.54,210.48,20.51,33.19,3.47,58.86,9.63,1.41,33.59,0.5,17.78,81.94,743.0,13.11,0.67,208.8,19-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
19-Dec-2019 - 00:00,135.31,258.96,28.39,42.83,6.82,67.92,12.23,1.63,26.44,0.65,19.68,87.5,743.0,12.79,0.44,186.55,20-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
20-Dec-2019 - 00:00,198.06,416.96,39.77,64.21,6.84,68.45,15.76,2.02,22.26,1.06,20.89,81.52,742.45,13.8,0.53,130.47,21-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
21-Dec-2019 - 00:00,214.74,433.67,35.55,58.13,5.63,78.79,15.48,1.91,17.75,1.01,19.86,87.94,742.82,15.13,0.74,171.34,22-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
22-Dec-2019 - 00:00,105.53,215.85,20.65,34.21,2.94,62.61,8.68,1.4,24.53,0.64,15.81,87.07,742.99,13.49,0.95,173.52,23-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
23-Dec-2019 - 00:00,139.02,277.54,23.56,38.35,3.82,67.28,7.64,1.32,20.59,1.97,15.76,86.73,742.96,12.58,0.66,187.04,24-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
24-Dec-2019 - 00:00,138.73,297.79,24.2,39.3,4.0,57.85,6.86,1.22,34.78,0.88,19.53,80.42,743.0,13.76,0.56,208.67,25-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
25-Dec-2019 - 00:00,154.53,253.5,21.66,34.37,4.1,55.59,4.68,0.98,17.11,0.73,16.78,87.44,743.0,10.69,0.86,172.31,26-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
26-Dec-2019 - 00:00,159.76,267.02,19.63,32.26,2.99,61.39,5.08,1.0,25.29,0.58,14.87,81.97,742.97,10.66,0.75,170.41,27-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
27-Dec-2019 - 00:00,132.72,319.28,21.73,35.14,3.67,55.3,5.57,1.18,27.11,0.68,16.81,80.26,743.0,10.55,0.58,196.83,28-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
28-Dec-2019 - 00:00,115.82,296.96,24.5,36.71,6.06,54.99,5.52,1.12,21.28,0.71,16.67,90.54,743.0,9.36,0.52,212.78,29-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
29-Dec-2019 - 00:00,158.9,400.14,29.98,46.22,6.57,56.61,13.39,1.62,32.23,0.79,17.18,85.45,743.0,10.46,0.47,194.29,30-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
30-Dec-2019 - 00:00,122.51,277.75,23.23,33.16,6.92,61.79,3.34,1.66,9.02,1.07,16.31,95.47,743.0,7.89,0.53,230.54,31-Dec-2019 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
31-Dec-2019 - 00:00,97.0,210.0,9.8,15.75,1.8,60.2,1.8,1.14,11.5,0.8,15.35,89.0,743.0,8.35,0.75,239.5,01-Jan-2020 - 00:00,"Jai Bhim Nagar, Meerut - UPPCB"
