from date,NO2,NO,NOx,SO2,CO,PM2.5,AT,RH,WS,VWS,WD,BP,SR,RF,Benzene,Toluene,Ozone,to date,station
25-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,27-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,28-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,29-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,30-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,31-Aug-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-Aug-2019 - 00:00,,,,,,,,,,,,,,,,,,01-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,02-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,03-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,04-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,05-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,08-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,09-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,10-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,11-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,12-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,13-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,14-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,15-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,16-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,17-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,18-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,19-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,20-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,21-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,22-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,24-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,25-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,27-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,28-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,29-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,30-Sep-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Sep-2019 - 00:00,,,,,,,,,,,,,,,,,,01-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,02-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,03-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,04-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,05-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,08-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,09-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,10-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,11-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,12-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,13-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,14-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,15-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,16-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,17-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,18-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,19-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,20-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,21-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,22-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,24-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,25-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,27-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,28-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,29-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,30-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,31-Oct-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-Oct-2019 - 00:00,,,,,,,,,,,,,,,,,,01-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,02-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,03-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,04-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,05-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,08-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,09-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,10-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,11-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,12-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,13-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,14-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,15-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,16-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,17-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,19-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,20-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,21-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,22-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,24-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,25-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,27-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,28-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,29-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,30-Nov-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Nov-2019 - 00:00,,,,,,,,,,,,,,,,,,01-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
01-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,02-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
02-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,03-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
03-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,04-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
04-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,05-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
05-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,06-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
06-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,07-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
07-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,08-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
08-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,09-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
09-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,10-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
10-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,11-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
11-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,12-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
12-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,13-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
13-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,14-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
14-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,15-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
15-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,16-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
16-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,17-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
17-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,18-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
18-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,19-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
19-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,20-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
20-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,21-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
21-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,22-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
22-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,23-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
23-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,24-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
24-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,25-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
25-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,26-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
26-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,27-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
27-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,28-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
28-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,29-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
29-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,30-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
30-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,31-Dec-2019 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
31-Dec-2019 - 00:00,,,,,,,,,,,,,,,,,,01-Jan-2020 - 00:00,"Nishant Ganj, Lucknow - UPPCB"
