from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,Eth-Benzene,Xylene,MP-Xylene,RH,WS,WD,SR,RF,to date,station
05-Aug-2019 - 00:00,18.08,13.54,5.43,27.47,1.64,2.5,25.56,93.63,50.16,0.01,0.01,0.01,0.01,0.0,86.94,1.08,157.36,105.13,6.5,06-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Aug-2019 - 00:00,17.85,12.66,5.01,29.63,1.99,2.1,24.45,54.97,27.7,0.01,0.01,0.01,0.01,0.0,90.76,1.41,145.45,89.82,,07-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Aug-2019 - 00:00,21.43,13.05,2.82,22.27,2.4,2.01,30.04,65.17,30.42,0.01,0.01,0.01,0.01,0.0,87.1,1.38,117.71,138.79,1.75,08-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Aug-2019 - 00:00,23.19,14.92,4.39,22.76,2.36,2.07,30.38,77.41,30.71,0.01,0.01,0.01,0.01,0.0,74.07,1.71,94.48,217.48,,09-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Aug-2019 - 00:00,16.98,11.03,3.08,21.25,3.49,1.72,30.11,80.38,22.68,0.01,0.01,0.01,0.01,0.0,76.27,4.33,90.03,145.1,2.0,10-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Aug-2019 - 00:00,11.4,3.99,0.87,18.4,2.82,1.86,33.83,37.67,19.01,0.01,0.01,0.01,0.01,0.0,82.97,2.87,121.8,194.27,0.75,11-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Aug-2019 - 00:00,9.92,3.68,1.13,19.29,1.83,2.01,35.74,42.65,20.27,0.01,0.01,0.01,0.01,0.0,77.78,1.76,155.49,191.6,,12-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Aug-2019 - 00:00,9.12,5.4,1.57,18.14,1.84,1.9,40.11,43.13,16.21,0.01,0.01,0.01,0.01,0.0,79.46,2.07,232.04,181.47,,13-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Aug-2019 - 00:00,14.91,8.82,2.48,16.02,2.47,1.83,42.42,79.89,28.41,0.01,0.01,0.01,0.01,0.0,78.0,2.53,248.71,190.6,,14-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Aug-2019 - 00:00,16.18,10.76,3.97,15.3,2.57,2.8,47.93,57.11,26.86,0.01,0.01,0.01,0.01,0.0,83.94,1.15,207.48,171.73,,15-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Aug-2019 - 00:00,13.73,8.49,2.38,17.01,2.07,2.43,38.91,55.86,25.9,0.01,0.01,0.01,0.01,0.0,83.31,2.49,95.96,186.92,1.56,16-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Aug-2019 - 00:00,9.13,6.14,2.37,16.25,2.31,1.94,34.47,43.62,18.96,0.01,0.01,0.01,0.01,0.0,84.49,3.73,80.03,153.46,,17-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Aug-2019 - 00:00,7.46,2.93,1.08,14.53,1.76,2.37,21.52,23.71,14.16,0.01,0.01,0.01,0.01,0.0,96.83,2.65,138.87,0.0,,18-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Aug-2019 - 00:00,12.87,8.45,2.93,13.89,2.24,2.25,39.82,40.35,15.22,0.01,0.01,0.01,0.01,0.0,85.21,2.1,244.9,159.5,,19-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Aug-2019 - 00:00,21.72,15.97,5.78,15.25,3.5,2.17,57.32,85.11,27.25,0.01,0.01,0.01,0.01,0.0,77.37,1.17,276.53,219.18,1.75,20-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Aug-2019 - 00:00,20.07,13.33,3.56,17.76,2.45,2.02,64.61,92.87,31.0,0.01,0.01,0.01,0.01,0.0,71.22,2.2,287.27,317.16,1.0,21-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Aug-2019 - 00:00,22.62,14.84,3.72,19.56,2.18,2.32,53.07,115.73,36.09,0.01,0.01,0.01,0.01,0.0,61.69,1.87,259.02,336.05,1.0,22-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Aug-2019 - 00:00,14.84,10.03,2.88,16.36,2.76,1.92,58.54,118.89,37.43,0.01,0.01,0.01,0.01,0.0,70.26,1.82,219.71,222.23,,23-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Aug-2019 - 00:00,16.58,10.81,2.71,15.98,3.36,2.34,66.82,121.19,41.49,0.01,0.01,0.0,0.01,0.0,68.63,1.65,237.26,244.66,,24-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Aug-2019 - 00:00,12.7,8.13,1.92,15.34,2.97,2.78,66.07,113.7,40.33,0.01,0.01,0.01,0.01,0.0,72.92,1.65,203.35,174.6,,25-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Aug-2019 - 00:00,7.18,3.58,0.88,16.32,2.92,2.86,50.11,68.26,28.56,0.01,0.01,0.0,0.01,0.0,83.9,1.31,133.93,115.18,,26-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Aug-2019 - 00:00,19.81,18.27,2.52,17.98,3.23,2.25,38.94,58.96,20.85,0.01,0.01,0.0,0.01,0.0,75.61,1.97,98.86,229.1,,27-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Aug-2019 - 00:00,25.36,29.89,4.45,17.24,3.46,1.63,39.01,87.11,36.05,0.01,0.06,0.01,0.01,0.0,69.41,1.35,99.33,201.41,,28-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Aug-2019 - 00:00,20.96,22.42,1.47,19.04,3.15,1.75,42.81,92.48,36.96,0.01,0.1,0.01,0.01,0.0,68.16,1.88,108.58,227.09,,29-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Aug-2019 - 00:00,9.68,10.92,1.25,18.31,1.8,2.04,45.93,79.68,33.44,0.01,0.2,0.01,0.02,0.0,72.71,1.78,127.4,214.33,,30-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Aug-2019 - 00:00,15.43,18.17,2.83,16.57,1.41,1.86,48.58,88.54,36.25,,,0.0,,0.0,69.62,0.97,134.09,206.78,,31-Aug-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Aug-2019 - 00:00,17.81,20.59,3.14,16.92,1.28,2.25,46.99,92.47,37.4,,,0.0,,0.0,73.78,1.21,184.77,186.21,0.92,01-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Sep-2019 - 00:00,27.26,35.84,8.58,19.69,1.49,2.32,31.69,86.05,34.42,,,0.0,,0.0,83.8,1.72,119.56,68.93,2.0,02-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Sep-2019 - 00:00,24.08,27.73,3.65,19.87,5.08,3.51,43.01,108.11,47.64,0.01,0.01,0.0,0.01,0.0,79.31,1.05,156.82,208.22,,03-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Sep-2019 - 00:00,27.5,29.02,2.2,17.46,9.2,3.42,54.85,123.97,56.52,0.01,0.01,0.01,0.01,0.0,77.85,1.18,183.3,142.78,,04-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Sep-2019 - 00:00,21.99,26.89,4.94,17.57,3.95,2.3,59.68,136.05,65.99,0.01,0.01,0.01,0.01,0.0,79.09,0.9,160.23,80.51,,05-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Sep-2019 - 00:00,14.68,16.14,1.48,18.3,0.73,0.92,46.34,83.79,48.87,0.01,0.01,0.01,0.01,0.0,81.08,1.33,118.04,161.18,,06-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Sep-2019 - 00:00,15.15,18.05,3.05,22.47,3.26,3.53,41.24,77.24,30.6,0.01,0.01,0.01,0.01,0.0,77.66,1.5,124.56,181.53,,07-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Sep-2019 - 00:00,14.37,18.26,3.9,22.63,4.42,5.78,44.68,68.22,29.98,0.01,0.01,0.01,0.01,0.0,80.09,1.65,135.68,177.08,,08-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Sep-2019 - 00:00,17.82,21.39,3.54,19.1,4.81,5.83,73.55,82.27,34.11,0.01,0.01,0.0,0.01,0.0,76.33,1.28,90.72,180.45,,09-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Sep-2019 - 00:00,26.34,31.41,5.07,19.63,3.97,6.0,63.76,136.69,51.52,0.01,0.01,0.0,0.01,0.0,67.58,1.36,206.49,235.49,,10-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Sep-2019 - 00:00,39.73,51.69,11.97,22.85,5.29,6.01,79.63,205.12,75.06,0.01,0.01,0.01,0.01,0.0,63.17,1.05,160.27,230.26,,11-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Sep-2019 - 00:00,24.58,26.5,1.93,21.73,5.64,5.93,88.34,176.21,69.81,0.01,0.01,0.01,0.01,0.0,60.02,1.09,176.88,228.83,,12-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Sep-2019 - 00:00,13.53,14.15,0.97,17.58,4.31,5.99,63.71,138.11,63.33,0.01,0.01,0.0,0.01,0.0,72.31,1.88,133.64,169.59,,13-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Sep-2019 - 00:00,15.66,18.17,2.65,20.49,5.03,4.81,42.31,80.63,40.27,0.01,0.01,0.0,0.01,0.0,74.72,1.37,113.91,207.91,,14-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Sep-2019 - 00:00,15.14,17.2,2.2,23.81,5.08,1.34,50.04,71.7,34.32,0.01,0.01,0.0,0.01,0.0,75.13,1.87,99.2,235.63,,15-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Sep-2019 - 00:00,12.93,14.69,1.76,19.34,3.09,3.45,58.71,68.59,36.15,0.01,0.01,0.0,0.01,0.0,75.75,1.23,114.22,138.68,,16-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Sep-2019 - 00:00,28.97,33.28,3.91,18.02,4.02,3.08,61.33,116.58,53.91,0.01,0.01,0.0,0.01,0.0,68.96,1.1,186.51,219.3,,17-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Sep-2019 - 00:00,17.48,19.67,2.38,13.92,4.46,1.13,76.52,125.76,53.71,0.01,0.01,0.01,0.01,0.0,68.04,1.91,142.34,199.82,,18-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Sep-2019 - 00:00,14.81,16.3,1.49,14.14,5.04,1.03,68.95,91.55,42.62,0.01,0.01,0.0,0.01,0.0,70.39,2.01,122.05,223.19,,19-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Sep-2019 - 00:00,12.42,14.05,1.63,14.67,4.27,0.9,51.17,66.21,33.79,0.01,0.01,0.0,0.01,0.0,76.28,2.27,105.51,182.71,,20-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Sep-2019 - 00:00,11.68,12.75,1.07,15.01,4.71,0.95,55.19,80.22,37.9,0.01,0.01,0.0,0.01,0.0,74.93,1.38,132.61,166.1,,21-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Sep-2019 - 00:00,17.26,21.29,4.18,14.54,4.72,0.91,58.41,75.45,36.84,0.01,0.01,0.0,0.01,0.0,77.73,1.16,146.35,65.96,,22-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Sep-2019 - 00:00,15.96,18.7,2.75,13.2,5.1,0.84,48.57,54.1,24.68,0.01,0.01,0.0,0.01,0.0,83.49,1.96,126.32,132.22,,23-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Sep-2019 - 00:00,17.56,20.28,2.73,12.5,5.71,0.89,51.8,73.36,35.61,0.01,0.01,0.0,0.01,0.0,80.88,1.67,109.66,174.77,,24-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Sep-2019 - 00:00,18.0,23.4,6.42,12.38,6.22,1.09,67.77,91.39,37.81,0.01,0.01,0.0,0.01,0.0,80.27,1.68,118.36,112.75,,25-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Sep-2019 - 00:00,19.65,23.61,3.97,13.36,4.12,2.06,58.13,80.46,30.75,0.01,0.01,0.0,0.01,0.0,77.38,2.35,108.62,231.78,,26-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Sep-2019 - 00:00,27.96,32.38,4.49,11.39,6.45,1.62,30.38,77.48,32.51,,0.01,0.0,0.01,0.0,76.34,2.41,95.57,88.04,,27-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Sep-2019 - 00:00,19.15,24.75,5.6,10.9,4.51,1.23,42.96,67.08,23.26,0.01,0.01,0.0,0.01,0.0,79.94,2.08,78.95,92.13,,28-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Sep-2019 - 00:00,21.87,27.58,5.54,10.97,5.99,1.13,43.39,72.41,27.58,0.01,0.01,0.0,0.01,0.0,80.17,1.82,87.63,133.08,,29-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Sep-2019 - 00:00,16.92,19.44,2.53,11.47,5.48,1.12,42.62,55.51,25.15,0.01,0.01,0.0,0.01,0.0,82.8,1.18,123.09,106.8,,30-Sep-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Sep-2019 - 00:00,13.07,14.25,1.18,11.64,5.11,0.88,74.37,57.1,28.24,,,0.0,0.01,0.0,78.99,1.0,176.34,157.53,,01-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Oct-2019 - 00:00,13.4,14.5,1.24,7.08,4.8,0.61,65.81,66.32,33.06,0.01,0.01,0.0,0.01,0.0,81.16,1.02,146.25,239.64,,02-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Oct-2019 - 00:00,14.78,13.57,4.08,11.41,5.05,0.31,72.68,91.05,42.31,,0.01,0.0,0.01,0.0,74.56,0.96,138.18,191.37,,03-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Oct-2019 - 00:00,22.0,14.02,11.98,8.97,4.41,1.05,63.57,116.44,50.4,0.01,0.01,0.0,0.01,0.0,67.5,1.34,212.79,212.24,,04-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Oct-2019 - 00:00,21.95,13.07,11.95,8.99,8.01,1.08,47.08,110.35,49.8,0.01,0.01,0.0,0.01,0.0,71.98,1.8,283.06,223.62,,05-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Oct-2019 - 00:00,22.0,14.0,11.98,9.02,6.65,1.72,37.52,137.31,47.45,0.01,0.01,0.0,0.01,0.0,64.79,1.7,288.44,212.51,,06-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Oct-2019 - 00:00,21.98,13.98,12.02,8.98,6.88,0.3,44.35,162.69,62.39,0.01,0.01,0.0,0.01,0.0,67.41,1.39,278.68,140.28,,07-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Oct-2019 - 00:00,22.06,13.81,12.0,8.98,8.97,0.55,34.49,176.85,65.7,0.01,0.01,0.0,0.01,0.0,65.96,1.86,299.62,170.15,,08-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Oct-2019 - 00:00,21.99,13.96,11.98,8.98,7.23,0.94,50.06,150.29,55.86,0.01,0.01,0.0,0.01,0.0,60.29,1.33,236.29,206.47,,09-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Oct-2019 - 00:00,22.04,13.84,12.03,9.02,7.65,1.14,50.09,207.11,76.77,,0.01,0.0,0.01,0.0,53.03,0.98,136.24,193.67,,10-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Oct-2019 - 00:00,47.47,30.51,12.52,16.98,10.42,1.3,63.48,256.09,102.25,0.04,0.02,0.0,0.01,0.0,43.09,0.93,189.51,41.36,,11-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Oct-2019 - 00:00,79.71,61.74,25.1,12.55,8.08,1.29,40.89,225.2,96.99,0.81,0.16,0.02,0.01,0.0,57.86,0.97,236.04,187.31,,12-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Oct-2019 - 00:00,63.46,37.51,6.46,41.44,7.99,1.27,47.38,244.83,94.65,0.02,0.02,0.01,0.01,0.0,59.52,1.34,176.2,147.78,,13-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Oct-2019 - 00:00,55.23,32.06,4.0,24.71,9.8,1.27,73.75,298.89,107.95,,0.01,0.0,0.01,0.0,55.06,1.15,166.04,176.59,,14-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Oct-2019 - 00:00,67.41,51.81,20.69,19.87,8.04,1.46,54.92,304.74,101.62,0.01,0.01,0.0,0.01,0.0,55.03,0.98,176.17,183.83,,15-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Oct-2019 - 00:00,64.82,51.53,22.02,23.4,8.83,1.43,75.78,240.39,75.17,0.01,0.01,0.0,,0.0,44.24,1.15,144.73,210.17,,16-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Oct-2019 - 00:00,38.62,20.54,0.88,34.11,12.75,1.42,85.07,197.19,78.81,0.01,0.01,0.0,0.01,0.0,54.99,1.24,124.94,158.37,,17-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Oct-2019 - 00:00,35.25,21.18,3.45,32.04,13.23,1.37,79.12,220.29,88.55,0.01,0.01,0.0,0.01,0.0,50.89,1.33,125.25,148.57,,18-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Oct-2019 - 00:00,22.84,12.78,1.06,33.91,5.91,0.92,76.09,198.6,70.24,0.01,0.01,0.0,,0.0,50.66,2.58,140.46,167.69,,19-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Oct-2019 - 00:00,53.62,34.64,11.84,34.02,13.97,1.15,68.48,202.25,68.2,0.01,0.01,0.0,0.01,0.0,51.98,1.0,186.19,198.37,,20-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
20-Oct-2019 - 00:00,69.77,58.03,26.91,32.06,7.58,1.22,50.11,245.92,94.79,0.01,0.01,0.0,0.01,0.0,52.36,1.29,260.13,130.14,,21-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
21-Oct-2019 - 00:00,68.39,52.61,24.73,30.12,11.22,1.45,65.88,289.37,97.86,0.76,0.26,0.02,0.02,0.0,47.77,1.63,283.51,173.53,,22-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
22-Oct-2019 - 00:00,75.98,48.02,12.32,31.02,12.93,1.56,47.62,271.54,97.69,1.07,0.16,0.04,0.02,0.01,51.32,1.7,223.16,123.9,,23-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
23-Oct-2019 - 00:00,76.94,54.91,18.38,30.23,16.64,1.54,39.3,328.81,106.27,2.42,6.86,0.24,0.08,0.08,44.08,1.57,191.03,171.66,,24-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
24-Oct-2019 - 00:00,78.72,47.2,7.58,34.46,17.21,1.54,62.11,373.39,135.96,4.6,16.51,0.64,0.19,0.2,45.42,1.26,190.64,152.98,,25-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
25-Oct-2019 - 00:00,68.12,41.15,6.95,34.73,29.32,1.5,61.23,299.61,126.22,0.01,0.01,0.01,0.01,0.0,50.87,1.55,102.99,147.39,,26-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
26-Oct-2019 - 00:00,64.81,37.76,4.84,36.06,22.75,1.4,51.86,257.14,120.62,0.01,0.01,0.01,0.01,0.0,50.66,1.07,145.43,140.64,,27-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
27-Oct-2019 - 00:00,42.95,23.59,1.46,40.32,16.85,1.37,63.6,303.16,151.65,0.01,0.01,0.01,0.01,0.0,52.52,1.48,230.04,128.87,,28-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
28-Oct-2019 - 00:00,47.52,26.25,1.97,39.24,17.47,1.79,64.68,359.21,195.82,0.01,0.01,0.01,0.01,0.0,57.65,1.13,183.39,41.8,,29-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
29-Oct-2019 - 00:00,41.13,25.16,4.59,40.64,11.14,1.52,59.05,295.9,151.19,0.01,0.01,0.01,0.01,0.0,53.38,0.94,203.25,85.61,,30-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
30-Oct-2019 - 00:00,65.05,49.36,19.17,37.83,11.62,1.75,45.62,300.89,144.41,0.01,0.01,0.01,0.01,0.0,48.87,1.09,198.74,98.36,,31-Oct-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
31-Oct-2019 - 00:00,31.98,18.08,1.85,40.4,13.46,0.86,88.78,194.04,102.81,0.01,0.01,0.01,0.01,0.0,35.2,1.51,241.03,288.29,,01-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
01-Nov-2019 - 00:00,65.43,36.03,18.33,44.09,41.66,1.67,74.75,403.49,199.16,0.01,,0.0,0.01,0.0,50.77,1.14,206.09,109.5,,02-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
02-Nov-2019 - 00:00,32.78,23.73,8.23,38.53,9.63,2.04,27.91,336.33,201.2,0.01,0.01,0.01,0.01,0.0,67.0,1.55,259.18,82.86,,03-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
03-Nov-2019 - 00:00,26.3,18.41,5.97,36.62,3.86,1.66,29.99,383.22,219.04,0.01,0.01,0.01,0.01,0.0,70.28,1.23,224.29,70.24,,04-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
04-Nov-2019 - 00:00,63.05,41.31,10.44,39.75,5.89,1.78,39.16,369.16,194.59,0.01,0.01,0.01,0.01,0.0,68.46,1.48,265.64,99.75,,05-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
05-Nov-2019 - 00:00,53.57,30.51,3.15,40.53,7.81,1.23,49.73,224.9,121.54,0.01,0.01,0.01,0.01,0.0,54.92,1.78,233.53,150.6,,06-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
06-Nov-2019 - 00:00,32.84,19.17,2.53,40.47,4.97,1.15,62.58,156.23,69.87,0.01,0.01,0.01,0.01,0.0,44.47,2.03,166.73,127.59,,07-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
07-Nov-2019 - 00:00,54.49,38.7,15.1,42.18,13.21,1.99,34.87,204.22,100.81,0.01,0.01,0.02,0.05,0.01,66.1,1.96,162.16,59.92,,08-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
08-Nov-2019 - 00:00,84.19,82.26,47.73,41.67,4.59,2.6,39.65,278.1,120.78,0.01,0.01,0.01,0.01,0.0,69.26,1.0,254.06,103.03,,09-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
09-Nov-2019 - 00:00,57.19,40.53,13.29,47.83,12.34,2.38,41.26,218.0,116.61,0.01,0.01,0.0,0.01,0.0,64.21,1.69,294.09,144.5,,10-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
10-Nov-2019 - 00:00,73.81,55.6,21.24,39.22,12.13,3.15,43.32,216.75,114.36,0.01,0.01,0.0,0.01,0.0,52.7,1.14,280.42,130.69,,11-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
11-Nov-2019 - 00:00,91.13,80.05,40.46,39.47,14.34,4.38,44.99,276.45,141.26,0.01,0.01,0.0,0.01,0.0,52.05,0.85,252.47,119.89,,12-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
12-Nov-2019 - 00:00,108.9,83.9,33.66,46.9,14.75,5.3,51.45,453.24,254.59,0.01,0.01,0.0,0.01,0.0,53.19,0.74,214.04,111.8,,13-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
13-Nov-2019 - 00:00,113.21,89.28,37.61,45.93,14.36,6.35,50.81,506.57,288.32,0.01,0.01,0.01,0.01,0.0,55.53,0.7,188.05,100.15,,14-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
14-Nov-2019 - 00:00,110.54,92.89,43.82,51.83,9.48,1.65,43.22,550.22,306.14,0.01,0.01,0.01,0.01,0.0,61.38,0.94,191.87,88.59,,15-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
15-Nov-2019 - 00:00,84.01,59.13,19.3,49.55,13.16,2.96,46.44,349.82,196.47,0.01,0.01,0.01,0.01,0.0,57.63,1.26,300.38,0.0,,16-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
16-Nov-2019 - 00:00,56.81,40.09,13.21,54.01,10.2,2.66,33.85,275.39,143.3,0.01,0.01,0.0,0.01,0.0,63.67,2.19,300.1,100.73,,17-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
17-Nov-2019 - 00:00,46.08,28.49,5.51,53.28,10.13,2.33,42.09,133.95,67.28,0.01,0.01,0.0,0.01,0.0,62.41,2.63,282.91,134.23,,18-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
18-Nov-2019 - 00:00,57.57,39.11,11.2,47.29,9.6,2.34,42.35,138.5,68.95,0.01,0.71,0.21,0.07,0.08,63.54,1.78,245.94,135.43,,19-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
19-Nov-2019 - 00:00,69.46,55.34,23.76,45.74,12.63,2.23,39.0,208.98,94.05,0.01,0.01,0.0,0.01,0.0,59.11,1.2,206.1,123.05,,20-Nov-2019 - 00:00,"Municipal Corporation Office, Dharuhera -  HSPCB"
