from date,AT,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,CO,NO,NO2,NOx,Ozone,PM2.5,PM10,RH,SO2,SR,VWS,WD,WS,to date,BP,station
11-Dec-2019 - 00:00,,,,,,,0.92,30.97,25.21,31.54,32.4,73.29,121.59,43.12,55.11,162.3,,152.1,1.97,12-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
12-Dec-2019 - 00:00,,,,,,,0.22,9.14,15.51,13.68,24.14,59.25,110.62,48.93,61.13,152.97,,168.56,2.98,13-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
13-Dec-2019 - 00:00,,,,,,,0.28,6.81,11.21,10.55,24.18,53.66,93.12,66.58,25.59,127.26,,112.03,4.92,14-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
14-Dec-2019 - 00:00,,,,,,,0.27,4.8,14.88,10.85,23.9,63.48,101.11,58.09,30.31,132.43,,61.37,3.73,15-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
15-Dec-2019 - 00:00,,,,,,,0.16,2.41,11.46,7.39,28.19,48.1,92.51,46.99,19.61,143.44,,80.65,3.55,16-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
16-Dec-2019 - 00:00,,,,,,,0.43,5.54,21.18,14.47,30.33,46.44,92.14,46.87,19.56,144.04,,83.73,3.45,17-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
17-Dec-2019 - 00:00,,,,,,,0.39,5.52,25.32,16.47,29.22,54.18,101.15,47.11,26.42,141.32,,87.5,3.37,18-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
18-Dec-2019 - 00:00,,,,,,,0.65,9.52,27.22,20.38,24.31,74.73,118.99,59.8,29.81,126.32,,93.13,2.19,19-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
19-Dec-2019 - 00:00,,,,,,,1.16,34.93,27.21,36.54,18.74,94.23,164.21,59.65,40.41,135.39,,74.18,2.33,20-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
20-Dec-2019 - 00:00,,,,,,,0.22,22.1,24.75,28.57,15.34,99.28,152.88,61.01,34.55,171.76,,91.13,2.41,21-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
21-Dec-2019 - 00:00,,,,,,,0.77,11.71,35.41,26.01,12.45,64.83,121.12,48.13,80.74,195.82,,53.96,3.77,22-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
22-Dec-2019 - 00:00,,,,,,,0.39,3.13,17.12,10.69,8.75,60.21,103.02,54.29,37.33,141.34,,92.52,2.91,23-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
23-Dec-2019 - 00:00,,,,,,,0.59,2.15,17.75,10.27,6.23,57.46,96.93,51.63,55.51,146.21,,95.04,2.72,24-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
24-Dec-2019 - 00:00,,,,,,,1.06,1.91,20.55,11.45,5.04,49.64,96.08,53.3,76.29,144.81,,68.86,3.85,25-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
25-Dec-2019 - 00:00,,,,,,,0.82,4.17,20.06,12.9,5.55,53.57,98.81,60.71,68.87,143.64,,65.96,3.6,26-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
26-Dec-2019 - 00:00,,,,,,,0.68,7.19,33.29,21.6,11.27,53.06,94.35,52.75,49.1,151.24,,84.06,2.78,27-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
27-Dec-2019 - 00:00,,,,,,,0.63,17.15,49.67,36.87,19.01,39.18,82.79,39.38,58.9,148.03,,97.4,2.73,28-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
28-Dec-2019 - 00:00,,,,,,,0.77,11.35,42.97,29.43,19.08,43.85,87.0,30.82,69.63,182.64,,93.91,3.27,29-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
29-Dec-2019 - 00:00,,,,,,,0.97,36.03,43.79,48.25,23.66,56.11,92.56,45.39,51.71,107.53,,79.0,2.71,30-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
30-Dec-2019 - 00:00,,52.46,212.6,49.19,8.43,28.31,1.19,28.89,45.26,41.32,23.67,68.97,113.84,47.29,64.59,136.36,,72.6,3.52,31-Dec-2019 - 00:00,,"Maninagar, Ahmedabad - GPCB"
31-Dec-2019 - 00:00,,1.84,22.11,0.0,0.0,0.0,0.39,5.07,33.7,20.23,23.59,84.38,99.89,45.9,,27.82,,42.55,5.55,01-Jan-2020 - 00:00,,"Maninagar, Ahmedabad - GPCB"
