from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene,AT,RH,WS,WD,SR,RF,to date,station
13-Nov-2019 - 00:00,99.46,163.98,22.33,32.15,31.0,,10.82,1.0,7.64,28.38,6.27,4.04,2.27,9.96,17.44,83.16,0.47,187.76,128.13,0.0,14-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Nov-2019 - 00:00,101.41,175.77,20.58,33.79,24.68,,12.37,1.3,9.67,1.54,7.01,3.99,2.16,11.88,18.56,81.52,0.45,136.17,104.76,0.0,15-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Nov-2019 - 00:00,96.07,160.0,17.42,4.64,14.79,0.96,10.57,0.81,12.78,1.48,5.44,3.72,2.04,9.7,19.42,78.19,0.56,244.62,110.99,0.0,16-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Nov-2019 - 00:00,62.14,119.74,10.51,3.08,13.55,0.69,7.96,0.49,17.62,1.19,3.47,3.44,1.87,6.01,19.31,74.28,1.29,288.12,127.53,0.0,17-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Nov-2019 - 00:00,42.15,71.1,9.81,3.16,12.93,0.65,9.48,0.42,17.11,1.04,2.63,3.81,1.69,4.85,18.29,73.27,1.28,303.05,178.33,0.0,18-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Nov-2019 - 00:00,63.22,104.36,26.32,5.63,25.59,5.62,9.45,0.72,14.39,1.15,3.66,3.36,1.99,6.98,17.32,77.35,0.87,251.44,164.93,0.0,19-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Nov-2019 - 00:00,86.98,157.09,,,,,10.58,1.1,11.04,8.16,5.07,8.54,3.29,8.26,16.72,81.23,0.48,202.97,144.62,0.0,20-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Nov-2019 - 00:00,91.97,156.33,,,,,11.74,1.22,8.42,10.68,2.31,1.24,0.4,3.61,16.59,77.08,0.46,142.79,149.87,0.0,21-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Nov-2019 - 00:00,85.29,144.46,,,,,12.03,0.9,8.81,8.99,1.95,1.16,0.36,3.7,17.02,68.48,0.58,192.19,113.62,0.0,22-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Nov-2019 - 00:00,116.63,198.92,,,,,10.75,0.86,6.2,9.28,1.86,1.23,0.36,4.07,16.48,82.64,0.61,226.61,67.33,0.0,23-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Nov-2019 - 00:00,81.41,122.78,15.96,1.23,17.32,7.3,9.54,0.52,8.23,6.78,1.83,0.97,0.3,3.16,18.11,79.37,1.06,295.87,108.86,0.0,24-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Nov-2019 - 00:00,44.7,76.72,19.22,3.35,21.82,5.0,10.82,0.47,8.91,5.34,1.92,1.21,0.41,4.11,18.54,66.13,0.7,228.06,168.1,0.0,25-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Nov-2019 - 00:00,47.5,95.24,53.46,19.03,72.19,5.0,11.21,0.89,7.15,7.06,2.3,1.14,0.4,3.58,16.76,66.07,0.46,119.65,163.12,0.0,26-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Nov-2019 - 00:00,61.07,118.25,46.65,15.73,62.73,5.0,9.88,0.81,4.2,7.49,2.34,1.14,0.34,3.23,16.34,79.32,0.72,112.5,55.27,0.11,27-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Nov-2019 - 00:00,34.9,71.73,54.64,19.9,73.88,5.0,10.96,0.88,5.32,7.52,2.22,1.23,0.39,3.57,17.53,78.11,0.65,143.68,102.61,0.01,28-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Nov-2019 - 00:00,42.73,75.69,26.39,33.02,51.49,5.0,10.03,0.88,5.92,8.4,1.74,6.24,1.96,2.58,16.71,87.44,0.57,167.94,96.82,0.04,29-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Nov-2019 - 00:00,49.55,89.67,8.04,38.39,34.03,5.0,10.76,0.84,7.15,9.41,0.63,0.2,1.26,0.47,15.93,86.63,0.57,162.78,130.48,0.0,30-Nov-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Nov-2019 - 00:00,57.26,108.03,10.55,25.3,26.69,5.0,10.8,0.8,8.12,7.62,0.47,0.17,1.22,0.46,15.23,84.86,0.49,175.04,149.34,0.0,01-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
01-Dec-2019 - 00:00,59.55,98.27,11.83,10.11,13.99,5.0,10.12,0.7,10.1,7.01,0.38,0.14,1.17,0.43,14.08,84.56,0.64,214.65,152.52,0.0,02-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
02-Dec-2019 - 00:00,78.66,120.78,11.23,10.85,14.32,5.0,8.47,0.6,11.31,6.37,0.31,0.16,0.91,0.33,13.76,81.94,0.66,235.42,151.76,0.0,03-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
03-Dec-2019 - 00:00,83.38,145.26,15.54,29.74,31.55,5.0,6.54,0.83,12.91,7.26,0.43,0.11,0.74,0.31,13.43,80.17,0.55,169.26,157.11,0.0,04-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
04-Dec-2019 - 00:00,91.17,170.22,13.12,59.74,52.95,19.59,9.63,1.3,12.52,10.15,0.89,0.3,0.97,0.43,13.29,82.42,0.47,134.01,144.26,0.0,05-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
05-Dec-2019 - 00:00,92.21,168.28,4.94,72.91,60.69,37.13,9.1,1.23,13.89,10.22,0.89,0.21,0.96,0.4,14.7,82.16,0.5,120.72,140.07,0.0,06-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
06-Dec-2019 - 00:00,77.77,140.67,10.9,44.76,41.6,44.0,10.39,0.98,9.73,8.14,0.65,0.15,0.9,0.37,15.43,74.39,0.52,130.95,154.63,0.0,07-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
07-Dec-2019 - 00:00,70.57,133.79,12.94,43.62,41.8,49.78,10.48,1.0,8.76,7.44,0.66,3.32,0.7,1.73,14.68,78.28,0.47,155.22,145.25,0.0,08-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
08-Dec-2019 - 00:00,68.75,109.36,14.89,32.0,32.69,40.11,10.55,0.84,10.47,2.21,0.46,1.26,0.36,2.13,14.06,74.86,0.54,174.72,149.3,0.0,09-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
09-Dec-2019 - 00:00,98.97,200.19,22.5,28.13,33.84,36.06,11.32,0.92,8.53,3.32,0.46,1.09,0.29,0.76,13.54,78.69,0.48,177.88,103.12,0.0,10-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
10-Dec-2019 - 00:00,89.74,153.1,20.43,30.15,33.88,35.55,11.88,0.86,8.73,3.3,0.43,1.0,0.27,1.22,12.81,78.65,0.53,173.87,145.84,0.0,11-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
11-Dec-2019 - 00:00,121.37,176.84,22.29,33.42,38.35,45.92,10.23,1.06,7.89,3.44,0.66,1.06,0.28,1.18,13.5,83.08,0.48,148.1,114.1,0.0,12-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
12-Dec-2019 - 00:00,100.9,134.65,23.12,31.5,37.72,47.26,8.06,0.94,9.02,3.48,0.58,1.12,0.28,1.28,14.62,82.91,0.84,124.48,54.13,0.01,13-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
13-Dec-2019 - 00:00,21.03,51.73,14.5,6.52,12.76,46.97,8.01,0.4,12.57,3.38,0.25,0.8,0.21,1.04,13.81,83.18,1.37,147.24,65.4,0.06,14-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
14-Dec-2019 - 00:00,38.68,71.72,15.05,8.23,14.47,56.89,10.17,0.49,4.84,3.37,0.26,0.99,0.28,1.78,12.89,89.06,0.57,199.18,116.65,0.01,15-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
15-Dec-2019 - 00:00,39.86,63.75,11.25,8.16,12.34,42.64,9.74,0.52,5.81,3.27,0.18,1.05,0.29,2.36,12.36,89.59,0.68,249.88,143.88,0.0,16-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
16-Dec-2019 - 00:00,42.65,74.65,10.12,6.35,10.4,31.76,6.51,0.51,3.81,3.1,0.17,0.76,0.2,1.24,9.14,98.74,0.76,292.64,34.76,0.0,17-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
17-Dec-2019 - 00:00,61.69,102.08,12.01,4.88,10.03,37.21,6.12,0.54,4.79,3.1,0.15,0.75,0.2,0.99,10.37,93.1,0.87,286.74,102.37,0.0,18-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
18-Dec-2019 - 00:00,49.9,83.04,11.3,6.79,11.29,33.55,5.8,0.62,3.87,4.97,0.22,0.74,0.2,1.2,9.04,95.1,0.77,251.69,55.73,0.0,19-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
19-Dec-2019 - 00:00,91.36,120.76,14.23,7.89,13.75,33.03,7.79,0.67,6.05,7.03,0.29,0.84,0.23,1.59,10.07,90.0,0.41,246.25,42.23,0.0,20-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
20-Dec-2019 - 00:00,99.99,134.27,14.87,9.0,14.79,41.09,8.57,0.81,8.19,8.52,0.25,0.88,0.23,1.58,11.37,92.73,0.58,277.67,89.08,0.0,21-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
21-Dec-2019 - 00:00,65.48,117.14,11.34,5.07,10.06,40.88,5.92,0.78,9.12,6.94,0.21,2.39,3.67,1.75,9.61,98.8,0.87,241.54,67.01,0.0,22-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
22-Dec-2019 - 00:00,45.48,86.13,11.25,2.71,8.04,36.31,6.94,0.61,11.37,0.08,0.13,0.83,0.22,3.0,10.59,96.89,1.04,266.8,111.31,0.0,23-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
23-Dec-2019 - 00:00,42.69,85.43,12.2,7.35,12.22,41.27,6.95,0.66,8.88,4.46,0.22,0.69,0.19,2.37,9.46,97.71,0.78,251.25,66.83,0.0,24-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
24-Dec-2019 - 00:00,67.15,132.61,13.16,10.06,14.98,35.85,6.82,0.72,8.55,8.0,0.21,0.81,0.23,3.17,9.36,97.24,0.7,201.59,61.98,0.0,25-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
25-Dec-2019 - 00:00,34.05,63.79,9.72,3.38,7.8,25.82,5.64,0.48,9.92,5.27,0.1,0.64,0.18,2.46,7.25,98.8,1.07,301.06,33.46,0.0,26-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
26-Dec-2019 - 00:00,39.41,81.15,10.47,2.21,7.25,22.04,6.17,0.49,10.12,4.81,0.11,0.62,0.17,2.49,6.81,96.69,0.76,283.56,27.84,0.0,27-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
27-Dec-2019 - 00:00,62.16,132.41,14.5,3.94,10.35,26.47,4.87,0.58,6.56,6.28,0.18,0.5,0.16,1.84,6.99,92.12,0.68,259.62,78.64,0.0,28-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
28-Dec-2019 - 00:00,78.39,159.15,11.67,13.41,16.21,26.25,6.58,0.7,6.3,6.62,0.24,0.64,0.2,2.49,6.46,95.85,0.59,216.84,91.95,0.0,29-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
29-Dec-2019 - 00:00,56.89,99.44,12.43,10.58,15.12,24.38,5.68,0.76,9.06,7.8,0.22,0.67,0.2,2.51,4.9,97.79,0.76,257.79,95.94,0.0,30-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
30-Dec-2019 - 00:00,75.02,144.79,16.8,46.77,42.0,27.66,6.62,1.09,6.36,9.18,5.36,1.3,25.77,10.7,6.19,93.59,0.55,169.67,120.01,0.0,31-Dec-2019 - 00:00,"Sector-25, Chandigarh - CPCC"
31-Dec-2019 - 00:00,136.84,216.54,11.06,150.14,128.09,11.99,7.47,2.33,3.05,19.09,0.95,1.0,44.38,37.18,4.92,98.85,0.12,58.91,4.97,0.0,01-Jan-2020 - 00:00,"Sector-25, Chandigarh - CPCC"
