from date,PM10,PM2.5,NOx,NO2,NO,CO,CO2,Ozone,to date,station
10-Dec-2019 - 00:00,296.44,202.18,42.85,23.28,19.57,2.34,,37.67,11-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
11-Dec-2019 - 00:00,351.08,252.82,25.99,16.63,9.36,2.3,,41.61,12-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
12-Dec-2019 - 00:00,346.05,251.41,23.83,17.14,6.69,2.18,,44.9,13-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
13-Dec-2019 - 00:00,85.71,60.05,17.69,7.21,10.62,1.75,,,14-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
14-Dec-2019 - 00:00,108.47,70.44,20.07,10.69,9.38,1.52,,33.42,15-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
15-Dec-2019 - 00:00,139.72,90.17,22.59,12.32,10.27,1.53,,31.01,16-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
16-Dec-2019 - 00:00,105.21,73.96,14.78,7.91,6.87,1.32,,30.4,17-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
17-Dec-2019 - 00:00,119.4,81.66,15.8,7.67,8.14,1.63,,29.39,18-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
18-Dec-2019 - 00:00,192.1,121.16,25.54,13.12,12.42,1.86,,38.9,19-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
19-Dec-2019 - 00:00,285.18,205.2,33.94,15.55,18.39,2.26,,33.8,20-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
20-Dec-2019 - 00:00,360.41,236.93,45.29,27.12,18.17,2.44,,37.21,21-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
21-Dec-2019 - 00:00,324.11,205.64,43.3,23.76,19.53,2.68,,33.22,22-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
22-Dec-2019 - 00:00,180.63,121.94,18.96,11.81,7.15,1.91,,31.45,23-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
23-Dec-2019 - 00:00,226.87,147.85,24.09,13.44,10.65,2.0,,34.26,24-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
24-Dec-2019 - 00:00,424.26,231.46,34.61,21.95,12.66,2.51,,36.3,25-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
25-Dec-2019 - 00:00,223.54,131.34,18.88,10.79,8.09,1.94,,29.16,26-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
26-Dec-2019 - 00:00,335.92,189.12,20.86,11.34,9.53,1.79,,32.48,27-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
27-Dec-2019 - 00:00,329.76,205.72,29.36,14.59,19.6,2.12,,37.49,28-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
28-Dec-2019 - 00:00,401.63,267.4,29.71,12.53,17.17,2.48,,39.09,29-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
29-Dec-2019 - 00:00,537.67,337.33,22.08,12.17,13.18,3.2,,48.58,30-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
30-Dec-2019 - 00:00,379.21,255.4,21.75,7.34,14.41,4.23,,36.54,31-Dec-2019 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
31-Dec-2019 - 00:00,372.63,181.32,5.57,1.02,4.55,2.69,,28.94,01-Jan-2020 - 00:00,"NISE Gwal Pahari, Gurugram - IMD"
