from date,AT,PM10,PM2.5,BP,WD,WS,RH,SR,Benzene,Toluene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
23-Aug-2019 - 00:00,31.48,160.25,61.54,979.44,121.02,0.42,28.4,148.71,0.51,27.51,64.74,41.99,41.94,56.54,20.27,13.55,1.41,24-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Aug-2019 - 00:00,30.22,156.88,67.96,979.79,143.04,0.43,59.84,84.22,0.49,28.64,64.72,35.03,44.43,52.21,25.51,13.73,1.61,25-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Aug-2019 - 00:00,28.26,69.54,35.25,980.44,183.21,0.55,68.38,91.33,0.27,15.98,56.74,10.91,31.92,25.89,19.2,12.95,1.08,26-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Aug-2019 - 00:00,30.3,69.54,26.75,980.15,177.94,0.64,75.04,151.72,3.03,20.53,47.14,15.29,30.73,28.78,22.9,13.41,1.29,27-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Aug-2019 - 00:00,32.26,127.33,51.0,979.11,172.46,0.37,45.59,145.61,3.41,39.55,47.97,28.61,39.72,44.47,55.96,17.18,1.42,28-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Aug-2019 - 00:00,32.99,125.44,54.04,980.0,157.58,0.49,27.27,154.91,3.38,39.8,51.29,27.51,38.67,42.98,41.16,15.93,1.28,29-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Aug-2019 - 00:00,32.99,105.82,38.27,980.99,199.36,0.78,12.71,158.06,2.24,28.73,45.83,9.78,35.86,27.04,36.68,13.42,1.03,30-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Aug-2019 - 00:00,32.53,142.42,64.83,978.59,165.66,0.39,53.49,141.16,2.22,29.94,46.52,8.87,35.4,26.07,71.34,18.58,1.33,31-Aug-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Aug-2019 - 00:00,32.21,149.08,67.92,976.55,163.9,0.27,57.19,97.35,1.8,36.82,44.89,14.12,54.25,40.38,37.83,14.56,1.75,01-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Sep-2019 - 00:00,29.77,96.33,44.0,978.79,195.12,0.72,70.28,101.85,1.55,26.15,55.61,7.94,33.19,24.14,37.25,13.97,1.11,02-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Sep-2019 - 00:00,32.03,102.96,51.29,978.96,131.83,0.44,64.37,168.67,1.39,25.59,46.22,8.23,31.82,23.63,41.96,14.19,1.2,03-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Sep-2019 - 00:00,32.34,134.0,69.92,977.81,115.99,0.28,57.49,109.06,1.17,27.08,44.64,5.89,35.27,23.57,35.0,14.52,1.34,04-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Sep-2019 - 00:00,31.3,148.94,70.94,978.31,162.08,0.59,55.72,116.15,1.54,30.15,46.02,6.34,38.39,25.59,32.74,24.55,1.29,05-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Sep-2019 - 00:00,31.7,99.42,38.06,979.25,191.77,0.73,37.51,133.82,0.52,27.16,45.81,12.75,33.39,28.19,43.87,29.36,1.25,06-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Sep-2019 - 00:00,32.29,105.86,42.18,978.31,197.42,0.77,25.34,142.1,1.45,27.41,42.89,12.13,35.27,28.65,37.31,26.32,1.24,07-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Sep-2019 - 00:00,31.15,97.22,37.71,978.95,204.38,0.87,51.46,110.74,1.91,25.07,36.93,14.69,37.94,32.14,37.28,17.8,1.32,08-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Sep-2019 - 00:00,31.77,77.38,36.02,980.6,90.28,0.52,72.93,149.67,0.63,24.15,46.18,7.73,26.33,20.31,23.78,14.69,1.1,09-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Sep-2019 - 00:00,32.65,134.07,57.75,979.13,101.3,0.47,32.48,140.15,1.01,25.96,51.15,5.85,34.19,22.95,27.52,14.8,1.03,10-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Sep-2019 - 00:00,33.09,137.57,65.46,978.71,111.55,0.31,61.13,169.49,1.99,26.06,55.04,7.43,35.72,25.06,31.78,15.41,1.1,11-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Sep-2019 - 00:00,33.9,178.33,81.33,979.91,141.93,0.36,48.07,131.91,1.56,28.2,52.12,11.17,46.15,33.46,63.74,17.73,1.2,12-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Sep-2019 - 00:00,33.04,139.58,57.67,981.31,208.51,0.97,46.05,126.1,0.94,24.54,51.68,7.99,42.53,29.13,40.53,18.85,1.1,13-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Sep-2019 - 00:00,32.55,92.67,35.62,982.34,202.7,0.84,59.24,148.79,1.7,25.11,39.22,8.87,36.47,26.63,44.82,17.64,1.01,14-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Sep-2019 - 00:00,31.3,72.67,28.67,983.24,155.67,5.87,56.15,115.06,1.63,20.12,37.31,7.12,28.46,20.92,36.41,17.27,0.84,15-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Sep-2019 - 00:00,29.19,75.68,35.42,981.89,141.96,6.33,58.41,88.46,1.44,22.21,33.68,9.62,29.59,23.58,25.64,15.24,1.01,16-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Sep-2019 - 00:00,31.47,148.62,68.17,980.74,135.07,0.34,55.08,110.2,1.89,31.94,35.92,16.24,41.78,35.46,38.98,16.29,1.23,17-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Sep-2019 - 00:00,31.99,147.71,61.75,981.52,134.61,0.47,51.0,129.18,3.11,30.04,44.22,6.56,44.43,28.98,56.35,15.81,1.1,18-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Sep-2019 - 00:00,29.39,103.88,38.04,985.5,202.89,1.08,51.65,137.51,2.71,25.27,39.76,5.27,37.35,24.17,53.9,18.19,0.95,19-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Sep-2019 - 00:00,26.02,71.42,22.29,987.77,198.22,1.07,56.23,85.59,2.33,24.04,36.35,8.4,30.36,22.98,43.26,17.93,0.9,20-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Sep-2019 - 00:00,27.84,133.9,55.79,985.99,181.51,0.56,54.89,110.17,3.51,33.42,34.55,21.81,41.16,39.7,61.03,18.77,1.11,21-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Sep-2019 - 00:00,27.79,98.24,40.88,984.77,187.71,0.58,55.77,91.43,2.67,30.56,35.79,16.82,41.39,35.71,41.5,16.28,1.04,22-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Sep-2019 - 00:00,22.94,71.35,27.69,986.78,200.83,0.83,61.04,74.5,2.54,28.91,34.29,18.13,41.2,36.71,28.92,18.03,0.92,23-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Sep-2019 - 00:00,24.96,93.17,38.81,988.1,173.56,0.53,58.2,96.53,2.6,25.58,35.81,13.37,35.3,29.67,42.05,16.63,0.92,24-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Sep-2019 - 00:00,26.39,91.62,33.48,988.17,184.37,0.65,55.31,101.74,2.81,27.43,34.2,17.3,43.15,37.04,40.24,15.77,0.94,25-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Sep-2019 - 00:00,26.47,83.39,28.21,989.34,187.11,0.68,56.48,122.48,2.43,25.93,33.54,15.25,35.29,31.2,32.28,13.72,0.96,26-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Sep-2019 - 00:00,26.54,78.76,29.75,989.69,189.65,0.95,56.58,103.51,2.54,28.36,32.81,15.17,27.69,27.09,28.15,17.59,0.86,27-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Sep-2019 - 00:00,24.75,47.98,13.0,988.59,176.43,0.8,58.2,80.79,18.65,29.1,32.0,10.35,21.84,20.06,14.69,12.74,0.77,28-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Sep-2019 - 00:00,23.93,65.67,24.6,986.83,167.05,0.76,59.6,100.88,22.52,36.02,38.41,14.07,24.42,24.44,18.32,13.54,0.81,29-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Sep-2019 - 00:00,23.13,58.59,18.94,987.45,198.85,0.92,60.14,93.77,19.37,33.62,37.48,10.04,22.02,19.9,29.45,14.72,0.77,30-Sep-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Sep-2019 - 00:00,22.76,92.5,34.58,986.34,188.59,0.64,61.59,59.21,22.82,35.2,35.48,17.58,33.69,32.25,31.09,13.08,1.06,01-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Oct-2019 - 00:00,24.54,92.08,33.0,985.71,209.5,0.77,59.13,101.19,19.98,22.38,41.54,21.34,40.66,39.03,31.0,14.7,1.06,02-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Oct-2019 - 00:00,25.09,90.22,36.77,986.87,166.44,0.38,56.41,99.4,20.26,18.8,38.62,17.21,38.6,34.58,32.7,13.73,0.93,03-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Oct-2019 - 00:00,25.68,144.38,63.92,986.89,136.14,0.41,55.06,91.69,24.47,23.03,42.84,23.02,51.58,46.23,,13.25,1.14,04-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Oct-2019 - 00:00,22.51,123.96,66.5,987.92,62.91,0.77,58.42,114.04,14.62,17.24,44.57,14.07,48.37,37.24,46.94,13.0,1.12,05-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Oct-2019 - 00:00,22.8,130.55,53.64,987.81,40.28,0.81,51.89,122.22,0.43,4.84,42.46,12.69,44.49,34.03,40.46,12.3,1.02,06-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Oct-2019 - 00:00,23.88,161.96,72.12,988.37,38.63,0.79,51.66,114.55,,4.96,50.05,8.26,45.41,30.88,57.21,13.9,1.08,07-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Oct-2019 - 00:00,23.57,160.41,66.32,989.39,36.2,0.83,52.42,100.43,,4.58,50.04,8.55,40.63,28.56,42.64,12.92,1.02,08-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Oct-2019 - 00:00,22.46,141.08,58.92,988.86,56.76,0.68,50.03,105.75,1.7,4.02,45.24,10.02,44.19,31.7,45.68,14.74,0.94,09-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Oct-2019 - 00:00,23.11,182.39,82.18,988.84,141.21,0.4,50.03,98.69,9.21,4.56,44.79,39.55,64.74,66.53,63.78,17.65,1.19,10-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Oct-2019 - 00:00,22.93,254.95,130.67,988.32,82.5,0.44,51.29,79.17,8.85,5.57,32.87,28.53,69.31,60.12,59.11,18.07,1.43,11-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Oct-2019 - 00:00,23.56,245.23,122.24,987.81,84.85,0.25,50.26,94.93,,6.54,56.15,26.75,64.5,56.4,66.44,18.81,1.32,12-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Oct-2019 - 00:00,23.94,259.54,123.67,988.73,91.23,0.33,51.66,89.72,,6.9,62.07,29.47,67.65,60.0,48.85,17.81,1.48,13-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Oct-2019 - 00:00,23.39,311.06,157.83,989.19,97.35,0.36,51.06,86.98,,7.08,63.08,48.25,71.01,77.08,49.77,18.08,1.49,14-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Oct-2019 - 00:00,23.79,276.22,136.88,989.94,140.51,0.33,51.28,90.62,,6.83,61.5,43.93,79.2,77.96,46.49,16.85,1.57,15-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Oct-2019 - 00:00,24.28,291.31,148.38,990.56,162.81,0.24,51.47,87.07,,7.46,62.92,60.39,92.27,105.86,41.12,17.85,2.02,16-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Oct-2019 - 00:00,25.02,283.2,153.38,990.89,173.88,0.32,51.61,83.66,,5.89,62.41,33.44,80.96,70.33,64.73,18.65,1.71,17-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Oct-2019 - 00:00,24.38,288.54,148.79,990.56,178.33,0.43,50.62,83.7,,6.17,56.53,34.77,80.24,70.96,88.46,26.09,1.61,18-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Oct-2019 - 00:00,23.78,216.12,90.67,990.72,167.34,0.76,49.15,84.8,,13.98,51.69,23.77,61.21,51.91,60.64,18.01,1.14,19-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Oct-2019 - 00:00,22.67,181.0,94.31,992.12,74.01,0.42,49.41,92.24,,31.99,59.46,28.27,70.39,60.47,63.21,16.5,1.2,20-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Oct-2019 - 00:00,22.46,271.68,152.83,991.72,44.18,0.61,46.08,90.27,,33.33,60.1,25.38,77.09,61.71,51.34,17.1,1.32,21-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Oct-2019 - 00:00,21.15,277.86,150.0,989.99,57.68,0.51,45.52,89.3,,33.41,59.35,24.36,81.11,62.99,67.27,17.69,1.27,22-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Oct-2019 - 00:00,20.53,241.14,120.77,987.13,82.75,0.49,44.98,81.49,,31.95,53.61,37.33,86.44,76.4,53.7,17.73,1.46,23-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Oct-2019 - 00:00,20.43,351.34,166.33,986.48,117.66,0.41,47.47,91.56,6.62,31.51,51.65,65.47,100.08,122.19,54.72,20.31,2.21,24-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Oct-2019 - 00:00,19.64,396.2,205.03,987.7,90.49,0.24,51.33,76.95,13.91,30.62,64.14,70.89,99.23,109.94,61.22,19.35,2.18,25-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Oct-2019 - 00:00,18.86,319.17,150.38,989.1,143.97,0.41,49.88,82.56,,26.75,58.79,69.93,84.93,102.66,64.59,20.84,1.93,26-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Oct-2019 - 00:00,18.59,411.53,197.04,990.32,163.06,0.2,53.14,72.0,,29.79,58.8,79.83,103.99,170.06,70.03,19.35,2.68,27-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Oct-2019 - 00:00,19.61,462.42,249.23,989.7,143.03,0.45,49.56,80.1,,27.96,65.14,49.01,89.91,120.13,36.58,35.36,2.69,28-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Oct-2019 - 00:00,18.92,497.81,311.02,990.41,184.24,0.25,50.75,75.42,,23.39,59.58,38.71,79.87,74.07,4.83,27.7,2.44,29-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Oct-2019 - 00:00,18.14,552.52,300.96,991.02,138.39,0.2,55.42,48.98,,28.67,74.48,46.89,92.12,113.92,4.94,18.84,3.47,30-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Oct-2019 - 00:00,19.19,547.08,286.8,989.7,149.85,0.24,53.55,56.51,,34.82,78.97,91.44,94.31,190.28,4.93,18.0,3.88,31-Oct-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Oct-2019 - 00:00,18.0,620.75,349.62,989.04,129.04,0.26,52.87,58.29,,35.64,60.05,104.38,104.2,159.47,4.88,18.89,3.62,01-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Nov-2019 - 00:00,19.62,628.61,350.11,989.12,144.27,0.19,52.48,60.04,,35.98,137.97,113.12,100.87,147.31,4.83,17.86,3.06,02-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Nov-2019 - 00:00,18.53,595.75,337.23,990.72,106.41,0.38,54.68,47.92,,30.24,48.24,37.59,81.39,73.93,4.93,17.55,2.75,03-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Nov-2019 - 00:00,16.12,639.25,549.53,991.62,132.79,0.34,60.19,39.7,,29.05,47.14,42.47,77.97,76.1,4.96,12.18,3.72,04-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Nov-2019 - 00:00,18.56,508.75,280.36,991.22,49.45,0.54,50.82,73.49,,29.47,33.38,26.49,62.04,54.59,5.05,17.55,2.24,05-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Nov-2019 - 00:00,18.06,368.58,185.07,988.46,58.15,0.44,47.85,85.31,,25.8,60.03,33.98,63.35,61.45,4.97,18.55,2.18,06-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Nov-2019 - 00:00,18.52,248.29,110.14,986.42,224.18,0.44,44.41,74.87,,29.75,55.83,68.25,86.86,101.83,4.9,17.45,1.99,07-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Nov-2019 - 00:00,13.0,312.0,159.8,987.98,143.37,0.47,56.22,30.47,,25.31,60.07,45.51,66.17,72.28,4.97,13.66,2.02,08-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Nov-2019 - 00:00,15.5,296.4,140.71,990.59,65.71,0.36,54.1,78.84,,30.34,52.19,52.16,57.22,72.96,4.93,17.21,1.97,09-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Nov-2019 - 00:00,16.81,281.0,148.41,991.09,42.06,0.7,47.66,91.05,,28.03,55.95,30.11,57.08,54.87,4.97,17.24,1.59,10-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Nov-2019 - 00:00,14.96,376.0,195.64,991.14,43.02,0.49,42.93,78.69,,27.3,57.63,27.01,81.97,65.59,1.8,19.47,1.89,11-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Nov-2019 - 00:00,15.63,469.02,229.09,990.01,82.98,0.44,43.45,73.09,,30.26,54.86,39.15,99.17,84.62,22.63,20.18,2.07,12-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Nov-2019 - 00:00,20.62,630.15,394.99,990.89,202.29,0.26,47.16,75.1,,31.46,51.51,38.58,105.66,87.66,28.98,19.81,2.4,13-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Nov-2019 - 00:00,21.07,580.0,426.0,992.87,223.56,0.23,50.63,66.55,,31.59,48.66,51.77,105.12,98.09,31.85,18.32,2.6,14-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Nov-2019 - 00:00,21.24,583.92,400.33,993.58,140.49,0.16,53.39,54.79,,32.83,44.64,96.34,111.44,138.11,42.79,18.22,2.96,15-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Nov-2019 - 00:00,21.49,622.33,426.98,992.64,244.58,0.24,53.22,61.0,,30.56,45.22,50.88,85.83,87.12,13.62,16.22,2.78,16-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Nov-2019 - 00:00,21.91,327.75,182.19,992.36,267.69,0.46,49.48,76.07,,25.56,35.92,26.95,63.14,55.53,8.51,14.62,1.59,17-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Nov-2019 - 00:00,21.59,207.33,107.59,992.27,234.52,0.47,48.15,79.27,,20.36,42.51,23.46,58.72,50.37,7.78,15.17,1.35,18-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Nov-2019 - 00:00,20.77,228.25,124.54,991.7,213.85,0.38,51.93,72.48,,21.97,42.86,32.24,68.78,62.87,8.53,16.73,1.61,19-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
19-Nov-2019 - 00:00,20.84,294.5,158.78,991.09,215.71,0.28,49.49,67.68,,25.05,44.05,58.6,95.67,97.75,11.61,15.8,1.93,20-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Nov-2019 - 00:00,20.49,389.42,222.31,991.65,152.15,0.23,50.31,70.94,,28.23,46.65,92.14,98.96,127.95,20.59,18.19,2.49,21-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Nov-2019 - 00:00,20.43,356.04,202.03,993.65,153.62,0.21,50.57,60.52,,27.27,44.12,99.85,107.22,138.44,19.38,15.99,2.28,22-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Nov-2019 - 00:00,20.75,369.71,202.57,993.71,184.54,0.23,50.37,60.84,,30.09,41.6,88.97,102.95,127.25,9.9,15.64,2.2,23-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Nov-2019 - 00:00,21.22,253.33,124.65,993.08,218.57,0.36,48.89,47.76,,25.7,47.29,53.17,98.62,95.79,8.27,12.13,1.5,24-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Nov-2019 - 00:00,21.75,225.78,129.54,992.37,248.41,0.37,47.8,93.53,,26.13,75.08,53.61,81.87,87.26,13.69,12.22,1.33,25-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Nov-2019 - 00:00,21.13,245.5,152.65,993.06,180.65,0.21,48.99,51.91,,23.04,74.8,51.07,95.8,92.59,8.51,11.63,0.0,26-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Nov-2019 - 00:00,21.58,249.38,124.42,992.89,164.5,0.4,47.85,48.14,,22.97,79.86,80.02,135.93,137.5,25.67,10.58,1.0,27-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Nov-2019 - 00:00,20.54,150.08,72.0,992.77,183.22,0.45,56.27,46.02,,22.75,76.73,62.38,135.38,122.71,14.29,9.79,1.16,28-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Nov-2019 - 00:00,19.4,59.71,31.25,993.78,98.18,0.74,61.02,52.4,,16.12,80.08,48.8,119.84,103.45,6.19,8.95,0.93,29-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Nov-2019 - 00:00,19.47,140.96,69.08,994.19,247.17,0.35,61.52,81.07,,21.49,78.74,65.46,110.2,111.99,6.56,9.55,1.38,30-Nov-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Nov-2019 - 00:00,19.17,234.91,110.38,994.21,232.86,0.28,63.1,75.35,,25.89,75.2,67.53,100.73,108.61,6.14,7.67,1.57,01-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
01-Dec-2019 - 00:00,18.86,282.46,157.75,993.82,223.69,0.27,56.01,77.23,,23.9,83.93,57.34,133.0,117.48,7.37,7.72,1.51,02-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
02-Dec-2019 - 00:00,18.74,319.74,190.9,994.39,220.14,0.33,52.69,77.95,,24.77,79.77,67.15,154.5,136.9,10.18,8.58,1.66,03-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
03-Dec-2019 - 00:00,18.74,311.53,182.23,993.83,191.67,0.31,49.55,78.65,,25.93,74.6,85.51,179.24,164.87,9.21,10.7,1.79,04-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
04-Dec-2019 - 00:00,18.41,370.81,230.21,995.91,163.36,0.22,52.86,71.76,,28.95,80.57,109.76,172.42,196.41,8.51,9.32,2.32,05-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
05-Dec-2019 - 00:00,18.03,576.08,375.39,997.76,181.89,0.2,59.73,55.27,,35.86,81.94,124.27,176.58,270.14,20.09,9.17,2.88,06-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
06-Dec-2019 - 00:00,18.85,460.1,282.83,997.14,247.34,0.27,60.28,66.62,,36.07,78.68,119.36,183.05,194.7,21.99,9.18,2.03,07-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
07-Dec-2019 - 00:00,18.94,413.99,261.54,996.08,160.6,0.17,59.91,67.73,,28.27,78.44,109.21,191.41,190.96,11.8,8.62,2.01,08-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
08-Dec-2019 - 00:00,18.7,473.31,292.46,995.84,169.51,0.2,60.11,60.09,,39.18,78.61,129.19,206.09,298.31,22.89,8.73,2.52,09-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
09-Dec-2019 - 00:00,18.46,423.35,248.73,995.15,161.22,0.21,57.03,67.93,,29.35,80.14,150.64,207.35,234.74,24.79,8.83,2.0,10-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
10-Dec-2019 - 00:00,18.23,493.16,294.36,992.44,148.55,0.2,56.82,62.86,,32.06,90.16,151.27,202.03,230.82,27.2,8.7,2.05,11-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
11-Dec-2019 - 00:00,18.36,575.07,367.7,991.07,101.94,0.34,58.85,51.87,,35.79,91.31,143.45,205.0,268.15,21.33,8.95,2.58,12-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
12-Dec-2019 - 00:00,18.74,458.17,285.06,989.95,109.02,0.95,57.81,35.22,,26.06,97.68,79.31,199.34,170.7,30.14,8.7,1.91,13-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
13-Dec-2019 - 00:00,17.93,169.61,114.54,990.41,161.79,0.83,67.8,31.84,,18.83,88.61,58.49,190.95,149.21,11.79,8.29,1.48,14-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
14-Dec-2019 - 00:00,17.74,171.11,103.92,996.84,188.39,0.33,65.09,54.72,,21.44,67.96,83.23,185.44,166.47,13.53,9.77,1.32,15-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
15-Dec-2019 - 00:00,17.97,223.01,135.5,996.41,226.0,0.33,64.44,66.91,,22.9,64.01,70.73,158.83,142.12,9.44,10.63,1.46,16-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
16-Dec-2019 - 00:00,16.31,218.96,146.21,996.99,246.35,0.37,69.05,15.64,,18.87,61.69,52.56,137.99,115.99,8.83,8.43,1.47,17-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
17-Dec-2019 - 00:00,16.13,244.88,165.57,998.0,261.53,0.37,66.06,22.76,,18.59,63.12,59.38,144.84,125.43,8.87,7.91,1.52,18-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
18-Dec-2019 - 00:00,16.32,267.04,189.19,996.85,186.38,0.33,64.34,68.37,,18.86,66.03,55.44,158.71,129.57,5.51,7.67,1.47,19-Dec-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
