from date,NO2,NH3,NOx,NO,SO2,CO,Ozone,PM2.5,PM10,Benzene,WD,RH,BP,Toluene,Temp,to date,station
04-Sep-2019 - 00:00,24.08,8.94,16.12,4.09,3.4,0.66,24.61,10.8,27.59,0.16,221.79,82.06,709.99,1.03,27.58,05-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Sep-2019 - 00:00,21.16,8.02,15.45,5.17,3.43,0.71,20.99,9.59,29.19,0.24,226.95,81.55,709.9,1.61,27.54,06-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Sep-2019 - 00:00,16.56,6.57,13.44,5.69,3.19,0.55,17.8,11.82,34.83,0.78,229.35,80.44,709.84,4.65,27.67,07-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Sep-2019 - 00:00,14.52,6.82,11.27,4.36,3.36,0.56,11.62,11.12,33.51,0.17,223.74,77.21,710.55,1.62,28.3,08-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Sep-2019 - 00:00,13.14,6.77,9.96,3.65,3.38,0.59,12.21,11.21,33.62,0.13,231.95,75.2,711.67,0.94,28.72,09-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Sep-2019 - 00:00,16.77,10.93,12.69,4.63,3.26,0.55,17.2,11.66,35.55,0.19,226.19,73.74,711.31,1.22,28.57,10-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Sep-2019 - 00:00,16.19,16.18,11.75,3.86,3.42,0.58,34.29,15.95,44.64,0.19,221.71,75.26,711.16,1.29,28.76,11-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Sep-2019 - 00:00,14.78,16.19,11.03,3.89,3.15,0.54,39.22,14.97,45.07,0.16,221.59,75.97,711.64,1.03,28.52,12-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Sep-2019 - 00:00,18.12,16.08,13.99,5.36,3.34,0.54,39.15,15.38,42.17,0.19,232.41,76.76,713.48,1.43,27.77,13-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Sep-2019 - 00:00,18.58,15.48,13.93,4.98,3.38,0.6,39.54,15.95,43.66,0.2,239.82,70.74,713.74,1.62,27.78,14-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Sep-2019 - 00:00,14.94,15.57,10.35,2.94,3.18,0.53,41.11,15.91,46.21,0.17,233.44,69.95,713.0,1.23,27.65,15-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Sep-2019 - 00:00,14.74,15.35,10.82,3.66,3.29,0.55,40.79,16.58,51.48,0.18,244.02,69.21,712.6,1.18,27.66,16-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Sep-2019 - 00:00,15.6,15.22,12.04,4.62,3.2,0.58,41.78,11.6,32.65,0.19,238.14,79.11,711.61,1.61,27.53,17-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Sep-2019 - 00:00,19.55,14.3,16.64,7.67,3.13,0.76,38.21,15.75,36.32,0.3,239.76,80.68,710.71,2.06,27.51,18-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Sep-2019 - 00:00,19.28,15.25,14.4,5.1,3.3,0.59,40.12,17.23,47.06,0.25,228.4,77.82,710.53,2.11,27.65,19-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Sep-2019 - 00:00,14.91,16.05,10.29,2.9,3.18,0.55,41.48,17.18,41.18,0.16,213.46,74.95,711.09,1.21,27.59,20-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Sep-2019 - 00:00,16.73,15.5,11.95,3.76,3.36,0.66,41.43,15.29,43.05,0.19,218.95,73.79,711.69,1.35,27.51,21-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Sep-2019 - 00:00,21.63,16.58,17.26,7.07,3.38,0.9,43.01,19.03,56.63,0.24,200.63,68.68,711.03,1.63,27.53,22-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Sep-2019 - 00:00,34.67,16.64,38.82,25.07,3.3,1.28,41.69,22.42,58.5,0.43,190.7,76.23,711.7,2.88,27.4,23-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Sep-2019 - 00:00,42.53,17.54,40.44,21.9,3.25,1.38,43.27,25.74,48.06,0.56,195.05,81.34,711.79,3.86,27.55,24-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Sep-2019 - 00:00,28.82,14.28,23.43,9.96,3.07,0.98,45.98,15.92,33.98,0.35,199.32,78.78,711.2,2.44,27.5,25-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Sep-2019 - 00:00,22.22,14.54,17.01,6.39,3.13,0.74,43.49,16.07,36.67,0.25,193.76,78.0,711.62,2.06,27.54,26-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Sep-2019 - 00:00,17.65,13.35,13.9,5.55,3.38,0.79,41.73,12.58,38.27,0.2,185.54,75.8,714.69,1.84,27.47,27-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Sep-2019 - 00:00,32.02,16.49,30.26,16.28,3.46,1.16,42.96,36.31,74.09,0.43,193.22,76.9,716.51,3.29,27.52,28-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Sep-2019 - 00:00,26.41,16.82,20.17,7.54,3.4,0.87,45.84,27.09,66.39,0.28,161.09,69.61,715.52,2.65,27.52,29-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Sep-2019 - 00:00,28.26,18.4,21.97,8.51,3.52,0.72,45.41,48.11,86.55,0.29,135.63,67.85,715.67,2.25,27.5,30-Sep-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Sep-2019 - 00:00,26.68,18.1,22.08,9.72,3.49,0.86,44.54,25.54,70.81,0.3,135.1,68.12,715.0,2.28,27.68,01-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
01-Oct-2019 - 00:00,29.35,17.46,25.06,11.62,3.36,0.92,49.56,30.36,56.94,0.39,197.23,76.78,715.15,2.74,27.99,02-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Oct-2019 - 00:00,48.14,16.61,41.66,19.74,3.42,1.2,49.62,22.19,50.42,0.47,155.65,71.93,714.89,3.34,27.69,03-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Oct-2019 - 00:00,38.92,17.34,33.81,16.13,3.3,1.14,51.35,32.33,53.76,0.46,204.67,74.54,714.3,3.11,27.61,04-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Oct-2019 - 00:00,44.05,15.04,42.96,24.04,3.41,1.27,43.14,38.93,56.56,0.44,173.93,77.79,714.09,3.15,27.33,05-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Oct-2019 - 00:00,68.41,13.71,63.9,33.84,3.93,1.32,24.54,43.12,86.98,0.84,168.64,75.32,712.71,6.13,27.5,06-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Oct-2019 - 00:00,34.58,10.67,28.12,11.97,3.26,1.14,29.16,32.44,59.24,0.39,176.27,73.76,713.46,2.71,27.25,07-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Oct-2019 - 00:00,47.28,12.38,44.91,24.31,3.48,1.22,31.65,41.98,78.77,0.61,162.64,75.81,713.78,4.04,27.28,08-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Oct-2019 - 00:00,30.03,10.32,20.8,5.94,3.11,1.09,44.04,21.22,68.12,0.32,182.7,74.14,713.42,2.2,27.17,09-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Oct-2019 - 00:00,49.22,11.33,63.51,45.91,3.43,1.2,32.45,37.17,59.84,0.66,182.51,78.77,712.96,5.02,27.29,10-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Oct-2019 - 00:00,40.36,11.58,34.26,15.74,3.06,1.07,30.65,43.82,73.82,0.47,168.92,77.5,713.28,4.07,27.31,11-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Oct-2019 - 00:00,44.37,12.2,33.74,13.02,3.12,1.1,38.46,50.04,94.46,0.45,183.92,72.1,713.17,3.61,27.23,12-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Oct-2019 - 00:00,41.4,11.82,39.47,21.46,3.41,1.2,28.7,43.42,94.75,0.47,111.39,67.58,713.32,3.4,27.38,13-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Oct-2019 - 00:00,28.13,10.89,27.91,15.93,3.34,1.17,24.88,17.0,58.58,0.33,112.57,70.82,713.85,2.45,27.4,14-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Oct-2019 - 00:00,38.57,10.82,41.18,25.41,3.31,1.16,25.29,19.88,76.58,0.45,110.73,65.84,713.94,3.18,27.4,15-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Oct-2019 - 00:00,44.27,12.0,47.25,29.15,3.56,1.55,25.47,23.85,72.88,0.51,97.54,72.22,713.5,3.51,27.32,16-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Oct-2019 - 00:00,43.84,11.13,46.5,28.5,3.17,0.71,25.49,19.71,67.54,0.51,101.24,73.02,713.29,3.86,27.26,17-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Oct-2019 - 00:00,41.49,10.08,49.34,33.54,3.21,0.81,22.47,18.04,58.96,0.51,100.66,79.2,713.45,3.83,27.32,18-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Oct-2019 - 00:00,36.27,9.44,37.09,21.88,3.48,0.62,25.55,24.29,69.79,0.41,109.59,74.54,713.52,3.3,27.26,19-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Oct-2019 - 00:00,33.82,9.11,36.85,23.21,3.29,0.44,24.27,16.21,51.38,0.42,118.39,75.79,714.1,3.35,27.39,20-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Oct-2019 - 00:00,35.77,9.77,34.7,19.27,3.31,0.29,27.86,18.54,52.62,0.34,102.07,75.85,713.55,2.61,27.38,21-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Oct-2019 - 00:00,46.95,10.0,48.19,28.57,3.18,0.88,25.62,18.9,55.98,0.46,117.98,81.93,712.81,3.37,27.64,22-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Oct-2019 - 00:00,29.89,23.26,21.1,6.4,3.3,0.54,29.46,12.25,23.86,0.27,239.68,86.29,712.21,2.62,27.98,23-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Oct-2019 - 00:00,17.37,31.48,14.57,6.57,3.23,0.44,26.54,8.2,20.38,0.21,232.54,80.78,711.33,1.76,28.42,24-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Oct-2019 - 00:00,15.68,10.17,10.79,3.03,3.46,0.56,29.46,8.38,26.34,0.15,219.52,76.3,712.36,1.4,27.65,25-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Oct-2019 - 00:00,16.29,10.8,12.17,4.31,3.17,0.5,27.96,8.05,27.59,0.18,199.12,80.3,712.5,1.6,27.44,26-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Oct-2019 - 00:00,18.42,9.63,14.54,5.83,3.33,0.61,26.66,14.55,38.4,0.18,202.68,76.99,713.43,1.58,27.54,27-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Oct-2019 - 00:00,27.2,10.5,23.78,11.45,3.38,0.9,31.48,47.22,70.66,0.3,202.48,76.52,713.97,2.11,27.54,28-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Oct-2019 - 00:00,34.66,11.29,35.44,20.92,3.35,1.08,22.97,59.61,85.05,0.4,89.43,79.25,714.02,2.92,27.66,29-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Oct-2019 - 00:00,34.16,10.9,36.51,22.58,3.36,1.28,24.92,42.76,72.3,0.39,45.9,79.76,713.68,2.85,27.67,30-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Oct-2019 - 00:00,31.2,9.63,33.6,20.92,3.37,1.24,25.93,22.8,40.44,0.38,46.23,83.14,713.0,2.73,27.42,31-Oct-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
31-Oct-2019 - 00:00,27.28,9.36,25.12,13.05,3.4,1.05,28.99,23.4,56.23,0.31,47.04,78.12,712.81,2.44,27.55,01-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
01-Nov-2019 - 00:00,28.46,9.48,26.17,13.57,3.38,1.0,36.64,32.5,75.77,0.39,44.26,67.88,713.63,2.68,27.62,02-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Nov-2019 - 00:00,36.16,11.01,37.43,22.39,3.31,1.34,28.95,33.23,82.9,0.45,46.06,69.22,714.35,3.14,27.76,03-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Nov-2019 - 00:00,40.46,13.01,39.73,22.4,3.4,1.33,29.66,43.66,87.5,0.44,45.33,67.01,715.49,2.96,27.62,04-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Nov-2019 - 00:00,57.29,14.71,54.76,29.87,3.32,1.68,32.31,67.05,119.65,0.6,40.53,56.83,715.98,3.73,27.56,05-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Nov-2019 - 00:00,67.03,16.83,68.62,40.55,3.7,2.07,27.83,75.59,140.47,0.8,40.45,56.57,714.14,4.82,27.49,06-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Nov-2019 - 00:00,60.04,18.67,50.12,22.37,3.41,1.81,52.1,89.8,148.93,0.63,39.21,60.27,712.66,4.33,27.71,07-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Nov-2019 - 00:00,62.1,17.81,58.63,31.49,3.56,1.94,49.52,89.71,160.89,0.76,87.68,62.29,712.45,5.14,27.74,08-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Nov-2019 - 00:00,51.49,17.7,52.08,30.37,3.43,2.17,35.14,72.52,123.6,0.69,65.07,73.31,713.18,4.52,27.94,09-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Nov-2019 - 00:00,43.56,15.76,31.95,10.8,2.95,1.28,29.42,54.6,101.0,0.52,71.36,70.94,713.67,3.65,27.84,10-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Nov-2019 - 00:00,49.09,16.82,40.27,17.42,3.44,1.82,22.82,65.73,104.53,0.52,152.7,69.07,713.6,3.17,27.85,11-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Nov-2019 - 00:00,50.43,19.14,40.86,17.27,3.62,1.41,27.01,83.75,127.7,0.49,195.06,70.41,713.5,2.96,28.51,12-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Nov-2019 - 00:00,46.64,11.42,39.63,18.23,3.46,0.82,19.5,28.94,71.58,0.48,215.21,57.06,714.63,3.26,28.23,13-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Nov-2019 - 00:00,49.84,12.93,42.95,20.22,3.08,0.88,19.44,33.59,82.98,0.52,216.64,59.09,714.71,3.47,28.59,14-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Nov-2019 - 00:00,47.15,12.41,51.84,32.93,3.65,1.01,19.47,28.37,74.81,0.57,206.09,73.64,714.64,3.77,28.49,15-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Nov-2019 - 00:00,41.85,13.15,46.56,29.89,3.28,1.35,13.83,29.61,65.66,0.5,205.1,76.57,714.81,3.48,28.49,16-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Nov-2019 - 00:00,37.32,13.05,37.74,22.01,3.35,1.62,17.35,24.13,63.91,0.47,214.29,73.14,714.77,3.12,28.66,17-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Nov-2019 - 00:00,,,,,,,,,,,,,,,,18-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Nov-2019 - 00:00,49.82,17.44,56.78,37.22,3.54,1.77,21.14,26.16,76.42,0.62,215.21,65.92,714.97,4.27,28.74,19-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Nov-2019 - 00:00,40.07,13.42,46.04,30.41,3.3,1.17,20.79,23.13,67.54,0.46,200.52,68.86,714.75,3.15,28.82,20-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Nov-2019 - 00:00,41.93,12.04,43.89,26.56,3.19,1.02,26.68,23.15,64.15,0.52,203.47,75.34,714.14,3.46,28.49,21-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Nov-2019 - 00:00,48.57,14.28,47.48,26.64,3.44,1.33,29.59,50.25,92.47,0.56,202.1,72.85,715.14,3.57,28.17,22-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Nov-2019 - 00:00,45.01,14.31,41.56,21.67,3.46,1.12,33.68,47.48,90.84,0.49,205.47,73.16,716.14,3.07,28.46,23-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Nov-2019 - 00:00,48.43,13.52,42.3,20.35,3.48,1.03,34.65,42.52,87.06,0.46,203.95,65.82,715.92,2.95,28.56,24-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Nov-2019 - 00:00,37.54,13.93,30.17,12.54,3.18,0.87,39.63,48.15,93.85,0.36,211.91,67.53,715.06,2.19,28.64,25-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Nov-2019 - 00:00,43.6,13.06,36.91,16.88,3.47,1.12,30.8,41.89,87.91,0.48,212.18,66.61,714.89,3.06,28.25,26-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Nov-2019 - 00:00,39.61,12.1,33.59,15.42,3.63,1.05,29.09,43.12,98.33,0.38,214.28,66.93,713.9,2.39,28.38,27-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Nov-2019 - 00:00,47.86,12.98,49.9,30.06,3.53,1.49,25.91,41.5,84.83,0.56,207.11,75.44,714.05,3.48,28.33,28-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Nov-2019 - 00:00,42.29,11.66,42.82,24.99,3.65,1.16,24.04,25.96,69.29,0.48,208.88,73.78,714.57,3.05,28.45,29-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Nov-2019 - 00:00,43.37,11.16,47.93,30.58,3.66,1.46,22.95,24.6,64.69,0.49,201.4,72.46,714.82,3.22,28.48,30-Nov-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Nov-2019 - 00:00,39.15,12.45,42.78,27.0,3.48,1.38,21.93,22.13,48.26,0.46,205.57,80.24,714.65,3.13,27.64,01-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
01-Dec-2019 - 00:00,40.33,11.28,43.71,27.39,3.27,1.21,20.68,13.78,25.98,0.43,209.1,85.26,714.72,3.01,27.78,02-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
02-Dec-2019 - 00:00,34.31,9.66,35.98,21.8,3.48,1.18,23.38,13.61,39.5,0.38,219.02,80.33,714.89,2.63,27.62,03-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
03-Dec-2019 - 00:00,42.9,10.42,44.89,27.15,3.41,1.34,24.07,31.17,72.6,0.48,207.79,76.22,715.12,3.02,27.57,04-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
04-Dec-2019 - 00:00,46.08,12.02,42.8,22.49,3.3,1.47,29.02,42.76,86.66,0.48,205.97,72.94,715.83,2.89,27.52,05-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
05-Dec-2019 - 00:00,63.5,14.51,66.61,40.37,3.29,1.79,32.36,65.53,117.05,0.54,205.76,69.93,717.19,3.22,27.48,06-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
06-Dec-2019 - 00:00,54.11,13.86,45.77,20.89,3.2,1.46,35.22,66.41,111.36,0.48,209.52,72.69,716.53,2.83,27.63,07-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
07-Dec-2019 - 00:00,57.17,12.63,55.41,30.75,3.34,1.87,27.93,41.59,80.74,0.63,204.13,78.33,716.14,3.73,27.98,08-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
08-Dec-2019 - 00:00,41.91,11.75,38.1,19.44,3.36,1.25,29.01,28.24,60.71,0.4,210.32,79.89,716.46,2.48,27.84,09-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
09-Dec-2019 - 00:00,43.05,10.39,40.97,22.21,3.41,1.35,29.88,24.44,60.52,0.43,210.68,70.45,716.07,2.8,27.88,10-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
10-Dec-2019 - 00:00,44.21,10.16,42.33,23.16,3.29,1.4,30.55,24.34,62.45,0.42,210.79,67.99,715.06,2.74,27.89,11-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
11-Dec-2019 - 00:00,41.25,11.54,41.81,24.45,3.38,1.17,27.89,35.3,69.39,0.33,209.13,76.96,715.02,1.85,28.08,12-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
12-Dec-2019 - 00:00,50.87,11.39,46.36,23.74,3.75,1.62,33.88,34.94,79.49,0.43,214.67,67.13,714.21,2.79,24.6,13-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
13-Dec-2019 - 00:00,42.13,11.51,37.41,18.46,3.94,1.39,34.4,35.83,79.41,0.36,215.51,70.42,715.16,2.44,24.95,14-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
14-Dec-2019 - 00:00,39.73,11.24,38.05,20.8,2.89,1.4,28.26,22.24,47.81,0.39,213.96,79.26,716.52,2.62,25.08,15-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
15-Dec-2019 - 00:00,39.42,11.37,34.86,17.09,2.92,1.19,33.18,31.51,66.11,0.35,208.96,69.62,715.94,2.21,25.01,16-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
16-Dec-2019 - 00:00,41.25,11.34,41.6,24.18,3.25,1.64,31.24,25.58,66.59,0.4,206.21,70.17,715.51,2.65,25.12,17-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
17-Dec-2019 - 00:00,44.37,11.67,42.69,23.49,3.36,1.62,30.23,30.17,68.54,0.43,205.65,71.72,716.08,2.72,24.93,18-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
18-Dec-2019 - 00:00,49.45,12.23,48.86,27.75,3.46,1.76,31.56,48.22,102.1,0.48,204.58,70.58,716.64,2.88,24.98,19-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
19-Dec-2019 - 00:00,46.27,11.54,46.54,26.98,3.3,1.6,28.16,40.25,89.52,0.44,208.12,71.7,716.06,2.85,25.07,20-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
20-Dec-2019 - 00:00,47.32,12.45,47.8,27.83,3.04,1.79,31.42,50.89,106.94,0.51,211.67,70.85,715.08,3.26,25.42,21-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
21-Dec-2019 - 00:00,43.4,13.96,37.33,17.52,3.2,1.4,34.75,54.74,98.78,0.4,215.2,70.58,714.89,2.42,25.46,22-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
22-Dec-2019 - 00:00,35.56,12.89,28.16,11.37,3.16,1.17,42.05,50.57,91.73,0.32,215.25,67.7,715.06,1.89,25.65,23-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
23-Dec-2019 - 00:00,44.88,12.81,38.4,17.87,3.36,1.45,40.71,52.17,91.89,0.38,211.94,70.11,715.18,2.34,25.57,24-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
24-Dec-2019 - 00:00,43.35,12.97,40.19,21.08,3.49,1.58,33.33,38.8,83.83,0.4,214.42,71.85,715.96,2.54,25.37,25-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
25-Dec-2019 - 00:00,38.77,12.67,31.38,13.23,4.07,1.27,31.48,32.85,73.36,0.38,209.63,78.37,716.01,2.46,25.06,26-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
26-Dec-2019 - 00:00,47.48,13.79,38.61,16.44,4.37,1.63,45.09,45.31,98.04,0.47,201.5,69.43,715.43,2.9,24.79,27-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
27-Dec-2019 - 00:00,50.0,14.71,42.88,20.04,4.4,1.6,39.23,43.84,91.45,0.44,202.62,69.26,714.25,2.64,25.1,28-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
28-Dec-2019 - 00:00,40.1,12.17,33.25,14.66,3.84,1.19,38.32,30.09,73.47,0.3,215.77,67.56,714.59,2.01,25.14,29-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
29-Dec-2019 - 00:00,39.57,11.41,30.98,12.23,3.75,1.16,43.74,37.88,79.31,0.3,210.68,66.12,715.18,1.75,25.15,30-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
30-Dec-2019 - 00:00,41.36,11.7,33.41,14.03,4.02,1.36,43.58,37.28,78.91,0.36,218.15,67.52,715.2,2.14,25.19,31-Dec-2019 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
31-Dec-2019 - 00:00,23.1,14.6,14.7,2.95,3.75,0.8,52.72,38.0,66.0,0.35,227.0,81.5,716.0,1.85,28.6,01-Jan-2020 - 00:00,"Jayanagar 5th Block, Bengaluru - KSPCB"
