from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM2.5,PM10,Benzene,Toluene,Xylene,Eth-Benzene,MP-Xylene,RH,SR,WD,WS,RF,to date,station
02-Aug-2019 - 00:00,28.44,21.87,14.87,32.19,1.66,0.63,46.0,26.47,49.49,6.58,1.61,0.78,7.57,3.6,83.98,259.36,139.34,2.37,0.0,03-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Aug-2019 - 00:00,30.73,26.82,15.07,34.66,1.82,0.81,39.59,33.1,53.44,8.84,2.0,0.58,10.39,4.41,87.5,272.12,114.51,2.42,0.0,04-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Aug-2019 - 00:00,26.37,31.53,15.79,33.84,2.4,0.69,61.64,32.7,49.69,7.26,1.08,0.49,9.21,3.92,85.3,285.71,152.26,2.05,0.0,05-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Aug-2019 - 00:00,34.15,29.34,19.89,41.74,1.31,0.91,57.82,33.71,52.32,4.31,0.59,0.39,4.23,1.67,83.77,330.88,143.59,2.18,0.0,06-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Aug-2019 - 00:00,24.88,28.45,21.48,32.26,1.22,0.75,19.81,24.67,38.47,6.63,0.98,0.4,9.34,3.67,92.7,108.73,125.07,2.33,0.14,07-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Aug-2019 - 00:00,18.35,34.49,33.4,35.32,1.82,0.9,25.25,34.62,56.57,11.26,2.38,0.47,13.56,5.85,81.88,290.93,87.7,2.31,0.0,08-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Aug-2019 - 00:00,24.67,39.47,26.32,35.46,2.73,0.85,28.39,28.56,66.4,7.66,1.26,0.41,7.39,3.48,72.43,363.48,92.99,2.27,0.07,09-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Aug-2019 - 00:00,14.85,21.96,19.36,23.28,1.4,0.38,22.35,14.12,50.99,5.29,0.81,0.43,7.33,3.57,67.0,348.83,88.05,5.57,0.0,10-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Aug-2019 - 00:00,10.76,20.04,17.09,21.31,0.86,0.36,20.54,13.26,29.33,3.78,0.52,0.43,5.3,2.66,77.46,305.63,108.31,4.53,0.0,11-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Aug-2019 - 00:00,9.88,16.99,13.93,20.12,1.03,0.37,21.53,19.0,39.38,3.67,0.55,0.4,4.93,2.3,72.8,418.54,140.49,2.62,0.0,12-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Aug-2019 - 00:00,11.41,19.29,15.93,21.74,1.49,0.35,19.31,15.28,27.48,3.48,0.41,0.41,3.83,1.91,83.41,271.76,203.88,2.45,0.18,13-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Aug-2019 - 00:00,21.8,26.35,16.08,26.33,1.11,0.35,21.79,14.97,34.18,3.74,0.48,0.42,4.39,2.05,83.09,318.17,246.13,2.91,0.0,14-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Aug-2019 - 00:00,18.38,23.73,15.54,26.2,1.77,0.57,28.75,26.75,36.09,4.87,0.94,0.38,7.01,2.72,87.44,333.07,201.57,1.74,0.08,15-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Aug-2019 - 00:00,12.41,17.87,13.01,20.38,1.77,0.5,23.95,24.75,38.5,5.3,1.14,0.42,6.81,2.92,81.23,,108.78,3.28,0.27,16-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Aug-2019 - 00:00,18.7,21.06,11.99,23.83,1.09,0.42,18.2,16.01,26.78,4.22,0.58,0.49,7.04,3.75,80.65,257.16,85.31,4.09,0.04,17-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Aug-2019 - 00:00,28.61,21.81,8.44,26.59,0.82,0.5,12.65,7.67,14.44,3.7,0.53,0.45,5.32,2.46,94.13,111.75,107.89,4.27,0.08,18-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Aug-2019 - 00:00,20.22,15.93,9.55,19.41,0.86,0.87,29.19,12.98,23.34,4.1,0.55,0.46,5.79,2.41,89.44,258.31,213.33,2.6,0.09,19-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Aug-2019 - 00:00,16.08,22.24,19.07,29.16,1.2,1.2,38.2,25.61,53.92,5.71,1.01,0.51,9.11,3.42,80.69,372.56,206.02,1.86,0.0,20-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Aug-2019 - 00:00,22.43,26.93,23.51,28.94,2.43,0.83,46.06,26.21,52.07,4.37,0.77,0.49,5.34,2.09,76.43,431.11,293.75,2.96,0.0,21-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Aug-2019 - 00:00,21.1,24.85,17.76,27.02,1.34,0.84,72.59,32.29,85.96,4.71,0.66,0.44,6.23,2.3,74.93,445.32,274.6,2.81,0.0,22-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Aug-2019 - 00:00,23.72,25.38,16.52,30.06,1.38,0.98,28.21,28.11,80.36,5.7,1.24,0.48,7.29,2.97,72.71,413.95,210.48,2.58,0.0,23-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Aug-2019 - 00:00,22.54,21.81,13.06,27.99,1.69,0.9,52.65,32.48,89.07,6.57,1.18,0.66,10.55,4.24,69.95,456.04,233.75,2.43,0.0,24-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Aug-2019 - 00:00,27.69,33.91,24.05,38.22,1.7,1.15,38.53,41.14,105.08,6.79,1.25,0.76,10.88,4.43,76.77,279.58,162.76,2.22,0.0,25-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Aug-2019 - 00:00,33.59,34.91,20.61,36.43,1.97,1.08,35.48,25.82,53.27,6.74,1.17,0.75,10.01,4.11,83.56,227.16,94.29,2.44,0.0,26-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Aug-2019 - 00:00,26.75,35.45,26.76,35.77,1.69,0.82,37.19,17.65,48.47,7.63,1.28,4.29,9.97,5.38,74.37,418.58,83.04,3.28,0.0,27-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Aug-2019 - 00:00,23.5,45.7,41.73,52.39,2.07,0.74,51.05,29.91,80.32,7.33,14.9,5.49,9.09,3.88,69.23,419.6,96.65,2.49,0.0,28-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Aug-2019 - 00:00,31.61,48.92,39.55,68.37,1.86,0.67,54.5,35.38,78.66,6.75,3.64,4.56,6.82,2.93,66.9,400.43,88.21,2.7,0.0,29-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Aug-2019 - 00:00,51.51,78.05,60.47,165.36,2.02,0.47,51.67,26.88,58.41,4.35,2.14,3.06,4.8,2.07,68.32,411.63,122.82,2.91,0.0,30-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Aug-2019 - 00:00,46.23,60.15,42.29,119.16,2.14,0.56,70.72,32.88,68.21,4.92,0.98,3.3,4.79,1.96,74.92,339.6,197.84,2.24,0.0,31-Aug-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Aug-2019 - 00:00,31.33,21.69,7.87,39.1,0.77,0.69,69.26,49.72,86.62,8.24,1.22,5.17,6.03,2.91,70.37,331.87,164.55,1.77,0.0,01-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Sep-2019 - 00:00,30.7,21.94,8.23,40.48,1.63,0.62,44.25,30.32,64.37,6.77,0.96,4.06,6.56,3.02,81.32,250.09,116.94,2.35,0.09,02-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Sep-2019 - 00:00,24.41,17.25,6.89,21.98,1.37,0.6,64.82,31.49,60.74,5.14,0.96,2.61,4.69,2.1,76.54,387.31,172.37,1.67,0.0,03-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Sep-2019 - 00:00,23.25,15.48,6.17,8.17,1.84,0.62,51.79,46.89,81.49,5.17,1.47,2.33,3.92,1.69,76.44,289.16,218.71,1.69,0.0,04-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Sep-2019 - 00:00,32.03,18.56,3.75,6.74,2.61,0.82,57.67,58.12,112.02,7.84,1.52,5.34,6.69,2.92,79.7,269.59,119.81,2.09,0.0,05-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Sep-2019 - 00:00,23.54,16.38,8.43,9.09,1.46,0.65,36.71,30.31,55.2,5.61,2.79,3.87,6.09,2.7,85.74,242.21,150.1,2.05,0.25,06-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Sep-2019 - 00:00,21.46,21.39,16.09,13.34,1.2,0.66,37.26,29.25,59.58,6.55,1.4,4.66,7.48,3.25,80.08,349.86,141.58,1.78,0.0,07-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Sep-2019 - 00:00,13.27,12.9,10.97,10.43,1.48,0.56,39.02,26.56,53.91,5.0,0.69,4.15,5.99,2.72,80.72,339.09,120.1,2.2,0.0,08-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Sep-2019 - 00:00,8.6,6.72,6.25,8.91,2.72,0.54,48.82,30.1,52.9,6.09,1.3,5.0,7.06,3.34,77.12,330.22,116.99,1.86,0.0,09-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Sep-2019 - 00:00,10.92,6.59,5.39,9.42,5.38,0.57,50.25,51.35,87.5,6.56,4.22,3.91,6.26,3.0,71.24,355.04,196.08,1.59,0.0,10-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Sep-2019 - 00:00,13.51,7.3,4.64,9.57,1.65,0.7,60.45,52.05,93.84,7.45,2.52,4.41,6.81,3.07,69.21,374.14,199.6,1.62,0.0,11-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Sep-2019 - 00:00,11.54,12.92,12.63,13.61,2.65,0.8,75.72,64.05,138.26,9.8,2.66,7.27,9.47,4.63,63.77,403.84,147.11,1.92,0.0,12-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Sep-2019 - 00:00,12.84,5.2,2.52,17.68,3.05,0.7,46.46,55.86,97.97,6.93,1.94,4.68,6.45,2.92,74.81,383.85,134.87,2.33,0.19,13-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Sep-2019 - 00:00,12.24,5.24,2.87,17.0,0.77,0.5,48.83,28.67,55.66,4.51,0.31,2.04,3.33,1.53,74.93,329.82,125.84,1.91,0.0,14-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Sep-2019 - 00:00,12.23,4.95,2.42,17.07,1.6,0.42,43.72,24.14,49.72,4.55,0.42,2.05,3.3,1.59,73.06,380.78,93.52,2.75,0.0,15-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Sep-2019 - 00:00,12.12,5.01,2.5,17.19,1.59,0.5,44.8,29.15,49.77,4.73,0.31,2.17,3.63,1.79,74.84,300.79,119.44,1.93,0.0,16-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Sep-2019 - 00:00,11.56,7.64,6.08,17.65,3.69,1.03,50.26,40.44,83.73,7.19,25.74,4.59,6.57,3.98,71.43,392.19,216.23,1.89,0.0,17-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Sep-2019 - 00:00,10.06,5.19,3.44,27.85,4.73,1.33,51.09,41.67,79.79,6.2,49.13,2.34,3.85,3.9,67.81,347.23,181.37,1.95,0.03,18-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Sep-2019 - 00:00,19.55,12.91,4.17,34.72,4.17,1.12,48.76,32.16,66.59,4.58,23.1,1.03,1.88,4.4,68.05,390.99,108.79,3.02,0.0,19-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Sep-2019 - 00:00,21.98,14.15,3.1,33.68,1.24,0.92,19.02,17.73,38.6,4.01,6.86,1.04,1.76,5.4,74.69,297.92,99.7,3.23,0.0,20-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Sep-2019 - 00:00,26.72,19.27,6.12,34.22,1.24,1.23,38.59,27.19,63.91,5.37,0.66,0.99,2.64,6.58,71.66,367.62,130.27,2.12,0.0,21-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Sep-2019 - 00:00,26.52,17.33,4.01,38.67,1.21,1.02,39.65,30.9,59.11,4.31,1.17,0.92,2.93,5.37,77.68,260.13,169.69,1.82,0.0,22-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Sep-2019 - 00:00,26.13,17.43,4.29,36.09,1.92,1.1,13.68,20.38,42.92,4.78,0.46,0.95,2.93,6.74,80.73,276.42,105.1,2.76,0.0,23-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Sep-2019 - 00:00,23.39,14.48,2.83,21.47,3.71,1.03,34.12,25.7,53.29,4.98,0.43,0.91,2.31,5.77,73.76,342.63,97.02,2.34,0.0,24-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Sep-2019 - 00:00,25.73,16.28,3.42,16.77,4.0,1.12,34.57,31.05,58.67,5.38,7.53,0.91,3.09,7.18,73.82,290.97,127.98,2.12,0.0,25-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Sep-2019 - 00:00,23.02,15.38,3.89,26.19,3.5,1.09,40.8,27.96,56.26,5.42,1.04,0.84,2.55,5.64,72.39,358.46,93.22,2.56,0.0,26-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Sep-2019 - 00:00,44.83,26.26,3.38,35.17,2.82,0.76,21.95,15.05,45.64,5.35,16.68,2.93,4.66,5.57,72.57,281.97,89.87,3.18,0.0,27-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Sep-2019 - 00:00,73.72,39.06,2.07,68.83,3.71,0.38,19.9,15.26,38.11,4.62,18.13,2.83,4.21,1.83,75.33,254.22,90.6,3.08,0.0,28-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Sep-2019 - 00:00,56.02,28.92,2.38,65.12,5.74,0.51,18.37,23.35,45.25,6.45,0.56,2.97,4.84,3.12,76.91,285.21,77.41,2.9,0.0,29-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Sep-2019 - 00:00,29.65,12.9,1.38,44.57,2.65,0.41,27.25,14.48,31.53,4.15,0.31,2.05,3.74,2.42,79.93,214.74,98.19,2.65,0.01,30-Sep-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Sep-2019 - 00:00,112.12,88.69,43.82,140.15,5.12,0.32,32.93,19.3,43.58,3.72,0.26,1.49,1.73,1.53,80.01,233.32,117.8,2.44,0.0,01-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Oct-2019 - 00:00,110.73,73.29,27.98,132.63,3.96,0.8,29.73,25.88,53.43,5.29,0.34,3.13,2.29,1.02,78.61,259.71,112.7,2.48,0.0,02-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Oct-2019 - 00:00,40.57,26.7,10.62,44.8,5.44,0.47,38.65,26.34,58.78,5.14,0.63,4.07,6.24,3.0,72.04,341.46,138.61,1.96,0.0,03-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Oct-2019 - 00:00,38.97,33.22,19.59,51.07,4.71,0.46,48.66,40.69,98.91,6.2,0.68,2.93,5.38,3.06,67.28,344.87,201.29,2.28,0.0,04-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Oct-2019 - 00:00,29.15,13.42,2.35,38.54,3.23,0.62,41.7,25.6,57.94,4.22,7.88,4.42,5.82,4.98,74.22,358.61,280.85,2.83,0.0,05-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Oct-2019 - 00:00,29.17,14.13,1.62,52.3,10.21,0.92,47.55,31.78,67.65,4.92,0.39,1.45,2.86,1.4,63.95,409.82,304.44,2.84,0.0,06-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Oct-2019 - 00:00,31.73,17.75,2.74,49.75,7.68,1.06,53.65,45.55,92.28,5.95,0.37,1.82,3.36,2.68,66.71,388.42,299.92,2.63,0.0,07-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Oct-2019 - 00:00,31.63,14.94,1.08,54.44,8.11,1.05,53.29,40.19,89.48,5.74,0.47,1.36,2.41,2.07,69.26,335.66,297.48,3.18,0.0,08-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Oct-2019 - 00:00,38.85,22.28,4.77,58.54,9.17,1.02,50.22,35.82,81.82,5.43,0.38,1.64,3.34,2.88,62.33,412.8,252.69,2.49,0.0,09-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Oct-2019 - 00:00,51.28,35.91,11.3,65.63,11.96,1.46,73.45,53.97,131.47,5.62,2.58,2.5,1.84,1.25,57.29,377.03,144.35,2.0,0.0,10-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Oct-2019 - 00:00,45.49,26.06,5.33,61.3,18.73,1.46,74.96,78.54,150.09,7.15,0.9,3.44,3.0,1.4,58.65,335.06,267.19,1.93,0.0,11-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Oct-2019 - 00:00,45.74,26.54,6.61,69.26,8.15,0.96,56.84,60.74,121.43,6.48,1.06,2.16,2.9,1.65,62.81,391.14,270.96,2.05,0.0,12-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Oct-2019 - 00:00,42.82,24.02,6.16,61.93,11.8,1.69,53.24,65.15,121.81,7.02,0.92,2.52,3.36,1.82,61.06,358.48,240.92,1.93,0.0,13-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Oct-2019 - 00:00,52.75,32.49,10.96,60.62,25.02,1.89,48.1,80.58,159.35,9.06,1.06,3.55,5.82,3.34,58.99,328.52,252.62,1.93,0.0,14-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Oct-2019 - 00:00,50.04,32.1,10.44,67.08,12.95,1.31,56.5,69.68,142.52,9.3,13.5,5.56,7.66,4.07,58.78,345.52,223.81,1.93,0.0,15-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Oct-2019 - 00:00,52.46,42.69,19.9,61.64,15.54,1.15,86.68,90.25,186.4,11.48,7.56,8.23,10.57,6.97,56.37,340.55,171.15,1.94,0.0,16-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
16-Oct-2019 - 00:00,65.56,59.36,32.17,81.82,12.95,1.72,84.28,117.45,231.35,16.08,3.09,15.97,22.34,6.73,60.54,303.68,111.65,2.18,0.0,17-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
17-Oct-2019 - 00:00,63.12,45.51,17.78,71.51,10.63,1.24,79.71,91.59,189.39,13.66,1.6,11.28,16.49,4.96,58.74,308.79,91.15,2.57,0.0,18-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
18-Oct-2019 - 00:00,41.51,24.31,6.97,59.42,6.17,0.65,60.8,64.35,130.46,7.0,0.73,4.67,7.26,2.95,61.29,221.52,127.91,3.31,0.08,19-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
19-Oct-2019 - 00:00,44.91,26.46,7.66,59.29,14.38,0.71,51.59,57.23,89.86,8.27,1.59,3.88,5.38,3.33,66.03,306.68,223.65,2.01,0.0,20-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
20-Oct-2019 - 00:00,46.92,25.16,5.78,57.83,10.78,0.73,48.78,71.26,116.75,7.02,1.19,2.86,3.03,1.49,59.57,370.36,290.43,2.43,0.0,21-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
21-Oct-2019 - 00:00,45.96,28.72,10.49,59.39,12.19,0.7,49.74,75.17,116.44,5.66,0.46,1.83,4.25,2.17,60.44,338.36,274.57,2.52,0.0,22-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
22-Oct-2019 - 00:00,52.09,33.39,11.41,59.79,9.72,1.13,36.85,60.38,114.42,4.98,0.28,1.9,3.91,2.38,58.23,335.28,263.11,2.64,0.0,23-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
23-Oct-2019 - 00:00,59.68,61.4,40.08,79.55,14.01,2.4,41.66,88.96,182.44,7.39,1.44,3.89,6.19,2.89,57.32,339.32,223.17,2.23,0.0,24-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
24-Oct-2019 - 00:00,67.38,101.27,84.81,98.0,27.27,2.56,48.46,125.39,250.77,14.76,9.31,13.68,17.27,8.62,57.55,311.16,209.06,1.77,0.0,25-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
25-Oct-2019 - 00:00,73.46,73.64,45.8,85.3,16.73,1.36,66.86,101.48,195.87,12.06,2.66,12.99,17.6,9.1,52.28,354.86,93.45,2.5,0.0,26-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
26-Oct-2019 - 00:00,57.1,126.77,122.04,123.89,11.1,1.53,54.63,111.04,209.14,12.28,20.9,14.29,20.12,10.54,58.99,264.5,183.39,1.88,0.0,27-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
27-Oct-2019 - 00:00,77.9,41.2,18.09,83.88,13.61,1.24,49.23,122.1,184.17,9.15,45.29,2.61,6.57,3.13,59.92,242.89,270.95,2.5,0.0,28-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
28-Oct-2019 - 00:00,44.15,23.88,4.85,64.9,15.46,2.02,46.96,157.47,195.62,8.78,30.11,1.7,4.93,2.21,62.29,317.75,248.67,2.04,0.0,29-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
29-Oct-2019 - 00:00,54.72,42.06,20.07,73.75,7.75,1.5,25.71,166.19,225.4,10.12,41.12,2.15,5.69,2.54,69.17,174.68,220.15,1.61,0.0,30-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
30-Oct-2019 - 00:00,52.83,57.85,41.15,80.98,8.83,1.62,32.18,150.78,223.69,9.0,40.18,2.26,5.98,2.7,58.63,217.38,273.75,1.97,0.0,31-Oct-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
31-Oct-2019 - 00:00,66.68,73.23,51.17,96.99,12.33,2.33,30.05,206.48,289.33,12.0,59.78,5.14,9.44,4.22,61.35,250.58,247.37,1.76,0.0,01-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
01-Nov-2019 - 00:00,65.37,49.3,24.11,90.31,11.58,2.19,44.77,252.01,328.77,11.58,46.07,4.28,7.41,3.31,62.43,234.04,203.76,1.96,0.0,02-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
02-Nov-2019 - 00:00,59.37,36.11,11.78,79.77,7.21,2.22,18.95,208.51,256.95,10.58,51.39,2.56,5.44,2.38,78.11,130.72,247.57,2.15,0.0,03-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
03-Nov-2019 - 00:00,56.73,26.11,2.46,76.13,3.46,2.32,23.43,308.63,345.48,11.8,39.93,2.02,5.09,2.11,79.71,176.36,255.17,2.25,0.01,04-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
04-Nov-2019 - 00:00,49.88,24.23,3.83,62.02,8.02,1.28,36.03,133.32,170.87,8.87,33.37,3.0,5.71,3.39,67.5,251.02,282.53,2.85,0.0,05-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
05-Nov-2019 - 00:00,49.47,25.35,3.95,52.05,9.05,0.84,19.61,97.36,141.56,6.83,31.78,1.51,4.08,1.87,59.16,349.4,268.33,2.72,0.0,06-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
06-Nov-2019 - 00:00,58.4,43.83,19.27,54.44,6.98,0.7,30.2,67.22,122.84,5.9,37.16,3.77,5.97,2.71,54.01,323.03,157.93,2.25,0.0,07-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
07-Nov-2019 - 00:00,69.94,39.59,7.26,62.07,9.59,1.11,26.14,107.57,171.41,13.05,66.8,7.6,11.62,6.02,68.56,111.91,136.28,2.91,0.01,08-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
08-Nov-2019 - 00:00,58.68,31.12,4.3,53.05,22.45,0.91,18.4,102.87,150.74,9.32,35.49,4.98,7.99,3.88,63.5,286.17,247.93,2.05,0.0,09-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
09-Nov-2019 - 00:00,46.91,22.42,1.7,42.02,8.82,0.71,13.17,92.36,130.04,6.66,0.62,2.72,5.22,2.46,60.46,374.62,298.0,2.94,0.0,10-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
10-Nov-2019 - 00:00,59.17,32.83,6.58,38.45,3.27,0.76,11.81,99.14,146.04,7.93,0.81,3.17,5.94,2.84,52.02,305.96,286.35,2.04,0.0,11-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
11-Nov-2019 - 00:00,60.87,33.73,6.3,53.86,1.36,0.98,11.7,131.5,195.39,9.25,1.17,4.4,7.97,3.8,51.54,200.45,281.15,2.04,0.0,12-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
12-Nov-2019 - 00:00,57.63,29.47,2.74,69.8,1.77,1.4,9.69,242.56,304.77,11.45,1.52,4.47,8.49,4.07,55.01,187.21,284.06,2.06,0.0,13-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
13-Nov-2019 - 00:00,54.89,25.74,1.13,71.67,1.54,1.56,14.95,251.84,312.9,13.81,1.95,5.46,9.7,4.67,58.87,125.93,285.39,1.92,0.0,14-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
14-Nov-2019 - 00:00,54.2,27.56,2.37,73.81,2.07,1.2,13.3,174.89,234.31,12.28,1.68,5.05,8.0,4.02,59.63,258.62,267.91,1.97,0.0,15-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
15-Nov-2019 - 00:00,35.72,16.59,1.15,57.14,1.36,1.47,10.96,277.48,341.89,12.26,1.17,4.33,7.59,3.85,66.31,248.59,270.57,2.35,0.0,16-Nov-2019 - 00:00,"Arya Nagar, Bahadurgarh - HSPCB"
