from date,PM10,PM2.5,NO,NO2,NOx,CO,CO2,Ozone,Black Carbon,to date,station
08-Dec-2019 - 00:00,276.85,198.52,18.84,15.97,34.8,2.08,,37.18,3.12,09-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
09-Dec-2019 - 00:00,251.86,181.33,17.42,16.91,34.32,1.86,,39.68,2.77,10-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
10-Dec-2019 - 00:00,277.29,194.52,19.41,18.02,37.43,2.05,,39.02,2.65,11-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
11-Dec-2019 - 00:00,371.31,264.43,14.93,16.72,31.66,2.3,,39.52,2.15,12-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
12-Dec-2019 - 00:00,336.0,249.19,18.5,10.51,28.81,1.68,,44.79,1.93,13-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
13-Dec-2019 - 00:00,100.34,80.18,3.39,2.55,5.93,1.27,,44.84,0.53,14-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
14-Dec-2019 - 00:00,95.24,62.33,5.67,5.07,10.73,1.22,,37.52,1.08,15-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
15-Dec-2019 - 00:00,112.56,74.86,5.7,3.81,9.5,1.22,,39.7,0.82,16-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
16-Dec-2019 - 00:00,88.6,59.97,3.63,0.96,4.5,1.12,,43.79,0.65,17-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
17-Dec-2019 - 00:00,101.72,71.41,5.48,1.98,7.31,1.18,,42.45,0.86,18-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
18-Dec-2019 - 00:00,157.31,102.41,5.04,4.39,9.43,1.29,,44.08,0.86,19-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
19-Dec-2019 - 00:00,287.42,197.18,12.16,7.98,20.14,1.87,,33.45,1.91,20-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
20-Dec-2019 - 00:00,314.45,209.62,8.98,9.22,18.2,2.01,,37.83,2.02,21-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
21-Dec-2019 - 00:00,264.93,179.43,7.25,6.02,13.27,1.75,,37.57,1.72,22-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
22-Dec-2019 - 00:00,154.02,109.43,4.87,2.88,7.74,1.43,,40.04,0.83,23-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
23-Dec-2019 - 00:00,194.89,136.23,6.82,3.34,10.14,1.53,,39.12,0.94,24-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
24-Dec-2019 - 00:00,344.93,223.64,8.27,7.9,16.17,1.87,,37.68,1.63,25-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
25-Dec-2019 - 00:00,,114.48,4.36,2.45,6.78,1.44,,41.4,1.08,26-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
26-Dec-2019 - 00:00,284.14,178.61,5.14,3.81,8.89,1.51,,35.9,1.66,27-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
27-Dec-2019 - 00:00,288.56,174.16,6.26,5.04,11.3,1.66,,37.48,1.2,28-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
28-Dec-2019 - 00:00,337.54,219.21,12.13,5.35,17.48,2.23,,33.05,1.81,29-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
29-Dec-2019 - 00:00,450.7,293.91,7.58,7.84,15.42,2.21,,36.9,3.57,30-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
30-Dec-2019 - 00:00,348.61,244.03,10.87,5.58,16.45,2.56,,32.01,4.19,31-Dec-2019 - 00:00,"Aya Nagar, Delhi - IMD"
31-Dec-2019 - 00:00,260.5,151.19,4.29,1.93,6.22,1.78,,40.64,1.91,01-Jan-2020 - 00:00,"Aya Nagar, Delhi - IMD"
