from date,AT,CO,SO2,NO,NO2,NOx,WS,WD,RH,BP,SR,VWS,RF,PM2.5,Benzene,Toluene,Xylene,to date,station
04-Sep-2019 - 00:00,32.1,0.99,36.56,9.33,32.68,11.12,3.2,336.86,78.22,748.41,173.24,-2.79,0.0,24.16,,,,05-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Sep-2019 - 00:00,29.96,0.98,37.61,8.66,30.24,11.58,1.74,335.74,77.68,749.58,159.45,-2.79,0.0,21.43,,,,06-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Sep-2019 - 00:00,29.72,0.96,37.82,8.15,32.47,9.79,2.15,336.94,78.76,749.65,155.29,-2.74,0.0,27.11,,,,07-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Sep-2019 - 00:00,29.98,0.84,40.24,5.36,7.96,0.09,2.39,336.97,77.73,749.52,152.57,-2.79,0.0,33.19,,,,08-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Sep-2019 - 00:00,29.16,0.8,40.17,5.31,9.03,1.44,2.59,336.5,81.61,749.68,153.29,-2.78,0.01,14.68,,,,09-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Sep-2019 - 00:00,29.12,1.1,42.97,3.44,7.74,0.62,1.87,336.16,82.74,749.72,119.78,-2.91,0.0,35.31,,,,10-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Sep-2019 - 00:00,29.48,1.05,37.98,3.99,8.18,1.34,1.53,336.99,80.65,749.62,141.19,-2.74,0.0,60.03,,,,11-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Sep-2019 - 00:00,28.78,1.02,37.83,7.3,8.73,2.5,1.5,336.97,87.19,749.86,129.06,-2.37,0.19,37.68,,,,12-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Sep-2019 - 00:00,28.58,1.51,43.78,5.66,8.84,3.69,2.54,337.18,85.57,749.89,152.01,-2.54,0.05,21.76,,,,13-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Sep-2019 - 00:00,28.19,1.74,45.66,1.92,9.41,2.91,2.19,249.87,86.39,749.96,137.82,-2.4,0.31,23.63,,,,14-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Sep-2019 - 00:00,27.56,1.49,13.14,34.32,17.85,37.05,1.56,106.83,90.73,750.39,98.46,-1.13,0.31,39.48,,,,15-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Sep-2019 - 00:00,26.54,0.93,3.2,17.51,15.31,14.88,0.79,81.5,94.3,750.0,15.64,-0.91,0.0,27.21,,,,16-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Sep-2019 - 00:00,28.17,1.48,14.66,21.06,19.89,28.89,1.43,133.86,87.52,749.5,107.05,-1.01,0.1,32.48,,,,17-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Sep-2019 - 00:00,26.6,1.14,8.89,20.33,14.64,16.9,0.32,107.89,91.41,750.01,56.94,-0.75,0.11,24.73,,,,18-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Sep-2019 - 00:00,25.56,1.06,10.24,14.57,14.13,11.4,0.31,134.0,90.76,750.61,87.95,-0.96,0.14,10.33,,,,19-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Sep-2019 - 00:00,26.9,1.57,9.94,15.27,15.51,12.31,0.3,156.4,87.63,749.83,88.9,-0.01,0.0,26.1,,,,20-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Sep-2019 - 00:00,27.32,1.79,10.17,15.64,13.95,12.51,0.3,168.51,87.19,749.98,108.81,-0.67,0.14,38.67,,,,21-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Sep-2019 - 00:00,27.75,1.41,8.98,17.17,15.6,12.52,0.3,162.77,83.28,749.73,125.59,-1.91,0.0,31.92,,,,22-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Sep-2019 - 00:00,26.17,0.67,10.49,15.34,17.99,13.95,0.76,118.35,90.54,749.98,74.81,-1.54,0.02,21.14,,,,23-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Sep-2019 - 00:00,28.05,1.43,9.94,15.46,26.18,16.27,1.46,91.91,84.29,749.7,115.53,-1.11,0.0,35.4,,,,24-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Sep-2019 - 00:00,28.15,1.47,10.18,18.56,32.69,19.59,2.6,87.79,83.63,749.68,120.92,-1.13,0.0,20.92,,,,25-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Sep-2019 - 00:00,26.81,0.94,9.58,19.95,22.13,16.39,3.58,89.71,88.03,749.82,87.54,-1.07,0.04,10.64,,,,26-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Sep-2019 - 00:00,25.09,1.48,10.05,7.85,11.81,4.43,1.74,105.02,94.14,749.57,28.15,-0.47,1.09,9.09,,,,27-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Sep-2019 - 00:00,24.73,1.18,9.74,13.91,28.88,14.94,1.11,101.77,94.09,748.8,35.2,-0.8,0.55,7.32,,,,28-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Sep-2019 - 00:00,24.38,1.4,8.74,18.49,39.34,22.37,4.12,90.32,93.54,748.35,49.96,-0.82,0.45,3.38,,,,29-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Sep-2019 - 00:00,23.51,1.14,8.32,20.45,42.0,23.74,4.97,81.99,93.92,747.52,27.82,-0.33,0.5,0.87,,,,30-Sep-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Sep-2019 - 00:00,23.83,1.36,6.36,19.02,40.85,21.81,3.03,83.85,93.96,749.46,33.26,-1.05,0.03,4.22,,,,01-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Oct-2019 - 00:00,25.65,1.56,8.32,20.75,42.43,24.11,0.9,97.27,88.71,749.88,88.93,-1.07,0.01,14.07,,,,02-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Oct-2019 - 00:00,26.71,1.46,9.92,21.01,42.33,24.9,1.28,83.78,84.74,749.8,125.27,-1.02,0.0,26.08,,,,03-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Oct-2019 - 00:00,27.51,1.38,9.41,21.87,40.13,24.66,1.32,94.08,87.11,749.36,95.52,-0.99,0.01,36.83,,,,04-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Oct-2019 - 00:00,27.25,1.76,15.12,27.01,29.79,24.17,1.09,145.14,87.77,749.84,92.04,-0.68,0.0,54.68,,,,05-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Oct-2019 - 00:00,28.02,1.49,12.76,31.92,16.24,24.24,0.58,207.82,83.84,749.65,100.02,-0.54,0.0,57.75,,,,06-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Oct-2019 - 00:00,28.27,1.25,17.47,31.85,8.45,20.41,0.93,237.02,79.72,749.61,123.05,-0.75,0.0,60.04,,,,07-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Oct-2019 - 00:00,27.96,1.3,18.89,32.84,32.74,16.69,0.79,256.67,78.11,749.65,143.01,-1.02,0.0,76.11,,,,08-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Oct-2019 - 00:00,27.59,1.22,14.06,30.5,40.04,9.48,1.85,152.64,82.66,749.67,109.66,-1.3,0.0,57.2,,,,09-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Oct-2019 - 00:00,27.13,1.5,15.49,30.95,50.73,15.62,1.51,117.2,82.88,749.76,105.31,-1.07,0.0,27.64,,,,10-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Oct-2019 - 00:00,27.74,1.51,16.4,7.26,15.6,0.05,0.61,252.04,79.86,749.67,102.36,-0.96,0.0,45.47,,,,11-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Oct-2019 - 00:00,29.17,1.6,18.15,6.62,,0.0,1.29,257.45,70.07,749.5,141.11,-0.79,0.0,63.88,,,,12-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Oct-2019 - 00:00,24.76,1.64,14.13,6.63,,0.0,1.0,254.52,74.22,749.66,129.61,-0.66,0.0,85.9,,,,13-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Oct-2019 - 00:00,17.72,1.0,13.93,6.81,,0.0,1.09,253.6,75.36,749.67,121.28,-0.78,0.0,71.82,,,,14-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Oct-2019 - 00:00,11.77,2.04,18.12,16.51,3.22,5.4,0.47,257.94,78.23,749.68,77.96,-0.99,0.0,111.86,,,,15-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Oct-2019 - 00:00,9.88,1.86,12.95,6.72,3.89,4.21,0.9,220.28,77.46,749.7,111.45,-0.99,0.0,99.55,,,,16-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Oct-2019 - 00:00,13.18,1.95,14.31,7.28,7.55,4.92,0.6,213.66,79.57,749.68,87.68,-0.95,0.0,96.4,,,,17-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Oct-2019 - 00:00,23.85,1.24,12.72,8.12,3.7,4.72,0.69,217.16,80.8,749.67,100.0,-0.52,0.0,101.45,,,,18-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Oct-2019 - 00:00,24.17,1.76,19.6,20.91,4.68,6.79,0.75,263.99,77.63,749.67,116.74,-0.47,0.0,127.3,0.11,3.83,0.0,19-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Oct-2019 - 00:00,25.22,1.33,13.74,28.55,,6.37,1.0,223.69,78.73,749.76,74.79,-0.78,0.0,113.77,0.09,2.49,0.0,20-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Oct-2019 - 00:00,23.66,1.1,14.02,14.41,0.94,3.61,0.79,249.95,91.4,750.0,33.57,-0.96,0.0,74.14,,,,21-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Oct-2019 - 00:00,24.04,0.87,15.18,14.39,17.37,4.69,1.39,240.61,89.54,749.98,59.03,-1.08,0.0,106.2,,,,22-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Oct-2019 - 00:00,23.19,1.12,17.47,32.59,31.98,34.67,1.25,241.32,76.3,749.77,101.45,-0.98,0.0,113.79,,,,23-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Oct-2019 - 00:00,21.05,1.75,14.88,11.15,16.85,15.05,0.52,237.02,84.59,750.0,53.28,-0.8,0.0,138.41,,,,24-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Oct-2019 - 00:00,22.86,1.35,16.92,5.73,6.07,6.2,1.43,144.47,80.58,749.96,70.74,-1.04,0.0,139.68,,,,25-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Oct-2019 - 00:00,19.33,0.94,10.27,3.37,12.06,4.47,2.18,93.39,85.75,750.0,46.0,-1.07,0.0,38.33,,,,26-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Oct-2019 - 00:00,19.88,0.51,8.54,4.85,12.93,5.19,1.46,176.17,82.39,749.97,78.18,-1.16,0.0,32.18,,,,27-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Oct-2019 - 00:00,21.17,0.92,14.35,3.48,12.43,4.75,1.01,248.66,79.42,749.76,109.89,-1.06,0.0,89.19,,,,28-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Oct-2019 - 00:00,22.1,1.53,12.59,5.32,13.04,5.97,0.34,242.0,80.93,749.77,70.76,-0.2,0.0,142.69,,,,29-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Oct-2019 - 00:00,21.74,1.41,15.96,4.78,12.36,5.55,0.58,270.16,82.61,749.83,75.04,-0.88,0.0,206.22,,,,30-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Oct-2019 - 00:00,21.81,1.43,10.43,4.77,12.58,5.71,0.88,246.54,81.71,749.8,89.93,-1.47,0.0,148.7,,,,31-Oct-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
31-Oct-2019 - 00:00,24.5,1.21,11.6,4.51,12.57,5.44,0.71,253.53,80.69,749.75,95.08,-1.11,0.0,155.83,,,,01-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Nov-2019 - 00:00,24.16,1.85,20.36,5.0,12.37,5.77,0.51,244.99,83.93,749.78,76.94,-0.6,0.0,208.88,,,,02-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Nov-2019 - 00:00,20.16,1.46,15.06,4.46,13.13,5.54,0.37,256.88,82.09,749.75,77.5,-0.41,0.0,218.31,1.18,7.01,0.8,03-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Nov-2019 - 00:00,23.84,1.48,10.51,4.48,12.47,5.49,0.54,279.19,82.53,749.77,79.86,-0.8,0.0,212.39,1.64,9.62,1.17,04-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Nov-2019 - 00:00,21.04,1.49,10.94,4.65,12.42,5.46,0.77,241.91,81.84,749.79,77.98,-0.72,0.0,216.55,1.68,14.18,1.27,05-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Nov-2019 - 00:00,18.15,1.53,17.48,6.83,14.51,6.66,1.19,248.48,73.19,749.76,89.43,-1.02,0.0,212.16,1.43,11.51,0.77,06-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Nov-2019 - 00:00,18.17,1.27,21.66,4.84,13.21,5.93,0.74,246.22,71.85,749.75,90.94,-0.78,0.0,148.17,2.03,42.88,3.05,07-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Nov-2019 - 00:00,18.31,1.77,14.19,4.91,13.3,5.62,0.69,237.03,77.76,749.78,84.81,-1.4,0.0,191.53,2.08,25.57,4.59,08-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Nov-2019 - 00:00,21.55,1.52,13.11,4.74,12.87,5.77,0.99,195.12,79.86,749.81,77.17,-1.19,0.0,122.49,1.91,25.86,4.88,09-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Nov-2019 - 00:00,21.74,1.36,12.03,4.71,13.19,5.26,1.25,153.42,81.37,749.83,79.8,-0.79,0.0,95.5,1.52,15.98,2.25,10-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Nov-2019 - 00:00,22.49,1.15,14.84,4.36,12.95,5.46,0.66,244.62,77.58,749.68,95.07,-1.39,0.0,112.28,1.58,12.81,1.56,11-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Nov-2019 - 00:00,21.76,1.4,13.22,10.03,23.03,20.34,1.29,253.55,71.78,749.75,83.06,-1.15,0.0,122.81,1.44,11.38,0.62,12-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Nov-2019 - 00:00,19.94,1.65,14.38,6.44,6.69,3.79,1.01,250.08,68.72,749.77,89.11,-0.61,0.0,135.96,1.19,9.81,0.8,13-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Nov-2019 - 00:00,22.09,2.4,16.63,4.02,5.39,2.76,0.5,265.51,69.04,749.88,87.82,-1.44,0.0,190.31,2.12,28.95,4.96,14-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Nov-2019 - 00:00,24.25,2.4,17.19,5.16,6.0,3.73,0.45,267.71,71.76,749.93,83.22,-1.53,0.0,197.29,2.49,33.18,5.11,15-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Nov-2019 - 00:00,23.04,1.65,11.99,4.48,6.5,3.1,0.91,251.4,68.88,749.75,78.11,-0.9,0.0,162.23,1.66,15.42,0.8,16-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Nov-2019 - 00:00,15.79,1.84,14.15,4.15,6.13,3.03,1.03,242.71,71.51,749.77,74.55,-1.21,0.0,130.06,1.39,13.02,0.69,17-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Nov-2019 - 00:00,1.74,1.99,14.5,5.76,9.86,4.55,1.12,238.75,74.98,749.81,74.28,-1.23,0.0,158.21,1.47,11.11,0.97,18-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Nov-2019 - 00:00,0.99,1.79,17.37,5.02,13.65,15.33,1.17,245.21,73.46,749.81,72.49,-1.15,0.0,148.76,1.39,11.68,0.66,19-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Nov-2019 - 00:00,14.97,2.18,21.36,6.49,6.95,3.39,1.32,268.68,68.25,749.95,79.73,-1.25,0.0,127.32,1.3,12.6,1.38,20-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Nov-2019 - 00:00,23.43,2.14,26.62,6.04,7.23,3.29,0.49,254.54,75.75,750.12,74.3,-0.92,0.0,183.85,1.93,23.21,3.43,21-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Nov-2019 - 00:00,21.72,2.47,22.37,5.29,18.41,7.33,0.53,267.47,77.54,750.15,71.35,-0.88,0.0,205.6,2.0,19.91,2.23,22-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Nov-2019 - 00:00,18.91,2.56,27.4,7.38,24.11,10.46,0.63,265.45,80.12,750.2,68.06,-0.94,0.0,218.96,2.03,20.41,2.32,23-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Nov-2019 - 00:00,19.78,2.33,23.47,6.41,23.14,9.42,0.74,248.61,79.23,749.92,65.41,-0.65,0.0,243.76,1.91,17.43,1.86,24-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
24-Nov-2019 - 00:00,19.13,2.1,31.1,6.71,23.21,9.65,0.68,224.58,76.52,749.94,67.56,-0.51,0.0,242.88,1.82,15.39,1.75,25-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
25-Nov-2019 - 00:00,17.62,2.69,35.48,7.09,24.99,9.92,0.73,181.1,78.64,750.0,51.95,-0.52,0.0,249.21,2.36,29.37,4.82,26-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
26-Nov-2019 - 00:00,20.6,2.63,26.96,6.68,23.88,8.99,0.47,269.11,78.89,749.75,64.14,-1.37,0.0,263.52,2.5,33.21,5.83,27-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
27-Nov-2019 - 00:00,20.68,2.9,26.78,6.94,23.89,9.39,0.65,215.51,84.47,750.08,58.38,-0.96,0.0,262.63,2.2,24.77,4.22,28-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
28-Nov-2019 - 00:00,19.68,2.41,29.55,6.96,23.47,9.94,0.56,187.52,80.52,749.75,71.72,-0.45,0.0,184.64,2.02,20.32,2.55,29-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
29-Nov-2019 - 00:00,21.22,2.23,18.97,19.03,41.96,23.98,0.59,255.48,80.34,749.79,66.05,-0.59,0.0,240.17,1.85,17.09,1.92,30-Nov-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
30-Nov-2019 - 00:00,23.42,1.64,18.34,6.7,22.67,9.84,1.59,257.14,70.85,749.76,67.73,-1.13,0.0,104.68,1.12,9.03,0.77,01-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
01-Dec-2019 - 00:00,23.42,1.89,16.85,6.36,23.11,9.68,1.24,247.19,72.02,750.0,75.25,-0.97,0.0,106.88,0.99,7.87,0.61,02-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
02-Dec-2019 - 00:00,23.41,2.38,14.45,10.73,114.76,15.82,0.99,266.71,72.91,750.02,63.52,-0.79,0.0,144.75,1.3,12.48,1.24,03-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
03-Dec-2019 - 00:00,24.38,2.3,17.11,15.23,31.37,15.23,0.91,272.37,74.93,750.47,71.01,-1.33,0.0,195.4,1.43,9.15,0.71,04-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
04-Dec-2019 - 00:00,23.56,3.15,15.12,5.97,10.96,5.72,0.66,266.84,75.53,750.31,69.02,-0.98,0.0,205.42,1.67,14.91,2.08,05-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
05-Dec-2019 - 00:00,23.55,2.88,15.05,17.48,25.84,20.5,0.49,264.78,74.14,750.2,67.95,-0.76,0.0,203.54,2.02,20.82,3.34,06-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
06-Dec-2019 - 00:00,23.62,2.34,11.53,6.85,18.12,15.11,0.67,196.12,76.53,750.18,69.75,-1.1,0.0,209.71,1.99,18.92,2.12,07-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
07-Dec-2019 - 00:00,23.92,1.21,14.27,8.21,12.4,7.94,0.98,86.41,77.22,750.21,53.31,-0.99,0.0,145.73,1.56,13.62,1.51,08-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
08-Dec-2019 - 00:00,23.6,1.41,15.0,8.8,13.14,8.45,0.72,269.08,77.19,750.21,64.4,-0.77,0.0,178.48,1.58,10.77,0.99,09-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
09-Dec-2019 - 00:00,23.43,1.82,22.88,15.04,16.21,14.72,0.56,267.4,76.71,750.28,62.82,-0.45,0.0,214.76,2.11,21.58,2.56,10-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
10-Dec-2019 - 00:00,23.48,1.35,59.18,9.09,12.54,8.38,0.69,252.22,76.84,750.31,60.77,-1.25,0.0,198.81,1.46,10.34,0.88,11-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
11-Dec-2019 - 00:00,23.83,2.05,50.59,16.03,12.82,16.66,0.64,263.74,79.65,750.4,61.15,-0.97,0.0,235.04,1.62,14.64,2.21,12-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
12-Dec-2019 - 00:00,24.02,1.68,34.2,13.88,7.53,8.97,1.4,118.41,82.98,750.32,53.03,-1.28,0.0,226.37,1.55,13.96,1.35,13-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
13-Dec-2019 - 00:00,23.7,1.18,30.89,12.57,4.58,8.51,1.44,114.52,91.9,750.12,21.81,-0.98,0.01,111.09,0.89,7.76,0.36,14-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
14-Dec-2019 - 00:00,23.61,1.71,32.34,12.76,5.01,8.81,1.69,163.01,86.85,750.09,58.0,-0.79,0.01,74.83,0.97,12.55,1.73,15-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
15-Dec-2019 - 00:00,23.63,1.59,28.73,12.87,5.06,8.86,0.65,201.46,88.82,750.17,58.01,-1.15,0.0,131.67,1.33,11.69,1.01,16-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
16-Dec-2019 - 00:00,24.33,1.09,33.99,12.3,5.64,8.44,1.05,249.44,87.04,750.51,72.68,-1.17,0.0,107.07,1.01,6.04,0.41,17-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
17-Dec-2019 - 00:00,23.16,1.16,32.22,12.59,5.8,8.69,2.22,262.18,86.44,750.67,63.46,-1.02,0.0,112.34,0.78,3.49,0.47,18-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
18-Dec-2019 - 00:00,18.76,1.14,33.45,10.67,9.54,8.5,1.5,263.74,83.13,750.74,34.24,-1.05,0.0,88.97,0.69,4.72,0.74,19-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
19-Dec-2019 - 00:00,21.24,1.64,36.81,12.17,6.36,8.74,1.39,253.33,84.65,750.68,73.15,-0.97,0.0,122.08,0.67,2.19,0.42,20-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
20-Dec-2019 - 00:00,19.81,1.16,38.61,12.53,5.91,8.51,1.0,240.82,86.22,750.66,68.12,-0.8,0.0,189.68,,,,21-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
21-Dec-2019 - 00:00,22.71,2.05,25.56,15.2,19.56,16.47,0.63,238.81,87.94,750.7,65.99,-1.69,0.0,289.65,,,,22-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
22-Dec-2019 - 00:00,19.0,1.99,9.89,9.68,14.42,9.47,0.58,243.92,91.03,750.77,50.34,-1.2,0.0,303.12,,,,23-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
23-Dec-2019 - 00:00,20.56,1.41,23.26,19.75,21.75,22.84,0.5,243.28,85.85,750.66,59.68,-1.26,0.0,272.91,,,,24-Dec-2019 - 00:00,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB"
