from date,PM2.5,PM10,AT,Temp,SR,RH,WS,WD,BP,RF,SO2,NO,NO2,NOx,NH3,CO,Ozone,to date,station
10-Aug-2018 - 00:00,8.0,27.76,26.16,28.59,122.02,83.68,1.93,275.28,763.99,0.94,4.89,2.81,3.87,4.19,1.96,1.04,30.74,11-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Aug-2018 - 00:00,10.08,31.48,26.99,28.75,178.64,79.95,2.75,268.58,762.3,0.01,5.87,2.92,3.48,4.16,2.21,1.15,31.26,12-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Aug-2018 - 00:00,10.16,29.4,26.76,29.56,132.52,82.99,2.11,258.73,760.62,0.19,4.87,2.99,4.84,4.98,2.13,1.15,30.61,13-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Aug-2018 - 00:00,10.51,31.89,27.14,29.54,161.78,84.4,1.99,236.68,760.66,0.64,5.78,2.76,7.53,6.18,2.05,1.42,28.21,14-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Aug-2018 - 00:00,6.26,28.56,26.62,29.45,151.43,85.89,2.45,226.81,760.29,1.4,5.72,2.95,5.02,4.95,2.09,1.27,31.04,15-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Aug-2018 - 00:00,0.0,67.0,25.44,29.87,27.0,89.75,1.57,273.83,772.42,0.33,6.9,2.87,5.29,4.05,1.48,0.31,14.69,16-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Aug-2018 - 00:00,8.78,32.43,26.01,27.03,134.25,85.77,2.21,263.14,766.52,0.72,5.59,2.84,6.59,5.65,1.89,1.12,33.01,17-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Aug-2018 - 00:00,7.04,28.52,25.96,28.84,136.66,85.96,2.43,248.08,760.04,0.41,4.52,2.8,6.91,5.94,2.19,1.18,27.64,18-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Aug-2018 - 00:00,10.51,28.53,26.35,28.89,123.79,82.66,2.6,267.62,761.95,0.42,5.23,2.92,8.13,5.86,2.17,1.37,31.74,19-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Aug-2018 - 00:00,9.06,30.06,26.51,28.97,168.83,82.57,2.61,261.75,761.83,0.02,5.56,2.93,5.55,5.33,2.1,1.42,30.25,20-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Aug-2018 - 00:00,11.9,39.53,27.26,29.13,194.86,80.88,2.76,259.06,763.08,0.0,5.14,2.79,6.46,5.7,2.08,1.82,28.98,21-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Aug-2018 - 00:00,12.8,44.82,27.87,29.81,235.45,78.18,2.47,266.28,764.38,0.0,6.49,2.96,7.11,6.18,2.35,1.47,28.36,22-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Aug-2018 - 00:00,16.56,46.02,28.26,29.06,219.06,74.58,2.58,278.83,764.15,0.0,5.56,2.91,4.71,4.86,2.29,1.14,33.27,23-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Aug-2018 - 00:00,13.79,42.73,28.4,29.09,214.17,73.18,2.71,274.36,764.41,0.0,6.44,2.77,5.07,4.95,2.18,1.01,32.81,24-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Aug-2018 - 00:00,20.62,50.65,28.19,29.14,183.69,73.58,2.5,278.62,763.84,0.0,6.43,2.98,5.28,5.24,2.3,1.13,35.88,25-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Aug-2018 - 00:00,15.67,42.32,27.82,29.15,176.66,77.69,2.35,269.26,763.1,0.0,5.98,3.0,4.26,4.6,2.21,1.79,37.25,26-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Aug-2018 - 00:00,16.32,39.73,27.64,29.17,156.48,77.99,2.3,268.17,762.44,0.0,5.48,2.97,4.63,4.87,2.25,2.45,35.76,27-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Aug-2018 - 00:00,15.45,36.17,27.55,29.3,190.7,76.89,2.24,279.41,762.53,0.0,6.08,2.9,4.26,4.54,2.28,2.77,35.81,28-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Aug-2018 - 00:00,10.01,24.65,27.54,29.25,195.8,76.54,2.79,274.44,763.75,0.0,5.46,3.02,2.92,3.97,2.12,1.99,36.96,29-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Aug-2018 - 00:00,10.88,34.54,27.85,30.18,205.31,74.99,2.64,272.58,763.65,0.0,6.58,2.92,5.07,5.07,2.28,0.81,36.3,30-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Aug-2018 - 00:00,18.93,41.64,27.48,29.77,173.17,78.95,2.66,261.46,761.78,0.0,6.18,2.93,5.27,5.18,2.42,0.65,34.93,31-Aug-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-Aug-2018 - 00:00,20.01,49.59,27.92,28.9,200.26,77.48,2.51,260.78,762.36,0.0,6.52,2.82,6.1,5.53,2.47,0.91,30.67,01-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Sep-2018 - 00:00,22.33,55.24,27.98,29.32,216.07,79.36,2.31,261.23,764.0,0.0,5.97,2.93,7.09,6.15,2.73,0.78,34.17,02-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Sep-2018 - 00:00,19.3,52.17,27.93,29.33,225.64,79.04,2.41,260.23,764.1,0.0,6.03,2.94,4.69,4.88,2.68,0.78,35.34,03-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Sep-2018 - 00:00,20.7,50.92,27.92,29.42,223.0,78.26,2.48,264.69,764.24,0.0,6.0,2.89,6.66,5.89,2.62,0.81,34.87,04-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Sep-2018 - 00:00,19.96,51.21,27.69,29.51,254.51,76.5,2.6,269.54,765.92,0.0,5.6,2.96,5.63,5.4,2.63,0.77,39.21,05-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Sep-2018 - 00:00,22.02,55.42,27.92,29.14,241.56,74.9,2.45,263.74,766.15,0.0,5.4,2.79,6.73,5.84,2.44,0.81,36.95,06-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Sep-2018 - 00:00,16.16,52.53,27.72,28.8,232.84,77.68,2.43,263.27,763.61,0.0,6.78,2.92,6.84,6.0,2.4,0.79,36.68,07-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Sep-2018 - 00:00,17.71,44.95,27.85,28.81,233.73,77.47,2.38,259.35,765.11,0.01,5.92,2.9,6.39,5.7,2.48,0.89,31.64,08-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Sep-2018 - 00:00,15.07,43.29,28.17,29.05,258.99,74.81,2.64,269.99,763.97,0.0,5.54,3.0,4.87,4.96,2.83,0.79,38.07,09-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Sep-2018 - 00:00,,,,,,,,,,,,,,,,,,10-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Sep-2018 - 00:00,19.0,51.71,28.7,29.55,190.17,71.19,2.93,249.12,761.19,0.0,7.8,2.9,5.72,5.39,3.39,0.56,40.79,11-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Sep-2018 - 00:00,22.82,61.22,28.21,28.76,246.92,73.81,2.4,262.16,765.23,0.0,5.14,2.95,8.54,6.9,2.59,0.77,40.3,12-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Sep-2018 - 00:00,24.33,67.48,28.34,29.15,251.09,73.7,2.5,265.85,763.93,0.0,5.85,2.89,7.33,6.25,2.49,0.85,44.57,13-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Sep-2018 - 00:00,25.79,69.46,28.38,29.38,235.34,72.73,2.43,261.05,762.34,0.0,6.9,2.97,7.92,6.63,2.59,0.88,38.58,14-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Sep-2018 - 00:00,28.25,72.03,28.13,30.14,226.97,73.97,2.2,262.28,763.09,0.0,6.25,2.89,9.31,7.3,2.64,0.93,42.84,15-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Sep-2018 - 00:00,27.98,62.85,28.31,31.19,230.02,74.08,2.27,261.14,763.35,0.0,7.46,2.81,8.59,6.83,3.08,0.81,41.65,16-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Sep-2018 - 00:00,19.46,43.56,28.45,30.95,210.55,76.26,2.15,260.32,764.15,0.0,7.42,3.03,6.93,6.15,3.18,0.81,42.14,17-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Sep-2018 - 00:00,18.61,43.38,28.67,30.63,203.45,76.27,2.2,249.5,763.75,0.0,6.39,2.77,8.36,6.69,3.0,0.84,35.42,18-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Sep-2018 - 00:00,12.15,34.57,28.02,29.66,178.86,79.2,1.92,252.35,764.43,0.0,5.93,2.88,7.66,6.4,2.54,0.83,31.44,19-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Sep-2018 - 00:00,17.75,40.35,28.3,29.7,168.99,76.14,2.13,278.31,763.16,0.0,5.64,2.73,8.17,6.56,2.67,0.85,32.0,20-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Sep-2018 - 00:00,13.93,31.93,27.32,29.44,162.41,81.88,1.59,267.27,760.78,0.33,5.07,2.92,6.33,5.74,2.36,0.87,37.23,21-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Sep-2018 - 00:00,20.92,62.48,28.18,29.89,239.57,76.78,1.93,266.02,760.38,0.01,5.12,2.91,6.58,5.86,2.33,0.82,40.84,22-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Sep-2018 - 00:00,21.32,55.74,28.58,29.65,240.44,75.33,1.91,265.24,760.11,0.0,5.35,2.74,6.83,5.85,2.53,0.91,36.43,23-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Sep-2018 - 00:00,12.61,28.31,28.43,29.63,221.97,77.52,1.81,245.14,762.42,0.02,5.9,2.89,4.4,4.59,2.49,0.75,31.86,24-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Sep-2018 - 00:00,17.55,30.97,28.31,29.96,180.38,77.96,1.55,249.32,762.04,0.01,5.12,2.68,8.03,6.37,2.42,0.88,32.02,25-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Sep-2018 - 00:00,25.24,46.92,28.4,29.86,200.07,76.82,1.86,267.8,760.65,0.0,5.69,2.66,9.62,7.28,2.64,0.95,36.83,26-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Sep-2018 - 00:00,22.88,45.93,29.05,30.51,238.58,73.66,2.09,267.75,758.48,0.0,6.47,2.91,5.81,5.43,2.88,0.85,37.95,27-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Sep-2018 - 00:00,23.03,42.06,28.46,29.76,196.81,75.95,1.6,255.98,758.02,0.0,5.61,2.85,6.68,5.79,2.69,0.97,44.23,28-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Sep-2018 - 00:00,25.48,44.46,28.79,29.7,219.23,76.51,1.49,252.91,757.89,0.0,5.33,2.9,7.3,6.18,2.48,0.94,36.82,29-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Sep-2018 - 00:00,15.76,28.24,27.62,30.41,154.7,82.42,1.5,256.85,759.62,0.22,5.58,2.83,7.74,6.4,2.56,0.99,39.61,30-Sep-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Sep-2018 - 00:00,22.08,36.32,27.69,30.61,145.53,82.96,0.98,250.53,761.17,0.35,5.28,2.84,8.16,6.56,2.82,0.96,32.0,01-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Oct-2018 - 00:00,23.92,42.71,28.19,30.64,143.92,82.66,1.24,219.72,760.47,0.06,4.92,2.84,9.86,7.55,2.58,1.14,29.25,02-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Oct-2018 - 00:00,16.75,30.32,27.4,30.07,137.74,84.5,1.08,213.44,761.25,0.11,4.77,2.75,6.98,5.83,2.91,0.88,27.28,03-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Oct-2018 - 00:00,18.54,33.89,27.81,30.19,127.17,81.57,0.97,236.99,760.35,0.01,5.28,2.98,9.08,7.05,3.82,1.08,27.43,04-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Oct-2018 - 00:00,13.76,29.0,27.84,30.23,145.7,80.88,1.34,226.43,760.17,0.0,5.2,2.85,11.32,8.35,3.59,0.84,29.16,05-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Oct-2018 - 00:00,22.06,41.27,27.84,30.16,109.24,83.21,0.97,253.43,759.54,0.11,5.05,2.8,20.79,13.23,2.97,1.01,6.41,06-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Oct-2018 - 00:00,27.78,48.41,28.05,30.08,100.61,82.7,1.09,194.89,759.55,0.05,5.49,2.81,7.83,6.38,3.15,1.14,8.43,07-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Oct-2018 - 00:00,13.13,25.52,26.96,29.94,76.65,86.79,1.06,214.27,760.37,1.26,4.07,2.82,6.31,5.48,2.9,1.04,8.37,08-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Oct-2018 - 00:00,12.04,24.49,26.74,29.8,89.5,85.99,1.15,223.44,761.31,0.35,5.62,2.74,7.71,6.32,2.68,0.99,8.64,09-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Oct-2018 - 00:00,14.32,27.51,27.64,29.87,142.3,79.34,1.39,241.08,759.71,0.07,5.76,2.73,9.68,7.33,2.59,1.03,10.9,10-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Oct-2018 - 00:00,14.95,34.32,27.97,29.97,148.33,78.24,1.38,226.3,757.02,0.01,6.38,2.75,9.94,7.49,2.6,1.05,11.53,11-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Oct-2018 - 00:00,38.28,55.01,28.12,30.06,154.24,79.76,1.77,217.9,757.07,0.0,5.43,2.68,9.99,7.49,2.87,1.1,9.96,12-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Oct-2018 - 00:00,37.34,65.73,28.65,30.15,157.32,77.06,1.48,240.22,758.3,0.0,5.75,2.97,8.84,7.08,3.21,1.02,11.23,13-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Oct-2018 - 00:00,37.02,63.05,27.7,29.38,166.69,80.46,1.31,255.88,761.22,0.9,5.39,2.95,6.65,5.88,2.79,0.99,8.55,14-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Oct-2018 - 00:00,29.9,52.86,27.9,27.86,148.06,79.73,1.24,215.59,762.89,0.0,6.66,2.94,4.72,4.85,2.4,0.95,6.85,15-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Oct-2018 - 00:00,31.45,53.1,28.2,28.61,158.05,78.73,1.33,273.79,762.46,0.0,6.61,2.88,4.68,4.78,3.13,1.05,5.53,16-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Oct-2018 - 00:00,18.07,33.64,27.26,29.61,144.35,81.96,1.37,215.98,763.39,0.88,5.56,2.73,6.74,5.74,3.21,1.04,7.89,17-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Oct-2018 - 00:00,14.56,29.79,27.43,29.33,183.57,78.35,1.3,201.49,763.44,0.0,5.95,2.82,6.99,5.99,2.82,1.04,10.64,18-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Oct-2018 - 00:00,14.77,28.47,28.71,29.5,231.38,75.3,1.6,233.35,761.45,0.0,5.68,2.91,4.48,4.06,2.98,0.8,8.86,19-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Oct-2018 - 00:00,13.6,31.93,27.63,29.75,147.64,81.03,1.2,255.33,761.06,1.74,6.33,2.97,4.49,4.49,3.15,0.98,7.39,20-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Oct-2018 - 00:00,13.05,27.85,27.1,29.63,117.38,83.39,1.13,263.07,762.33,0.26,5.74,2.88,6.6,5.57,3.15,1.01,6.68,21-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Oct-2018 - 00:00,11.17,24.22,27.53,29.41,234.81,80.04,1.36,214.35,763.86,0.46,5.42,3.0,3.89,4.44,3.18,0.79,8.12,22-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Oct-2018 - 00:00,19.26,32.72,27.18,28.88,122.76,82.62,1.13,260.24,767.78,0.14,6.27,3.11,8.48,6.21,2.7,1.06,7.13,23-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Oct-2018 - 00:00,18.01,32.96,27.66,29.22,208.1,81.28,1.44,246.14,767.76,0.03,5.2,3.11,4.77,5.06,2.65,0.87,6.57,24-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Oct-2018 - 00:00,32.98,59.95,28.03,29.2,189.67,80.05,1.21,224.78,767.06,0.03,4.94,3.07,9.23,6.92,2.44,1.28,7.48,25-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Oct-2018 - 00:00,47.69,75.78,27.66,29.16,123.7,82.35,1.17,194.78,767.71,0.0,5.26,3.06,7.81,6.6,2.58,1.36,7.81,26-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Oct-2018 - 00:00,52.5,91.75,28.68,29.79,193.07,77.81,1.22,172.81,767.66,0.0,6.17,3.18,9.21,7.46,3.21,1.45,11.72,27-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Oct-2018 - 00:00,67.11,117.7,28.74,29.67,202.84,71.57,1.32,188.1,767.71,0.0,6.33,3.16,10.44,8.13,2.81,1.45,17.26,28-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
28-Oct-2018 - 00:00,55.81,94.0,28.79,29.39,202.89,75.07,1.36,182.88,766.7,0.16,6.32,3.25,5.77,5.72,2.66,1.14,9.91,29-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
29-Oct-2018 - 00:00,49.29,83.57,28.31,29.45,168.07,77.81,1.4,268.94,765.61,0.0,5.85,3.2,4.75,4.89,2.8,1.2,9.73,30-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
30-Oct-2018 - 00:00,51.39,90.77,28.54,28.8,201.34,76.02,1.38,261.02,764.65,0.0,5.79,3.42,3.97,4.62,3.03,1.2,20.56,31-Oct-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
31-Oct-2018 - 00:00,44.69,81.2,28.13,26.53,173.52,78.04,1.39,254.24,760.24,0.0,6.05,3.09,4.04,4.41,5.4,1.08,15.63,01-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
01-Nov-2018 - 00:00,44.82,72.05,27.37,26.94,100.73,81.12,1.21,276.5,756.59,0.03,5.08,2.83,6.98,5.71,2.72,1.26,6.08,02-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
02-Nov-2018 - 00:00,40.65,73.12,27.74,27.29,143.69,81.65,1.25,192.92,756.57,0.18,5.55,2.8,11.39,8.29,3.45,1.37,9.73,03-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
03-Nov-2018 - 00:00,10.34,26.77,26.85,27.39,112.55,84.22,0.97,262.76,758.51,1.0,5.19,2.94,9.57,7.43,2.81,1.14,34.76,04-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
04-Nov-2018 - 00:00,29.12,48.62,27.94,29.12,162.07,80.52,1.09,216.51,758.83,0.0,10.46,2.78,7.41,5.98,2.73,1.36,34.72,05-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
05-Nov-2018 - 00:00,66.23,88.31,28.48,29.61,178.22,77.3,1.2,212.7,759.79,0.0,8.38,2.82,8.88,6.74,2.57,1.4,34.56,06-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
06-Nov-2018 - 00:00,59.84,80.4,27.56,28.9,142.48,80.81,1.32,229.21,760.47,0.06,6.2,2.9,5.94,5.02,2.48,1.2,44.87,07-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
07-Nov-2018 - 00:00,41.03,60.08,27.29,29.07,120.9,79.5,0.84,253.03,760.9,0.02,6.85,5.15,11.07,8.86,3.53,1.4,40.23,08-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
08-Nov-2018 - 00:00,50.07,74.12,27.43,29.53,108.05,81.39,0.9,173.1,760.02,0.03,7.01,5.06,13.99,10.2,4.55,1.73,40.59,09-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
09-Nov-2018 - 00:00,39.53,59.49,27.43,29.28,126.5,80.62,1.05,163.54,758.64,0.51,6.29,5.91,8.1,8.81,5.27,1.49,36.71,10-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
10-Nov-2018 - 00:00,36.45,55.69,28.02,29.82,220.46,76.96,1.14,243.99,759.79,0.0,12.9,4.56,5.88,6.73,5.79,1.4,46.67,11-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
11-Nov-2018 - 00:00,35.78,53.21,28.03,29.0,202.96,77.27,1.52,242.5,761.94,0.0,4.1,3.99,3.97,4.42,6.15,1.2,46.71,12-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
12-Nov-2018 - 00:00,43.93,62.56,28.0,29.31,194.11,75.84,1.42,267.57,760.93,0.0,15.65,4.32,5.49,5.32,5.59,1.17,56.04,13-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
13-Nov-2018 - 00:00,44.36,60.62,27.62,28.63,144.99,77.34,1.42,232.26,758.76,0.0,4.34,4.24,6.02,5.9,5.31,1.2,64.12,14-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
14-Nov-2018 - 00:00,62.67,89.25,28.31,29.23,190.19,77.22,1.37,237.66,757.59,0.0,5.51,4.21,6.0,5.96,5.3,1.29,63.92,15-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
15-Nov-2018 - 00:00,70.54,104.01,28.76,28.87,178.55,77.86,1.51,247.66,757.69,0.0,6.54,3.87,5.33,5.53,4.68,1.37,73.09,16-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
16-Nov-2018 - 00:00,55.32,71.84,26.06,28.54,64.16,82.2,1.21,261.12,758.34,1.16,4.19,3.64,5.53,5.2,3.76,1.11,63.9,17-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
17-Nov-2018 - 00:00,52.86,78.06,27.84,29.06,180.81,75.99,1.3,192.85,760.12,0.0,4.67,3.53,8.5,3.76,5.91,1.31,51.11,18-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
18-Nov-2018 - 00:00,44.59,61.82,27.24,28.67,165.93,81.29,1.26,259.78,760.77,0.09,6.27,3.29,3.23,3.85,3.58,1.23,41.51,19-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
19-Nov-2018 - 00:00,31.51,45.98,27.53,29.31,174.29,81.92,1.27,263.25,761.5,0.22,15.93,4.42,4.83,5.57,4.24,1.22,36.55,20-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
20-Nov-2018 - 00:00,20.78,36.64,27.05,28.97,107.93,83.26,0.98,250.8,762.03,0.02,8.07,4.59,7.13,6.6,3.86,1.25,36.32,21-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
21-Nov-2018 - 00:00,23.13,36.95,27.94,28.94,170.71,78.61,1.43,258.93,761.4,0.0,4.63,4.19,7.2,6.15,3.42,1.22,43.31,22-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
22-Nov-2018 - 00:00,30.82,48.17,28.5,29.25,193.09,77.43,1.22,221.75,760.54,0.0,6.33,3.92,4.77,5.5,3.29,1.29,44.86,23-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
23-Nov-2018 - 00:00,30.41,48.65,28.54,29.44,193.01,76.6,1.27,249.64,762.69,0.0,12.73,4.06,4.33,5.26,3.44,1.17,45.06,24-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
24-Nov-2018 - 00:00,19.4,36.83,27.54,29.18,134.26,81.0,1.2,237.54,764.9,0.47,6.31,4.75,6.14,6.78,3.42,1.27,31.54,25-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
25-Nov-2018 - 00:00,27.94,44.97,27.7,28.7,202.34,80.25,1.32,231.34,764.04,0.0,5.76,3.49,3.71,4.25,3.29,1.19,42.39,26-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
26-Nov-2018 - 00:00,62.83,90.57,28.15,28.89,200.86,76.25,1.18,194.07,760.89,0.0,15.33,4.19,9.4,7.27,3.72,1.53,45.23,27-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
27-Nov-2018 - 00:00,77.9,112.25,28.28,28.47,204.31,71.11,1.24,238.22,760.82,0.0,8.21,4.19,11.41,7.92,4.26,1.55,57.96,28-Nov-2018 - 00:00,"Plammoodu, Thiruvananthapuram - Kerala PCB"
