from date,AT,BP,PM10,PM2.5,RH,SR,WS,WD,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NOx,NO2,CO,Ozone,SO2,to date,station
18-Dec-2018 - 00:00,14.03,993.32,398.5,298.83,61.69,97.18,0.54,258.41,,8.75,55.88,,59.17,54.15,88.27,86.74,2.47,29.3,29.26,19-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
19-Dec-2018 - 00:00,14.25,992.53,405.47,291.31,63.38,99.95,0.43,235.97,,8.93,43.19,,59.26,46.85,79.86,82.04,3.02,26.73,29.63,20-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
20-Dec-2018 - 00:00,13.51,992.9,485.86,362.76,67.99,95.33,0.33,232.5,,12.47,81.82,,65.69,36.83,85.33,107.67,4.03,24.44,30.2,21-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
21-Dec-2018 - 00:00,13.12,991.81,459.32,418.61,69.22,98.56,0.41,231.68,,11.8,73.33,,71.44,73.53,101.09,81.54,3.14,25.22,29.12,22-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
22-Dec-2018 - 00:00,12.82,992.32,577.46,474.43,69.34,82.55,0.35,193.26,,10.87,62.61,,65.87,56.24,99.41,104.13,3.89,23.2,32.1,23-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
23-Dec-2018 - 00:00,12.54,993.01,689.09,636.01,79.54,2.45,0.44,164.8,,14.67,91.09,,82.41,19.46,61.54,89.81,4.53,30.06,25.06,24-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
24-Dec-2018 - 00:00,13.05,991.91,669.79,561.44,76.62,143.17,0.34,259.88,,14.2,93.07,,84.09,34.59,85.79,112.05,5.11,19.09,22.41,25-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
25-Dec-2018 - 00:00,12.96,991.32,440.16,348.44,73.96,227.12,0.64,250.18,,7.83,42.3,,68.23,39.15,72.05,79.24,2.02,23.54,21.17,26-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
26-Dec-2018 - 00:00,12.54,989.86,433.13,386.97,68.05,215.76,0.43,237.64,,9.5,44.78,,73.49,31.6,65.26,77.89,2.53,19.08,27.42,27-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
27-Dec-2018 - 00:00,12.39,991.07,564.42,408.87,67.89,217.28,0.4,217.87,,12.42,79.36,,88.48,48.15,86.81,95.99,3.9,1.7,19.42,28-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
28-Dec-2018 - 00:00,12.06,991.48,460.61,327.38,68.7,224.84,0.69,251.35,,7.19,36.65,,82.36,28.48,59.79,72.56,2.56,3.08,21.93,29-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
29-Dec-2018 - 00:00,11.98,993.67,472.96,364.97,65.93,219.01,0.48,248.42,,9.43,45.7,,81.9,40.78,68.73,70.62,2.29,2.71,23.88,30-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
30-Dec-2018 - 00:00,12.63,995.78,552.64,498.71,68.19,0.5,0.27,240.03,,13.23,101.14,,89.98,23.39,62.1,84.76,3.72,2.77,24.61,31-Dec-2018 - 00:00,"Nehru Nagar, Delhi - DPCC"
31-Dec-2018 - 00:00,8.55,996.05,827.0,604.0,94.3,,0.25,257.85,,19.6,180.35,,119.2,,,,9.4,0.75,29.1,01-Jan-2019 - 00:00,"Nehru Nagar, Delhi - DPCC"
