from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,SO2,Ozone,CO,to date,station
11-Dec-2018 - 00:00,16.43,990.44,533.48,279.07,81.13,61.56,107.44,0.61,,7.51,56.7,,53.15,59.24,88.84,103.89,18.97,17.07,2.99,12-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
12-Dec-2018 - 00:00,17.16,991.74,321.48,165.8,80.3,66.82,146.12,0.96,,5.66,54.32,,47.64,42.61,57.55,69.59,20.4,18.09,2.33,13-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
13-Dec-2018 - 00:00,15.48,994.7,207.45,75.3,84.83,75.43,243.13,0.9,,3.63,36.85,,40.17,30.7,33.73,43.85,18.85,19.49,1.52,14-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
14-Dec-2018 - 00:00,13.68,996.67,235.03,123.05,84.26,80.32,276.37,0.83,,3.77,28.06,,37.17,30.51,36.0,45.73,17.66,16.86,1.63,15-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
15-Dec-2018 - 00:00,13.89,996.16,258.75,148.78,75.81,79.54,283.12,0.95,,3.32,20.94,,38.77,31.21,19.29,32.33,18.71,22.26,1.28,16-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
16-Dec-2018 - 00:00,13.36,996.4,327.33,172.64,75.12,79.73,275.06,0.81,,4.52,27.5,,41.8,34.46,35.88,47.57,20.36,24.04,1.75,17-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
17-Dec-2018 - 00:00,12.45,995.08,468.48,221.22,77.71,71.99,253.06,0.79,,6.37,43.05,,49.77,40.7,84.83,90.72,22.16,19.6,2.78,18-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
18-Dec-2018 - 00:00,12.29,993.3,403.27,217.78,74.74,78.83,269.56,0.83,,4.73,27.11,,46.94,41.52,51.81,64.36,23.95,25.86,1.83,19-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
19-Dec-2018 - 00:00,12.56,992.48,452.01,130.21,77.17,80.1,256.31,0.79,,6.03,39.94,,41.99,44.38,70.75,81.49,24.41,26.17,2.75,20-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
20-Dec-2018 - 00:00,12.31,992.68,541.34,137.41,76.68,78.89,268.77,0.64,,8.01,69.66,,48.21,48.43,144.42,143.52,21.98,26.66,3.79,21-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
21-Dec-2018 - 00:00,11.68,991.67,520.72,92.35,80.15,79.38,262.08,0.75,,7.24,52.29,,55.12,44.85,96.84,102.82,20.42,23.32,3.2,22-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
22-Dec-2018 - 00:00,12.02,992.01,520.93,206.35,76.21,75.77,205.48,0.54,,7.96,52.95,,55.39,57.15,92.65,105.92,21.49,22.15,3.02,23-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
23-Dec-2018 - 00:00,13.12,992.82,584.0,184.46,80.3,70.33,140.69,0.52,,8.71,72.6,,59.69,59.25,120.54,129.92,20.31,24.19,3.96,24-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
24-Dec-2018 - 00:00,12.55,991.83,570.75,366.42,82.76,64.46,245.93,0.63,,9.58,76.65,,60.96,56.2,165.15,164.43,20.88,24.48,4.31,25-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
25-Dec-2018 - 00:00,10.54,991.43,444.99,275.7,88.45,63.9,258.43,0.92,,5.39,26.37,,56.72,39.74,39.32,53.21,16.6,18.52,2.18,26-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
26-Dec-2018 - 00:00,11.01,989.89,405.81,243.1,78.41,70.63,244.99,0.67,,6.99,43.35,,42.75,43.12,69.12,79.32,19.91,27.48,2.57,27-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
27-Dec-2018 - 00:00,12.32,991.14,499.41,261.34,70.84,64.3,206.01,0.73,,8.19,64.31,,49.55,63.31,111.43,124.57,21.59,16.99,2.87,28-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
28-Dec-2018 - 00:00,10.4,991.47,472.0,283.48,80.66,64.95,271.6,0.96,,6.11,30.64,,54.78,57.71,52.04,73.23,21.36,24.62,2.34,29-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
29-Dec-2018 - 00:00,10.46,993.64,469.7,261.8,76.38,73.02,244.19,0.84,,8.19,41.75,,54.18,56.79,88.61,102.29,20.84,22.86,2.4,30-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
30-Dec-2018 - 00:00,11.63,995.71,456.21,333.45,76.0,71.79,249.57,0.51,,10.41,84.83,,56.41,69.57,172.09,177.29,23.55,22.41,2.68,31-Dec-2018 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
31-Dec-2018 - 00:00,7.8,996.4,,719.0,99.05,14.1,179.6,0.4,,18.75,156.85,,79.95,73.3,339.85,315.95,21.5,3.7,4.66,01-Jan-2019 - 00:00,"Dwarka-Sector 8, Delhi - DPCC "
