from date,AT,BP,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,Benzene,MP-Xylene,Xylene,Toluene,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
13-Jul-2018 - 00:00,30.58,743.1,8.64,29.44,0.06,82.71,204.18,30.42,-0.1,242.16,5.06,0.05,0.08,0.11,0.35,0.33,10.79,3.22,11.31,8.68,39.51,7.06,14-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Jul-2018 - 00:00,30.39,742.45,9.53,31.98,0.02,83.72,202.28,30.52,-0.1,247.34,5.3,0.06,0.08,0.07,0.44,0.31,11.2,2.84,10.11,7.77,40.86,6.47,15-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Jul-2018 - 00:00,28.96,741.79,6.6,23.96,0.58,95.92,170.24,30.03,-0.05,235.76,3.55,0.03,0.09,0.08,0.51,0.29,9.46,2.95,13.79,9.73,30.29,7.07,16-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Jul-2018 - 00:00,30.76,742.16,7.93,30.95,0.06,84.2,203.97,30.64,-0.07,233.31,4.52,0.05,0.09,0.08,0.43,0.62,12.01,3.12,11.89,8.9,30.72,5.48,17-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Jul-2018 - 00:00,31.71,743.12,6.79,27.08,0.04,77.52,206.14,30.81,-0.09,244.18,4.77,0.02,0.09,0.09,0.31,0.39,13.19,3.17,11.67,8.79,38.55,7.17,18-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Jul-2018 - 00:00,32.9,743.64,9.78,42.6,0.0,73.34,208.91,30.58,-0.07,242.73,4.39,0.06,0.08,0.13,0.42,0.49,12.28,3.08,12.84,9.42,43.74,9.84,19-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Jul-2018 - 00:00,32.94,743.64,17.85,63.88,0.0,73.36,201.71,29.87,-0.07,248.82,3.98,0.14,0.14,0.4,0.63,0.6,15.86,2.97,17.2,11.65,43.68,9.48,20-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Jul-2018 - 00:00,30.21,744.07,10.36,27.13,0.13,88.88,177.45,29.37,-0.09,248.34,4.77,0.04,0.09,0.03,0.51,0.5,13.8,2.72,13.07,9.16,31.84,9.7,21-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Jul-2018 - 00:00,31.06,745.03,12.53,37.97,0.08,83.21,194.11,29.43,-0.09,245.57,4.32,0.05,0.07,0.06,0.55,0.46,11.31,3.19,14.01,10.04,35.84,12.8,22-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Jul-2018 - 00:00,32.35,744.75,19.68,66.54,0.0,75.34,208.42,29.42,-0.07,244.93,4.11,0.09,0.11,0.1,0.73,0.43,13.6,3.21,17.14,11.71,40.0,10.0,23-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Jul-2018 - 00:00,33.62,745.09,17.76,67.82,0.0,69.45,211.51,29.65,-0.05,236.28,3.74,0.08,0.1,0.15,0.6,0.52,17.43,3.38,15.89,11.29,43.67,9.6,24-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Jul-2018 - 00:00,33.55,746.65,17.18,60.65,0.0,72.33,209.2,29.73,-0.03,231.55,2.87,0.07,0.11,0.3,0.58,0.6,18.59,3.69,15.38,11.27,43.97,6.98,25-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Jul-2018 - 00:00,33.49,746.77,15.75,61.14,0.01,73.64,206.24,29.6,-0.04,218.08,3.23,0.08,0.1,0.18,0.68,0.66,18.79,3.46,15.27,11.02,43.82,6.56,26-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Jul-2018 - 00:00,33.06,747.43,17.09,51.22,0.03,73.72,206.44,29.58,-0.04,267.12,3.33,0.05,0.08,0.16,0.46,0.56,22.86,2.55,12.33,8.64,44.78,6.78,27-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Jul-2018 - 00:00,32.61,747.23,15.2,56.59,0.11,75.27,197.65,29.52,-0.04,229.95,2.92,0.06,0.1,0.2,0.61,0.52,19.85,3.24,16.25,11.29,38.49,6.45,28-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Jul-2018 - 00:00,32.58,746.44,17.06,56.82,0.0,77.08,198.06,29.49,-0.04,228.89,3.04,0.07,0.06,0.15,0.69,0.73,19.23,3.22,16.94,11.72,38.99,7.93,29-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Jul-2018 - 00:00,33.25,745.55,22.95,68.94,0.01,75.72,205.09,29.68,-0.03,232.82,2.75,0.06,0.08,0.16,0.51,0.49,22.04,2.25,15.55,10.1,47.76,10.43,30-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Jul-2018 - 00:00,33.87,745.23,29.01,88.03,0.0,73.5,202.36,29.67,-0.03,236.46,3.37,0.07,0.08,0.2,0.49,0.53,23.9,2.68,15.18,10.35,56.21,8.11,31-Jul-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
31-Jul-2018 - 00:00,34.23,745.79,27.19,89.91,0.0,70.1,204.97,30.06,-0.04,233.07,3.43,0.08,0.1,0.27,0.59,0.72,22.08,2.88,15.68,10.77,51.61,7.97,01-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Aug-2018 - 00:00,32.67,747.5,22.71,84.38,0.0,75.53,3.53,36.01,-0.01,210.97,3.02,0.11,0.11,0.33,0.94,0.41,21.19,2.23,21.11,12.96,41.86,8.18,02-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Aug-2018 - 00:00,32.74,747.95,19.24,55.03,0.0,79.87,89.78,32.91,-0.05,238.62,3.59,0.04,0.08,0.09,0.52,0.3,17.51,2.75,13.33,9.42,40.72,8.19,03-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Aug-2018 - 00:00,32.89,747.86,27.21,80.31,0.0,77.0,72.78,28.7,-0.05,249.75,3.4,0.06,0.09,0.12,0.52,0.2,18.09,2.86,15.76,10.79,45.96,7.16,04-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Aug-2018 - 00:00,31.71,747.15,31.96,102.69,0.08,70.98,101.8,28.58,-0.04,258.95,3.28,0.09,0.08,0.18,0.67,0.63,23.95,3.52,19.73,13.36,40.65,11.78,05-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Aug-2018 - 00:00,30.71,747.05,19.99,62.33,0.12,74.78,213.71,28.2,-0.07,258.53,3.9,0.04,0.09,0.1,0.44,0.6,23.66,2.53,14.51,9.76,40.17,7.71,06-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Aug-2018 - 00:00,30.39,745.22,24.09,77.95,0.0,73.19,200.35,28.34,-0.05,273.2,3.77,0.07,0.07,0.13,0.48,0.77,19.13,3.69,17.7,12.41,38.82,11.16,07-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Aug-2018 - 00:00,28.07,743.96,13.24,35.57,0.19,87.6,189.62,28.16,-0.09,255.88,4.35,0.02,0.08,0.03,0.31,0.89,17.13,3.06,11.03,8.36,34.2,8.65,08-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Aug-2018 - 00:00,28.39,744.3,13.8,35.89,0.07,86.64,198.48,28.34,-0.07,248.96,3.66,0.05,0.08,0.08,0.43,0.94,14.45,3.01,12.56,9.21,36.45,7.69,09-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Aug-2018 - 00:00,29.14,747.1,15.5,46.04,0.09,83.38,185.18,28.35,-0.03,246.49,2.53,0.09,0.11,0.32,0.79,1.04,14.5,4.13,16.85,12.41,42.99,9.69,10-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Aug-2018 - 00:00,28.34,747.4,12.81,31.02,0.11,89.48,180.41,28.1,-0.03,225.15,3.66,0.04,0.08,0.06,0.34,0.79,17.01,3.0,9.75,7.72,34.76,5.98,11-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Aug-2018 - 00:00,27.95,744.8,3.78,12.21,0.03,86.93,195.52,28.32,-0.15,263.23,6.88,0.0,0.1,0.01,0.19,1.03,14.19,2.67,8.23,6.63,34.59,9.44,12-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Aug-2018 - 00:00,27.77,743.46,6.18,17.87,0.13,87.49,186.96,27.88,-0.14,260.09,6.45,0.0,0.1,0.01,0.18,0.73,9.43,2.06,7.27,5.54,38.39,8.29,13-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Aug-2018 - 00:00,27.89,744.36,7.59,26.32,0.13,90.2,191.06,28.05,-0.08,251.1,4.76,0.03,0.08,0.04,0.35,0.92,7.79,2.86,10.61,7.97,30.08,6.87,14-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Aug-2018 - 00:00,28.34,742.84,7.77,25.44,0.07,89.56,191.75,28.15,-0.09,246.78,4.58,0.03,0.07,0.03,0.34,0.86,8.62,3.69,10.32,8.48,30.41,5.79,15-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Aug-2018 - 00:00,28.13,741.29,16.6,46.59,0.15,93.48,176.98,28.03,-0.07,250.82,4.33,0.03,0.09,0.01,0.31,1.0,9.25,3.28,11.15,8.59,24.74,7.77,16-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Aug-2018 - 00:00,28.89,742.23,11.02,35.61,0.15,86.45,194.36,28.15,-0.04,221.62,3.8,0.02,0.08,0.03,0.37,0.99,11.18,2.55,11.98,8.39,38.88,6.8,17-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Aug-2018 - 00:00,29.48,743.08,8.38,26.67,0.01,80.22,202.07,28.26,-0.05,247.77,3.55,0.02,0.08,0.04,0.34,0.91,12.37,2.7,12.19,8.69,43.95,13.18,18-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Aug-2018 - 00:00,28.97,743.09,16.0,44.05,0.0,82.78,188.54,28.02,-0.08,260.11,4.23,0.05,0.07,0.03,0.34,1.02,12.4,3.09,12.19,9.09,39.57,11.71,19-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Aug-2018 - 00:00,27.83,742.64,8.48,9.15,0.08,90.53,183.64,27.87,-0.12,260.28,6.09,0.01,0.09,0.01,0.22,0.89,10.34,2.17,8.63,6.35,38.38,9.58,20-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Aug-2018 - 00:00,27.68,743.48,4.61,12.18,0.03,87.49,187.83,28.46,-0.11,256.83,5.72,0.02,0.08,0.06,0.33,0.77,8.74,2.68,8.65,6.76,39.63,10.1,21-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Aug-2018 - 00:00,29.21,745.83,11.35,39.44,0.0,75.95,208.61,29.09,-0.09,263.53,4.65,0.04,0.09,0.19,0.47,1.16,8.8,3.25,14.59,10.4,37.76,10.9,22-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Aug-2018 - 00:00,30.09,747.08,13.36,51.43,0.0,74.94,211.47,29.23,-0.05,255.86,3.54,0.06,0.09,0.15,0.47,1.2,10.57,2.77,16.32,10.93,39.21,13.88,23-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Aug-2018 - 00:00,30.34,747.04,10.17,43.18,0.0,73.93,208.65,29.32,-0.08,265.92,4.37,0.04,0.08,0.1,0.38,0.8,14.36,3.11,13.15,9.52,39.44,11.8,24-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Aug-2018 - 00:00,29.01,746.83,10.65,30.02,0.01,81.15,197.84,29.18,-0.07,267.89,4.16,0.03,0.09,0.11,0.33,0.98,12.8,2.3,12.09,8.29,38.69,13.42,25-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Aug-2018 - 00:00,29.62,746.3,16.06,48.46,0.0,79.19,194.51,29.33,-0.04,258.24,3.05,0.07,0.07,0.13,0.48,1.2,11.81,2.92,14.89,10.3,36.92,16.34,26-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Aug-2018 - 00:00,28.68,745.34,13.01,39.57,0.0,82.14,191.28,29.06,-0.08,255.22,4.31,0.06,0.09,0.04,0.29,0.95,12.99,2.64,11.71,8.38,32.86,14.8,27-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Aug-2018 - 00:00,28.52,745.45,9.44,31.93,0.01,83.39,204.15,29.1,-0.09,260.2,4.76,0.05,0.08,0.06,0.34,1.06,12.6,3.05,11.75,8.73,31.85,17.22,28-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Aug-2018 - 00:00,29.49,746.04,12.43,43.42,0.0,79.68,202.91,29.16,-0.04,245.73,3.21,0.08,0.1,0.12,0.54,1.03,13.45,2.39,13.4,9.07,40.13,10.18,29-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Aug-2018 - 00:00,29.46,747.84,13.89,39.49,0.08,81.21,198.99,29.19,-0.03,233.97,2.9,0.06,0.07,0.12,0.46,0.82,14.31,2.19,11.87,8.09,59.16,8.78,30-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Aug-2018 - 00:00,30.51,746.93,21.61,70.74,0.17,77.26,202.49,29.29,-0.03,259.01,2.23,0.1,0.14,0.3,0.8,1.3,16.34,3.79,20.25,13.86,51.86,10.58,31-Aug-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
31-Aug-2018 - 00:00,30.62,747.17,25.26,79.96,0.0,73.09,208.89,29.36,-0.05,256.81,3.61,0.09,0.08,0.17,0.45,1.18,17.46,2.8,15.59,10.67,47.96,16.67,01-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Sep-2018 - 00:00,29.3,748.38,16.78,59.6,0.04,76.72,202.23,29.29,-0.08,257.5,4.58,0.07,0.08,0.12,0.35,0.71,13.6,4.84,14.76,11.89,37.36,21.72,02-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Sep-2018 - 00:00,29.95,748.91,20.85,60.53,0.0,76.79,202.3,29.11,-0.04,252.46,2.88,0.09,0.09,0.21,0.5,0.92,13.66,10.85,20.42,19.68,41.56,15.5,03-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Sep-2018 - 00:00,30.42,748.93,23.11,65.42,0.01,75.16,204.0,29.12,-0.03,262.12,2.8,0.09,0.1,0.23,0.54,1.11,16.1,3.74,19.95,13.65,43.29,16.63,04-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Sep-2018 - 00:00,29.38,749.4,21.51,54.27,0.02,78.31,191.02,30.06,-0.02,240.09,2.16,0.14,0.08,0.41,0.8,1.1,18.8,3.92,23.29,15.66,43.34,12.49,05-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Sep-2018 - 00:00,30.04,748.31,18.71,59.07,0.0,74.71,203.5,29.41,-0.05,263.9,3.46,0.09,0.08,0.19,0.42,1.03,18.33,3.24,16.48,11.41,43.83,14.61,06-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Sep-2018 - 00:00,29.91,746.46,21.79,72.36,0.0,73.38,199.64,29.32,-0.08,249.45,4.61,0.09,0.08,0.11,0.32,0.36,16.23,2.93,13.52,9.56,44.9,10.64,07-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Sep-2018 - 00:00,29.52,747.82,24.93,82.79,0.0,72.69,197.36,29.23,-0.07,277.83,3.91,0.07,0.07,0.18,0.42,0.88,15.24,3.16,16.46,11.33,47.07,12.71,08-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Sep-2018 - 00:00,30.39,749.29,30.76,88.83,0.0,71.08,205.51,29.19,-0.03,263.26,2.33,0.11,0.1,0.28,0.55,0.78,17.07,3.38,20.58,13.79,55.39,14.39,09-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Sep-2018 - 00:00,30.29,750.42,28.89,71.32,0.01,74.23,201.52,29.28,0.0,218.45,2.14,0.14,0.13,0.42,0.76,0.47,18.41,2.25,21.13,13.07,48.4,7.6,10-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Sep-2018 - 00:00,30.93,752.86,24.93,62.73,0.0,73.17,204.66,29.26,-0.01,231.02,2.73,0.14,0.11,0.38,0.7,0.55,17.88,3.07,18.07,12.2,45.13,7.17,11-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Sep-2018 - 00:00,30.37,753.15,28.75,63.71,0.0,75.06,200.69,29.26,-0.01,229.5,2.2,0.11,0.08,0.27,0.56,0.62,20.13,2.57,17.31,11.39,52.84,6.48,12-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Sep-2018 - 00:00,30.64,751.52,37.34,68.17,0.01,73.44,199.15,29.45,-0.03,260.43,2.64,0.09,0.07,0.18,0.42,0.49,18.53,2.53,16.44,10.8,62.09,10.37,13-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Sep-2018 - 00:00,29.23,750.45,30.79,52.33,0.27,85.08,181.53,29.05,-0.0,220.16,1.55,0.17,0.22,0.76,1.39,0.82,15.45,4.18,24.01,16.17,47.2,8.55,14-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Sep-2018 - 00:00,30.15,750.92,31.17,56.0,0.0,78.57,194.77,29.22,-0.01,230.76,1.76,0.14,0.11,0.54,0.97,0.75,20.57,3.2,20.65,13.68,45.24,7.1,15-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
15-Sep-2018 - 00:00,31.16,750.33,30.0,63.54,0.0,69.7,203.49,29.38,-0.04,259.68,2.67,0.1,0.09,0.33,0.61,0.64,18.97,2.99,18.84,12.55,45.3,10.09,16-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
16-Sep-2018 - 00:00,30.22,748.34,25.83,54.29,0.03,75.72,189.61,29.35,-0.01,194.24,2.38,0.09,0.09,0.25,0.58,0.42,18.08,2.42,17.08,11.05,46.55,7.62,17-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
17-Sep-2018 - 00:00,28.54,747.55,18.15,30.48,0.16,82.94,182.71,29.33,-0.01,230.69,2.25,0.1,0.1,0.34,0.69,0.61,15.78,3.08,17.89,12.03,45.79,7.14,18-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
18-Sep-2018 - 00:00,29.51,747.58,11.94,26.71,0.0,77.97,193.71,29.08,-0.03,255.09,2.62,0.09,0.11,0.34,0.77,0.61,13.54,3.12,15.29,10.76,38.58,5.76,19-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
19-Sep-2018 - 00:00,29.74,746.59,14.45,39.08,0.01,77.72,203.77,29.3,-0.02,263.71,2.34,0.07,0.1,0.18,0.56,0.62,14.76,3.57,16.97,12.02,37.09,6.32,20-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
20-Sep-2018 - 00:00,29.22,743.66,43.38,85.41,0.07,82.5,178.26,29.09,-0.05,271.03,3.49,0.12,0.06,0.14,0.51,0.84,18.69,4.26,20.21,14.31,39.51,12.18,21-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
21-Sep-2018 - 00:00,28.54,745.06,32.22,58.43,0.09,81.61,197.56,29.08,-0.05,212.82,3.77,0.12,0.21,0.72,0.96,0.88,15.27,4.34,20.77,14.57,59.89,8.72,22-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
22-Sep-2018 - 00:00,29.01,753.13,20.5,39.62,0.0,81.76,199.26,28.61,0.05,125.5,2.47,0.15,0.16,0.97,1.56,1.46,15.52,3.62,26.61,17.04,52.68,6.14,23-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
23-Sep-2018 - 00:00,29.18,754.77,19.21,46.09,0.0,83.98,191.83,28.88,0.01,126.01,1.71,0.12,0.12,0.74,1.21,0.69,14.0,4.57,23.12,15.93,31.94,6.47,24-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
24-Sep-2018 - 00:00,30.24,753.99,13.45,40.93,0.0,77.7,200.05,28.86,0.02,181.72,2.1,0.09,0.07,0.38,0.83,0.52,14.5,4.15,18.05,13.07,35.15,5.02,25-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
25-Sep-2018 - 00:00,30.09,752.48,14.21,37.75,0.61,79.59,199.26,28.54,-0.0,219.29,2.2,0.08,0.08,0.25,0.54,0.59,14.34,2.69,14.06,9.75,41.81,5.89,26-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
26-Sep-2018 - 00:00,29.02,751.64,9.69,21.94,0.15,84.03,189.07,28.02,-0.02,240.8,2.25,0.07,0.08,0.31,0.63,0.67,11.29,3.44,15.88,11.24,39.88,5.98,27-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
27-Sep-2018 - 00:00,30.18,751.91,11.61,30.72,0.0,78.04,201.06,28.47,0.01,190.43,2.06,0.13,0.11,0.42,0.81,0.8,13.98,4.07,17.0,12.43,32.07,7.45,28-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
28-Sep-2018 - 00:00,30.72,752.27,11.75,36.69,0.0,74.96,198.21,28.52,-0.0,172.3,2.12,0.11,0.1,0.44,0.8,0.69,14.06,3.98,16.06,11.87,33.78,6.67,29-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
29-Sep-2018 - 00:00,31.08,752.49,12.83,36.76,0.0,71.32,199.55,28.59,0.04,189.73,2.12,0.12,0.11,0.4,0.72,0.87,14.74,3.37,15.74,11.21,41.09,6.98,30-Sep-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
30-Sep-2018 - 00:00,31.41,752.07,19.91,45.18,0.0,72.58,193.3,28.76,0.01,190.03,2.17,0.07,0.07,0.24,0.54,0.69,16.68,2.51,14.19,9.58,43.85,9.6,01-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
01-Oct-2018 - 00:00,31.0,752.58,19.61,49.16,0.0,73.66,186.55,28.88,0.02,165.84,2.21,0.15,0.11,0.54,0.95,0.92,16.17,4.43,17.37,12.93,32.9,8.48,02-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
02-Oct-2018 - 00:00,31.04,753.36,12.72,34.09,0.0,70.46,201.17,28.72,-0.0,177.2,2.27,0.12,0.08,0.37,0.89,0.67,15.23,3.48,15.57,11.11,36.2,8.39,03-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
03-Oct-2018 - 00:00,31.07,752.91,14.58,40.57,0.0,70.97,220.78,28.58,0.02,172.79,2.3,0.09,0.05,0.27,0.59,0.76,15.3,3.1,13.9,10.01,42.68,8.38,04-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
04-Oct-2018 - 00:00,30.62,753.61,23.58,51.92,0.0,70.69,162.6,28.54,0.03,135.74,2.52,0.11,0.08,0.44,0.8,0.88,14.51,2.7,17.49,11.5,52.04,9.02,05-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
05-Oct-2018 - 00:00,30.83,753.82,42.19,95.64,0.0,66.95,196.33,28.63,0.03,139.6,2.52,0.16,0.09,0.52,0.97,0.99,17.32,2.7,19.17,12.65,66.36,9.81,06-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
06-Oct-2018 - 00:00,30.46,753.67,55.17,115.6,0.0,70.02,183.09,28.82,0.02,157.68,2.57,0.15,0.1,0.47,0.87,1.0,20.4,2.65,19.41,12.37,73.36,14.36,07-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
07-Oct-2018 - 00:00,30.86,752.92,58.61,116.41,0.0,69.32,195.14,28.98,0.04,117.36,2.63,0.13,0.06,0.32,0.76,0.96,19.48,1.91,16.56,10.36,81.6,13.05,08-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
08-Oct-2018 - 00:00,31.15,751.71,51.99,111.0,0.0,63.59,196.63,28.74,0.01,168.24,2.43,0.17,0.09,0.5,0.98,1.17,16.76,2.68,21.51,13.72,72.79,10.79,09-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
09-Oct-2018 - 00:00,30.43,750.03,45.62,111.05,0.0,60.61,188.12,28.65,-0.06,249.07,2.63,0.14,0.09,0.46,0.85,1.02,22.5,2.99,22.09,14.19,61.09,16.32,10-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
10-Oct-2018 - 00:00,29.85,746.61,38.47,92.98,0.0,62.8,185.97,28.69,-0.07,286.83,3.96,0.08,0.06,0.17,0.36,0.81,21.35,2.58,16.5,10.98,71.61,9.85,11-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
11-Oct-2018 - 00:00,29.88,745.71,40.69,87.16,0.0,66.39,183.63,28.4,-0.09,269.66,4.77,0.11,0.08,0.09,0.28,1.04,15.33,1.71,13.83,8.75,77.6,13.82,12-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
12-Oct-2018 - 00:00,30.84,749.84,32.11,65.24,0.0,68.19,195.55,28.69,-0.03,266.0,2.75,0.11,0.08,0.2,0.39,0.88,15.12,2.71,16.79,11.23,57.73,11.25,13-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
13-Oct-2018 - 00:00,31.31,752.95,38.99,82.76,0.0,70.56,194.19,28.75,0.01,237.25,2.37,0.13,0.1,0.25,0.54,1.18,16.39,2.53,15.55,10.32,74.22,9.59,14-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
14-Oct-2018 - 00:00,30.31,754.47,29.66,52.33,0.14,76.64,191.95,28.47,0.02,174.96,2.24,0.08,0.1,0.38,0.62,0.91,13.46,1.89,16.17,10.14,60.94,7.26,15-Oct-2018 - 00:00,"Anand Kala Kshetram, Rajamahendravaram - APPCB"
