from date,NO2,NOx,NO,NH3,SO2,CO,Ozone,PM10,PM2.5,Benzene,Toluene,AT,WS,RH,WD,BP,SR,RF,to date,station
29-Oct-2018 - 00:00,56.38,35.65,6.97,50.46,25.42,1.89,21.49,325.61,216.95,4.67,21.34,21.46,0.3,56.98,11.85,741.0,60.2,,30-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Oct-2018 - 00:00,55.51,33.36,4.71,52.26,13.07,1.1,19.51,318.02,196.89,3.73,14.5,21.3,0.3,57.58,14.79,741.0,61.32,,31-Oct-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
31-Oct-2018 - 00:00,50.61,42.54,19.21,44.64,10.78,1.77,22.73,284.69,159.51,3.32,12.12,21.66,0.31,55.73,15.1,741.0,60.23,,01-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Nov-2018 - 00:00,53.66,37.84,11.44,51.42,21.68,1.75,18.69,329.01,186.64,3.56,10.34,21.07,0.3,58.2,17.67,741.0,52.18,,02-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Nov-2018 - 00:00,42.14,25.95,4.33,41.83,8.8,1.1,22.56,243.66,139.29,2.44,6.03,20.38,0.3,58.35,18.59,741.0,50.38,,03-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Nov-2018 - 00:00,35.3,22.71,4.84,33.17,30.79,0.78,17.88,205.35,91.99,1.85,5.81,19.59,0.74,56.25,18.75,740.97,40.1,2.5,04-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Nov-2018 - 00:00,17.47,11.62,2.84,27.73,9.86,0.41,18.73,92.64,54.0,0.63,2.97,16.24,0.46,65.0,17.5,741.0,45.92,,05-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Nov-2018 - 00:00,67.99,38.84,3.29,46.93,19.28,1.97,25.88,459.84,360.74,3.06,14.06,17.97,0.32,62.45,19.4,741.0,56.75,,06-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Nov-2018 - 00:00,47.93,27.51,2.48,37.89,10.28,1.03,22.9,269.72,175.61,2.15,9.05,18.24,0.31,52.0,20.98,741.0,67.51,,07-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Nov-2018 - 00:00,56.68,33.49,4.1,48.19,17.69,1.88,23.32,457.69,390.6,2.78,8.55,16.89,0.36,51.74,20.97,741.0,63.15,,08-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Nov-2018 - 00:00,53.88,45.5,20.71,47.05,33.21,1.95,17.84,412.16,335.8,3.47,10.53,17.6,0.32,59.89,22.36,741.0,60.06,,09-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Nov-2018 - 00:00,47.54,33.1,9.61,46.73,12.77,1.57,19.57,261.84,171.23,3.08,10.43,18.47,0.3,58.25,22.5,741.0,59.5,,10-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Nov-2018 - 00:00,60.16,39.75,9.54,54.62,17.87,1.58,21.14,366.27,225.4,3.32,10.6,17.71,0.31,59.64,22.37,741.0,52.64,,11-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Nov-2018 - 00:00,64.99,43.14,10.54,59.9,19.33,2.0,20.52,415.79,289.41,3.91,11.77,17.22,0.3,61.99,17.18,741.0,45.19,,12-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Nov-2018 - 00:00,70.68,57.07,23.96,52.85,32.17,2.56,18.48,426.94,264.27,4.59,16.77,18.03,0.31,60.7,23.52,740.76,51.11,,13-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Nov-2018 - 00:00,61.77,39.84,8.59,56.27,31.18,1.4,12.76,366.64,233.21,3.24,10.16,18.78,0.36,61.03,22.81,740.23,41.29,,14-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Nov-2018 - 00:00,50.48,34.12,8.94,47.75,32.89,1.22,13.73,283.18,184.02,2.68,7.81,19.73,0.31,60.0,23.16,740.47,50.21,1.0,15-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Nov-2018 - 00:00,44.44,27.75,5.05,38.73,16.14,0.89,17.61,152.57,93.92,1.87,9.7,17.97,0.56,57.82,25.1,741.0,49.55,,16-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Nov-2018 - 00:00,35.12,20.73,2.52,28.78,8.55,0.9,24.53,152.54,79.92,1.36,6.83,16.74,0.32,50.89,24.6,740.84,61.07,,17-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Nov-2018 - 00:00,58.68,37.01,7.14,38.28,16.42,1.66,24.13,263.67,166.51,2.74,12.57,16.16,0.32,52.1,24.4,740.57,57.08,,18-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Nov-2018 - 00:00,58.63,50.58,23.86,48.88,26.89,1.51,2.88,307.9,198.57,3.34,9.73,16.19,0.32,59.0,23.23,740.9,48.85,,19-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Nov-2018 - 00:00,45.07,26.55,3.16,42.52,18.39,1.23,61.18,261.8,158.78,2.22,5.55,16.98,0.47,59.42,22.52,741.0,43.91,,20-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Nov-2018 - 00:00,55.44,34.38,6.0,51.15,17.53,1.34,57.53,301.56,189.79,3.03,11.07,17.86,0.31,58.72,22.16,741.0,48.26,,21-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Nov-2018 - 00:00,57.04,45.8,19.02,47.53,23.92,1.55,48.76,301.81,176.59,3.13,15.3,17.54,0.31,52.65,22.87,741.0,50.83,,22-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Nov-2018 - 00:00,79.19,55.03,15.88,56.38,36.95,1.56,38.62,367.22,217.1,4.05,17.1,16.72,0.32,52.41,21.85,741.0,44.33,,23-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Nov-2018 - 00:00,58.98,37.99,8.14,49.13,7.96,1.19,42.84,253.53,144.32,2.55,14.82,16.49,0.32,52.09,21.77,741.0,41.59,,24-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Nov-2018 - 00:00,60.02,46.81,18.3,42.07,13.98,1.35,49.58,227.32,113.26,2.09,23.14,15.98,0.33,50.85,22.25,741.0,49.19,,25-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Nov-2018 - 00:00,81.15,68.96,31.74,59.06,22.23,2.13,38.03,367.95,232.07,4.41,31.62,15.41,0.3,60.54,21.24,741.0,42.69,,26-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Nov-2018 - 00:00,74.93,63.57,29.17,55.32,10.04,2.28,30.97,300.9,186.07,4.22,27.7,17.26,0.31,57.31,22.18,741.0,44.52,,27-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Nov-2018 - 00:00,72.27,55.81,21.37,64.89,25.44,1.65,34.97,340.9,220.74,3.47,20.05,16.79,0.31,60.77,21.69,741.0,37.98,,28-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Nov-2018 - 00:00,72.36,49.41,13.44,64.11,19.84,1.77,37.48,339.28,219.68,3.54,25.97,17.82,0.3,60.88,21.27,741.04,34.17,,29-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Nov-2018 - 00:00,70.36,43.1,6.98,66.08,8.98,1.59,48.83,331.96,220.5,3.32,25.71,16.79,0.3,59.47,21.38,741.0,39.16,,30-Nov-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Nov-2018 - 00:00,67.32,41.86,7.45,56.07,12.51,1.34,42.63,282.87,176.0,2.51,23.32,15.66,0.3,56.49,20.86,741.0,41.05,,01-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
01-Dec-2018 - 00:00,80.68,70.51,33.94,55.26,14.18,1.91,40.52,306.6,179.06,3.36,27.45,14.76,0.36,54.67,22.1,741.0,40.24,,02-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
02-Dec-2018 - 00:00,85.05,61.76,20.32,64.66,17.88,1.91,34.27,375.6,247.58,4.56,41.67,14.08,0.31,60.4,21.75,741.0,35.56,,03-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
03-Dec-2018 - 00:00,79.9,54.0,14.15,65.29,22.01,1.77,43.52,358.98,232.11,4.07,32.22,14.34,0.3,56.95,21.94,741.0,36.1,,04-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
04-Dec-2018 - 00:00,80.53,53.02,12.53,63.59,15.65,1.62,42.02,324.51,216.84,3.41,31.57,14.04,0.3,59.2,22.59,741.0,34.82,,05-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
05-Dec-2018 - 00:00,84.31,53.5,10.64,69.69,14.61,1.86,40.06,354.8,235.08,3.53,30.64,14.16,0.3,61.09,24.78,741.0,33.88,,06-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
06-Dec-2018 - 00:00,73.75,56.19,20.87,67.08,20.16,1.75,39.45,365.66,241.14,3.55,26.0,13.06,0.3,62.4,25.8,741.0,35.16,,07-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
07-Dec-2018 - 00:00,54.68,33.55,5.5,61.29,15.64,1.42,41.72,298.46,194.71,2.6,10.43,12.97,0.31,60.55,24.0,741.0,36.29,,08-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
08-Dec-2018 - 00:00,67.21,45.28,11.72,60.25,12.54,1.61,39.18,316.72,200.45,3.13,13.49,12.78,0.3,56.76,22.08,741.0,35.32,,09-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
09-Dec-2018 - 00:00,76.44,69.06,34.93,67.28,26.38,2.39,37.31,443.77,287.3,5.09,25.68,11.88,0.31,60.05,22.27,741.0,34.14,,10-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
10-Dec-2018 - 00:00,58.15,41.89,13.47,57.01,19.01,1.23,54.72,287.42,187.98,2.9,10.44,11.92,0.31,58.51,22.79,741.0,33.23,,11-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
11-Dec-2018 - 00:00,72.89,56.99,22.42,59.26,17.86,1.52,33.73,347.15,219.15,3.07,10.38,12.34,0.31,59.08,25.69,741.0,31.12,,12-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
12-Dec-2018 - 00:00,50.36,37.09,12.68,56.18,12.22,1.27,24.25,230.74,157.78,2.5,9.68,12.54,0.35,62.99,24.23,741.0,31.55,,13-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
13-Dec-2018 - 00:00,52.46,41.55,16.77,45.02,13.65,1.07,24.99,155.47,90.15,1.77,11.84,12.1,0.39,60.73,23.82,741.21,31.29,,14-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
14-Dec-2018 - 00:00,49.02,33.79,9.5,52.04,10.74,0.91,33.03,187.69,120.08,1.76,8.66,12.09,0.3,62.26,24.4,741.51,37.86,,15-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
15-Dec-2018 - 00:00,42.81,29.18,7.88,54.05,8.44,1.01,39.97,200.35,128.4,1.85,8.75,11.64,0.3,62.25,23.95,741.44,37.93,,16-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
16-Dec-2018 - 00:00,56.91,38.2,9.75,61.63,18.31,1.2,38.56,295.67,208.02,2.53,10.86,11.21,0.3,62.45,24.11,741.54,36.61,,17-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
17-Dec-2018 - 00:00,55.69,36.22,8.12,55.47,13.16,1.13,33.01,246.68,161.35,2.42,11.7,11.42,0.3,57.61,23.74,741.17,38.67,,18-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
18-Dec-2018 - 00:00,50.56,30.75,4.75,68.57,11.88,1.4,40.82,280.85,194.35,2.25,10.5,10.49,0.3,60.85,23.72,741.0,36.52,,19-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
19-Dec-2018 - 00:00,60.56,36.15,4.84,73.91,14.13,1.41,45.86,318.59,214.65,2.65,10.95,10.51,0.3,59.06,23.85,741.0,34.96,,20-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
20-Dec-2018 - 00:00,53.72,35.52,8.55,80.91,12.0,1.3,68.0,339.22,243.07,2.85,11.59,10.09,0.3,59.89,23.82,741.0,36.41,,21-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
21-Dec-2018 - 00:00,53.76,31.33,3.37,76.48,11.24,1.22,57.13,298.09,210.94,2.14,9.16,9.72,0.3,61.76,23.66,741.0,36.11,,22-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
22-Dec-2018 - 00:00,72.08,49.26,13.43,86.18,12.6,1.98,20.03,443.77,316.2,3.05,10.61,8.85,0.3,64.51,25.42,741.0,30.95,,23-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
23-Dec-2018 - 00:00,58.18,44.92,17.18,64.24,13.53,2.11,,389.19,275.54,3.5,11.91,8.96,0.3,61.29,14.91,741.0,34.85,,24-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
24-Dec-2018 - 00:00,63.5,41.64,9.66,60.53,9.46,1.51,24.73,325.69,223.67,3.1,9.03,9.71,0.31,57.61,20.03,741.0,35.53,,25-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
25-Dec-2018 - 00:00,53.9,32.31,4.48,65.31,9.47,1.16,18.83,288.94,206.42,2.13,7.26,8.39,0.31,63.32,27.61,741.0,34.85,,26-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
26-Dec-2018 - 00:00,62.29,53.08,24.52,75.92,7.71,1.86,25.18,351.27,247.69,3.2,11.66,7.2,0.3,62.7,26.6,741.0,35.18,,27-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
27-Dec-2018 - 00:00,56.41,43.85,17.03,65.87,9.64,1.25,30.65,398.05,294.04,3.26,7.87,7.86,0.31,59.01,27.69,741.0,32.94,,28-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
28-Dec-2018 - 00:00,46.56,27.84,3.79,61.94,13.07,1.19,43.1,290.08,205.45,2.01,5.96,7.87,0.33,59.4,24.29,741.0,34.22,,29-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
29-Dec-2018 - 00:00,61.82,36.97,6.85,70.56,10.59,1.5,38.77,324.88,227.41,2.51,7.55,8.16,0.3,58.56,22.42,741.0,34.42,,30-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
30-Dec-2018 - 00:00,85.21,54.4,17.13,85.45,27.31,2.2,34.37,422.49,300.67,3.71,12.09,9.19,0.3,58.68,22.22,741.46,31.73,,31-Dec-2018 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
31-Dec-2018 - 00:00,57.75,29.3,,81.5,10.6,1.79,40.97,425.0,321.0,3.5,19.3,7.55,0.3,61.5,21.0,742.0,6.0,,01-Jan-2019 - 00:00,"New Mandi, Muzaffarnagar - UPPCB"
