from date,Temp,CO,Ozone,NO,NO2,NOx,NH3,SO2,PM2.5,PM10,Benzene,Toluene,Xylene,AT,RH,WS,WD,SR,BP,RF,to date,station
23-Nov-2018 - 00:00,32.38,2.52,26.95,111.12,103.69,160.39,53.89,18.77,193.57,373.09,0.85,8.32,2.08,20.6,56.37,0.92,112.61,71.57,750.32,0.0,24-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Nov-2018 - 00:00,32.32,0.55,27.92,30.88,73.67,64.28,38.56,13.83,102.96,239.43,0.37,2.94,0.47,20.09,54.27,1.28,87.28,83.31,748.79,0.0,25-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Nov-2018 - 00:00,32.33,2.16,30.3,91.22,100.29,127.51,42.4,22.46,148.67,319.19,0.55,4.74,1.06,20.03,57.88,0.73,88.05,78.53,748.53,0.0,26-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Nov-2018 - 00:00,31.8,3.23,38.83,155.83,126.48,193.96,46.68,30.2,235.46,463.56,0.93,8.86,2.68,21.5,59.52,0.83,147.8,67.35,747.08,0.0,27-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Nov-2018 - 00:00,31.33,2.6,27.02,63.24,86.61,97.48,55.23,18.11,237.33,420.9,0.74,6.78,2.2,,,,,70.58,,0.0,28-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Nov-2018 - 00:00,31.3,1.63,27.28,71.63,73.52,97.35,56.32,18.19,219.32,375.36,0.71,4.72,1.15,20.97,67.88,0.49,216.51,63.43,750.35,0.0,29-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Nov-2018 - 00:00,31.32,2.22,27.34,160.7,108.07,186.34,55.65,15.04,239.46,417.66,1.05,9.81,3.2,19.65,73.01,0.69,111.85,63.01,750.44,0.0,30-Nov-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Nov-2018 - 00:00,31.33,3.02,25.79,91.65,106.14,130.96,48.86,16.31,219.71,388.64,0.68,5.63,1.32,19.62,66.74,0.82,83.0,68.34,749.95,0.0,01-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
01-Dec-2018 - 00:00,31.3,2.27,31.04,66.98,85.67,100.03,44.26,18.13,176.56,324.58,0.57,5.23,1.23,18.86,62.94,1.16,94.82,92.66,747.98,0.0,02-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
02-Dec-2018 - 00:00,29.99,3.4,53.03,119.81,106.71,142.3,42.54,22.46,195.58,398.98,0.74,4.81,1.16,20.85,50.94,0.5,177.25,82.35,747.5,0.0,03-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
03-Dec-2018 - 00:00,29.93,0.89,30.41,210.56,127.12,269.05,57.21,18.44,267.09,508.67,1.16,9.85,3.38,18.06,64.98,0.54,94.66,66.15,748.85,0.0,04-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
04-Dec-2018 - 00:00,29.98,4.97,36.72,175.24,135.27,205.77,63.47,20.37,256.43,445.96,1.19,10.38,3.61,17.48,69.89,0.44,181.04,61.79,750.48,0.0,05-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
05-Dec-2018 - 00:00,30.01,3.86,23.0,200.17,108.5,218.63,60.2,15.49,215.53,438.03,0.99,8.65,2.82,17.41,69.12,0.59,103.97,64.19,748.22,0.0,06-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
06-Dec-2018 - 00:00,30.01,4.06,24.47,167.73,123.25,223.36,65.23,20.2,275.5,481.07,1.23,10.92,3.68,16.99,72.49,0.48,86.35,56.38,747.39,0.0,07-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
07-Dec-2018 - 00:00,30.01,4.2,20.73,198.99,101.48,215.75,59.85,14.43,232.03,414.95,1.06,9.5,2.82,16.82,71.68,0.69,87.11,61.49,748.3,0.0,08-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
08-Dec-2018 - 00:00,30.03,3.59,27.77,179.84,115.14,207.42,55.64,17.94,260.45,439.58,0.93,8.67,2.25,16.73,69.83,0.5,143.98,60.78,749.14,0.0,09-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
09-Dec-2018 - 00:00,29.83,3.8,40.79,194.75,130.72,234.18,64.41,20.66,333.78,552.17,,,,16.02,70.8,0.42,138.04,57.39,748.08,0.0,10-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
10-Dec-2018 - 00:00,29.73,4.0,22.11,100.6,95.49,132.59,66.71,13.42,337.8,537.09,,,,15.89,74.3,0.49,249.31,53.67,747.75,0.0,11-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
11-Dec-2018 - 00:00,29.57,1.89,20.94,62.17,87.05,96.85,60.67,13.05,327.79,505.49,,,,15.86,76.77,0.47,241.91,48.92,748.72,0.0,12-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
12-Dec-2018 - 00:00,29.67,1.39,18.14,42.96,69.23,71.75,52.7,13.44,205.74,314.42,0.44,3.52,0.65,16.74,72.41,0.64,226.9,44.85,750.08,0.04,13-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
13-Dec-2018 - 00:00,30.01,1.46,34.79,40.99,71.3,71.25,42.35,15.52,101.88,167.35,0.33,3.73,0.46,16.08,72.64,1.02,150.19,59.82,753.16,0.01,14-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
14-Dec-2018 - 00:00,30.14,1.75,17.08,44.73,81.4,79.66,42.25,11.81,120.08,199.19,0.43,3.92,0.61,15.56,73.44,0.9,102.22,63.77,755.09,0.0,15-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
15-Dec-2018 - 00:00,30.22,1.45,17.48,33.49,81.79,70.73,45.18,11.01,135.67,228.12,0.4,3.74,0.5,15.52,71.07,0.95,103.45,64.01,754.64,0.0,16-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
16-Dec-2018 - 00:00,30.23,2.74,19.89,51.79,89.73,89.83,47.99,13.67,159.54,263.14,0.43,3.91,0.66,15.42,67.43,0.7,115.99,65.4,755.01,0.0,17-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
17-Dec-2018 - 00:00,30.27,2.51,15.16,102.93,107.84,141.03,51.25,15.87,189.79,320.24,0.57,5.92,1.08,14.98,63.99,0.71,120.9,55.33,753.59,0.0,18-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
18-Dec-2018 - 00:00,30.22,1.99,21.8,64.6,102.79,107.19,51.08,15.2,205.26,339.36,0.71,5.98,1.24,14.79,62.71,0.75,97.92,63.25,751.9,0.0,19-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
19-Dec-2018 - 00:00,30.19,2.06,17.19,79.6,111.2,123.86,46.34,16.02,242.75,402.26,0.66,4.69,1.0,14.72,63.76,0.66,94.48,63.52,751.06,0.0,20-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
20-Dec-2018 - 00:00,30.22,3.83,18.84,228.28,124.27,251.69,52.97,20.78,324.69,507.71,1.07,8.14,2.19,14.25,66.55,0.54,104.3,61.45,751.38,0.0,21-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
21-Dec-2018 - 00:00,30.21,3.63,15.15,166.84,124.82,202.03,66.02,14.12,321.68,493.32,1.03,7.49,2.08,13.59,68.96,0.63,87.25,60.11,750.32,0.0,22-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
22-Dec-2018 - 00:00,30.21,3.4,18.98,113.75,106.16,148.84,60.12,15.34,429.85,617.4,0.91,5.99,1.52,13.58,69.2,0.43,147.94,55.29,750.67,0.0,23-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
23-Dec-2018 - 00:00,30.29,4.14,20.14,74.39,63.75,94.39,60.15,12.63,443.25,601.87,0.91,5.21,0.85,12.8,77.03,0.42,178.68,55.04,751.3,0.0,24-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
24-Dec-2018 - 00:00,30.29,4.73,20.42,90.75,17.75,81.47,31.84,14.8,478.64,628.44,1.37,9.16,2.76,13.67,73.66,0.61,105.4,53.34,750.42,0.0,25-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
25-Dec-2018 - 00:00,30.94,1.82,15.53,26.6,52.39,49.45,42.78,9.86,298.09,426.18,0.77,5.65,1.29,13.33,73.4,0.95,102.4,59.21,749.8,0.0,26-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
26-Dec-2018 - 00:00,31.38,0.18,12.71,61.4,99.69,102.94,46.26,12.27,255.7,385.34,0.62,3.75,0.75,13.08,65.43,0.77,133.34,59.83,748.45,0.0,27-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
27-Dec-2018 - 00:00,31.28,2.4,14.41,88.21,75.21,111.71,47.16,19.04,295.46,421.2,0.79,7.33,1.41,13.03,65.21,0.53,179.27,53.02,749.56,0.0,28-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
28-Dec-2018 - 00:00,31.44,1.45,12.75,39.92,82.13,76.14,51.01,12.47,257.61,374.71,0.52,4.02,0.75,12.56,69.23,1.05,99.22,55.38,749.99,0.0,29-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
29-Dec-2018 - 00:00,31.42,2.0,12.79,133.38,121.39,183.96,76.36,13.77,281.55,397.55,0.69,4.53,1.08,12.23,66.03,0.75,83.58,59.4,752.12,0.0,30-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
30-Dec-2018 - 00:00,30.34,3.5,12.37,196.98,109.26,235.82,53.76,12.77,397.53,502.83,1.12,7.88,2.84,12.96,67.11,0.53,183.21,57.76,754.17,0.0,31-Dec-2018 - 00:00,"Sector - 125, Noida - UPPCB"
31-Dec-2018 - 00:00,30.4,9.2,6.3,467.3,121.7,444.65,71.2,9.3,730.0,,1.9,11.45,4.15,9.8,82.5,0.3,353.5,19.0,754.0,0.0,01-Jan-2019 - 00:00,"Sector - 125, Noida - UPPCB"
