from date,AT,PM10,PM2.5,BP,WD,WS,RH,SR,VWS,Benzene,Toluene,P-Xylene,NH3,NO,NO2,NOx,Ozone,SO2,CO,to date,station
19-Dec-2018 - 00:00,15.04,510.46,296.17,994.78,91.66,0.4,61.55,86.18,,10.11,45.95,,59.69,62.66,60.77,83.41,21.29,32.13,3.4,20-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
20-Dec-2018 - 00:00,14.35,657.91,396.79,995.15,92.51,0.39,66.77,81.82,,12.67,61.02,,75.75,95.02,68.76,123.83,44.34,29.67,3.62,21-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
21-Dec-2018 - 00:00,14.09,480.15,353.0,993.99,94.23,0.43,66.22,82.8,,10.68,44.99,,73.33,40.53,55.67,62.66,25.84,26.61,3.26,22-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
22-Dec-2018 - 00:00,13.62,656.0,398.29,994.4,150.56,0.26,71.06,74.18,,11.42,45.15,,55.73,55.86,55.11,74.84,22.96,35.01,3.55,23-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
23-Dec-2018 - 00:00,13.6,702.88,464.8,995.1,138.01,0.25,75.73,67.28,,13.73,51.63,,74.44,94.63,57.71,107.83,19.3,20.77,4.43,24-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
24-Dec-2018 - 00:00,13.79,742.02,451.42,994.35,79.39,0.39,72.87,69.9,,13.29,60.66,,75.59,97.69,64.88,119.1,21.98,22.39,4.19,25-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
25-Dec-2018 - 00:00,13.64,493.84,317.89,993.66,70.87,0.57,71.27,76.92,,10.5,36.71,,80.45,16.44,82.0,57.11,20.84,20.28,2.45,26-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
26-Dec-2018 - 00:00,13.17,443.26,399.0,992.26,115.53,0.34,68.64,78.38,,10.89,47.58,,77.03,29.78,90.76,125.51,26.12,22.04,1.76,27-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
27-Dec-2018 - 00:00,13.8,596.41,370.65,993.45,93.37,0.48,62.54,68.57,,12.15,64.11,,74.86,54.07,100.56,108.23,18.64,24.07,3.43,28-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
28-Dec-2018 - 00:00,12.71,514.36,330.74,993.84,69.15,0.57,68.48,70.66,,8.83,40.4,,76.33,28.91,75.11,61.81,17.57,21.96,2.68,29-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
29-Dec-2018 - 00:00,12.78,456.45,390.31,995.95,101.88,0.42,65.41,78.51,,10.49,50.18,,67.05,49.96,81.53,107.97,21.61,25.57,2.93,30-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
30-Dec-2018 - 00:00,13.42,644.74,511.49,998.04,109.58,0.26,66.21,72.47,,11.05,68.17,,79.22,119.79,94.41,152.11,35.5,29.51,3.24,31-Dec-2018 - 00:00,"Jahangirpuri, Delhi - DPCC"
31-Dec-2018 - 00:00,9.75,774.0,497.0,998.45,89.9,0.1,86.2,2.8,,11.4,83.75,,89.95,109.25,79.1,130.9,9.5,12.35,3.65,01-Jan-2019 - 00:00,"Jahangirpuri, Delhi - DPCC"
