from date,NO,NO2,NOx,CO,SO2,PM10,PM2.5,Temp,WS,WD,RH,SR,BP,RF,to date,station
21-Nov-2018 - 00:00,12.85,18.02,8.66,0.31,13.17,117.07,41.51,15.43,1.68,270.02,63.87,537.77,,,22-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Nov-2018 - 00:00,12.51,18.38,25.67,0.52,24.89,150.81,66.73,20.58,1.54,231.84,64.41,547.55,,,23-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Nov-2018 - 00:00,12.72,18.19,29.15,0.9,3.81,104.77,48.33,20.22,1.63,298.38,65.05,560.09,,,24-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Nov-2018 - 00:00,12.5,18.51,27.44,0.56,3.76,114.27,38.07,19.64,1.53,212.99,64.7,521.13,,,25-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Nov-2018 - 00:00,12.88,17.96,29.62,0.73,6.53,171.44,36.06,22.25,1.53,245.16,64.98,482.55,,,26-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Nov-2018 - 00:00,12.67,18.19,27.0,0.43,4.53,120.29,61.26,21.23,1.54,296.61,64.93,486.59,995.51,,27-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Nov-2018 - 00:00,12.71,18.21,24.81,0.53,4.37,102.67,62.37,21.37,1.6,100.4,64.72,472.37,979.48,,28-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Nov-2018 - 00:00,12.77,18.13,24.76,0.55,9.02,81.91,16.36,20.65,1.5,182.76,61.73,489.02,977.33,,29-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Nov-2018 - 00:00,12.81,18.09,29.62,0.43,9.11,152.28,27.46,18.99,1.62,278.93,52.52,493.72,904.8,,30-Nov-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Nov-2018 - 00:00,12.62,18.3,29.97,0.49,13.28,144.02,41.07,18.63,1.51,257.88,59.07,504.75,982.77,,01-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
01-Dec-2018 - 00:00,12.79,18.09,29.92,0.6,8.5,101.24,44.9,17.97,1.57,262.07,59.03,511.9,982.7,,02-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
02-Dec-2018 - 00:00,12.88,17.93,29.07,0.94,7.16,128.53,47.11,19.23,1.58,221.68,62.83,511.84,982.56,,03-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
03-Dec-2018 - 00:00,12.69,18.29,30.32,0.44,9.68,155.73,55.92,17.75,1.54,273.59,64.11,510.85,982.5,,04-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
04-Dec-2018 - 00:00,12.74,18.23,30.64,0.41,5.2,120.09,49.17,18.2,1.57,275.43,64.15,505.58,982.51,,05-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
05-Dec-2018 - 00:00,12.71,18.09,30.49,0.62,9.23,100.26,42.61,17.35,1.53,276.73,64.15,510.34,982.62,,06-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
06-Dec-2018 - 00:00,12.68,18.26,30.3,0.67,5.68,135.67,49.79,17.95,1.57,120.73,66.1,515.06,982.69,,07-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
07-Dec-2018 - 00:00,12.6,18.29,30.56,0.56,7.22,119.0,51.92,16.34,1.55,290.45,67.14,532.99,982.75,,08-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
08-Dec-2018 - 00:00,12.74,18.21,30.63,0.7,6.53,108.64,54.77,15.95,1.57,248.96,67.11,529.16,982.8,,09-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
09-Dec-2018 - 00:00,12.86,18.01,28.82,0.49,7.49,117.3,46.98,19.1,1.49,273.93,67.24,520.99,982.63,,10-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
10-Dec-2018 - 00:00,12.68,18.24,30.92,0.54,5.65,124.95,49.99,17.87,1.46,126.42,67.2,519.68,982.72,,11-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
11-Dec-2018 - 00:00,12.91,17.89,30.48,0.63,10.93,80.5,57.04,16.29,1.44,232.28,66.73,534.88,982.6,,12-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
12-Dec-2018 - 00:00,12.58,18.19,30.13,0.65,12.03,91.77,44.82,15.72,1.5,131.1,66.55,559.55,982.44,,13-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
13-Dec-2018 - 00:00,12.79,18.15,30.62,0.54,5.66,65.05,39.31,13.62,1.55,280.84,66.95,573.12,983.22,,14-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
14-Dec-2018 - 00:00,12.7,18.23,30.92,0.53,9.75,99.58,42.04,13.85,1.57,304.75,64.25,576.46,983.24,,15-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
15-Dec-2018 - 00:00,12.29,18.7,30.68,0.5,7.9,109.56,38.96,13.84,1.58,281.29,62.95,579.46,983.15,,16-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
16-Dec-2018 - 00:00,11.73,19.61,29.16,0.48,11.21,96.37,39.71,14.35,1.57,301.29,63.03,580.02,983.06,,17-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
17-Dec-2018 - 00:00,11.9,19.62,31.2,0.58,29.65,105.25,38.14,11.68,1.63,302.33,62.53,581.45,983.02,,18-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
18-Dec-2018 - 00:00,12.05,18.83,29.83,0.48,7.08,127.89,38.98,36.96,1.62,285.27,62.28,574.72,982.98,,19-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
19-Dec-2018 - 00:00,12.98,18.27,30.18,0.51,15.24,99.25,36.32,24.65,1.6,276.42,62.45,566.37,982.85,,20-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
20-Dec-2018 - 00:00,15.47,14.11,29.06,0.44,8.79,93.06,45.56,24.39,1.66,193.78,61.98,563.35,982.74,,21-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
21-Dec-2018 - 00:00,14.65,15.24,29.45,0.46,7.79,136.55,41.28,24.59,1.67,260.37,62.17,578.38,982.82,,22-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
22-Dec-2018 - 00:00,13.28,17.18,29.9,0.54,9.07,127.66,42.25,24.54,1.66,198.03,62.18,574.08,983.12,,23-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
23-Dec-2018 - 00:00,12.74,18.15,24.68,0.32,10.93,118.78,32.72,24.01,1.67,202.17,61.63,487.63,983.38,,24-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
24-Dec-2018 - 00:00,10.76,21.65,28.93,0.39,9.23,119.27,43.82,23.23,1.61,305.2,62.01,378.52,983.32,,25-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
25-Dec-2018 - 00:00,11.12,20.64,28.6,0.45,9.17,134.83,38.58,24.38,1.49,277.32,62.06,384.48,983.2,,26-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
26-Dec-2018 - 00:00,12.82,18.32,31.11,0.57,9.2,150.42,51.6,24.63,1.5,132.36,62.2,474.22,983.37,,27-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
27-Dec-2018 - 00:00,14.79,14.81,28.98,0.47,8.01,85.72,41.9,22.59,1.64,308.61,62.17,583.07,983.35,,28-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
28-Dec-2018 - 00:00,14.0,16.57,30.58,0.39,8.71,101.36,41.47,15.61,1.61,252.48,62.26,610.2,983.44,,29-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
29-Dec-2018 - 00:00,12.6,18.3,30.89,0.49,10.38,139.97,43.06,15.46,1.62,237.01,62.12,579.48,983.39,,30-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
30-Dec-2018 - 00:00,15.59,13.63,27.34,0.68,9.15,132.46,47.77,14.76,1.55,89.1,61.36,613.75,983.23,,31-Dec-2018 - 00:00,"Hardev Nagar, Bathinda - PPCB"
31-Dec-2018 - 00:00,11.58,21.33,32.9,0.85,11.96,64.39,49.13,8.89,1.77,58.99,59.14,613.29,983.3,,01-Jan-2019 - 00:00,"Hardev Nagar, Bathinda - PPCB"
