from date,AT,BP,PM10,PM2.5,RH,SR,WD,WS,VWS,Benzene,Toluene,P-Xylene,NH3,NO2,NO,NOx,Ozone,SO2,CO,to date,station
28-Nov-2018 - 00:00,19.79,996.63,357.06,191.35,76.37,59.35,213.23,0.63,,8.92,82.63,,58.23,105.7,232.37,302.79,13.97,18.56,4.11,29-Nov-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Nov-2018 - 00:00,18.92,996.73,348.18,190.21,76.4,64.24,299.09,1.17,,7.59,70.68,,55.02,93.15,176.4,192.61,25.17,11.85,2.83,30-Nov-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Nov-2018 - 00:00,18.29,996.16,344.83,190.55,72.32,66.36,303.71,1.37,,5.67,49.91,,53.43,84.56,141.08,160.0,37.84,28.62,2.29,01-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
01-Dec-2018 - 00:00,17.89,993.51,322.99,159.57,66.04,69.77,284.89,1.26,,5.77,56.42,,43.11,88.22,85.27,112.45,41.58,23.44,2.22,02-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
02-Dec-2018 - 00:00,17.39,992.78,296.02,158.99,69.14,67.75,265.08,0.53,,7.69,68.46,,41.09,98.46,147.93,252.61,22.66,22.57,3.45,03-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
03-Dec-2018 - 00:00,17.09,993.74,367.99,191.74,70.39,66.89,298.48,0.83,,7.34,67.65,,47.72,102.65,213.89,225.73,27.79,22.56,3.53,04-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
04-Dec-2018 - 00:00,16.86,995.45,360.58,195.48,72.91,59.84,286.68,0.69,,8.11,70.9,,53.08,110.97,180.35,291.53,20.86,20.82,3.67,05-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
05-Dec-2018 - 00:00,16.6,993.0,348.53,182.3,73.37,63.61,296.44,1.02,,6.81,64.56,,51.03,91.54,193.91,210.85,22.26,21.32,3.27,06-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
06-Dec-2018 - 00:00,16.47,992.45,385.74,222.84,75.69,54.26,265.22,0.76,,9.33,80.68,,54.7,122.05,215.64,249.96,23.82,21.35,4.26,07-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
07-Dec-2018 - 00:00,15.84,993.16,358.28,205.05,75.12,60.54,299.33,1.28,,8.0,68.05,,52.36,84.66,189.18,211.71,22.97,18.57,2.89,08-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
08-Dec-2018 - 00:00,15.77,994.07,396.99,229.34,74.94,61.14,302.02,0.82,,7.22,65.39,,49.14,95.16,200.08,218.1,24.51,21.61,3.76,09-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
09-Dec-2018 - 00:00,15.6,993.1,429.53,261.82,75.97,59.48,277.98,0.5,,8.08,71.0,,53.32,109.41,206.52,269.16,20.27,23.89,4.8,10-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
10-Dec-2018 - 00:00,15.53,992.85,478.51,292.72,80.26,53.2,164.42,0.82,,8.14,66.67,,61.04,106.91,146.68,281.62,20.72,20.99,4.75,11-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
11-Dec-2018 - 00:00,15.81,993.85,485.88,305.24,80.67,45.59,154.64,0.64,,7.53,61.35,,64.11,103.39,213.73,277.43,16.1,18.21,4.45,12-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
12-Dec-2018 - 00:00,17.23,995.23,341.77,215.94,72.5,46.8,142.56,1.31,,5.67,52.07,,57.81,87.24,121.36,145.36,16.69,16.45,2.36,13-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
13-Dec-2018 - 00:00,15.57,998.12,176.79,101.74,76.97,63.03,296.26,1.04,,4.29,46.14,,42.94,61.42,67.83,87.96,20.43,18.63,1.41,14-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
14-Dec-2018 - 00:00,14.77,,209.69,121.72,75.65,65.91,300.68,1.45,,4.8,45.31,,42.33,64.25,61.36,84.25,20.78,16.89,1.36,15-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
15-Dec-2018 - 00:00,14.61,999.61,236.26,140.95,73.05,64.28,292.26,1.6,,3.99,42.03,,44.11,65.72,48.7,74.62,20.45,17.59,1.33,16-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
16-Dec-2018 - 00:00,14.36,999.95,278.19,164.7,69.84,65.93,297.11,1.2,,4.33,43.94,,48.72,72.33,80.26,103.94,23.81,21.19,1.48,17-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
17-Dec-2018 - 00:00,13.46,998.52,351.54,215.2,70.05,57.49,301.79,1.19,,5.93,53.68,,55.23,85.66,156.79,174.37,18.47,21.64,2.44,18-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
18-Dec-2018 - 00:00,13.62,996.75,377.24,236.04,64.14,61.72,302.99,1.81,,5.9,54.18,,55.93,87.85,87.72,118.13,27.65,22.55,1.96,19-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
19-Dec-2018 - 00:00,13.46,995.86,360.94,217.71,68.29,62.78,295.08,1.21,,4.81,43.63,,52.66,87.66,111.77,136.67,26.08,21.99,2.24,20-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
20-Dec-2018 - 00:00,13.12,996.2,446.29,274.82,69.87,64.01,302.14,0.81,,7.9,58.54,,59.13,96.58,234.71,253.35,21.71,23.64,3.25,21-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
21-Dec-2018 - 00:00,12.52,995.01,443.61,294.65,72.05,63.41,304.51,1.19,,8.15,57.83,,72.29,104.89,148.07,162.06,24.97,25.07,2.57,22-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
22-Dec-2018 - 00:00,12.67,995.49,592.18,365.14,72.57,62.22,241.21,0.63,,9.13,71.45,,75.98,112.36,172.83,207.53,16.72,25.07,2.92,23-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
23-Dec-2018 - 00:00,12.68,996.32,661.9,439.26,79.37,56.78,203.76,0.61,,10.61,77.35,,83.55,99.36,96.36,216.07,21.26,24.73,4.3,24-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
24-Dec-2018 - 00:00,12.76,995.38,611.66,430.75,77.45,52.8,312.05,0.71,,10.53,77.68,,83.06,97.1,224.08,267.96,20.74,22.68,4.5,25-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
25-Dec-2018 - 00:00,12.52,994.74,434.4,306.89,75.92,56.92,304.77,1.05,,7.15,60.17,,78.7,68.79,74.22,97.05,26.89,17.4,2.33,26-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
26-Dec-2018 - 00:00,12.04,993.28,371.33,246.21,69.71,59.34,284.62,1.08,,5.74,47.81,,58.99,78.63,81.29,121.92,27.86,26.65,2.3,27-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
27-Dec-2018 - 00:00,12.4,994.48,455.42,306.5,68.67,56.82,244.72,0.89,,9.43,68.58,,61.42,86.84,124.79,222.03,19.43,23.82,3.75,28-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
28-Dec-2018 - 00:00,11.49,994.9,396.71,272.25,72.31,57.0,296.96,1.91,,5.5,47.24,,69.52,64.04,79.62,98.98,24.91,24.27,1.28,29-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
29-Dec-2018 - 00:00,11.15,996.93,408.79,263.12,69.7,58.78,299.41,1.4,,5.74,46.68,,60.61,68.12,83.68,100.45,27.46,25.45,3.28,30-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
30-Dec-2018 - 00:00,12.14,999.01,520.77,347.66,69.69,57.63,295.27,0.71,,8.71,64.91,,65.76,87.23,158.74,223.47,23.0,26.42,3.77,31-Dec-2018 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
31-Dec-2018 - 00:00,8.3,999.35,831.0,571.0,95.1,3.2,308.8,0.9,,10.85,77.25,,72.9,91.15,,,1.9,25.0,9.25,01-Jan-2019 - 00:00,"Jawaharlal Nehru Stadium, Delhi - DPCC"
