from date,BP,Benzene,MP-Xylene,O Xylene,Toluene,CO,Eth-Benzene,PM2.5,NO,NO2,NOx,Ozone,RH,SR,SO2,Temp,VWS,WD,WS,to date,station
16-Dec-2018 - 00:00,985.76,0.0,,0.0,0.0,1.06,0.0,75.78,6.63,44.25,50.88,53.18,51.53,88.97,12.58,,0.09,269.8,0.28,17-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
17-Dec-2018 - 00:00,982.19,0.38,,0.01,0.68,0.83,0.52,145.5,31.44,57.68,88.74,42.26,44.69,93.8,9.74,,0.09,232.77,0.35,18-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
18-Dec-2018 - 00:00,983.18,0.0,,0.0,0.0,0.68,0.0,133.18,45.36,61.78,107.14,30.69,46.5,129.99,10.39,,0.08,201.96,0.22,19-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
19-Dec-2018 - 00:00,991.88,0.0,,0.0,0.0,0.67,0.0,85.35,8.59,38.51,47.1,54.17,63.12,106.81,13.41,,0.08,169.04,0.25,20-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
20-Dec-2018 - 00:00,991.08,0.0,,0.0,0.0,0.4,0.0,62.69,4.57,19.94,24.51,65.21,61.63,118.42,13.56,,0.08,108.11,0.45,21-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
21-Dec-2018 - 00:00,993.58,0.0,,0.0,0.0,0.55,0.0,67.65,7.75,26.63,34.3,56.84,66.42,105.46,13.27,,0.08,110.22,0.38,22-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
22-Dec-2018 - 00:00,994.43,0.0,,0.0,0.0,0.7,0.0,52.1,3.22,17.43,20.65,55.13,68.07,110.89,14.05,,0.08,96.35,0.45,23-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
23-Dec-2018 - 00:00,996.46,0.0,,0.0,0.0,0.49,0.0,43.47,2.74,10.46,13.2,56.89,72.06,107.04,14.18,,0.08,97.31,0.63,24-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
24-Dec-2018 - 00:00,994.76,0.0,,0.0,0.0,0.64,0.0,46.06,2.94,13.23,16.17,52.22,68.74,99.68,14.13,,0.08,104.04,0.63,25-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
25-Dec-2018 - 00:00,991.61,0.0,,0.0,0.0,0.64,0.0,94.73,3.26,18.35,21.61,64.41,62.67,119.86,14.06,,0.08,103.94,0.42,26-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
26-Dec-2018 - 00:00,986.4,0.0,,0.0,0.0,0.58,0.0,68.18,2.87,15.53,18.39,67.73,52.78,124.09,14.69,,0.08,110.15,0.61,27-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
27-Dec-2018 - 00:00,989.87,0.0,,0.0,0.0,0.52,0.0,72.99,8.04,28.42,36.46,54.99,59.38,110.98,15.0,,0.08,180.68,0.4,28-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
28-Dec-2018 - 00:00,993.34,0.0,,0.0,0.0,0.61,0.0,99.24,2.72,16.17,18.89,64.07,66.16,108.41,15.0,,0.08,112.31,0.63,29-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
29-Dec-2018 - 00:00,997.43,0.0,,0.0,0.0,0.68,0.0,97.52,2.82,13.83,16.66,62.69,73.87,60.65,14.77,,0.08,96.56,0.52,30-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
30-Dec-2018 - 00:00,991.47,0.0,,0.0,0.0,0.49,0.0,83.43,2.82,14.71,17.52,77.32,62.41,122.83,,,0.08,99.69,0.59,31-Dec-2018 - 00:00,"BTM Layout, Bengaluru - CPCB"
31-Dec-2018 - 00:00,996.5,0.0,,0.0,0.0,0.5,0.0,79.65,2.44,13.68,16.12,76.6,71.67,1.47,,,0.08,87.49,0.32,01-Jan-2019 - 00:00,"BTM Layout, Bengaluru - CPCB"
